"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"12"	"4"	"297"	"66"	"142"	"1"	"1"	"4"	"1"	"6"	"4"	"6"	"532"	"0"	"15"	"547"	"0"
"27"	"13"	"10"	"648"	"110"	"53"	"6"	"2"	"5"	"0"	"3"	"7"	"6"	"850"	"0"	"6"	"856"	"0"
"28"	"14"	"7"	"281"	"203"	"48"	"7"	"0"	"2"	"1"	"2"	"10"	"3"	"564"	"0"	"24"	"588"	"0"
"29"	"15"	"10"	"296"	"331"	"75"	"7"	"0"	"2"	"4"	"10"	"18"	"7"	"760"	"0"	"11"	"771"	"0"
"30"	"16"	"2"	"705"	"60"	"1"	"2"	"0"	"9"	"2"	"1"	"1"	"5"	"788"	"0"	"4"	"792"	"0"
"31"	"17"	"6"	"92"	"93"	"155"	"7"	"2"	"8"	"1"	"8"	"9"	"2"	"383"	"0"	"14"	"397"	"0"
"32"	"18"	"4"	"175"	"131"	"128"	"9"	"5"	"1"	"3"	"17"	"10"	"5"	"488"	"0"	"16"	"504"	"0"
"33"	"19"	"9"	"365"	"47"	"5"	"3"	"2"	"0"	"1"	"8"	"3"	"5"	"448"	"0"	"18"	"466"	"0"
"34"	"20"	"2"	"249"	"183"	"14"	"2"	"0"	"0"	"1"	"2"	"5"	"4"	"462"	"0"	"6"	"468"	"0"
"35"	"21"	"10"	"209"	"327"	"22"	"2"	"1"	"5"	"2"	"9"	"12"	"5"	"604"	"0"	"10"	"614"	"0"
"36"	"22"	"8"	"325"	"135"	"11"	"4"	"1"	"2"	"0"	"4"	"10"	"5"	"505"	"0"	"6"	"511"	"0"
"37"	"22A"	"7"	"395"	"90"	"6"	"3"	"0"	"2"	"2"	"2"	"5"	"6"	"518"	"0"	"3"	"521"	"0"
"38"	"23"	"6"	"314"	"167"	"14"	"3"	"0"	"1"	"0"	"2"	"4"	"7"	"518"	"0"	"2"	"520"	"0"
"39"	"24"	"14"	"644"	"137"	"29"	"5"	"2"	"5"	"3"	"8"	"9"	"10"	"866"	"0"	"3"	"869"	"0"
"40"	"25"	"3"	"103"	"125"	"27"	"4"	"0"	"4"	"4"	"1"	"3"	"1"	"275"	"0"	"10"	"285"	"0"
"41"	"26"	"5"	"373"	"99"	"15"	"3"	"0"	"2"	"1"	"2"	"5"	"7"	"512"	"0"	"5"	"517"	"0"
"42"	"27"	"6"	"160"	"226"	"25"	"0"	"2"	"6"	"1"	"2"	"10"	"4"	"442"	"0"	"6"	"448"	"0"
"43"	"28"	"4"	"349"	"27"	"128"	"8"	"0"	"1"	"1"	"7"	"4"	"5"	"534"	"0"	"13"	"547"	"0"
"44"	"29"	"11"	"256"	"99"	"49"	"4"	"0"	"6"	"0"	"1"	"6"	"1"	"433"	"0"	"5"	"438"	"0"
"45"	"30"	"4"	"188"	"140"	"58"	"1"	"2"	"6"	"2"	"10"	"13"	"9"	"433"	"0"	"10"	"443"	"0"
"46"	"31"	"7"	"283"	"80"	"31"	"6"	"0"	"1"	"1"	"4"	"4"	"7"	"424"	"0"	"13"	"437"	"0"
"47"	"32"	"21"	"337"	"93"	"74"	"4"	"0"	"4"	"1"	"8"	"9"	"3"	"554"	"0"	"6"	"560"	"0"
"48"	"33"	"3"	"155"	"254"	"41"	"8"	"0"	"3"	"1"	"3"	"13"	"10"	"491"	"0"	"12"	"503"	"0"
"49"	"34"	"8"	"258"	"148"	"90"	"5"	"2"	"8"	"0"	"6"	"4"	"6"	"535"	"0"	"14"	"549"	"0"
"50"	"35"	"4"	"105"	"139"	"49"	"5"	"2"	"4"	"1"	"3"	"3"	"5"	"320"	"0"	"5"	"325"	"0"
"51"	"36"	"10"	"445"	"110"	"91"	"5"	"1"	"5"	"2"	"12"	"11"	"4"	"696"	"0"	"4"	"700"	"0"
"52"	"37"	"7"	"245"	"155"	"102"	"2"	"2"	"3"	"1"	"6"	"3"	"9"	"535"	"0"	"7"	"542"	"0"
"53"	"38"	"15"	"268"	"39"	"65"	"4"	"2"	"6"	"5"	"10"	"8"	"19"	"441"	"0"	"46"	"487"	"0"
"54"	"39"	"12"	"93"	"99"	"143"	"5"	"2"	"11"	"4"	"9"	"9"	"5"	"392"	"0"	"14"	"406"	"0"
"55"	"40"	"26"	"354"	"165"	"75"	"7"	"3"	"5"	"8"	"12"	"16"	"21"	"692"	"0"	"32"	"724"	"0"
"56"	"41"	"13"	"269"	"163"	"93"	"7"	"3"	"3"	"7"	"12"	"12"	"17"	"599"	"0"	"12"	"611"	"0"
"57"	"42"	"15"	"160"	"303"	"208"	"8"	"2"	"6"	"3"	"14"	"22"	"12"	"753"	"0"	"22"	"775"	"0"
"58"	"43"	"7"	"303"	"141"	"52"	"4"	"1"	"2"	"4"	"9"	"12"	"5"	"540"	"0"	"19"	"559"	"0"
"59"	"44"	"7"	"222"	"111"	"66"	"2"	"2"	"5"	"2"	"10"	"6"	"10"	"443"	"0"	"26"	"469"	"0"
"60"	"45"	"22"	"335"	"246"	"60"	"5"	"5"	"2"	"8"	"8"	"15"	"9"	"715"	"0"	"7"	"722"	"0"
"61"	"46"	"11"	"300"	"91"	"214"	"8"	"4"	"11"	"12"	"20"	"19"	"17"	"707"	"0"	"21"	"728"	"0"
"62"	"47"	"3"	"151"	"138"	"124"	"5"	"0"	"1"	"1"	"5"	"13"	"9"	"450"	"0"	"19"	"469"	"0"
"63"	"48"	"22"	"403"	"102"	"74"	"4"	"1"	"4"	"2"	"13"	"19"	"7"	"651"	"0"	"15"	"666"	"0"
"64"	"49"	"18"	"184"	"282"	"141"	"8"	"3"	"6"	"3"	"8"	"13"	"6"	"672"	"0"	"13"	"685"	"0"
"65"	"50"	"0"	"135"	"143"	"55"	"1"	"2"	"3"	"4"	"3"	"9"	"4"	"359"	"0"	"14"	"373"	"0"
"66"	"51"	"18"	"223"	"241"	"69"	"8"	"3"	"6"	"6"	"16"	"22"	"18"	"630"	"0"	"21"	"651"	"0"
"67"	"52"	"6"	"109"	"350"	"146"	"8"	"2"	"3"	"2"	"11"	"9"	"8"	"654"	"0"	"15"	"669"	"0"
"68"	"53"	"11"	"196"	"394"	"116"	"8"	"2"	"7"	"7"	"10"	"9"	"12"	"772"	"0"	"18"	"790"	"0"
"69"	"54"	"9"	"105"	"308"	"37"	"1"	"2"	"2"	"4"	"9"	"11"	"8"	"496"	"0"	"11"	"507"	"0"
"70"	"54A"	"24"	"126"	"179"	"58"	"10"	"2"	"4"	"3"	"5"	"17"	"10"	"438"	"0"	"17"	"455"	"0"
"71"	"55"	"6"	"124"	"211"	"169"	"10"	"2"	"7"	"3"	"5"	"12"	"2"	"551"	"0"	"14"	"565"	"0"
"72"	"56"	"16"	"155"	"344"	"148"	"20"	"5"	"9"	"6"	"16"	"27"	"14"	"760"	"0"	"13"	"773"	"0"
"73"	"57"	"8"	"230"	"179"	"188"	"5"	"1"	"8"	"3"	"7"	"10"	"10"	"649"	"0"	"24"	"673"	"0"
"74"	"58"	"4"	"365"	"90"	"59"	"3"	"2"	"5"	"1"	"10"	"11"	"7"	"557"	"0"	"12"	"569"	"0"
"75"	"59"	"6"	"126"	"236"	"17"	"3"	"1"	"2"	"2"	"5"	"18"	"5"	"421"	"0"	"5"	"426"	"0"
"76"	"60"	"9"	"248"	"264"	"36"	"7"	"2"	"3"	"1"	"6"	"9"	"4"	"589"	"0"	"6"	"595"	"0"
"77"	"61"	"6"	"72"	"142"	"191"	"1"	"1"	"2"	"0"	"7"	"6"	"2"	"430"	"0"	"2"	"432"	"0"
"78"	"62"	"5"	"135"	"134"	"38"	"1"	"1"	"1"	"1"	"2"	"6"	"3"	"327"	"0"	"4"	"331"	"0"
"79"	"63"	"16"	"417"	"102"	"63"	"5"	"2"	"2"	"7"	"10"	"4"	"11"	"639"	"0"	"14"	"653"	"0"
"80"	"64"	"7"	"294"	"305"	"106"	"18"	"4"	"6"	"5"	"24"	"19"	"15"	"803"	"0"	"42"	"845"	"0"
"81"	"65"	"10"	"276"	"145"	"28"	"9"	"1"	"1"	"3"	"6"	"8"	"4"	"491"	"0"	"9"	"500"	"0"
"82"	"66"	"0"	"120"	"5"	"198"	"1"	"1"	"3"	"1"	"2"	"1"	"2"	"334"	"0"	"4"	"338"	"0"
"83"	"67"	"16"	"451"	"81"	"30"	"5"	"4"	"3"	"2"	"16"	"12"	"21"	"641"	"0"	"26"	"667"	"0"
"84"	"68"	"17"	"421"	"133"	"43"	"5"	"2"	"8"	"3"	"12"	"16"	"11"	"671"	"0"	"25"	"696"	"0"
"85"	"69"	"14"	"240"	"266"	"97"	"11"	"3"	"7"	"4"	"22"	"29"	"16"	"709"	"0"	"38"	"747"	"0"
"86"	"70"	"22"	"399"	"164"	"28"	"6"	"4"	"6"	"5"	"22"	"15"	"21"	"692"	"0"	"43"	"735"	"0"
"87"	"71"	"22"	"410"	"263"	"32"	"3"	"1"	"3"	"2"	"10"	"16"	"18"	"780"	"0"	"18"	"798"	"0"
"88"	"72"	"2"	"13"	"602"	"18"	"1"	"1"	"1"	"0"	"4"	"11"	"1"	"654"	"0"	"11"	"665"	"0"
"89"	"73"	"8"	"54"	"336"	"12"	"5"	"1"	"0"	"2"	"4"	"14"	"5"	"441"	"0"	"11"	"452"	"0"
"90"	"74"	"13"	"123"	"227"	"18"	"4"	"3"	"3"	"3"	"6"	"24"	"9"	"433"	"0"	"30"	"463"	"0"
"91"	"75"	"4"	"478"	"138"	"47"	"12"	"5"	"3"	"3"	"18"	"11"	"15"	"734"	"0"	"15"	"749"	"0"
"92"	"76"	"8"	"193"	"209"	"80"	"8"	"5"	"1"	"6"	"11"	"30"	"12"	"563"	"0"	"28"	"591"	"0"
"93"	"77"	"26"	"229"	"203"	"154"	"11"	"5"	"7"	"7"	"30"	"24"	"14"	"710"	"0"	"41"	"751"	"0"
"94"	"78"	"9"	"133"	"170"	"123"	"8"	"4"	"8"	"6"	"16"	"16"	"8"	"501"	"0"	"22"	"523"	"0"
"95"	"78A"	"19"	"86"	"226"	"110"	"7"	"3"	"9"	"5"	"15"	"18"	"19"	"517"	"0"	"41"	"558"	"0"
"96"	"79"	"24"	"212"	"317"	"90"	"10"	"4"	"10"	"8"	"18"	"25"	"11"	"729"	"0"	"29"	"758"	"0"
"97"	"80"	"9"	"205"	"479"	"46"	"10"	"0"	"3"	"1"	"16"	"8"	"20"	"797"	"0"	"0"	"797"	"0"
"98"	"81"	"7"	"106"	"241"	"114"	"3"	"1"	"5"	"2"	"9"	"10"	"3"	"501"	"0"	"14"	"515"	"0"
"99"	"82"	"26"	"167"	"321"	"53"	"2"	"2"	"5"	"4"	"21"	"24"	"12"	"637"	"0"	"16"	"653"	"0"
"100"	"83"	"11"	"44"	"495"	"13"	"7"	"5"	"2"	"1"	"6"	"20"	"14"	"618"	"0"	"8"	"626"	"0"
"101"	"84"	"39"	"82"	"369"	"80"	"20"	"3"	"9"	"10"	"3"	"42"	"7"	"664"	"0"	"19"	"683"	"0"
"102"	"85"	"18"	"125"	"360"	"68"	"11"	"10"	"3"	"4"	"8"	"47"	"16"	"670"	"0"	"33"	"703"	"0"
"103"	"86"	"2"	"63"	"127"	"61"	"4"	"2"	"5"	"1"	"2"	"6"	"0"	"273"	"0"	"2"	"275"	"0"
"104"	"87"	"22"	"202"	"162"	"155"	"7"	"7"	"4"	"2"	"7"	"8"	"9"	"585"	"0"	"4"	"589"	"0"
"105"	"88"	"8"	"119"	"52"	"56"	"2"	"2"	"2"	"2"	"6"	"3"	"9"	"261"	"0"	"9"	"270"	"0"
"106"	"89"	"19"	"148"	"189"	"60"	"11"	"7"	"10"	"6"	"10"	"28"	"14"	"502"	"0"	"12"	"514"	"0"
"107"	"90"	"4"	"341"	"47"	"21"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"417"	"0"	"1"	"418"	"0"
"108"	"91"	"43"	"133"	"225"	"49"	"10"	"3"	"4"	"8"	"26"	"25"	"16"	"542"	"0"	"38"	"580"	"0"
"109"	"92"	"67"	"152"	"58"	"54"	"0"	"4"	"1"	"2"	"17"	"4"	"9"	"368"	"0"	"20"	"388"	"0"
"110"	"93"	"36"	"145"	"274"	"185"	"8"	"8"	"10"	"8"	"10"	"21"	"23"	"728"	"0"	"24"	"752"	"0"
"111"	"94"	"7"	"69"	"75"	"48"	"7"	"1"	"1"	"0"	"2"	"7"	"6"	"223"	"0"	"7"	"230"	"0"
"112"	"95"	"26"	"121"	"229"	"109"	"10"	"6"	"4"	"6"	"11"	"13"	"10"	"545"	"0"	"26"	"571"	"0"
"113"	"96"	"17"	"382"	"152"	"45"	"3"	"1"	"5"	"6"	"13"	"17"	"15"	"656"	"0"	"29"	"685"	"0"
"114"	"97"	"6"	"222"	"23"	"112"	"1"	"2"	"3"	"4"	"6"	"4"	"6"	"389"	"0"	"17"	"406"	"0"
"115"	"97A"	"3"	"144"	"32"	"209"	"7"	"4"	"8"	"0"	"13"	"4"	"8"	"432"	"0"	"24"	"456"	"0"
"116"	"98"	"24"	"234"	"227"	"226"	"9"	"4"	"11"	"7"	"17"	"35"	"12"	"806"	"0"	"25"	"831"	"0"
"117"	"99"	"17"	"155"	"412"	"85"	"7"	"6"	"11"	"2"	"11"	"7"	"12"	"725"	"0"	"33"	"758"	"0"
"118"	"100"	"9"	"265"	"192"	"145"	"1"	"2"	"9"	"3"	"5"	"4"	"13"	"648"	"0"	"10"	"658"	"0"
"119"	"101"	"17"	"167"	"242"	"180"	"7"	"4"	"6"	"8"	"6"	"13"	"8"	"658"	"0"	"18"	"676"	"0"
"120"	"102"	"10"	"196"	"109"	"110"	"9"	"10"	"8"	"3"	"9"	"7"	"2"	"473"	"0"	"11"	"484"	"0"
"121"	"103"	"7"	"216"	"147"	"48"	"2"	"0"	"6"	"1"	"12"	"7"	"8"	"454"	"0"	"21"	"475"	"0"
"122"	"104"	"9"	"388"	"49"	"120"	"5"	"2"	"6"	"5"	"8"	"5"	"4"	"601"	"0"	"9"	"610"	"0"
"123"	"105"	"28"	"407"	"120"	"144"	"9"	"6"	"4"	"2"	"11"	"14"	"6"	"751"	"0"	"4"	"755"	"0"
"124"	"106"	"21"	"409"	"283"	"57"	"5"	"7"	"4"	"7"	"12"	"8"	"13"	"826"	"0"	"34"	"860"	"0"
"125"	"107"	"9"	"89"	"387"	"24"	"8"	"2"	"4"	"3"	"3"	"23"	"9"	"561"	"0"	"23"	"584"	"0"
"126"	"108"	"18"	"436"	"107"	"77"	"6"	"1"	"9"	"5"	"15"	"13"	"16"	"703"	"0"	"13"	"716"	"0"
"127"	"109"	"21"	"400"	"208"	"155"	"9"	"4"	"5"	"2"	"10"	"10"	"7"	"831"	"0"	"21"	"852"	"0"
"128"	"110"	"6"	"169"	"131"	"61"	"2"	"1"	"4"	"1"	"3"	"8"	"4"	"390"	"0"	"7"	"397"	"0"
"129"	"111"	"4"	"103"	"65"	"103"	"5"	"3"	"5"	"6"	"11"	"7"	"6"	"318"	"0"	"19"	"337"	"0"
"130"	"112"	"12"	"213"	"123"	"60"	"7"	"2"	"3"	"1"	"15"	"18"	"7"	"461"	"0"	"17"	"478"	"0"
"131"	"113"	"12"	"126"	"255"	"85"	"5"	"3"	"4"	"3"	"8"	"17"	"12"	"530"	"0"	"28"	"558"	"0"
"132"	"114"	"15"	"306"	"216"	"51"	"6"	"5"	"9"	"7"	"9"	"16"	"13"	"653"	"0"	"34"	"687"	"0"
"133"	"115"	"13"	"120"	"249"	"59"	"4"	"2"	"1"	"3"	"4"	"10"	"4"	"469"	"0"	"8"	"477"	"0"
"134"	"116"	"8"	"62"	"122"	"16"	"1"	"0"	"0"	"0"	"0"	"6"	"3"	"218"	"0"	"6"	"224"	"0"
"135"	"117"	"7"	"449"	"147"	"40"	"1"	"1"	"2"	"1"	"5"	"7"	"4"	"664"	"0"	"10"	"674"	"0"
"136"	"118"	"9"	"304"	"135"	"9"	"4"	"0"	"1"	"1"	"3"	"4"	"5"	"475"	"0"	"7"	"482"	"0"
"137"	"119"	"16"	"349"	"359"	"32"	"4"	"3"	"1"	"2"	"14"	"9"	"7"	"796"	"0"	"25"	"821"	"0"
"138"	"120"	"14"	"364"	"181"	"14"	"8"	"1"	"3"	"1"	"17"	"14"	"14"	"631"	"0"	"19"	"650"	"0"
"139"	"121"	"9"	"82"	"578"	"24"	"11"	"2"	"4"	"2"	"6"	"22"	"11"	"751"	"0"	"23"	"774"	"0"
"140"	"122"	"9"	"113"	"162"	"42"	"3"	"2"	"3"	"1"	"4"	"6"	"2"	"347"	"0"	"5"	"352"	"0"
"141"	"123"	"7"	"209"	"108"	"44"	"8"	"3"	"2"	"0"	"3"	"11"	"4"	"399"	"0"	"10"	"409"	"0"
"142"	"124"	"8"	"216"	"58"	"143"	"4"	"3"	"11"	"1"	"13"	"10"	"21"	"488"	"0"	"27"	"515"	"0"
"143"	"124A"	"4"	"100"	"199"	"70"	"1"	"3"	"0"	"2"	"3"	"9"	"5"	"396"	"0"	"11"	"407"	"0"
"144"	"125"	"10"	"179"	"114"	"113"	"3"	"1"	"6"	"2"	"6"	"10"	"9"	"453"	"0"	"16"	"469"	"0"
"145"	"126"	"8"	"310"	"79"	"77"	"2"	"3"	"3"	"3"	"4"	"13"	"16"	"518"	"0"	"28"	"546"	"0"
"146"	"127"	"7"	"94"	"416"	"39"	"6"	"1"	"3"	"2"	"13"	"19"	"6"	"606"	"0"	"5"	"611"	"0"
"147"	"128"	"16"	"192"	"328"	"31"	"7"	"3"	"4"	"2"	"5"	"17"	"12"	"617"	"0"	"16"	"633"	"0"
"148"	"129"	"6"	"230"	"143"	"31"	"7"	"1"	"0"	"1"	"7"	"3"	"4"	"433"	"0"	"12"	"445"	"0"
"149"	"129A"	"6"	"147"	"135"	"135"	"0"	"2"	"5"	"1"	"7"	"8"	"5"	"451"	"0"	"22"	"473"	"0"
"150"	"130"	"15"	"333"	"190"	"32"	"6"	"3"	"9"	"1"	"14"	"21"	"8"	"632"	"0"	"22"	"654"	"0"
"151"	"131"	"2"	"152"	"83"	"5"	"2"	"0"	"3"	"0"	"1"	"7"	"3"	"258"	"0"	"8"	"266"	"0"
"152"	"132"	"7"	"236"	"124"	"28"	"1"	"1"	"1"	"0"	"2"	"8"	"3"	"411"	"0"	"8"	"419"	"0"
"153"	"133"	"6"	"92"	"337"	"10"	"2"	"0"	"1"	"0"	"2"	"8"	"10"	"468"	"0"	"10"	"478"	"0"
"154"	"134"	"34"	"60"	"466"	"21"	"8"	"2"	"1"	"1"	"5"	"25"	"4"	"627"	"0"	"18"	"645"	"0"
"155"	"135"	"14"	"87"	"234"	"13"	"2"	"4"	"2"	"0"	"2"	"8"	"2"	"368"	"0"	"12"	"380"	"0"
"156"	"136"	"16"	"305"	"108"	"113"	"3"	"2"	"4"	"4"	"10"	"9"	"18"	"592"	"0"	"31"	"623"	"0"
"157"	"137"	"17"	"257"	"214"	"28"	"2"	"5"	"3"	"1"	"7"	"25"	"15"	"574"	"0"	"23"	"597"	"0"
"158"	"138"	"7"	"299"	"204"	"15"	"1"	"0"	"8"	"3"	"9"	"16"	"7"	"569"	"0"	"21"	"590"	"0"
"159"	"139"	"17"	"268"	"105"	"75"	"5"	"3"	"5"	"4"	"11"	"11"	"15"	"519"	"0"	"24"	"543"	"0"
"160"	"140"	"11"	"213"	"86"	"43"	"1"	"1"	"3"	"3"	"3"	"6"	"5"	"375"	"0"	"11"	"386"	"0"
"161"	"141"	"10"	"383"	"123"	"121"	"5"	"0"	"4"	"2"	"21"	"16"	"9"	"694"	"0"	"37"	"731"	"0"
"162"	"142"	"8"	"243"	"124"	"49"	"3"	"3"	"1"	"1"	"6"	"5"	"4"	"447"	"0"	"5"	"452"	"0"
"163"	"143"	"3"	"176"	"103"	"123"	"4"	"0"	"4"	"4"	"5"	"9"	"8"	"439"	"0"	"5"	"444"	"0"
"164"	"144"	"13"	"134"	"189"	"225"	"9"	"2"	"4"	"3"	"16"	"10"	"11"	"616"	"0"	"18"	"634"	"0"
"165"	"145"	"16"	"309"	"89"	"156"	"8"	"3"	"5"	"5"	"27"	"15"	"20"	"653"	"0"	"25"	"678"	"0"
"166"	"146"	"13"	"155"	"37"	"236"	"3"	"2"	"3"	"1"	"0"	"3"	"3"	"456"	"0"	"6"	"462"	"0"
"167"	"147"	"8"	"60"	"261"	"58"	"6"	"0"	"4"	"1"	"12"	"14"	"11"	"435"	"0"	"24"	"459"	"0"
"168"	"148"	"10"	"118"	"91"	"178"	"9"	"5"	"5"	"2"	"9"	"7"	"11"	"445"	"0"	"20"	"465"	"0"
"169"	"149"	"7"	"32"	"426"	"33"	"6"	"1"	"2"	"1"	"5"	"18"	"1"	"532"	"0"	"5"	"537"	"0"
"170"	"150"	"4"	"164"	"268"	"40"	"0"	"2"	"3"	"0"	"3"	"16"	"3"	"503"	"0"	"13"	"516"	"0"
"171"	"151"	"1"	"491"	"19"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"515"	"0"	"0"	"515"	"0"
"172"	"152"	"10"	"159"	"108"	"307"	"6"	"1"	"8"	"2"	"9"	"9"	"13"	"632"	"0"	"14"	"646"	"0"
"173"	"153"	"6"	"119"	"290"	"34"	"2"	"0"	"1"	"0"	"4"	"10"	"10"	"476"	"0"	"5"	"481"	"0"
"174"	"154"	"9"	"164"	"243"	"16"	"7"	"0"	"0"	"3"	"4"	"4"	"7"	"457"	"0"	"9"	"466"	"0"
"175"	"155"	"16"	"207"	"426"	"98"	"7"	"2"	"4"	"4"	"13"	"28"	"9"	"814"	"0"	"51"	"865"	"0"
"176"	"156"	"4"	"126"	"450"	"67"	"4"	"3"	"2"	"2"	"10"	"8"	"5"	"681"	"0"	"9"	"690"	"0"
"177"	"157"	"14"	"343"	"139"	"20"	"3"	"0"	"1"	"2"	"4"	"12"	"10"	"548"	"0"	"13"	"561"	"0"
"178"	"158"	"10"	"273"	"22"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"3"	"318"	"0"	"6"	"324"	"0"
"179"	"159"	"3"	"187"	"46"	"11"	"1"	"1"	"0"	"2"	"2"	"4"	"0"	"257"	"0"	"1"	"258"	"0"
"180"	"160"	"5"	"55"	"371"	"121"	"11"	"3"	"3"	"0"	"2"	"12"	"1"	"584"	"0"	"8"	"592"	"0"
"181"	"161"	"14"	"85"	"425"	"37"	"7"	"2"	"1"	"1"	"0"	"10"	"7"	"589"	"0"	"10"	"599"	"0"
"182"	"162"	"6"	"236"	"77"	"132"	"7"	"3"	"3"	"0"	"1"	"5"	"4"	"474"	"0"	"3"	"477"	"0"
"183"	"162A"	"7"	"101"	"214"	"151"	"4"	"4"	"8"	"5"	"6"	"12"	"3"	"515"	"0"	"15"	"530"	"0"
"184"	"163"	"81"	"285"	"132"	"35"	"2"	"1"	"3"	"0"	"5"	"6"	"14"	"564"	"0"	"20"	"584"	"0"
"185"	"164"	"38"	"146"	"311"	"77"	"5"	"5"	"3"	"1"	"3"	"12"	"2"	"603"	"0"	"12"	"615"	"0"
"186"	"165"	"0"	"332"	"53"	"70"	"6"	"1"	"2"	"1"	"0"	"4"	"6"	"475"	"0"	"11"	"486"	"0"
"187"	"166"	"11"	"283"	"50"	"413"	"6"	"1"	"8"	"3"	"15"	"7"	"4"	"801"	"0"	"16"	"817"	"0"
"188"	"167"	"19"	"230"	"88"	"291"	"6"	"2"	"6"	"4"	"6"	"12"	"6"	"670"	"0"	"21"	"691"	"0"
"189"	"168"	"1"	"307"	"193"	"63"	"2"	"1"	"1"	"1"	"2"	"3"	"5"	"579"	"0"	"14"	"593"	"0"
"190"	"169"	"9"	"406"	"48"	"196"	"1"	"0"	"7"	"2"	"6"	"7"	"8"	"690"	"0"	"5"	"695"	"0"
"191"	"170"	"9"	"279"	"96"	"41"	"4"	"3"	"7"	"1"	"6"	"14"	"10"	"470"	"0"	"12"	"482"	"0"
