"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"14"	"212"	"311"	"33"	"83"	"5"	"2"	"10"	"7"	"7"	"7"	"16"	"693"	"0"	"21"	"714"	"0"
"27"	"15"	"159"	"362"	"14"	"61"	"8"	"4"	"8"	"9"	"7"	"10"	"12"	"654"	"0"	"29"	"683"	"0"
"28"	"16"	"108"	"141"	"8"	"227"	"8"	"3"	"2"	"6"	"7"	"5"	"5"	"520"	"0"	"11"	"531"	"0"
"29"	"17"	"92"	"119"	"21"	"137"	"6"	"1"	"4"	"2"	"3"	"2"	"5"	"392"	"0"	"16"	"408"	"0"
"30"	"18"	"243"	"422"	"17"	"12"	"7"	"2"	"5"	"8"	"2"	"11"	"23"	"752"	"0"	"20"	"772"	"0"
"31"	"19"	"174"	"67"	"8"	"162"	"5"	"6"	"3"	"1"	"2"	"6"	"7"	"441"	"0"	"11"	"452"	"0"
"32"	"20"	"36"	"29"	"9"	"197"	"4"	"1"	"1"	"0"	"1"	"2"	"1"	"281"	"0"	"2"	"283"	"0"
"33"	"21"	"122"	"251"	"4"	"10"	"2"	"0"	"1"	"1"	"1"	"0"	"5"	"397"	"0"	"5"	"402"	"0"
"34"	"22"	"99"	"118"	"5"	"153"	"4"	"0"	"5"	"6"	"2"	"5"	"7"	"404"	"0"	"13"	"417"	"0"
"35"	"23"	"123"	"165"	"2"	"48"	"0"	"0"	"5"	"0"	"4"	"3"	"4"	"354"	"0"	"6"	"360"	"0"
"36"	"24"	"123"	"118"	"2"	"28"	"4"	"1"	"2"	"3"	"5"	"8"	"10"	"304"	"0"	"9"	"313"	"0"
"37"	"25"	"101"	"30"	"1"	"45"	"3"	"2"	"3"	"0"	"1"	"0"	"2"	"188"	"0"	"7"	"195"	"0"
"38"	"26"	"65"	"74"	"4"	"187"	"5"	"2"	"5"	"0"	"5"	"2"	"6"	"355"	"0"	"6"	"361"	"0"
"39"	"27"	"312"	"298"	"4"	"18"	"4"	"3"	"0"	"1"	"3"	"9"	"14"	"666"	"0"	"14"	"680"	"0"
"40"	"28"	"232"	"107"	"16"	"262"	"21"	"10"	"13"	"9"	"17"	"9"	"10"	"706"	"0"	"14"	"720"	"0"
"41"	"29"	"265"	"139"	"11"	"175"	"6"	"2"	"5"	"7"	"0"	"6"	"9"	"625"	"0"	"29"	"654"	"0"
"42"	"30"	"113"	"105"	"5"	"189"	"14"	"3"	"5"	"4"	"4"	"3"	"7"	"452"	"0"	"13"	"465"	"0"
"43"	"31"	"248"	"122"	"16"	"254"	"10"	"6"	"14"	"11"	"12"	"8"	"9"	"710"	"0"	"56"	"766"	"0"
"44"	"32"	"209"	"80"	"27"	"75"	"7"	"7"	"28"	"10"	"12"	"15"	"13"	"483"	"0"	"12"	"495"	"0"
"45"	"33"	"140"	"215"	"16"	"54"	"12"	"3"	"1"	"12"	"4"	"5"	"9"	"471"	"0"	"12"	"483"	"0"
"46"	"34"	"167"	"58"	"5"	"269"	"17"	"7"	"5"	"4"	"15"	"7"	"5"	"559"	"0"	"19"	"578"	"0"
"47"	"35"	"345"	"90"	"10"	"6"	"18"	"4"	"4"	"3"	"2"	"6"	"7"	"495"	"0"	"6"	"501"	"0"
"48"	"36"	"42"	"415"	"4"	"97"	"2"	"1"	"0"	"3"	"6"	"2"	"17"	"589"	"0"	"7"	"596"	"0"
"49"	"37"	"223"	"21"	"15"	"10"	"1"	"2"	"2"	"1"	"1"	"0"	"2"	"278"	"0"	"3"	"281"	"0"
"50"	"38"	"245"	"219"	"17"	"81"	"7"	"3"	"5"	"3"	"6"	"7"	"3"	"596"	"0"	"6"	"602"	"0"
"51"	"39"	"85"	"170"	"8"	"155"	"7"	"1"	"3"	"1"	"2"	"4"	"5"	"441"	"0"	"16"	"457"	"0"
"52"	"40"	"102"	"247"	"3"	"7"	"2"	"0"	"2"	"0"	"0"	"4"	"3"	"370"	"0"	"2"	"372"	"0"
"53"	"41"	"146"	"123"	"3"	"9"	"2"	"3"	"4"	"2"	"3"	"2"	"0"	"297"	"0"	"3"	"300"	"0"
"54"	"42"	"59"	"229"	"11"	"358"	"16"	"3"	"3"	"6"	"9"	"11"	"6"	"711"	"0"	"7"	"718"	"0"
"55"	"43"	"70"	"246"	"10"	"45"	"6"	"0"	"2"	"1"	"5"	"5"	"9"	"399"	"0"	"10"	"409"	"0"
"56"	"44"	"312"	"141"	"3"	"169"	"8"	"3"	"0"	"5"	"8"	"8"	"8"	"665"	"0"	"19"	"684"	"0"
"57"	"45"	"5"	"42"	"25"	"207"	"9"	"0"	"3"	"1"	"7"	"7"	"5"	"311"	"0"	"14"	"325"	"0"
"58"	"46"	"88"	"85"	"7"	"248"	"5"	"6"	"0"	"3"	"9"	"6"	"3"	"460"	"0"	"10"	"470"	"0"
"59"	"47"	"116"	"250"	"6"	"4"	"6"	"1"	"2"	"4"	"1"	"4"	"1"	"395"	"0"	"8"	"403"	"0"
"60"	"48"	"81"	"123"	"18"	"246"	"12"	"1"	"5"	"3"	"8"	"8"	"4"	"509"	"0"	"13"	"522"	"0"
"61"	"49"	"120"	"94"	"0"	"23"	"3"	"0"	"2"	"0"	"1"	"2"	"4"	"249"	"0"	"5"	"254"	"0"
"62"	"50"	"141"	"29"	"2"	"24"	"1"	"2"	"2"	"3"	"0"	"0"	"2"	"206"	"0"	"8"	"214"	"0"
"63"	"51"	"119"	"213"	"6"	"109"	"6"	"0"	"2"	"3"	"0"	"6"	"11"	"475"	"0"	"27"	"502"	"0"
"64"	"52"	"210"	"300"	"4"	"30"	"6"	"3"	"5"	"3"	"4"	"5"	"10"	"580"	"0"	"5"	"585"	"0"
"65"	"53"	"142"	"70"	"10"	"139"	"11"	"5"	"6"	"8"	"12"	"4"	"14"	"421"	"0"	"23"	"444"	"0"
"66"	"54"	"112"	"116"	"4"	"132"	"5"	"2"	"1"	"3"	"5"	"2"	"9"	"391"	"0"	"6"	"397"	"0"
"67"	"55"	"63"	"75"	"10"	"216"	"14"	"5"	"6"	"6"	"11"	"7"	"7"	"420"	"0"	"6"	"426"	"0"
"68"	"56"	"79"	"140"	"9"	"91"	"6"	"1"	"1"	"4"	"3"	"4"	"8"	"346"	"0"	"3"	"349"	"0"
"69"	"57"	"34"	"47"	"3"	"248"	"6"	"3"	"0"	"7"	"10"	"3"	"1"	"362"	"0"	"3"	"365"	"0"
"70"	"58"	"263"	"257"	"11"	"28"	"6"	"3"	"2"	"2"	"8"	"5"	"6"	"591"	"0"	"8"	"599"	"0"
"71"	"59"	"50"	"78"	"7"	"299"	"17"	"5"	"1"	"7"	"4"	"7"	"3"	"478"	"0"	"3"	"481"	"0"
"72"	"60"	"53"	"61"	"15"	"605"	"18"	"7"	"3"	"8"	"11"	"4"	"6"	"791"	"0"	"10"	"801"	"0"
"73"	"61"	"101"	"61"	"7"	"504"	"14"	"5"	"4"	"2"	"9"	"5"	"9"	"721"	"0"	"11"	"732"	"0"
"74"	"62"	"30"	"82"	"6"	"440"	"14"	"1"	"5"	"6"	"17"	"3"	"3"	"607"	"0"	"12"	"619"	"0"
"75"	"63"	"186"	"76"	"3"	"13"	"2"	"0"	"8"	"1"	"0"	"2"	"4"	"295"	"0"	"5"	"300"	"0"
"76"	"64"	"93"	"153"	"4"	"207"	"6"	"3"	"9"	"4"	"0"	"3"	"6"	"488"	"0"	"13"	"501"	"0"
"77"	"65"	"141"	"299"	"10"	"76"	"5"	"2"	"5"	"4"	"1"	"5"	"15"	"563"	"0"	"20"	"583"	"0"
"78"	"66"	"188"	"69"	"8"	"175"	"9"	"6"	"2"	"4"	"7"	"4"	"14"	"486"	"0"	"21"	"507"	"0"
"79"	"67"	"214"	"112"	"15"	"184"	"17"	"8"	"13"	"10"	"20"	"25"	"15"	"633"	"0"	"58"	"691"	"0"
"80"	"68"	"64"	"101"	"6"	"356"	"16"	"3"	"4"	"6"	"7"	"5"	"7"	"575"	"0"	"30"	"605"	"0"
"81"	"69"	"271"	"126"	"12"	"183"	"12"	"3"	"4"	"4"	"2"	"3"	"4"	"624"	"0"	"10"	"634"	"0"
"82"	"70"	"159"	"78"	"6"	"143"	"6"	"6"	"6"	"7"	"5"	"10"	"11"	"437"	"0"	"36"	"473"	"0"
"83"	"71"	"52"	"46"	"2"	"129"	"8"	"3"	"5"	"0"	"2"	"1"	"1"	"249"	"0"	"2"	"251"	"0"
"84"	"72"	"114"	"131"	"15"	"288"	"20"	"0"	"8"	"7"	"10"	"15"	"12"	"620"	"0"	"39"	"659"	"0"
"85"	"73"	"274"	"158"	"11"	"85"	"6"	"2"	"6"	"3"	"4"	"1"	"10"	"560"	"0"	"15"	"575"	"0"
"86"	"74"	"280"	"109"	"8"	"157"	"2"	"3"	"4"	"1"	"4"	"5"	"5"	"578"	"0"	"16"	"594"	"0"
"87"	"75"	"9"	"407"	"8"	"22"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"453"	"0"	"6"	"459"	"0"
"88"	"76"	"324"	"217"	"6"	"290"	"5"	"0"	"5"	"5"	"6"	"9"	"12"	"879"	"0"	"21"	"900"	"0"
"89"	"77"	"228"	"49"	"7"	"427"	"3"	"0"	"3"	"1"	"1"	"0"	"7"	"726"	"0"	"8"	"734"	"0"
"90"	"78"	"145"	"223"	"4"	"7"	"6"	"1"	"8"	"2"	"1"	"3"	"5"	"405"	"0"	"6"	"411"	"0"
"91"	"79"	"95"	"310"	"4"	"20"	"4"	"0"	"2"	"8"	"1"	"2"	"4"	"450"	"0"	"9"	"459"	"0"
"92"	"80"	"123"	"403"	"9"	"132"	"6"	"2"	"6"	"6"	"5"	"7"	"15"	"714"	"0"	"26"	"740"	"0"
"93"	"81"	"47"	"73"	"0"	"270"	"10"	"2"	"1"	"2"	"4"	"3"	"7"	"419"	"0"	"15"	"434"	"0"
"94"	"82"	"57"	"372"	"11"	"136"	"5"	"3"	"5"	"8"	"7"	"5"	"19"	"628"	"0"	"27"	"655"	"0"
"95"	"83"	"257"	"112"	"5"	"34"	"2"	"2"	"6"	"3"	"0"	"3"	"6"	"430"	"0"	"9"	"439"	"0"
"96"	"84"	"78"	"323"	"4"	"136"	"4"	"1"	"1"	"6"	"4"	"5"	"9"	"571"	"0"	"13"	"584"	"0"
"97"	"85"	"363"	"67"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"440"	"0"	"4"	"444"	"0"
"98"	"86"	"133"	"92"	"11"	"161"	"5"	"4"	"2"	"3"	"2"	"9"	"0"	"422"	"0"	"3"	"425"	"0"
"99"	"87"	"221"	"200"	"14"	"126"	"10"	"1"	"5"	"6"	"7"	"1"	"12"	"603"	"0"	"24"	"627"	"0"
"100"	"88"	"51"	"186"	"11"	"151"	"5"	"2"	"1"	"3"	"5"	"11"	"15"	"441"	"0"	"14"	"455"	"0"
"101"	"89"	"211"	"79"	"3"	"124"	"5"	"2"	"5"	"5"	"1"	"7"	"9"	"451"	"0"	"14"	"465"	"0"
"102"	"90"	"46"	"10"	"5"	"146"	"5"	"0"	"4"	"3"	"2"	"0"	"4"	"225"	"0"	"9"	"234"	"0"
"103"	"91"	"149"	"28"	"2"	"303"	"1"	"0"	"2"	"1"	"0"	"0"	"6"	"492"	"0"	"6"	"498"	"0"
"104"	"92"	"172"	"35"	"3"	"120"	"12"	"0"	"1"	"2"	"2"	"2"	"1"	"350"	"0"	"2"	"352"	"0"
"105"	"93"	"149"	"257"	"10"	"27"	"8"	"1"	"3"	"1"	"2"	"2"	"6"	"466"	"0"	"10"	"476"	"0"
"106"	"93A"	"70"	"272"	"6"	"84"	"4"	"2"	"2"	"8"	"5"	"3"	"7"	"463"	"0"	"10"	"473"	"0"
"107"	"94"	"173"	"146"	"5"	"159"	"3"	"2"	"0"	"2"	"2"	"4"	"7"	"503"	"0"	"8"	"511"	"0"
"108"	"95"	"202"	"202"	"0"	"26"	"1"	"2"	"2"	"0"	"2"	"1"	"4"	"442"	"0"	"14"	"456"	"0"
"109"	"96"	"107"	"56"	"3"	"268"	"10"	"5"	"2"	"5"	"6"	"4"	"4"	"470"	"0"	"14"	"484"	"0"
"110"	"97"	"341"	"101"	"6"	"122"	"5"	"1"	"7"	"4"	"2"	"1"	"1"	"591"	"0"	"7"	"598"	"0"
"111"	"98"	"163"	"264"	"15"	"102"	"3"	"3"	"8"	"12"	"7"	"9"	"13"	"599"	"0"	"27"	"626"	"0"
"112"	"99"	"113"	"75"	"1"	"161"	"6"	"2"	"4"	"8"	"6"	"3"	"3"	"382"	"0"	"17"	"399"	"0"
"113"	"100"	"62"	"328"	"5"	"74"	"4"	"2"	"0"	"4"	"4"	"0"	"9"	"492"	"0"	"5"	"497"	"0"
"114"	"101"	"373"	"275"	"5"	"62"	"4"	"2"	"4"	"3"	"2"	"2"	"8"	"740"	"0"	"18"	"758"	"0"
"115"	"102"	"263"	"180"	"6"	"29"	"2"	"0"	"3"	"3"	"1"	"5"	"4"	"496"	"0"	"21"	"517"	"0"
"116"	"103"	"265"	"261"	"11"	"41"	"4"	"5"	"10"	"7"	"5"	"7"	"8"	"624"	"0"	"14"	"638"	"0"
"117"	"104"	"297"	"140"	"5"	"74"	"7"	"3"	"16"	"9"	"13"	"14"	"20"	"598"	"0"	"46"	"644"	"0"
"118"	"105"	"173"	"240"	"5"	"14"	"0"	"1"	"6"	"6"	"4"	"5"	"7"	"461"	"0"	"6"	"467"	"0"
"119"	"106"	"212"	"314"	"10"	"28"	"5"	"0"	"9"	"7"	"3"	"2"	"2"	"592"	"0"	"7"	"599"	"0"
"120"	"107"	"213"	"161"	"9"	"23"	"3"	"3"	"7"	"4"	"7"	"8"	"12"	"450"	"0"	"20"	"470"	"0"
"121"	"108"	"285"	"207"	"6"	"39"	"7"	"4"	"2"	"4"	"4"	"6"	"12"	"576"	"0"	"12"	"588"	"0"
"122"	"109"	"25"	"258"	"7"	"37"	"2"	"2"	"3"	"2"	"3"	"5"	"8"	"352"	"0"	"9"	"361"	"0"
"123"	"110"	"118"	"158"	"8"	"74"	"3"	"1"	"6"	"3"	"7"	"5"	"8"	"391"	"0"	"11"	"402"	"0"
"124"	"111"	"43"	"610"	"19"	"39"	"15"	"4"	"4"	"16"	"9"	"102"	"25"	"886"	"0"	"48"	"934"	"0"
"125"	"112"	"95"	"107"	"88"	"6"	"2"	"5"	"6"	"7"	"6"	"6"	"8"	"336"	"0"	"23"	"359"	"0"
"126"	"113"	"25"	"458"	"8"	"65"	"6"	"0"	"1"	"2"	"1"	"3"	"2"	"571"	"0"	"9"	"580"	"0"
"127"	"114"	"30"	"237"	"10"	"49"	"5"	"3"	"2"	"3"	"2"	"5"	"6"	"352"	"0"	"14"	"366"	"0"
"128"	"115"	"814"	"29"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"848"	"0"	"3"	"851"	"0"
"129"	"116"	"178"	"229"	"6"	"5"	"1"	"0"	"3"	"0"	"2"	"1"	"6"	"431"	"0"	"16"	"447"	"0"
"130"	"117"	"280"	"239"	"20"	"172"	"13"	"7"	"11"	"7"	"4"	"15"	"12"	"780"	"0"	"7"	"787"	"0"
"131"	"118"	"194"	"31"	"9"	"411"	"14"	"3"	"5"	"6"	"8"	"5"	"5"	"691"	"0"	"23"	"714"	"0"
"132"	"119"	"131"	"16"	"2"	"297"	"10"	"0"	"8"	"5"	"13"	"6"	"7"	"495"	"0"	"26"	"521"	"0"
"133"	"120"	"222"	"125"	"28"	"133"	"9"	"7"	"9"	"6"	"1"	"6"	"7"	"553"	"0"	"7"	"560"	"0"
"134"	"121"	"123"	"347"	"4"	"20"	"5"	"2"	"4"	"3"	"1"	"3"	"5"	"517"	"0"	"11"	"528"	"0"
"135"	"122"	"247"	"233"	"5"	"193"	"6"	"7"	"2"	"3"	"4"	"8"	"4"	"712"	"0"	"12"	"724"	"0"
"136"	"123"	"431"	"18"	"6"	"97"	"2"	"0"	"3"	"0"	"5"	"3"	"4"	"569"	"0"	"11"	"580"	"0"
"137"	"124"	"39"	"40"	"5"	"371"	"9"	"3"	"1"	"7"	"4"	"7"	"7"	"493"	"0"	"20"	"513"	"0"
"138"	"124A"	"141"	"43"	"3"	"254"	"8"	"3"	"5"	"5"	"8"	"2"	"8"	"480"	"0"	"21"	"501"	"0"
"139"	"125"	"41"	"35"	"11"	"455"	"9"	"0"	"1"	"0"	"0"	"1"	"1"	"554"	"0"	"5"	"559"	"0"
"140"	"126"	"133"	"123"	"5"	"173"	"6"	"4"	"2"	"6"	"3"	"3"	"2"	"460"	"0"	"9"	"469"	"0"
"141"	"127"	"217"	"125"	"5"	"30"	"4"	"4"	"6"	"5"	"4"	"5"	"3"	"408"	"0"	"18"	"426"	"0"
"142"	"127A"	"210"	"64"	"2"	"98"	"2"	"1"	"2"	"3"	"5"	"7"	"3"	"397"	"0"	"25"	"422"	"0"
"143"	"128"	"151"	"485"	"14"	"77"	"21"	"7"	"9"	"14"	"12"	"23"	"37"	"850"	"0"	"35"	"885"	"0"
"144"	"129"	"72"	"97"	"6"	"350"	"14"	"9"	"5"	"6"	"20"	"4"	"2"	"585"	"0"	"12"	"597"	"0"
"145"	"130"	"223"	"92"	"9"	"164"	"7"	"3"	"6"	"4"	"6"	"4"	"5"	"523"	"0"	"10"	"533"	"0"
"146"	"131"	"118"	"101"	"15"	"302"	"8"	"3"	"5"	"3"	"7"	"7"	"6"	"575"	"0"	"15"	"590"	"0"
"147"	"132"	"211"	"101"	"17"	"156"	"8"	"1"	"3"	"10"	"2"	"2"	"2"	"513"	"0"	"5"	"518"	"0"
"148"	"133"	"50"	"9"	"1"	"289"	"6"	"1"	"5"	"1"	"1"	"3"	"2"	"368"	"0"	"5"	"373"	"0"
"149"	"134"	"39"	"137"	"9"	"254"	"16"	"4"	"9"	"4"	"9"	"13"	"25"	"519"	"0"	"27"	"546"	"0"
"150"	"135"	"108"	"49"	"3"	"227"	"16"	"3"	"6"	"10"	"6"	"7"	"6"	"441"	"0"	"9"	"450"	"0"
"151"	"136"	"104"	"99"	"8"	"102"	"11"	"2"	"4"	"6"	"4"	"9"	"7"	"356"	"0"	"26"	"382"	"0"
"152"	"137"	"126"	"52"	"5"	"273"	"8"	"2"	"4"	"4"	"7"	"5"	"3"	"489"	"0"	"12"	"501"	"0"
"153"	"138"	"73"	"35"	"5"	"244"	"16"	"1"	"1"	"5"	"5"	"6"	"5"	"396"	"0"	"12"	"408"	"0"
"154"	"139"	"80"	"47"	"6"	"427"	"8"	"2"	"7"	"7"	"17"	"10"	"9"	"620"	"0"	"28"	"648"	"0"
"155"	"140"	"80"	"48"	"7"	"357"	"14"	"11"	"3"	"3"	"6"	"2"	"4"	"535"	"0"	"6"	"541"	"0"
"156"	"141"	"128"	"6"	"4"	"179"	"13"	"2"	"0"	"2"	"7"	"5"	"5"	"351"	"0"	"5"	"356"	"0"
"157"	"142"	"219"	"48"	"29"	"94"	"5"	"5"	"8"	"8"	"11"	"2"	"8"	"437"	"0"	"21"	"458"	"0"
"158"	"143"	"99"	"56"	"8"	"211"	"9"	"6"	"8"	"10"	"11"	"10"	"16"	"444"	"0"	"27"	"471"	"0"
"159"	"144"	"22"	"36"	"3"	"146"	"3"	"1"	"3"	"3"	"3"	"2"	"0"	"222"	"0"	"5"	"227"	"0"
"160"	"145"	"174"	"79"	"3"	"154"	"8"	"3"	"3"	"2"	"5"	"3"	"0"	"434"	"0"	"2"	"436"	"0"
"161"	"146"	"186"	"15"	"2"	"22"	"24"	"1"	"2"	"6"	"1"	"2"	"1"	"262"	"0"	"0"	"262"	"0"
"162"	"147"	"71"	"28"	"3"	"65"	"0"	"0"	"1"	"3"	"5"	"3"	"5"	"184"	"0"	"11"	"195"	"0"
"163"	"148"	"137"	"166"	"11"	"311"	"22"	"0"	"4"	"7"	"14"	"6"	"5"	"683"	"0"	"24"	"707"	"0"
"164"	"149"	"83"	"19"	"5"	"181"	"7"	"1"	"3"	"3"	"3"	"1"	"1"	"307"	"0"	"5"	"312"	"0"
"165"	"150"	"15"	"6"	"2"	"365"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"395"	"0"	"2"	"397"	"0"
"166"	"151"	"286"	"62"	"17"	"205"	"19"	"7"	"13"	"10"	"7"	"4"	"8"	"638"	"0"	"12"	"650"	"0"
"167"	"152"	"63"	"15"	"6"	"404"	"10"	"2"	"5"	"2"	"8"	"3"	"1"	"519"	"0"	"11"	"530"	"0"
"168"	"153"	"83"	"276"	"8"	"39"	"7"	"2"	"1"	"5"	"1"	"1"	"0"	"423"	"0"	"2"	"425"	"0"
"169"	"154"	"225"	"127"	"9"	"54"	"4"	"5"	"3"	"3"	"4"	"6"	"4"	"444"	"0"	"11"	"455"	"0"
"170"	"155"	"90"	"16"	"2"	"69"	"4"	"0"	"8"	"0"	"4"	"2"	"4"	"199"	"0"	"5"	"204"	"0"
"171"	"156"	"61"	"62"	"8"	"155"	"4"	"2"	"1"	"4"	"7"	"1"	"2"	"307"	"0"	"1"	"308"	"0"
"172"	"157"	"11"	"12"	"0"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"53"	"0"	"1"	"54"	"0"
"173"	"158"	"134"	"36"	"7"	"328"	"4"	"3"	"3"	"3"	"2"	"1"	"3"	"524"	"0"	"1"	"525"	"0"
"174"	"159"	"218"	"206"	"24"	"127"	"9"	"5"	"3"	"2"	"0"	"0"	"0"	"594"	"0"	"2"	"596"	"0"
"175"	"160"	"85"	"78"	"3"	"170"	"7"	"3"	"6"	"6"	"10"	"8"	"10"	"386"	"0"	"51"	"437"	"0"
"176"	"161"	"197"	"125"	"9"	"125"	"13"	"5"	"8"	"2"	"6"	"6"	"5"	"501"	"0"	"14"	"515"	"0"
"177"	"162"	"61"	"147"	"6"	"107"	"7"	"0"	"2"	"3"	"3"	"0"	"4"	"340"	"0"	"15"	"355"	"0"
"178"	"163"	"49"	"79"	"11"	"89"	"1"	"0"	"1"	"0"	"3"	"0"	"6"	"239"	"0"	"1"	"240"	"0"
"179"	"164"	"346"	"202"	"13"	"102"	"11"	"3"	"13"	"9"	"4"	"10"	"11"	"724"	"0"	"29"	"753"	"0"
"180"	"165"	"41"	"17"	"4"	"173"	"8"	"3"	"1"	"9"	"3"	"3"	"4"	"266"	"0"	"4"	"270"	"0"
"181"	"166"	"313"	"78"	"18"	"337"	"30"	"16"	"10"	"8"	"8"	"5"	"14"	"837"	"0"	"11"	"848"	"0"
"182"	"167"	"13"	"65"	"4"	"106"	"5"	"0"	"0"	"1"	"1"	"0"	"2"	"197"	"0"	"4"	"201"	"0"
"183"	"168"	"53"	"100"	"9"	"261"	"10"	"1"	"2"	"8"	"11"	"10"	"8"	"473"	"0"	"29"	"502"	"0"
"184"	"169"	"53"	"148"	"13"	"268"	"5"	"3"	"6"	"2"	"9"	"9"	"15"	"531"	"0"	"13"	"544"	"0"
"185"	"170"	"111"	"54"	"9"	"213"	"12"	"3"	"2"	"0"	"8"	"5"	"8"	"425"	"0"	"15"	"440"	"0"
"186"	"171"	"240"	"56"	"3"	"71"	"3"	"1"	"4"	"4"	"2"	"1"	"4"	"389"	"0"	"9"	"398"	"0"
"187"	"172"	"160"	"123"	"3"	"76"	"10"	"0"	"6"	"2"	"5"	"3"	"3"	"391"	"0"	"12"	"403"	"0"
"188"	"173"	"81"	"239"	"26"	"247"	"16"	"11"	"5"	"7"	"10"	"6"	"12"	"660"	"0"	"34"	"694"	"0"
"189"	"174"	"228"	"28"	"1"	"261"	"12"	"0"	"3"	"4"	"1"	"2"	"1"	"541"	"0"	"2"	"543"	"0"
"190"	"175"	"121"	"8"	"2"	"316"	"4"	"1"	"0"	"1"	"2"	"3"	"0"	"458"	"0"	"1"	"459"	"0"
"191"	"176"	"132"	"133"	"2"	"105"	"23"	"1"	"3"	"2"	"1"	"2"	"2"	"406"	"0"	"1"	"407"	"0"
