"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"19"	"7"	"53"	"519"	"15"	"129"	"12"	"1"	"4"	"8"	"0"	"3"	"5"	"3"	"10"	"6"	"18"	"9"	"11"	"9"	"8"	"823"	"0"	"1"	"824"	"0"
"20"	"8"	"101"	"179"	"8"	"166"	"11"	"4"	"5"	"7"	"2"	"2"	"6"	"5"	"4"	"1"	"6"	"3"	"8"	"0"	"1"	"519"	"0"	"5"	"524"	"0"
"21"	"9"	"105"	"131"	"5"	"326"	"12"	"3"	"2"	"10"	"1"	"0"	"1"	"4"	"3"	"3"	"6"	"10"	"5"	"1"	"1"	"629"	"0"	"3"	"632"	"0"
"22"	"10"	"299"	"48"	"16"	"113"	"22"	"9"	"8"	"5"	"0"	"2"	"4"	"4"	"1"	"0"	"3"	"8"	"5"	"0"	"0"	"547"	"0"	"3"	"550"	"0"
"23"	"11"	"110"	"80"	"4"	"309"	"13"	"4"	"10"	"9"	"1"	"1"	"4"	"3"	"8"	"11"	"4"	"11"	"8"	"3"	"5"	"598"	"0"	"10"	"608"	"0"
"24"	"12"	"114"	"20"	"7"	"508"	"8"	"1"	"2"	"17"	"2"	"4"	"2"	"1"	"10"	"7"	"3"	"4"	"10"	"3"	"4"	"727"	"0"	"7"	"734"	"0"
"25"	"13"	"105"	"277"	"13"	"200"	"10"	"3"	"3"	"12"	"1"	"2"	"4"	"6"	"9"	"10"	"7"	"10"	"16"	"7"	"3"	"698"	"0"	"2"	"700"	"0"
"26"	"14"	"35"	"397"	"13"	"263"	"14"	"3"	"5"	"14"	"3"	"2"	"4"	"5"	"13"	"19"	"13"	"25"	"17"	"13"	"8"	"866"	"0"	"14"	"880"	"0"
"27"	"15"	"71"	"296"	"11"	"380"	"11"	"6"	"1"	"15"	"3"	"5"	"6"	"5"	"10"	"9"	"9"	"13"	"7"	"4"	"9"	"871"	"0"	"4"	"875"	"0"
"28"	"16"	"28"	"264"	"6"	"119"	"2"	"0"	"0"	"4"	"1"	"2"	"4"	"3"	"4"	"2"	"6"	"5"	"4"	"5"	"1"	"460"	"0"	"1"	"461"	"0"
"29"	"17"	"25"	"380"	"8"	"108"	"2"	"1"	"1"	"4"	"1"	"3"	"2"	"5"	"3"	"6"	"16"	"10"	"9"	"10"	"2"	"596"	"0"	"7"	"603"	"0"
"30"	"18"	"13"	"144"	"10"	"235"	"4"	"1"	"1"	"9"	"0"	"1"	"2"	"1"	"29"	"6"	"6"	"3"	"7"	"6"	"8"	"486"	"0"	"7"	"493"	"0"
"31"	"19"	"23"	"404"	"5"	"106"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"4"	"6"	"1"	"2"	"5"	"3"	"2"	"568"	"0"	"2"	"570"	"0"
"32"	"20"	"56"	"289"	"16"	"208"	"13"	"2"	"3"	"17"	"0"	"1"	"5"	"1"	"4"	"4"	"6"	"8"	"3"	"2"	"3"	"641"	"0"	"1"	"642"	"0"
"33"	"21"	"47"	"422"	"11"	"366"	"3"	"5"	"5"	"26"	"3"	"0"	"6"	"0"	"6"	"8"	"0"	"8"	"8"	"4"	"2"	"930"	"0"	"9"	"939"	"0"
"34"	"22"	"37"	"360"	"9"	"446"	"12"	"7"	"5"	"17"	"4"	"11"	"5"	"5"	"6"	"18"	"12"	"7"	"2"	"9"	"4"	"976"	"0"	"5"	"981"	"0"
"35"	"23"	"37"	"418"	"12"	"61"	"4"	"1"	"0"	"2"	"1"	"1"	"3"	"3"	"6"	"6"	"8"	"10"	"0"	"3"	"0"	"576"	"0"	"1"	"577"	"0"
"36"	"24"	"54"	"239"	"17"	"287"	"17"	"7"	"3"	"8"	"1"	"3"	"1"	"3"	"3"	"1"	"5"	"2"	"5"	"0"	"0"	"656"	"0"	"1"	"657"	"0"
"37"	"25"	"22"	"363"	"9"	"93"	"4"	"2"	"1"	"7"	"2"	"3"	"2"	"2"	"2"	"9"	"5"	"6"	"10"	"5"	"5"	"552"	"0"	"1"	"553"	"0"
"38"	"26"	"37"	"45"	"7"	"340"	"14"	"2"	"4"	"15"	"3"	"1"	"2"	"3"	"16"	"18"	"13"	"16"	"7"	"0"	"4"	"547"	"0"	"19"	"566"	"0"
"39"	"26A"	"80"	"28"	"4"	"244"	"13"	"6"	"3"	"5"	"0"	"4"	"0"	"1"	"4"	"3"	"4"	"10"	"11"	"6"	"2"	"428"	"0"	"6"	"434"	"0"
"40"	"27"	"150"	"223"	"4"	"134"	"18"	"6"	"4"	"6"	"2"	"5"	"3"	"3"	"4"	"1"	"10"	"7"	"7"	"2"	"5"	"594"	"0"	"4"	"598"	"0"
"41"	"28"	"27"	"377"	"8"	"214"	"5"	"2"	"3"	"11"	"2"	"1"	"2"	"4"	"6"	"17"	"16"	"10"	"2"	"1"	"1"	"709"	"0"	"2"	"711"	"0"
"42"	"29"	"89"	"131"	"11"	"143"	"14"	"6"	"8"	"8"	"2"	"3"	"4"	"2"	"3"	"6"	"4"	"4"	"8"	"7"	"5"	"458"	"0"	"5"	"463"	"0"
"43"	"29A"	"57"	"148"	"4"	"295"	"15"	"5"	"8"	"10"	"5"	"0"	"9"	"8"	"4"	"11"	"7"	"6"	"2"	"5"	"3"	"602"	"0"	"2"	"604"	"0"
"44"	"30"	"93"	"312"	"16"	"213"	"22"	"12"	"9"	"14"	"1"	"4"	"5"	"6"	"11"	"4"	"9"	"12"	"8"	"2"	"5"	"758"	"0"	"10"	"768"	"0"
"45"	"31"	"43"	"71"	"5"	"427"	"16"	"0"	"7"	"22"	"2"	"1"	"1"	"2"	"2"	"3"	"7"	"2"	"11"	"3"	"0"	"625"	"0"	"2"	"627"	"0"
"46"	"32"	"46"	"143"	"6"	"312"	"16"	"3"	"5"	"9"	"1"	"1"	"2"	"2"	"2"	"4"	"4"	"9"	"3"	"0"	"2"	"570"	"0"	"13"	"583"	"0"
"47"	"33"	"109"	"351"	"52"	"328"	"29"	"7"	"4"	"10"	"0"	"1"	"5"	"3"	"6"	"4"	"6"	"8"	"4"	"0"	"0"	"927"	"0"	"3"	"930"	"0"
"48"	"34"	"49"	"35"	"1"	"378"	"12"	"2"	"5"	"6"	"1"	"2"	"5"	"2"	"3"	"6"	"5"	"3"	"8"	"4"	"3"	"530"	"0"	"13"	"543"	"0"
"49"	"35"	"52"	"165"	"14"	"483"	"20"	"3"	"1"	"14"	"2"	"4"	"5"	"5"	"12"	"7"	"6"	"5"	"32"	"10"	"7"	"847"	"0"	"15"	"862"	"0"
"50"	"36"	"63"	"92"	"6"	"294"	"10"	"1"	"6"	"7"	"3"	"0"	"4"	"1"	"6"	"11"	"4"	"1"	"6"	"3"	"1"	"519"	"0"	"2"	"521"	"0"
"51"	"37"	"27"	"238"	"5"	"306"	"12"	"2"	"2"	"14"	"1"	"0"	"1"	"2"	"4"	"4"	"7"	"4"	"3"	"3"	"2"	"637"	"0"	"3"	"640"	"0"
"52"	"38"	"51"	"139"	"21"	"312"	"18"	"2"	"6"	"15"	"3"	"2"	"9"	"3"	"15"	"10"	"7"	"12"	"22"	"9"	"11"	"667"	"0"	"11"	"678"	"0"
"53"	"39"	"37"	"78"	"4"	"379"	"13"	"1"	"1"	"5"	"1"	"1"	"0"	"2"	"6"	"10"	"5"	"10"	"6"	"9"	"3"	"571"	"0"	"6"	"577"	"0"
"54"	"40"	"301"	"202"	"7"	"121"	"6"	"4"	"3"	"2"	"1"	"1"	"0"	"1"	"3"	"3"	"5"	"6"	"9"	"3"	"1"	"679"	"0"	"4"	"683"	"0"
"55"	"41"	"60"	"201"	"10"	"365"	"10"	"4"	"2"	"10"	"0"	"1"	"4"	"13"	"5"	"9"	"4"	"3"	"6"	"1"	"1"	"709"	"0"	"6"	"715"	"0"
"56"	"42"	"63"	"169"	"7"	"367"	"12"	"1"	"3"	"16"	"1"	"5"	"2"	"3"	"4"	"8"	"13"	"2"	"5"	"1"	"5"	"687"	"0"	"4"	"691"	"0"
"57"	"43"	"53"	"210"	"7"	"398"	"6"	"1"	"1"	"5"	"2"	"3"	"1"	"5"	"10"	"4"	"6"	"7"	"20"	"6"	"8"	"753"	"0"	"7"	"760"	"0"
"58"	"44"	"36"	"67"	"6"	"258"	"10"	"4"	"7"	"9"	"2"	"0"	"0"	"0"	"1"	"8"	"2"	"8"	"1"	"2"	"1"	"422"	"0"	"1"	"423"	"0"
"59"	"45"	"67"	"354"	"7"	"100"	"18"	"1"	"7"	"3"	"0"	"1"	"2"	"20"	"0"	"3"	"1"	"6"	"3"	"2"	"1"	"596"	"0"	"4"	"600"	"0"
"60"	"46"	"34"	"357"	"9"	"103"	"3"	"0"	"3"	"6"	"0"	"0"	"2"	"25"	"2"	"3"	"2"	"0"	"1"	"2"	"2"	"554"	"0"	"1"	"555"	"0"
"61"	"47"	"131"	"421"	"12"	"63"	"17"	"1"	"4"	"5"	"2"	"3"	"2"	"26"	"2"	"9"	"9"	"11"	"8"	"4"	"4"	"734"	"0"	"1"	"735"	"0"
"62"	"48"	"168"	"254"	"12"	"192"	"16"	"6"	"5"	"15"	"5"	"3"	"9"	"6"	"23"	"16"	"40"	"66"	"9"	"10"	"1"	"856"	"0"	"3"	"859"	"0"
"63"	"49"	"46"	"181"	"8"	"312"	"11"	"0"	"2"	"4"	"0"	"1"	"1"	"2"	"3"	"5"	"7"	"11"	"10"	"6"	"4"	"614"	"0"	"13"	"627"	"0"
"64"	"50"	"20"	"253"	"12"	"218"	"11"	"1"	"1"	"13"	"1"	"2"	"3"	"3"	"7"	"8"	"9"	"4"	"10"	"0"	"3"	"579"	"0"	"5"	"584"	"0"
"65"	"51"	"61"	"86"	"4"	"320"	"18"	"4"	"4"	"18"	"3"	"4"	"2"	"4"	"7"	"10"	"8"	"13"	"9"	"5"	"2"	"582"	"0"	"7"	"589"	"0"
"66"	"52"	"27"	"55"	"4"	"255"	"13"	"1"	"1"	"10"	"5"	"0"	"2"	"2"	"2"	"6"	"4"	"5"	"5"	"1"	"1"	"399"	"0"	"8"	"407"	"0"
"67"	"53"	"71"	"316"	"7"	"149"	"4"	"2"	"1"	"5"	"1"	"1"	"2"	"2"	"4"	"5"	"5"	"3"	"6"	"1"	"4"	"589"	"0"	"2"	"591"	"0"
"68"	"54"	"139"	"135"	"13"	"404"	"24"	"7"	"9"	"10"	"2"	"4"	"3"	"4"	"3"	"10"	"4"	"10"	"6"	"1"	"2"	"790"	"0"	"5"	"795"	"0"
"69"	"55"	"134"	"166"	"15"	"368"	"18"	"8"	"10"	"19"	"4"	"6"	"7"	"5"	"13"	"11"	"6"	"16"	"9"	"4"	"2"	"821"	"0"	"4"	"825"	"0"
"70"	"56"	"214"	"147"	"3"	"174"	"15"	"8"	"8"	"7"	"0"	"2"	"4"	"3"	"6"	"5"	"3"	"7"	"9"	"2"	"2"	"619"	"0"	"2"	"621"	"0"
"71"	"57"	"142"	"76"	"7"	"123"	"21"	"7"	"4"	"8"	"1"	"1"	"1"	"5"	"3"	"3"	"0"	"10"	"16"	"4"	"7"	"439"	"0"	"8"	"447"	"0"
"72"	"58"	"101"	"238"	"9"	"367"	"15"	"2"	"3"	"10"	"1"	"2"	"1"	"2"	"3"	"14"	"4"	"9"	"19"	"10"	"5"	"815"	"0"	"14"	"829"	"0"
"73"	"59"	"58"	"188"	"2"	"245"	"6"	"1"	"2"	"8"	"0"	"1"	"1"	"2"	"4"	"5"	"1"	"6"	"10"	"4"	"2"	"546"	"0"	"2"	"548"	"0"
"74"	"60"	"122"	"272"	"1"	"60"	"7"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"3"	"3"	"3"	"6"	"3"	"0"	"0"	"485"	"0"	"0"	"485"	"0"
"75"	"61"	"263"	"14"	"3"	"24"	"8"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"5"	"4"	"1"	"0"	"328"	"0"	"1"	"329"	"0"
"76"	"62"	"112"	"189"	"9"	"211"	"18"	"2"	"3"	"5"	"2"	"2"	"1"	"1"	"2"	"7"	"12"	"10"	"6"	"7"	"1"	"600"	"0"	"1"	"601"	"0"
"77"	"63"	"98"	"285"	"12"	"405"	"22"	"1"	"1"	"7"	"1"	"0"	"3"	"4"	"4"	"8"	"8"	"10"	"15"	"5"	"6"	"895"	"0"	"10"	"905"	"0"
"78"	"64"	"154"	"85"	"5"	"219"	"20"	"3"	"5"	"7"	"2"	"1"	"0"	"3"	"2"	"3"	"0"	"6"	"6"	"0"	"0"	"521"	"0"	"0"	"521"	"0"
"79"	"64A"	"103"	"177"	"5"	"159"	"17"	"4"	"1"	"5"	"0"	"1"	"1"	"3"	"1"	"3"	"2"	"8"	"5"	"0"	"1"	"496"	"0"	"2"	"498"	"0"
"80"	"65"	"115"	"150"	"19"	"639"	"23"	"6"	"1"	"16"	"4"	"4"	"6"	"7"	"13"	"12"	"10"	"12"	"18"	"4"	"1"	"1060"	"0"	"6"	"1066"	"0"
"81"	"66"	"82"	"505"	"13"	"197"	"9"	"3"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"8"	"4"	"7"	"6"	"7"	"852"	"0"	"7"	"859"	"0"
"82"	"67"	"76"	"179"	"5"	"306"	"19"	"2"	"2"	"5"	"1"	"0"	"1"	"0"	"3"	"9"	"6"	"8"	"3"	"4"	"1"	"630"	"0"	"3"	"633"	"0"
"83"	"68"	"168"	"312"	"13"	"294"	"23"	"4"	"5"	"12"	"3"	"2"	"2"	"1"	"9"	"13"	"9"	"17"	"19"	"2"	"3"	"911"	"0"	"2"	"913"	"0"
"84"	"69"	"115"	"288"	"10"	"241"	"8"	"3"	"6"	"17"	"0"	"6"	"4"	"5"	"5"	"7"	"9"	"9"	"20"	"3"	"3"	"759"	"0"	"8"	"767"	"0"
"85"	"70"	"169"	"466"	"12"	"28"	"7"	"3"	"2"	"3"	"4"	"2"	"0"	"4"	"1"	"3"	"10"	"11"	"13"	"8"	"4"	"750"	"0"	"3"	"753"	"0"
"86"	"71"	"59"	"36"	"3"	"580"	"72"	"4"	"2"	"21"	"3"	"1"	"3"	"2"	"8"	"8"	"4"	"5"	"9"	"3"	"3"	"826"	"0"	"10"	"836"	"0"
"87"	"72"	"45"	"369"	"7"	"269"	"13"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"4"	"3"	"5"	"0"	"0"	"1"	"1"	"722"	"0"	"0"	"722"	"0"
"88"	"73"	"27"	"150"	"4"	"392"	"13"	"1"	"1"	"2"	"3"	"2"	"1"	"2"	"4"	"2"	"4"	"3"	"4"	"2"	"0"	"617"	"0"	"6"	"623"	"0"
"89"	"74"	"69"	"103"	"16"	"326"	"17"	"4"	"1"	"5"	"0"	"0"	"2"	"2"	"2"	"7"	"3"	"3"	"2"	"2"	"0"	"564"	"0"	"2"	"566"	"0"
"90"	"75"	"188"	"117"	"6"	"246"	"20"	"4"	"6"	"5"	"1"	"1"	"3"	"1"	"2"	"3"	"3"	"7"	"5"	"0"	"0"	"618"	"0"	"1"	"619"	"0"
"91"	"76"	"71"	"187"	"6"	"243"	"13"	"2"	"0"	"10"	"3"	"1"	"0"	"3"	"7"	"5"	"7"	"10"	"5"	"9"	"0"	"582"	"0"	"2"	"584"	"0"
"92"	"77"	"50"	"260"	"13"	"326"	"12"	"1"	"1"	"1"	"1"	"3"	"2"	"7"	"3"	"4"	"4"	"5"	"3"	"2"	"1"	"699"	"0"	"5"	"704"	"0"
"93"	"78"	"130"	"61"	"8"	"438"	"16"	"4"	"4"	"4"	"1"	"1"	"0"	"2"	"8"	"3"	"0"	"1"	"1"	"1"	"1"	"684"	"0"	"6"	"690"	"0"
"94"	"79"	"127"	"247"	"8"	"79"	"6"	"2"	"1"	"0"	"2"	"1"	"3"	"2"	"0"	"4"	"3"	"5"	"8"	"3"	"1"	"502"	"0"	"1"	"503"	"0"
"95"	"80"	"140"	"125"	"5"	"194"	"29"	"2"	"6"	"9"	"4"	"3"	"1"	"17"	"3"	"4"	"1"	"13"	"7"	"2"	"3"	"568"	"0"	"6"	"574"	"0"
"96"	"81"	"109"	"113"	"4"	"196"	"14"	"4"	"8"	"6"	"2"	"1"	"1"	"11"	"6"	"3"	"4"	"8"	"4"	"2"	"2"	"498"	"0"	"0"	"498"	"0"
"97"	"82"	"388"	"299"	"14"	"165"	"26"	"5"	"2"	"10"	"2"	"5"	"3"	"5"	"2"	"10"	"7"	"39"	"13"	"2"	"3"	"1000"	"0"	"2"	"1002"	"0"
"98"	"83"	"121"	"210"	"5"	"354"	"6"	"2"	"4"	"10"	"1"	"2"	"2"	"4"	"2"	"4"	"5"	"4"	"5"	"2"	"1"	"744"	"0"	"3"	"747"	"0"
"99"	"84"	"110"	"268"	"13"	"109"	"12"	"3"	"2"	"6"	"1"	"0"	"3"	"3"	"2"	"0"	"5"	"4"	"3"	"3"	"2"	"549"	"0"	"1"	"550"	"0"
"100"	"84A"	"21"	"106"	"5"	"232"	"11"	"2"	"1"	"7"	"0"	"0"	"0"	"2"	"11"	"3"	"5"	"5"	"4"	"4"	"3"	"422"	"0"	"2"	"424"	"0"
"101"	"85"	"137"	"163"	"9"	"524"	"24"	"5"	"3"	"8"	"3"	"3"	"1"	"2"	"6"	"5"	"4"	"7"	"3"	"2"	"3"	"912"	"0"	"4"	"916"	"0"
"102"	"86"	"104"	"110"	"4"	"239"	"15"	"0"	"2"	"5"	"0"	"1"	"0"	"1"	"3"	"2"	"1"	"4"	"3"	"0"	"1"	"495"	"0"	"1"	"496"	"0"
"103"	"87"	"57"	"30"	"4"	"330"	"18"	"3"	"2"	"3"	"0"	"2"	"3"	"1"	"5"	"2"	"1"	"3"	"2"	"2"	"1"	"469"	"0"	"4"	"473"	"0"
"104"	"88"	"211"	"190"	"6"	"449"	"11"	"3"	"6"	"7"	"2"	"1"	"2"	"0"	"2"	"2"	"0"	"2"	"14"	"3"	"1"	"912"	"0"	"3"	"915"	"0"
"105"	"89"	"127"	"259"	"11"	"231"	"17"	"6"	"2"	"8"	"9"	"0"	"1"	"2"	"4"	"7"	"11"	"13"	"6"	"2"	"0"	"716"	"0"	"3"	"719"	"0"
"106"	"90"	"40"	"126"	"8"	"193"	"6"	"3"	"3"	"1"	"1"	"1"	"1"	"0"	"3"	"5"	"3"	"3"	"3"	"0"	"1"	"401"	"0"	"0"	"401"	"0"
"107"	"91"	"60"	"146"	"11"	"258"	"12"	"3"	"6"	"10"	"2"	"1"	"1"	"5"	"3"	"8"	"10"	"6"	"5"	"5"	"3"	"555"	"0"	"8"	"563"	"0"
"108"	"92"	"41"	"201"	"12"	"433"	"21"	"0"	"1"	"6"	"3"	"1"	"1"	"1"	"4"	"2"	"1"	"5"	"5"	"7"	"1"	"746"	"0"	"2"	"748"	"0"
"109"	"93"	"93"	"213"	"15"	"497"	"25"	"5"	"6"	"12"	"3"	"0"	"6"	"3"	"12"	"7"	"9"	"9"	"10"	"0"	"3"	"928"	"0"	"4"	"932"	"0"
"110"	"94"	"47"	"121"	"3"	"343"	"14"	"2"	"3"	"4"	"1"	"0"	"2"	"1"	"1"	"3"	"6"	"2"	"5"	"6"	"1"	"565"	"0"	"2"	"567"	"0"
"111"	"95"	"39"	"111"	"4"	"130"	"13"	"8"	"4"	"10"	"1"	"0"	"1"	"3"	"9"	"5"	"9"	"10"	"1"	"1"	"1"	"360"	"0"	"6"	"366"	"0"
"112"	"96"	"173"	"169"	"10"	"442"	"15"	"7"	"7"	"7"	"3"	"1"	"0"	"2"	"8"	"4"	"5"	"11"	"24"	"7"	"3"	"898"	"0"	"14"	"912"	"0"
"113"	"97"	"200"	"120"	"12"	"86"	"21"	"6"	"5"	"10"	"0"	"1"	"0"	"2"	"1"	"4"	"3"	"2"	"15"	"2"	"4"	"494"	"0"	"3"	"497"	"0"
"114"	"98"	"173"	"376"	"8"	"99"	"14"	"5"	"2"	"7"	"4"	"6"	"0"	"4"	"1"	"1"	"0"	"4"	"9"	"3"	"1"	"717"	"0"	"3"	"720"	"0"
"115"	"99"	"129"	"323"	"5"	"107"	"6"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"5"	"4"	"7"	"8"	"6"	"3"	"611"	"0"	"4"	"615"	"0"
"116"	"100"	"114"	"172"	"2"	"354"	"9"	"2"	"3"	"3"	"0"	"1"	"1"	"0"	"3"	"2"	"0"	"4"	"8"	"2"	"3"	"683"	"0"	"7"	"690"	"0"
"117"	"101"	"179"	"210"	"10"	"356"	"18"	"11"	"4"	"9"	"3"	"5"	"7"	"6"	"8"	"5"	"3"	"17"	"3"	"1"	"3"	"858"	"0"	"4"	"862"	"0"
"118"	"102"	"267"	"87"	"8"	"290"	"22"	"6"	"5"	"7"	"3"	"2"	"2"	"7"	"11"	"12"	"8"	"26"	"6"	"3"	"0"	"772"	"0"	"7"	"779"	"0"
"119"	"103"	"286"	"453"	"9"	"79"	"23"	"2"	"1"	"5"	"4"	"0"	"2"	"1"	"3"	"6"	"10"	"10"	"9"	"8"	"1"	"912"	"0"	"1"	"913"	"0"
"120"	"104"	"79"	"170"	"3"	"75"	"8"	"3"	"1"	"1"	"0"	"3"	"2"	"0"	"5"	"1"	"13"	"12"	"7"	"21"	"3"	"407"	"0"	"9"	"416"	"0"
"121"	"105"	"218"	"378"	"13"	"196"	"13"	"5"	"4"	"7"	"2"	"4"	"2"	"4"	"1"	"8"	"8"	"16"	"8"	"6"	"4"	"897"	"0"	"1"	"898"	"0"
"122"	"106"	"245"	"21"	"43"	"151"	"14"	"1"	"6"	"9"	"2"	"5"	"4"	"1"	"2"	"2"	"6"	"11"	"16"	"2"	"7"	"548"	"0"	"8"	"556"	"0"
"123"	"107"	"178"	"76"	"13"	"192"	"18"	"11"	"6"	"4"	"1"	"2"	"2"	"2"	"6"	"2"	"4"	"4"	"11"	"4"	"2"	"538"	"0"	"4"	"542"	"0"
"124"	"108"	"178"	"28"	"8"	"275"	"18"	"4"	"6"	"9"	"6"	"3"	"2"	"1"	"5"	"5"	"2"	"11"	"2"	"1"	"0"	"564"	"0"	"4"	"568"	"0"
"125"	"109"	"134"	"323"	"36"	"209"	"5"	"2"	"7"	"9"	"2"	"4"	"4"	"0"	"6"	"8"	"14"	"19"	"21"	"7"	"5"	"815"	"0"	"6"	"821"	"0"
"126"	"110"	"260"	"288"	"11"	"193"	"17"	"10"	"11"	"6"	"0"	"0"	"0"	"2"	"5"	"2"	"6"	"8"	"13"	"4"	"5"	"841"	"0"	"6"	"847"	"0"
"127"	"111"	"97"	"40"	"4"	"253"	"7"	"3"	"3"	"5"	"2"	"4"	"0"	"2"	"3"	"4"	"1"	"5"	"8"	"0"	"2"	"443"	"0"	"5"	"448"	"0"
"128"	"112"	"124"	"43"	"4"	"257"	"10"	"4"	"2"	"6"	"0"	"0"	"1"	"1"	"2"	"4"	"3"	"3"	"4"	"1"	"3"	"472"	"0"	"6"	"478"	"0"
"129"	"113"	"116"	"309"	"85"	"135"	"18"	"3"	"5"	"15"	"5"	"1"	"7"	"3"	"6"	"10"	"11"	"8"	"17"	"10"	"7"	"771"	"0"	"9"	"780"	"0"
"130"	"114"	"206"	"65"	"13"	"212"	"27"	"6"	"18"	"13"	"0"	"4"	"2"	"4"	"6"	"2"	"6"	"7"	"2"	"0"	"0"	"593"	"0"	"0"	"593"	"0"
"131"	"115"	"175"	"143"	"9"	"453"	"14"	"6"	"2"	"15"	"4"	"3"	"6"	"6"	"4"	"6"	"8"	"16"	"16"	"8"	"6"	"900"	"0"	"13"	"913"	"0"
"132"	"116"	"80"	"475"	"13"	"274"	"17"	"3"	"9"	"17"	"5"	"2"	"8"	"5"	"13"	"21"	"25"	"19"	"20"	"7"	"4"	"1017"	"0"	"9"	"1026"	"0"
