"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"19"	"7"	"138"	"61"	"11"	"460"	"16"	"5"	"4"	"10"	"3"	"4"	"3"	"5"	"14"	"13"	"5"	"20"	"12"	"1"	"3"	"788"	"0"	"27"	"815"	"0"
"20"	"8"	"31"	"143"	"2"	"86"	"5"	"2"	"1"	"2"	"1"	"1"	"2"	"0"	"1"	"2"	"6"	"5"	"0"	"0"	"1"	"291"	"0"	"0"	"291"	"0"
"21"	"9"	"40"	"149"	"14"	"545"	"9"	"3"	"4"	"14"	"2"	"3"	"0"	"3"	"5"	"7"	"4"	"4"	"2"	"3"	"4"	"815"	"0"	"6"	"821"	"0"
"22"	"10"	"25"	"23"	"6"	"349"	"6"	"2"	"1"	"12"	"1"	"0"	"2"	"3"	"10"	"5"	"5"	"3"	"2"	"0"	"0"	"455"	"0"	"4"	"459"	"0"
"23"	"11"	"16"	"230"	"8"	"204"	"9"	"0"	"2"	"0"	"1"	"3"	"1"	"1"	"3"	"7"	"4"	"7"	"1"	"5"	"3"	"505"	"0"	"5"	"510"	"0"
"24"	"12"	"84"	"338"	"5"	"147"	"14"	"3"	"4"	"11"	"3"	"5"	"3"	"1"	"2"	"6"	"4"	"9"	"7"	"2"	"2"	"650"	"0"	"0"	"650"	"0"
"25"	"13"	"38"	"77"	"9"	"336"	"8"	"5"	"3"	"15"	"5"	"0"	"7"	"2"	"0"	"4"	"3"	"3"	"3"	"0"	"1"	"519"	"0"	"1"	"520"	"0"
"26"	"14"	"93"	"65"	"3"	"448"	"19"	"0"	"2"	"22"	"2"	"1"	"0"	"0"	"1"	"4"	"2"	"5"	"4"	"2"	"2"	"675"	"0"	"2"	"677"	"0"
"27"	"15"	"57"	"174"	"11"	"615"	"16"	"3"	"5"	"24"	"3"	"4"	"6"	"6"	"8"	"7"	"8"	"4"	"15"	"3"	"3"	"972"	"0"	"6"	"978"	"0"
"28"	"16"	"57"	"187"	"16"	"608"	"15"	"6"	"4"	"21"	"6"	"3"	"7"	"6"	"20"	"16"	"11"	"14"	"12"	"5"	"3"	"1017"	"0"	"10"	"1027"	"0"
"29"	"17"	"55"	"170"	"15"	"324"	"13"	"3"	"3"	"15"	"2"	"2"	"0"	"8"	"5"	"3"	"9"	"8"	"11"	"5"	"5"	"656"	"0"	"7"	"663"	"0"
"30"	"18"	"80"	"84"	"9"	"513"	"11"	"3"	"1"	"5"	"1"	"0"	"1"	"1"	"3"	"4"	"0"	"2"	"1"	"1"	"0"	"720"	"0"	"2"	"722"	"0"
"31"	"19"	"69"	"375"	"11"	"200"	"7"	"9"	"3"	"10"	"4"	"2"	"2"	"6"	"3"	"8"	"11"	"8"	"10"	"3"	"5"	"746"	"0"	"5"	"751"	"0"
"32"	"20"	"53"	"520"	"14"	"228"	"4"	"0"	"3"	"7"	"7"	"4"	"2"	"1"	"5"	"7"	"8"	"3"	"19"	"12"	"4"	"901"	"0"	"3"	"904"	"0"
"33"	"21"	"37"	"486"	"7"	"21"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"4"	"5"	"2"	"7"	"6"	"0"	"581"	"0"	"2"	"583"	"0"
"34"	"22"	"60"	"489"	"4"	"65"	"5"	"2"	"2"	"7"	"1"	"2"	"1"	"2"	"5"	"8"	"11"	"3"	"5"	"2"	"2"	"676"	"0"	"2"	"678"	"0"
"35"	"23"	"91"	"495"	"7"	"240"	"12"	"6"	"3"	"2"	"2"	"1"	"0"	"4"	"0"	"3"	"5"	"4"	"6"	"1"	"7"	"889"	"0"	"8"	"897"	"0"
"36"	"24"	"48"	"206"	"4"	"333"	"4"	"0"	"0"	"4"	"0"	"0"	"1"	"1"	"5"	"5"	"3"	"2"	"13"	"6"	"0"	"635"	"0"	"3"	"638"	"0"
"37"	"25"	"82"	"394"	"7"	"250"	"8"	"0"	"2"	"1"	"1"	"1"	"3"	"4"	"0"	"1"	"3"	"3"	"2"	"2"	"4"	"768"	"0"	"2"	"770"	"0"
"38"	"26"	"42"	"379"	"21"	"322"	"9"	"1"	"2"	"5"	"1"	"2"	"1"	"2"	"5"	"2"	"4"	"2"	"3"	"0"	"0"	"803"	"0"	"1"	"804"	"0"
"39"	"27"	"29"	"463"	"8"	"70"	"2"	"0"	"4"	"6"	"1"	"0"	"2"	"0"	"1"	"0"	"8"	"3"	"2"	"1"	"1"	"601"	"0"	"0"	"601"	"0"
"40"	"28"	"146"	"147"	"12"	"458"	"29"	"3"	"10"	"25"	"9"	"9"	"4"	"5"	"8"	"8"	"9"	"10"	"9"	"1"	"2"	"904"	"0"	"2"	"906"	"0"
"41"	"29"	"125"	"253"	"18"	"482"	"23"	"9"	"7"	"22"	"4"	"4"	"8"	"15"	"15"	"13"	"15"	"20"	"22"	"8"	"6"	"1069"	"0"	"17"	"1086"	"0"
"42"	"30"	"100"	"299"	"3"	"79"	"15"	"2"	"3"	"4"	"1"	"3"	"2"	"0"	"1"	"4"	"4"	"3"	"0"	"3"	"0"	"526"	"0"	"2"	"528"	"0"
"43"	"30A"	"94"	"270"	"3"	"151"	"14"	"2"	"4"	"3"	"1"	"3"	"2"	"3"	"1"	"2"	"1"	"0"	"2"	"1"	"0"	"557"	"0"	"1"	"558"	"0"
"44"	"31"	"135"	"143"	"14"	"519"	"26"	"4"	"11"	"19"	"4"	"2"	"1"	"7"	"5"	"4"	"3"	"4"	"3"	"2"	"1"	"907"	"0"	"6"	"913"	"0"
"45"	"32"	"193"	"132"	"18"	"533"	"39"	"5"	"8"	"22"	"3"	"4"	"3"	"4"	"6"	"13"	"4"	"9"	"9"	"0"	"3"	"1008"	"0"	"3"	"1011"	"0"
"46"	"33"	"122"	"22"	"12"	"358"	"6"	"3"	"1"	"6"	"1"	"1"	"2"	"6"	"3"	"9"	"3"	"8"	"14"	"6"	"7"	"590"	"0"	"11"	"601"	"0"
"47"	"34"	"103"	"157"	"6"	"317"	"12"	"4"	"5"	"10"	"2"	"0"	"0"	"3"	"4"	"2"	"1"	"6"	"3"	"2"	"3"	"640"	"0"	"6"	"646"	"0"
"48"	"35"	"83"	"510"	"11"	"238"	"26"	"3"	"5"	"17"	"3"	"1"	"3"	"10"	"4"	"5"	"7"	"0"	"14"	"5"	"2"	"947"	"0"	"3"	"950"	"0"
"49"	"36"	"109"	"356"	"18"	"188"	"20"	"2"	"7"	"9"	"2"	"1"	"3"	"1"	"2"	"4"	"6"	"4"	"4"	"2"	"1"	"739"	"0"	"4"	"743"	"0"
"50"	"37"	"111"	"183"	"8"	"505"	"11"	"5"	"4"	"11"	"2"	"2"	"1"	"1"	"9"	"6"	"3"	"3"	"3"	"1"	"1"	"870"	"0"	"3"	"873"	"0"
"51"	"38"	"70"	"138"	"7"	"199"	"1"	"2"	"2"	"7"	"3"	"3"	"0"	"1"	"1"	"4"	"2"	"2"	"2"	"1"	"0"	"445"	"0"	"0"	"445"	"0"
"52"	"39"	"110"	"104"	"13"	"362"	"15"	"2"	"2"	"13"	"2"	"2"	"1"	"3"	"4"	"2"	"2"	"5"	"8"	"2"	"2"	"654"	"0"	"6"	"660"	"0"
"53"	"40"	"136"	"52"	"12"	"577"	"21"	"4"	"5"	"18"	"2"	"1"	"1"	"4"	"6"	"9"	"4"	"8"	"15"	"3"	"1"	"879"	"0"	"6"	"885"	"0"
"54"	"41"	"60"	"21"	"3"	"129"	"12"	"0"	"5"	"2"	"0"	"0"	"0"	"2"	"0"	"3"	"1"	"7"	"8"	"5"	"5"	"263"	"0"	"10"	"273"	"0"
"55"	"42"	"140"	"55"	"15"	"453"	"11"	"4"	"7"	"35"	"5"	"1"	"2"	"5"	"7"	"18"	"6"	"11"	"14"	"6"	"7"	"802"	"0"	"10"	"812"	"0"
"56"	"43"	"52"	"142"	"5"	"192"	"11"	"3"	"6"	"6"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"0"	"1"	"0"	"426"	"0"	"1"	"427"	"0"
"57"	"44"	"111"	"471"	"32"	"110"	"26"	"7"	"8"	"7"	"2"	"1"	"3"	"3"	"1"	"6"	"3"	"3"	"3"	"2"	"2"	"801"	"0"	"6"	"807"	"0"
"58"	"45"	"83"	"243"	"6"	"88"	"13"	"2"	"5"	"4"	"2"	"1"	"3"	"1"	"0"	"2"	"6"	"3"	"3"	"2"	"1"	"468"	"0"	"1"	"469"	"0"
"59"	"45A"	"113"	"66"	"3"	"222"	"16"	"4"	"4"	"11"	"4"	"3"	"2"	"2"	"5"	"3"	"1"	"6"	"6"	"1"	"0"	"472"	"0"	"2"	"474"	"0"
"60"	"46"	"47"	"289"	"20"	"33"	"5"	"1"	"0"	"3"	"0"	"2"	"0"	"4"	"0"	"1"	"4"	"6"	"15"	"5"	"2"	"437"	"0"	"3"	"440"	"0"
"61"	"47"	"181"	"96"	"39"	"469"	"38"	"9"	"15"	"30"	"6"	"3"	"4"	"7"	"8"	"9"	"6"	"17"	"8"	"0"	"1"	"946"	"0"	"4"	"950"	"0"
"62"	"48"	"56"	"321"	"10"	"158"	"6"	"4"	"1"	"11"	"0"	"3"	"3"	"6"	"1"	"5"	"6"	"3"	"6"	"3"	"2"	"605"	"0"	"0"	"605"	"0"
"63"	"49"	"72"	"376"	"10"	"203"	"15"	"0"	"2"	"14"	"0"	"0"	"1"	"8"	"0"	"4"	"3"	"7"	"3"	"1"	"0"	"719"	"0"	"1"	"720"	"0"
"64"	"50"	"116"	"25"	"6"	"347"	"11"	"3"	"2"	"3"	"1"	"0"	"1"	"1"	"2"	"5"	"1"	"1"	"3"	"0"	"2"	"530"	"0"	"4"	"534"	"0"
"65"	"51"	"160"	"142"	"6"	"325"	"19"	"8"	"4"	"7"	"0"	"0"	"2"	"3"	"7"	"1"	"3"	"10"	"5"	"3"	"2"	"707"	"0"	"5"	"712"	"0"
"66"	"52"	"42"	"147"	"2"	"251"	"6"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"10"	"0"	"1"	"473"	"0"	"1"	"474"	"0"
"67"	"53"	"64"	"307"	"27"	"398"	"25"	"6"	"7"	"20"	"4"	"2"	"5"	"13"	"9"	"7"	"8"	"11"	"12"	"4"	"10"	"939"	"0"	"8"	"947"	"0"
"68"	"54"	"194"	"220"	"3"	"294"	"25"	"2"	"9"	"10"	"3"	"1"	"0"	"3"	"8"	"7"	"8"	"8"	"13"	"8"	"5"	"821"	"0"	"9"	"830"	"0"
"69"	"55"	"59"	"36"	"8"	"161"	"10"	"1"	"5"	"6"	"2"	"1"	"3"	"2"	"2"	"5"	"0"	"6"	"7"	"0"	"1"	"315"	"0"	"3"	"318"	"0"
"70"	"56"	"73"	"139"	"4"	"250"	"15"	"5"	"5"	"6"	"2"	"2"	"2"	"43"	"4"	"6"	"3"	"8"	"5"	"4"	"2"	"578"	"0"	"6"	"584"	"0"
"71"	"57"	"164"	"128"	"7"	"275"	"21"	"3"	"7"	"15"	"0"	"5"	"1"	"3"	"3"	"4"	"5"	"5"	"8"	"4"	"0"	"658"	"0"	"0"	"658"	"0"
"72"	"58"	"74"	"227"	"6"	"178"	"11"	"0"	"5"	"8"	"2"	"1"	"0"	"1"	"6"	"5"	"10"	"5"	"12"	"1"	"1"	"553"	"0"	"4"	"557"	"0"
"73"	"59"	"172"	"94"	"20"	"230"	"20"	"4"	"7"	"19"	"2"	"1"	"3"	"5"	"8"	"19"	"4"	"18"	"20"	"15"	"6"	"667"	"0"	"10"	"677"	"0"
"74"	"60"	"108"	"335"	"19"	"393"	"23"	"8"	"4"	"13"	"5"	"1"	"3"	"4"	"6"	"3"	"3"	"9"	"2"	"1"	"2"	"942"	"0"	"5"	"947"	"0"
"75"	"61"	"16"	"388"	"5"	"317"	"10"	"3"	"2"	"8"	"0"	"0"	"4"	"0"	"3"	"9"	"2"	"5"	"0"	"0"	"0"	"772"	"0"	"2"	"774"	"0"
"76"	"62"	"80"	"286"	"5"	"112"	"77"	"12"	"5"	"3"	"0"	"2"	"3"	"4"	"1"	"5"	"4"	"3"	"3"	"3"	"2"	"610"	"0"	"2"	"612"	"0"
"77"	"63"	"89"	"148"	"3"	"63"	"99"	"3"	"10"	"7"	"1"	"3"	"0"	"2"	"0"	"6"	"5"	"7"	"0"	"1"	"0"	"447"	"0"	"5"	"452"	"0"
"78"	"64"	"86"	"432"	"18"	"102"	"63"	"3"	"7"	"2"	"3"	"1"	"3"	"1"	"3"	"3"	"8"	"3"	"4"	"2"	"0"	"744"	"0"	"0"	"744"	"0"
"79"	"65"	"79"	"177"	"11"	"352"	"44"	"7"	"7"	"7"	"3"	"3"	"13"	"5"	"9"	"17"	"9"	"9"	"11"	"3"	"7"	"773"	"0"	"7"	"780"	"0"
"80"	"66"	"127"	"169"	"6"	"328"	"15"	"1"	"5"	"5"	"2"	"0"	"1"	"2"	"3"	"6"	"1"	"1"	"3"	"2"	"1"	"678"	"0"	"3"	"681"	"0"
"81"	"67"	"218"	"76"	"19"	"506"	"26"	"2"	"5"	"31"	"0"	"3"	"4"	"5"	"7"	"10"	"5"	"13"	"10"	"1"	"2"	"943"	"0"	"9"	"952"	"0"
"82"	"68"	"189"	"258"	"38"	"207"	"27"	"7"	"5"	"13"	"3"	"2"	"1"	"5"	"3"	"6"	"6"	"8"	"4"	"2"	"1"	"785"	"0"	"3"	"788"	"0"
"83"	"69"	"59"	"330"	"18"	"327"	"14"	"1"	"5"	"10"	"3"	"2"	"2"	"2"	"9"	"8"	"7"	"11"	"7"	"3"	"2"	"820"	"0"	"2"	"822"	"0"
"84"	"70"	"148"	"9"	"2"	"208"	"8"	"3"	"2"	"6"	"0"	"1"	"0"	"2"	"0"	"1"	"3"	"2"	"8"	"0"	"1"	"404"	"0"	"1"	"405"	"0"
"85"	"71"	"37"	"69"	"7"	"405"	"12"	"2"	"1"	"11"	"0"	"0"	"2"	"5"	"5"	"3"	"1"	"3"	"5"	"0"	"2"	"570"	"0"	"8"	"578"	"0"
"86"	"72"	"129"	"69"	"15"	"434"	"28"	"5"	"3"	"9"	"0"	"0"	"2"	"5"	"5"	"7"	"3"	"18"	"21"	"11"	"3"	"767"	"0"	"9"	"776"	"0"
"87"	"73"	"141"	"366"	"7"	"217"	"11"	"4"	"9"	"7"	"2"	"1"	"2"	"2"	"3"	"4"	"5"	"4"	"4"	"1"	"1"	"791"	"0"	"0"	"791"	"0"
"88"	"74"	"81"	"127"	"8"	"141"	"15"	"4"	"7"	"7"	"1"	"2"	"4"	"4"	"14"	"3"	"8"	"7"	"4"	"4"	"1"	"442"	"0"	"0"	"442"	"0"
"89"	"75"	"113"	"72"	"4"	"215"	"17"	"5"	"7"	"8"	"0"	"2"	"5"	"0"	"6"	"3"	"3"	"3"	"3"	"2"	"3"	"471"	"0"	"3"	"474"	"0"
"90"	"76"	"112"	"230"	"7"	"165"	"12"	"2"	"3"	"5"	"0"	"2"	"4"	"2"	"3"	"6"	"6"	"7"	"6"	"5"	"3"	"580"	"0"	"5"	"585"	"0"
"91"	"77"	"144"	"108"	"15"	"264"	"19"	"7"	"6"	"27"	"2"	"2"	"0"	"1"	"29"	"3"	"2"	"5"	"2"	"3"	"1"	"640"	"0"	"0"	"640"	"0"
"92"	"77A"	"216"	"18"	"2"	"119"	"4"	"2"	"3"	"8"	"1"	"0"	"2"	"5"	"10"	"6"	"7"	"18"	"5"	"0"	"1"	"427"	"0"	"1"	"428"	"0"
"93"	"78"	"104"	"252"	"0"	"283"	"10"	"3"	"4"	"5"	"1"	"0"	"0"	"3"	"4"	"13"	"10"	"12"	"29"	"16"	"3"	"752"	"0"	"18"	"770"	"0"
"94"	"79"	"57"	"132"	"1"	"184"	"3"	"0"	"0"	"2"	"1"	"0"	"2"	"3"	"3"	"4"	"5"	"5"	"5"	"1"	"4"	"412"	"0"	"1"	"413"	"0"
"95"	"80"	"27"	"73"	"5"	"447"	"14"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"4"	"7"	"2"	"2"	"4"	"0"	"3"	"600"	"0"	"4"	"604"	"0"
"96"	"81"	"75"	"216"	"2"	"153"	"8"	"2"	"5"	"3"	"1"	"0"	"1"	"0"	"1"	"6"	"3"	"6"	"3"	"3"	"1"	"489"	"0"	"2"	"491"	"0"
"97"	"82"	"103"	"273"	"11"	"434"	"17"	"5"	"3"	"12"	"4"	"1"	"4"	"4"	"7"	"9"	"6"	"6"	"3"	"3"	"3"	"908"	"0"	"0"	"908"	"0"
"98"	"83"	"186"	"147"	"5"	"159"	"20"	"10"	"1"	"9"	"3"	"3"	"1"	"2"	"0"	"5"	"2"	"3"	"11"	"3"	"3"	"573"	"0"	"2"	"575"	"0"
"99"	"84"	"152"	"135"	"4"	"218"	"16"	"4"	"10"	"8"	"2"	"4"	"5"	"5"	"11"	"4"	"7"	"10"	"25"	"1"	"6"	"627"	"0"	"9"	"636"	"0"
"100"	"85"	"308"	"94"	"2"	"204"	"4"	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"6"	"11"	"6"	"1"	"645"	"0"	"1"	"646"	"0"
"101"	"86"	"68"	"180"	"12"	"282"	"11"	"4"	"2"	"12"	"3"	"2"	"0"	"2"	"7"	"1"	"1"	"10"	"2"	"0"	"2"	"601"	"0"	"1"	"602"	"0"
"102"	"87"	"19"	"479"	"2"	"64"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"4"	"1"	"0"	"1"	"0"	"578"	"0"	"0"	"578"	"0"
"103"	"88"	"55"	"479"	"12"	"118"	"7"	"3"	"3"	"4"	"0"	"2"	"1"	"2"	"4"	"6"	"19"	"5"	"7"	"12"	"2"	"741"	"0"	"2"	"743"	"0"
"104"	"89"	"119"	"225"	"8"	"110"	"97"	"6"	"15"	"6"	"4"	"7"	"2"	"4"	"1"	"6"	"5"	"3"	"6"	"4"	"0"	"628"	"0"	"1"	"629"	"0"
"105"	"90"	"119"	"303"	"14"	"168"	"85"	"7"	"9"	"7"	"3"	"3"	"1"	"6"	"4"	"7"	"4"	"2"	"5"	"1"	"0"	"748"	"0"	"0"	"748"	"0"
"106"	"91"	"149"	"200"	"9"	"34"	"45"	"2"	"3"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"2"	"1"	"455"	"0"	"1"	"456"	"0"
"107"	"92"	"119"	"344"	"10"	"48"	"7"	"1"	"2"	"3"	"1"	"2"	"2"	"0"	"6"	"2"	"5"	"7"	"4"	"2"	"3"	"568"	"0"	"3"	"571"	"0"
"108"	"93"	"53"	"437"	"27"	"138"	"11"	"1"	"7"	"6"	"2"	"3"	"0"	"1"	"3"	"5"	"2"	"6"	"3"	"1"	"1"	"707"	"0"	"1"	"708"	"0"
"109"	"94"	"205"	"358"	"16"	"203"	"9"	"7"	"4"	"17"	"3"	"5"	"7"	"6"	"13"	"10"	"8"	"11"	"16"	"9"	"5"	"912"	"0"	"2"	"914"	"0"
"110"	"95"	"125"	"310"	"15"	"65"	"7"	"3"	"3"	"3"	"1"	"0"	"1"	"1"	"7"	"5"	"8"	"12"	"4"	"6"	"2"	"578"	"0"	"3"	"581"	"0"
"111"	"96"	"9"	"139"	"6"	"163"	"9"	"0"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"0"	"1"	"347"	"0"	"1"	"348"	"0"
"112"	"97"	"57"	"294"	"7"	"153"	"7"	"2"	"2"	"8"	"0"	"0"	"3"	"0"	"1"	"4"	"4"	"1"	"6"	"1"	"2"	"552"	"0"	"0"	"552"	"0"
"113"	"98"	"52"	"307"	"16"	"154"	"12"	"0"	"1"	"8"	"4"	"1"	"2"	"2"	"2"	"2"	"5"	"2"	"4"	"1"	"1"	"576"	"0"	"0"	"576"	"0"
"114"	"99"	"159"	"304"	"23"	"351"	"23"	"4"	"2"	"19"	"3"	"0"	"1"	"3"	"3"	"7"	"1"	"5"	"2"	"1"	"1"	"912"	"0"	"6"	"918"	"0"
"115"	"100"	"141"	"380"	"24"	"259"	"11"	"5"	"8"	"23"	"3"	"2"	"1"	"2"	"2"	"8"	"6"	"4"	"8"	"3"	"2"	"892"	"0"	"2"	"894"	"0"
"116"	"101"	"337"	"222"	"11"	"231"	"38"	"7"	"15"	"8"	"4"	"2"	"1"	"1"	"2"	"5"	"10"	"9"	"3"	"1"	"1"	"908"	"0"	"1"	"909"	"0"
"117"	"102"	"80"	"269"	"17"	"102"	"17"	"3"	"2"	"4"	"0"	"1"	"0"	"1"	"1"	"2"	"5"	"3"	"1"	"0"	"1"	"509"	"0"	"3"	"512"	"0"
"118"	"103"	"332"	"46"	"7"	"131"	"17"	"8"	"2"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"17"	"2"	"2"	"1"	"572"	"0"	"1"	"573"	"0"
"119"	"104"	"414"	"59"	"4"	"179"	"20"	"5"	"8"	"5"	"1"	"1"	"0"	"5"	"0"	"7"	"0"	"14"	"10"	"1"	"0"	"733"	"0"	"2"	"735"	"0"
"120"	"105"	"174"	"461"	"37"	"274"	"23"	"12"	"11"	"4"	"4"	"3"	"3"	"8"	"10"	"6"	"6"	"6"	"6"	"1"	"3"	"1052"	"0"	"1"	"1053"	"0"
"121"	"106"	"75"	"125"	"12"	"480"	"19"	"6"	"9"	"8"	"1"	"2"	"1"	"1"	"5"	"2"	"5"	"3"	"2"	"0"	"0"	"756"	"0"	"3"	"759"	"0"
"122"	"107"	"71"	"255"	"13"	"377"	"12"	"0"	"3"	"15"	"2"	"2"	"1"	"2"	"6"	"7"	"8"	"3"	"9"	"9"	"7"	"802"	"0"	"8"	"810"	"0"
"123"	"108"	"57"	"333"	"14"	"242"	"12"	"4"	"2"	"11"	"2"	"1"	"2"	"1"	"8"	"3"	"7"	"7"	"15"	"2"	"6"	"729"	"0"	"2"	"731"	"0"
"124"	"109"	"39"	"25"	"66"	"436"	"7"	"1"	"0"	"6"	"1"	"0"	"0"	"3"	"2"	"4"	"2"	"1"	"4"	"1"	"1"	"599"	"0"	"6"	"605"	"0"
"125"	"109A"	"26"	"39"	"32"	"385"	"5"	"2"	"2"	"6"	"2"	"0"	"2"	"2"	"3"	"2"	"0"	"1"	"5"	"0"	"0"	"514"	"0"	"3"	"517"	"0"
"126"	"110"	"179"	"224"	"8"	"367"	"21"	"4"	"10"	"6"	"5"	"2"	"2"	"2"	"3"	"4"	"2"	"13"	"13"	"6"	"4"	"875"	"0"	"3"	"878"	"0"
"127"	"111"	"31"	"289"	"48"	"127"	"3"	"1"	"0"	"6"	"1"	"1"	"1"	"2"	"0"	"3"	"1"	"3"	"6"	"3"	"1"	"527"	"0"	"3"	"530"	"0"
"128"	"112"	"48"	"36"	"14"	"510"	"15"	"3"	"5"	"15"	"3"	"4"	"5"	"4"	"2"	"4"	"2"	"5"	"5"	"1"	"3"	"684"	"0"	"4"	"688"	"0"
"129"	"113"	"139"	"269"	"84"	"87"	"20"	"2"	"6"	"5"	"3"	"2"	"5"	"5"	"1"	"2"	"3"	"7"	"7"	"1"	"0"	"648"	"0"	"4"	"652"	"0"
"130"	"114"	"85"	"163"	"12"	"302"	"21"	"2"	"3"	"17"	"6"	"0"	"2"	"1"	"4"	"5"	"6"	"3"	"9"	"2"	"5"	"648"	"0"	"2"	"650"	"0"
"131"	"115"	"118"	"491"	"12"	"232"	"48"	"7"	"16"	"9"	"3"	"4"	"5"	"10"	"11"	"7"	"11"	"11"	"6"	"1"	"1"	"1003"	"0"	"1"	"1004"	"0"
"132"	"116"	"50"	"353"	"10"	"211"	"10"	"4"	"3"	"5"	"0"	"4"	"0"	"3"	"9"	"12"	"11"	"15"	"10"	"4"	"3"	"717"	"0"	"4"	"721"	"0"
