"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"17"	"5"	"3"	"109"	"4"	"27"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"1"	"4"	"0"	"0"	"0"	"2"	"162"	"0"	"0"	"162"	"0"
"18"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"19"	"7"	"15"	"22"	"29"	"61"	"2"	"3"	"1"	"1"	"2"	"0"	"5"	"1"	"2"	"0"	"6"	"6"	"0"	"0"	"0"	"2"	"2"	"1"	"161"	"0"	"1"	"162"	"0"
"20"	"8"	"13"	"75"	"14"	"176"	"2"	"1"	"0"	"7"	"1"	"0"	"3"	"6"	"5"	"2"	"6"	"3"	"1"	"1"	"3"	"1"	"0"	"0"	"320"	"0"	"0"	"320"	"0"
"21"	"9"	"98"	"63"	"1"	"49"	"2"	"1"	"1"	"4"	"2"	"1"	"1"	"1"	"1"	"2"	"3"	"4"	"2"	"1"	"0"	"1"	"0"	"0"	"238"	"0"	"1"	"239"	"0"
"22"	"10"	"89"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"108"	"0"	"3"	"111"	"0"
"23"	"11"	"121"	"219"	"13"	"94"	"6"	"8"	"4"	"8"	"0"	"2"	"4"	"0"	"0"	"4"	"1"	"10"	"6"	"19"	"1"	"1"	"2"	"2"	"525"	"0"	"3"	"528"	"0"
"24"	"12"	"124"	"172"	"4"	"88"	"4"	"0"	"5"	"18"	"0"	"5"	"0"	"2"	"12"	"2"	"34"	"6"	"9"	"4"	"0"	"3"	"2"	"1"	"495"	"0"	"4"	"499"	"0"
"25"	"13"	"183"	"24"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"7"	"7"	"4"	"0"	"0"	"0"	"0"	"1"	"233"	"0"	"0"	"233"	"0"
"26"	"14"	"5"	"270"	"17"	"38"	"2"	"5"	"0"	"23"	"1"	"1"	"2"	"4"	"4"	"3"	"8"	"13"	"12"	"13"	"3"	"1"	"1"	"0"	"426"	"0"	"12"	"438"	"0"
"27"	"15"	"117"	"250"	"1"	"46"	"2"	"1"	"1"	"10"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"6"	"5"	"1"	"4"	"0"	"0"	"3"	"454"	"0"	"3"	"457"	"0"
"28"	"16"	"201"	"64"	"14"	"45"	"0"	"2"	"0"	"2"	"1"	"1"	"3"	"0"	"1"	"0"	"3"	"2"	"12"	"4"	"1"	"2"	"0"	"6"	"364"	"0"	"0"	"364"	"0"
"29"	"17"	"45"	"171"	"2"	"50"	"0"	"0"	"2"	"4"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"0"	"0"	"280"	"0"
"30"	"18"	"46"	"167"	"0"	"72"	"1"	"3"	"0"	"6"	"1"	"0"	"0"	"1"	"1"	"1"	"8"	"9"	"2"	"4"	"0"	"1"	"0"	"0"	"323"	"0"	"3"	"326"	"0"
"31"	"19"	"89"	"167"	"4"	"359"	"10"	"3"	"0"	"4"	"1"	"2"	"5"	"3"	"11"	"2"	"10"	"10"	"5"	"1"	"3"	"0"	"0"	"0"	"689"	"0"	"1"	"690"	"0"
"32"	"20"	"28"	"217"	"8"	"278"	"7"	"9"	"1"	"28"	"2"	"1"	"2"	"0"	"6"	"3"	"4"	"4"	"7"	"21"	"4"	"23"	"4"	"6"	"663"	"0"	"6"	"669"	"0"
"33"	"21"	"59"	"152"	"75"	"26"	"4"	"0"	"2"	"23"	"1"	"1"	"0"	"1"	"0"	"2"	"8"	"3"	"7"	"4"	"4"	"2"	"0"	"1"	"375"	"0"	"4"	"379"	"0"
"34"	"22"	"3"	"283"	"1"	"76"	"4"	"0"	"0"	"20"	"1"	"0"	"2"	"3"	"2"	"3"	"1"	"4"	"2"	"6"	"1"	"2"	"2"	"2"	"418"	"0"	"1"	"419"	"0"
"35"	"23"	"71"	"143"	"1"	"120"	"1"	"0"	"2"	"4"	"1"	"2"	"0"	"2"	"11"	"3"	"30"	"10"	"6"	"2"	"1"	"10"	"3"	"1"	"424"	"0"	"4"	"428"	"0"
"36"	"24"	"344"	"13"	"0"	"41"	"2"	"2"	"1"	"19"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"6"	"7"	"2"	"0"	"0"	"0"	"1"	"444"	"0"	"0"	"444"	"0"
"37"	"25"	"46"	"208"	"19"	"54"	"5"	"4"	"0"	"11"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"10"	"5"	"4"	"3"	"3"	"1"	"3"	"387"	"0"	"8"	"395"	"0"
"38"	"26"	"27"	"202"	"10"	"50"	"2"	"0"	"3"	"27"	"0"	"0"	"1"	"1"	"1"	"0"	"9"	"3"	"3"	"2"	"0"	"1"	"0"	"3"	"345"	"0"	"1"	"346"	"0"
"39"	"27"	"294"	"172"	"80"	"107"	"6"	"12"	"2"	"9"	"3"	"2"	"2"	"3"	"5"	"4"	"3"	"8"	"9"	"2"	"1"	"0"	"2"	"2"	"728"	"0"	"4"	"732"	"0"
"40"	"28"	"240"	"78"	"4"	"153"	"1"	"3"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"6"	"4"	"10"	"5"	"0"	"2"	"0"	"1"	"512"	"0"	"7"	"519"	"0"
"41"	"29"	"57"	"74"	"3"	"215"	"3"	"3"	"1"	"3"	"3"	"0"	"3"	"1"	"2"	"3"	"1"	"5"	"2"	"0"	"1"	"0"	"1"	"0"	"381"	"0"	"3"	"384"	"0"
"42"	"30"	"104"	"200"	"6"	"273"	"5"	"4"	"2"	"7"	"3"	"3"	"2"	"7"	"10"	"4"	"8"	"10"	"1"	"0"	"2"	"0"	"1"	"2"	"654"	"0"	"5"	"659"	"0"
"43"	"31"	"142"	"110"	"8"	"315"	"13"	"4"	"6"	"4"	"3"	"3"	"5"	"7"	"10"	"6"	"7"	"13"	"7"	"12"	"4"	"3"	"11"	"5"	"698"	"0"	"7"	"705"	"0"
"44"	"32"	"244"	"61"	"6"	"106"	"2"	"7"	"2"	"3"	"4"	"0"	"2"	"0"	"6"	"3"	"7"	"15"	"6"	"3"	"2"	"1"	"0"	"2"	"482"	"0"	"2"	"484"	"0"
"45"	"33"	"18"	"91"	"4"	"347"	"8"	"1"	"0"	"3"	"1"	"0"	"3"	"3"	"13"	"4"	"6"	"4"	"9"	"8"	"4"	"17"	"4"	"16"	"564"	"0"	"4"	"568"	"0"
"46"	"34"	"43"	"163"	"3"	"53"	"3"	"2"	"2"	"31"	"2"	"1"	"2"	"1"	"4"	"2"	"25"	"4"	"1"	"7"	"1"	"0"	"1"	"2"	"353"	"0"	"2"	"355"	"0"
"47"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"48"	"36"	"96"	"128"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"227"	"0"	"1"	"228"	"0"
"49"	"37"	"53"	"206"	"33"	"79"	"4"	"1"	"0"	"12"	"1"	"0"	"1"	"0"	"2"	"2"	"3"	"5"	"1"	"3"	"0"	"2"	"1"	"1"	"410"	"0"	"0"	"410"	"0"
"50"	"38"	"2"	"256"	"2"	"57"	"4"	"1"	"1"	"18"	"0"	"1"	"1"	"1"	"0"	"1"	"3"	"7"	"1"	"4"	"0"	"1"	"0"	"0"	"361"	"0"	"0"	"361"	"0"
"51"	"39"	"10"	"296"	"3"	"166"	"9"	"0"	"0"	"7"	"2"	"0"	"1"	"4"	"9"	"1"	"10"	"8"	"6"	"6"	"2"	"8"	"1"	"1"	"550"	"0"	"5"	"555"	"0"
"52"	"40"	"74"	"397"	"10"	"61"	"5"	"5"	"2"	"12"	"0"	"1"	"2"	"3"	"5"	"1"	"21"	"8"	"1"	"13"	"2"	"3"	"2"	"2"	"630"	"0"	"5"	"635"	"0"
"53"	"41"	"9"	"272"	"0"	"41"	"0"	"0"	"1"	"18"	"0"	"1"	"1"	"0"	"1"	"1"	"7"	"4"	"1"	"1"	"4"	"1"	"0"	"0"	"363"	"0"	"2"	"365"	"0"
"54"	"42"	"21"	"154"	"5"	"266"	"3"	"5"	"1"	"1"	"2"	"1"	"6"	"0"	"23"	"6"	"3"	"5"	"1"	"4"	"0"	"12"	"1"	"1"	"521"	"0"	"5"	"526"	"0"
"55"	"43"	"65"	"265"	"18"	"128"	"2"	"3"	"1"	"14"	"3"	"0"	"1"	"4"	"8"	"3"	"32"	"8"	"1"	"5"	"1"	"3"	"1"	"2"	"568"	"0"	"1"	"569"	"0"
"56"	"44"	"113"	"167"	"2"	"146"	"3"	"1"	"3"	"22"	"2"	"1"	"3"	"4"	"5"	"7"	"8"	"6"	"12"	"13"	"1"	"6"	"2"	"4"	"531"	"0"	"14"	"545"	"0"
"57"	"45"	"46"	"192"	"18"	"37"	"1"	"0"	"1"	"6"	"0"	"2"	"1"	"1"	"5"	"2"	"38"	"11"	"0"	"0"	"1"	"0"	"0"	"0"	"362"	"0"	"2"	"364"	"0"
"58"	"46"	"88"	"145"	"0"	"39"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"0"	"1"	"282"	"0"
"59"	"47"	"38"	"89"	"2"	"91"	"0"	"1"	"0"	"6"	"0"	"1"	"0"	"0"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"236"	"0"	"2"	"238"	"0"
"60"	"48"	"24"	"108"	"3"	"84"	"1"	"5"	"0"	"1"	"3"	"2"	"2"	"1"	"2"	"5"	"3"	"6"	"3"	"4"	"2"	"1"	"0"	"0"	"260"	"0"	"1"	"261"	"0"
"61"	"49"	"7"	"153"	"3"	"111"	"1"	"3"	"1"	"22"	"2"	"0"	"3"	"2"	"3"	"4"	"5"	"5"	"0"	"2"	"0"	"1"	"1"	"0"	"329"	"0"	"1"	"330"	"0"
"62"	"50"	"14"	"191"	"7"	"333"	"5"	"2"	"2"	"6"	"0"	"0"	"2"	"0"	"11"	"5"	"3"	"12"	"3"	"3"	"0"	"4"	"2"	"0"	"605"	"0"	"1"	"606"	"0"
"63"	"51"	"13"	"154"	"56"	"67"	"5"	"1"	"0"	"23"	"0"	"0"	"0"	"0"	"6"	"2"	"10"	"4"	"0"	"7"	"0"	"3"	"0"	"1"	"352"	"0"	"1"	"353"	"0"
"64"	"52"	"25"	"202"	"11"	"123"	"6"	"4"	"0"	"19"	"1"	"1"	"4"	"3"	"12"	"8"	"37"	"8"	"7"	"11"	"3"	"6"	"6"	"2"	"499"	"0"	"11"	"510"	"0"
"65"	"53"	"129"	"14"	"2"	"104"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"2"	"1"	"1"	"1"	"1"	"4"	"2"	"0"	"268"	"0"	"0"	"268"	"0"
"66"	"54"	"24"	"169"	"2"	"227"	"8"	"2"	"0"	"12"	"0"	"0"	"1"	"2"	"3"	"4"	"4"	"6"	"2"	"2"	"1"	"4"	"0"	"1"	"474"	"0"	"1"	"475"	"0"
"67"	"55"	"105"	"132"	"1"	"36"	"3"	"2"	"0"	"19"	"2"	"1"	"1"	"1"	"4"	"3"	"28"	"5"	"2"	"1"	"2"	"1"	"0"	"0"	"349"	"0"	"1"	"350"	"0"
"68"	"56"	"31"	"319"	"4"	"35"	"2"	"0"	"0"	"24"	"1"	"3"	"2"	"1"	"2"	"7"	"10"	"15"	"8"	"6"	"0"	"0"	"1"	"5"	"476"	"0"	"6"	"482"	"0"
"69"	"57"	"68"	"295"	"13"	"106"	"6"	"1"	"3"	"53"	"3"	"1"	"4"	"2"	"5"	"5"	"10"	"11"	"5"	"5"	"0"	"5"	"2"	"0"	"603"	"0"	"4"	"607"	"0"
"70"	"58"	"5"	"318"	"1"	"67"	"1"	"1"	"0"	"20"	"1"	"1"	"0"	"1"	"1"	"0"	"5"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"429"	"0"	"1"	"430"	"0"
"71"	"59"	"54"	"100"	"1"	"94"	"6"	"0"	"2"	"7"	"5"	"1"	"5"	"3"	"6"	"0"	"7"	"5"	"2"	"2"	"1"	"2"	"3"	"0"	"306"	"0"	"1"	"307"	"0"
"72"	"60"	"15"	"422"	"8"	"103"	"4"	"4"	"3"	"16"	"3"	"1"	"2"	"5"	"4"	"3"	"17"	"5"	"4"	"18"	"6"	"6"	"0"	"2"	"651"	"0"	"6"	"657"	"0"
"73"	"61"	"20"	"195"	"11"	"61"	"5"	"3"	"1"	"26"	"2"	"1"	"7"	"2"	"8"	"6"	"57"	"9"	"5"	"4"	"3"	"0"	"1"	"2"	"429"	"0"	"3"	"432"	"0"
"74"	"61A"	"23"	"133"	"6"	"63"	"2"	"3"	"1"	"6"	"2"	"4"	"3"	"2"	"6"	"9"	"60"	"17"	"2"	"4"	"3"	"3"	"1"	"0"	"353"	"0"	"3"	"356"	"0"
"75"	"62"	"35"	"251"	"4"	"58"	"2"	"3"	"0"	"23"	"0"	"0"	"2"	"1"	"4"	"4"	"4"	"3"	"2"	"2"	"3"	"1"	"0"	"0"	"402"	"0"	"4"	"406"	"0"
"76"	"63"	"412"	"125"	"15"	"30"	"3"	"1"	"2"	"1"	"1"	"1"	"3"	"0"	"3"	"3"	"8"	"6"	"3"	"3"	"0"	"0"	"2"	"1"	"623"	"0"	"4"	"627"	"0"
"77"	"64"	"18"	"263"	"5"	"117"	"4"	"5"	"1"	"103"	"3"	"1"	"2"	"1"	"3"	"1"	"7"	"8"	"3"	"10"	"2"	"4"	"1"	"2"	"564"	"0"	"7"	"571"	"0"
"78"	"65"	"50"	"158"	"3"	"93"	"3"	"1"	"0"	"70"	"1"	"2"	"2"	"1"	"6"	"5"	"4"	"9"	"1"	"3"	"0"	"1"	"1"	"0"	"414"	"0"	"4"	"418"	"0"
"79"	"66"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"6"	"0"
"80"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"81"	"68"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"82"	"69"	"4"	"295"	"2"	"72"	"2"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"5"	"1"	"1"	"3"	"1"	"2"	"0"	"1"	"1"	"0"	"398"	"0"	"0"	"398"	"0"
"83"	"70"	"20"	"188"	"6"	"97"	"5"	"1"	"1"	"54"	"1"	"2"	"3"	"1"	"6"	"4"	"53"	"4"	"5"	"4"	"2"	"7"	"3"	"1"	"468"	"0"	"8"	"476"	"0"
"84"	"71"	"16"	"239"	"3"	"99"	"7"	"4"	"0"	"64"	"3"	"1"	"1"	"1"	"2"	"7"	"8"	"7"	"4"	"6"	"2"	"2"	"2"	"0"	"478"	"0"	"4"	"482"	"0"
"85"	"72"	"3"	"272"	"3"	"15"	"2"	"1"	"0"	"34"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"3"	"2"	"5"	"0"	"2"	"0"	"0"	"349"	"0"	"0"	"349"	"0"
"86"	"73"	"21"	"186"	"38"	"165"	"9"	"2"	"0"	"37"	"1"	"3"	"5"	"5"	"13"	"6"	"15"	"14"	"0"	"3"	"3"	"0"	"2"	"1"	"529"	"0"	"4"	"533"	"0"
"87"	"74"	"53"	"259"	"9"	"65"	"3"	"2"	"1"	"57"	"2"	"1"	"6"	"1"	"4"	"4"	"8"	"4"	"4"	"6"	"2"	"3"	"1"	"2"	"497"	"0"	"1"	"498"	"0"
"88"	"75"	"23"	"93"	"45"	"279"	"5"	"1"	"0"	"34"	"1"	"1"	"3"	"1"	"6"	"5"	"15"	"11"	"3"	"5"	"5"	"1"	"1"	"1"	"539"	"0"	"3"	"542"	"0"
"89"	"76"	"23"	"162"	"4"	"223"	"5"	"4"	"0"	"5"	"0"	"3"	"5"	"4"	"18"	"6"	"7"	"7"	"7"	"2"	"1"	"8"	"5"	"0"	"499"	"0"	"4"	"503"	"0"
"90"	"77"	"254"	"19"	"3"	"100"	"2"	"0"	"1"	"10"	"2"	"1"	"0"	"2"	"4"	"1"	"2"	"5"	"5"	"2"	"1"	"3"	"0"	"1"	"418"	"0"	"1"	"419"	"0"
"91"	"78"	"34"	"270"	"2"	"73"	"2"	"0"	"3"	"4"	"1"	"1"	"4"	"1"	"4"	"4"	"5"	"4"	"1"	"2"	"0"	"1"	"0"	"1"	"417"	"0"	"3"	"420"	"0"
"92"	"79"	"87"	"162"	"4"	"98"	"2"	"9"	"1"	"4"	"4"	"1"	"5"	"2"	"5"	"6"	"8"	"9"	"3"	"1"	"0"	"0"	"0"	"0"	"411"	"0"	"1"	"412"	"0"
"93"	"80"	"14"	"80"	"1"	"207"	"6"	"1"	"0"	"4"	"0"	"1"	"5"	"1"	"6"	"1"	"1"	"0"	"0"	"5"	"0"	"5"	"2"	"0"	"340"	"0"	"1"	"341"	"0"
"94"	"81"	"6"	"121"	"6"	"206"	"5"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"4"	"2"	"1"	"6"	"0"	"2"	"1"	"0"	"0"	"0"	"364"	"0"	"2"	"366"	"0"
"95"	"82"	"5"	"212"	"4"	"58"	"0"	"0"	"1"	"16"	"0"	"2"	"3"	"0"	"6"	"5"	"9"	"16"	"3"	"2"	"3"	"3"	"1"	"0"	"349"	"0"	"7"	"356"	"0"
"96"	"83"	"10"	"192"	"26"	"135"	"1"	"2"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"4"	"3"	"5"	"3"	"2"	"0"	"0"	"1"	"0"	"390"	"0"	"1"	"391"	"0"
"97"	"84"	"40"	"41"	"34"	"201"	"5"	"2"	"1"	"3"	"0"	"2"	"1"	"2"	"8"	"2"	"2"	"11"	"5"	"1"	"2"	"0"	"1"	"0"	"364"	"0"	"3"	"367"	"0"
"98"	"85"	"13"	"123"	"1"	"55"	"2"	"1"	"0"	"30"	"0"	"0"	"2"	"2"	"4"	"2"	"1"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"244"	"0"	"0"	"244"	"0"
"99"	"86"	"182"	"32"	"23"	"254"	"4"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"4"	"2"	"41"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"555"	"0"	"2"	"557"	"0"
"100"	"87"	"45"	"266"	"5"	"174"	"4"	"4"	"3"	"13"	"7"	"2"	"2"	"6"	"6"	"2"	"7"	"7"	"4"	"6"	"1"	"1"	"2"	"1"	"568"	"0"	"2"	"570"	"0"
"101"	"88"	"20"	"113"	"21"	"190"	"3"	"0"	"1"	"8"	"0"	"2"	"0"	"0"	"15"	"1"	"2"	"3"	"3"	"4"	"5"	"5"	"3"	"0"	"399"	"0"	"2"	"401"	"0"
"102"	"89"	"12"	"185"	"1"	"82"	"3"	"0"	"0"	"19"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"2"	"6"	"0"	"0"	"0"	"0"	"318"	"0"	"0"	"318"	"0"
"103"	"90"	"13"	"186"	"2"	"114"	"3"	"2"	"1"	"16"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"3"	"1"	"1"	"1"	"0"	"350"	"0"	"7"	"357"	"0"
"104"	"91"	"171"	"40"	"1"	"99"	"1"	"0"	"2"	"4"	"0"	"0"	"1"	"3"	"2"	"4"	"3"	"8"	"7"	"1"	"2"	"3"	"0"	"0"	"352"	"0"	"1"	"353"	"0"
"105"	"92"	"25"	"142"	"2"	"190"	"74"	"2"	"1"	"6"	"0"	"1"	"7"	"0"	"13"	"2"	"3"	"9"	"4"	"6"	"6"	"3"	"6"	"0"	"502"	"0"	"3"	"505"	"0"
"106"	"93"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"107"	"94"	"64"	"80"	"0"	"87"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"5"	"6"	"3"	"5"	"4"	"1"	"266"	"0"	"2"	"268"	"0"
"108"	"95"	"74"	"65"	"67"	"237"	"3"	"4"	"1"	"7"	"2"	"1"	"3"	"2"	"3"	"1"	"7"	"11"	"7"	"9"	"5"	"9"	"2"	"4"	"524"	"0"	"3"	"527"	"0"
"109"	"96"	"6"	"78"	"52"	"149"	"5"	"0"	"3"	"13"	"1"	"3"	"3"	"1"	"7"	"6"	"0"	"4"	"1"	"0"	"1"	"3"	"1"	"1"	"338"	"0"	"4"	"342"	"0"
"110"	"97"	"7"	"129"	"3"	"109"	"1"	"3"	"0"	"23"	"0"	"0"	"0"	"4"	"4"	"2"	"5"	"3"	"3"	"5"	"3"	"2"	"1"	"3"	"310"	"0"	"1"	"311"	"0"
"111"	"98"	"8"	"271"	"72"	"144"	"5"	"1"	"0"	"13"	"1"	"3"	"3"	"2"	"9"	"9"	"8"	"14"	"4"	"2"	"11"	"7"	"0"	"1"	"588"	"0"	"3"	"591"	"0"
"112"	"99"	"24"	"187"	"6"	"61"	"4"	"1"	"1"	"42"	"2"	"3"	"2"	"2"	"4"	"4"	"7"	"31"	"3"	"9"	"0"	"3"	"2"	"1"	"399"	"0"	"5"	"404"	"0"
"113"	"100"	"18"	"149"	"5"	"259"	"2"	"2"	"0"	"33"	"0"	"1"	"1"	"1"	"2"	"3"	"1"	"4"	"2"	"6"	"2"	"2"	"2"	"1"	"496"	"0"	"2"	"498"	"0"
"114"	"101"	"19"	"327"	"9"	"90"	"4"	"3"	"0"	"24"	"2"	"1"	"1"	"7"	"6"	"2"	"12"	"15"	"5"	"7"	"0"	"1"	"0"	"0"	"535"	"0"	"1"	"536"	"0"
"115"	"101A"	"17"	"151"	"39"	"187"	"9"	"1"	"4"	"4"	"3"	"2"	"7"	"4"	"13"	"4"	"3"	"8"	"5"	"6"	"2"	"10"	"1"	"0"	"480"	"0"	"4"	"484"	"0"
"116"	"102"	"30"	"114"	"4"	"212"	"5"	"2"	"0"	"9"	"1"	"1"	"3"	"2"	"8"	"2"	"2"	"11"	"3"	"2"	"6"	"3"	"1"	"3"	"424"	"0"	"5"	"429"	"0"
"117"	"103"	"20"	"193"	"3"	"55"	"7"	"2"	"0"	"14"	"1"	"0"	"1"	"1"	"5"	"1"	"3"	"3"	"3"	"2"	"2"	"3"	"0"	"2"	"321"	"0"	"2"	"323"	"0"
"118"	"104"	"113"	"119"	"6"	"170"	"5"	"4"	"1"	"44"	"5"	"1"	"2"	"7"	"11"	"7"	"4"	"22"	"3"	"2"	"2"	"2"	"0"	"2"	"532"	"0"	"3"	"535"	"0"
