"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"13"	"70"	"136"	"37"	"279"	"9"	"6"	"5"	"2"	"0"	"6"	"3"	"553"	"0"	"14"	"567"	"0"
"27"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28"	"14A"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"29"	"15"	"373"	"95"	"10"	"66"	"9"	"1"	"2"	"0"	"0"	"11"	"3"	"570"	"0"	"25"	"595"	"0"
"30"	"16"	"231"	"342"	"2"	"109"	"5"	"7"	"0"	"2"	"1"	"8"	"1"	"708"	"0"	"17"	"725"	"0"
"31"	"17"	"69"	"127"	"3"	"13"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"216"	"0"	"0"	"216"	"0"
"32"	"18"	"8"	"192"	"2"	"193"	"3"	"18"	"1"	"0"	"1"	"3"	"5"	"426"	"0"	"7"	"433"	"0"
"33"	"19"	"102"	"191"	"80"	"172"	"7"	"7"	"2"	"0"	"2"	"3"	"7"	"573"	"0"	"20"	"593"	"0"
"34"	"20"	"146"	"446"	"46"	"54"	"8"	"0"	"2"	"3"	"1"	"5"	"8"	"719"	"0"	"13"	"732"	"0"
"35"	"21"	"314"	"208"	"15"	"48"	"1"	"1"	"1"	"0"	"0"	"2"	"4"	"594"	"0"	"7"	"601"	"0"
"36"	"22"	"138"	"137"	"4"	"4"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"288"	"0"	"3"	"291"	"0"
"37"	"23"	"40"	"621"	"10"	"215"	"4"	"3"	"1"	"0"	"4"	"3"	"3"	"904"	"0"	"7"	"911"	"0"
"38"	"24"	"50"	"311"	"99"	"74"	"3"	"3"	"2"	"1"	"2"	"4"	"5"	"554"	"0"	"4"	"558"	"0"
"39"	"25"	"58"	"176"	"7"	"232"	"6"	"3"	"3"	"1"	"6"	"2"	"6"	"500"	"0"	"12"	"512"	"0"
"40"	"25A"	"26"	"152"	"3"	"184"	"8"	"0"	"0"	"1"	"2"	"3"	"3"	"382"	"0"	"5"	"387"	"0"
"41"	"26"	"68"	"238"	"14"	"247"	"8"	"17"	"1"	"3"	"1"	"1"	"0"	"598"	"0"	"2"	"600"	"0"
"42"	"27"	"311"	"206"	"2"	"28"	"4"	"3"	"2"	"3"	"1"	"3"	"1"	"564"	"0"	"10"	"574"	"0"
"43"	"28"	"301"	"245"	"40"	"141"	"11"	"6"	"2"	"2"	"4"	"4"	"6"	"762"	"0"	"16"	"778"	"0"
"44"	"29"	"129"	"70"	"16"	"239"	"16"	"3"	"0"	"2"	"3"	"3"	"2"	"483"	"0"	"10"	"493"	"0"
"45"	"30"	"21"	"69"	"1"	"141"	"5"	"8"	"2"	"2"	"1"	"1"	"5"	"256"	"0"	"4"	"260"	"0"
"46"	"31"	"20"	"222"	"5"	"331"	"14"	"15"	"2"	"3"	"3"	"9"	"5"	"629"	"0"	"16"	"645"	"0"
"47"	"32"	"4"	"181"	"5"	"58"	"4"	"1"	"0"	"0"	"2"	"5"	"1"	"261"	"0"	"4"	"265"	"0"
"48"	"33"	"8"	"260"	"2"	"63"	"4"	"1"	"1"	"0"	"1"	"0"	"3"	"343"	"0"	"2"	"345"	"0"
"49"	"34"	"73"	"76"	"15"	"262"	"5"	"4"	"1"	"4"	"5"	"3"	"2"	"450"	"0"	"10"	"460"	"0"
"50"	"35"	"10"	"139"	"4"	"259"	"4"	"18"	"2"	"1"	"2"	"4"	"4"	"447"	"0"	"11"	"458"	"0"
"51"	"36"	"14"	"175"	"22"	"187"	"3"	"4"	"0"	"0"	"0"	"0"	"1"	"406"	"0"	"0"	"406"	"0"
"52"	"37"	"13"	"108"	"3"	"481"	"3"	"5"	"3"	"1"	"3"	"5"	"1"	"626"	"0"	"3"	"629"	"0"
"53"	"38"	"30"	"142"	"6"	"202"	"13"	"4"	"0"	"1"	"2"	"3"	"5"	"408"	"0"	"6"	"414"	"0"
"54"	"39"	"18"	"2"	"1"	"205"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"235"	"0"	"1"	"236"	"0"
"55"	"40"	"12"	"311"	"2"	"162"	"5"	"2"	"0"	"3"	"1"	"3"	"3"	"504"	"0"	"3"	"507"	"0"
"56"	"41"	"14"	"113"	"29"	"328"	"6"	"4"	"2"	"0"	"2"	"2"	"5"	"505"	"0"	"16"	"521"	"0"
"57"	"42"	"40"	"140"	"146"	"223"	"7"	"5"	"2"	"2"	"4"	"1"	"3"	"573"	"0"	"13"	"586"	"0"
"58"	"43"	"139"	"22"	"2"	"214"	"7"	"3"	"0"	"2"	"1"	"0"	"1"	"391"	"0"	"7"	"398"	"0"
"59"	"44"	"120"	"240"	"22"	"97"	"13"	"5"	"3"	"2"	"1"	"6"	"3"	"512"	"0"	"11"	"523"	"0"
"60"	"45"	"108"	"261"	"17"	"301"	"13"	"3"	"1"	"3"	"3"	"6"	"4"	"720"	"0"	"21"	"741"	"0"
"61"	"46"	"28"	"400"	"7"	"69"	"2"	"0"	"0"	"2"	"2"	"0"	"1"	"511"	"0"	"0"	"511"	"0"
"62"	"47"	"125"	"60"	"10"	"38"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"239"	"0"	"10"	"249"	"0"
"63"	"48"	"177"	"81"	"28"	"228"	"9"	"10"	"0"	"1"	"1"	"3"	"3"	"541"	"0"	"5"	"546"	"0"
"64"	"49"	"72"	"230"	"10"	"140"	"6"	"3"	"1"	"6"	"5"	"5"	"6"	"484"	"0"	"10"	"494"	"0"
"65"	"50"	"23"	"337"	"9"	"197"	"13"	"1"	"3"	"1"	"2"	"3"	"6"	"595"	"0"	"6"	"601"	"0"
"66"	"51"	"16"	"105"	"70"	"434"	"15"	"9"	"4"	"3"	"9"	"6"	"7"	"678"	"0"	"19"	"697"	"0"
"67"	"52"	"15"	"244"	"3"	"289"	"5"	"1"	"1"	"0"	"1"	"1"	"4"	"564"	"0"	"2"	"566"	"0"
"68"	"53"	"8"	"76"	"96"	"102"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"286"	"0"	"0"	"286"	"0"
"69"	"54"	"2"	"337"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"352"	"0"	"0"	"352"	"0"
"70"	"55"	"280"	"173"	"11"	"35"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"504"	"0"	"2"	"506"	"0"
"71"	"56"	"35"	"141"	"9"	"307"	"2"	"0"	"1"	"1"	"0"	"2"	"3"	"501"	"0"	"4"	"505"	"0"
"72"	"57"	"73"	"14"	"94"	"135"	"4"	"2"	"0"	"1"	"3"	"3"	"5"	"334"	"0"	"6"	"340"	"0"
"73"	"58"	"61"	"352"	"65"	"296"	"13"	"5"	"2"	"0"	"5"	"4"	"4"	"807"	"0"	"14"	"821"	"0"
"74"	"59"	"7"	"57"	"9"	"194"	"3"	"1"	"2"	"1"	"1"	"0"	"0"	"275"	"0"	"6"	"281"	"0"
"75"	"60"	"44"	"193"	"7"	"124"	"6"	"6"	"0"	"1"	"1"	"1"	"2"	"385"	"0"	"4"	"389"	"0"
"76"	"61"	"43"	"83"	"1"	"92"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"228"	"0"	"2"	"230"	"0"
"77"	"62"	"257"	"201"	"19"	"122"	"6"	"0"	"0"	"0"	"1"	"1"	"1"	"608"	"0"	"6"	"614"	"0"
"78"	"63"	"52"	"86"	"33"	"238"	"7"	"3"	"1"	"1"	"1"	"0"	"1"	"423"	"0"	"5"	"428"	"0"
"79"	"64"	"83"	"434"	"4"	"11"	"4"	"0"	"1"	"1"	"1"	"2"	"5"	"546"	"0"	"8"	"554"	"0"
"80"	"65"	"71"	"142"	"1"	"118"	"6"	"0"	"1"	"1"	"2"	"3"	"7"	"352"	"0"	"2"	"354"	"0"
"81"	"66"	"204"	"230"	"189"	"70"	"6"	"3"	"1"	"1"	"3"	"3"	"7"	"717"	"0"	"30"	"747"	"0"
"82"	"67"	"179"	"396"	"32"	"30"	"7"	"3"	"1"	"3"	"4"	"3"	"2"	"660"	"0"	"20"	"680"	"0"
"83"	"68"	"217"	"343"	"15"	"112"	"7"	"2"	"0"	"4"	"3"	"6"	"2"	"711"	"0"	"23"	"734"	"0"
"84"	"69"	"50"	"180"	"35"	"54"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"323"	"0"	"4"	"327"	"0"
"85"	"70"	"115"	"86"	"9"	"345"	"8"	"2"	"3"	"2"	"2"	"2"	"4"	"578"	"0"	"8"	"586"	"0"
"86"	"71"	"120"	"240"	"160"	"72"	"7"	"3"	"2"	"2"	"3"	"9"	"8"	"626"	"0"	"17"	"643"	"0"
"87"	"72"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"141"	"142"	"0"
"88"	"73"	"30"	"499"	"50"	"277"	"15"	"3"	"6"	"8"	"8"	"5"	"15"	"916"	"0"	"9"	"925"	"0"
"89"	"74"	"6"	"508"	"3"	"11"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"530"	"0"	"1"	"531"	"0"
"90"	"75"	"31"	"84"	"2"	"96"	"4"	"2"	"0"	"1"	"0"	"1"	"0"	"221"	"0"	"3"	"224"	"0"
"91"	"76"	"111"	"189"	"74"	"75"	"5"	"2"	"0"	"0"	"2"	"1"	"3"	"462"	"0"	"4"	"466"	"0"
"92"	"77"	"10"	"475"	"6"	"231"	"3"	"0"	"2"	"2"	"1"	"2"	"3"	"735"	"0"	"2"	"737"	"0"
"93"	"78"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"94"	"79"	"8"	"158"	"2"	"30"	"2"	"0"	"1"	"1"	"1"	"0"	"3"	"206"	"0"	"8"	"214"	"0"
"95"	"80"	"6"	"320"	"43"	"92"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"464"	"0"	"0"	"464"	"0"
"96"	"81"	"59"	"479"	"2"	"191"	"7"	"2"	"2"	"0"	"1"	"1"	"1"	"745"	"0"	"3"	"748"	"0"
"97"	"82"	"213"	"204"	"65"	"86"	"4"	"2"	"0"	"2"	"3"	"4"	"6"	"589"	"0"	"5"	"594"	"0"
"98"	"83"	"75"	"243"	"24"	"134"	"7"	"13"	"3"	"2"	"4"	"2"	"2"	"509"	"0"	"2"	"511"	"0"
"99"	"84"	"82"	"615"	"35"	"93"	"3"	"6"	"0"	"0"	"0"	"1"	"4"	"839"	"0"	"4"	"843"	"0"
"100"	"85"	"137"	"356"	"15"	"123"	"5"	"10"	"2"	"2"	"7"	"7"	"13"	"677"	"0"	"27"	"704"	"0"
"101"	"86"	"49"	"360"	"41"	"182"	"6"	"21"	"2"	"2"	"3"	"2"	"5"	"673"	"0"	"3"	"676"	"0"
"102"	"87"	"31"	"327"	"12"	"166"	"7"	"3"	"2"	"2"	"1"	"3"	"0"	"554"	"0"	"7"	"561"	"0"
"103"	"88"	"19"	"269"	"7"	"152"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"451"	"0"	"1"	"452"	"0"
"104"	"89"	"5"	"219"	"4"	"114"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"344"	"0"	"2"	"346"	"0"
"105"	"90"	"64"	"216"	"21"	"188"	"4"	"4"	"2"	"4"	"1"	"2"	"2"	"508"	"0"	"9"	"517"	"0"
"106"	"91"	"133"	"339"	"68"	"116"	"12"	"5"	"4"	"1"	"1"	"1"	"4"	"684"	"0"	"7"	"691"	"0"
"107"	"92"	"576"	"211"	"22"	"140"	"6"	"7"	"0"	"2"	"4"	"2"	"3"	"973"	"0"	"6"	"979"	"0"
"108"	"93"	"179"	"341"	"12"	"70"	"8"	"3"	"1"	"1"	"0"	"5"	"4"	"624"	"0"	"6"	"630"	"0"
"109"	"94"	"19"	"109"	"12"	"69"	"2"	"1"	"1"	"0"	"1"	"0"	"2"	"216"	"0"	"2"	"218"	"0"
"110"	"95"	"33"	"307"	"48"	"196"	"9"	"2"	"5"	"10"	"0"	"1"	"1"	"612"	"0"	"8"	"620"	"0"
"111"	"96"	"163"	"458"	"27"	"55"	"8"	"2"	"1"	"2"	"1"	"8"	"9"	"734"	"0"	"12"	"746"	"0"
"112"	"97"	"72"	"268"	"49"	"237"	"9"	"3"	"2"	"5"	"2"	"1"	"1"	"649"	"0"	"17"	"666"	"0"
"113"	"98"	"164"	"336"	"8"	"221"	"12"	"5"	"4"	"3"	"5"	"3"	"6"	"767"	"0"	"28"	"795"	"0"
"114"	"99"	"42"	"167"	"4"	"215"	"11"	"2"	"0"	"2"	"2"	"1"	"4"	"450"	"0"	"3"	"453"	"0"
"115"	"99A"	"21"	"237"	"9"	"146"	"6"	"2"	"0"	"1"	"0"	"1"	"2"	"425"	"0"	"1"	"426"	"0"
"116"	"100"	"207"	"313"	"42"	"113"	"20"	"10"	"3"	"2"	"3"	"11"	"14"	"738"	"0"	"40"	"778"	"0"
"117"	"101"	"44"	"258"	"3"	"146"	"7"	"0"	"0"	"3"	"3"	"4"	"6"	"474"	"0"	"10"	"484"	"0"
"118"	"101A"	"65"	"303"	"4"	"151"	"9"	"0"	"2"	"0"	"2"	"1"	"2"	"539"	"0"	"5"	"544"	"0"
"119"	"102"	"168"	"215"	"9"	"214"	"21"	"6"	"3"	"1"	"2"	"3"	"6"	"648"	"0"	"12"	"660"	"0"
"120"	"103"	"363"	"220"	"2"	"69"	"5"	"2"	"0"	"1"	"1"	"2"	"2"	"667"	"0"	"9"	"676"	"0"
"121"	"104"	"47"	"440"	"4"	"273"	"5"	"1"	"0"	"0"	"1"	"1"	"3"	"775"	"0"	"7"	"782"	"0"
"122"	"105"	"57"	"405"	"6"	"112"	"3"	"2"	"0"	"1"	"0"	"0"	"1"	"587"	"0"	"3"	"590"	"0"
"123"	"106"	"23"	"430"	"4"	"392"	"7"	"2"	"1"	"2"	"3"	"0"	"1"	"865"	"0"	"6"	"871"	"0"
"124"	"107"	"13"	"319"	"1"	"101"	"6"	"2"	"0"	"1"	"0"	"1"	"1"	"445"	"0"	"2"	"447"	"0"
"125"	"108"	"46"	"337"	"7"	"74"	"3"	"3"	"1"	"1"	"0"	"4"	"5"	"481"	"0"	"4"	"485"	"0"
"126"	"109"	"75"	"361"	"3"	"100"	"2"	"0"	"0"	"0"	"0"	"0"	"4"	"545"	"0"	"8"	"553"	"0"
"127"	"110"	"61"	"235"	"3"	"109"	"2"	"4"	"0"	"2"	"0"	"1"	"2"	"419"	"0"	"6"	"425"	"0"
"128"	"111"	"90"	"291"	"4"	"105"	"4"	"4"	"1"	"0"	"1"	"2"	"2"	"504"	"0"	"5"	"509"	"0"
"129"	"112"	"50"	"337"	"1"	"106"	"5"	"2"	"1"	"1"	"1"	"2"	"5"	"511"	"0"	"5"	"516"	"0"
"130"	"113"	"90"	"210"	"4"	"47"	"5"	"1"	"0"	"0"	"0"	"1"	"1"	"359"	"0"	"2"	"361"	"0"
"131"	"114"	"34"	"193"	"1"	"121"	"2"	"4"	"2"	"0"	"0"	"0"	"2"	"359"	"0"	"1"	"360"	"0"
"132"	"115"	"158"	"312"	"6"	"57"	"3"	"0"	"0"	"0"	"1"	"1"	"2"	"540"	"0"	"2"	"542"	"0"
"133"	"116"	"103"	"355"	"9"	"81"	"1"	"2"	"0"	"1"	"1"	"5"	"4"	"562"	"0"	"12"	"574"	"0"
"134"	"117"	"73"	"240"	"15"	"86"	"1"	"1"	"2"	"0"	"2"	"1"	"8"	"429"	"0"	"11"	"440"	"0"
"135"	"118"	"20"	"133"	"5"	"246"	"7"	"0"	"2"	"1"	"3"	"4"	"2"	"423"	"0"	"10"	"433"	"0"
"136"	"119"	"27"	"121"	"2"	"296"	"4"	"1"	"1"	"0"	"5"	"1"	"0"	"458"	"0"	"4"	"462"	"0"
"137"	"120"	"33"	"174"	"4"	"215"	"9"	"0"	"0"	"0"	"1"	"0"	"1"	"437"	"0"	"2"	"439"	"0"
"138"	"121"	"36"	"94"	"2"	"244"	"8"	"0"	"1"	"1"	"2"	"4"	"2"	"394"	"0"	"11"	"405"	"0"
"139"	"122"	"46"	"451"	"4"	"123"	"4"	"2"	"0"	"0"	"0"	"0"	"2"	"632"	"0"	"4"	"636"	"0"
"140"	"123"	"68"	"283"	"4"	"95"	"11"	"0"	"1"	"2"	"0"	"1"	"0"	"465"	"0"	"2"	"467"	"0"
"141"	"124"	"32"	"331"	"13"	"339"	"7"	"0"	"1"	"0"	"3"	"1"	"6"	"733"	"0"	"11"	"744"	"0"
"142"	"125"	"220"	"295"	"37"	"285"	"20"	"9"	"4"	"1"	"10"	"4"	"10"	"895"	"0"	"29"	"924"	"0"
"143"	"126"	"16"	"321"	"4"	"423"	"4"	"2"	"2"	"3"	"3"	"5"	"3"	"786"	"0"	"8"	"794"	"0"
"144"	"127"	"16"	"293"	"2"	"162"	"6"	"1"	"2"	"0"	"1"	"2"	"5"	"490"	"0"	"2"	"492"	"0"
"145"	"128"	"12"	"310"	"4"	"155"	"6"	"0"	"1"	"1"	"1"	"1"	"2"	"493"	"0"	"1"	"494"	"0"
"146"	"129"	"32"	"684"	"5"	"270"	"3"	"5"	"1"	"9"	"7"	"6"	"6"	"1028"	"0"	"10"	"1038"	"0"
"147"	"130"	"11"	"547"	"2"	"69"	"4"	"0"	"1"	"1"	"1"	"2"	"0"	"638"	"0"	"1"	"639"	"0"
"148"	"131"	"165"	"203"	"36"	"180"	"12"	"7"	"2"	"2"	"1"	"4"	"7"	"619"	"0"	"10"	"629"	"0"
"149"	"132"	"101"	"187"	"4"	"108"	"11"	"0"	"0"	"0"	"0"	"3"	"3"	"417"	"0"	"4"	"421"	"0"
"150"	"133"	"153"	"293"	"14"	"211"	"12"	"1"	"4"	"2"	"1"	"4"	"2"	"697"	"0"	"4"	"701"	"0"
"151"	"134"	"42"	"778"	"10"	"83"	"13"	"2"	"2"	"0"	"1"	"5"	"8"	"944"	"0"	"8"	"952"	"0"
"152"	"135"	"32"	"233"	"5"	"171"	"2"	"1"	"2"	"0"	"1"	"3"	"0"	"450"	"0"	"2"	"452"	"0"
"153"	"136"	"52"	"181"	"63"	"106"	"3"	"1"	"0"	"1"	"3"	"2"	"5"	"417"	"0"	"8"	"425"	"0"
"154"	"137"	"154"	"338"	"17"	"234"	"9"	"4"	"2"	"5"	"6"	"5"	"8"	"782"	"0"	"25"	"807"	"0"
"155"	"138"	"152"	"215"	"7"	"110"	"11"	"5"	"4"	"3"	"3"	"4"	"7"	"521"	"0"	"5"	"526"	"0"
"156"	"139"	"232"	"347"	"11"	"205"	"12"	"7"	"6"	"2"	"2"	"3"	"4"	"831"	"0"	"7"	"838"	"0"
"157"	"140"	"83"	"233"	"234"	"73"	"8"	"2"	"2"	"3"	"6"	"12"	"14"	"670"	"0"	"28"	"698"	"0"
"158"	"141"	"179"	"481"	"26"	"103"	"9"	"2"	"0"	"6"	"3"	"2"	"15"	"826"	"0"	"20"	"846"	"0"
"159"	"142"	"277"	"346"	"44"	"167"	"11"	"5"	"3"	"2"	"1"	"4"	"2"	"862"	"0"	"10"	"872"	"0"
"160"	"143"	"46"	"283"	"71"	"256"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"662"	"0"	"4"	"666"	"0"
"161"	"144"	"51"	"343"	"11"	"127"	"4"	"1"	"0"	"3"	"0"	"1"	"1"	"542"	"0"	"2"	"544"	"0"
"162"	"145"	"251"	"243"	"3"	"101"	"11"	"2"	"1"	"0"	"3"	"2"	"4"	"621"	"0"	"14"	"635"	"0"
"163"	"146"	"215"	"283"	"3"	"40"	"8"	"1"	"2"	"1"	"1"	"1"	"0"	"555"	"0"	"4"	"559"	"0"
"164"	"147"	"135"	"138"	"20"	"120"	"2"	"6"	"1"	"0"	"0"	"2"	"2"	"426"	"0"	"15"	"441"	"0"
"165"	"148"	"63"	"155"	"19"	"187"	"8"	"2"	"9"	"2"	"2"	"3"	"7"	"457"	"0"	"8"	"465"	"0"
"166"	"149"	"41"	"205"	"19"	"150"	"7"	"2"	"5"	"3"	"1"	"1"	"2"	"436"	"0"	"13"	"449"	"0"
"167"	"150"	"128"	"205"	"6"	"113"	"8"	"0"	"1"	"3"	"3"	"5"	"3"	"475"	"0"	"16"	"491"	"0"
"168"	"151"	"11"	"268"	"21"	"27"	"4"	"1"	"1"	"0"	"1"	"2"	"3"	"339"	"0"	"4"	"343"	"0"
"169"	"152"	"185"	"382"	"13"	"336"	"7"	"1"	"3"	"6"	"4"	"5"	"11"	"953"	"0"	"31"	"984"	"0"
"170"	"153"	"42"	"275"	"25"	"196"	"9"	"10"	"2"	"5"	"1"	"3"	"3"	"571"	"0"	"8"	"579"	"0"
"171"	"154"	"5"	"167"	"6"	"166"	"1"	"6"	"0"	"1"	"1"	"1"	"2"	"356"	"0"	"2"	"358"	"0"
"172"	"155"	"44"	"256"	"56"	"170"	"15"	"12"	"1"	"3"	"0"	"1"	"6"	"564"	"0"	"9"	"573"	"0"
"173"	"156"	"61"	"161"	"35"	"364"	"10"	"41"	"11"	"3"	"6"	"3"	"6"	"701"	"0"	"9"	"710"	"0"
"174"	"157"	"44"	"189"	"10"	"228"	"4"	"1"	"4"	"1"	"2"	"2"	"3"	"488"	"0"	"4"	"492"	"0"
"175"	"158"	"43"	"118"	"36"	"112"	"17"	"27"	"2"	"3"	"4"	"5"	"4"	"371"	"0"	"11"	"382"	"0"
"176"	"159"	"63"	"188"	"17"	"456"	"11"	"4"	"1"	"3"	"6"	"4"	"7"	"760"	"0"	"20"	"780"	"0"
"177"	"160"	"94"	"497"	"21"	"214"	"7"	"5"	"3"	"2"	"2"	"1"	"8"	"854"	"0"	"11"	"865"	"0"
"178"	"161"	"22"	"195"	"2"	"103"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"324"	"0"	"3"	"327"	"0"
"179"	"162"	"18"	"312"	"9"	"165"	"4"	"3"	"0"	"2"	"1"	"2"	"0"	"516"	"0"	"6"	"522"	"0"
"180"	"163"	"59"	"108"	"2"	"55"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"226"	"0"	"2"	"228"	"0"
"181"	"164"	"21"	"259"	"2"	"96"	"1"	"1"	"2"	"1"	"2"	"0"	"1"	"386"	"0"	"5"	"391"	"0"
"182"	"165"	"4"	"145"	"9"	"44"	"2"	"0"	"7"	"0"	"1"	"1"	"0"	"213"	"0"	"2"	"215"	"0"
"183"	"166"	"377"	"252"	"20"	"175"	"15"	"0"	"4"	"2"	"0"	"5"	"6"	"856"	"0"	"24"	"880"	"0"
"184"	"167"	"102"	"173"	"22"	"435"	"8"	"8"	"3"	"1"	"3"	"3"	"3"	"761"	"0"	"8"	"769"	"0"
"185"	"168"	"15"	"105"	"9"	"175"	"3"	"0"	"0"	"0"	"1"	"4"	"2"	"314"	"0"	"8"	"322"	"0"
"186"	"169"	"240"	"367"	"16"	"71"	"4"	"3"	"2"	"1"	"1"	"1"	"3"	"709"	"0"	"2"	"711"	"0"
"187"	"170"	"18"	"156"	"3"	"141"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"322"	"0"	"2"	"324"	"0"
"188"	"171"	"9"	"308"	"9"	"172"	"6"	"1"	"0"	"1"	"1"	"1"	"2"	"510"	"0"	"5"	"515"	"0"
"189"	"172"	"7"	"82"	"14"	"178"	"8"	"1"	"0"	"2"	"0"	"2"	"0"	"294"	"0"	"11"	"305"	"0"
"190"	"173"	"14"	"105"	"6"	"118"	"3"	"0"	"1"	"2"	"3"	"3"	"3"	"258"	"0"	"1"	"259"	"0"
"191"	"174"	"177"	"269"	"16"	"163"	"10"	"5"	"3"	"1"	"5"	"5"	"5"	"659"	"0"	"13"	"672"	"0"
