"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"24"	"10"	"32"	"7"	"153"	"52"	"1"	"6"	"1"	"0"	"4"	"13"	"14"	"4"	"287"	"0"	"5"	"292"	"0"
"25"	"11"	"37"	"5"	"130"	"64"	"5"	"1"	"5"	"0"	"3"	"4"	"4"	"3"	"261"	"0"	"4"	"265"	"0"
"26"	"12"	"18"	"5"	"193"	"61"	"1"	"4"	"3"	"5"	"6"	"13"	"5"	"9"	"323"	"0"	"22"	"345"	"0"
"27"	"13"	"79"	"4"	"195"	"203"	"5"	"8"	"7"	"4"	"4"	"7"	"1"	"2"	"519"	"0"	"4"	"523"	"0"
"28"	"14"	"171"	"4"	"94"	"44"	"2"	"2"	"3"	"4"	"6"	"6"	"9"	"9"	"354"	"0"	"33"	"387"	"0"
"29"	"15"	"121"	"2"	"46"	"156"	"4"	"3"	"2"	"0"	"7"	"7"	"2"	"6"	"356"	"0"	"17"	"373"	"0"
"30"	"16"	"160"	"13"	"286"	"148"	"9"	"9"	"10"	"11"	"11"	"15"	"10"	"5"	"687"	"0"	"20"	"707"	"0"
"31"	"17"	"48"	"1"	"262"	"41"	"0"	"3"	"0"	"3"	"0"	"1"	"0"	"0"	"359"	"0"	"1"	"360"	"0"
"32"	"17A"	"50"	"1"	"229"	"40"	"2"	"1"	"1"	"1"	"1"	"5"	"3"	"3"	"337"	"0"	"13"	"350"	"0"
"33"	"18"	"27"	"7"	"98"	"195"	"6"	"1"	"2"	"4"	"6"	"0"	"3"	"3"	"352"	"0"	"2"	"354"	"0"
"34"	"19"	"6"	"7"	"436"	"107"	"6"	"2"	"1"	"1"	"3"	"2"	"4"	"3"	"578"	"0"	"13"	"591"	"0"
"35"	"20"	"60"	"7"	"121"	"53"	"3"	"1"	"17"	"1"	"3"	"2"	"2"	"6"	"276"	"0"	"7"	"283"	"0"
"36"	"21"	"5"	"3"	"194"	"25"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"228"	"0"	"1"	"229"	"0"
"37"	"22"	"30"	"2"	"33"	"300"	"1"	"7"	"38"	"10"	"2"	"4"	"2"	"4"	"433"	"0"	"12"	"445"	"0"
"38"	"23"	"13"	"1"	"17"	"245"	"2"	"7"	"34"	"5"	"2"	"2"	"3"	"2"	"333"	"0"	"8"	"341"	"0"
"39"	"24"	"19"	"7"	"607"	"20"	"1"	"1"	"2"	"0"	"2"	"4"	"3"	"3"	"669"	"0"	"1"	"670"	"0"
"40"	"25"	"10"	"4"	"422"	"16"	"1"	"2"	"3"	"0"	"0"	"1"	"2"	"0"	"461"	"0"	"3"	"464"	"0"
"41"	"26"	"21"	"5"	"342"	"88"	"4"	"2"	"5"	"2"	"3"	"4"	"5"	"0"	"481"	"0"	"5"	"486"	"0"
"42"	"27"	"50"	"12"	"289"	"151"	"7"	"10"	"53"	"4"	"2"	"6"	"3"	"4"	"591"	"0"	"17"	"608"	"0"
"43"	"28"	"38"	"12"	"299"	"65"	"2"	"1"	"1"	"2"	"2"	"6"	"3"	"2"	"433"	"0"	"6"	"439"	"0"
"44"	"29"	"36"	"36"	"249"	"163"	"4"	"1"	"6"	"2"	"2"	"3"	"5"	"3"	"510"	"0"	"22"	"532"	"0"
"45"	"30"	"66"	"2"	"195"	"453"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"723"	"0"	"2"	"725"	"0"
"46"	"31"	"44"	"6"	"156"	"19"	"2"	"1"	"1"	"3"	"4"	"2"	"3"	"2"	"243"	"0"	"1"	"244"	"0"
"47"	"32"	"93"	"42"	"381"	"59"	"2"	"5"	"6"	"2"	"2"	"3"	"9"	"0"	"604"	"0"	"1"	"605"	"0"
"48"	"33"	"143"	"8"	"339"	"74"	"5"	"9"	"5"	"8"	"12"	"2"	"8"	"11"	"624"	"0"	"13"	"637"	"0"
"49"	"34"	"35"	"5"	"314"	"96"	"1"	"4"	"2"	"3"	"5"	"8"	"7"	"3"	"483"	"0"	"20"	"503"	"0"
"50"	"35"	"19"	"3"	"211"	"19"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"1"	"259"	"0"	"1"	"260"	"0"
"51"	"36"	"23"	"12"	"216"	"23"	"5"	"6"	"39"	"5"	"2"	"3"	"1"	"2"	"337"	"0"	"3"	"340"	"0"
"52"	"37"	"10"	"9"	"452"	"53"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"526"	"0"	"4"	"530"	"0"
"53"	"38"	"11"	"6"	"300"	"38"	"2"	"6"	"6"	"3"	"3"	"5"	"10"	"6"	"396"	"0"	"18"	"414"	"0"
"54"	"39"	"84"	"3"	"90"	"39"	"1"	"2"	"0"	"2"	"6"	"1"	"9"	"3"	"240"	"0"	"19"	"259"	"0"
"55"	"40"	"13"	"2"	"256"	"40"	"5"	"1"	"8"	"1"	"2"	"4"	"7"	"0"	"339"	"0"	"11"	"350"	"0"
"56"	"41"	"34"	"4"	"216"	"294"	"1"	"0"	"0"	"0"	"4"	"1"	"2"	"4"	"560"	"0"	"2"	"562"	"0"
"57"	"42"	"54"	"2"	"137"	"108"	"2"	"3"	"2"	"1"	"2"	"1"	"7"	"3"	"322"	"0"	"5"	"327"	"0"
"58"	"43"	"70"	"2"	"464"	"59"	"3"	"2"	"22"	"1"	"1"	"1"	"0"	"2"	"627"	"0"	"3"	"630"	"0"
"59"	"44"	"10"	"18"	"163"	"197"	"4"	"3"	"2"	"5"	"1"	"2"	"2"	"4"	"411"	"0"	"11"	"422"	"0"
"60"	"45"	"150"	"14"	"240"	"70"	"4"	"5"	"4"	"0"	"5"	"3"	"6"	"1"	"502"	"0"	"0"	"502"	"0"
"61"	"46"	"29"	"3"	"289"	"40"	"2"	"3"	"1"	"5"	"5"	"5"	"8"	"3"	"393"	"0"	"5"	"398"	"0"
"62"	"47"	"27"	"2"	"43"	"148"	"4"	"2"	"0"	"3"	"7"	"3"	"5"	"1"	"245"	"0"	"24"	"269"	"0"
"63"	"48"	"11"	"0"	"95"	"236"	"0"	"1"	"3"	"2"	"2"	"5"	"2"	"0"	"357"	"0"	"1"	"358"	"0"
"64"	"49"	"5"	"1"	"87"	"208"	"8"	"5"	"2"	"1"	"4"	"4"	"1"	"3"	"329"	"0"	"8"	"337"	"0"
"65"	"49A"	"8"	"1"	"88"	"303"	"7"	"3"	"0"	"3"	"0"	"4"	"1"	"1"	"419"	"0"	"1"	"420"	"0"
"66"	"50"	"53"	"1"	"154"	"34"	"1"	"5"	"7"	"3"	"5"	"2"	"2"	"4"	"271"	"0"	"7"	"278"	"0"
"67"	"50A"	"22"	"6"	"227"	"53"	"2"	"2"	"4"	"1"	"0"	"5"	"4"	"4"	"330"	"0"	"5"	"335"	"0"
"68"	"51"	"24"	"8"	"518"	"62"	"4"	"4"	"10"	"4"	"2"	"6"	"6"	"25"	"673"	"0"	"9"	"682"	"0"
"69"	"52"	"27"	"12"	"555"	"49"	"1"	"1"	"5"	"2"	"6"	"8"	"4"	"0"	"670"	"0"	"14"	"684"	"0"
"70"	"53"	"122"	"26"	"397"	"23"	"2"	"8"	"8"	"3"	"6"	"7"	"6"	"10"	"618"	"0"	"19"	"637"	"0"
"71"	"54"	"26"	"5"	"718"	"25"	"0"	"1"	"1"	"3"	"1"	"1"	"3"	"0"	"784"	"0"	"3"	"787"	"0"
"72"	"55"	"144"	"12"	"322"	"88"	"5"	"6"	"6"	"4"	"3"	"8"	"14"	"13"	"625"	"0"	"27"	"652"	"0"
"73"	"56"	"43"	"4"	"294"	"78"	"3"	"3"	"0"	"2"	"6"	"6"	"3"	"3"	"445"	"0"	"9"	"454"	"0"
"74"	"57"	"63"	"5"	"404"	"82"	"0"	"5"	"3"	"5"	"4"	"4"	"6"	"2"	"583"	"0"	"13"	"596"	"0"
"75"	"58"	"32"	"6"	"276"	"107"	"2"	"3"	"15"	"2"	"1"	"10"	"7"	"4"	"465"	"0"	"19"	"484"	"0"
"76"	"59"	"61"	"9"	"345"	"21"	"3"	"4"	"2"	"4"	"6"	"10"	"8"	"8"	"481"	"0"	"8"	"489"	"0"
"77"	"60"	"94"	"11"	"544"	"108"	"5"	"7"	"15"	"6"	"5"	"5"	"5"	"2"	"807"	"0"	"7"	"814"	"0"
"78"	"61"	"49"	"9"	"267"	"80"	"4"	"8"	"3"	"1"	"2"	"4"	"3"	"0"	"430"	"0"	"1"	"431"	"0"
"79"	"62"	"55"	"0"	"292"	"90"	"3"	"2"	"6"	"2"	"10"	"6"	"2"	"4"	"472"	"0"	"6"	"478"	"0"
"80"	"63"	"28"	"7"	"133"	"254"	"7"	"2"	"3"	"0"	"3"	"4"	"1"	"1"	"443"	"0"	"2"	"445"	"0"
"81"	"64"	"25"	"3"	"107"	"172"	"3"	"1"	"0"	"2"	"1"	"4"	"5"	"1"	"324"	"0"	"5"	"329"	"0"
"82"	"65"	"25"	"9"	"302"	"77"	"7"	"5"	"6"	"1"	"2"	"2"	"7"	"4"	"447"	"0"	"3"	"450"	"0"
"83"	"66"	"207"	"15"	"218"	"53"	"8"	"7"	"2"	"3"	"2"	"4"	"7"	"2"	"528"	"0"	"6"	"534"	"0"
"84"	"67"	"67"	"51"	"312"	"95"	"3"	"7"	"12"	"4"	"7"	"8"	"5"	"4"	"575"	"0"	"10"	"585"	"0"
"85"	"68"	"57"	"10"	"417"	"118"	"4"	"2"	"3"	"4"	"2"	"5"	"8"	"3"	"633"	"0"	"18"	"651"	"0"
"86"	"69"	"27"	"4"	"345"	"25"	"3"	"3"	"1"	"2"	"1"	"7"	"9"	"6"	"433"	"0"	"8"	"441"	"0"
"87"	"70"	"101"	"5"	"334"	"44"	"3"	"1"	"2"	"1"	"3"	"3"	"4"	"0"	"501"	"0"	"6"	"507"	"0"
"88"	"71"	"10"	"1"	"406"	"15"	"0"	"0"	"0"	"1"	"2"	"5"	"2"	"3"	"445"	"0"	"7"	"452"	"0"
"89"	"72"	"10"	"1"	"170"	"81"	"2"	"0"	"1"	"0"	"1"	"4"	"3"	"1"	"274"	"0"	"7"	"281"	"0"
"90"	"73"	"41"	"24"	"434"	"100"	"4"	"4"	"1"	"1"	"2"	"4"	"4"	"5"	"624"	"0"	"6"	"630"	"0"
"91"	"74"	"49"	"44"	"188"	"82"	"4"	"7"	"1"	"2"	"0"	"5"	"4"	"2"	"388"	"0"	"18"	"406"	"0"
"92"	"74A"	"39"	"7"	"215"	"116"	"4"	"6"	"6"	"3"	"7"	"4"	"3"	"3"	"413"	"0"	"25"	"438"	"0"
"93"	"75"	"33"	"7"	"129"	"195"	"2"	"2"	"2"	"1"	"5"	"4"	"7"	"2"	"389"	"0"	"9"	"398"	"0"
"94"	"76"	"64"	"3"	"262"	"139"	"7"	"5"	"3"	"5"	"8"	"2"	"2"	"5"	"505"	"0"	"6"	"511"	"0"
"95"	"77"	"100"	"9"	"228"	"88"	"5"	"7"	"3"	"2"	"7"	"6"	"7"	"7"	"469"	"0"	"12"	"481"	"0"
"96"	"78"	"100"	"3"	"289"	"115"	"6"	"4"	"5"	"4"	"9"	"8"	"4"	"6"	"553"	"0"	"15"	"568"	"0"
"97"	"79"	"68"	"6"	"423"	"31"	"3"	"2"	"5"	"1"	"3"	"5"	"8"	"5"	"560"	"0"	"10"	"570"	"0"
"98"	"80"	"69"	"11"	"322"	"103"	"2"	"9"	"22"	"2"	"7"	"16"	"5"	"7"	"575"	"0"	"22"	"597"	"0"
"99"	"81"	"6"	"3"	"151"	"26"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"0"	"1"	"188"	"0"
"100"	"82"	"13"	"4"	"165"	"12"	"1"	"2"	"17"	"5"	"0"	"1"	"7"	"3"	"230"	"0"	"7"	"237"	"0"
"101"	"83"	"46"	"4"	"349"	"25"	"3"	"3"	"6"	"1"	"4"	"1"	"2"	"2"	"446"	"0"	"3"	"449"	"0"
"102"	"84"	"41"	"6"	"267"	"245"	"7"	"4"	"1"	"1"	"2"	"9"	"4"	"1"	"588"	"0"	"6"	"594"	"0"
"103"	"85"	"12"	"1"	"273"	"87"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"376"	"0"	"0"	"376"	"0"
"104"	"86"	"20"	"5"	"439"	"49"	"0"	"6"	"7"	"3"	"5"	"3"	"2"	"1"	"540"	"0"	"11"	"551"	"0"
"105"	"87"	"13"	"1"	"324"	"52"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"397"	"0"	"0"	"397"	"0"
"106"	"88"	"3"	"1"	"261"	"64"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"332"	"0"	"3"	"335"	"0"
"107"	"89"	"10"	"3"	"568"	"114"	"1"	"1"	"2"	"2"	"6"	"3"	"1"	"1"	"712"	"0"	"2"	"714"	"0"
"108"	"90"	"2"	"0"	"231"	"59"	"4"	"1"	"1"	"0"	"3"	"1"	"3"	"1"	"306"	"0"	"6"	"312"	"0"
"109"	"91"	"19"	"2"	"272"	"84"	"4"	"1"	"22"	"1"	"5"	"3"	"8"	"2"	"423"	"0"	"23"	"446"	"0"
"110"	"92"	"21"	"11"	"270"	"126"	"1"	"4"	"44"	"4"	"4"	"1"	"5"	"6"	"497"	"0"	"6"	"503"	"0"
"111"	"93"	"19"	"10"	"271"	"126"	"2"	"1"	"6"	"2"	"3"	"3"	"3"	"5"	"451"	"0"	"14"	"465"	"0"
"112"	"94"	"26"	"0"	"566"	"85"	"1"	"1"	"5"	"1"	"1"	"2"	"3"	"3"	"694"	"0"	"3"	"697"	"0"
"113"	"95"	"171"	"4"	"25"	"153"	"1"	"2"	"5"	"0"	"7"	"5"	"5"	"4"	"382"	"0"	"22"	"404"	"0"
"114"	"96"	"68"	"5"	"465"	"11"	"2"	"1"	"2"	"0"	"0"	"3"	"8"	"1"	"566"	"0"	"1"	"567"	"0"
"115"	"97"	"73"	"2"	"182"	"117"	"1"	"0"	"2"	"2"	"2"	"2"	"1"	"1"	"385"	"0"	"2"	"387"	"0"
"116"	"98"	"18"	"5"	"149"	"525"	"14"	"3"	"5"	"6"	"5"	"7"	"4"	"4"	"745"	"0"	"13"	"758"	"0"
"117"	"99"	"49"	"7"	"215"	"206"	"3"	"0"	"5"	"1"	"4"	"1"	"0"	"0"	"491"	"0"	"2"	"493"	"0"
"118"	"100"	"109"	"1"	"113"	"193"	"4"	"4"	"13"	"7"	"5"	"7"	"2"	"2"	"460"	"0"	"5"	"465"	"0"
"119"	"101"	"21"	"2"	"461"	"27"	"3"	"2"	"4"	"1"	"0"	"1"	"1"	"2"	"525"	"0"	"7"	"532"	"0"
"120"	"102"	"35"	"4"	"321"	"49"	"1"	"4"	"6"	"3"	"4"	"8"	"5"	"4"	"444"	"0"	"6"	"450"	"0"
"121"	"103"	"66"	"5"	"504"	"43"	"0"	"1"	"21"	"3"	"5"	"3"	"3"	"2"	"656"	"0"	"2"	"658"	"0"
"122"	"104"	"85"	"0"	"379"	"280"	"3"	"2"	"7"	"0"	"2"	"3"	"3"	"1"	"765"	"0"	"3"	"768"	"0"
"123"	"105"	"152"	"11"	"331"	"159"	"4"	"9"	"19"	"5"	"4"	"6"	"5"	"6"	"711"	"0"	"14"	"725"	"0"
"124"	"106"	"75"	"2"	"236"	"109"	"2"	"7"	"30"	"0"	"9"	"8"	"8"	"0"	"486"	"0"	"10"	"496"	"0"
"125"	"107"	"209"	"19"	"205"	"157"	"1"	"6"	"11"	"2"	"11"	"8"	"2"	"10"	"641"	"0"	"17"	"658"	"0"
"126"	"108"	"34"	"6"	"236"	"57"	"1"	"3"	"4"	"1"	"4"	"0"	"1"	"2"	"349"	"0"	"5"	"354"	"0"
"127"	"109"	"12"	"5"	"181"	"278"	"9"	"1"	"11"	"2"	"0"	"1"	"6"	"0"	"506"	"0"	"1"	"507"	"0"
"128"	"110"	"18"	"2"	"388"	"100"	"2"	"0"	"2"	"5"	"3"	"4"	"2"	"2"	"528"	"0"	"6"	"534"	"0"
"129"	"111"	"26"	"1"	"426"	"26"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"485"	"0"	"3"	"488"	"0"
"130"	"112"	"106"	"12"	"195"	"132"	"1"	"2"	"12"	"2"	"10"	"8"	"6"	"6"	"492"	"0"	"18"	"510"	"0"
"131"	"113"	"50"	"5"	"664"	"26"	"0"	"1"	"3"	"0"	"3"	"1"	"5"	"1"	"759"	"0"	"4"	"763"	"0"
"132"	"114"	"9"	"41"	"229"	"127"	"2"	"1"	"10"	"1"	"3"	"5"	"2"	"0"	"430"	"0"	"4"	"434"	"0"
"133"	"115"	"27"	"4"	"172"	"209"	"0"	"4"	"3"	"2"	"3"	"2"	"4"	"3"	"433"	"0"	"10"	"443"	"0"
"134"	"116"	"17"	"3"	"301"	"181"	"4"	"2"	"4"	"2"	"5"	"4"	"9"	"7"	"539"	"0"	"12"	"551"	"0"
"135"	"117"	"19"	"3"	"213"	"35"	"2"	"1"	"1"	"0"	"5"	"0"	"0"	"1"	"280"	"0"	"0"	"280"	"0"
"136"	"118"	"30"	"4"	"144"	"90"	"4"	"2"	"11"	"6"	"5"	"5"	"8"	"1"	"310"	"0"	"28"	"338"	"0"
"137"	"119"	"91"	"5"	"240"	"280"	"6"	"4"	"5"	"3"	"5"	"2"	"6"	"7"	"654"	"0"	"14"	"668"	"0"
"138"	"120"	"55"	"0"	"191"	"199"	"5"	"3"	"6"	"3"	"7"	"9"	"4"	"2"	"484"	"0"	"12"	"496"	"0"
"139"	"121"	"130"	"60"	"97"	"176"	"4"	"5"	"14"	"1"	"9"	"5"	"3"	"2"	"506"	"0"	"8"	"514"	"0"
"140"	"122"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"141"	"123"	"64"	"1"	"373"	"61"	"0"	"1"	"11"	"1"	"0"	"3"	"2"	"2"	"519"	"0"	"5"	"524"	"0"
"142"	"124"	"30"	"6"	"343"	"68"	"2"	"4"	"15"	"3"	"5"	"3"	"3"	"1"	"483"	"0"	"4"	"487"	"0"
"143"	"125"	"87"	"3"	"456"	"156"	"3"	"6"	"9"	"1"	"7"	"5"	"4"	"4"	"741"	"0"	"15"	"756"	"0"
"144"	"126"	"99"	"5"	"236"	"89"	"6"	"8"	"56"	"4"	"7"	"6"	"8"	"5"	"529"	"0"	"20"	"549"	"0"
"145"	"127"	"96"	"6"	"278"	"97"	"2"	"5"	"17"	"4"	"5"	"3"	"4"	"3"	"520"	"0"	"11"	"531"	"0"
"146"	"128"	"73"	"9"	"305"	"160"	"5"	"4"	"13"	"5"	"9"	"14"	"11"	"8"	"616"	"0"	"14"	"630"	"0"
"147"	"129"	"17"	"6"	"191"	"129"	"4"	"2"	"0"	"1"	"4"	"1"	"5"	"2"	"362"	"0"	"12"	"374"	"0"
"148"	"130"	"13"	"3"	"285"	"71"	"5"	"3"	"4"	"2"	"3"	"6"	"1"	"1"	"397"	"0"	"7"	"404"	"0"
"149"	"131"	"32"	"3"	"511"	"42"	"1"	"3"	"1"	"0"	"4"	"2"	"3"	"0"	"602"	"0"	"5"	"607"	"0"
"150"	"132"	"48"	"3"	"179"	"148"	"3"	"3"	"6"	"4"	"5"	"4"	"3"	"4"	"410"	"0"	"4"	"414"	"0"
"151"	"133"	"24"	"6"	"312"	"59"	"4"	"4"	"16"	"1"	"6"	"9"	"2"	"2"	"445"	"0"	"20"	"465"	"0"
"152"	"134"	"50"	"55"	"183"	"101"	"1"	"1"	"3"	"1"	"6"	"2"	"2"	"2"	"407"	"0"	"7"	"414"	"0"
"153"	"135"	"16"	"2"	"123"	"416"	"7"	"1"	"13"	"0"	"3"	"3"	"3"	"1"	"588"	"0"	"9"	"597"	"0"
"154"	"136"	"2"	"1"	"612"	"50"	"1"	"1"	"1"	"1"	"0"	"0"	"3"	"1"	"673"	"0"	"0"	"673"	"0"
"155"	"137"	"17"	"44"	"563"	"91"	"1"	"1"	"1"	"1"	"4"	"3"	"4"	"2"	"732"	"0"	"10"	"742"	"0"
"156"	"138"	"12"	"9"	"229"	"101"	"0"	"0"	"2"	"1"	"1"	"1"	"1"	"1"	"358"	"0"	"2"	"360"	"0"
"157"	"139"	"19"	"2"	"18"	"296"	"4"	"0"	"0"	"1"	"3"	"0"	"1"	"0"	"344"	"0"	"0"	"344"	"0"
"158"	"140"	"11"	"7"	"88"	"414"	"6"	"1"	"3"	"4"	"2"	"1"	"0"	"0"	"537"	"0"	"4"	"541"	"0"
"159"	"141"	"27"	"6"	"191"	"306"	"5"	"2"	"3"	"1"	"4"	"3"	"4"	"0"	"552"	"0"	"20"	"572"	"0"
"160"	"142"	"18"	"2"	"177"	"246"	"6"	"0"	"0"	"0"	"4"	"2"	"2"	"1"	"458"	"0"	"11"	"469"	"0"
"161"	"143"	"32"	"1"	"10"	"270"	"5"	"0"	"1"	"6"	"2"	"0"	"1"	"2"	"330"	"0"	"0"	"330"	"0"
"162"	"144"	"164"	"15"	"314"	"110"	"2"	"5"	"3"	"2"	"3"	"5"	"3"	"1"	"627"	"0"	"21"	"648"	"0"
"163"	"145"	"8"	"1"	"66"	"132"	"2"	"2"	"6"	"0"	"2"	"2"	"2"	"5"	"228"	"0"	"10"	"238"	"0"
"164"	"146"	"46"	"1"	"60"	"297"	"5"	"3"	"4"	"2"	"2"	"4"	"1"	"1"	"426"	"0"	"11"	"437"	"0"
"165"	"147"	"92"	"26"	"136"	"276"	"7"	"6"	"55"	"5"	"5"	"8"	"3"	"3"	"622"	"0"	"14"	"636"	"0"
"166"	"148"	"98"	"1"	"39"	"149"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"291"	"0"	"0"	"291"	"0"
"167"	"149"	"41"	"8"	"411"	"212"	"9"	"5"	"1"	"2"	"6"	"4"	"2"	"1"	"702"	"0"	"22"	"724"	"0"
"168"	"150"	"145"	"11"	"134"	"87"	"5"	"2"	"13"	"3"	"1"	"2"	"2"	"3"	"408"	"0"	"8"	"416"	"0"
"169"	"151"	"101"	"5"	"225"	"84"	"2"	"0"	"7"	"3"	"1"	"2"	"1"	"4"	"435"	"0"	"9"	"444"	"0"
"170"	"152"	"75"	"27"	"283"	"111"	"6"	"6"	"8"	"2"	"6"	"3"	"3"	"3"	"533"	"0"	"8"	"541"	"0"
"171"	"153"	"28"	"4"	"269"	"52"	"1"	"4"	"62"	"1"	"3"	"6"	"0"	"3"	"433"	"0"	"3"	"436"	"0"
"172"	"154"	"12"	"4"	"259"	"33"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"315"	"0"	"3"	"318"	"0"
"173"	"155"	"18"	"5"	"103"	"477"	"15"	"3"	"5"	"3"	"4"	"8"	"5"	"7"	"653"	"0"	"26"	"679"	"0"
"174"	"156"	"20"	"3"	"56"	"637"	"12"	"1"	"0"	"2"	"3"	"8"	"1"	"2"	"745"	"0"	"15"	"760"	"0"
"175"	"157"	"9"	"1"	"134"	"376"	"3"	"1"	"5"	"0"	"3"	"10"	"1"	"1"	"544"	"0"	"9"	"553"	"0"
"176"	"158"	"64"	"10"	"382"	"72"	"2"	"3"	"3"	"0"	"2"	"3"	"5"	"1"	"547"	"0"	"4"	"551"	"0"
"177"	"159"	"24"	"3"	"144"	"189"	"8"	"2"	"0"	"4"	"1"	"6"	"4"	"1"	"386"	"0"	"13"	"399"	"0"
"178"	"160"	"47"	"13"	"305"	"105"	"2"	"4"	"1"	"1"	"8"	"2"	"2"	"1"	"491"	"0"	"0"	"491"	"0"
"179"	"161"	"54"	"3"	"197"	"205"	"7"	"10"	"30"	"5"	"4"	"10"	"5"	"0"	"530"	"0"	"7"	"537"	"0"
"180"	"162"	"32"	"2"	"165"	"257"	"3"	"4"	"3"	"3"	"2"	"3"	"1"	"2"	"477"	"0"	"10"	"487"	"0"
