"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"8"	"35"	"249"	"5"	"258"	"2"	"2"	"0"	"2"	"1"	"32"	"0"	"1"	"11"	"0"	"2"	"5"	"2"	"607"	"0"	"3"	"610"	"0"
"21"	"9"	"36"	"378"	"2"	"69"	"0"	"0"	"1"	"1"	"0"	"3"	"1"	"1"	"4"	"0"	"1"	"1"	"1"	"499"	"0"	"3"	"502"	"0"
"22"	"10"	"23"	"375"	"3"	"102"	"1"	"4"	"0"	"0"	"0"	"12"	"0"	"2"	"2"	"1"	"0"	"2"	"4"	"531"	"0"	"8"	"539"	"0"
"23"	"11"	"33"	"414"	"7"	"192"	"3"	"1"	"1"	"0"	"0"	"38"	"6"	"5"	"13"	"1"	"3"	"8"	"3"	"728"	"0"	"19"	"747"	"0"
"24"	"12"	"33"	"216"	"1"	"86"	"1"	"1"	"1"	"1"	"1"	"8"	"0"	"1"	"4"	"0"	"0"	"4"	"0"	"358"	"0"	"4"	"362"	"0"
"25"	"13"	"25"	"405"	"2"	"228"	"5"	"0"	"8"	"0"	"3"	"19"	"0"	"0"	"5"	"2"	"0"	"2"	"0"	"704"	"0"	"4"	"708"	"0"
"26"	"14"	"29"	"242"	"1"	"109"	"1"	"2"	"5"	"1"	"0"	"10"	"1"	"0"	"7"	"0"	"0"	"1"	"0"	"409"	"0"	"2"	"411"	"0"
"27"	"14A"	"37"	"357"	"0"	"57"	"0"	"0"	"2"	"2"	"0"	"10"	"0"	"0"	"23"	"1"	"0"	"0"	"5"	"494"	"0"	"4"	"498"	"0"
"28"	"15"	"39"	"234"	"2"	"371"	"0"	"0"	"4"	"0"	"3"	"35"	"2"	"4"	"11"	"0"	"0"	"3"	"3"	"711"	"0"	"1"	"712"	"0"
"29"	"16"	"27"	"326"	"1"	"87"	"6"	"0"	"1"	"0"	"3"	"16"	"1"	"0"	"0"	"0"	"2"	"3"	"0"	"473"	"0"	"5"	"478"	"0"
"30"	"17"	"48"	"133"	"3"	"396"	"7"	"14"	"3"	"10"	"5"	"97"	"2"	"7"	"36"	"8"	"3"	"10"	"3"	"785"	"0"	"6"	"791"	"0"
"31"	"18"	"27"	"81"	"6"	"459"	"8"	"13"	"4"	"0"	"11"	"37"	"0"	"0"	"6"	"1"	"0"	"0"	"3"	"656"	"0"	"0"	"656"	"0"
"32"	"19"	"52"	"155"	"5"	"511"	"2"	"36"	"7"	"2"	"7"	"79"	"11"	"9"	"22"	"8"	"1"	"8"	"5"	"920"	"0"	"2"	"922"	"0"
"33"	"20"	"43"	"342"	"5"	"123"	"2"	"0"	"1"	"0"	"1"	"12"	"1"	"3"	"7"	"1"	"2"	"5"	"0"	"548"	"0"	"4"	"552"	"0"
"34"	"21"	"44"	"355"	"3"	"234"	"1"	"2"	"2"	"1"	"0"	"37"	"4"	"3"	"7"	"3"	"4"	"0"	"7"	"707"	"0"	"9"	"716"	"0"
"35"	"22"	"18"	"245"	"0"	"103"	"0"	"6"	"2"	"0"	"0"	"17"	"1"	"0"	"9"	"0"	"1"	"0"	"3"	"405"	"0"	"5"	"410"	"0"
"36"	"23"	"34"	"285"	"5"	"188"	"0"	"0"	"1"	"2"	"0"	"41"	"3"	"5"	"15"	"2"	"3"	"5"	"3"	"592"	"0"	"6"	"598"	"0"
"37"	"24"	"75"	"396"	"6"	"192"	"1"	"1"	"1"	"2"	"0"	"44"	"1"	"0"	"12"	"0"	"4"	"5"	"7"	"747"	"0"	"9"	"756"	"0"
"38"	"25"	"20"	"359"	"1"	"47"	"2"	"2"	"1"	"0"	"0"	"8"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"444"	"0"	"4"	"448"	"0"
"39"	"26"	"105"	"358"	"1"	"192"	"0"	"4"	"0"	"6"	"2"	"25"	"0"	"2"	"16"	"0"	"1"	"1"	"1"	"714"	"0"	"0"	"714"	"0"
"40"	"27"	"24"	"324"	"4"	"157"	"1"	"0"	"0"	"1"	"3"	"27"	"1"	"2"	"11"	"0"	"0"	"2"	"1"	"558"	"0"	"0"	"558"	"0"
"41"	"28"	"26"	"242"	"6"	"149"	"1"	"0"	"0"	"1"	"0"	"24"	"0"	"2"	"7"	"1"	"1"	"0"	"0"	"460"	"0"	"4"	"464"	"0"
"42"	"29"	"71"	"383"	"4"	"106"	"1"	"1"	"0"	"3"	"0"	"13"	"1"	"0"	"8"	"0"	"1"	"3"	"1"	"596"	"0"	"12"	"608"	"0"
"43"	"30"	"39"	"341"	"2"	"220"	"2"	"11"	"2"	"1"	"1"	"22"	"1"	"1"	"6"	"2"	"2"	"1"	"4"	"658"	"0"	"3"	"661"	"0"
"44"	"30A"	"16"	"102"	"1"	"96"	"1"	"6"	"0"	"0"	"0"	"19"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"247"	"0"	"0"	"247"	"0"
"45"	"31"	"50"	"141"	"1"	"483"	"3"	"0"	"0"	"0"	"0"	"34"	"0"	"3"	"9"	"3"	"1"	"0"	"3"	"731"	"0"	"5"	"736"	"0"
"46"	"32"	"46"	"369"	"1"	"196"	"3"	"1"	"0"	"0"	"2"	"18"	"1"	"1"	"7"	"0"	"0"	"2"	"2"	"649"	"0"	"0"	"649"	"0"
"47"	"33"	"67"	"405"	"1"	"196"	"0"	"1"	"0"	"0"	"0"	"10"	"1"	"0"	"9"	"2"	"0"	"0"	"1"	"693"	"0"	"2"	"695"	"0"
"48"	"34"	"106"	"259"	"4"	"74"	"2"	"0"	"0"	"0"	"0"	"16"	"1"	"1"	"6"	"2"	"4"	"8"	"2"	"485"	"0"	"2"	"487"	"0"
"49"	"35"	"92"	"328"	"1"	"66"	"0"	"0"	"0"	"1"	"0"	"12"	"1"	"0"	"6"	"1"	"0"	"2"	"0"	"510"	"0"	"6"	"516"	"0"
"50"	"36"	"53"	"220"	"2"	"81"	"0"	"0"	"0"	"1"	"0"	"16"	"1"	"1"	"6"	"2"	"0"	"1"	"3"	"387"	"0"	"2"	"389"	"0"
"51"	"37"	"46"	"281"	"0"	"49"	"1"	"0"	"0"	"0"	"0"	"9"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"390"	"0"	"7"	"397"	"0"
"52"	"38"	"49"	"354"	"1"	"28"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"438"	"0"	"0"	"438"	"0"
"53"	"39"	"48"	"154"	"4"	"183"	"1"	"6"	"1"	"0"	"1"	"33"	"4"	"2"	"7"	"4"	"4"	"7"	"6"	"465"	"0"	"15"	"480"	"0"
"54"	"39A"	"66"	"190"	"1"	"139"	"3"	"4"	"4"	"0"	"0"	"20"	"1"	"1"	"6"	"1"	"1"	"2"	"1"	"440"	"0"	"3"	"443"	"0"
"55"	"40"	"42"	"273"	"0"	"77"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"2"	"0"	"400"	"0"	"1"	"401"	"0"
"56"	"41"	"39"	"362"	"4"	"151"	"4"	"2"	"3"	"0"	"2"	"22"	"0"	"0"	"5"	"1"	"1"	"0"	"2"	"598"	"0"	"5"	"603"	"0"
"57"	"42"	"34"	"476"	"4"	"120"	"1"	"0"	"0"	"0"	"0"	"15"	"0"	"1"	"5"	"2"	"1"	"0"	"2"	"661"	"0"	"6"	"667"	"0"
"58"	"43"	"50"	"397"	"2"	"188"	"3"	"1"	"3"	"1"	"1"	"30"	"1"	"2"	"8"	"1"	"2"	"6"	"0"	"696"	"0"	"4"	"700"	"0"
"59"	"43A"	"22"	"185"	"2"	"89"	"0"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"314"	"0"	"1"	"315"	"0"
"60"	"44"	"55"	"495"	"6"	"225"	"1"	"0"	"0"	"0"	"0"	"28"	"0"	"0"	"8"	"2"	"5"	"2"	"0"	"827"	"0"	"7"	"834"	"0"
"61"	"45"	"25"	"316"	"3"	"97"	"0"	"1"	"0"	"0"	"0"	"5"	"2"	"2"	"6"	"0"	"1"	"4"	"0"	"462"	"0"	"8"	"470"	"0"
"62"	"46"	"23"	"265"	"3"	"152"	"1"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"457"	"0"	"2"	"459"	"0"
"63"	"47"	"12"	"282"	"6"	"225"	"5"	"0"	"2"	"0"	"1"	"17"	"3"	"0"	"4"	"0"	"2"	"3"	"0"	"562"	"0"	"3"	"565"	"0"
"64"	"48"	"25"	"109"	"2"	"358"	"3"	"0"	"1"	"2"	"0"	"18"	"1"	"0"	"6"	"1"	"0"	"0"	"1"	"527"	"0"	"0"	"527"	"0"
"65"	"49"	"20"	"439"	"6"	"135"	"1"	"2"	"1"	"0"	"0"	"17"	"1"	"2"	"8"	"1"	"2"	"1"	"2"	"638"	"0"	"9"	"647"	"0"
"66"	"50"	"26"	"274"	"0"	"84"	"0"	"0"	"0"	"0"	"1"	"9"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"399"	"0"	"2"	"401"	"0"
"67"	"51"	"30"	"291"	"3"	"66"	"0"	"0"	"2"	"0"	"1"	"10"	"1"	"0"	"6"	"2"	"0"	"0"	"0"	"412"	"0"	"3"	"415"	"0"
"68"	"52"	"24"	"313"	"1"	"20"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"1"	"1"	"365"	"0"	"3"	"368"	"0"
"69"	"53"	"15"	"232"	"1"	"268"	"6"	"0"	"0"	"0"	"0"	"9"	"1"	"2"	"9"	"1"	"0"	"1"	"0"	"545"	"0"	"3"	"548"	"0"
"70"	"54"	"23"	"351"	"6"	"272"	"1"	"1"	"0"	"0"	"1"	"21"	"0"	"1"	"10"	"0"	"1"	"1"	"2"	"691"	"0"	"9"	"700"	"0"
"71"	"55"	"24"	"359"	"3"	"341"	"2"	"2"	"6"	"0"	"2"	"64"	"1"	"3"	"16"	"5"	"1"	"2"	"7"	"838"	"0"	"7"	"845"	"0"
"72"	"56"	"20"	"451"	"1"	"227"	"2"	"0"	"2"	"1"	"2"	"31"	"2"	"4"	"14"	"5"	"3"	"6"	"1"	"772"	"0"	"11"	"783"	"0"
"73"	"57"	"35"	"356"	"3"	"117"	"0"	"1"	"1"	"0"	"1"	"17"	"1"	"2"	"6"	"2"	"2"	"4"	"0"	"548"	"0"	"0"	"548"	"0"
"74"	"58"	"10"	"256"	"3"	"132"	"1"	"0"	"2"	"1"	"0"	"21"	"1"	"0"	"8"	"0"	"0"	"1"	"0"	"436"	"0"	"7"	"443"	"0"
"75"	"59"	"26"	"347"	"2"	"147"	"2"	"0"	"0"	"1"	"1"	"17"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"547"	"0"	"1"	"548"	"0"
"76"	"60"	"27"	"428"	"2"	"54"	"0"	"1"	"1"	"0"	"0"	"11"	"1"	"0"	"7"	"1"	"1"	"3"	"0"	"537"	"0"	"4"	"541"	"0"
"77"	"61"	"21"	"399"	"3"	"34"	"0"	"0"	"2"	"0"	"0"	"5"	"0"	"0"	"4"	"1"	"1"	"0"	"0"	"470"	"0"	"2"	"472"	"0"
"78"	"62"	"21"	"475"	"3"	"48"	"0"	"0"	"1"	"1"	"1"	"17"	"2"	"0"	"2"	"0"	"0"	"8"	"4"	"583"	"0"	"9"	"592"	"0"
"79"	"63"	"52"	"367"	"2"	"127"	"1"	"0"	"1"	"0"	"0"	"27"	"0"	"2"	"8"	"1"	"1"	"4"	"1"	"594"	"0"	"4"	"598"	"0"
"80"	"64"	"26"	"523"	"6"	"124"	"0"	"4"	"1"	"0"	"0"	"21"	"0"	"1"	"8"	"0"	"0"	"2"	"1"	"717"	"0"	"2"	"719"	"0"
"81"	"65"	"22"	"444"	"1"	"113"	"2"	"2"	"2"	"0"	"0"	"17"	"0"	"1"	"4"	"0"	"1"	"0"	"0"	"609"	"0"	"1"	"610"	"0"
"82"	"66"	"7"	"166"	"3"	"73"	"2"	"3"	"1"	"0"	"0"	"7"	"0"	"1"	"3"	"0"	"3"	"1"	"1"	"271"	"0"	"1"	"272"	"0"
"83"	"66A"	"16"	"182"	"2"	"80"	"0"	"0"	"0"	"1"	"0"	"23"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"311"	"0"	"2"	"313"	"0"
"84"	"67"	"9"	"367"	"4"	"98"	"0"	"0"	"1"	"0"	"2"	"9"	"2"	"0"	"0"	"2"	"2"	"0"	"1"	"497"	"0"	"4"	"501"	"0"
"85"	"68"	"11"	"276"	"2"	"134"	"7"	"0"	"1"	"0"	"1"	"35"	"1"	"2"	"10"	"0"	"1"	"3"	"0"	"484"	"0"	"3"	"487"	"0"
"86"	"69"	"27"	"348"	"1"	"202"	"3"	"2"	"0"	"0"	"0"	"26"	"1"	"4"	"6"	"0"	"0"	"1"	"2"	"623"	"0"	"1"	"624"	"0"
"87"	"70"	"29"	"195"	"3"	"572"	"6"	"5"	"3"	"0"	"1"	"32"	"2"	"0"	"6"	"2"	"1"	"0"	"1"	"858"	"0"	"3"	"861"	"0"
"88"	"71"	"25"	"521"	"4"	"117"	"1"	"4"	"0"	"0"	"2"	"17"	"1"	"3"	"6"	"1"	"2"	"4"	"1"	"709"	"0"	"6"	"715"	"0"
"89"	"72"	"19"	"498"	"7"	"295"	"5"	"19"	"0"	"0"	"3"	"81"	"3"	"6"	"16"	"4"	"4"	"9"	"1"	"970"	"0"	"4"	"974"	"0"
"90"	"73"	"23"	"398"	"8"	"157"	"2"	"4"	"1"	"1"	"0"	"50"	"1"	"3"	"2"	"2"	"6"	"2"	"1"	"661"	"0"	"17"	"678"	"0"
"91"	"74"	"13"	"405"	"3"	"139"	"3"	"2"	"3"	"0"	"1"	"29"	"3"	"2"	"5"	"3"	"4"	"12"	"1"	"628"	"0"	"3"	"631"	"0"
"92"	"75"	"29"	"52"	"1"	"570"	"7"	"0"	"2"	"0"	"1"	"55"	"1"	"4"	"12"	"5"	"0"	"4"	"2"	"745"	"0"	"3"	"748"	"0"
"93"	"75A"	"6"	"8"	"0"	"218"	"2"	"0"	"0"	"0"	"0"	"11"	"1"	"0"	"4"	"0"	"1"	"0"	"1"	"252"	"0"	"0"	"252"	"0"
"94"	"76"	"10"	"40"	"1"	"296"	"2"	"0"	"1"	"0"	"0"	"15"	"0"	"2"	"4"	"0"	"1"	"0"	"0"	"372"	"0"	"0"	"372"	"0"
"95"	"76A"	"14"	"105"	"0"	"342"	"8"	"2"	"0"	"0"	"1"	"28"	"1"	"3"	"3"	"1"	"0"	"2"	"0"	"510"	"0"	"0"	"510"	"0"
"96"	"77"	"21"	"299"	"2"	"157"	"0"	"1"	"3"	"0"	"0"	"18"	"0"	"3"	"6"	"0"	"2"	"0"	"0"	"512"	"0"	"4"	"516"	"0"
"97"	"78"	"19"	"174"	"2"	"429"	"3"	"0"	"0"	"0"	"2"	"22"	"2"	"1"	"8"	"0"	"2"	"1"	"5"	"670"	"0"	"5"	"675"	"0"
"98"	"79"	"29"	"79"	"0"	"372"	"4"	"3"	"0"	"0"	"0"	"15"	"10"	"2"	"4"	"1"	"0"	"1"	"1"	"521"	"0"	"1"	"522"	"0"
"99"	"80"	"25"	"144"	"4"	"398"	"5"	"3"	"3"	"0"	"0"	"36"	"1"	"4"	"11"	"2"	"8"	"7"	"2"	"653"	"0"	"7"	"660"	"0"
"100"	"81"	"17"	"130"	"3"	"485"	"3"	"0"	"1"	"0"	"0"	"26"	"3"	"2"	"7"	"1"	"0"	"1"	"3"	"682"	"0"	"3"	"685"	"0"
"101"	"82"	"45"	"30"	"3"	"402"	"0"	"8"	"5"	"1"	"1"	"38"	"0"	"0"	"12"	"7"	"1"	"1"	"0"	"554"	"0"	"2"	"556"	"0"
"102"	"83"	"49"	"56"	"7"	"628"	"5"	"4"	"1"	"1"	"2"	"76"	"3"	"6"	"20"	"3"	"2"	"4"	"1"	"868"	"0"	"1"	"869"	"0"
"103"	"84"	"55"	"190"	"3"	"585"	"5"	"0"	"0"	"0"	"4"	"38"	"4"	"7"	"14"	"3"	"1"	"3"	"0"	"912"	"0"	"6"	"918"	"0"
"104"	"85"	"50"	"446"	"2"	"223"	"2"	"2"	"2"	"1"	"4"	"34"	"0"	"3"	"17"	"2"	"3"	"3"	"0"	"794"	"0"	"2"	"796"	"0"
"105"	"86"	"55"	"164"	"4"	"233"	"6"	"0"	"3"	"2"	"0"	"21"	"0"	"0"	"2"	"2"	"1"	"1"	"1"	"495"	"0"	"2"	"497"	"0"
"106"	"87"	"29"	"143"	"4"	"445"	"7"	"1"	"4"	"2"	"1"	"55"	"6"	"6"	"25"	"5"	"1"	"6"	"7"	"747"	"0"	"11"	"758"	"0"
"107"	"88"	"29"	"361"	"3"	"299"	"3"	"1"	"0"	"1"	"0"	"28"	"0"	"0"	"7"	"3"	"0"	"3"	"0"	"738"	"0"	"2"	"740"	"0"
"108"	"89"	"31"	"358"	"8"	"270"	"4"	"3"	"3"	"1"	"2"	"39"	"6"	"4"	"11"	"2"	"1"	"4"	"0"	"747"	"0"	"4"	"751"	"0"
"109"	"90"	"50"	"308"	"9"	"404"	"4"	"1"	"0"	"1"	"1"	"52"	"6"	"2"	"11"	"2"	"2"	"4"	"2"	"859"	"0"	"2"	"861"	"0"
"110"	"91"	"14"	"288"	"8"	"238"	"5"	"1"	"2"	"2"	"1"	"27"	"6"	"4"	"4"	"2"	"3"	"6"	"0"	"611"	"0"	"11"	"622"	"0"
"111"	"92"	"26"	"3"	"6"	"583"	"14"	"4"	"5"	"0"	"1"	"41"	"6"	"14"	"41"	"6"	"1"	"7"	"2"	"760"	"0"	"2"	"762"	"0"
"112"	"93"	"21"	"62"	"15"	"413"	"16"	"1"	"3"	"0"	"2"	"42"	"8"	"12"	"43"	"0"	"3"	"5"	"0"	"646"	"0"	"5"	"651"	"0"
"113"	"94"	"31"	"21"	"4"	"460"	"9"	"3"	"5"	"1"	"1"	"51"	"7"	"14"	"54"	"7"	"1"	"7"	"1"	"677"	"0"	"0"	"677"	"0"
"114"	"94A"	"27"	"3"	"2"	"351"	"3"	"2"	"9"	"0"	"1"	"34"	"1"	"6"	"11"	"4"	"2"	"4"	"0"	"460"	"0"	"0"	"460"	"0"
"115"	"95"	"45"	"11"	"1"	"689"	"16"	"2"	"4"	"0"	"2"	"39"	"3"	"10"	"55"	"5"	"1"	"9"	"1"	"893"	"0"	"4"	"897"	"0"
"116"	"96"	"31"	"18"	"9"	"761"	"18"	"5"	"7"	"2"	"4"	"66"	"10"	"9"	"57"	"11"	"4"	"12"	"0"	"1024"	"0"	"1"	"1025"	"0"
"117"	"97"	"39"	"6"	"3"	"623"	"15"	"1"	"3"	"3"	"0"	"23"	"5"	"3"	"25"	"2"	"1"	"1"	"4"	"757"	"0"	"0"	"757"	"0"
"118"	"97A"	"7"	"10"	"0"	"423"	"8"	"0"	"2"	"2"	"5"	"53"	"5"	"16"	"67"	"8"	"2"	"14"	"3"	"625"	"0"	"3"	"628"	"0"
"119"	"98"	"22"	"167"	"10"	"502"	"11"	"6"	"3"	"1"	"3"	"47"	"7"	"4"	"12"	"2"	"1"	"10"	"0"	"808"	"0"	"3"	"811"	"0"
"120"	"99"	"21"	"202"	"3"	"219"	"0"	"2"	"1"	"1"	"1"	"23"	"1"	"0"	"4"	"2"	"4"	"1"	"2"	"487"	"0"	"4"	"491"	"0"
"121"	"100"	"29"	"468"	"5"	"364"	"6"	"2"	"2"	"3"	"4"	"46"	"4"	"8"	"17"	"9"	"13"	"5"	"4"	"989"	"0"	"29"	"1018"	"0"
"122"	"101"	"26"	"122"	"3"	"247"	"1"	"0"	"0"	"1"	"0"	"24"	"2"	"1"	"6"	"4"	"4"	"3"	"1"	"445"	"0"	"1"	"446"	"0"
"123"	"102"	"24"	"290"	"10"	"570"	"3"	"5"	"2"	"3"	"4"	"68"	"4"	"3"	"11"	"3"	"2"	"2"	"20"	"1024"	"0"	"15"	"1039"	"0"
"124"	"103"	"15"	"576"	"8"	"186"	"6"	"0"	"0"	"1"	"2"	"18"	"2"	"5"	"10"	"2"	"10"	"10"	"4"	"855"	"0"	"12"	"867"	"0"
"125"	"104"	"20"	"548"	"5"	"220"	"4"	"1"	"1"	"0"	"1"	"19"	"2"	"3"	"8"	"2"	"8"	"3"	"2"	"847"	"0"	"19"	"866"	"0"
"126"	"105"	"52"	"396"	"6"	"340"	"4"	"5"	"2"	"4"	"0"	"46"	"6"	"11"	"35"	"6"	"9"	"18"	"1"	"941"	"0"	"12"	"953"	"0"
"127"	"106"	"25"	"513"	"4"	"163"	"3"	"0"	"5"	"0"	"0"	"20"	"2"	"4"	"15"	"4"	"4"	"2"	"1"	"765"	"0"	"12"	"777"	"0"
"128"	"107"	"29"	"405"	"2"	"118"	"2"	"1"	"4"	"2"	"0"	"13"	"1"	"1"	"14"	"1"	"1"	"1"	"1"	"596"	"0"	"6"	"602"	"0"
"129"	"108"	"12"	"530"	"7"	"81"	"0"	"1"	"4"	"1"	"2"	"18"	"6"	"2"	"7"	"3"	"10"	"6"	"2"	"692"	"0"	"13"	"705"	"0"
"130"	"109"	"14"	"282"	"6"	"160"	"6"	"0"	"0"	"1"	"1"	"44"	"4"	"5"	"7"	"7"	"5"	"10"	"9"	"561"	"0"	"19"	"580"	"0"
"131"	"110"	"14"	"369"	"7"	"280"	"4"	"1"	"2"	"5"	"4"	"54"	"3"	"8"	"18"	"4"	"12"	"10"	"4"	"799"	"0"	"34"	"833"	"0"
"132"	"111"	"21"	"390"	"5"	"303"	"8"	"1"	"2"	"1"	"2"	"50"	"3"	"7"	"7"	"7"	"3"	"8"	"4"	"822"	"0"	"16"	"838"	"0"
"133"	"112"	"8"	"286"	"2"	"91"	"3"	"1"	"0"	"2"	"1"	"9"	"1"	"1"	"4"	"2"	"1"	"3"	"1"	"416"	"0"	"14"	"430"	"0"
"134"	"112A"	"3"	"395"	"3"	"215"	"4"	"2"	"0"	"1"	"0"	"22"	"3"	"3"	"5"	"2"	"2"	"0"	"12"	"672"	"0"	"18"	"690"	"0"
"135"	"113"	"20"	"486"	"4"	"179"	"1"	"2"	"0"	"0"	"0"	"24"	"4"	"2"	"6"	"4"	"4"	"8"	"2"	"746"	"0"	"5"	"751"	"0"
"136"	"114"	"11"	"299"	"7"	"289"	"2"	"0"	"1"	"0"	"1"	"37"	"1"	"3"	"16"	"5"	"7"	"4"	"3"	"686"	"0"	"3"	"689"	"0"
"137"	"115"	"12"	"450"	"4"	"180"	"3"	"0"	"0"	"1"	"2"	"25"	"1"	"4"	"13"	"0"	"5"	"3"	"0"	"703"	"0"	"7"	"710"	"0"
"138"	"116"	"31"	"476"	"3"	"208"	"4"	"1"	"2"	"0"	"0"	"29"	"3"	"0"	"7"	"1"	"3"	"5"	"3"	"776"	"0"	"7"	"783"	"0"
"139"	"117"	"14"	"352"	"1"	"169"	"4"	"0"	"1"	"0"	"0"	"21"	"4"	"2"	"4"	"3"	"2"	"6"	"0"	"583"	"0"	"2"	"585"	"0"
"140"	"118"	"25"	"430"	"1"	"189"	"4"	"0"	"0"	"0"	"2"	"28"	"1"	"3"	"13"	"5"	"4"	"2"	"1"	"708"	"0"	"3"	"711"	"0"
"141"	"119"	"23"	"397"	"5"	"272"	"6"	"1"	"0"	"0"	"0"	"43"	"1"	"5"	"13"	"5"	"7"	"3"	"7"	"788"	"0"	"12"	"800"	"0"
"142"	"120"	"29"	"456"	"5"	"316"	"6"	"2"	"4"	"2"	"2"	"57"	"2"	"4"	"18"	"2"	"1"	"5"	"3"	"914"	"0"	"2"	"916"	"0"
"143"	"121"	"168"	"323"	"6"	"374"	"4"	"1"	"2"	"1"	"5"	"64"	"2"	"5"	"17"	"7"	"9"	"8"	"6"	"1002"	"0"	"9"	"1011"	"0"
