"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"20"	"7A"	"108"	"146"	"131"	"2"	"9"	"0"	"4"	"5"	"3"	"3"	"4"	"5"	"8"	"14"	"13"	"19"	"3"	"477"	"0"	"1"	"478"	"0"
"21"	"8"	"180"	"67"	"229"	"5"	"3"	"1"	"2"	"5"	"7"	"3"	"2"	"6"	"9"	"19"	"13"	"35"	"9"	"595"	"0"	"12"	"607"	"0"
"22"	"9"	"207"	"125"	"426"	"9"	"7"	"5"	"0"	"3"	"3"	"7"	"68"	"4"	"14"	"24"	"5"	"30"	"2"	"939"	"0"	"4"	"943"	"0"
"23"	"10"	"141"	"178"	"108"	"2"	"0"	"1"	"2"	"1"	"1"	"2"	"1"	"0"	"1"	"2"	"2"	"6"	"7"	"455"	"0"	"8"	"463"	"0"
"24"	"11"	"240"	"64"	"434"	"11"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"1"	"1"	"3"	"3"	"13"	"3"	"780"	"0"	"1"	"781"	"0"
"25"	"12"	"182"	"323"	"103"	"2"	"0"	"3"	"0"	"2"	"5"	"2"	"5"	"3"	"2"	"3"	"8"	"22"	"10"	"675"	"0"	"6"	"681"	"0"
"26"	"13"	"68"	"367"	"81"	"2"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"532"	"0"	"3"	"535"	"0"
"27"	"14"	"468"	"29"	"141"	"11"	"2"	"3"	"1"	"0"	"2"	"3"	"0"	"1"	"1"	"3"	"2"	"6"	"14"	"687"	"0"	"0"	"687"	"0"
"28"	"15"	"162"	"13"	"115"	"2"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"5"	"1"	"5"	"4"	"17"	"5"	"336"	"0"	"0"	"336"	"0"
"29"	"16"	"269"	"128"	"278"	"2"	"3"	"0"	"0"	"3"	"4"	"0"	"0"	"3"	"2"	"5"	"4"	"7"	"3"	"711"	"0"	"2"	"713"	"0"
"30"	"17"	"97"	"59"	"75"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"4"	"1"	"2"	"6"	"6"	"253"	"0"	"4"	"257"	"0"
"31"	"18"	"47"	"36"	"457"	"7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"2"	"560"	"0"	"0"	"560"	"0"
"32"	"19"	"71"	"89"	"89"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"2"	"2"	"265"	"0"	"3"	"268"	"0"
"33"	"20"	"166"	"235"	"43"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"456"	"0"	"4"	"460"	"0"
"34"	"21"	"126"	"219"	"40"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"4"	"4"	"4"	"13"	"6"	"422"	"0"	"4"	"426"	"0"
"35"	"22"	"125"	"148"	"49"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"325"	"0"	"1"	"326"	"0"
"36"	"23"	"384"	"139"	"7"	"0"	"1"	"0"	"0"	"3"	"5"	"1"	"1"	"1"	"2"	"4"	"5"	"43"	"15"	"611"	"0"	"3"	"614"	"0"
"37"	"24"	"159"	"135"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"4"	"8"	"5"	"327"	"0"	"1"	"328"	"0"
"38"	"25"	"122"	"341"	"45"	"2"	"1"	"3"	"0"	"3"	"4"	"1"	"1"	"3"	"1"	"2"	"7"	"5"	"8"	"549"	"0"	"5"	"554"	"0"
"39"	"26"	"173"	"161"	"119"	"3"	"1"	"0"	"2"	"1"	"14"	"2"	"1"	"1"	"1"	"2"	"2"	"3"	"12"	"498"	"0"	"14"	"512"	"0"
"40"	"27"	"93"	"421"	"100"	"3"	"1"	"3"	"2"	"1"	"4"	"1"	"0"	"2"	"1"	"1"	"5"	"1"	"4"	"643"	"0"	"3"	"646"	"0"
"41"	"28"	"68"	"4"	"105"	"3"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"2"	"5"	"2"	"5"	"16"	"218"	"0"	"4"	"222"	"0"
"42"	"29"	"150"	"29"	"161"	"4"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"6"	"2"	"3"	"8"	"370"	"0"	"5"	"375"	"0"
"43"	"30"	"244"	"122"	"252"	"3"	"6"	"3"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"4"	"1"	"1"	"2"	"644"	"0"	"1"	"645"	"0"
"44"	"31"	"96"	"836"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"945"	"0"	"1"	"946"	"0"
"45"	"32"	"18"	"344"	"27"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"1"	"397"	"0"	"3"	"400"	"0"
"46"	"33"	"106"	"537"	"99"	"5"	"3"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"4"	"5"	"766"	"0"	"15"	"781"	"0"
"47"	"34"	"52"	"978"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1038"	"0"	"1"	"1039"	"0"
"48"	"35"	"52"	"904"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"2"	"978"	"0"	"1"	"979"	"0"
"49"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"50"	"37"	"150"	"265"	"85"	"3"	"6"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"0"	"5"	"15"	"539"	"0"	"10"	"549"	"0"
"51"	"38"	"77"	"278"	"31"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"6"	"3"	"403"	"0"	"9"	"412"	"0"
"52"	"39"	"111"	"203"	"41"	"1"	"30"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"6"	"17"	"416"	"0"	"6"	"422"	"0"
"53"	"39A"	"132"	"166"	"82"	"3"	"15"	"0"	"1"	"2"	"1"	"1"	"0"	"2"	"0"	"4"	"7"	"5"	"4"	"425"	"0"	"7"	"432"	"0"
"54"	"40"	"107"	"369"	"31"	"1"	"8"	"1"	"0"	"0"	"2"	"2"	"2"	"1"	"1"	"4"	"12"	"5"	"6"	"552"	"0"	"9"	"561"	"0"
"55"	"41"	"69"	"197"	"183"	"5"	"8"	"5"	"0"	"0"	"3"	"3"	"2"	"2"	"4"	"7"	"11"	"18"	"4"	"521"	"0"	"1"	"522"	"0"
"56"	"42"	"195"	"47"	"174"	"4"	"2"	"4"	"2"	"1"	"0"	"3"	"0"	"2"	"4"	"7"	"4"	"19"	"0"	"468"	"0"	"2"	"470"	"0"
"57"	"42A"	"149"	"124"	"133"	"1"	"3"	"2"	"0"	"1"	"3"	"0"	"0"	"0"	"2"	"0"	"1"	"9"	"1"	"429"	"0"	"3"	"432"	"0"
"58"	"43"	"250"	"130"	"211"	"7"	"2"	"10"	"0"	"4"	"6"	"1"	"0"	"2"	"0"	"1"	"1"	"5"	"1"	"631"	"0"	"0"	"631"	"0"
"59"	"44"	"91"	"131"	"173"	"8"	"0"	"4"	"0"	"1"	"2"	"1"	"13"	"0"	"1"	"1"	"1"	"2"	"3"	"432"	"0"	"2"	"434"	"0"
"60"	"45"	"163"	"113"	"230"	"6"	"4"	"2"	"1"	"2"	"4"	"0"	"3"	"1"	"3"	"11"	"3"	"9"	"7"	"562"	"0"	"10"	"572"	"0"
"61"	"46"	"51"	"46"	"404"	"5"	"0"	"1"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"517"	"0"	"0"	"517"	"0"
"62"	"47"	"168"	"186"	"167"	"9"	"7"	"2"	"0"	"2"	"2"	"2"	"2"	"3"	"3"	"10"	"5"	"12"	"17"	"597"	"0"	"21"	"618"	"0"
"63"	"48"	"167"	"184"	"77"	"4"	"3"	"0"	"0"	"2"	"6"	"3"	"5"	"5"	"4"	"3"	"12"	"15"	"14"	"504"	"0"	"8"	"512"	"0"
"64"	"49"	"142"	"13"	"479"	"8"	"3"	"3"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"12"	"7"	"10"	"2"	"685"	"0"	"4"	"689"	"0"
"65"	"50"	"229"	"21"	"155"	"8"	"4"	"0"	"1"	"0"	"4"	"2"	"3"	"2"	"1"	"6"	"3"	"11"	"1"	"451"	"0"	"1"	"452"	"0"
"66"	"51"	"204"	"44"	"480"	"5"	"0"	"3"	"0"	"2"	"2"	"2"	"0"	"0"	"5"	"8"	"1"	"9"	"2"	"767"	"0"	"2"	"769"	"0"
"67"	"52"	"236"	"13"	"600"	"7"	"2"	"0"	"1"	"2"	"0"	"2"	"2"	"0"	"2"	"14"	"3"	"12"	"4"	"900"	"0"	"3"	"903"	"0"
"68"	"53"	"199"	"66"	"272"	"9"	"4"	"1"	"4"	"0"	"3"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"1"	"565"	"0"	"3"	"568"	"0"
"69"	"54"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"70"	"54A"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"71"	"55"	"248"	"2"	"476"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"9"	"740"	"0"	"5"	"745"	"0"
"72"	"56"	"90"	"144"	"211"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"454"	"0"	"1"	"455"	"0"
"73"	"57"	"138"	"30"	"247"	"4"	"1"	"3"	"0"	"1"	"2"	"2"	"1"	"0"	"1"	"1"	"2"	"2"	"2"	"437"	"0"	"3"	"440"	"0"
"74"	"58"	"107"	"123"	"136"	"5"	"1"	"4"	"3"	"2"	"8"	"1"	"1"	"4"	"4"	"5"	"7"	"7"	"6"	"424"	"0"	"2"	"426"	"0"
"75"	"59"	"163"	"133"	"244"	"9"	"1"	"3"	"0"	"5"	"3"	"3"	"1"	"1"	"5"	"8"	"5"	"16"	"2"	"602"	"0"	"5"	"607"	"0"
"76"	"60"	"154"	"42"	"301"	"5"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"1"	"4"	"6"	"4"	"10"	"2"	"535"	"0"	"2"	"537"	"0"
"77"	"61"	"97"	"14"	"130"	"5"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"1"	"6"	"2"	"11"	"1"	"275"	"0"	"1"	"276"	"0"
"78"	"62"	"133"	"152"	"275"	"6"	"1"	"2"	"3"	"7"	"3"	"2"	"1"	"1"	"5"	"5"	"3"	"11"	"4"	"614"	"0"	"8"	"622"	"0"
"79"	"63"	"13"	"975"	"125"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"1119"	"0"	"3"	"1122"	"0"
"80"	"64"	"47"	"30"	"1065"	"9"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"2"	"0"	"3"	"2"	"1166"	"0"	"2"	"1168"	"0"
"81"	"65"	"174"	"122"	"206"	"7"	"6"	"1"	"3"	"1"	"4"	"2"	"2"	"3"	"1"	"3"	"4"	"7"	"6"	"552"	"0"	"4"	"556"	"0"
"82"	"66"	"87"	"83"	"69"	"3"	"0"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"3"	"2"	"258"	"0"	"2"	"260"	"0"
"83"	"67"	"74"	"72"	"29"	"3"	"0"	"11"	"1"	"0"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"2"	"1"	"199"	"0"	"2"	"201"	"0"
"84"	"68"	"46"	"5"	"763"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"821"	"0"	"0"	"821"	"0"
"85"	"69"	"105"	"8"	"885"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"1"	"1010"	"0"	"1"	"1011"	"0"
"86"	"70"	"2"	"608"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"612"	"0"	"1"	"613"	"0"
"87"	"71"	"16"	"282"	"33"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"3"	"341"	"0"	"1"	"342"	"0"
"88"	"72"	"243"	"109"	"177"	"2"	"1"	"3"	"1"	"2"	"8"	"3"	"2"	"2"	"5"	"9"	"7"	"9"	"6"	"589"	"0"	"7"	"596"	"0"
"89"	"73"	"265"	"42"	"179"	"5"	"0"	"1"	"1"	"0"	"2"	"0"	"7"	"0"	"1"	"0"	"2"	"1"	"2"	"508"	"0"	"2"	"510"	"0"
"90"	"74"	"47"	"98"	"209"	"3"	"2"	"3"	"0"	"0"	"1"	"2"	"2"	"5"	"6"	"11"	"6"	"11"	"7"	"413"	"0"	"2"	"415"	"0"
"91"	"75"	"21"	"182"	"102"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"3"	"0"	"1"	"318"	"0"	"0"	"318"	"0"
"92"	"76"	"122"	"270"	"211"	"7"	"2"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"3"	"3"	"1"	"5"	"4"	"633"	"0"	"4"	"637"	"0"
"93"	"77"	"34"	"557"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"611"	"0"	"0"	"611"	"0"
"94"	"78"	"9"	"1017"	"26"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1057"	"0"	"2"	"1059"	"0"
"95"	"79"	"116"	"29"	"193"	"14"	"4"	"4"	"1"	"0"	"0"	"2"	"0"	"3"	"10"	"11"	"5"	"8"	"5"	"405"	"0"	"3"	"408"	"0"
"96"	"79A"	"126"	"26"	"171"	"2"	"0"	"3"	"0"	"0"	"1"	"2"	"2"	"1"	"3"	"8"	"4"	"13"	"10"	"372"	"0"	"3"	"375"	"0"
"97"	"80"	"77"	"71"	"227"	"5"	"2"	"0"	"1"	"5"	"4"	"3"	"3"	"4"	"3"	"7"	"1"	"11"	"9"	"433"	"0"	"11"	"444"	"0"
"98"	"80A"	"60"	"43"	"379"	"6"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"3"	"1"	"499"	"0"	"2"	"501"	"0"
"99"	"81"	"199"	"95"	"114"	"5"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"3"	"2"	"4"	"6"	"9"	"1"	"447"	"0"	"1"	"448"	"0"
"100"	"82"	"112"	"66"	"273"	"6"	"3"	"1"	"2"	"1"	"1"	"2"	"2"	"0"	"2"	"9"	"0"	"4"	"4"	"488"	"0"	"2"	"490"	"0"
"101"	"83"	"71"	"59"	"501"	"5"	"3"	"2"	"0"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"2"	"1"	"3"	"653"	"0"	"1"	"654"	"0"
"102"	"84"	"51"	"7"	"318"	"8"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"2"	"394"	"0"	"1"	"395"	"0"
"103"	"85"	"61"	"268"	"40"	"3"	"1"	"0"	"2"	"3"	"4"	"1"	"2"	"0"	"1"	"0"	"3"	"2"	"1"	"392"	"0"	"2"	"394"	"0"
"104"	"86"	"282"	"22"	"210"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"3"	"0"	"18"	"8"	"553"	"0"	"1"	"554"	"0"
"105"	"87"	"64"	"69"	"144"	"4"	"0"	"0"	"0"	"4"	"2"	"3"	"0"	"1"	"2"	"3"	"5"	"8"	"1"	"310"	"0"	"1"	"311"	"0"
"106"	"88"	"62"	"11"	"499"	"13"	"4"	"1"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"3"	"2"	"1"	"7"	"609"	"0"	"2"	"611"	"0"
"107"	"89"	"99"	"168"	"215"	"2"	"2"	"1"	"1"	"2"	"7"	"1"	"0"	"0"	"2"	"5"	"3"	"3"	"4"	"515"	"0"	"8"	"523"	"0"
"108"	"90"	"65"	"73"	"298"	"4"	"2"	"2"	"1"	"0"	"4"	"0"	"1"	"1"	"2"	"2"	"1"	"7"	"0"	"463"	"0"	"2"	"465"	"0"
"109"	"91"	"48"	"209"	"219"	"1"	"0"	"0"	"1"	"1"	"27"	"2"	"1"	"4"	"1"	"6"	"7"	"9"	"5"	"541"	"0"	"10"	"551"	"0"
"110"	"92"	"194"	"113"	"285"	"2"	"1"	"1"	"1"	"1"	"18"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"620"	"0"	"0"	"620"	"0"
"111"	"93"	"116"	"63"	"324"	"9"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"1"	"3"	"5"	"529"	"0"	"2"	"531"	"0"
"112"	"94"	"44"	"55"	"425"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"2"	"1"	"0"	"7"	"3"	"544"	"0"	"1"	"545"	"0"
"113"	"95"	"16"	"9"	"289"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"320"	"0"	"0"	"320"	"0"
"114"	"96"	"89"	"3"	"324"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"417"	"0"	"1"	"418"	"0"
"115"	"97"	"123"	"624"	"92"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"2"	"1"	"854"	"0"	"1"	"855"	"0"
"116"	"98"	"165"	"47"	"194"	"20"	"1"	"8"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"7"	"2"	"10"	"8"	"468"	"0"	"6"	"474"	"0"
"117"	"99"	"25"	"475"	"47"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"2"	"557"	"0"	"4"	"561"	"0"
"118"	"99A"	"21"	"500"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"560"	"0"	"1"	"561"	"0"
"119"	"100"	"34"	"969"	"50"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1056"	"0"	"5"	"1061"	"0"
"120"	"101"	"171"	"120"	"325"	"8"	"4"	"2"	"1"	"2"	"1"	"2"	"1"	"3"	"4"	"8"	"4"	"9"	"16"	"681"	"0"	"3"	"684"	"0"
"121"	"102"	"80"	"246"	"247"	"17"	"3"	"3"	"0"	"5"	"3"	"0"	"2"	"3"	"4"	"8"	"5"	"9"	"5"	"640"	"0"	"14"	"654"	"0"
"122"	"103"	"69"	"71"	"91"	"2"	"1"	"2"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"4"	"0"	"5"	"2"	"253"	"0"	"1"	"254"	"0"
"123"	"104"	"7"	"742"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"765"	"0"	"7"	"772"	"0"
"124"	"105"	"4"	"250"	"63"	"1"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"326"	"0"	"0"	"326"	"0"
"125"	"106"	"147"	"147"	"168"	"5"	"3"	"0"	"0"	"1"	"2"	"2"	"1"	"3"	"1"	"2"	"3"	"2"	"7"	"494"	"0"	"3"	"497"	"0"
"126"	"107"	"40"	"134"	"140"	"7"	"1"	"2"	"0"	"4"	"0"	"0"	"4"	"4"	"4"	"7"	"7"	"10"	"3"	"367"	"0"	"4"	"371"	"0"
"127"	"108"	"107"	"125"	"229"	"5"	"2"	"1"	"1"	"1"	"3"	"1"	"3"	"2"	"4"	"7"	"0"	"9"	"6"	"506"	"0"	"1"	"507"	"0"
"128"	"109"	"139"	"215"	"115"	"16"	"2"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"5"	"5"	"1"	"506"	"0"	"7"	"513"	"0"
"129"	"110"	"322"	"126"	"130"	"6"	"3"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"3"	"601"	"0"	"1"	"602"	"0"
"130"	"111"	"64"	"122"	"248"	"10"	"2"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	"1"	"4"	"2"	"463"	"0"	"0"	"463"	"0"
"131"	"112"	"334"	"79"	"62"	"7"	"1"	"3"	"0"	"4"	"2"	"1"	"2"	"0"	"3"	"4"	"7"	"11"	"1"	"521"	"0"	"3"	"524"	"0"
"132"	"113"	"148"	"143"	"235"	"7"	"3"	"2"	"2"	"3"	"8"	"4"	"3"	"1"	"3"	"6"	"6"	"3"	"2"	"579"	"0"	"5"	"584"	"0"
"133"	"114"	"71"	"203"	"171"	"3"	"0"	"3"	"1"	"2"	"2"	"2"	"2"	"3"	"3"	"3"	"1"	"8"	"1"	"479"	"0"	"3"	"482"	"0"
"134"	"115"	"52"	"226"	"227"	"4"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"3"	"2"	"9"	"2"	"6"	"4"	"543"	"0"	"9"	"552"	"0"
"135"	"116"	"20"	"16"	"361"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"402"	"0"	"0"	"402"	"0"
"136"	"117"	"144"	"150"	"167"	"3"	"1"	"3"	"3"	"3"	"2"	"3"	"0"	"2"	"3"	"3"	"3"	"9"	"14"	"513"	"0"	"5"	"518"	"0"
"137"	"118"	"119"	"206"	"76"	"13"	"0"	"2"	"2"	"3"	"0"	"1"	"1"	"0"	"1"	"2"	"2"	"4"	"6"	"438"	"0"	"1"	"439"	"0"
"138"	"119"	"34"	"612"	"110"	"5"	"2"	"1"	"3"	"0"	"1"	"1"	"1"	"4"	"4"	"8"	"13"	"8"	"1"	"808"	"0"	"3"	"811"	"0"
"139"	"120"	"83"	"289"	"234"	"6"	"0"	"0"	"3"	"2"	"4"	"2"	"3"	"6"	"3"	"3"	"6"	"15"	"1"	"660"	"0"	"8"	"668"	"0"
"140"	"121"	"46"	"216"	"150"	"5"	"1"	"2"	"1"	"3"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"428"	"0"	"0"	"428"	"0"
"141"	"122"	"104"	"229"	"224"	"8"	"4"	"3"	"1"	"3"	"4"	"2"	"3"	"1"	"1"	"3"	"1"	"2"	"4"	"597"	"0"	"1"	"598"	"0"
"142"	"123"	"104"	"166"	"228"	"10"	"2"	"2"	"0"	"1"	"4"	"1"	"1"	"2"	"4"	"5"	"4"	"8"	"1"	"543"	"0"	"4"	"547"	"0"
"143"	"124"	"81"	"176"	"176"	"3"	"1"	"1"	"1"	"2"	"10"	"3"	"4"	"7"	"5"	"17"	"9"	"9"	"0"	"505"	"0"	"2"	"507"	"0"
