"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"21"	"9"	"16"	"238"	"5"	"60"	"9"	"16"	"2"	"1"	"0"	"1"	"2"	"2"	"5"	"2"	"5"	"364"	"0"	"7"	"371"	"0"
"22"	"10"	"337"	"164"	"18"	"204"	"15"	"41"	"7"	"10"	"7"	"1"	"6"	"2"	"8"	"6"	"6"	"832"	"0"	"17"	"849"	"0"
"23"	"11"	"242"	"264"	"14"	"113"	"5"	"22"	"4"	"4"	"3"	"1"	"0"	"1"	"1"	"1"	"4"	"679"	"0"	"4"	"683"	"0"
"24"	"12"	"67"	"232"	"13"	"121"	"3"	"26"	"6"	"5"	"4"	"7"	"6"	"4"	"20"	"9"	"9"	"532"	"0"	"27"	"559"	"0"
"25"	"13"	"21"	"260"	"9"	"61"	"3"	"12"	"2"	"1"	"0"	"0"	"1"	"2"	"5"	"0"	"4"	"381"	"0"	"2"	"383"	"0"
"26"	"14"	"328"	"145"	"11"	"227"	"9"	"14"	"2"	"2"	"1"	"2"	"1"	"4"	"5"	"0"	"2"	"753"	"0"	"7"	"760"	"0"
"27"	"15"	"106"	"225"	"7"	"57"	"8"	"21"	"2"	"1"	"0"	"1"	"1"	"2"	"4"	"1"	"11"	"447"	"0"	"3"	"450"	"0"
"28"	"16"	"392"	"228"	"8"	"57"	"14"	"31"	"5"	"2"	"8"	"5"	"1"	"10"	"17"	"9"	"36"	"823"	"0"	"35"	"858"	"0"
"29"	"17"	"274"	"218"	"4"	"53"	"6"	"19"	"2"	"1"	"7"	"6"	"0"	"1"	"3"	"2"	"9"	"605"	"0"	"14"	"619"	"0"
"30"	"18"	"379"	"161"	"11"	"138"	"5"	"32"	"2"	"7"	"3"	"4"	"4"	"4"	"13"	"7"	"12"	"782"	"0"	"18"	"800"	"0"
"31"	"19"	"45"	"309"	"2"	"26"	"1"	"5"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"2"	"4"	"400"	"0"	"3"	"403"	"0"
"32"	"20"	"319"	"139"	"5"	"85"	"5"	"27"	"3"	"9"	"4"	"3"	"10"	"9"	"14"	"11"	"22"	"665"	"0"	"45"	"710"	"0"
"33"	"21"	"169"	"182"	"6"	"187"	"9"	"50"	"3"	"3"	"5"	"1"	"9"	"5"	"33"	"8"	"12"	"682"	"0"	"32"	"714"	"0"
"34"	"22"	"162"	"117"	"6"	"57"	"7"	"16"	"1"	"1"	"3"	"2"	"7"	"6"	"14"	"8"	"20"	"427"	"0"	"23"	"450"	"0"
"35"	"23"	"97"	"105"	"1"	"62"	"5"	"14"	"0"	"4"	"2"	"1"	"2"	"2"	"9"	"3"	"9"	"316"	"0"	"8"	"324"	"0"
"36"	"24"	"323"	"67"	"2"	"13"	"1"	"19"	"1"	"5"	"3"	"1"	"1"	"2"	"3"	"9"	"22"	"472"	"0"	"34"	"506"	"0"
"37"	"25"	"210"	"103"	"5"	"31"	"3"	"18"	"5"	"6"	"3"	"3"	"1"	"2"	"3"	"4"	"9"	"406"	"0"	"13"	"419"	"0"
"38"	"26"	"421"	"29"	"10"	"48"	"10"	"11"	"1"	"9"	"3"	"2"	"3"	"2"	"5"	"3"	"27"	"584"	"0"	"35"	"619"	"0"
"39"	"27"	"447"	"53"	"10"	"141"	"23"	"37"	"4"	"8"	"8"	"6"	"23"	"12"	"30"	"11"	"33"	"846"	"0"	"54"	"900"	"0"
"40"	"28"	"236"	"36"	"8"	"231"	"27"	"61"	"4"	"8"	"5"	"3"	"4"	"11"	"28"	"2"	"23"	"687"	"0"	"36"	"723"	"0"
"41"	"29"	"349"	"38"	"4"	"122"	"12"	"23"	"1"	"8"	"3"	"3"	"0"	"1"	"3"	"1"	"4"	"572"	"0"	"13"	"585"	"0"
"42"	"30"	"349"	"26"	"5"	"36"	"3"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"437"	"0"	"5"	"442"	"0"
"43"	"31"	"719"	"10"	"6"	"10"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"3"	"12"	"768"	"0"	"31"	"799"	"0"
"44"	"32"	"469"	"6"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"8"	"491"	"0"	"11"	"502"	"0"
"45"	"33"	"43"	"156"	"9"	"70"	"6"	"18"	"3"	"2"	"5"	"2"	"1"	"11"	"21"	"12"	"18"	"377"	"0"	"17"	"394"	"0"
"46"	"34"	"121"	"209"	"3"	"128"	"6"	"40"	"5"	"5"	"2"	"1"	"3"	"1"	"10"	"5"	"10"	"549"	"0"	"25"	"574"	"0"
"47"	"35"	"70"	"352"	"4"	"177"	"13"	"82"	"3"	"6"	"1"	"3"	"5"	"6"	"19"	"5"	"13"	"759"	"0"	"10"	"769"	"0"
"48"	"36"	"39"	"296"	"1"	"84"	"6"	"35"	"0"	"2"	"0"	"0"	"1"	"2"	"9"	"3"	"11"	"489"	"0"	"14"	"503"	"0"
"49"	"37"	"85"	"229"	"7"	"176"	"19"	"83"	"11"	"3"	"11"	"7"	"12"	"15"	"36"	"16"	"10"	"720"	"0"	"45"	"765"	"0"
"50"	"38"	"25"	"186"	"3"	"43"	"3"	"33"	"3"	"2"	"3"	"3"	"4"	"6"	"11"	"7"	"8"	"340"	"0"	"12"	"352"	"0"
"51"	"38A"	"29"	"220"	"12"	"19"	"5"	"21"	"3"	"1"	"0"	"2"	"2"	"1"	"11"	"4"	"16"	"346"	"0"	"15"	"361"	"0"
"52"	"39"	"109"	"150"	"1"	"79"	"8"	"44"	"8"	"8"	"5"	"4"	"7"	"8"	"15"	"7"	"16"	"469"	"0"	"36"	"505"	"0"
"53"	"40"	"63"	"349"	"11"	"60"	"4"	"22"	"2"	"3"	"0"	"2"	"2"	"2"	"6"	"7"	"9"	"542"	"0"	"13"	"555"	"0"
"54"	"41"	"27"	"305"	"3"	"54"	"4"	"16"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"6"	"420"	"0"	"1"	"421"	"0"
"55"	"42"	"33"	"290"	"11"	"56"	"8"	"24"	"2"	"8"	"3"	"2"	"2"	"3"	"8"	"2"	"9"	"461"	"0"	"9"	"470"	"0"
"56"	"43"	"584"	"5"	"3"	"25"	"0"	"5"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"630"	"0"	"20"	"650"	"0"
"57"	"44"	"103"	"141"	"9"	"57"	"6"	"17"	"3"	"2"	"1"	"3"	"2"	"4"	"12"	"4"	"8"	"372"	"0"	"10"	"382"	"0"
"58"	"45"	"465"	"60"	"7"	"25"	"1"	"8"	"1"	"0"	"2"	"1"	"1"	"4"	"3"	"1"	"3"	"582"	"0"	"18"	"600"	"0"
"59"	"46"	"480"	"67"	"5"	"106"	"3"	"8"	"2"	"2"	"1"	"2"	"1"	"2"	"3"	"3"	"17"	"702"	"0"	"38"	"740"	"0"
"60"	"47"	"32"	"250"	"3"	"182"	"8"	"34"	"3"	"5"	"4"	"8"	"1"	"7"	"16"	"3"	"5"	"561"	"0"	"12"	"573"	"0"
"61"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"62"	"49"	"18"	"279"	"3"	"29"	"4"	"21"	"0"	"4"	"0"	"2"	"0"	"1"	"4"	"3"	"7"	"375"	"0"	"11"	"386"	"0"
"63"	"50"	"63"	"212"	"10"	"51"	"8"	"53"	"5"	"6"	"3"	"6"	"4"	"2"	"11"	"11"	"14"	"459"	"0"	"25"	"484"	"0"
"64"	"51"	"39"	"235"	"3"	"37"	"1"	"15"	"1"	"1"	"0"	"2"	"1"	"3"	"2"	"4"	"11"	"355"	"0"	"10"	"365"	"0"
"65"	"52"	"144"	"255"	"10"	"41"	"7"	"25"	"1"	"6"	"3"	"3"	"2"	"2"	"7"	"6"	"8"	"520"	"0"	"14"	"534"	"0"
"66"	"53"	"33"	"247"	"8"	"14"	"1"	"4"	"2"	"0"	"0"	"1"	"1"	"3"	"8"	"6"	"10"	"338"	"0"	"3"	"341"	"0"
"67"	"54"	"12"	"169"	"8"	"29"	"2"	"5"	"1"	"0"	"0"	"1"	"2"	"5"	"2"	"2"	"14"	"252"	"0"	"6"	"258"	"0"
"68"	"55"	"59"	"592"	"8"	"34"	"10"	"7"	"0"	"1"	"0"	"1"	"3"	"3"	"3"	"5"	"16"	"742"	"0"	"9"	"751"	"0"
"69"	"56"	"91"	"373"	"1"	"56"	"9"	"17"	"2"	"1"	"0"	"1"	"0"	"1"	"5"	"2"	"10"	"569"	"0"	"4"	"573"	"0"
"70"	"57"	"71"	"404"	"12"	"63"	"20"	"14"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"1"	"4"	"594"	"0"	"7"	"601"	"0"
"71"	"58"	"33"	"230"	"2"	"36"	"3"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"8"	"2"	"8"	"330"	"0"	"10"	"340"	"0"
"72"	"59"	"83"	"209"	"4"	"38"	"18"	"25"	"1"	"3"	"1"	"1"	"2"	"4"	"3"	"8"	"28"	"428"	"0"	"20"	"448"	"0"
"73"	"60"	"86"	"495"	"14"	"65"	"1"	"17"	"2"	"2"	"1"	"3"	"8"	"1"	"6"	"0"	"7"	"708"	"0"	"3"	"711"	"0"
"74"	"61"	"587"	"52"	"2"	"23"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"11"	"682"	"0"	"25"	"707"	"0"
"75"	"62"	"54"	"347"	"11"	"54"	"14"	"25"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"7"	"13"	"535"	"0"	"7"	"542"	"0"
"76"	"63"	"37"	"268"	"2"	"47"	"2"	"9"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"6"	"10"	"384"	"0"	"6"	"390"	"0"
"77"	"64"	"125"	"193"	"4"	"24"	"30"	"6"	"2"	"7"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"398"	"0"	"6"	"404"	"0"
"78"	"65"	"294"	"282"	"13"	"66"	"49"	"23"	"7"	"7"	"3"	"2"	"14"	"3"	"3"	"4"	"10"	"780"	"0"	"4"	"784"	"0"
"79"	"66"	"242"	"219"	"11"	"87"	"10"	"21"	"2"	"2"	"4"	"3"	"3"	"4"	"10"	"7"	"14"	"639"	"0"	"29"	"668"	"0"
"80"	"67"	"175"	"199"	"7"	"183"	"8"	"58"	"6"	"6"	"6"	"7"	"9"	"8"	"31"	"7"	"20"	"730"	"0"	"20"	"750"	"0"
"81"	"68"	"80"	"240"	"12"	"163"	"8"	"33"	"4"	"7"	"4"	"4"	"33"	"2"	"8"	"3"	"11"	"612"	"0"	"4"	"616"	"0"
"82"	"69"	"22"	"470"	"7"	"99"	"2"	"25"	"0"	"2"	"0"	"1"	"6"	"5"	"12"	"8"	"18"	"677"	"0"	"7"	"684"	"0"
"83"	"70"	"12"	"176"	"1"	"168"	"9"	"23"	"1"	"2"	"2"	"0"	"1"	"0"	"4"	"1"	"1"	"401"	"0"	"3"	"404"	"0"
"84"	"71"	"330"	"179"	"11"	"59"	"9"	"25"	"2"	"8"	"8"	"2"	"15"	"7"	"11"	"11"	"18"	"695"	"0"	"33"	"728"	"0"
"85"	"72"	"292"	"129"	"7"	"170"	"8"	"69"	"2"	"7"	"2"	"8"	"8"	"4"	"17"	"8"	"21"	"752"	"0"	"27"	"779"	"0"
"86"	"73"	"17"	"199"	"2"	"138"	"5"	"18"	"7"	"4"	"3"	"2"	"4"	"5"	"22"	"6"	"10"	"442"	"0"	"20"	"462"	"0"
"87"	"74"	"17"	"263"	"6"	"44"	"3"	"7"	"0"	"2"	"0"	"3"	"1"	"3"	"5"	"5"	"14"	"373"	"0"	"4"	"377"	"0"
"88"	"75"	"398"	"154"	"5"	"114"	"6"	"23"	"4"	"3"	"1"	"2"	"8"	"1"	"3"	"0"	"6"	"728"	"0"	"11"	"739"	"0"
"89"	"76"	"683"	"32"	"2"	"45"	"0"	"8"	"1"	"3"	"0"	"1"	"2"	"1"	"1"	"0"	"17"	"796"	"0"	"21"	"817"	"0"
"90"	"77"	"498"	"105"	"4"	"92"	"2"	"18"	"2"	"0"	"3"	"1"	"1"	"0"	"5"	"5"	"9"	"745"	"0"	"23"	"768"	"0"
"91"	"78"	"19"	"153"	"5"	"250"	"14"	"31"	"2"	"3"	"2"	"0"	"42"	"6"	"25"	"2"	"6"	"560"	"0"	"4"	"564"	"0"
"92"	"79"	"29"	"289"	"2"	"198"	"17"	"18"	"2"	"2"	"3"	"2"	"36"	"2"	"13"	"2"	"4"	"619"	"0"	"10"	"629"	"0"
"93"	"80"	"42"	"366"	"6"	"178"	"8"	"38"	"0"	"11"	"1"	"2"	"2"	"2"	"4"	"2"	"9"	"671"	"0"	"5"	"676"	"0"
"94"	"81"	"22"	"318"	"12"	"68"	"9"	"19"	"1"	"5"	"5"	"5"	"1"	"7"	"10"	"2"	"17"	"501"	"0"	"7"	"508"	"0"
"95"	"82"	"27"	"377"	"14"	"112"	"22"	"22"	"7"	"7"	"5"	"0"	"5"	"3"	"2"	"0"	"7"	"610"	"0"	"3"	"613"	"0"
"96"	"83"	"55"	"347"	"11"	"84"	"5"	"30"	"1"	"2"	"1"	"1"	"6"	"1"	"9"	"5"	"7"	"565"	"0"	"6"	"571"	"0"
"97"	"84"	"337"	"240"	"8"	"31"	"1"	"6"	"1"	"3"	"1"	"3"	"3"	"5"	"5"	"6"	"16"	"666"	"0"	"32"	"698"	"0"
"98"	"85"	"222"	"540"	"6"	"46"	"5"	"13"	"3"	"0"	"2"	"3"	"4"	"1"	"3"	"5"	"17"	"870"	"0"	"17"	"887"	"0"
"99"	"86"	"17"	"270"	"6"	"98"	"7"	"16"	"1"	"5"	"0"	"0"	"2"	"0"	"1"	"0"	"4"	"427"	"0"	"1"	"428"	"0"
"100"	"87"	"389"	"143"	"5"	"62"	"1"	"4"	"0"	"1"	"0"	"2"	"1"	"3"	"1"	"2"	"9"	"623"	"0"	"20"	"643"	"0"
"101"	"88"	"256"	"192"	"2"	"73"	"12"	"11"	"1"	"1"	"0"	"0"	"0"	"6"	"5"	"1"	"11"	"571"	"0"	"23"	"594"	"0"
"102"	"89"	"272"	"364"	"11"	"30"	"3"	"9"	"1"	"1"	"5"	"0"	"4"	"5"	"6"	"5"	"20"	"736"	"0"	"24"	"760"	"0"
"103"	"90"	"3"	"468"	"3"	"119"	"7"	"15"	"2"	"7"	"1"	"1"	"3"	"1"	"4"	"1"	"5"	"640"	"0"	"7"	"647"	"0"
"104"	"91"	"39"	"193"	"8"	"119"	"29"	"40"	"3"	"1"	"3"	"8"	"44"	"8"	"21"	"12"	"22"	"550"	"0"	"27"	"577"	"0"
"105"	"92"	"89"	"149"	"11"	"182"	"14"	"32"	"4"	"6"	"3"	"8"	"23"	"15"	"31"	"11"	"14"	"592"	"0"	"17"	"609"	"0"
"106"	"93"	"32"	"186"	"3"	"72"	"11"	"15"	"3"	"4"	"4"	"0"	"69"	"1"	"14"	"2"	"3"	"419"	"0"	"6"	"425"	"0"
"107"	"94"	"13"	"297"	"2"	"41"	"3"	"5"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"370"	"0"	"1"	"371"	"0"
"108"	"95"	"271"	"113"	"10"	"121"	"6"	"18"	"5"	"3"	"1"	"0"	"3"	"1"	"4"	"1"	"7"	"564"	"0"	"17"	"581"	"0"
"109"	"96"	"260"	"228"	"12"	"107"	"9"	"17"	"1"	"8"	"5"	"2"	"8"	"8"	"14"	"4"	"24"	"707"	"0"	"28"	"735"	"0"
"110"	"97"	"171"	"166"	"11"	"119"	"28"	"58"	"6"	"10"	"5"	"3"	"8"	"7"	"18"	"11"	"29"	"650"	"0"	"52"	"702"	"0"
"111"	"98"	"86"	"246"	"6"	"91"	"8"	"30"	"2"	"2"	"1"	"4"	"7"	"3"	"5"	"4"	"12"	"507"	"0"	"12"	"519"	"0"
"112"	"99"	"160"	"482"	"9"	"75"	"12"	"12"	"1"	"3"	"2"	"0"	"4"	"1"	"1"	"2"	"7"	"771"	"0"	"4"	"775"	"0"
"113"	"100"	"405"	"73"	"3"	"10"	"3"	"3"	"3"	"3"	"0"	"1"	"1"	"0"	"1"	"4"	"16"	"526"	"0"	"29"	"555"	"0"
"114"	"101"	"635"	"157"	"14"	"38"	"12"	"6"	"2"	"5"	"1"	"1"	"2"	"2"	"0"	"3"	"5"	"883"	"0"	"16"	"899"	"0"
"115"	"102"	"271"	"277"	"2"	"63"	"1"	"12"	"3"	"2"	"3"	"2"	"1"	"5"	"4"	"1"	"19"	"666"	"0"	"28"	"694"	"0"
"116"	"103"	"265"	"60"	"4"	"30"	"9"	"39"	"3"	"0"	"0"	"4"	"5"	"3"	"9"	"4"	"25"	"460"	"0"	"34"	"494"	"0"
"117"	"104"	"122"	"278"	"8"	"57"	"9"	"23"	"4"	"6"	"3"	"1"	"4"	"1"	"12"	"17"	"24"	"569"	"0"	"15"	"584"	"0"
"118"	"105"	"315"	"74"	"2"	"38"	"7"	"25"	"2"	"7"	"1"	"1"	"9"	"8"	"11"	"11"	"29"	"540"	"0"	"34"	"574"	"0"
"119"	"106"	"215"	"144"	"15"	"188"	"25"	"62"	"5"	"7"	"1"	"3"	"2"	"4"	"17"	"1"	"17"	"706"	"0"	"16"	"722"	"0"
"120"	"107"	"42"	"354"	"10"	"141"	"19"	"70"	"1"	"11"	"2"	"1"	"3"	"2"	"7"	"0"	"5"	"668"	"0"	"3"	"671"	"0"
"121"	"108"	"256"	"387"	"14"	"75"	"8"	"18"	"1"	"7"	"5"	"1"	"4"	"2"	"6"	"6"	"11"	"801"	"0"	"7"	"808"	"0"
"122"	"109"	"53"	"238"	"9"	"44"	"49"	"34"	"4"	"5"	"3"	"3"	"5"	"9"	"3"	"7"	"7"	"473"	"0"	"11"	"484"	"0"
"123"	"109A"	"244"	"170"	"12"	"63"	"14"	"20"	"5"	"6"	"3"	"1"	"3"	"1"	"5"	"5"	"7"	"559"	"0"	"7"	"566"	"0"
"124"	"110"	"366"	"67"	"2"	"11"	"6"	"4"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"474"	"0"	"14"	"488"	"0"
"125"	"111"	"271"	"109"	"6"	"138"	"23"	"32"	"1"	"4"	"0"	"5"	"2"	"6"	"13"	"6"	"18"	"634"	"0"	"29"	"663"	"0"
"126"	"112"	"74"	"395"	"11"	"46"	"9"	"23"	"0"	"3"	"3"	"0"	"4"	"12"	"7"	"9"	"19"	"615"	"0"	"20"	"635"	"0"
"127"	"113"	"582"	"142"	"5"	"24"	"4"	"7"	"2"	"7"	"4"	"3"	"0"	"0"	"0"	"2"	"7"	"789"	"0"	"7"	"796"	"0"
"128"	"114"	"166"	"436"	"11"	"139"	"13"	"29"	"6"	"5"	"4"	"2"	"1"	"6"	"8"	"5"	"10"	"841"	"0"	"10"	"851"	"0"
"129"	"115"	"437"	"233"	"9"	"44"	"5"	"16"	"3"	"2"	"6"	"6"	"7"	"2"	"7"	"10"	"17"	"804"	"0"	"13"	"817"	"0"
"130"	"116"	"445"	"251"	"10"	"106"	"4"	"19"	"2"	"6"	"4"	"5"	"2"	"1"	"12"	"8"	"24"	"899"	"0"	"27"	"926"	"0"
"131"	"117"	"524"	"281"	"6"	"35"	"3"	"22"	"4"	"0"	"2"	"3"	"2"	"5"	"9"	"5"	"12"	"913"	"0"	"21"	"934"	"0"
"132"	"118"	"187"	"170"	"4"	"18"	"0"	"4"	"0"	"4"	"0"	"0"	"1"	"4"	"3"	"2"	"4"	"401"	"0"	"10"	"411"	"0"
"133"	"119"	"198"	"9"	"1"	"52"	"1"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"269"	"0"	"7"	"276"	"0"
"134"	"120"	"125"	"568"	"3"	"21"	"4"	"6"	"1"	"0"	"2"	"1"	"2"	"2"	"1"	"0"	"10"	"746"	"0"	"5"	"751"	"0"
"135"	"121"	"78"	"385"	"4"	"20"	"7"	"9"	"2"	"2"	"1"	"6"	"1"	"3"	"8"	"5"	"30"	"561"	"0"	"16"	"577"	"0"
"136"	"122"	"124"	"328"	"4"	"65"	"0"	"5"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"4"	"1"	"537"	"0"	"10"	"547"	"0"
"137"	"123"	"27"	"340"	"8"	"75"	"7"	"26"	"3"	"4"	"1"	"1"	"0"	"4"	"10"	"4"	"14"	"524"	"0"	"9"	"533"	"0"
"138"	"124"	"73"	"389"	"4"	"59"	"5"	"23"	"3"	"6"	"0"	"1"	"5"	"4"	"6"	"4"	"22"	"604"	"0"	"9"	"613"	"0"
"139"	"125"	"111"	"344"	"3"	"28"	"2"	"6"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"8"	"506"	"0"	"8"	"514"	"0"
"140"	"126"	"537"	"25"	"4"	"80"	"2"	"13"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"665"	"0"	"10"	"675"	"0"
"141"	"127"	"110"	"184"	"5"	"239"	"28"	"81"	"4"	"12"	"2"	"3"	"5"	"3"	"20"	"3"	"11"	"710"	"0"	"20"	"730"	"0"
"142"	"128"	"21"	"318"	"3"	"94"	"7"	"19"	"1"	"5"	"3"	"1"	"0"	"0"	"2"	"1"	"3"	"478"	"0"	"2"	"480"	"0"
"143"	"129"	"470"	"173"	"7"	"99"	"8"	"29"	"0"	"9"	"0"	"0"	"6"	"1"	"4"	"4"	"8"	"818"	"0"	"17"	"835"	"0"
"144"	"130"	"181"	"129"	"3"	"35"	"4"	"15"	"1"	"0"	"0"	"2"	"1"	"2"	"4"	"3"	"6"	"386"	"0"	"11"	"397"	"0"
"145"	"131"	"206"	"182"	"4"	"12"	"0"	"6"	"2"	"1"	"2"	"1"	"2"	"0"	"4"	"3"	"10"	"435"	"0"	"16"	"451"	"0"
"146"	"132"	"29"	"249"	"6"	"237"	"18"	"87"	"6"	"9"	"7"	"3"	"9"	"10"	"32"	"8"	"12"	"722"	"0"	"18"	"740"	"0"
"147"	"133"	"20"	"270"	"3"	"158"	"6"	"25"	"1"	"1"	"2"	"0"	"1"	"1"	"6"	"1"	"7"	"502"	"0"	"8"	"510"	"0"
"148"	"134"	"112"	"72"	"4"	"157"	"2"	"27"	"5"	"6"	"2"	"5"	"3"	"2"	"17"	"4"	"7"	"425"	"0"	"21"	"446"	"0"
"149"	"135"	"68"	"83"	"3"	"10"	"3"	"6"	"1"	"0"	"3"	"1"	"0"	"3"	"4"	"7"	"15"	"207"	"0"	"15"	"222"	"0"
"150"	"136"	"31"	"204"	"8"	"133"	"8"	"50"	"2"	"5"	"3"	"5"	"2"	"7"	"16"	"4"	"19"	"497"	"0"	"9"	"506"	"0"
"151"	"137"	"5"	"263"	"3"	"130"	"7"	"29"	"3"	"3"	"3"	"3"	"3"	"3"	"14"	"2"	"5"	"476"	"0"	"4"	"480"	"0"
"152"	"138"	"22"	"163"	"7"	"110"	"4"	"45"	"2"	"4"	"2"	"3"	"6"	"3"	"12"	"2"	"14"	"399"	"0"	"9"	"408"	"0"
"153"	"139"	"34"	"228"	"7"	"118"	"2"	"35"	"8"	"8"	"7"	"4"	"2"	"10"	"20"	"14"	"25"	"522"	"0"	"17"	"539"	"0"
"154"	"140"	"312"	"309"	"3"	"166"	"5"	"39"	"3"	"0"	"1"	"4"	"5"	"2"	"10"	"3"	"13"	"875"	"0"	"36"	"911"	"0"
"155"	"141"	"88"	"268"	"10"	"17"	"3"	"9"	"1"	"5"	"1"	"2"	"9"	"5"	"38"	"5"	"14"	"475"	"0"	"21"	"496"	"0"
"156"	"141A"	"33"	"216"	"12"	"5"	"1"	"2"	"4"	"1"	"2"	"2"	"6"	"1"	"6"	"2"	"12"	"305"	"0"	"6"	"311"	"0"
