"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"27"	"15"	"78"	"427"	"12"	"248"	"8"	"3"	"7"	"3"	"5"	"14"	"805"	"0"	"33"	"838"	"0"
"28"	"16"	"75"	"448"	"21"	"116"	"1"	"5"	"6"	"5"	"7"	"20"	"704"	"0"	"36"	"740"	"0"
"29"	"17"	"125"	"437"	"8"	"45"	"7"	"3"	"7"	"4"	"6"	"16"	"658"	"0"	"29"	"687"	"0"
"30"	"18"	"22"	"50"	"4"	"177"	"3"	"0"	"2"	"0"	"2"	"8"	"268"	"0"	"5"	"273"	"0"
"31"	"19"	"51"	"413"	"12"	"203"	"14"	"4"	"2"	"1"	"5"	"25"	"730"	"0"	"38"	"768"	"0"
"32"	"20"	"99"	"576"	"19"	"136"	"6"	"4"	"5"	"1"	"5"	"7"	"858"	"0"	"12"	"870"	"0"
"33"	"21"	"76"	"129"	"23"	"449"	"17"	"3"	"9"	"7"	"0"	"19"	"732"	"0"	"8"	"740"	"0"
"34"	"22"	"47"	"88"	"12"	"467"	"19"	"7"	"9"	"4"	"11"	"20"	"684"	"0"	"24"	"708"	"0"
"35"	"23"	"53"	"246"	"17"	"321"	"7"	"6"	"2"	"4"	"4"	"21"	"681"	"0"	"8"	"689"	"0"
"36"	"24"	"56"	"328"	"21"	"212"	"9"	"7"	"8"	"9"	"9"	"27"	"686"	"0"	"62"	"748"	"0"
"37"	"25"	"36"	"33"	"3"	"134"	"2"	"3"	"5"	"4"	"3"	"4"	"227"	"0"	"6"	"233"	"0"
"38"	"26"	"81"	"118"	"9"	"738"	"26"	"11"	"10"	"8"	"8"	"29"	"1038"	"0"	"20"	"1058"	"0"
"39"	"27"	"200"	"551"	"17"	"221"	"17"	"16"	"13"	"13"	"6"	"17"	"1071"	"0"	"31"	"1102"	"0"
"40"	"28"	"59"	"343"	"10"	"339"	"10"	"4"	"1"	"2"	"2"	"9"	"779"	"0"	"15"	"794"	"0"
"41"	"29"	"56"	"126"	"14"	"552"	"15"	"7"	"2"	"6"	"14"	"23"	"815"	"0"	"23"	"838"	"0"
"42"	"30"	"143"	"205"	"14"	"586"	"25"	"7"	"10"	"8"	"14"	"42"	"1054"	"0"	"41"	"1095"	"0"
"43"	"31"	"36"	"263"	"4"	"4"	"0"	"1"	"4"	"1"	"1"	"0"	"314"	"0"	"2"	"316"	"0"
"44"	"32"	"210"	"229"	"16"	"303"	"13"	"8"	"6"	"8"	"9"	"23"	"825"	"0"	"13"	"838"	"0"
"45"	"33"	"140"	"386"	"13"	"179"	"8"	"2"	"6"	"2"	"6"	"24"	"766"	"0"	"33"	"799"	"0"
"46"	"34"	"87"	"98"	"8"	"459"	"10"	"7"	"5"	"5"	"9"	"26"	"714"	"0"	"36"	"750"	"0"
"47"	"35"	"125"	"247"	"7"	"277"	"10"	"8"	"6"	"8"	"9"	"23"	"720"	"0"	"15"	"735"	"0"
"48"	"36"	"60"	"133"	"13"	"527"	"12"	"2"	"6"	"2"	"5"	"37"	"797"	"0"	"18"	"815"	"0"
"49"	"37"	"160"	"369"	"11"	"241"	"23"	"2"	"7"	"3"	"12"	"14"	"842"	"0"	"19"	"861"	"0"
"50"	"38"	"156"	"495"	"10"	"141"	"9"	"6"	"3"	"3"	"6"	"11"	"840"	"0"	"30"	"870"	"0"
"51"	"39"	"40"	"483"	"18"	"329"	"7"	"1"	"3"	"4"	"5"	"6"	"896"	"0"	"4"	"900"	"0"
"52"	"40"	"25"	"324"	"8"	"210"	"6"	"2"	"2"	"1"	"3"	"4"	"585"	"0"	"4"	"589"	"0"
"53"	"41"	"28"	"156"	"13"	"395"	"10"	"3"	"4"	"4"	"1"	"5"	"619"	"0"	"8"	"627"	"0"
"54"	"42"	"64"	"178"	"17"	"872"	"14"	"4"	"4"	"1"	"6"	"5"	"1165"	"0"	"20"	"1185"	"0"
"55"	"43"	"42"	"125"	"10"	"328"	"13"	"1"	"1"	"1"	"3"	"3"	"527"	"0"	"7"	"534"	"0"
"56"	"44"	"38"	"176"	"20"	"570"	"12"	"2"	"7"	"6"	"2"	"16"	"849"	"0"	"20"	"869"	"0"
"57"	"45"	"119"	"410"	"16"	"374"	"14"	"2"	"4"	"5"	"8"	"43"	"995"	"0"	"15"	"1010"	"0"
"58"	"46"	"64"	"44"	"8"	"247"	"11"	"4"	"5"	"2"	"4"	"7"	"396"	"0"	"17"	"413"	"0"
"59"	"47"	"77"	"194"	"17"	"476"	"42"	"5"	"7"	"6"	"3"	"31"	"858"	"0"	"10"	"868"	"0"
"60"	"48"	"96"	"401"	"13"	"327"	"14"	"9"	"2"	"2"	"5"	"17"	"886"	"0"	"14"	"900"	"0"
"61"	"49"	"126"	"239"	"14"	"480"	"10"	"5"	"11"	"3"	"7"	"54"	"949"	"0"	"23"	"972"	"0"
"62"	"50"	"83"	"53"	"7"	"384"	"16"	"1"	"6"	"4"	"3"	"13"	"570"	"0"	"3"	"573"	"0"
"63"	"51"	"119"	"97"	"11"	"334"	"14"	"3"	"3"	"4"	"7"	"14"	"606"	"0"	"19"	"625"	"0"
"64"	"52"	"85"	"82"	"6"	"314"	"13"	"2"	"5"	"0"	"1"	"8"	"516"	"0"	"4"	"520"	"0"
"65"	"53"	"53"	"51"	"11"	"445"	"19"	"2"	"5"	"3"	"4"	"5"	"598"	"0"	"12"	"610"	"0"
"66"	"54"	"69"	"73"	"8"	"100"	"6"	"1"	"4"	"1"	"1"	"4"	"267"	"0"	"7"	"274"	"0"
"67"	"55"	"55"	"194"	"5"	"145"	"8"	"0"	"2"	"0"	"3"	"7"	"419"	"0"	"4"	"423"	"0"
"68"	"56"	"124"	"288"	"9"	"379"	"29"	"1"	"16"	"12"	"17"	"17"	"892"	"0"	"57"	"949"	"0"
"69"	"57"	"131"	"174"	"10"	"424"	"25"	"4"	"4"	"4"	"7"	"3"	"786"	"0"	"20"	"806"	"0"
"70"	"58"	"152"	"527"	"18"	"92"	"11"	"7"	"12"	"5"	"2"	"13"	"839"	"0"	"25"	"864"	"0"
"71"	"59"	"142"	"80"	"13"	"299"	"22"	"3"	"6"	"6"	"7"	"11"	"589"	"0"	"21"	"610"	"0"
"72"	"60"	"161"	"641"	"20"	"20"	"9"	"3"	"8"	"3"	"5"	"12"	"882"	"0"	"26"	"908"	"0"
"73"	"61"	"145"	"137"	"19"	"426"	"33"	"11"	"10"	"8"	"10"	"11"	"810"	"0"	"5"	"815"	"0"
"74"	"62"	"234"	"69"	"9"	"258"	"13"	"3"	"16"	"7"	"8"	"14"	"631"	"0"	"21"	"652"	"0"
"75"	"63"	"103"	"108"	"5"	"191"	"10"	"1"	"1"	"3"	"2"	"3"	"427"	"0"	"3"	"430"	"0"
"76"	"64"	"72"	"185"	"10"	"154"	"13"	"2"	"2"	"2"	"0"	"15"	"455"	"0"	"4"	"459"	"0"
"77"	"65"	"43"	"89"	"7"	"178"	"7"	"1"	"0"	"0"	"1"	"7"	"333"	"0"	"2"	"335"	"0"
"78"	"66"	"74"	"416"	"15"	"55"	"6"	"3"	"4"	"2"	"8"	"8"	"591"	"0"	"16"	"607"	"0"
"79"	"67"	"159"	"377"	"9"	"263"	"22"	"4"	"7"	"3"	"8"	"8"	"860"	"0"	"15"	"875"	"0"
"80"	"68"	"202"	"376"	"17"	"306"	"17"	"12"	"10"	"10"	"16"	"24"	"990"	"0"	"27"	"1017"	"0"
"81"	"69"	"71"	"144"	"6"	"279"	"10"	"5"	"7"	"0"	"2"	"7"	"531"	"0"	"11"	"542"	"0"
"82"	"70"	"148"	"59"	"10"	"275"	"18"	"5"	"6"	"3"	"8"	"15"	"547"	"0"	"22"	"569"	"0"
"83"	"71"	"170"	"40"	"8"	"600"	"17"	"5"	"8"	"6"	"1"	"8"	"863"	"0"	"9"	"872"	"0"
"84"	"72"	"56"	"319"	"18"	"476"	"7"	"3"	"4"	"1"	"8"	"6"	"898"	"0"	"23"	"921"	"0"
"85"	"73"	"24"	"130"	"8"	"188"	"6"	"3"	"2"	"0"	"1"	"1"	"363"	"0"	"8"	"371"	"0"
"86"	"74"	"108"	"251"	"18"	"337"	"23"	"2"	"9"	"8"	"6"	"20"	"782"	"0"	"20"	"802"	"0"
"87"	"75"	"56"	"429"	"4"	"8"	"4"	"2"	"3"	"0"	"0"	"2"	"508"	"0"	"11"	"519"	"0"
"88"	"76"	"181"	"225"	"21"	"259"	"17"	"5"	"14"	"8"	"3"	"31"	"764"	"0"	"17"	"781"	"0"
"89"	"77"	"64"	"225"	"9"	"287"	"5"	"3"	"2"	"2"	"1"	"3"	"601"	"0"	"8"	"609"	"0"
"90"	"77A"	"94"	"222"	"10"	"265"	"10"	"3"	"3"	"0"	"1"	"5"	"613"	"0"	"9"	"622"	"0"
"91"	"78"	"311"	"418"	"26"	"222"	"13"	"5"	"9"	"7"	"3"	"15"	"1029"	"0"	"17"	"1046"	"0"
"92"	"79"	"87"	"404"	"22"	"177"	"4"	"6"	"8"	"3"	"4"	"8"	"723"	"0"	"24"	"747"	"0"
"93"	"80"	"63"	"226"	"12"	"339"	"6"	"2"	"3"	"1"	"0"	"5"	"657"	"0"	"6"	"663"	"0"
"94"	"81"	"254"	"511"	"16"	"212"	"10"	"5"	"12"	"3"	"1"	"9"	"1033"	"0"	"13"	"1046"	"0"
"95"	"82"	"149"	"582"	"16"	"270"	"13"	"3"	"3"	"6"	"5"	"6"	"1053"	"0"	"12"	"1065"	"0"
"96"	"83"	"67"	"103"	"9"	"779"	"12"	"4"	"5"	"8"	"4"	"56"	"1047"	"0"	"15"	"1062"	"0"
"97"	"84"	"24"	"305"	"9"	"101"	"4"	"3"	"0"	"1"	"1"	"2"	"450"	"0"	"2"	"452"	"0"
"98"	"85"	"53"	"186"	"12"	"51"	"6"	"0"	"0"	"0"	"1"	"3"	"312"	"0"	"4"	"316"	"0"
"99"	"86"	"202"	"431"	"8"	"305"	"10"	"3"	"2"	"3"	"5"	"33"	"1002"	"0"	"5"	"1007"	"0"
"100"	"87"	"83"	"599"	"18"	"67"	"2"	"5"	"1"	"1"	"5"	"5"	"786"	"0"	"17"	"803"	"0"
"101"	"88"	"32"	"292"	"11"	"247"	"5"	"8"	"5"	"3"	"4"	"20"	"627"	"0"	"20"	"647"	"0"
"102"	"89"	"183"	"638"	"31"	"46"	"8"	"6"	"7"	"5"	"5"	"27"	"956"	"0"	"57"	"1013"	"0"
"103"	"90"	"107"	"114"	"7"	"510"	"14"	"3"	"6"	"3"	"9"	"14"	"787"	"0"	"23"	"810"	"0"
"104"	"91"	"192"	"150"	"11"	"262"	"8"	"4"	"6"	"3"	"2"	"11"	"649"	"0"	"6"	"655"	"0"
"105"	"92"	"111"	"102"	"6"	"300"	"21"	"4"	"5"	"4"	"4"	"13"	"570"	"0"	"19"	"589"	"0"
"106"	"93"	"152"	"126"	"8"	"377"	"7"	"2"	"4"	"0"	"3"	"4"	"683"	"0"	"2"	"685"	"0"
"107"	"94"	"85"	"272"	"8"	"224"	"16"	"4"	"5"	"3"	"5"	"7"	"629"	"0"	"4"	"633"	"0"
"108"	"94A"	"154"	"253"	"12"	"150"	"11"	"2"	"4"	"5"	"4"	"13"	"608"	"0"	"34"	"642"	"0"
"109"	"95"	"155"	"189"	"10"	"218"	"15"	"3"	"8"	"2"	"3"	"7"	"610"	"0"	"19"	"629"	"0"
"110"	"95A"	"59"	"94"	"6"	"472"	"14"	"8"	"8"	"11"	"3"	"8"	"683"	"0"	"7"	"690"	"0"
"111"	"96"	"148"	"228"	"9"	"396"	"20"	"2"	"3"	"4"	"4"	"10"	"824"	"0"	"7"	"831"	"0"
"112"	"97"	"147"	"67"	"7"	"359"	"4"	"3"	"6"	"1"	"3"	"16"	"613"	"0"	"2"	"615"	"0"
"113"	"97A"	"125"	"220"	"7"	"213"	"13"	"2"	"3"	"5"	"1"	"12"	"601"	"0"	"9"	"610"	"0"
"114"	"98"	"89"	"369"	"12"	"295"	"9"	"2"	"3"	"4"	"2"	"11"	"796"	"0"	"14"	"810"	"0"
"115"	"99"	"94"	"121"	"15"	"535"	"10"	"2"	"2"	"3"	"2"	"17"	"801"	"0"	"12"	"813"	"0"
"116"	"100"	"75"	"327"	"13"	"104"	"7"	"2"	"4"	"4"	"1"	"15"	"552"	"0"	"9"	"561"	"0"
"117"	"100A"	"104"	"347"	"9"	"71"	"7"	"6"	"2"	"6"	"8"	"7"	"567"	"0"	"6"	"573"	"0"
"118"	"101"	"367"	"314"	"14"	"197"	"8"	"6"	"9"	"4"	"6"	"15"	"940"	"0"	"10"	"950"	"0"
"119"	"102"	"232"	"354"	"14"	"68"	"27"	"9"	"15"	"9"	"10"	"33"	"771"	"0"	"38"	"809"	"0"
"120"	"103"	"76"	"72"	"13"	"456"	"10"	"3"	"4"	"2"	"2"	"21"	"659"	"0"	"13"	"672"	"0"
"121"	"104"	"216"	"397"	"18"	"334"	"12"	"1"	"14"	"3"	"6"	"9"	"1010"	"0"	"13"	"1023"	"0"
"122"	"105"	"192"	"148"	"6"	"56"	"7"	"1"	"4"	"2"	"3"	"4"	"423"	"0"	"3"	"426"	"0"
"123"	"106"	"175"	"290"	"8"	"218"	"10"	"6"	"7"	"2"	"5"	"4"	"725"	"0"	"3"	"728"	"0"
"124"	"107"	"57"	"84"	"19"	"631"	"40"	"9"	"7"	"5"	"7"	"13"	"872"	"0"	"25"	"897"	"0"
"125"	"108"	"57"	"168"	"16"	"481"	"17"	"6"	"11"	"3"	"2"	"20"	"781"	"0"	"4"	"785"	"0"
"126"	"109"	"97"	"315"	"11"	"140"	"10"	"7"	"9"	"2"	"4"	"5"	"600"	"0"	"39"	"639"	"0"
"127"	"110"	"104"	"84"	"12"	"369"	"15"	"7"	"6"	"5"	"3"	"20"	"625"	"0"	"16"	"641"	"0"
"128"	"111"	"108"	"555"	"9"	"13"	"10"	"4"	"4"	"4"	"2"	"2"	"711"	"0"	"3"	"714"	"0"
"129"	"112"	"124"	"385"	"7"	"289"	"13"	"2"	"5"	"3"	"5"	"22"	"855"	"0"	"29"	"884"	"0"
"130"	"113"	"208"	"161"	"17"	"299"	"30"	"6"	"3"	"7"	"2"	"28"	"761"	"0"	"18"	"779"	"0"
"131"	"114"	"181"	"307"	"17"	"354"	"35"	"1"	"9"	"6"	"4"	"25"	"939"	"0"	"11"	"950"	"0"
"132"	"115"	"71"	"146"	"8"	"19"	"10"	"3"	"5"	"3"	"1"	"12"	"278"	"0"	"10"	"288"	"0"
"133"	"116"	"55"	"51"	"4"	"255"	"5"	"0"	"0"	"0"	"2"	"1"	"373"	"0"	"2"	"375"	"0"
"134"	"117"	"122"	"226"	"12"	"301"	"9"	"6"	"4"	"6"	"11"	"25"	"722"	"0"	"9"	"731"	"0"
"135"	"118"	"141"	"207"	"15"	"249"	"13"	"1"	"5"	"4"	"6"	"24"	"665"	"0"	"24"	"689"	"0"
"136"	"118A"	"97"	"27"	"4"	"290"	"11"	"4"	"6"	"4"	"3"	"43"	"489"	"0"	"14"	"503"	"0"
"137"	"119"	"169"	"316"	"13"	"209"	"14"	"2"	"4"	"6"	"1"	"25"	"759"	"0"	"11"	"770"	"0"
"138"	"120"	"52"	"19"	"13"	"297"	"16"	"7"	"2"	"3"	"8"	"35"	"452"	"0"	"5"	"457"	"0"
"139"	"121"	"89"	"23"	"10"	"353"	"16"	"3"	"12"	"35"	"11"	"54"	"606"	"0"	"24"	"630"	"0"
"140"	"122"	"74"	"46"	"11"	"339"	"9"	"3"	"6"	"6"	"6"	"18"	"518"	"0"	"11"	"529"	"0"
"141"	"123"	"52"	"92"	"7"	"210"	"11"	"2"	"3"	"7"	"6"	"30"	"420"	"0"	"12"	"432"	"0"
"142"	"124"	"91"	"40"	"14"	"374"	"23"	"7"	"8"	"3"	"6"	"74"	"640"	"0"	"37"	"677"	"0"
"143"	"125"	"52"	"30"	"8"	"221"	"7"	"6"	"4"	"3"	"8"	"45"	"384"	"0"	"12"	"396"	"0"
"144"	"126"	"47"	"14"	"5"	"342"	"12"	"5"	"2"	"1"	"1"	"12"	"441"	"0"	"3"	"444"	"0"
"145"	"127"	"96"	"94"	"18"	"356"	"15"	"6"	"7"	"10"	"9"	"49"	"660"	"0"	"12"	"672"	"0"
"146"	"128"	"61"	"118"	"13"	"356"	"16"	"3"	"9"	"3"	"5"	"34"	"618"	"0"	"21"	"639"	"0"
"147"	"129"	"80"	"62"	"4"	"353"	"14"	"5"	"5"	"3"	"1"	"17"	"544"	"0"	"14"	"558"	"0"
"148"	"130"	"102"	"139"	"19"	"418"	"24"	"5"	"7"	"9"	"7"	"51"	"781"	"0"	"32"	"813"	"0"
"149"	"131"	"135"	"352"	"24"	"314"	"49"	"9"	"10"	"3"	"7"	"47"	"950"	"0"	"10"	"960"	"0"
"150"	"132"	"56"	"27"	"9"	"304"	"19"	"5"	"4"	"2"	"8"	"38"	"472"	"0"	"15"	"487"	"0"
"151"	"133"	"96"	"190"	"11"	"447"	"55"	"8"	"7"	"8"	"16"	"44"	"882"	"0"	"27"	"909"	"0"
"152"	"134"	"85"	"195"	"11"	"262"	"286"	"3"	"9"	"6"	"6"	"25"	"888"	"0"	"19"	"907"	"0"
"153"	"135"	"106"	"129"	"11"	"672"	"76"	"8"	"9"	"6"	"13"	"39"	"1069"	"0"	"32"	"1101"	"0"
"154"	"136"	"39"	"206"	"6"	"382"	"11"	"1"	"3"	"2"	"3"	"16"	"669"	"0"	"13"	"682"	"0"
"155"	"137"	"23"	"66"	"8"	"390"	"15"	"0"	"8"	"9"	"4"	"9"	"532"	"0"	"8"	"540"	"0"
"156"	"138"	"42"	"75"	"3"	"385"	"4"	"13"	"3"	"11"	"8"	"11"	"555"	"0"	"5"	"560"	"0"
"157"	"139"	"78"	"426"	"17"	"247"	"16"	"2"	"3"	"4"	"9"	"47"	"849"	"0"	"9"	"858"	"0"
"158"	"140"	"87"	"100"	"11"	"826"	"16"	"3"	"3"	"2"	"5"	"22"	"1075"	"0"	"13"	"1088"	"0"
"159"	"141"	"79"	"316"	"11"	"45"	"6"	"3"	"5"	"2"	"3"	"30"	"500"	"0"	"9"	"509"	"0"
"160"	"142"	"135"	"47"	"9"	"354"	"10"	"2"	"4"	"2"	"2"	"22"	"587"	"0"	"9"	"596"	"0"
"161"	"143"	"88"	"248"	"26"	"519"	"21"	"5"	"8"	"8"	"13"	"74"	"1010"	"0"	"52"	"1062"	"0"
"162"	"144"	"59"	"96"	"9"	"332"	"9"	"7"	"3"	"4"	"1"	"23"	"543"	"0"	"13"	"556"	"0"
"163"	"144A"	"48"	"68"	"6"	"291"	"7"	"3"	"3"	"3"	"8"	"42"	"479"	"0"	"18"	"497"	"0"
"164"	"145"	"219"	"54"	"12"	"588"	"47"	"7"	"15"	"21"	"9"	"24"	"996"	"0"	"17"	"1013"	"0"
"165"	"146"	"168"	"412"	"10"	"265"	"23"	"9"	"6"	"4"	"4"	"54"	"955"	"0"	"19"	"974"	"0"
"166"	"147"	"146"	"47"	"12"	"461"	"30"	"3"	"3"	"11"	"5"	"63"	"781"	"0"	"61"	"842"	"0"
"167"	"148"	"35"	"26"	"8"	"272"	"11"	"4"	"1"	"3"	"6"	"35"	"401"	"0"	"23"	"424"	"0"
"168"	"149"	"33"	"35"	"10"	"266"	"5"	"1"	"1"	"3"	"4"	"20"	"378"	"0"	"14"	"392"	"0"
"169"	"150"	"86"	"43"	"8"	"412"	"11"	"0"	"6"	"7"	"4"	"78"	"655"	"0"	"23"	"678"	"0"
"170"	"151"	"94"	"271"	"9"	"286"	"8"	"2"	"7"	"5"	"4"	"17"	"703"	"0"	"19"	"722"	"0"
"171"	"152"	"59"	"79"	"6"	"470"	"12"	"1"	"3"	"4"	"3"	"20"	"657"	"0"	"14"	"671"	"0"
"172"	"153"	"88"	"123"	"4"	"306"	"11"	"4"	"4"	"5"	"4"	"31"	"580"	"0"	"23"	"603"	"0"
"173"	"154"	"111"	"54"	"10"	"372"	"16"	"7"	"4"	"4"	"10"	"66"	"654"	"0"	"14"	"668"	"0"
"174"	"155"	"72"	"119"	"13"	"622"	"19"	"9"	"2"	"5"	"11"	"24"	"896"	"0"	"9"	"905"	"0"
"175"	"156"	"26"	"130"	"2"	"62"	"1"	"0"	"0"	"0"	"3"	"15"	"239"	"0"	"13"	"252"	"0"
"176"	"157"	"256"	"266"	"7"	"301"	"39"	"9"	"16"	"9"	"10"	"27"	"940"	"0"	"36"	"976"	"0"
"177"	"158"	"55"	"15"	"8"	"197"	"13"	"4"	"1"	"3"	"5"	"32"	"333"	"0"	"2"	"335"	"0"
"178"	"159"	"249"	"215"	"24"	"294"	"34"	"14"	"23"	"11"	"4"	"49"	"917"	"0"	"16"	"933"	"0"
"179"	"160"	"120"	"30"	"8"	"499"	"30"	"9"	"7"	"9"	"7"	"21"	"740"	"0"	"29"	"769"	"0"
"180"	"161"	"52"	"12"	"3"	"221"	"5"	"8"	"7"	"8"	"7"	"32"	"355"	"0"	"15"	"370"	"0"
"181"	"162"	"136"	"141"	"15"	"179"	"34"	"9"	"6"	"12"	"4"	"15"	"551"	"0"	"10"	"561"	"0"
"182"	"162A"	"134"	"167"	"8"	"128"	"30"	"6"	"12"	"5"	"8"	"20"	"518"	"0"	"18"	"536"	"0"
"183"	"163"	"92"	"424"	"17"	"180"	"16"	"7"	"12"	"7"	"12"	"26"	"793"	"0"	"36"	"829"	"0"
"184"	"164"	"48"	"23"	"11"	"336"	"11"	"2"	"5"	"1"	"0"	"12"	"449"	"0"	"5"	"454"	"0"
"185"	"165"	"166"	"208"	"9"	"282"	"25"	"14"	"17"	"17"	"5"	"11"	"754"	"0"	"18"	"772"	"0"
"186"	"166"	"218"	"347"	"8"	"188"	"16"	"5"	"9"	"11"	"6"	"22"	"830"	"0"	"17"	"847"	"0"
"187"	"167"	"162"	"22"	"8"	"293"	"21"	"7"	"20"	"9"	"4"	"14"	"560"	"0"	"11"	"571"	"0"
"188"	"168"	"188"	"42"	"7"	"260"	"34"	"4"	"5"	"9"	"1"	"10"	"560"	"0"	"3"	"563"	"0"
"189"	"169"	"52"	"37"	"13"	"380"	"6"	"2"	"5"	"2"	"6"	"13"	"516"	"0"	"7"	"523"	"0"
"190"	"170"	"230"	"28"	"10"	"337"	"18"	"5"	"7"	"4"	"9"	"67"	"715"	"0"	"9"	"724"	"0"
"191"	"171"	"127"	"117"	"7"	"236"	"15"	"10"	"11"	"5"	"4"	"49"	"581"	"0"	"9"	"590"	"0"
"192"	"172"	"103"	"15"	"10"	"342"	"18"	"7"	"17"	"7"	"7"	"33"	"559"	"0"	"19"	"578"	"0"
"193"	"173"	"148"	"271"	"14"	"294"	"18"	"6"	"5"	"4"	"5"	"23"	"788"	"0"	"17"	"805"	"0"
"194"	"174"	"164"	"171"	"24"	"594"	"17"	"8"	"8"	"6"	"13"	"34"	"1039"	"0"	"36"	"1075"	"0"
"195"	"175"	"138"	"106"	"9"	"226"	"10"	"7"	"7"	"3"	"1"	"58"	"565"	"0"	"16"	"581"	"0"
"196"	"176"	"176"	"207"	"21"	"321"	"28"	"3"	"12"	"11"	"6"	"13"	"798"	"0"	"8"	"806"	"0"
"197"	"177"	"138"	"20"	"11"	"365"	"25"	"7"	"12"	"10"	"12"	"30"	"630"	"0"	"75"	"705"	"0"
"198"	"178"	"191"	"64"	"9"	"307"	"27"	"10"	"20"	"8"	"7"	"14"	"657"	"0"	"32"	"689"	"0"
"199"	"179"	"200"	"57"	"11"	"309"	"19"	"6"	"8"	"3"	"2"	"5"	"620"	"0"	"4"	"624"	"0"
"200"	"180"	"200"	"55"	"10"	"362"	"33"	"8"	"22"	"19"	"11"	"33"	"753"	"0"	"16"	"769"	"0"
"201"	"181"	"216"	"39"	"4"	"227"	"20"	"4"	"7"	"15"	"8"	"26"	"566"	"0"	"23"	"589"	"0"
