"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"26"	"13"	"8"	"88"	"119"	"300"	"10"	"5"	"16"	"2"	"12"	"21"	"8"	"589"	"0"	"30"	"619"	"0"
"27"	"14"	"8"	"241"	"145"	"167"	"1"	"2"	"3"	"5"	"8"	"2"	"4"	"586"	"0"	"3"	"589"	"0"
"28"	"15"	"20"	"107"	"107"	"314"	"14"	"5"	"13"	"5"	"15"	"18"	"12"	"630"	"0"	"21"	"651"	"0"
"29"	"16"	"36"	"274"	"121"	"17"	"3"	"1"	"4"	"1"	"9"	"14"	"13"	"493"	"0"	"30"	"523"	"0"
"30"	"16A"	"8"	"421"	"168"	"5"	"2"	"0"	"0"	"0"	"3"	"5"	"7"	"619"	"0"	"7"	"626"	"0"
"31"	"17"	"22"	"312"	"281"	"114"	"8"	"6"	"9"	"2"	"20"	"22"	"10"	"806"	"0"	"31"	"837"	"0"
"32"	"18"	"7"	"165"	"685"	"65"	"6"	"1"	"3"	"2"	"6"	"4"	"1"	"945"	"0"	"13"	"958"	"0"
"33"	"19"	"2"	"119"	"47"	"351"	"3"	"0"	"8"	"2"	"7"	"3"	"0"	"542"	"0"	"19"	"561"	"0"
"34"	"20"	"14"	"230"	"306"	"55"	"6"	"4"	"1"	"6"	"7"	"13"	"5"	"647"	"0"	"18"	"665"	"0"
"35"	"21"	"7"	"169"	"181"	"94"	"9"	"3"	"3"	"3"	"8"	"12"	"5"	"494"	"0"	"18"	"512"	"0"
"36"	"22"	"16"	"99"	"228"	"163"	"12"	"6"	"14"	"2"	"10"	"14"	"8"	"572"	"0"	"21"	"593"	"0"
"37"	"23"	"17"	"179"	"356"	"57"	"11"	"2"	"4"	"4"	"14"	"20"	"14"	"678"	"0"	"25"	"703"	"0"
"38"	"24"	"17"	"61"	"212"	"258"	"13"	"5"	"8"	"7"	"8"	"22"	"4"	"615"	"0"	"17"	"632"	"0"
"39"	"25"	"5"	"19"	"426"	"16"	"5"	"2"	"1"	"2"	"4"	"9"	"2"	"491"	"0"	"13"	"504"	"0"
"40"	"26"	"18"	"359"	"298"	"70"	"7"	"5"	"4"	"4"	"20"	"9"	"12"	"806"	"0"	"27"	"833"	"0"
"41"	"27"	"14"	"233"	"178"	"154"	"6"	"2"	"4"	"6"	"22"	"15"	"8"	"642"	"0"	"24"	"666"	"0"
"42"	"28"	"7"	"64"	"256"	"64"	"5"	"3"	"1"	"2"	"3"	"10"	"1"	"416"	"0"	"16"	"432"	"0"
"43"	"29"	"3"	"90"	"30"	"48"	"1"	"2"	"2"	"3"	"1"	"3"	"2"	"185"	"0"	"3"	"188"	"0"
"44"	"30"	"7"	"93"	"424"	"12"	"6"	"1"	"3"	"2"	"3"	"11"	"3"	"565"	"0"	"14"	"579"	"0"
"45"	"31"	"24"	"130"	"175"	"98"	"6"	"2"	"4"	"3"	"1"	"9"	"4"	"456"	"0"	"4"	"460"	"0"
"46"	"32"	"14"	"68"	"422"	"114"	"5"	"2"	"2"	"2"	"5"	"9"	"3"	"646"	"0"	"13"	"659"	"0"
"47"	"33"	"13"	"240"	"118"	"101"	"2"	"3"	"3"	"1"	"9"	"14"	"12"	"516"	"0"	"11"	"527"	"0"
"48"	"33A"	"10"	"65"	"346"	"51"	"6"	"2"	"1"	"2"	"0"	"14"	"3"	"500"	"0"	"6"	"506"	"0"
"49"	"34"	"5"	"103"	"503"	"27"	"4"	"1"	"1"	"0"	"1"	"2"	"3"	"650"	"0"	"6"	"656"	"0"
"50"	"35"	"9"	"335"	"68"	"32"	"3"	"4"	"0"	"0"	"5"	"3"	"0"	"459"	"0"	"1"	"460"	"0"
"51"	"35A"	"3"	"169"	"182"	"35"	"1"	"2"	"2"	"1"	"5"	"9"	"3"	"412"	"0"	"2"	"414"	"0"
"52"	"36"	"10"	"58"	"225"	"198"	"8"	"5"	"7"	"2"	"6"	"9"	"6"	"534"	"0"	"16"	"550"	"0"
"53"	"37"	"10"	"201"	"629"	"16"	"5"	"4"	"3"	"1"	"7"	"6"	"6"	"888"	"0"	"12"	"900"	"0"
"54"	"38"	"74"	"349"	"91"	"151"	"1"	"6"	"1"	"0"	"8"	"13"	"5"	"699"	"0"	"11"	"710"	"0"
"55"	"39"	"23"	"333"	"251"	"121"	"15"	"8"	"8"	"4"	"29"	"29"	"21"	"842"	"0"	"42"	"884"	"0"
"56"	"40"	"24"	"306"	"349"	"43"	"11"	"3"	"7"	"6"	"13"	"15"	"9"	"786"	"0"	"12"	"798"	"0"
"57"	"41"	"16"	"233"	"417"	"30"	"12"	"5"	"4"	"8"	"12"	"38"	"21"	"796"	"0"	"18"	"814"	"0"
"58"	"42"	"14"	"88"	"418"	"44"	"6"	"2"	"0"	"2"	"5"	"16"	"3"	"598"	"0"	"16"	"614"	"0"
"59"	"43"	"10"	"246"	"247"	"124"	"9"	"7"	"4"	"4"	"26"	"11"	"11"	"699"	"0"	"28"	"727"	"0"
"60"	"44"	"6"	"274"	"228"	"258"	"2"	"5"	"6"	"4"	"15"	"11"	"6"	"815"	"0"	"8"	"823"	"0"
"61"	"45"	"20"	"184"	"203"	"160"	"11"	"2"	"11"	"5"	"13"	"11"	"7"	"627"	"0"	"14"	"641"	"0"
"62"	"46"	"8"	"155"	"134"	"78"	"1"	"3"	"2"	"1"	"4"	"7"	"5"	"398"	"0"	"20"	"418"	"0"
"63"	"47"	"16"	"540"	"203"	"72"	"3"	"2"	"8"	"5"	"9"	"14"	"9"	"881"	"0"	"22"	"903"	"0"
"64"	"48"	"3"	"142"	"215"	"116"	"9"	"1"	"6"	"3"	"6"	"9"	"5"	"515"	"0"	"15"	"530"	"0"
"65"	"49"	"15"	"290"	"62"	"183"	"6"	"1"	"6"	"5"	"10"	"12"	"15"	"605"	"0"	"7"	"612"	"0"
"66"	"50"	"7"	"397"	"86"	"32"	"3"	"2"	"1"	"0"	"0"	"2"	"0"	"530"	"0"	"2"	"532"	"0"
"67"	"51"	"3"	"248"	"104"	"61"	"5"	"0"	"1"	"2"	"6"	"6"	"7"	"443"	"0"	"13"	"456"	"0"
"68"	"52"	"9"	"226"	"78"	"105"	"2"	"5"	"5"	"1"	"12"	"16"	"11"	"470"	"0"	"29"	"499"	"0"
"69"	"52A"	"8"	"145"	"191"	"167"	"5"	"3"	"2"	"3"	"6"	"4"	"3"	"537"	"0"	"4"	"541"	"0"
"70"	"53"	"21"	"90"	"375"	"45"	"8"	"2"	"2"	"5"	"5"	"13"	"7"	"573"	"0"	"5"	"578"	"0"
"71"	"54"	"14"	"293"	"114"	"356"	"8"	"5"	"11"	"3"	"25"	"14"	"13"	"856"	"0"	"11"	"867"	"0"
"72"	"55"	"25"	"430"	"132"	"139"	"6"	"3"	"8"	"2"	"11"	"12"	"15"	"783"	"0"	"18"	"801"	"0"
"73"	"56"	"11"	"173"	"382"	"54"	"11"	"1"	"3"	"3"	"4"	"8"	"9"	"659"	"0"	"9"	"668"	"0"
"74"	"57"	"4"	"143"	"125"	"317"	"4"	"7"	"3"	"4"	"8"	"11"	"5"	"631"	"0"	"18"	"649"	"0"
"75"	"58"	"7"	"143"	"291"	"176"	"7"	"3"	"4"	"4"	"8"	"11"	"8"	"662"	"0"	"8"	"670"	"0"
"76"	"59"	"1"	"169"	"38"	"28"	"0"	"1"	"2"	"1"	"2"	"4"	"6"	"252"	"0"	"9"	"261"	"0"
"77"	"60"	"5"	"60"	"58"	"334"	"3"	"1"	"4"	"7"	"9"	"5"	"4"	"490"	"0"	"14"	"504"	"0"
"78"	"61"	"11"	"35"	"333"	"64"	"9"	"1"	"5"	"3"	"3"	"11"	"6"	"481"	"0"	"15"	"496"	"0"
"79"	"62"	"4"	"46"	"199"	"63"	"3"	"0"	"2"	"1"	"2"	"8"	"6"	"334"	"0"	"10"	"344"	"0"
"80"	"63"	"9"	"374"	"72"	"150"	"9"	"3"	"5"	"0"	"5"	"5"	"11"	"643"	"0"	"18"	"661"	"0"
"81"	"64"	"9"	"192"	"19"	"108"	"2"	"0"	"7"	"2"	"15"	"6"	"14"	"374"	"0"	"15"	"389"	"0"
"82"	"65"	"13"	"60"	"232"	"160"	"11"	"4"	"3"	"3"	"2"	"14"	"4"	"506"	"0"	"20"	"526"	"0"
"83"	"65A"	"7"	"40"	"225"	"106"	"5"	"2"	"1"	"2"	"7"	"12"	"6"	"413"	"0"	"17"	"430"	"0"
"84"	"66"	"17"	"375"	"139"	"97"	"1"	"3"	"7"	"1"	"6"	"5"	"9"	"660"	"0"	"7"	"667"	"0"
"85"	"67"	"20"	"436"	"139"	"36"	"6"	"7"	"5"	"7"	"22"	"12"	"11"	"701"	"0"	"17"	"718"	"0"
"86"	"68"	"10"	"247"	"142"	"46"	"5"	"2"	"2"	"0"	"3"	"4"	"4"	"465"	"0"	"4"	"469"	"0"
"87"	"69"	"8"	"29"	"431"	"16"	"4"	"0"	"0"	"3"	"3"	"10"	"4"	"508"	"0"	"16"	"524"	"0"
"88"	"70"	"13"	"71"	"364"	"17"	"3"	"0"	"1"	"1"	"8"	"30"	"8"	"516"	"0"	"14"	"530"	"0"
"89"	"71"	"25"	"197"	"310"	"27"	"8"	"2"	"4"	"1"	"8"	"14"	"10"	"606"	"0"	"6"	"612"	"0"
"90"	"72"	"17"	"38"	"461"	"11"	"2"	"0"	"1"	"1"	"5"	"10"	"0"	"546"	"0"	"11"	"557"	"0"
"91"	"73"	"5"	"65"	"377"	"17"	"11"	"1"	"0"	"2"	"3"	"10"	"6"	"497"	"0"	"11"	"508"	"0"
"92"	"74"	"20"	"101"	"567"	"17"	"4"	"2"	"0"	"2"	"3"	"23"	"4"	"743"	"0"	"27"	"770"	"0"
"93"	"75"	"5"	"332"	"98"	"35"	"1"	"0"	"3"	"2"	"3"	"4"	"9"	"492"	"0"	"13"	"505"	"0"
"94"	"76"	"17"	"326"	"54"	"37"	"3"	"4"	"6"	"4"	"11"	"9"	"14"	"485"	"0"	"8"	"493"	"0"
"95"	"77"	"11"	"172"	"251"	"40"	"8"	"1"	"5"	"6"	"17"	"15"	"12"	"538"	"0"	"16"	"554"	"0"
"96"	"78"	"15"	"194"	"78"	"98"	"6"	"1"	"3"	"2"	"8"	"5"	"6"	"416"	"0"	"11"	"427"	"0"
"97"	"78A"	"12"	"183"	"191"	"43"	"2"	"1"	"8"	"2"	"11"	"15"	"7"	"475"	"0"	"9"	"484"	"0"
"98"	"79"	"13"	"248"	"314"	"150"	"13"	"5"	"3"	"2"	"16"	"25"	"7"	"796"	"0"	"20"	"816"	"0"
"99"	"80"	"26"	"511"	"130"	"67"	"8"	"2"	"3"	"3"	"15"	"12"	"17"	"794"	"0"	"31"	"825"	"0"
"100"	"81"	"15"	"88"	"617"	"67"	"3"	"2"	"4"	"5"	"5"	"18"	"3"	"827"	"0"	"15"	"842"	"0"
"101"	"82"	"8"	"98"	"269"	"127"	"5"	"0"	"7"	"3"	"6"	"14"	"13"	"550"	"0"	"23"	"573"	"0"
"102"	"83"	"11"	"61"	"578"	"14"	"4"	"1"	"0"	"1"	"0"	"8"	"2"	"680"	"0"	"5"	"685"	"0"
"103"	"84"	"1"	"32"	"935"	"8"	"1"	"1"	"1"	"1"	"3"	"5"	"0"	"988"	"0"	"1"	"989"	"0"
"104"	"85"	"45"	"99"	"32"	"126"	"4"	"3"	"4"	"3"	"15"	"7"	"6"	"344"	"0"	"10"	"354"	"0"
"105"	"86"	"5"	"148"	"264"	"37"	"5"	"2"	"4"	"0"	"8"	"12"	"8"	"493"	"0"	"19"	"512"	"0"
"106"	"87"	"6"	"173"	"53"	"47"	"3"	"2"	"2"	"2"	"3"	"6"	"3"	"300"	"0"	"9"	"309"	"0"
"107"	"88"	"7"	"192"	"31"	"78"	"3"	"2"	"3"	"2"	"14"	"6"	"1"	"339"	"0"	"2"	"341"	"0"
"108"	"89"	"12"	"127"	"219"	"252"	"6"	"4"	"17"	"6"	"13"	"12"	"11"	"679"	"0"	"11"	"690"	"0"
"109"	"90"	"8"	"103"	"340"	"44"	"8"	"2"	"6"	"3"	"8"	"15"	"3"	"540"	"0"	"14"	"554"	"0"
"110"	"91"	"31"	"285"	"364"	"37"	"3"	"1"	"2"	"0"	"2"	"19"	"7"	"751"	"0"	"7"	"758"	"0"
"111"	"92"	"16"	"27"	"299"	"11"	"6"	"1"	"1"	"1"	"2"	"11"	"5"	"380"	"0"	"9"	"389"	"0"
"112"	"93"	"0"	"44"	"212"	"5"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"267"	"0"	"1"	"268"	"0"
"113"	"94"	"25"	"325"	"70"	"32"	"0"	"4"	"4"	"0"	"9"	"7"	"12"	"488"	"0"	"23"	"511"	"0"
"114"	"94A"	"8"	"123"	"308"	"11"	"1"	"0"	"0"	"2"	"4"	"5"	"5"	"467"	"0"	"10"	"477"	"0"
"115"	"95"	"14"	"75"	"337"	"22"	"2"	"1"	"0"	"3"	"3"	"11"	"3"	"471"	"0"	"3"	"474"	"0"
"116"	"96"	"13"	"54"	"652"	"26"	"10"	"2"	"1"	"3"	"5"	"22"	"4"	"792"	"0"	"18"	"810"	"0"
"117"	"97"	"15"	"217"	"182"	"50"	"6"	"2"	"2"	"5"	"11"	"17"	"12"	"519"	"0"	"11"	"530"	"0"
"118"	"98"	"15"	"136"	"33"	"4"	"0"	"0"	"3"	"1"	"2"	"1"	"1"	"196"	"0"	"2"	"198"	"0"
"119"	"99"	"11"	"157"	"471"	"43"	"15"	"4"	"1"	"0"	"7"	"14"	"5"	"728"	"0"	"7"	"735"	"0"
"120"	"100"	"13"	"25"	"411"	"14"	"4"	"2"	"1"	"2"	"3"	"15"	"4"	"494"	"0"	"8"	"502"	"0"
"121"	"100A"	"9"	"54"	"365"	"11"	"3"	"3"	"1"	"1"	"4"	"6"	"2"	"459"	"0"	"10"	"469"	"0"
"122"	"101"	"10"	"45"	"550"	"78"	"2"	"2"	"2"	"0"	"6"	"6"	"4"	"705"	"0"	"7"	"712"	"0"
"123"	"102"	"0"	"41"	"478"	"29"	"5"	"0"	"0"	"1"	"6"	"3"	"3"	"566"	"0"	"3"	"569"	"0"
"124"	"103"	"5"	"95"	"67"	"229"	"1"	"1"	"3"	"1"	"9"	"10"	"9"	"430"	"0"	"10"	"440"	"0"
"125"	"104"	"2"	"14"	"523"	"4"	"2"	"0"	"0"	"2"	"0"	"9"	"1"	"557"	"0"	"4"	"561"	"0"
"126"	"105"	"24"	"189"	"320"	"130"	"8"	"4"	"6"	"1"	"8"	"17"	"7"	"714"	"0"	"6"	"720"	"0"
"127"	"106"	"15"	"119"	"210"	"37"	"4"	"0"	"1"	"1"	"10"	"9"	"8"	"414"	"0"	"15"	"429"	"0"
"128"	"106A"	"2"	"216"	"172"	"34"	"0"	"0"	"1"	"0"	"3"	"3"	"2"	"433"	"0"	"4"	"437"	"0"
"129"	"107"	"40"	"102"	"577"	"54"	"9"	"8"	"3"	"2"	"16"	"44"	"23"	"878"	"0"	"23"	"901"	"0"
"130"	"108"	"9"	"95"	"418"	"31"	"7"	"3"	"2"	"0"	"6"	"9"	"1"	"581"	"0"	"7"	"588"	"0"
"131"	"109"	"14"	"126"	"359"	"45"	"5"	"5"	"4"	"2"	"8"	"25"	"4"	"597"	"0"	"23"	"620"	"0"
"132"	"110"	"8"	"171"	"287"	"55"	"2"	"0"	"1"	"4"	"7"	"7"	"5"	"547"	"0"	"9"	"556"	"0"
"133"	"111"	"5"	"186"	"246"	"90"	"4"	"3"	"4"	"2"	"10"	"7"	"9"	"566"	"0"	"13"	"579"	"0"
"134"	"112"	"15"	"324"	"234"	"181"	"12"	"4"	"3"	"3"	"8"	"12"	"10"	"806"	"0"	"17"	"823"	"0"
"135"	"113"	"6"	"159"	"218"	"11"	"5"	"0"	"1"	"2"	"10"	"15"	"9"	"436"	"0"	"12"	"448"	"0"
"136"	"114"	"17"	"97"	"303"	"56"	"8"	"2"	"2"	"2"	"10"	"17"	"11"	"525"	"0"	"28"	"553"	"0"
"137"	"115"	"4"	"218"	"59"	"62"	"2"	"1"	"2"	"0"	"4"	"5"	"15"	"372"	"0"	"5"	"377"	"0"
"138"	"116"	"15"	"18"	"446"	"45"	"8"	"7"	"7"	"4"	"4"	"42"	"9"	"605"	"0"	"24"	"629"	"0"
"139"	"117"	"11"	"43"	"173"	"101"	"1"	"3"	"4"	"1"	"5"	"6"	"3"	"351"	"0"	"15"	"366"	"0"
"140"	"118"	"20"	"287"	"172"	"104"	"3"	"2"	"6"	"1"	"5"	"14"	"4"	"618"	"0"	"12"	"630"	"0"
"141"	"119"	"14"	"123"	"266"	"97"	"5"	"2"	"7"	"5"	"7"	"16"	"4"	"546"	"0"	"10"	"556"	"0"
"142"	"120"	"7"	"190"	"105"	"131"	"5"	"2"	"3"	"1"	"10"	"7"	"4"	"465"	"0"	"9"	"474"	"0"
"143"	"121"	"16"	"282"	"199"	"90"	"8"	"3"	"5"	"3"	"12"	"13"	"8"	"639"	"0"	"9"	"648"	"0"
"144"	"122"	"10"	"162"	"362"	"229"	"11"	"5"	"11"	"5"	"14"	"21"	"13"	"843"	"0"	"33"	"876"	"0"
"145"	"123"	"20"	"435"	"221"	"97"	"14"	"3"	"9"	"3"	"8"	"15"	"19"	"844"	"0"	"26"	"870"	"0"
"146"	"124"	"4"	"218"	"28"	"27"	"3"	"1"	"0"	"1"	"3"	"1"	"2"	"288"	"0"	"6"	"294"	"0"
"147"	"125"	"8"	"162"	"146"	"335"	"8"	"3"	"4"	"2"	"5"	"9"	"4"	"686"	"0"	"14"	"700"	"0"
"148"	"126"	"10"	"57"	"625"	"25"	"7"	"1"	"1"	"0"	"6"	"32"	"6"	"770"	"0"	"17"	"787"	"0"
"149"	"127"	"7"	"217"	"73"	"45"	"5"	"0"	"3"	"2"	"6"	"8"	"8"	"374"	"0"	"3"	"377"	"0"
"150"	"128"	"0"	"170"	"157"	"109"	"5"	"2"	"7"	"4"	"10"	"12"	"10"	"486"	"0"	"10"	"496"	"0"
"151"	"128A"	"5"	"287"	"129"	"30"	"1"	"1"	"0"	"1"	"1"	"4"	"3"	"462"	"0"	"8"	"470"	"0"
"152"	"129"	"17"	"297"	"387"	"98"	"15"	"4"	"8"	"5"	"12"	"18"	"12"	"873"	"0"	"24"	"897"	"0"
"153"	"130"	"5"	"209"	"303"	"33"	"7"	"1"	"1"	"4"	"8"	"14"	"7"	"592"	"0"	"11"	"603"	"0"
"154"	"131"	"20"	"173"	"150"	"70"	"15"	"5"	"8"	"1"	"7"	"16"	"10"	"475"	"0"	"11"	"486"	"0"
"155"	"132"	"12"	"178"	"143"	"101"	"7"	"1"	"4"	"2"	"5"	"17"	"9"	"479"	"0"	"14"	"493"	"0"
"156"	"133"	"9"	"93"	"204"	"95"	"7"	"2"	"1"	"2"	"4"	"12"	"5"	"434"	"0"	"18"	"452"	"0"
"157"	"134"	"7"	"148"	"547"	"19"	"4"	"2"	"1"	"0"	"4"	"6"	"9"	"747"	"0"	"11"	"758"	"0"
"158"	"135"	"12"	"49"	"658"	"23"	"5"	"5"	"0"	"0"	"6"	"8"	"5"	"771"	"0"	"19"	"790"	"0"
"159"	"136"	"7"	"304"	"193"	"18"	"5"	"0"	"6"	"1"	"5"	"12"	"7"	"558"	"0"	"18"	"576"	"0"
"160"	"137"	"16"	"332"	"270"	"29"	"9"	"3"	"3"	"5"	"15"	"34"	"21"	"737"	"0"	"45"	"782"	"0"
"161"	"138"	"6"	"215"	"239"	"197"	"9"	"0"	"1"	"1"	"0"	"5"	"4"	"677"	"0"	"5"	"682"	"0"
"162"	"139"	"3"	"40"	"521"	"25"	"6"	"0"	"0"	"2"	"3"	"13"	"3"	"616"	"0"	"11"	"627"	"0"
"163"	"140"	"8"	"82"	"221"	"232"	"5"	"3"	"6"	"2"	"9"	"13"	"6"	"587"	"0"	"12"	"599"	"0"
"164"	"140A"	"3"	"103"	"244"	"142"	"1"	"0"	"4"	"1"	"2"	"8"	"10"	"518"	"0"	"9"	"527"	"0"
"165"	"141"	"10"	"222"	"125"	"137"	"11"	"2"	"3"	"6"	"7"	"12"	"9"	"544"	"0"	"14"	"558"	"0"
"166"	"142"	"5"	"296"	"43"	"84"	"7"	"2"	"9"	"2"	"5"	"6"	"11"	"470"	"0"	"19"	"489"	"0"
"167"	"142A"	"4"	"232"	"66"	"66"	"3"	"1"	"1"	"1"	"1"	"3"	"6"	"384"	"0"	"9"	"393"	"0"
"168"	"143"	"6"	"289"	"50"	"174"	"3"	"4"	"5"	"1"	"13"	"9"	"10"	"564"	"0"	"23"	"587"	"0"
"169"	"144"	"2"	"230"	"47"	"8"	"0"	"2"	"0"	"2"	"0"	"3"	"0"	"294"	"0"	"3"	"297"	"0"
"170"	"145"	"12"	"157"	"95"	"132"	"2"	"0"	"1"	"2"	"6"	"9"	"8"	"424"	"0"	"1"	"425"	"0"
"171"	"146"	"33"	"374"	"111"	"71"	"5"	"4"	"12"	"4"	"4"	"10"	"10"	"638"	"0"	"11"	"649"	"0"
"172"	"147"	"7"	"85"	"319"	"164"	"4"	"2"	"2"	"1"	"2"	"10"	"2"	"598"	"0"	"2"	"600"	"0"
"173"	"148"	"7"	"94"	"351"	"83"	"4"	"1"	"4"	"3"	"3"	"19"	"7"	"576"	"0"	"23"	"599"	"0"
"174"	"149"	"13"	"130"	"195"	"230"	"4"	"5"	"8"	"2"	"5"	"12"	"4"	"608"	"0"	"3"	"611"	"0"
"175"	"150"	"32"	"312"	"175"	"184"	"13"	"3"	"8"	"8"	"15"	"21"	"32"	"803"	"0"	"46"	"849"	"0"
"176"	"151"	"4"	"347"	"135"	"99"	"3"	"0"	"3"	"1"	"5"	"6"	"4"	"607"	"0"	"8"	"615"	"0"
"177"	"152"	"4"	"185"	"95"	"50"	"2"	"1"	"1"	"0"	"0"	"6"	"4"	"348"	"0"	"9"	"357"	"0"
"178"	"153"	"11"	"199"	"158"	"219"	"5"	"1"	"12"	"2"	"11"	"9"	"12"	"639"	"0"	"18"	"657"	"0"
"179"	"154"	"5"	"262"	"103"	"64"	"2"	"1"	"1"	"0"	"1"	"0"	"3"	"442"	"0"	"2"	"444"	"0"
"180"	"155"	"5"	"117"	"48"	"42"	"0"	"1"	"2"	"1"	"5"	"7"	"3"	"231"	"0"	"8"	"239"	"0"
"181"	"156"	"7"	"186"	"148"	"190"	"4"	"1"	"14"	"2"	"3"	"11"	"6"	"572"	"0"	"12"	"584"	"0"
"182"	"157"	"9"	"377"	"35"	"129"	"4"	"6"	"3"	"1"	"7"	"5"	"5"	"581"	"0"	"9"	"590"	"0"
"183"	"158"	"1"	"74"	"23"	"486"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"590"	"0"	"4"	"594"	"0"
"184"	"159"	"5"	"173"	"87"	"158"	"1"	"1"	"4"	"2"	"4"	"11"	"3"	"449"	"0"	"6"	"455"	"0"
"185"	"159A"	"13"	"103"	"69"	"157"	"5"	"7"	"1"	"1"	"2"	"4"	"1"	"363"	"0"	"11"	"374"	"0"
"186"	"160"	"10"	"190"	"101"	"231"	"5"	"2"	"5"	"2"	"11"	"6"	"6"	"569"	"0"	"19"	"588"	"0"
"187"	"161"	"13"	"56"	"539"	"67"	"8"	"3"	"0"	"4"	"4"	"12"	"9"	"715"	"0"	"20"	"735"	"0"
"188"	"162"	"20"	"244"	"129"	"94"	"8"	"2"	"5"	"1"	"9"	"14"	"8"	"534"	"0"	"8"	"542"	"0"
"189"	"163"	"9"	"10"	"429"	"60"	"3"	"0"	"0"	"0"	"2"	"8"	"0"	"521"	"0"	"10"	"531"	"0"
"190"	"164"	"13"	"232"	"127"	"53"	"1"	"2"	"1"	"4"	"5"	"6"	"7"	"451"	"0"	"10"	"461"	"0"
"191"	"165"	"4"	"83"	"194"	"193"	"2"	"0"	"2"	"0"	"5"	"4"	"11"	"498"	"0"	"5"	"503"	"0"
