District	Assembly_Id	Assembly_Name	Parliamentary_Name	Caste_Name	Caste_Population	Caste_Party_Support_Percent	Party	Caste_Percent
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	THAKUR		10	RJD	28
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	BRAHMIN/BHUMIHAR		40	RJD	15
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	MUSLIM		70	RJD	8
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	DALIT		50	RJD	10
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	OTHERS		30	RJD	7
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	YADAV		10	JD(U)+	30
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	THAKUR		80	JD(U)+	28
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	BRAHMIN/BHUMIHAR		40	JD(U)+	15
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	MUSLIM		10	JD(U)+	8
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	DALIT		10	JD(U)+	10
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	OTHERS		50	JD(U)+	7
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	YADAV		10	INC	30
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	THAKUR		10	INC	28
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	BRAHMIN/BHUMIHAR		20	INC	15
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	MUSLIM		20	INC	8
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	DALIT		10	INC	10
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	OTHERS		10	INC	7
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	YADAV			BSP	30
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	THAKUR			BSP	28
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	BRAHMIN/BHUMIHAR			BSP	15
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	MUSLIM		10	BSP	8
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	DALIT		30	BSP	10
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	OTHERS		10	BSP	7
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	YADAV			OTHERS	30
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	THAKUR			OTHERS	28
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	BRAHMIN/BHUMIHAR			OTHERS	15
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	MUSLIM			OTHERS	8
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	DALIT			OTHERS	10
GOPALGANJ 	99	BAIKUNTHPUR	GOPALGANJ	OTHERS			OTHERS	7
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	BRAHMIN		50	BJP	10
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	THAKUR		90	BJP	24
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	DALIT		0	BJP	15
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	MUSLIM		0	BJP	22
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	KURMI/KOIRIS		80	BJP	18
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	OTHER		60	BJP	6
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	YADAV		10	BJP	5
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	BRAHMIN			RJD	10
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	THAKUR		10	RJD	24
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	DALIT		40	RJD	15
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	MUSLIM		60	RJD	22
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	KURMI/KOIRIS		10	RJD	18
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	OTHER		30	RJD	6
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	YADAV		80	RJD	5
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	BRAHMIN		50	INC	10
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	THAKUR			INC	24
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	DALIT		20	INC	15
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	MUSLIM		20	INC	22
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	KURMI/KOIRIS		10	INC	18
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	OTHER		10	INC	6
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	YADAV		10	INC	5
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	BRAHMIN			BSP	10
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	THAKUR			BSP	24
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	DALIT		40	BSP	15
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	MUSLIM		20	BSP	22
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	KURMI/KOIRIS			BSP	18
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	OTHER			BSP	6
GOPALGANJ 	101	GOPALGANJ	GOPALGANJ	YADAV			BSP	5
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BRAHMIN		60	BSP	30
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BHUMIHAR		10	BSP	22
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MUSLIM		20	BSP	10
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	DALIT		60	BSP	18
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MALLAH/NISHAD/BIN/NONIYA		10	BSP	15
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	YADAV		0	BSP	5
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BRAHMIN		10	RJD	30
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BHUMIHAR		60	RJD	22
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MUSLIM		60	RJD	10
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	DALIT		40	RJD	18
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MALLAH/NISHAD/BIN/NONIYA		70	RJD	15
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	YADAV		90	RJD	5
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BRAHMIN		30	BJP	30
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BHUMIHAR		20	BJP	22
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MUSLIM			BJP	10
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	DALIT			BJP	18
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MALLAH/NISHAD/BIN/NONIYA		20	BJP	15
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	YADAV		10	BJP	5
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BRAHMIN			INC	30
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	BHUMIHAR		10	INC	22
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MUSLIM		10	INC	10
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	DALIT			INC	18
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	MALLAH/NISHAD/BIN/NONIYA			INC	15
GOPALGANJ 	102	KUCHAIKOTE	GOPALGANJ	YADAV			INC	5
GOPALGANJ 	103	BHOREY	GOPALGANJ	DALIT		50	RJD	25
GOPALGANJ 	103	BHOREY	GOPALGANJ	BRAHMIN		10	RJD	20
GOPALGANJ 	103	BHOREY	GOPALGANJ	BHUMIHAR		10	RJD	10
GOPALGANJ 	103	BHOREY	GOPALGANJ	MUSLIM		60	RJD	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	OBC		10	RJD	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	DALIT		10	BJP	25
GOPALGANJ 	103	BHOREY	GOPALGANJ	BRAHMIN		80	BJP	20
GOPALGANJ 	103	BHOREY	GOPALGANJ	BHUMIHAR		60	BJP	10
GOPALGANJ 	103	BHOREY	GOPALGANJ	MUSLIM			BJP	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	OBC		60	BJP	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	DALIT		10	INC	25
GOPALGANJ 	103	BHOREY	GOPALGANJ	BRAHMIN		10	INC	20
GOPALGANJ 	103	BHOREY	GOPALGANJ	BHUMIHAR		10	INC	10
GOPALGANJ 	103	BHOREY	GOPALGANJ	MUSLIM		10	INC	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	OBC		10	INC	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	DALIT		20	BSP	25
GOPALGANJ 	103	BHOREY	GOPALGANJ	BRAHMIN			BSP	20
GOPALGANJ 	103	BHOREY	GOPALGANJ	BHUMIHAR		10	BSP	10
GOPALGANJ 	103	BHOREY	GOPALGANJ	MUSLIM		10	BSP	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	OBC		10	BSP	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	DALIT		10	CPI(ML)	25
GOPALGANJ 	103	BHOREY	GOPALGANJ	BRAHMIN			CPI(ML)	20
GOPALGANJ 	103	BHOREY	GOPALGANJ	BHUMIHAR			CPI(ML)	10
GOPALGANJ 	103	BHOREY	GOPALGANJ	MUSLIM		30	CPI(ML)	15
GOPALGANJ 	103	BHOREY	GOPALGANJ	OBC		10	CPI(ML)	15
GOPALGANJ 	104	HATHUA	GOPALGANJ	KOIRIS/KURMI		80	JD(U)+	25
GOPALGANJ 	104	HATHUA	GOPALGANJ	MUSLIM		10	JD(U)+	20
GOPALGANJ 	104	HATHUA	GOPALGANJ	BRAHMIN		50	JD(U)+	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	THAKUR		50	JD(U)+	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	DALIT		10	JD(U)+	18
GOPALGANJ 	104	HATHUA	GOPALGANJ	YADAV			JD(U)+	8
GOPALGANJ 	104	HATHUA	GOPALGANJ	OTHER		30	JD(U)+	9
GOPALGANJ 	104	HATHUA	GOPALGANJ	KOIRIS/KURMI		10	RJD	25
GOPALGANJ 	104	HATHUA	GOPALGANJ	MUSLIM		10	RJD	20
GOPALGANJ 	104	HATHUA	GOPALGANJ	BRAHMIN		20	RJD	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	THAKUR		20	RJD	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	DALIT		30	RJD	18
GOPALGANJ 	104	HATHUA	GOPALGANJ	YADAV		90	RJD	8
GOPALGANJ 	104	HATHUA	GOPALGANJ	OTHER		40	RJD	9
GOPALGANJ 	104	HATHUA	GOPALGANJ	KOIRIS/KURMI		10	INC	25
GOPALGANJ 	104	HATHUA	GOPALGANJ	MUSLIM		80	INC	20
GOPALGANJ 	104	HATHUA	GOPALGANJ	BRAHMIN		30	INC	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	THAKUR		30	INC	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	DALIT		20	INC	18
GOPALGANJ 	104	HATHUA	GOPALGANJ	YADAV		10	INC	8
GOPALGANJ 	104	HATHUA	GOPALGANJ	OTHER		10	INC	9
GOPALGANJ 	104	HATHUA	GOPALGANJ	KOIRIS/KURMI			BSP	25
GOPALGANJ 	104	HATHUA	GOPALGANJ	MUSLIM			BSP	20
GOPALGANJ 	104	HATHUA	GOPALGANJ	BRAHMIN			BSP	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	THAKUR			BSP	10
GOPALGANJ 	104	HATHUA	GOPALGANJ	DALIT		40	BSP	18
GOPALGANJ 	104	HATHUA	GOPALGANJ	YADAV			BSP	8
GOPALGANJ 	104	HATHUA	GOPALGANJ	OTHER		10	BSP	9
SIWAN	110	BARHARIA	SIWAN	AWADHIA/KURMI	56000			
SIWAN	110	BARHARIA	SIWAN	MUSLIM	45000			
SIWAN	110	BARHARIA	SIWAN	DALIT	42000			
SIWAN	110	BARHARIA	SIWAN	OBC	15000			
SIWAN	110	BARHARIA	SIWAN	YADAV	10000			
SIWAN	110	BARHARIA	SIWAN	AWADHIA/KURMI	56000		JD(U)+	
SIWAN	110	BARHARIA	SIWAN	MUSLIM	45000		JD(U)+	
SIWAN	110	BARHARIA	SIWAN	DALIT	42000		JD(U)+	
SIWAN	110	BARHARIA	SIWAN	OBC	15000		JD(U)+	
SIWAN	110	BARHARIA	SIWAN	YADAV	10000		JD(U)+	
SIWAN	110	BARHARIA	SIWAN	AWADHIA/KURMI	56000		RJD	
SIWAN	110	BARHARIA	SIWAN	MUSLIM	45000		RJD	
SIWAN	110	BARHARIA	SIWAN	DALIT	42000		RJD	
SIWAN	110	BARHARIA	SIWAN	OBC	15000		RJD	
SIWAN	110	BARHARIA	SIWAN	YADAV	10000		RJD	
SIWAN	110	BARHARIA	SIWAN	AWADHIA/KURMI	56000		INC	
SIWAN	110	BARHARIA	SIWAN	MUSLIM	45000		INC	
SIWAN	110	BARHARIA	SIWAN	DALIT	42000		INC	
SIWAN	110	BARHARIA	SIWAN	OBC	15000		INC	
SIWAN	110	BARHARIA	SIWAN	YADAV	10000		INC	
SIWAN	110	BARHARIA	SIWAN	AWADHIA/KURMI	56000		LJP	
SIWAN	110	BARHARIA	SIWAN	MUSLIM	45000		LJP	
SIWAN	110	BARHARIA	SIWAN	DALIT	42000		LJP	
SIWAN	110	BARHARIA	SIWAN	OBC	15000		LJP	
SIWAN	110	BARHARIA	SIWAN	YADAV	10000		LJP	
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	BHUMIHAR		20	JD(U)+	26
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	KUSHWAHA		60	JD(U)+	10
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	YADAV		0	JD(U)+	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	RAJPUT		70	JD(U)+	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	DALIT		10	JD(U)+	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	MUSLIM		20	JD(U)+	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	EBC		20	JD(U)+	8
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	OBC		50	JD(U)+	6
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	BHUMIHAR		60	RJD	26
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	KUSHWAHA		30	RJD	10
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	YADAV		90	RJD	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	RAJPUT		20	RJD	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	DALIT		40	RJD	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	MUSLIM		50	RJD	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	EBC		50	RJD	8
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	OBC		30	RJD	6
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	BHUMIHAR		10	INC	26
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	KUSHWAHA		10	INC	10
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	YADAV		10	INC	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	RAJPUT		10	INC	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	DALIT		20	INC	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	MUSLIM		30	INC	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	EBC		20	INC	8
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	OBC		20	INC	6
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	BHUMIHAR		10	LJP	26
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	KUSHWAHA			LJP	10
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	YADAV			LJP	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	RAJPUT			LJP	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	DALIT		30	LJP	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	MUSLIM			LJP	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	EBC		10	LJP	8
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	OBC			LJP	6
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	BHUMIHAR			OTHERS	26
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	KUSHWAHA			OTHERS	10
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	YADAV			OTHERS	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	RAJPUT			OTHERS	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	DALIT			OTHERS	12
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	MUSLIM			OTHERS	13
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	EBC			OTHERS	8
SIWAN	111	GORIAKOTHI	MAHARAJGANJ	OBC			OTHERS	6
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BHUMIHAR		20	JD(U)	22
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BANIYA		60	JD(U)	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	THAKUR		70	JD(U)	15
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	YADAV		10	JD(U)	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OBC		50	JD(U)	12
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	KUSHWAHA		70	JD(U)	8
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	DALIT		10	JD(U)	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OTHER		20	JD(U)	13
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BHUMIHAR		50	RJD	22
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BANIYA		20	RJD	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	THAKUR		20	RJD	15
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	YADAV		90	RJD	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OBC		50	RJD	12
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	KUSHWAHA		20	RJD	8
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	DALIT		40	RJD	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OTHER		40	RJD	13
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BHUMIHAR		30	INC	22
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BANIYA		10	INC	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	THAKUR		10	INC	15
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	YADAV			INC	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OBC			INC	12
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	KUSHWAHA		10	INC	8
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	DALIT		10	INC	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OTHER		20	INC	13
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BHUMIHAR			LJP	22
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	BANIYA		10	LJP	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	THAKUR			LJP	15
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	YADAV			LJP	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OBC			LJP	12
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	KUSHWAHA			LJP	8
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	DALIT		40	LJP	10
SIWAN	112	MAHARAJGANJ	MAHARAJGANJ	OTHER		20	LJP	13
SIWAN	109	DARAUNDHA	SIWAN	THAKUR			NEW SEAT	1
SIWAN	109	DARAUNDHA	SIWAN	YADAV			NEW SEAT	2
SIWAN	109	DARAUNDHA	SIWAN	MUSLIM			NEW SEAT	3
SIWAN	109	DARAUNDHA	SIWAN	DHANUK/BIN			NEW SEAT	4
SIWAN	109	DARAUNDHA	SIWAN	DALIT 			NEW SEAT	5
SIWAN	109	DARAUNDHA	SIWAN	REST OBC			NEW SEAT	6
SIWAN	109	DARAUNDHA	SIWAN	THAKUR			JD(U)+	1
SIWAN	109	DARAUNDHA	SIWAN	YADAV			JD(U)+	2
SIWAN	109	DARAUNDHA	SIWAN	MUSLIM			JD(U)+	3
SIWAN	109	DARAUNDHA	SIWAN	DHANUK/BIN			JD(U)+	4
SIWAN	109	DARAUNDHA	SIWAN	DALIT 			JD(U)+	5
SIWAN	109	DARAUNDHA	SIWAN	REST OBC			JD(U)+	6
SIWAN	109	DARAUNDHA	SIWAN	THAKUR			RJD	1
SIWAN	109	DARAUNDHA	SIWAN	YADAV			RJD	2
SIWAN	109	DARAUNDHA	SIWAN	MUSLIM			RJD	3
SIWAN	109	DARAUNDHA	SIWAN	DHANUK/BIN			RJD	4
SIWAN	109	DARAUNDHA	SIWAN	DALIT 			RJD	5
SIWAN	109	DARAUNDHA	SIWAN	REST OBC			RJD	6
SIWAN	109	DARAUNDHA	SIWAN	THAKUR			INC	1
SIWAN	109	DARAUNDHA	SIWAN	YADAV			INC	2
SIWAN	109	DARAUNDHA	SIWAN	MUSLIM			INC	3
SIWAN	109	DARAUNDHA	SIWAN	DHANUK/BIN			INC	4
SIWAN	109	DARAUNDHA	SIWAN	DALIT 			INC	5
SIWAN	109	DARAUNDHA	SIWAN	REST OBC			INC	6
SIWAN	109	DARAUNDHA	SIWAN	THAKUR			LJP	1
SIWAN	109	DARAUNDHA	SIWAN	YADAV			LJP	2
SIWAN	109	DARAUNDHA	SIWAN	MUSLIM			LJP	3
SIWAN	109	DARAUNDHA	SIWAN	DHANUK/BIN			LJP	4
SIWAN	109	DARAUNDHA	SIWAN	DALIT 			LJP	5
SIWAN	109	DARAUNDHA	SIWAN	REST OBC			LJP	6
SIWAN	108	RAGHUNATHPUR	SIWAN	RAJPUT				20
SIWAN	108	RAGHUNATHPUR	SIWAN	MUSLIM				20
SIWAN	108	RAGHUNATHPUR	SIWAN	YADAV				18
SIWAN	108	RAGHUNATHPUR	SIWAN	KURMI				12
SIWAN	108	RAGHUNATHPUR	SIWAN	DALIT				12
SIWAN	108	RAGHUNATHPUR	SIWAN	REST OBC				10
SIWAN	108	RAGHUNATHPUR	SIWAN	RAJPUT			JD(U)+	20
SIWAN	108	RAGHUNATHPUR	SIWAN	MUSLIM			JD(U)+	20
SIWAN	108	RAGHUNATHPUR	SIWAN	YADAV			JD(U)+	18
SIWAN	108	RAGHUNATHPUR	SIWAN	KURMI			JD(U)+	12
SIWAN	108	RAGHUNATHPUR	SIWAN	DALIT			JD(U)+	12
SIWAN	108	RAGHUNATHPUR	SIWAN	REST OBC			JD(U)+	10
SIWAN	108	RAGHUNATHPUR	SIWAN	RAJPUT			RJD	20
SIWAN	108	RAGHUNATHPUR	SIWAN	MUSLIM			RJD	20
SIWAN	108	RAGHUNATHPUR	SIWAN	YADAV			RJD	18
SIWAN	108	RAGHUNATHPUR	SIWAN	KURMI			RJD	12
SIWAN	108	RAGHUNATHPUR	SIWAN	DALIT			RJD	12
SIWAN	108	RAGHUNATHPUR	SIWAN	REST OBC			RJD	10
SIWAN	108	RAGHUNATHPUR	SIWAN	RAJPUT			INC	20
SIWAN	108	RAGHUNATHPUR	SIWAN	MUSLIM			INC	20
SIWAN	108	RAGHUNATHPUR	SIWAN	YADAV			INC	18
SIWAN	108	RAGHUNATHPUR	SIWAN	KURMI			INC	12
SIWAN	108	RAGHUNATHPUR	SIWAN	DALIT			INC	12
SIWAN	108	RAGHUNATHPUR	SIWAN	REST OBC			INC	10
SIWAN	108	RAGHUNATHPUR	SIWAN	RAJPUT			LJP	20
SIWAN	108	RAGHUNATHPUR	SIWAN	MUSLIM			LJP	20
SIWAN	108	RAGHUNATHPUR	SIWAN	YADAV			LJP	18
SIWAN	108	RAGHUNATHPUR	SIWAN	KURMI			LJP	12
SIWAN	108	RAGHUNATHPUR	SIWAN	DALIT			LJP	12
SIWAN	108	RAGHUNATHPUR	SIWAN	REST OBC			LJP	10
SIWAN	107	DARAULI	SIWAN	YADAV				18
SIWAN	107	DARAULI	SIWAN	BRAHMIN				20
SIWAN	107	DARAULI	SIWAN	MUSLIM				8
SIWAN	107	DARAULI	SIWAN	DALIT				20
SIWAN	107	DARAULI	SIWAN	THAKUR				15
SIWAN	107	DARAULI	SIWAN	OBC				15
SIWAN	107	DARAULI	SIWAN	YADAV			JD(U)+	18
SIWAN	107	DARAULI	SIWAN	BRAHMIN			JD(U)+	20
SIWAN	107	DARAULI	SIWAN	MUSLIM			JD(U)+	8
SIWAN	107	DARAULI	SIWAN	DALIT			JD(U)+	20
SIWAN	107	DARAULI	SIWAN	THAKUR			JD(U)+	15
SIWAN	107	DARAULI	SIWAN	OBC			JD(U)+	15
SIWAN	107	DARAULI	SIWAN	YADAV			RJD	18
SIWAN	107	DARAULI	SIWAN	BRAHMIN			RJD	20
SIWAN	107	DARAULI	SIWAN	MUSLIM			RJD	8
SIWAN	107	DARAULI	SIWAN	DALIT			RJD	20
SIWAN	107	DARAULI	SIWAN	THAKUR			RJD	15
