Assembly_Id	District	Assembly_Name	Parliamentary_Name	Party	PARTY_PARAMETER	PARTY_PARAMETER_SCORE
104	#REF!	HATHUA	GOPALGANJ	BSP	PARTY ORGANISATION	3
104	#REF!	HATHUA	GOPALGANJ	BSP	LOCAL LEADERS UNITY/COORDINATION	3
104	#REF!	HATHUA	GOPALGANJ	BSP	BOOTH MANAGEMENT OF PARTY	3
110	#REF!	BARHARIA	SIWAN	NEW SEAT	PARTY ORGANISATION	
110	#REF!	BARHARIA	SIWAN	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
110	#REF!	BARHARIA	SIWAN	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
110	#REF!	BARHARIA	SIWAN	JD(U)	PARTY ORGANISATION	8
110	#REF!	BARHARIA	SIWAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
110	#REF!	BARHARIA	SIWAN	JD(U)	BOOTH MANAGEMENT OF PARTY	4
110	#REF!	BARHARIA	SIWAN	RJD	PARTY ORGANISATION	6
110	#REF!	BARHARIA	SIWAN	RJD	LOCAL LEADERS UNITY/COORDINATION	6
110	#REF!	BARHARIA	SIWAN	RJD	BOOTH MANAGEMENT OF PARTY	5
110	#REF!	BARHARIA	SIWAN	INC	PARTY ORGANISATION	4
110	#REF!	BARHARIA	SIWAN	INC	LOCAL LEADERS UNITY/COORDINATION	4
110	#REF!	BARHARIA	SIWAN	INC	BOOTH MANAGEMENT OF PARTY	3
110	#REF!	BARHARIA	SIWAN	OTHERS	PARTY ORGANISATION	3
110	#REF!	BARHARIA	SIWAN	OTHERS	LOCAL LEADERS UNITY/COORDINATION	2
110	#REF!	BARHARIA	SIWAN	OTHERS	BOOTH MANAGEMENT OF PARTY	2
111	#REF!	GORIAKOTHI	MAHARAJGANJ	RJD	PARTY ORGANISATION	7
111	#REF!	GORIAKOTHI	MAHARAJGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	8
111	#REF!	GORIAKOTHI	MAHARAJGANJ	RJD	BOOTH MANAGEMENT OF PARTY	8
111	#REF!	GORIAKOTHI	MAHARAJGANJ	BJP	PARTY ORGANISATION	6
111	#REF!	GORIAKOTHI	MAHARAJGANJ	BJP	LOCAL LEADERS UNITY/COORDINATION	6
111	#REF!	GORIAKOTHI	MAHARAJGANJ	BJP	BOOTH MANAGEMENT OF PARTY	6
111	#REF!	GORIAKOTHI	MAHARAJGANJ	INC	PARTY ORGANISATION	4
111	#REF!	GORIAKOTHI	MAHARAJGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	2
111	#REF!	GORIAKOTHI	MAHARAJGANJ	INC	BOOTH MANAGEMENT OF PARTY	3
111	#REF!	GORIAKOTHI	MAHARAJGANJ	OTHERS	PARTY ORGANISATION	3
111	#REF!	GORIAKOTHI	MAHARAJGANJ	OTHERS	LOCAL LEADERS UNITY/COORDINATION	3
111	#REF!	GORIAKOTHI	MAHARAJGANJ	OTHERS	BOOTH MANAGEMENT OF PARTY	3
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	JD(U)	PARTY ORGANISATION	7
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	JD(U)	LOCAL LEADERS UNITY/COORDINATION	7
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	JD(U)	BOOTH MANAGEMENT OF PARTY	7
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	RJD	PARTY ORGANISATION	8
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	8
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	RJD	BOOTH MANAGEMENT OF PARTY	8
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	INC	PARTY ORGANISATION	5
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	4
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	INC	BOOTH MANAGEMENT OF PARTY	5
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	LJP	PARTY ORGANISATION	5
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	LJP	LOCAL LEADERS UNITY/COORDINATION	4
112	#REF!	MAHARAJGANJ	MAHARAJGANJ	LJP	BOOTH MANAGEMENT OF PARTY	2
109	#REF!	DARAUNDHA	SIWAN	NEW SEAT	PARTY ORGANISATION	
109	#REF!	DARAUNDHA	SIWAN	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
109	#REF!	DARAUNDHA	SIWAN	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
109	#REF!	DARAUNDHA	SIWAN	INC	PARTY ORGANISATION	7
109	#REF!	DARAUNDHA	SIWAN	INC	LOCAL LEADERS UNITY/COORDINATION	7
109	#REF!	DARAUNDHA	SIWAN	INC	BOOTH MANAGEMENT OF PARTY	7
109	#REF!	DARAUNDHA	SIWAN	RJD	PARTY ORGANISATION	6
109	#REF!	DARAUNDHA	SIWAN	RJD	LOCAL LEADERS UNITY/COORDINATION	6
109	#REF!	DARAUNDHA	SIWAN	RJD	BOOTH MANAGEMENT OF PARTY	6
109	#REF!	DARAUNDHA	SIWAN	JD(U)	PARTY ORGANISATION	8
109	#REF!	DARAUNDHA	SIWAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	8
109	#REF!	DARAUNDHA	SIWAN	JD(U)	BOOTH MANAGEMENT OF PARTY	8
109	#REF!	DARAUNDHA	SIWAN	LJP	PARTY ORGANISATION	4
109	#REF!	DARAUNDHA	SIWAN	LJP	LOCAL LEADERS UNITY/COORDINATION	4
109	#REF!	DARAUNDHA	SIWAN	LJP	BOOTH MANAGEMENT OF PARTY	4
109	#REF!	DARAUNDHA	SIWAN	OTHERS	PARTY ORGANISATION	
109	#REF!	DARAUNDHA	SIWAN	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
109	#REF!	DARAUNDHA	SIWAN	OTHERS	BOOTH MANAGEMENT OF PARTY	
108	#REF!	RAGHUNATHPUR	SIWAN	JD(U)	PARTY ORGANISATION	6
108	#REF!	RAGHUNATHPUR	SIWAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	6
108	#REF!	RAGHUNATHPUR	SIWAN	JD(U)	BOOTH MANAGEMENT OF PARTY	6
108	#REF!	RAGHUNATHPUR	SIWAN	INC	PARTY ORGANISATION	8
108	#REF!	RAGHUNATHPUR	SIWAN	INC	LOCAL LEADERS UNITY/COORDINATION	8
108	#REF!	RAGHUNATHPUR	SIWAN	INC	BOOTH MANAGEMENT OF PARTY	8
108	#REF!	RAGHUNATHPUR	SIWAN	RJD	PARTY ORGANISATION	5
108	#REF!	RAGHUNATHPUR	SIWAN	RJD	LOCAL LEADERS UNITY/COORDINATION	4
108	#REF!	RAGHUNATHPUR	SIWAN	RJD	BOOTH MANAGEMENT OF PARTY	5
108	#REF!	RAGHUNATHPUR	SIWAN	LJP	PARTY ORGANISATION	3
108	#REF!	RAGHUNATHPUR	SIWAN	LJP	LOCAL LEADERS UNITY/COORDINATION	2
108	#REF!	RAGHUNATHPUR	SIWAN	LJP	BOOTH MANAGEMENT OF PARTY	2
107	#REF!	DARAULI	SIWAN	CPI(ML)	PARTY ORGANISATION	6
107	#REF!	DARAULI	SIWAN	CPI(ML)	LOCAL LEADERS UNITY/COORDINATION	7
107	#REF!	DARAULI	SIWAN	CPI(ML)	BOOTH MANAGEMENT OF PARTY	8
107	#REF!	DARAULI	SIWAN	BJP	PARTY ORGANISATION	5
107	#REF!	DARAULI	SIWAN	BJP	LOCAL LEADERS UNITY/COORDINATION	3
107	#REF!	DARAULI	SIWAN	BJP	BOOTH MANAGEMENT OF PARTY	3
107	#REF!	DARAULI	SIWAN	RJD	PARTY ORGANISATION	4
107	#REF!	DARAULI	SIWAN	RJD	LOCAL LEADERS UNITY/COORDINATION	3
107	#REF!	DARAULI	SIWAN	RJD	BOOTH MANAGEMENT OF PARTY	4
107	#REF!	DARAULI	SIWAN	INC	PARTY ORGANISATION	4
107	#REF!	DARAULI	SIWAN	INC	LOCAL LEADERS UNITY/COORDINATION	4
107	#REF!	DARAULI	SIWAN	INC	BOOTH MANAGEMENT OF PARTY	4
107	#REF!	DARAULI	SIWAN	BSP	PARTY ORGANISATION	2
107	#REF!	DARAULI	SIWAN	BSP	LOCAL LEADERS UNITY/COORDINATION	2
107	#REF!	DARAULI	SIWAN	BSP	BOOTH MANAGEMENT OF PARTY	2
106	#REF!	ZIRADEI	SIWAN	JD(U)	PARTY ORGANISATION	6
106	#REF!	ZIRADEI	SIWAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
106	#REF!	ZIRADEI	SIWAN	JD(U)	BOOTH MANAGEMENT OF PARTY	4
106	#REF!	ZIRADEI	SIWAN	RJD	PARTY ORGANISATION	7
106	#REF!	ZIRADEI	SIWAN	RJD	LOCAL LEADERS UNITY/COORDINATION	8
106	#REF!	ZIRADEI	SIWAN	RJD	BOOTH MANAGEMENT OF PARTY	7
106	#REF!	ZIRADEI	SIWAN	INC	PARTY ORGANISATION	4
106	#REF!	ZIRADEI	SIWAN	INC	LOCAL LEADERS UNITY/COORDINATION	2
106	#REF!	ZIRADEI	SIWAN	INC	BOOTH MANAGEMENT OF PARTY	3
106	#REF!	ZIRADEI	SIWAN	LJP	PARTY ORGANISATION	4
106	#REF!	ZIRADEI	SIWAN	LJP	LOCAL LEADERS UNITY/COORDINATION	2
106	#REF!	ZIRADEI	SIWAN	LJP	BOOTH MANAGEMENT OF PARTY	2
105	#REF!	SIWAN	SIWAN	BJP	PARTY ORGANISATION	8
105	#REF!	SIWAN	SIWAN	BJP	LOCAL LEADERS UNITY/COORDINATION	4
105	#REF!	SIWAN	SIWAN	BJP	BOOTH MANAGEMENT OF PARTY	6
105	#REF!	SIWAN	SIWAN	RJD	PARTY ORGANISATION	8
105	#REF!	SIWAN	SIWAN	RJD	LOCAL LEADERS UNITY/COORDINATION	5
105	#REF!	SIWAN	SIWAN	RJD	BOOTH MANAGEMENT OF PARTY	4
105	#REF!	SIWAN	SIWAN	INC	PARTY ORGANISATION	5
105	#REF!	SIWAN	SIWAN	INC	LOCAL LEADERS UNITY/COORDINATION	4
105	#REF!	SIWAN	SIWAN	INC	BOOTH MANAGEMENT OF PARTY	4
105	#REF!	SIWAN	SIWAN	LJP	PARTY ORGANISATION	3
105	#REF!	SIWAN	SIWAN	LJP	LOCAL LEADERS UNITY/COORDINATION	4
105	#REF!	SIWAN	SIWAN	LJP	BOOTH MANAGEMENT OF PARTY	4
105	#REF!	SIWAN	SIWAN	OTHERS	PARTY ORGANISATION	3
105	#REF!	SIWAN	SIWAN	OTHERS	LOCAL LEADERS UNITY/COORDINATION	4
105	#REF!	SIWAN	SIWAN	OTHERS	BOOTH MANAGEMENT OF PARTY	4
116	#REF!	TARAIYA	MAHARAJGANJ	RJD	PARTY ORGANISATION	8
116	#REF!	TARAIYA	MAHARAJGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	8
116	#REF!	TARAIYA	MAHARAJGANJ	RJD	BOOTH MANAGEMENT OF PARTY	8
116	#REF!	TARAIYA	MAHARAJGANJ	BJP	PARTY ORGANISATION	6
116	#REF!	TARAIYA	MAHARAJGANJ	BJP	LOCAL LEADERS UNITY/COORDINATION	6
116	#REF!	TARAIYA	MAHARAJGANJ	BJP	BOOTH MANAGEMENT OF PARTY	6
116	#REF!	TARAIYA	MAHARAJGANJ	INC	PARTY ORGANISATION	4
116	#REF!	TARAIYA	MAHARAJGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	3
116	#REF!	TARAIYA	MAHARAJGANJ	INC	BOOTH MANAGEMENT OF PARTY	3
116	#REF!	TARAIYA	MAHARAJGANJ	BSP	PARTY ORGANISATION	2
116	#REF!	TARAIYA	MAHARAJGANJ	BSP	LOCAL LEADERS UNITY/COORDINATION	2
116	#REF!	TARAIYA	MAHARAJGANJ	BSP	BOOTH MANAGEMENT OF PARTY	1
115	#REF!	BANIAPUR	MAHARAJGANJ	JD(U)	PARTY ORGANISATION	6
115	#REF!	BANIAPUR	MAHARAJGANJ	JD(U)	LOCAL LEADERS UNITY/COORDINATION	2
115	#REF!	BANIAPUR	MAHARAJGANJ	JD(U)	BOOTH MANAGEMENT OF PARTY	5
115	#REF!	BANIAPUR	MAHARAJGANJ	RJD	PARTY ORGANISATION	4
115	#REF!	BANIAPUR	MAHARAJGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	3
115	#REF!	BANIAPUR	MAHARAJGANJ	RJD	BOOTH MANAGEMENT OF PARTY	3
115	#REF!	BANIAPUR	MAHARAJGANJ	INC	PARTY ORGANISATION	8
115	#REF!	BANIAPUR	MAHARAJGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	8
115	#REF!	BANIAPUR	MAHARAJGANJ	INC	BOOTH MANAGEMENT OF PARTY	7
115	#REF!	BANIAPUR	MAHARAJGANJ	LJP	PARTY ORGANISATION	3
115	#REF!	BANIAPUR	MAHARAJGANJ	LJP	LOCAL LEADERS UNITY/COORDINATION	2
115	#REF!	BANIAPUR	MAHARAJGANJ	LJP	BOOTH MANAGEMENT OF PARTY	3
122	#REF!	SONEPUR	SARAN	RJD	PARTY ORGANISATION	8
122	#REF!	SONEPUR	SARAN	RJD	LOCAL LEADERS UNITY/COORDINATION	6
122	#REF!	SONEPUR	SARAN	RJD	BOOTH MANAGEMENT OF PARTY	8
122	#REF!	SONEPUR	SARAN	BJP	PARTY ORGANISATION	6
122	#REF!	SONEPUR	SARAN	BJP	LOCAL LEADERS UNITY/COORDINATION	5
122	#REF!	SONEPUR	SARAN	BJP	BOOTH MANAGEMENT OF PARTY	4
122	#REF!	SONEPUR	SARAN	INC	PARTY ORGANISATION	4
122	#REF!	SONEPUR	SARAN	INC	LOCAL LEADERS UNITY/COORDINATION	2
122	#REF!	SONEPUR	SARAN	INC	BOOTH MANAGEMENT OF PARTY	3
122	#REF!	SONEPUR	SARAN	LJP	PARTY ORGANISATION	5
122	#REF!	SONEPUR	SARAN	LJP	LOCAL LEADERS UNITY/COORDINATION	4
122	#REF!	SONEPUR	SARAN	LJP	BOOTH MANAGEMENT OF PARTY	4
114	#REF!	MANJHI	MAHARAJGANJ	JD(U)	PARTY ORGANISATION	6
114	#REF!	MANJHI	MAHARAJGANJ	JD(U)	LOCAL LEADERS UNITY/COORDINATION	3
114	#REF!	MANJHI	MAHARAJGANJ	JD(U)	BOOTH MANAGEMENT OF PARTY	5
114	#REF!	MANJHI	MAHARAJGANJ	INC	PARTY ORGANISATION	8
114	#REF!	MANJHI	MAHARAJGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	8
114	#REF!	MANJHI	MAHARAJGANJ	INC	BOOTH MANAGEMENT OF PARTY	7
114	#REF!	MANJHI	MAHARAJGANJ	RJD	PARTY ORGANISATION	6
114	#REF!	MANJHI	MAHARAJGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	5
114	#REF!	MANJHI	MAHARAJGANJ	RJD	BOOTH MANAGEMENT OF PARTY	5
114	#REF!	MANJHI	MAHARAJGANJ	LJP	PARTY ORGANISATION	3
114	#REF!	MANJHI	MAHARAJGANJ	LJP	LOCAL LEADERS UNITY/COORDINATION	3
114	#REF!	MANJHI	MAHARAJGANJ	LJP	BOOTH MANAGEMENT OF PARTY	3
120	#REF!	AMNOUR	SARAN	NEW SEAT	PARTY ORGANISATION	
120	#REF!	AMNOUR	SARAN	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
120	#REF!	AMNOUR	SARAN	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
120	#REF!	AMNOUR	SARAN	JD(U)	PARTY ORGANISATION	5
120	#REF!	AMNOUR	SARAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
120	#REF!	AMNOUR	SARAN	JD(U)	BOOTH MANAGEMENT OF PARTY	5
120	#REF!	AMNOUR	SARAN	BJP	PARTY ORGANISATION	6
120	#REF!	AMNOUR	SARAN	BJP	LOCAL LEADERS UNITY/COORDINATION	6
120	#REF!	AMNOUR	SARAN	BJP	BOOTH MANAGEMENT OF PARTY	6
120	#REF!	AMNOUR	SARAN	RJD	PARTY ORGANISATION	4
120	#REF!	AMNOUR	SARAN	RJD	LOCAL LEADERS UNITY/COORDINATION	4
120	#REF!	AMNOUR	SARAN	RJD	BOOTH MANAGEMENT OF PARTY	4
120	#REF!	AMNOUR	SARAN	INC	PARTY ORGANISATION	3
120	#REF!	AMNOUR	SARAN	INC	LOCAL LEADERS UNITY/COORDINATION	3
120	#REF!	AMNOUR	SARAN	INC	BOOTH MANAGEMENT OF PARTY	3
120	#REF!	AMNOUR	SARAN	LJP	PARTY ORGANISATION	2
120	#REF!	AMNOUR	SARAN	LJP	LOCAL LEADERS UNITY/COORDINATION	2
120	#REF!	AMNOUR	SARAN	LJP	BOOTH MANAGEMENT OF PARTY	2
120	#REF!	AMNOUR	SARAN	OTHERS	PARTY ORGANISATION	
120	#REF!	AMNOUR	SARAN	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
120	#REF!	AMNOUR	SARAN	OTHERS	BOOTH MANAGEMENT OF PARTY	
121	#REF!	PARSA	SARAN	JD(U)	PARTY ORGANISATION	5
121	#REF!	PARSA	SARAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	6
121	#REF!	PARSA	SARAN	JD(U)	BOOTH MANAGEMENT OF PARTY	4
121	#REF!	PARSA	SARAN	RJD	PARTY ORGANISATION	6
121	#REF!	PARSA	SARAN	RJD	LOCAL LEADERS UNITY/COORDINATION	6
121	#REF!	PARSA	SARAN	RJD	BOOTH MANAGEMENT OF PARTY	6
121	#REF!	PARSA	SARAN	INC	PARTY ORGANISATION	4
121	#REF!	PARSA	SARAN	INC	LOCAL LEADERS UNITY/COORDINATION	4
121	#REF!	PARSA	SARAN	INC	BOOTH MANAGEMENT OF PARTY	2
121	#REF!	PARSA	SARAN	LJP	PARTY ORGANISATION	2
121	#REF!	PARSA	SARAN	LJP	LOCAL LEADERS UNITY/COORDINATION	2
121	#REF!	PARSA	SARAN	LJP	BOOTH MANAGEMENT OF PARTY	2
117	#REF!	MARHAURA	SARAN	IND	PARTY ORGANISATION	7
117	#REF!	MARHAURA	SARAN	IND	LOCAL LEADERS UNITY/COORDINATION	6
117	#REF!	MARHAURA	SARAN	IND	BOOTH MANAGEMENT OF PARTY	7
117	#REF!	MARHAURA	SARAN	JD(U)	PARTY ORGANISATION	5
117	#REF!	MARHAURA	SARAN	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
117	#REF!	MARHAURA	SARAN	JD(U)	BOOTH MANAGEMENT OF PARTY	5
117	#REF!	MARHAURA	SARAN	RJD	PARTY ORGANISATION	6
117	#REF!	MARHAURA	SARAN	RJD	LOCAL LEADERS UNITY/COORDINATION	5
117	#REF!	MARHAURA	SARAN	RJD	BOOTH MANAGEMENT OF PARTY	5
117	#REF!	MARHAURA	SARAN	INC	PARTY ORGANISATION	3
117	#REF!	MARHAURA	SARAN	INC	LOCAL LEADERS UNITY/COORDINATION	3
117	#REF!	MARHAURA	SARAN	INC	BOOTH MANAGEMENT OF PARTY	3
117	#REF!	MARHAURA	SARAN	LJP	PARTY ORGANISATION	2
117	#REF!	MARHAURA	SARAN	LJP	LOCAL LEADERS UNITY/COORDINATION	2
117	#REF!	MARHAURA	SARAN	LJP	BOOTH MANAGEMENT OF PARTY	2
113	#REF!	EKMA	MAHARAJGANJ	NEW SEAT	PARTY ORGANISATION	
113	#REF!	EKMA	MAHARAJGANJ	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
113	#REF!	EKMA	MAHARAJGANJ	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
113	#REF!	EKMA	MAHARAJGANJ	JD(U)	PARTY ORGANISATION	8
113	#REF!	EKMA	MAHARAJGANJ	JD(U)	LOCAL LEADERS UNITY/COORDINATION	7
113	#REF!	EKMA	MAHARAJGANJ	JD(U)	BOOTH MANAGEMENT OF PARTY	7
113	#REF!	EKMA	MAHARAJGANJ	RJD	PARTY ORGANISATION	5
113	#REF!	EKMA	MAHARAJGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	6
113	#REF!	EKMA	MAHARAJGANJ	RJD	BOOTH MANAGEMENT OF PARTY	5
113	#REF!	EKMA	MAHARAJGANJ	INC	PARTY ORGANISATION	4
113	#REF!	EKMA	MAHARAJGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	3
113	#REF!	EKMA	MAHARAJGANJ	INC	BOOTH MANAGEMENT OF PARTY	4
113	#REF!	EKMA	MAHARAJGANJ	LJP	PARTY ORGANISATION	5
113	#REF!	EKMA	MAHARAJGANJ	LJP	LOCAL LEADERS UNITY/COORDINATION	4
