"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"FINAL RESULT SHEET [SEE RULE 56(2) ( C ) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 29 PARLIAMENTARY CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"To be used both for Parliamentary and Assembly Election"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of Electors in Assembly Constituency/Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"161-TARAPUR (VOTERS)"	""	""	"GENERAL VOTERS"	""	""	""	""	"SERVICE VOTERS"	""	""	""	""	"TOTAL"	""	"ROUND 1"	""	""	"DATE-27/02/2005"	""	""	""	""	""
"16"	"5"	"107"	"365"	"6"	"2"	"3"	""	"4"	""	"19"	"4"	""	"2"	""	"6"	""	"10"	"202"	""	"730"	""	"730"	""	""
"17"	"6"	"95"	"335"	"3"	"2"	"0"	""	"1"	""	"5"	"0"	""	"0"	""	"0"	""	"0"	"3"	""	"444"	""	"444"	""	""
"18"	"7"	"54"	"343"	"1"	"0"	"0"	""	"0"	""	"0"	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"401"	""	"401"	""	""
"19"	"8"	"156"	"68"	"0"	"2"	"1"	""	"4"	""	"1"	"2"	""	"1"	""	"0"	""	"3"	"7"	""	"245"	""	"245"	""	""
"20"	"9"	"43"	"136"	"4"	"2"	"1"	""	"1"	""	"4"	"1"	""	"2"	""	"7"	""	"6"	"242"	""	"449"	""	"449"	""	""
"21"	"12"	"204"	"135"	"18"	"4"	"3"	""	"13"	""	"13"	"9"	""	"1"	""	"5"	""	"12"	"230"	""	"647"	""	"647"	""	""
"22"	"11"	"167"	"70"	"5"	"5"	"6"	""	"29"	""	"4"	"7"	""	"9"	""	"12"	""	"14"	"274"	""	"602"	""	"602"	""	""
"23"	"12"	"105"	"102"	"4"	"1"	"4"	""	"84"	""	"14"	"2"	""	"9"	""	"1"	""	"3"	"19"	""	"348"	""	"348"	""	""
"24"	"13"	"121"	"97"	"5"	"6"	"8"	""	"38"	""	"26"	"7"	""	"7"	""	"16"	""	"24"	"294"	""	"649"	""	"649"	""	""
"25"	"14"	"33"	"262"	"13"	"5"	"2"	""	"8"	""	"2"	"2"	""	"1"	""	"7"	""	"11"	"221"	""	"567"	""	"567"	""	""
"26"	"TOTAL"	"1530"	"2224"	"80"	"34"	"33"	""	"348"	""	"111"	"44"	""	"38"	""	"64"	""	"97"	"2106"	""	"6709"	"0"	"6709"	"0"	""
"27"	"ROUND:-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"28"	"SIGNATUR E OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"SL NO
OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""
"30"	""	"RAJEEV
KUMAR SINGH"	"SHAKUNI CHOUDHARY"	"SANJAY
KUMAR SINGH"	"PRIYAM DEVI"	"RITA DEVI"	""	"MD. RUSTAM"	""	"ANIL KUMAR SINGH"	"BADRINATH PANJIYARA"	""	"BHARAT MANDAL"	""	"MAHENDRA PD. CHOUDHARY"	""	"SHASHIKANT YADAV"	"SANJAY KUMAR"	""	"TOTAL OF VALID VOTES"	""	""	""	""
"31"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	"16"	"17"	""
"32"	"B/F"	"1530"	"2224"	"80"	"34"	"33"	""	"348"	""	"111"	"44"	""	"38"	""	"64"	""	"97"	"2106"	""	"6709"	"0"	"6709"	""	""
"33"	"15"	"116"	"86"	"3"	"2"	"0"	""	"2"	""	"1"	"2"	""	"1"	""	"3"	""	"2"	"247"	""	"465"	""	"465"	""	""
"34"	"16"	"222"	"49"	"2"	"0"	"2"	""	"0"	""	"1"	"1"	""	"0"	""	"0"	""	"2"	"89"	""	"368"	""	"368"	""	""
"35"	"17"	"34"	"107"	"4"	"1"	"1"	""	"4"	""	"27"	"3"	""	"1"	""	"2"	""	"1"	"25"	""	"210"	""	"210"	""	""
"36"	"18"	"33"	"252"	"9"	"2"	"1"	""	"2"	""	"5"	"2"	""	"0"	""	"8"	""	"11"	"429"	""	"754"	""	"754"	""	""
"37"	"19"	"75"	"93"	"27"	"1"	"1"	""	"6"	""	"4"	"3"	""	"2"	""	"4"	""	"11"	"130"	""	"357"	""	"357"	""	""
"38"	"20"	"145"	"170"	"10"	"3"	"0"	""	"8"	""	"219"	"15"	""	"9"	""	"7"	""	"7"	"78"	""	"671"	""	"671"	""	""
"39"	"21"	"42"	"40"	"1"	"0"	"0"	""	"2"	""	"86"	"6"	""	"1"	""	"1"	""	"5"	"25"	""	"209"	""	"209"	""	""
"40"	"22"	"184"	"266"	"3"	"5"	"7"	""	"5"	""	"26"	"2"	""	"0"	""	"2"	""	"2"	"26"	""	"528"	""	"528"	""	""
"41"	"23"	"136"	"132"	"8"	"2"	"2"	""	"10"	""	"14"	"2"	""	"3"	""	"4"	""	"1"	"65"	""	"379"	""	"379"	""	""
"42"	"24"	"148"	"239"	"7"	"4"	"0"	""	"31"	""	"59"	"3"	""	"1"	""	"2"	""	"1"	"98"	""	"593"	""	"593"	""	""
"43"	"25"	"196"	"132"	"8"	"1"	"2"	""	"9"	""	"14"	"5"	""	"5"	""	"0"	""	"3"	"29"	""	"404"	""	"404"	""	""
"44"	"26"	"102"	"262"	"3"	"0"	"2"	""	"1"	""	"11"	"1"	""	"1"	""	"7"	""	"5"	"36"	""	"431"	""	"431"	""	""
"45"	"27"	"166"	"292"	"8"	"1"	"0"	""	"2"	""	"29"	"4"	""	"0"	""	"2"	""	"4"	"38"	""	"546"	""	"546"	""	""
"46"	"28"	"129"	"149"	"5"	"0"	"0"	""	"0"	""	"24"	"0"	""	"0"	""	"1"	""	"1"	"11"	""	"320"	""	"320"	""	""
"47"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""
"48"	"TOTAL"	"3258"	"4493"	"178"	"56"	"51"	""	"430"	""	"631"	"93"	""	"62"	""	"107"	""	"153"	"3432"	""	"12944"	""	"12944"	""	""
"49"	"ROUND:-2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"50"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"51"	"SL NO
OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""
"52"	""	"RAJEEV
KUMAR SINGH"	"SHAKUNI CHOUDHARY"	"SANJAY
KUMAR SINGH"	"PRIYAM DEVI"	"RITA DEVI"	""	"MD. RUSTAM"	""	"ANIL KUMAR SINGH"	"BADRINATH PANJIYARA"	""	"BHARAT MANDAL"	""	"MAHENDRA PD. CHOUDHARY"	""	"SHASHIKANT YADAV"	"SANJAY KUMAR"	""	"TOTAL OF VALID VOTES"	""	""	""	""
"53"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	"16"	"17"	""
"54"	"B/F"	"3258"	"4493"	"178"	"56"	"51"	""	"430"	""	"631"	"93"	""	"62"	""	"107"	""	"153"	"3432"	""	"12944"	"0"	"12944"	""	""
"55"	"29"	"228"	"188"	"4"	"3"	"2"	""	"0"	""	"15"	"3"	""	"3"	""	"0"	""	"3"	"26"	""	"475"	""	"950"	""	""
"56"	"30"	"77"	"481"	"14"	"4"	"2"	""	"0"	""	"29"	"1"	""	"1"	""	"3"	""	"2"	"35"	""	"649"	""	"1298"	""	""
"57"	"31"	"152"	"435"	"13"	"5"	"3"	""	"20"	""	"10"	"2"	""	"1"	""	"4"	""	"7"	"52"	""	"704"	""	"1408"	""	""
"58"	"32"	"188"	"276"	"5"	"3"	"0"	""	"14"	""	"25"	"6"	""	"2"	""	"6"	""	"8"	"77"	""	"610"	""	"1220"	""	""
"59"	"33"	"62"	"191"	"5"	"1"	"1"	""	"19"	""	"43"	"8"	""	"0"	""	"3"	""	"2"	"30"	""	"365"	""	"730"	""	""
"60"	"34"	"115"	"242"	"19"	"2"	"0"	""	"11"	""	"84"	"2"	""	"1"	""	"2"	""	"6"	"47"	""	"531"	""	"1062"	""	""
"61"	"35"	"47"	"136"	"5"	"5"	"2"	""	"48"	""	"145"	"6"	""	"0"	""	"3"	""	"2"	"6"	""	"405"	""	"810"	""	""
"62"	"36"	"60"	"134"	"3"	"0"	"0"	""	"7"	""	"7"	"7"	""	"1"	""	"1"	""	"7"	"210"	""	"437"	""	"874"	""	""
"63"	"37"	"86"	"108"	"6"	"0"	"2"	""	"53"	""	"5"	"1"	""	"3"	""	"8"	""	"4"	"85"	""	"361"	""	"722"	""	""
"64"	"38"	"19"	"181"	"3"	"0"	"0"	""	"2"	""	"5"	"0"	""	"0"	""	"2"	""	"3"	"165"	""	"380"	""	"760"	""	""
"65"	"39"	"28"	"70"	"20"	"0"	"3"	""	"105"	""	"16"	"4"	""	"2"	""	"8"	""	"3"	"78"	""	"337"	""	"674"	""	""
"66"	"40"	"11"	"160"	"8"	"6"	"8"	""	"86"	""	"98"	"6"	""	"4"	""	"13"	""	"6"	"48"	""	"454"	""	"908"	""	""
"67"	"41"	"70"	"119"	"4"	"1"	"2"	""	"6"	""	"9"	"2"	""	"2"	""	"4"	""	"5"	"183"	""	"407"	""	"814"	""	""
"68"	"42"	"53"	"116"	"5"	"2"	"1"	""	"10"	""	"59"	"2"	""	"2"	""	"0"	""	"1"	"67"	""	"318"	""	"636"	""	""
"69"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""	""
"70"	"TOTAL"	"4454"	"7330"	"292"	"88"	"77"	""	"811"	""	"1181"	"143"	""	"84"	""	"164"	""	"212"	"4541"	""	"19377"	"0"	"19377"	""	""
"71"	"ROUND:-3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"SL NO
OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""
"74"	""	"RAJEEV
KUMAR SINGH"	"SHAKUNI CHOUDHARY"	"SANJAY
KUMAR SINGH"	"PRIYAM DEVI"	"RITA DEVI"	""	"MD. RUSTAM"	""	"ANIL KUMAR SINGH"	"BADRINATH PANJIYARA"	""	"BHARAT MANDAL"	""	"MAHENDRA PD. CHOUDHARY"	""	"SHASHIKANT YADAV"	"SANJAY KUMAR"	""	"TOTAL OF VALID VOTES"	""	""	""	""
"75"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	"16"	"17"	""
"76"	"B/F"	"4454"	"7330"	"292"	"88"	"77"	""	"811"	""	"1181"	"143"	""	"84"	""	"164"	""	"212"	"4541"	""	"19377"	"0"	"19377"	""	""
"77"	"43"	"104"	"47"	"1"	"1"	"5"	""	"96"	""	"7"	"5"	""	"5"	""	"9"	""	"4"	"16"	""	"300"	""	"300"	""	""
"78"	"44"	"4"	"211"	"1"	"2"	"3"	""	"4"	""	"44"	"1"	""	"0"	""	"1"	""	"1"	"67"	""	"339"	""	"339"	""	""
"79"	"45"	"14"	"40"	"1"	"0"	"1"	""	"29"	""	"60"	"2"	""	"1"	""	"1"	""	"3"	"43"	""	"195"	""	"195"	""	""
"80"	"46"	"10"	"80"	"4"	"2"	"3"	""	"113"	""	"87"	"5"	""	"8"	""	"9"	""	"6"	"16"	""	"343"	""	"343"	""	""
"81"	"47"	"2"	"392"	"0"	"0"	"0"	""	"3"	""	"1"	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"399"	""	"399"	""	""
"82"	"48"	"6"	"704"	"4"	"0"	"0"	""	"29"	""	"1"	"0"	""	"0"	""	"0"	""	"1"	"3"	""	"748"	""	"748"	""	""
"83"	"49"	"15"	"87"	"1"	"0"	"0"	""	"5"	""	"229"	"2"	""	"0"	""	"0"	""	"1"	"10"	""	"350"	""	"350"	""	""
"84"	"50"	"190"	"653"	"16"	"6"	"3"	""	"1"	""	"2"	"0"	""	"1"	""	"3"	""	"14"	"19"	""	"908"	""	"908"	""	""
"85"	"51"	"1"	"875"	"2"	"0"	"0"	""	"0"	""	"0"	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"879"	""	"879"	""	""
"86"	"52"	"11"	"450"	"2"	"1"	"1"	""	"32"	""	"1"	"0"	""	"1"	""	"0"	""	"0"	"2"	""	"501"	""	"501"	""	""
"87"	"53"	"19"	"525"	"12"	"0"	"1"	""	"15"	""	"2"	"0"	""	"0"	""	"1"	""	"0"	"11"	""	"586"	""	"586"	""	""
"88"	"54"	"30"	"872"	"1"	"0"	"0"	""	"3"	""	"0"	"0"	""	"0"	""	"0"	""	"0"	"4"	""	"910"	""	"910"	""	""
"89"	"55"	"96"	"98"	"6"	"13"	"100"	""	"42"	""	"10"	"2"	""	"8"	""	"10"	""	"6"	"84"	""	"475"	""	"475"	""	""
"90"	"56"	"122"	"159"	"2"	"2"	"3"	""	"10"	""	"24"	"2"	""	"1"	""	"4"	""	"15"	"43"	""	"387"	""	"387"	""	""
"91"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""	""
"92"	"TOTAL"	"5078"	"12523"	"345"	"115"	"197"	""	"1193"	""	"1649"	"162"	""	"109"	""	"202"	""	"263"	"4861"	""	"26697"	"0"	"26697"	""	""
"93"	"ROUND:-4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"SL NO
OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""
"96"	""	"RAJEEV
KUMAR SINGH"	"SHAKUNI CHOUDHARY"	"SANJAY
KUMAR SINGH"	"PRIYAM DEVI"	"RITA DEVI"	""	"MD. RUSTAM"	""	"ANIL KUMAR SINGH"	"BADRINATH PANJIYARA"	""	"BHARAT MANDAL"	""	"MAHENDRA PD. CHOUDHARY"	""	"SHASHIKANT YADAV"	"SANJAY KUMAR"	""	"TOTAL OF VALID VOTES"	""	""	""	""
"97"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	"16"	"17"	""
"98"	"B/F"	"5078"	"12523"	"345"	"115"	"197"	""	"1193"	""	"1649"	"162"	""	"109"	""	"202"	""	"263"	"4861"	""	"26697"	"0"	"26697"	""	""
"99"	"57"	"351"	"243"	"13"	"25"	"0"	""	"8"	""	"1"	"4"	""	"2"	""	"4"	""	"6"	"33"	""	"690"	""	"690"	""	""
"100"	"58"	"19"	"55"	"0"	"1"	"1"	""	"0"	""	"7"	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"85"	""	"85"	""	""
"101"	"59"	"159"	"22"	"4"	"3"	"3"	""	"11"	""	"34"	"2"	""	"1"	""	"1"	""	"4"	"42"	""	"286"	""	"286"	""	""
"102"	"60"	"66"	"394"	"4"	"0"	"0"	""	"0"	""	"2"	"2"	""	"0"	""	"0"	""	"2"	"125"	""	"595"	""	"595"	""	""
"103"	"61"	"14"	"136"	"1"	"0"	"1"	""	"208"	""	"2"	"7"	""	"2"	""	"6"	""	"7"	"16"	""	"400"	""	"400"	""	""
"104"	"62"	"69"	"97"	"6"	"0"	"0"	""	"9"	""	"78"	"0"	""	"0"	""	"1"	""	"5"	"8"	""	"273"	""	"273"	""	""
"105"	"63"	"132"	"215"	"11"	"12"	"6"	""	"62"	""	"8"	"11"	""	"7"	""	"13"	""	"13"	"97"	""	"587"	""	"587"	""	""
"106"	"64"	"10"	"459"	"0"	"0"	"0"	""	"5"	""	"1"	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"475"	""	"475"	""	""
"107"	"65"	"87"	"152"	"9"	"3"	"5"	""	"70"	""	"7"	"7"	""	"6"	""	"14"	""	"16"	"148"	""	"524"	""	"524"	""	""
"108"	"66"	"124"	"403"	"10"	"0"	"1"	""	"14"	""	"1"	"3"	""	"1"	""	"5"	""	"4"	"20"	""	"586"	"0"	"586"	""	""
"109"	"67"	"112"	"130"	"6"	"3"	"2"	""	"16"	""	"2"	"5"	""	"2"	""	"14"	""	"12"	"241"	""	"545"	""	"545"	""	""
"110"	"68"	"214"	"286"	"24"	"4"	"5"	""	"7"	""	"2"	"1"	""	"0"	""	"1"	""	"3"	"10"	""	"557"	""	"557"	""	""
"111"	"69"	"50"	"421"	"3"	"2"	"1"	""	"101"	""	"3"	"2"	""	"1"	""	"7"	""	"1"	"38"	""	"630"	""	"630"	""	""
"112"	"70"	"46"	"495"	"5"	"1"	"1"	""	"1"	""	"0"	"0"	""	"0"	""	"0"	""	"1"	"4"	""	"554"	""	"554"	""	""
"113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"114"	"TOTAL"	"6531"	"16031"	"441"	"169"	"223"	""	"1705"	""	"1797"	"206"	""	"131"	""	"268"	""	"337"	"5645"	""	"33484"	"0"	"33484"	""	""
"115"	"ROUND:-5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"SL NO
OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""
"118"	""	"RAJEEV
KUMAR SINGH"	"SHAKUNI CHOUDHARY"	"SANJAY
KUMAR SINGH"	"PRIYAM DEVI"	"RITA DEVI"	""	"MD. RUSTAM"	""	"ANIL KUMAR SINGH"	"BADRINATH PANJIYARA"	""	"BHARAT MANDAL"	""	"MAHENDRA PD. CHOUDHARY"	""	"SHASHIKANT YADAV"	"SANJAY KUMAR"	""	"TOTAL OF VALID VOTES"	""	""	""	""
"119"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	"16"	"17"	""
"120"	"B/F"	"6531"	"16031"	"441"	"169"	"223"	""	"1705"	""	"1797"	"206"	""	"131"	""	"268"	""	"337"	"5645"	""	"33484"	"0"	"33484"	""	""
"121"	"71"	"4"	"594"	"3"	"0"	"0"	""	"90"	""	"0"	"1"	""	"1"	""	"3"	""	"2"	"83"	""	"781"	"0"	"781"	""	""
"122"	"72"	"103"	"532"	"6"	"1"	"1"	""	"92"	""	"3"	"1"	""	"3"	""	"2"	""	"7"	"50"	""	"801"	"0"	"801"	""	""
"123"	"73"	"82"	"170"	"12"	"5"	"1"	""	"46"	""	"6"	"5"	""	"4"	""	"1"	""	"4"	"32"	""	"368"	"0"	"368"	""	""
"124"	"74"	"59"	"135"	"0"	"3"	"0"	""	"36"	""	"1"	"1"	""	"2"	""	"5"	""	"6"	"51"	""	"299"	"0"	"299"	""	""
"125"	"75"	"2"	"60"	"4"	"0"	"4"	""	"0"	""	"1"	"0"	""	"0"	""	"2"	""	"0"	"549"	""	"622"	"0"	"622"	""	""
"126"	"76"	"223"	"67"	"0"	"0"	"0"	""	"7"	""	"8"	"4"	""	"0"	""	"3"	""	"4"	"463"	""	"779"	"0"	"779"	""	""
"127"	"77"	"175"	"160"	"11"	"2"	"2"	""	"10"	""	"1"	"3"	""	"0"	""	"2"	""	"4"	"28"	""	"398"	"0"	"398"	""	""
"128"	"78"	"148"	"45"	"14"	"2"	"0"	""	"17"	""	"2"	"1"	""	"1"	""	"0"	""	"1"	"19"	""	"250"	"0"	"250"	""	""
"129"	"79"	"114"	"282"	"2"	"2"	"2"	""	"5"	""	"1"	"2"	""	"0"	""	"1"	""	"1"	"27"	""	"439"	"0"	"439"	""	""
"130"	"80"	"154"	"193"	"11"	"4"	"0"	""	"14"	""	"4"	"4"	""	"1"	""	"15"	""	"3"	"46"	""	"449"	"0"	"449"	""	""
"131"	"81"	"123"	"270"	"2"	"0"	"0"	""	"0"	""	"0"	"1"	""	"0"	""	"0"	""	"0"	"5"	""	"401"	"0"	"401"	""	""
"132"	"82"	"154"	"217"	"17"	"2"	"5"	""	"17"	""	"2"	"4"	""	"1"	""	"2"	""	"1"	"49"	""	"471"	"0"	"471"	""	""
"133"	"83"	"183"	"246"	"9"	"3"	"4"	""	"19"	""	"1"	"2"	""	"3"	""	"3"	""	"3"	"36"	""	"512"	"0"	"512"	""	""
"134"	"84"	"332"	"258"	"3"	"1"	"6"	""	"7"	""	"6"	"4"	""	"2"	""	"6"	""	"8"	"95"	""	"728"	"0"	"728"	""	""
"135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""
"136"	"TOTAL"	"8387"	"19260"	"535"	"194"	"248"	""	"2065"	""	"1833"	"239"	""	"149"	""	"313"	""	"381"	"7178"	""	"40782"	"0"	"40782"	""	""
"137"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"138"	"ROUND:-6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"SL NO
OF POLLIN G ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""
"141"	""	"RAJEEV
KUMAR SINGH"	"SHAKUNI CHOUDHARY"	"SANJAY
KUMAR SINGH"	"PRIYAM DEVI"	"RITA DEVI"	""	"MD. RUSTAM"	""	"ANIL KUMAR SINGH"	"BADRINATH PANJIYARA"	""	"BHARAT MANDAL"	""	"MAHENDRA PD. CHOUDHARY"	""	"SHASHIKANT YADAV"	"SANJAY KUMAR"	""	"TOTAL OF VALID VOTES"	""	""	""	""
"142"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	"14"	"15"	"16"	"17"	""
"143"	"B/F"	"8387"	"19260"	"535"	"194"	"248"	""	"2065"	""	"1833"	"239"	""	"149"	""	"313"	""	"381"	"7178"	""	"40782"	"0"	"40782"	""	""
"144"	"85"	"279"	"172"	"9"	"1"	"2"	""	"7"	""	"3"	"4"	""	"4"	""	"6"	""	"6"	"93"	""	"586"	""	"586"	""	""
"145"	"86"	"417"	"169"	"8"	"1"	"0"	""	"0"	""	"0"	"4"	""	"1"	""	"2"	""	"3"	"22"	""	"627"	"0"	"627"	""	""
"146"	"87"	"414"	"196"	"5"	"5"	"1"	""	"4"	""	"4"	"4"	""	"0"	""	"3"	""	"5"	"24"	""	"665"	"0"	"665"	""	""
"147"	"88"	"650"	"15"	"0"	"0"	"0"	""	"0"	""	"0"	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"667"	"0"	"667"	""	""
"148"	"89"	"107"	"91"	"1"	"3"	"0"	""	"41"	""	"3"	"4"	""	"2"	""	"12"	""	"9"	"172"	""	"445"	"0"	"445"	""	""
