"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"
"156"	"149"	"180"	"9"	"34"	"8"	"13"	"116"	"15"	"25"	"16"	"416"	"0"	"0"
"157"	"150"	"395"	"15"	"66"	"11"	"10"	"127"	"8"	"7"	"5"	"644"	"0"	"0"
"158"	"151"	"238"	"37"	"126"	"15"	"15"	"108"	"13"	"20"	"23"	"595"	"0"	"0"
"159"	"152"	"451"	"12"	"41"	"14"	"10"	"73"	"6"	"20"	"4"	"631"	"0"	"0"
"160"	"153"	"315"	"10"	"36"	"11"	"9"	"121"	"27"	"33"	"9"	"571"	"0"	"0"
"161"	"154"	"30"	"7"	"165"	"11"	"9"	"151"	"12"	"14"	"22"	"421"	"0"	"0"
"162"	"155"	"89"	"3"	"18"	"1"	"6"	"50"	"4"	"7"	"32"	"210"	"0"	"0"
"163"	"156"	"107"	"7"	"10"	"3"	"3"	"45"	"4"	"5"	"12"	"196"	"0"	"0"
"164"	"157"	"42"	"1"	"17"	"4"	"3"	"70"	"5"	"4"	"10"	"156"	"0"	"0"
"165"	"158"	"192"	"7"	"48"	"9"	"10"	"159"	"12"	"9"	"24"	"470"	"0"	"0"
"166"	"159"	"341"	"15"	"109"	"15"	"13"	"69"	"23"	"17"	"21"	"623"	"0"	"0"
"167"	"160"	"158"	"2"	"65"	"4"	"1"	"23"	"4"	"3"	"17"	"277"	"0"	"0"
"168"	"161"	"200"	"3"	"9"	"1"	"0"	"11"	"0"	"0"	"5"	"229"	"0"	"0"
"169"	"162"	"241"	"2"	"47"	"4"	"4"	"72"	"4"	"2"	"6"	"382"	"0"	"0"
"170"	"163"	"393"	"5"	"97"	"10"	"6"	"61"	"4"	"8"	"19"	"603"	"0"	"0"
"171"	"164"	"308"	"9"	"61"	"17"	"18"	"260"	"26"	"29"	"36"	"764"	"0"	"0"
"172"	"165"	"217"	"5"	"152"	"8"	"8"	"170"	"14"	"9"	"11"	"594"	"0"	"0"
"173"	"166"	"173"	"4"	"124"	"10"	"4"	"102"	"13"	"8"	"20"	"458"	"0"	"0"
"174"	"167"	"504"	"5"	"20"	"6"	"6"	"159"	"10"	"12"	"10"	"732"	"0"	"0"
"175"	"168"	"442"	"14"	"64"	"11"	"14"	"242"	"15"	"13"	"22"	"837"	"0"	"0"
"176"	"169"	"673"	"14"	"67"	"11"	"8"	"43"	"9"	"14"	"12"	"851"	"0"	"0"
"177"	"170"	"418"	"11"	"44"	"6"	"8"	"66"	"7"	"11"	"7"	"578"	"0"	"0"
"178"	"171"	"174"	"20"	"128"	"6"	"11"	"54"	"5"	"11"	"7"	"416"	"0"	"0"
"179"	"172"	"241"	"6"	"8"	"11"	"12"	"115"	"14"	"11"	"25"	"443"	"0"	"0"
"180"	"173"	"182"	"10"	"40"	"9"	"19"	"198"	"20"	"22"	"11"	"511"	"0"	"0"
"181"	"174"	"279"	"13"	"140"	"13"	"11"	"120"	"13"	"33"	"10"	"632"	"0"	"0"
"182"	"175"	"236"	"9"	"101"	"17"	"14"	"53"	"14"	"10"	"7"	"461"	"0"	"0"
"183"	"176"	"180"	"13"	"83"	"21"	"31"	"302"	"31"	"32"	"18"	"711"	"0"	"0"
"184"	"177"	"421"	"10"	"87"	"9"	"7"	"55"	"8"	"13"	"20"	"630"	"0"	"0"
"185"	"178"	"187"	"3"	"116"	"5"	"6"	"47"	"5"	"5"	"3"	"377"	"0"	"0"
"186"	"179"	"17                      2               315                    7                  2                 0                  4                   1                  2"	""	""	""	""	""	""	""	""	"350"	"0"	"0"
"187"	"180"	"12"	"1"	"377"	"2"	"2"	"0"	"4"	"1"	"2"	"401"	"0"	"0"
"188"	"181"	"114"	"5"	"68"	"7"	"2"	"3"	"3"	"2"	"4"	"208"	"0"	"0"
"189"	"182"	"73"	"4"	"144"	"14"	"12"	"17"	"3"	"3"	"12"	"282"	"0"	"0"
"190"	"183"	"459"	"19"	"81"	"20"	"6"	"22"	"10"	"6"	"20"	"643"	"0"	"0"
"191"	"184"	"363"	"12"	"190"	"12"	"16"	"69"	"15"	"12"	"19"	"708"	"0"	"0"
"192"	"185"	"310"	"14"	"134"	"15"	"12"	"71"	"19"	"15"	"11"	"601"	"0"	"0"
"193"	"186"	"163"	"5"	"122"	"8"	"12"	"127"	"20"	"13"	"6"	"476"	"0"	"0"
"194"	"187"	"268"	"11"	"32"	"5"	"14"	"164"	"21"	"9"	"5"	"529"	"0"	"0"
"195"	"188"	"356"	"10"	"44"	"3"	"5"	"88"	"11"	"15"	"11"	"543"	"0"	"0"
"196"	"189"	"259"	"9"	"139"	"5"	"8"	"28"	"4"	"3"	"4"	"459"	"0"	"0"
"197"	"190"	"328"	"15"	"7"	"11"	"6"	"33"	"7"	"7"	"32"	"446"	"0"	"0"
"198"	"191"	"172"	"11"	"41"	"6"	"6"	"38"	"6"	"3"	"2"	"285"	"0"	"0"
"199"	"192"	"99"	"4"	"36"	"15"	"29"	"265"	"32"	"34"	"23"	"537"	"0"	"0"
"200"	"193"	"303"	"8"	"63"	"10"	"4"	"49"	"8"	"6"	"6"	"457"	"0"	"0"
"201"	"194"	"143"	"3"	"43"	"3"	"4"	"11"	"1"	"2"	"12"	"222"	"0"	"0"
"202"	"195"	"171"	"8"	"46"	"2"	"1"	"35"	"2"	"4"	"2"	"271"	"0"	"0"
"203"	"196"	"209"	"3"	"16"	"3"	"1"	"8"	"1"	"3"	"19"	"263"	"0"	"0"
"204"	"197"	"147"	"7"	"16"	"3"	"8"	"41"	"2"	"2"	"1"	"227"	"0"	"0"
"205"	"198"	"300"	"8"	"10"	"7"	"2"	"12"	"1"	"0"	"9"	"349"	"0"	"0"
"206"	"199"	"3"	"2"	"145"	"4"	"2"	"1"	"0"	"1"	"1"	"159"	"0"	"0"
"207"	"200"	"123"	"7"	"42"	"7"	"16"	"180"	"7"	"13"	"6"	"401"	"0"	"0"
"208"	"201"	"192"	"4"	"93"	"8"	"7"	"27"	"7"	"6"	"15"	"359"	"0"	"0"
"209"	"Total No. of Votes Recorded at polling Stations"	"42696"	"1670"	"17180"	"2382"	"2233"	"22203"	"2456"	"3190"	"5270"	"99280"	"0"	"0"
"210"	"No. of Votes recorded on postal ballot papers"	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"Total Votes
Polled"	"42696"	"1670"	"17180"	"2382"	"2233"	"22203"	"2456"	"3190"	"5270"	"99280"	"0"	"0"
"212"	"Place :            NIRMALI"	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"Date :             27th, Feb  2005                                                                                                                                                       RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""	""	""
