"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"30"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"31"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"32"	"B/F"	"3657"	"444"	"125"	"268"	"63"	""	"40"	""	"179"	"36"	""	"30"	""	"1158"	""	"155"	"6155"	"0"	"6155"	""	""	""
"33"	"15"	"80"	"10"	"2"	"3"	"6"	""	"1"	""	"7"	"7"	""	"2"	""	"381"	""	"20"	"519"	""	"519"	""	""	""
"34"	"16"	"49"	"15"	"2"	"3"	"3"	""	"0"	""	"4"	"5"	""	"1"	""	"243"	""	"9"	"334"	""	"334"	""	""	""
"35"	"17"	"35"	"9"	"3"	"11"	"15"	""	"4"	""	"3"	"11"	""	"3"	""	"615"	""	"5"	"714"	""	"714"	""	""	""
"36"	"18"	"35"	"9"	"4"	"6"	"6"	""	"2"	""	"5"	"3"	""	"7"	""	"391"	""	"15"	"483"	""	"483"	""	""	""
"37"	"19"	"239"	"21"	"3"	"1"	"3"	""	"1"	""	"11"	"8"	""	"4"	""	"212"	""	"24"	"527"	""	"527"	""	""	""
"38"	"20"	"325"	"24"	"3"	"6"	"4"	""	"3"	""	"12"	"4"	""	"2"	""	"132"	""	"4"	"519"	""	"519"	""	""	""
"39"	"21"	"170"	"7"	"2"	"6"	"8"	""	"3"	""	"19"	"9"	""	"8"	""	"400"	""	"18"	"650"	""	"650"	""	""	""
"40"	"22"	"344"	"2"	"5"	"0"	"3"	""	"2"	""	"11"	"2"	""	"1"	""	"131"	""	"0"	"501"	""	"501"	""	""	""
"41"	"23"	"293"	"6"	"0"	"1"	"3"	""	"0"	""	"13"	"2"	""	"3"	""	"72"	""	"7"	"400"	""	"400"	""	""	""
"42"	"24"	"356"	"1"	"0"	"5"	"5"	""	"0"	""	"10"	"2"	""	"1"	""	"66"	""	"3"	"449"	""	"449"	""	""	""
"43"	"25"	"801"	"30"	"4"	"2"	"3"	""	"2"	""	"19"	"1"	""	"1"	""	"50"	""	"4"	"917"	""	"917"	""	""	""
"44"	"26"	"625"	"36"	"9"	"1"	"1"	""	"2"	""	"7"	"0"	""	"1"	""	"37"	""	"4"	"723"	""	"723"	""	""	""
"45"	"27"	"551"	"25"	"2"	"3"	"1"	""	"4"	""	"14"	"2"	""	"5"	""	"41"	""	"2"	"650"	""	"650"	""	""	""
"46"	"28"	"650"	"111"	"18"	"4"	"3"	""	"4"	""	"8"	"0"	""	"2"	""	"35"	""	"9"	"844"	""	"844"	""	""	""
"47"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"48"	"TOTAL"	"8210"	"750"	"182"	"320"	"127"	""	"68"	""	"322"	"92"	""	"71"	""	"3964"	""	"279"	"14385"	"0"	"14385"	""	""	""
"49"	"ROUND:- 2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"50"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"51"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"52"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"53"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"54"	"B/F"	"8210"	"750"	"182"	"320"	"127"	""	"68"	""	"322"	"92"	""	"71"	""	"3964"	""	"279"	"14385"	"0"	"14385"	""	""	""
"55"	"29"	"464"	"80"	"1"	"2"	"0"	""	"0"	""	"0"	"0"	""	"0"	""	"11"	""	"2"	"560"	"0"	"560"	""	""	""
"56"	"30"	"687"	"28"	"5"	"2"	"2"	""	"1"	""	"4"	"2"	""	"1"	""	"19"	""	"4"	"755"	"0"	"755"	""	""	""
"57"	"31"	"675"	"31"	"5"	"1"	"0"	""	"3"	""	"4"	"0"	""	"3"	""	"35"	""	"7"	"764"	"0"	"764"	""	""	""
"58"	"32"	"607"	"23"	"3"	"1"	"3"	""	"1"	""	"10"	"1"	""	"1"	""	"50"	""	"6"	"706"	"0"	"706"	""	""	""
"59"	"33"	"516"	"12"	"4"	"3"	"2"	""	"2"	""	"6"	"4"	""	"0"	""	"66"	""	"5"	"620"	"0"	"620"	""	""	""
"60"	"34"	"668"	"19"	"3"	"4"	"3"	""	"4"	""	"13"	"1"	""	"3"	""	"20"	""	"3"	"741"	"0"	"741"	""	""	""
"61"	"35"	"372"	"20"	"4"	"3"	"1"	""	"5"	""	"6"	"0"	""	"0"	""	"14"	""	"1"	"426"	"0"	"426"	""	""	""
"62"	"36"	"268"	"9"	"4"	"1"	"0"	""	"0"	""	"5"	"0"	""	"0"	""	"34"	""	"1"	"322"	"0"	"322"	""	""	""
"63"	"37"	"481"	"44"	"2"	"1"	"2"	""	"3"	""	"10"	"4"	""	"0"	""	"23"	""	"13"	"583"	"0"	"583"	""	""	""
"64"	"38"	"283"	"15"	"4"	"2"	"4"	""	"5"	""	"8"	"1"	""	"0"	""	"26"	""	"8"	"356"	"0"	"356"	""	""	""
"65"	"39"	"456"	"28"	"4"	"22"	"6"	""	"2"	""	"10"	"2"	""	"1"	""	"149"	""	"4"	"684"	"0"	"684"	""	""	""
"66"	"40"	"596"	"7"	"7"	"2"	"3"	""	"1"	""	"10"	"2"	""	"1"	""	"66"	""	"6"	"701"	"0"	"701"	""	""	""
"67"	"41"	"472"	"9"	"2"	"3"	"1"	""	"0"	""	"10"	"0"	""	"0"	""	"52"	""	"3"	"552"	"0"	"552"	""	""	""
"68"	"42"	"623"	"20"	"4"	"3"	"5"	""	"2"	""	"13"	"0"	""	"2"	""	"71"	""	"5"	"748"	"0"	"748"	""	""	""
"69"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"TOTAL"	"15378"	"1095"	"234"	"370"	"159"	""	"97"	""	"431"	"109"	""	"83"	""	"4600"	""	"347"	"22903"	"0"	"22903"	""	""	""
"71"	"ROUND:- 3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"74"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"75"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"76"	"B/F"	"15378"	"1095"	"234"	"370"	"159"	""	"97"	""	"431"	"109"	""	"83"	""	"4600"	""	"347"	"22903"	"0"	"22903"	""	""	""
"77"	"43"	"564"	"10"	"1"	"2"	"1"	""	"2"	""	"13"	"4"	""	"0"	""	"31"	""	"1"	"629"	"0"	"629"	""	""	""
"78"	"44"	"326"	"9"	"1"	"14"	"8"	""	"4"	""	"19"	"3"	""	"0"	""	"134"	""	"9"	"527"	"0"	"527"	""	""	""
"79"	"45"	"399"	"46"	"4"	"1"	"3"	""	"5"	""	"16"	"2"	""	"1"	""	"54"	""	"5"	"536"	"0"	"536"	""	""	""
"80"	"46"	"362"	"147"	"0"	"2"	"2"	""	"1"	""	"9"	"0"	""	"0"	""	"10"	""	"1"	"534"	"0"	"534"	""	""	""
"81"	"47"	"227"	"17"	"3"	"2"	"0"	""	"3"	""	"8"	"0"	""	"2"	""	"43"	""	"5"	"310"	"0"	"310"	""	""	""
"82"	"48"	"391"	"118"	"3"	"1"	"0"	""	"1"	""	"3"	"0"	""	"0"	""	"4"	""	"6"	"527"	"0"	"527"	""	""	""
"83"	"49"	"599"	"51"	"2"	"1"	"0"	""	"0"	""	"5"	"0"	""	"1"	""	"8"	""	"6"	"673"	"0"	"673"	""	""	""
"84"	"50"	"245"	"31"	"0"	"1"	"1"	""	"5"	""	"8"	"0"	""	"1"	""	"74"	""	"2"	"368"	"0"	"368"	""	""	""
"85"	"51"	"362"	"44"	"1"	"5"	"4"	""	"0"	""	"2"	"0"	""	"1"	""	"59"	""	"8"	"486"	"0"	"486"	""	""	""
"86"	"52"	"131"	"27"	"1"	"3"	"1"	""	"1"	""	"9"	"3"	""	"1"	""	"221"	""	"7"	"405"	"0"	"405"	""	""	""
"87"	"53"	"414"	"10"	"1"	"0"	"2"	""	"0"	""	"1"	"1"	""	"0"	""	"6"	""	"2"	"437"	"0"	"437"	""	""	""
"88"	"54"	"583"	"47"	"1"	"1"	"2"	""	"2"	""	"3"	"2"	""	"0"	""	"13"	""	"1"	"655"	"0"	"655"	""	""	""
"89"	"55"	"373"	"19"	"1"	"0"	"0"	""	"0"	""	"7"	"0"	""	"4"	""	"5"	""	"1"	"410"	"0"	"410"	""	""	""
"90"	"56"	"459"	"69"	"4"	"3"	"3"	""	"1"	""	"6"	"0"	""	"1"	""	"13"	""	"2"	"561"	"0"	"561"	""	""	""
"91"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"TOTAL"	"20813"	"1740"	"257"	"406"	"186"	""	"122"	""	"540"	"124"	""	"95"	""	"5275"	""	"403"	"29961"	"0"	"29961"	""	""	""
"93"	"ROUND:- 4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"96"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"97"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"98"	"B/F"	"20813"	"1740"	"257"	"406"	"186"	""	"122"	""	"540"	"124"	""	"95"	""	"5275"	""	"403"	"29961"	"0"	"29961"	""	""	""
"99"	"57"	"584"	"25"	"0"	"0"	"0"	""	"0"	""	"3"	"0"	""	"0"	""	"2"	""	"4"	"618"	"0"	"618"	""	""	""
"100"	"58"	"599"	"14"	"4"	"1"	"2"	""	"5"	""	"13"	"3"	""	"1"	""	"44"	""	"8"	"694"	"0"	"694"	""	""	""
"101"	"59"	"400"	"9"	"1"	"2"	"0"	""	"1"	""	"5"	"2"	""	"0"	""	"5"	""	"0"	"425"	"0"	"425"	""	""	""
"102"	"60"	"596"	"22"	"1"	"0"	"1"	""	"6"	""	"9"	"3"	""	"1"	""	"28"	""	"2"	"669"	"0"	"669"	""	""	""
"103"	"61"	"962"	"26"	"1"	"1"	"0"	""	"1"	""	"2"	"4"	""	"2"	""	"4"	""	"1"	"1004"	"0"	"1004"	""	""	""
"104"	"62"	"883"	"48"	"5"	"5"	"4"	""	"6"	""	"13"	"4"	""	"2"	""	"32"	""	"8"	"1010"	"0"	"1010"	""	""	""
"105"	"63"	"512"	"26"	"3"	"6"	"5"	""	"3"	""	"11"	"2"	""	"3"	""	"112"	""	"12"	"695"	"0"	"695"	""	""	""
"106"	"64"	"673"	"32"	"2"	"3"	"1"	""	"1"	""	"8"	"1"	""	"0"	""	"26"	""	"5"	"752"	"0"	"752"	""	""	""
"107"	"65"	"353"	"93"	"4"	"7"	"3"	""	"8"	""	"13"	"1"	""	"2"	""	"58"	""	"7"	"549"	"0"	"549"	""	""	""
"108"	"66"	"455"	"5"	"7"	"1"	"2"	""	"7"	""	"12"	"2"	""	"1"	""	"25"	""	"4"	"521"	"0"	"521"	""	""	""
"109"	"67"	"398"	"22"	"5"	"5"	"4"	""	"4"	""	"13"	"4"	""	"0"	""	"26"	""	"2"	"483"	"0"	"483"	""	""	""
"110"	"68"	"402"	"13"	"3"	"1"	"1"	""	"0"	""	"11"	"2"	""	"1"	""	"97"	""	"7"	"538"	"0"	"538"	""	""	""
"111"	"69"	"294"	"36"	"1"	"6"	"3"	""	"5"	""	"9"	"5"	""	"4"	""	"29"	""	"4"	"396"	"0"	"396"	""	""	""
"112"	"70"	"336"	"13"	"5"	"0"	"1"	""	"2"	""	"10"	"4"	""	"2"	""	"30"	""	"3"	"406"	"0"	"406"	""	""	""
"113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"114"	"TOTAL"	"28260"	"2124"	"299"	"444"	"213"	""	"171"	""	"672"	"161"	""	"114"	""	"5793"	""	"470"	"38721"	"0"	"38721"	""	""	""
"115"	"ROUND:- 5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"118"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"119"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"120"	"B/F"	"28260"	"2124"	"299"	"444"	"213"	""	"171"	""	"672"	"161"	""	"114"	""	"5793"	""	"470"	"38721"	"0"	"38721"	""	""	""
"121"	"71"	"529"	"44"	"4"	"0"	"0"	""	"0"	""	"11"	"1"	""	"1"	""	"15"	""	"2"	"607"	"0"	"607"	""	""	""
"122"	"72"	"491"	"6"	"0"	"6"	"1"	""	"0"	""	"0"	"0"	""	"1"	""	"1"	""	"0"	"506"	"0"	"506"	""	""	""
"123"	"73"	"354"	"17"	"5"	"0"	"1"	""	"1"	""	"18"	"0"	""	"2"	""	"25"	""	"6"	"429"	"0"	"429"	""	""	""
"124"	"74"	"515"	"12"	"2"	"4"	"2"	""	"0"	""	"8"	"2"	""	"1"	""	"89"	""	"2"	"637"	"0"	"637"	""	""	""
"125"	"75"	"357"	"22"	"3"	"2"	"3"	""	"3"	""	"10"	"1"	""	"3"	""	"57"	""	"6"	"467"	"0"	"467"	""	""	""
"126"	"76"	"347"	"27"	"1"	"5"	"2"	""	"0"	""	"7"	"2"	""	"2"	""	"52"	""	"8"	"453"	"0"	"453"	""	""	""
"127"	"77"	"427"	"3"	"8"	"2"	"2"	""	"5"	""	"11"	"2"	""	"0"	""	"42"	""	"6"	"508"	"0"	"508"	""	""	""
"128"	"78"	"336"	"40"	"8"	"10"	"9"	""	"7"	""	"20"	"4"	""	"0"	""	"58"	""	"6"	"498"	"0"	"498"	""	""	""
"129"	"79"	"409"	"29"	"3"	"17"	"4"	""	"11"	""	"11"	"0"	""	"0"	""	"15"	""	"2"	"501"	"0"	"501"	""	""	""
"130"	"80"	"410"	"10"	"3"	"0"	"1"	""	"3"	""	"13"	"1"	""	"1"	""	"94"	""	"9"	"545"	"0"	"545"	""	""	""
"131"	"81"	"430"	"23"	"6"	"8"	"2"	""	"3"	""	"14"	"1"	""	"0"	""	"20"	""	"3"	"510"	"0"	"510"	""	""	""
"132"	"82"	"660"	"17"	"1"	"2"	"2"	""	"2"	""	"7"	"0"	""	"2"	""	"21"	""	"1"	"715"	"0"	"715"	""	""	""
"133"	"83"	"356"	"32"	"4"	"5"	"5"	""	"4"	""	"20"	"6"	""	"3"	""	"58"	""	"2"	"495"	"0"	"495"	""	""	""
"134"	"84"	"429"	"32"	"0"	"1"	"0"	""	"2"	""	"9"	"4"	""	"1"	""	"21"	""	"2"	"501"	"0"	"501"	""	""	""
"135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	"TOTAL"	"34310"	"2438"	"347"	"506"	"247"	""	"212"	""	"831"	"185"	""	"131"	""	"6361"	""	"525"	"46093"	"0"	"46093"	""	""	""
"137"	"ROUND:- 6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"138"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"140"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"141"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"142"	"B/F"	"34310"	"2438"	"347"	"506"	"247"	""	"212"	""	"831"	"185"	""	"131"	""	"6361"	""	"525"	"46093"	"0"	"46093"	""	""	""
"143"	"85"	"132"	"33"	"5"	"3"	"2"	""	"1"	""	"8"	"0"	""	"0"	""	"32"	""	"2"	"218"	"0"	"218"	""	""	""
"144"	"86"	"223"	"37"	"5"	"11"	"8"	""	"11"	""	"11"	"6"	""	"3"	""	"178"	""	"8"	"501"	"0"	"501"	""	""	""
"145"	"87"	"66"	"186"	"6"	"27"	"7"	""	"11"	""	"5"	"4"	""	"2"	""	"266"	""	"14"	"594"	"0"	"594"	""	""	""
"146"	"88"	"298"	"6"	"9"	"3"	"3"	""	"49"	""	"10"	"2"	""	"0"	""	"37"	""	"3"	"420"	"0"	"420"	""	""	""
"147"	"89"	"491"	"12"	"1"	"4"	"1"	""	"50"	""	"10"	"2"	""	"2"	""	"33"	""	"6"	"612"	"0"	"612"	""	""	""
"148"	"90"	"617"	"25"	"2"	"4"	"0"	""	"4"	""	"21"	"1"	""	"1"	""	"67"	""	"8"	"750"	"0"	"750"	""	""	""
"149"	"91"	"315"	"29"	"8"	"7"	"2"	""	"134"	""	"3"	"1"	""	"1"	""	"101"	""	"2"	"603"	"0"	"603"	""	""	""
"150"	"92"	"61"	"121"	"1"	"6"	"1"	""	"63"	""	"5"	"3"	""	"1"	""	"64"	""	"4"	"330"	"0"	"330"	""	""	""
"151"	"93"	"482"	"11"	"1"	"8"	"3"	""	"15"	""	"38"	"1"	""	"2"	""	"41"	""	"6"	"608"	"0"	"608"	""	""	""
"152"	"94"	"478"	"29"	"2"	"6"	"4"	""	"8"	""	"13"	"2"	""	"2"	""	"36"	""	"6"	"586"	"0"	"586"	""	""	""
"153"	"95"	"451"	"12"	"2"	"13"	"6"	""	"9"	""	"29"	"8"	""	"2"	""	"52"	""	"9"	"593"	"0"	"593"	""	""	""
"154"	"96"	"190"	"8"	"1"	"1"	"4"	""	"4"	""	"6"	"2"	""	"2"	""	"18"	""	"31"	"267"	"0"	"267"	""	""	""
"155"	"97"	"366"	"1"	"1"	"1"	"0"	""	"2"	""	"8"	"0"	""	"0"	""	"18"	""	"2"	"399"	"0"	"399"	""	""	""
"156"	"98"	"263"	"19"	"4"	"29"	"7"	""	"11"	""	"21"	"7"	""	"2"	""	"42"	""	"23"	"428"	"0"	"428"	""	""	""
"157"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"TOTAL"	"38743"	"2967"	"395"	"629"	"295"	""	"584"	""	"1019"	"224"	""	"151"	""	"7346"	""	"649"	"53002"	"0"	"53002"	""	""	""
"159"	"ROUND:- 7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
