"34"	"15"	"6"	"41"	"179"	"255"	"13"	""	"8"	""	"2"	"11"	""	"515"	""	"0"	""	"515"	"0"	""	""
"35"	"16"	"10"	"157"	"305"	"46"	"11"	""	"9"	""	"4"	"5"	""	"547"	""	"0"	""	"547"	"0"	""	""
"36"	"17"	"6"	"517"	"30"	"15"	"7"	""	"15"	""	"6"	"29"	""	"625"	""	"0"	""	"625"	"0"	""	""
"37"	"18"	"3"	"7"	"90"	"146"	"2"	""	"2"	""	"2"	"6"	""	"258"	""	"0"	""	"258"	"0"	""	""
"38"	"19"	"1"	"12"	"89"	"51"	"9"	""	"2"	""	"3"	"1"	""	"168"	""	"0"	""	"168"	"0"	""	""
"39"	"20"	"6"	"10"	"112"	"117"	"1"	""	"2"	""	"2"	"12"	""	"262"	""	"0"	""	"262"	"0"	""	""
"40"	"21"	"6"	"21"	"113"	"80"	"9"	""	"2"	""	"6"	"16"	""	"253"	""	"0"	""	"253"	"0"	""	""
"41"	"22"	"5"	"79"	"113"	"230"	"14"	""	"16"	""	"27"	"14"	""	"498"	""	"0"	""	"498"	"0"	""	""
"42"	"23"	"15"	"42"	"79"	"35"	"2"	""	"4"	""	"3"	"0"	""	"180"	""	"0"	""	"180"	"0"	""	""
"43"	"24"	"1"	"3"	"341"	"20"	"19"	""	"2"	""	"2"	"3"	""	"391"	""	"0"	""	"391"	"0"	""	""
"44"	"25"	"5"	"2"	"63"	"131"	"5"	""	"4"	""	"8"	"4"	""	"222"	""	"0"	""	"222"	"0"	""	""
"45"	"26"	"5"	"128"	"111"	"63"	"22"	""	"7"	""	"1"	"3"	""	"340"	""	"0"	""	"340"	"0"	""	""
"46"	"27"	"3"	"220"	"167"	"16"	"12"	""	"14"	""	"4"	"8"	""	"444"	""	"0"	""	"444"	"0"	""	""
"47"	"28"	"7"	"121"	"221"	"21"	"7"	""	"12"	""	"5"	"28"	""	"422"	""	"0"	""	"422"	"0"	""	""
"48"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""	"0"	"0"	""	""
"49"	"TOTAL"	"169"	"3001"	"4237"	"2561"	"229"	""	"209"	""	"161"	"283"	""	"10850"	""	"0"	""	"10850"	"0"	""	""
"50"	"ROUND - 2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"51"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"52"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"53"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"54"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"55"	"B/F"	"169"	"3001"	"4237"	"2561"	"229"	""	"209"	""	"161"	"283"	""	"10850"	""	"0"	""	"10850"	"0"	""	""
"56"	"29"	"0"	"9"	"593"	"95"	"4"	""	"0"	""	"0"	"0"	""	"701"	""	"0"	""	"701"	"0"	""	""
"57"	"30"	"1"	"3"	"407"	"33"	"0"	""	"1"	""	"5"	"1"	""	"451"	""	"0"	""	"451"	"0"	""	""
"58"	"31"	"5"	"140"	"109"	"43"	"15"	""	"13"	""	"4"	"14"	""	"343"	""	"0"	""	"343"	"0"	""	""
"59"	"32"	"3"	"18"	"10"	"316"	"10"	""	"5"	""	"2"	"4"	""	"368"	""	"0"	""	"368"	"0"	""	""
"60"	"33"	"2"	"9"	"37"	"398"	"18"	""	"0"	""	"9"	"1"	""	"474"	""	"0"	""	"474"	"0"	""	""
"61"	"34"	"21"	"32"	"265"	"20"	"2"	""	"2"	""	"5"	"13"	""	"360"	""	"0"	""	"360"	"0"	""	""
"62"	"35"	"6"	"17"	"112"	"306"	"77"	""	"4"	""	"11"	"5"	""	"538"	""	"0"	""	"538"	"0"	""	""
"63"	"36"	"18"	"38"	"261"	"119"	"5"	""	"2"	""	"5"	"5"	""	"453"	""	"0"	""	"453"	"0"	""	""
"64"	"37"	"24"	"64"	"131"	"133"	"7"	""	"8"	""	"7"	"4"	""	"378"	""	"0"	""	"378"	"0"	""	""
"65"	"38"	"11"	"37"	"167"	"66"	"17"	""	"4"	""	"5"	"8"	""	"315"	""	"0"	""	"315"	"0"	""	""
"66"	"39"	"12"	"94"	"208"	"65"	"12"	""	"11"	""	"7"	"6"	""	"415"	""	"0"	""	"415"	"0"	""	""
"67"	"40"	"5"	"28"	"93"	"26"	"3"	""	"3"	""	"5"	"5"	""	"168"	""	"0"	""	"168"	"0"	""	""
"68"	"41"	"6"	"23"	"238"	"21"	"16"	""	"9"	""	"3"	"8"	""	"324"	""	"0"	""	"324"	"0"	""	""
"69"	"42"	"2"	"81"	"100"	"46"	"24"	""	"3"	""	"3"	"11"	""	"270"	""	"0"	""	"270"	"0"	""	""
"70"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	""	"0"	"0"	""	""
"71"	"TOTAL"	"285"	"3594"	"6968"	"4248"	"439"	""	"274"	""	"232"	"368"	""	"16408"	""	"0"	""	"16408"	"0"	""	""
"72"	"ROUND - 3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"74"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"75"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"76"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"77"	"B/F"	"285"	"3594"	"6968"	"4248"	"439"	""	"274"	""	"232"	"368"	""	"16408"	""	"0"	""	"16408"	"0"	""	""
"78"	"43"	"3"	"13"	"370"	"88"	"64"	""	"3"	""	"7"	"3"	""	"551"	""	""	""	"551"	"0"	""	""
"79"	"44"	"2"	"11"	"34"	"207"	"31"	""	"9"	""	"9"	"9"	""	"312"	""	""	""	"312"	"0"	""	""
"80"	"45"	"2"	"6"	"100"	"104"	"49"	""	"0"	""	"6"	"1"	""	"268"	""	""	""	"268"	"0"	""	""
"81"	"46"	"4"	"9"	"352"	"120"	"49"	""	"5"	""	"6"	"0"	""	"545"	""	""	""	"545"	"0"	""	""
"82"	"47"	"2"	"13"	"75"	"276"	"16"	""	"5"	""	"11"	"9"	""	"407"	""	""	""	"407"	"0"	""	""
"83"	"48"	"3"	"36"	"245"	"108"	"3"	""	"3"	""	"3"	"0"	""	"401"	""	""	""	"401"	"0"	""	""
"84"	"49"	"10"	"21"	"132"	"162"	"33"	""	"7"	""	"3"	"12"	""	"380"	""	""	""	"380"	"0"	""	""
"85"	"50"	"6"	"124"	"256"	"9"	"17"	""	"6"	""	"1"	"2"	""	"421"	""	""	""	"421"	"0"	""	""
"86"	"51"	"5"	"248"	"78"	"48"	"8"	""	"5"	""	"5"	"3"	""	"400"	""	""	""	"400"	"0"	""	""
"87"	"52"	"0"	"5"	"1007"	"0"	"0"	""	"0"	""	"0"	"0"	""	"1012"	""	""	""	"1012"	"0"	""	""
"88"	"53"	"6"	"133"	"171"	"67"	"2"	""	"4"	""	"4"	"0"	""	"387"	""	""	""	"387"	"0"	""	""
"89"	"54"	"5"	"165"	"73"	"31"	"20"	""	"14"	""	"8"	"19"	""	"335"	""	""	""	"335"	"0"	""	""
"90"	"55"	"11"	"80"	"144"	"155"	"19"	""	"5"	""	"5"	"5"	""	"424"	""	""	""	"424"	"0"	""	""
"91"	"56"	"2"	"23"	"48"	"209"	"4"	""	"3"	""	"6"	"2"	""	"297"	""	""	""	"297"	"0"	""	""
"92"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""
"93"	"TOTAL"	"346"	"4481"	"10053"	"5832"	"754"	""	"343"	""	"306"	"433"	""	"22548"	""	"0"	""	"22548"	"0"	""	""
"94"	"ROUND - 4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"97"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"98"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"99"	"B/F"	"346"	"4481"	"10053"	"5832"	"754"	""	"343"	""	"306"	"433"	""	"22548"	""	"0"	""	"22548"	"0"	""	""
"100"	"57"	"7"	"77"	"161"	"40"	"16"	""	"7"	""	"3"	"6"	""	"317"	""	""	""	"317"	"0"	""	""
"101"	"58"	"5"	"46"	"123"	"56"	"395"	""	"13"	""	"10"	"12"	""	"660"	""	""	""	"660"	"0"	""	""
"102"	"59"	"2"	"51"	"152"	"230"	"64"	""	"6"	""	"3"	"4"	""	"512"	""	""	""	"512"	"0"	""	""
"103"	"60"	"2"	"102"	"188"	"92"	"117"	""	"7"	""	"6"	"9"	""	"523"	""	""	""	"523"	"0"	""	""
"104"	"61"	"6"	"150"	"49"	"137"	"57"	""	"13"	""	"6"	"14"	""	"432"	""	""	""	"432"	"0"	""	""
"105"	"62"	"2"	"47"	"24"	"137"	"169"	""	"9"	""	"8"	"10"	""	"406"	""	""	""	"406"	"0"	""	""
"106"	"63"	"4"	"154"	"28"	"64"	"14"	""	"16"	""	"7"	"10"	""	"297"	""	""	""	"297"	"0"	""	""
"107"	"64"	"6"	"258"	"127"	"57"	"23"	""	"10"	""	"4"	"5"	""	"490"	""	""	""	"490"	"0"	""	""
"108"	"65"	"3"	"38"	"768"	"5"	"9"	""	"1"	""	"1"	"0"	""	"825"	""	""	""	"825"	"0"	""	""
"109"	"66"	"1"	"36"	"274"	"14"	"4"	""	"6"	""	"0"	"1"	""	"336"	""	""	""	"336"	"0"	""	""
"110"	"67"	"76"	"260"	"106"	"43"	"34"	""	"9"	""	"5"	"2"	""	"535"	""	""	""	"535"	"0"	""	""
"111"	"68"	"7"	"24"	"1000"	"5"	"8"	""	"4"	""	"1"	"1"	""	"1050"	""	""	""	"1050"	"0"	""	""
"112"	"69"	"2"	"49"	"93"	"47"	"8"	""	"7"	""	"3"	"7"	""	"216"	""	""	""	"216"	"0"	""	""
"113"	"70"	"5"	"36"	"87"	"83"	"5"	""	"1"	""	"5"	"2"	""	"224"	""	""	""	"224"	"0"	""	""
"114"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""
"115"	"TOTAL"	"474"	"5809"	"13233"	"6842"	"1677"	""	"452"	""	"368"	"516"	""	"29371"	""	"0"	""	"29371"	"0"	""	""
"116"	"ROUND - 5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"119"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"120"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"121"	"B/F"	"474"	"5809"	"13233"	"6842"	"1677"	""	"452"	""	"368"	"516"	""	"29371"	""	"0"	""	"29371"	"0"	""	""
"122"	"71"	"9"	"77"	"255"	"110"	"38"	""	"13"	""	"7"	"11"	""	"520"	""	"0"	""	"520"	"0"	""	""
"123"	"72"	"12"	"181"	"230"	"20"	"8"	""	"21"	""	"5"	"10"	""	"487"	""	"0"	""	"487"	"0"	""	""
"124"	"73"	"11"	"112"	"270"	"8"	"5"	""	"10"	""	"2"	"13"	""	"431"	""	"0"	""	"431"	"0"	""	""
"125"	"74"	"9"	"238"	"136"	"13"	"19"	""	"31"	""	"3"	"8"	""	"457"	""	"0"	""	"457"	"0"	""	""
"126"	"75"	"4"	"316"	"95"	"12"	"15"	""	"21"	""	"5"	"10"	""	"478"	""	""	""	"478"	"0"	""	""
"127"	"76"	"7"	"204"	"71"	"35"	"66"	""	"16"	""	"3"	"13"	""	"415"	""	"0"	""	"415"	"0"	""	""
"128"	"77"	"15"	"278"	"58"	"12"	"48"	""	"29"	""	"4"	"29"	""	"473"	""	"0"	""	"473"	"0"	""	""
"129"	"78"	"7"	"440"	"40"	"5"	"0"	""	"11"	""	"5"	"9"	""	"517"	""	"0"	""	"517"	"0"	""	""
"130"	"79"	"3"	"223"	"636"	"26"	"4"	""	"7"	""	"2"	"9"	""	"910"	""	"0"	""	"910"	"0"	""	""
"131"	"80"	"4"	"76"	"650"	"8"	"10"	""	"1"	""	"2"	"0"	""	"751"	""	"0"	""	"751"	"0"	""	""
"132"	"81"	"18"	"341"	"341"	"19"	"6"	""	"17"	""	"3"	"9"	""	"754"	""	"0"	""	"754"	"0"	""	""
"133"	"82"	"6"	"371"	"180"	"20"	"5"	""	"12"	""	"2"	"5"	""	"601"	""	"0"	""	"601"	"0"	""	""
"134"	"83"	"3"	"50"	"609"	"49"	"4"	""	"4"	""	"7"	"15"	""	"741"	""	"0"	""	"741"	"0"	""	""
"135"	"84"	"11"	"97"	"356"	"29"	"6"	""	"5"	""	"2"	"5"	""	"511"	""	"0"	""	"511"	"0"	""	""
"136"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""
"137"	"TOTAL"	"593"	"8813"	"17160"	"7208"	"1911"	""	"650"	""	"420"	"662"	""	"37417"	""	"0"	""	"37417"	"0"	""	""
"138"	"ROUND - 6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"141"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"142"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"143"	"B/F"	"593"	"8813"	"17160"	"7208"	"1911"	""	"650"	""	"420"	"662"	""	"37417"	""	"0"	""	"37417"	"0"	""	""
"144"	"85"	"0"	"222"	"110"	"25"	"5"	""	"3"	""	"1"	"1"	""	"367"	""	"0"	""	"367"	"0"	""	""
"145"	"86"	"0"	"23"	"983"	"0"	"0"	""	"0"	""	"0"	"0"	""	"1006"	""	"0"	""	"1006"	"0"	""	""
"146"	"87"	"41"	"427"	"99"	"25"	"4"	""	"3"	""	"1"	"1"	""	"601"	""	"0"	""	"601"	"0"	""	""
"147"	"88"	"14"	"425"	"133"	"9"	"8"	""	"13"	""	"4"	"8"	""	"614"	""	"0"	""	"614"	"0"	""	""
"148"	"89"	"5"	"220"	"112"	"9"	"2"	""	"8"	""	"4"	"11"	""	"371"	""	"0"	""	"371"	"0"	""	""
"149"	"90"	"4"	"218"	"24"	"2"	"3"	""	"1"	""	"3"	"15"	""	"270"	""	"0"	""	"270"	"0"	""	""
"150"	"91"	"6"	"144"	"325"	"13"	"3"	""	"5"	""	"2"	"3"	""	"501"	""	"0"	""	"501"	"0"	""	""
"151"	"92"	"7"	"138"	"137"	"13"	"5"	""	"6"	""	"6"	"4"	""	"316"	""	"0"	""	"316"	"0"	""	""
"152"	"93"	"0"	"47"	"537"	"9"	"4"	""	"2"	""	"1"	"1"	""	"601"	""	"0"	""	"601"	"0"	""	""
"153"	"94"	"0"	"13"	"523"	"3"	"2"	""	"0"	""	"0"	"0"	""	"541"	""	"0"	""	"541"	"0"	""	""
"154"	"95"	"4"	"28"	"61"	"35"	"4"	""	"1"	""	"2"	"3"	""	"138"	""	"0"	""	"138"	"0"	""	""
"155"	"96"	"13"	"87"	"396"	"49"	"13"	""	"8"	""	"13"	"17"	""	"596"	""	"0"	""	"596"	"0"	""	""
"156"	"97"	"3"	"76"	"420"	"4"	"0"	""	"3"	""	"1"	"0"	""	"507"	""	"0"	""	"507"	"0"	""	""
"157"	"98"	"5"	"69"	"65"	"27"	"50"	""	"13"	""	"5"	"4"	""	"238"	""	""	""	"238"	"0"	""	""
"158"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"159"	"TOTAL"	"695"	"10950"	"21085"	"7431"	"2014"	""	"716"	""	"463"	"730"	""	"44084"	""	"0"	""	"44084"	"0"	""	""
"160"	"ROUND - 7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"163"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"164"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"165"	"B/F"	"695"	"10950"	"21085"	"7431"	"2014"	""	"716"	""	"463"	"730"	""	"44084"	""	"0"	""	"44084"	"0"	""	""
"166"	"99"	"8"	"172"	"103"	"39"	"70"	""	"9"	""	"5"	"9"	""	"415"	""	"0"	""	"415"	"0"	""	""
"167"	"100"	"2"	"52"	"332"	"55"	"4"	""	"0"	""	"3"	"3"	""	"451"	""	"0"	""	"451"	"0"	""	""
"168"	"101"	"2"	"8"	"15"	"37"	"4"	""	"4"	""	"5"	"11"	""	"86"	""	"0"	""	"86"	"0"	""	""
"169"	"102"	"1"	"75"	"591"	"1"	"1"	""	"2"	""	"0"	"1"	""	"672"	""	"0"	""	"672"	"0"	""	""
"170"	"103"	"1"	"46"	"274"	"9"	"5"	""	"3"	""	"1"	"1"	""	"340"	""	"0"	""	"340"	"0"	""	""
"171"	"104"	"9"	"244"	"86"	"14"	"16"	""	"20"	""	"8"	"11"	""	"408"	""	"0"	""	"408"	"0"	""	""
"172"	"105"	"11"	"211"	"206"	"94"	"13"	""	"23"	""	"7"	"17"	""	"582"	""	"0"	""	"582"	"0"	""	""
"173"	"106"	"7"	"157"	"158"	"16"	"11"	""	"42"	""	"4"	"8"	""	"403"	""	"0"	""	"403"	"0"	""	""
"174"	"107"	"8"	"138"	"98"	"128"	"15"	""	"17"	""	"7"	"12"	""	"423"	""	"0"	""	"423"	"0"	""	""
"175"	"108"	"6"	"627"	"57"	"15"	"10"	""	"5"	""	"1"	"4"	""	"725"	""	"0"	""	"725"	"0"	""	""
"176"	"109"	"3"	"277"	"77"	"47"	"12"	""	"11"	""	"6"	"12"	""	"445"	""	"0"	""	"445"	"0"	""	""
"177"	"110"	"3"	"354"	"84"	"111"	"3"	""	"8"	""	"0"	"3"	""	"566"	""	"0"	""	"566"	"0"	""	""
"178"	"111"	"4"	"321"	"118"	"60"	"4"	""	"14"	""	"3"	"7"	""	"531"	""	"0"	""	"531"	"0"	""	""
"179"	"112"	"10"	"103"	"287"	"20"	"14"	""	"8"	""	"3"	"7"	""	"452"	""	""	""	"452"	"0"	""	""
"180"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"181"	"TOTAL"	"770"	"13735"	"23571"	"8077"	"2196"	""	"882"	""	"516"	"836"	""	"50583"	""	"0"	""	"50583"	"0"	""	""
"182"	"ROUND - 8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"185"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
