"17"	""	"9"	"23"	"7"	"57"	"173"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"31"	"8"	"1"	"1"	"1"	"7"	""	"200"	"-514"	""	"0"	""	"-514"	"0"
"18"	""	"10"	"32"	"2"	"8"	"250"	"8"	"1"	"4"	"4"	"5"	"3"	"0"	"93"	"7"	"3"	"0"	"12"	"10"	""	"104"	"-546"	""	"0"	""	"-546"	"0"
"19"	""	"11"	"38"	"7"	"12"	"153"	"8"	"6"	"1"	"8"	"4"	"1"	"6"	"35"	"23"	"4"	"2"	"4"	"4"	""	"114"	"-430"	""	"0"	""	"-430"	"0"
"20"	""	"11A"	"32"	"1"	"13"	"111"	"3"	"10"	"0"	"1"	"1"	"0"	"2"	"8"	"3"	"1"	"1"	"0"	"2"	""	"102"	"-291"	""	"0"	""	"-291"	"0"
"21"	"TOTAL"	""	"-543"	"-39"	"-455"	"-2628"	"-147"	"-191"	"-26"	"-37"	"-26"	"-17"	"-30"	"-444"	"-128"	"-43"	"-17"	"-59"	"-63"	""	"-1551"	"-6444"	""	"0"	""	"-6444"	"0"
"22"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"23"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"24"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"25"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"27"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"28"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"29"	"R
o u n d
2"	"12"	"15"	"0"	"2"	"74"	"6"	"0"	"1"	"1"	"0"	"4"	"0"	"6"	"2"	"0"	"0"	"0"	"1"	""	"29"	"-141"	""	"0"	""	"-141"	"0"
"30"	""	"13"	"16"	"1"	"37"	"241"	"3"	"7"	"1"	"2"	"0"	"1"	"11"	"108"	"4"	"2"	"0"	"3"	"8"	""	"82"	"-527"	""	"0"	""	"-527"	"0"
"31"	""	"14"	"21"	"1"	"3"	"109"	"10"	"2"	"4"	"1"	"1"	"0"	"1"	"25"	"0"	"0"	"0"	"0"	"0"	""	"48"	"-226"	""	"0"	""	"-226"	"0"
"32"	""	"14A"	"10"	"0"	"4"	"100"	"13"	"4"	"1"	"0"	"0"	"1"	"2"	"78"	"4"	"0"	"1"	"8"	"0"	""	"19"	"-245"	""	"0"	""	"-245"	"0"
"33"	""	"15"	"20"	"0"	"3"	"321"	"14"	"2"	"1"	"0"	"2"	"0"	"3"	"15"	"4"	"0"	"0"	"0"	"0"	""	"31"	"-416"	""	"0"	""	"-416"	"0"
"34"	""	"16"	"22"	"6"	"159"	"125"	"17"	"2"	"6"	"2"	"2"	"2"	"2"	"41"	"9"	"7"	"2"	"2"	"29"	""	"194"	"-629"	""	"0"	""	"-629"	"0"
"35"	""	"17"	"39"	"1"	"2"	"191"	"5"	"0"	"0"	"1"	"0"	"0"	"1"	"6"	"3"	"0"	"0"	"1"	"1"	""	"45"	"-296"	""	"0"	""	"-296"	"0"
"36"	""	"18"	"20"	"1"	"38"	"220"	"162"	"1"	"3"	"2"	"2"	"5"	"12"	"28"	"12"	"2"	"1"	"2"	"3"	""	"91"	"-605"	""	"0"	""	"-605"	"0"
"37"	""	"19"	"36"	"1"	"17"	"134"	"23"	"24"	"1"	"5"	"2"	"6"	"1"	"74"	"16"	"9"	"4"	"11"	"0"	""	"30"	"-394"	""	"0"	""	"-394"	"0"
"38"	""	"20"	"16"	"2"	"24"	"223"	"9"	"2"	"0"	"0"	"2"	"2"	"0"	"20"	"5"	"2"	"1"	"2"	"1"	""	"42"	"-353"	""	"0"	""	"-353"	"0"
"39"	""	"20A"	"15"	"1"	"4"	"326"	"23"	"7"	"1"	"2"	"0"	"0"	"1"	"48"	"7"	"0"	"0"	"0"	"0"	""	"18"	"-453"	""	"0"	""	"-453"	"0"
"40"	""	"21"	"17"	"4"	"24"	"287"	"70"	"8"	"2"	"4"	"0"	"2"	"6"	"5"	"6"	"2"	"3"	"0"	"0"	""	"27"	"-467"	""	"0"	""	"-467"	"0"
"41"	""	"21A"	"15"	"0"	"11"	"324"	"25"	"3"	"2"	"0"	"0"	"2"	"2"	"9"	"4"	"1"	"1"	"3"	"0"	""	"40"	"-442"	""	"0"	""	"-442"	"0"
"42"	""	"22"	"33"	"2"	"10"	"424"	"24"	"5"	"1"	"2"	"0"	"10"	"0"	"22"	"12"	"0"	"3"	"4"	"3"	""	"69"	"-624"	""	"0"	""	"-624"	"0"
"43"	"TOTAL"	""	"-295"	"-20"	"-338"	"-3099"	"-404"	"-67"	"-24"	"-22"	"-11"	"-35"	"-42"	"-485"	"-88"	"-25"	"-16"	"-36"	"-46"	""	"-765"	"-5818"	""	"0"	""	"-5818"	"0"
"44"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"45"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"46"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"47"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"48"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"49"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"50"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"51"	"R
o u n d
3"	"23"	"27"	"3"	"5"	"276"	"26"	"1"	"1"	"1"	"4"	"5"	"1"	"7"	"1"	"0"	"0"	"3"	"2"	""	"16"	"-379"	""	"0"	""	"-379"	"0"
"52"	""	"24"	"20"	"0"	"2"	"182"	"39"	"6"	"0"	"1"	"1"	"1"	"2"	"12"	"2"	"0"	"0"	"4"	"4"	""	"24"	"-300"	""	"0"	""	"-300"	"0"
"53"	""	"25"	"46"	"3"	"54"	"196"	"197"	"9"	"3"	"3"	"4"	"3"	"17"	"13"	"4"	"3"	"0"	"5"	"3"	""	"22"	"-585"	""	"0"	""	"-585"	"0"
"54"	""	"26"	"17"	"3"	"5"	"171"	"200"	"11"	"0"	"4"	"1"	"0"	"7"	"67"	"14"	"1"	"2"	"9"	"13"	""	"76"	"-601"	""	"0"	""	"-601"	"0"
"55"	""	"27"	"9"	"0"	"0"	"79"	"80"	"2"	"0"	"1"	"0"	"0"	"5"	"39"	"8"	"0"	"2"	"11"	"10"	""	"200"	"-446"	""	"0"	""	"-446"	"0"
"56"	""	"28"	"10"	"0"	"4"	"190"	"144"	"5"	"1"	"1"	"1"	"2"	"5"	"9"	"2"	"0"	"0"	"2"	"6"	""	"184"	"-566"	""	"0"	""	"-566"	"0"
"57"	""	"29"	"14"	"0"	"0"	"155"	"50"	"8"	"1"	"2"	"1"	"26"	"4"	"13"	"8"	"1"	"2"	"7"	"1"	""	"31"	"-324"	""	"0"	""	"-324"	"0"
"58"	""	"30"	"16"	"1"	"2"	"230"	"80"	"7"	"0"	"1"	"0"	"2"	"2"	"10"	"3"	"1"	"1"	"1"	"1"	""	"26"	"-384"	""	"0"	""	"-384"	"0"
"59"	""	"31"	"23"	"1"	"2"	"347"	"178"	"17"	"1"	"1"	"1"	"0"	"3"	"17"	"6"	"0"	"0"	"1"	"1"	""	"48"	"-647"	""	"0"	""	"-647"	"0"
"60"	""	"32"	"10"	"0"	"2"	"210"	"145"	"18"	"0"	"0"	"0"	"2"	"3"	"16"	"3"	"0"	"0"	"3"	"0"	""	"5"	"-417"	""	"0"	""	"-417"	"0"
"61"	""	"33"	"9"	"0"	"2"	"177"	"116"	"9"	"4"	"1"	"3"	"2"	"6"	"57"	"7"	"3"	"2"	"3"	"5"	""	"88"	"-494"	""	"0"	""	"-494"	"0"
"62"	""	"34"	"14"	"5"	"2"	"128"	"124"	"28"	"3"	"3"	"3"	"1"	"3"	"46"	"20"	"6"	"1"	"4"	"5"	""	"141"	"-537"	""	"0"	""	"-537"	"0"
"63"	""	"35"	"29"	"1"	"2"	"245"	"41"	"13"	"0"	"0"	"0"	"0"	"3"	"15"	"2"	"0"	"0"	"1"	"4"	""	"65"	"-421"	""	"0"	""	"-421"	"0"
"64"	""	"36"	"48"	"2"	"5"	"202"	"25"	"8"	"6"	"0"	"2"	"13"	"3"	"31"	"6"	"1"	"2"	"3"	"4"	""	"71"	"-432"	""	"0"	""	"-432"	"0"
"65"	"TOTAL"	""	"-292"	"-19"	"-87"	"-2788"	"-1445"	"-142"	"-20"	"-19"	"-21"	"-57"	"-64"	"-352"	"-86"	"-16"	"-12"	"-57"	"-59"	""	"-997"	"-6533"	""	"0"	""	"-6533"	"0"
"66"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"71"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"72"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"73"	"R
o u n d
4"	"37"	"28"	"2"	"4"	"478"	"57"	"6"	"2"	"3"	"1"	"2"	"4"	"28"	"11"	"0"	"0"	"5"	"5"	""	"82"	"-718"	""	"0"	""	"-718"	"0"
"74"	""	"38"	"33"	"2"	"1"	"457"	"63"	"10"	"1"	"3"	"0"	"0"	"1"	"20"	"3"	"2"	"1"	"0"	"1"	""	"45"	"-643"	""	"0"	""	"-643"	"0"
"75"	""	"39"	"33"	"0"	"2"	"318"	"27"	"5"	"1"	"1"	"2"	"1"	"3"	"9"	"7"	"0"	"1"	"1"	"1"	""	"70"	"-482"	""	"0"	""	"-482"	"0"
"76"	""	"40"	"13"	"1"	"29"	"226"	"56"	"4"	"1"	"2"	"10"	"2"	"9"	"80"	"5"	"0"	"3"	"3"	"9"	""	"91"	"-544"	""	"0"	""	"-544"	"0"
"77"	""	"41"	"15"	"6"	"27"	"102"	"151"	"18"	"2"	"6"	"6"	"6"	"17"	"62"	"15"	"4"	"3"	"15"	"10"	""	"229"	"-694"	""	"0"	""	"-694"	"0"
"78"	""	"42"	"55"	"6"	"11"	"108"	"94"	"9"	"2"	"3"	"1"	"1"	"3"	"152"	"11"	"5"	"3"	"4"	"1"	""	"85"	"-554"	""	"0"	""	"-554"	"0"
"79"	""	"43"	"15"	"4"	"64"	"141"	"13"	"4"	"1"	"1"	"2"	"1"	"2"	"255"	"6"	"0"	"0"	"2"	"6"	""	"101"	"-618"	""	"0"	""	"-618"	"0"
"80"	""	"44"	"16"	"2"	"63"	"62"	"59"	"10"	"4"	"1"	"5"	"2"	"7"	"27"	"9"	"6"	"3"	"15"	"6"	""	"72"	"-369"	""	"0"	""	"-369"	"0"
"81"	""	"44A"	"19"	"1"	"7"	"159"	"61"	"5"	"1"	"3"	"2"	"3"	"6"	"55"	"4"	"2"	"2"	"8"	"4"	""	"67"	"-409"	""	"0"	""	"-409"	"0"
"82"	""	"45"	"32"	"0"	"14"	"211"	"10"	"23"	"0"	"2"	"3"	"1"	"0"	"52"	"2"	"1"	"0"	"4"	"3"	""	"253"	"-611"	""	"0"	""	"-611"	"0"
"83"	""	"46"	"10"	"1"	"66"	"232"	"52"	"9"	"0"	"1"	"4"	"0"	"1"	"62"	"6"	"11"	"0"	"8"	"4"	""	"56"	"-523"	""	"0"	""	"-523"	"0"
"84"	""	"47"	"26"	"1"	"0"	"76"	"8"	"3"	"5"	"0"	"0"	"1"	"3"	"16"	"5"	"1"	"0"	"1"	"8"	""	"423"	"-577"	""	"0"	""	"-577"	"0"
"85"	""	"48"	"56"	"5"	"1"	"57"	"10"	"6"	"0"	"2"	"2"	"0"	"3"	"88"	"12"	"0"	"2"	"2"	"6"	""	"204"	"-456"	""	"0"	""	"-456"	"0"
"86"	""	"48A"	"13"	"1"	"1"	"95"	"5"	"2"	"0"	"2"	"0"	"0"	"2"	"25"	"2"	"0"	"0"	"0"	"0"	""	"67"	"-215"	""	"0"	""	"-215"	"0"
"87"	"TOTAL"	""	"-364"	"-32"	"-290"	"-2722"	"-666"	"-114"	"-20"	"-30"	"-38"	"-20"	"-61"	"-931"	"-98"	"-32"	"-18"	"-68"	"-64"	""	"-1845"	"-7413"	""	"0"	""	"-7413"	"0"
"88"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"93"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"94"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"95"	"R
o u n d
5"	"49"	"21"	"4"	"45"	"96"	"10"	"3"	"0"	"2"	"1"	"3"	"3"	"70"	"15"	"18"	"4"	"11"	"5"	""	"131"	"-442"	""	"0"	""	"-442"	"0"
"96"	""	"50"	"17"	"2"	"47"	"452"	"110"	"14"	"1"	"0"	"0"	"0"	"4"	"6"	"4"	"1"	"0"	"2"	"5"	""	"75"	"-740"	""	"0"	""	"-740"	"0"
"97"	""	"50A"	"6"	"1"	"11"	"522"	"27"	"4"	"0"	"0"	"0"	"0"	"0"	"16"	"1"	"0"	"1"	"0"	"0"	""	"29"	"-618"	""	"0"	""	"-618"	"0"
"98"	""	"51"	"1"	"2"	"410"	"83"	"28"	"2"	"0"	"5"	"11"	"0"	"2"	"13"	"3"	"64"	"1"	"1"	"1"	""	"30"	"-657"	""	"0"	""	"-657"	"0"
"99"	""	"52"	"16"	"3"	"52"	"155"	"82"	"10"	"0"	"0"	"0"	"3"	"6"	"292"	"8"	"66"	"4"	"3"	"2"	""	"11"	"-713"	""	"0"	""	"-713"	"0"
"100"	""	"53"	"5"	"2"	"104"	"131"	"94"	"63"	"3"	"3"	"10"	"4"	"10"	"73"	"6"	"55"	"0"	"5"	"2"	""	"35"	"-605"	""	"0"	""	"-605"	"0"
"101"	""	"54"	"7"	"1"	"11"	"46"	"3"	"21"	"0"	"3"	"3"	"14"	"1"	"336"	"4"	"0"	"1"	"5"	"0"	""	"56"	"-512"	""	"0"	""	"-512"	"0"
"102"	""	"55"	"9"	"1"	"75"	"91"	"29"	"26"	"0"	"2"	"1"	"16"	"6"	"145"	"2"	"3"	"4"	"5"	"2"	""	"5"	"-422"	""	"0"	""	"-422"	"0"
"103"	""	"56"	"22"	"0"	"47"	"146"	"27"	"0"	"1"	"0"	"0"	"1"	"1"	"6"	"3"	"0"	"0"	"3"	"0"	""	"2"	"-259"	""	"0"	""	"-259"	"0"
"104"	""	"57"	"17"	"2"	"39"	"84"	"56"	"5"	"1"	"1"	"3"	"38"	"2"	"20"	"4"	"13"	"0"	"2"	"4"	""	"341"	"-632"	""	"0"	""	"-632"	"0"
"105"	""	"58"	"22"	"2"	"179"	"190"	"39"	"7"	"1"	"3"	"0"	"21"	"4"	"12"	"3"	"3"	"0"	"2"	"1"	""	"39"	"-528"	""	"0"	""	"-528"	"0"
"106"	""	"59"	"1"	"3"	"67"	"36"	"2"	"11"	"2"	"5"	"5"	"83"	"4"	"185"	"12"	"4"	"1"	"3"	"3"	""	"72"	"-499"	""	"0"	""	"-499"	"0"
"107"	""	"60"	"48"	"2"	"115"	"175"	"31"	"0"	"0"	"3"	"0"	"15"	"5"	"2"	"9"	"6"	"0"	"3"	"3"	""	"72"	"-489"	""	"0"	""	"-489"	"0"
"108"	""	"61"	"15"	"4"	"90"	"161"	"18"	"6"	"2"	"4"	"4"	"3"	"4"	"44"	"7"	"6"	"2"	"8"	"8"	""	"49"	"-435"	""	"0"	""	"-435"	"0"
"109"	"TOTAL"	""	"-207"	"-29"	"-1292"	"-2368"	"-556"	"-172"	"-11"	"-31"	"-38"	"-201"	"-52"	"-1220"	"-81"	"-239"	"-18"	"-53"	"-36"	""	"-947"	"-7551"	""	"0"	""	"-7551"	"0"
"110"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"111"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"112"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"113"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"114"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"115"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"116"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"117"	"R
o u n d
6"	"62"	"61"	"1"	"123"	"174"	"5"	"3"	"0"	"4"	"9"	"116"	"8"	"57"	"5"	"2"	"3"	"7"	"5"	""	"33"	"-616"	""	"0"	""	"-616"	"0"
"118"	""	"63"	"8"	"1"	"164"	"88"	"7"	"77"	"0"	"1"	"0"	"4"	"2"	"72"	"1"	"2"	"2"	"6"	"4"	""	"61"	"-500"	""	"0"	""	"-500"	"0"
"119"	""	"64"	"20"	"5"	"284"	"52"	"32"	"11"	"3"	"3"	"0"	"9"	"8"	"64"	"15"	"4"	"1"	"13"	"2"	""	"36"	"-562"	""	"0"	""	"-562"	"0"
"120"	""	"65"	"6"	"0"	"41"	"234"	"3"	"39"	"9"	"6"	"0"	"0"	"1"	"41"	"7"	"3"	"1"	"5"	"3"	""	"73"	"-472"	""	"0"	""	"-472"	"0"
