"45"	"10"	"NILMANI SINGH"	"Independent"	"263"	"0"	"263"	""
"46"	"11"	"SABA ZAFAR"	"Independent"	"4094"	"0"	"4094"	""
"47"	"12"	"SAUKAT"	"Independent"	"333"	"0"	"333"	""
"48"	"Place -"	""	""	""	""	""	""
"49"	"Date  -"	""	""	""	""	""	""
"50"	"Returning Officer"	""	""	""	""	""	""
"51"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"52"	"ROUND - III - CUMULATIVE DATA"	""	""	""	""	""	""
"53"	"ANNEXURE - XL"	""	""	""	""	""	""
"54"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"55"	"FORM - 20"	""	""	""	""	""	""
"56"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"57"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"58"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"59"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"60"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"61"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"62"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"6792"	"0"	"6792"	""
"63"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"432"	"0"	"432"	""
"64"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"1449"	"0"	"1449"	""
"65"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"243"	"0"	"243"	""
"66"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"8487"	"0"	"8487"	""
"67"	"6"	"MAZHARUL BARI"	"Apna Dal"	"346"	"0"	"346"	""
"68"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"779"	"0"	"779"	""
"69"	"8"	"ABDUL RAJAK"	"Independent"	"119"	"0"	"119"	""
"70"	"9"	"JABED AKBAL"	"Independent"	"239"	"0"	"239"	""
"71"	"10"	"NILMANI SINGH"	"Independent"	"403"	"0"	"403"	""
"72"	"11"	"SABA ZAFAR"	"Independent"	"7538"	"0"	"7538"	""
"73"	"12"	"SAUKAT"	"Independent"	"660"	"0"	"660"	""
"74"	"Place -"	""	""	""	""	""	""
"75"	"Date  -"	""	""	""	""	""	""
"76"	"Returning Officer"	""	""	""	""	""	""
"77"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"78"	"ROUND - IV - CUMULATIVE DATA"	""	""	""	""	""	""
"79"	"ANNEXURE - XL"	""	""	""	""	""	""
"80"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"81"	"FORM - 20"	""	""	""	""	""	""
"82"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"83"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"84"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"85"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"86"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"87"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"88"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"9982"	"0"	"9982"	""
"89"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"619"	"0"	"619"	""
"90"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"2365"	"0"	"2365"	""
"91"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"403"	"0"	"403"	""
"92"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"8867"	"0"	"8867"	""
"93"	"6"	"MAZHARUL BARI"	"Apna Dal"	"403"	"0"	"403"	""
"94"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"835"	"0"	"835"	""
"95"	"8"	"ABDUL RAJAK"	"Independent"	"219"	"0"	"219"	""
"96"	"9"	"JABED AKBAL"	"Independent"	"605"	"0"	"605"	""
"97"	"10"	"NILMANI SINGH"	"Independent"	"644"	"0"	"644"	""
"98"	"11"	"SABA ZAFAR"	"Independent"	"10576"	"0"	"10576"	""
"99"	"12"	"SAUKAT"	"Independent"	"855"	"0"	"855"	""
"100"	"Place -"	""	""	""	""	""	""
"101"	"Date  -"	""	""	""	""	""	""
"102"	"Returning Officer"	""	""	""	""	""	""
"103"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"104"	"ROUND - V - CUMULATIVE DATA"	""	""	""	""	""	""
"105"	"ANNEXURE - XL"	""	""	""	""	""	""
"106"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"107"	"FORM - 20"	""	""	""	""	""	""
"108"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"109"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"110"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"111"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"112"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"113"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"114"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"10898"	"0"	"10898"	""
"115"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"982"	"0"	"982"	""
"116"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"2634"	"0"	"2634"	""
"117"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"496"	"0"	"496"	""
"118"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"9760"	"0"	"9760"	""
"119"	"6"	"MAZHARUL BARI"	"Apna Dal"	"462"	"0"	"462"	""
"120"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"950"	"0"	"950"	""
"121"	"8"	"ABDUL RAJAK"	"Independent"	"236"	"0"	"236"	""
"122"	"9"	"JABED AKBAL"	"Independent"	"662"	"0"	"662"	""
"123"	"10"	"NILMANI SINGH"	"Independent"	"784"	"0"	"784"	""
"124"	"11"	"SABA ZAFAR"	"Independent"	"17020"	"0"	"17020"	""
"125"	"12"	"SAUKAT"	"Independent"	"1037"	"0"	"1037"	""
"126"	"Place -"	""	""	""	""	""	""
"127"	"Date  -"	""	""	""	""	""	""
"128"	"Returning Officer"	""	""	""	""	""	""
"129"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"130"	"ROUND - VI - CUMULATIVE DATA"	""	""	""	""	""	""
"131"	"ANNEXURE - XL"	""	""	""	""	""	""
"132"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"133"	"FORM - 20"	""	""	""	""	""	""
"134"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"135"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"136"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"137"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"138"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"139"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"140"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"11903"	"0"	"11903"	""
"141"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"1718"	"0"	"1718"	""
"142"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"2994"	"0"	"2994"	""
"143"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"612"	"0"	"612"	""
"144"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"10948"	"0"	"10948"	""
"145"	"6"	"MAZHARUL BARI"	"Apna Dal"	"552"	"0"	"552"	""
"146"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1043"	"0"	"1043"	""
"147"	"8"	"ABDUL RAJAK"	"Independent"	"282"	"0"	"282"	""
"148"	"9"	"JABED AKBAL"	"Independent"	"765"	"0"	"765"	""
"149"	"10"	"NILMANI SINGH"	"Independent"	"1661"	"0"	"1661"	""
"150"	"11"	"SABA ZAFAR"	"Independent"	"22326"	"0"	"22326"	""
"151"	"12"	"SAUKAT"	"Independent"	"1423"	"0"	"1423"	""
"152"	"Place -"	""	""	""	""	""	""
"153"	"Date  -"	""	""	""	""	""	""
"154"	"Returning Officer"	""	""	""	""	""	""
"155"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"156"	"ROUND - VII - CUMULATIVE DATA"	""	""	""	""	""	""
"157"	"ANNEXURE - XL"	""	""	""	""	""	""
"158"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"159"	"FORM - 20"	""	""	""	""	""	""
"160"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"161"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"162"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"163"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"164"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"165"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"166"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"16387"	"0"	"16387"	""
"167"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"1829"	"0"	"1829"	""
"168"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"3399"	"0"	"3399"	""
"169"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"636"	"0"	"636"	""
"170"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"11200"	"0"	"11200"	""
"171"	"6"	"MAZHARUL BARI"	"Apna Dal"	"609"	"0"	"609"	""
"172"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1080"	"0"	"1080"	""
"173"	"8"	"ABDUL RAJAK"	"Independent"	"334"	"0"	"334"	""
"174"	"9"	"JABED AKBAL"	"Independent"	"2403"	"0"	"2403"	""
"175"	"10"	"NILMANI SINGH"	"Independent"	"1778"	"0"	"1778"	""
"176"	"11"	"SABA ZAFAR"	"Independent"	"22835"	"0"	"22835"	""
"177"	"12"	"SAUKAT"	"Independent"	"1566"	"0"	"1566"	""
"178"	"Place -"	""	""	""	""	""	""
"179"	"Date  -"	""	""	""	""	""	""
"180"	"Returning Officer"	""	""	""	""	""	""
"181"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"182"	"ROUND - VIII - CUMULATIVE DATA"	""	""	""	""	""	""
"183"	"ANNEXURE - XL"	""	""	""	""	""	""
"184"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"185"	"FORM - 20"	""	""	""	""	""	""
"186"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"187"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"188"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"189"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"190"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"191"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"192"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"23423"	"0"	"23423"	""
"193"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"1941"	"0"	"1941"	""
"194"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"4240"	"0"	"4240"	""
"195"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"785"	"0"	"785"	""
"196"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"11318"	"0"	"11318"	""
"197"	"6"	"MAZHARUL BARI"	"Apna Dal"	"637"	"0"	"637"	""
"198"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1121"	"0"	"1121"	""
"199"	"8"	"ABDUL RAJAK"	"Independent"	"352"	"0"	"352"	""
"200"	"9"	"JABED AKBAL"	"Independent"	"2700"	"0"	"2700"	""
"201"	"10"	"NILMANI SINGH"	"Independent"	"1843"	"0"	"1843"	""
"202"	"11"	"SABA ZAFAR"	"Independent"	"23201"	"0"	"23201"	""
"203"	"12"	"SAUKAT"	"Independent"	"1642"	"0"	"1642"	""
"204"	"Place -"	""	""	""	""	""	""
"205"	"Date  -"	""	""	""	""	""	""
"206"	"Returning Officer"	""	""	""	""	""	""
"207"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"208"	"ROUND - IX - CUMULATIVE DATA"	""	""	""	""	""	""
"209"	"ANNEXURE - XL"	""	""	""	""	""	""
"210"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"211"	"FORM - 20"	""	""	""	""	""	""
"212"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"213"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"214"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"215"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"216"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"217"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"218"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"26846"	"0"	"26846"	""
"219"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2112"	"0"	"2112"	""
"220"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"7451"	"0"	"7451"	""
"221"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"934"	"0"	"934"	""
"222"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"12049"	"0"	"12049"	""
"223"	"6"	"MAZHARUL BARI"	"Apna Dal"	"726"	"0"	"726"	""
"224"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1193"	"0"	"1193"	""
"225"	"8"	"ABDUL RAJAK"	"Independent"	"387"	"0"	"387"	""
"226"	"9"	"JABED AKBAL"	"Independent"	"2735"	"0"	"2735"	""
"227"	"10"	"NILMANI SINGH"	"Independent"	"1934"	"0"	"1934"	""
"228"	"11"	"SABA ZAFAR"	"Independent"	"24310"	"0"	"24310"	""
"229"	"12"	"SAUKAT"	"Independent"	"1829"	"0"	"1829"	""
"230"	"Place -"	""	""	""	""	""	""
"231"	"Date  -"	""	""	""	""	""	""
"232"	"Returning Officer"	""	""	""	""	""	""
"233"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"234"	"ROUND - X - CUMULATIVE DATA"	""	""	""	""	""	""
"235"	"ANNEXURE - XL"	""	""	""	""	""	""
"236"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"237"	"FORM - 20"	""	""	""	""	""	""
"238"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"239"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"240"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"241"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"242"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"243"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"244"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"32258"	"0"	"32258"	""
"245"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2223"	"0"	"2223"	""
"246"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"8660"	"0"	"8660"	""
"247"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"1569"	"0"	"1569"	""
"248"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"12171"	"0"	"12171"	""
"249"	"6"	"MAZHARUL BARI"	"Apna Dal"	"768"	"0"	"768"	""
"250"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1233"	"0"	"1233"	""
"251"	"8"	"ABDUL RAJAK"	"Independent"	"424"	"0"	"424"	""
"252"	"9"	"JABED AKBAL"	"Independent"	"2889"	"0"	"2889"	""
"253"	"10"	"NILMANI SINGH"	"Independent"	"1993"	"0"	"1993"	""
"254"	"11"	"SABA ZAFAR"	"Independent"	"24541"	"0"	"24541"	""
"255"	"12"	"SAUKAT"	"Independent"	"1937"	"0"	"1937"	""
"256"	"Place -"	""	""	""	""	""	""
"257"	"Date  -"	""	""	""	""	""	""
"258"	"Returning Officer"	""	""	""	""	""	""
"259"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"260"	"ROUND - XI - CUMULATIVE DATA"	""	""	""	""	""	""
"261"	"ANNEXURE - XL"	""	""	""	""	""	""
"262"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"263"	"FORM - 20"	""	""	""	""	""	""
"264"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"265"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"266"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"267"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"268"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"269"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"270"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"36386"	"0"	"36386"	""
"271"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2355"	"0"	"2355"	""
"272"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"10511"	"0"	"10511"	""
"273"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"2507"	"0"	"2507"	""
"274"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"12391"	"0"	"12391"	""
"275"	"6"	"MAZHARUL BARI"	"Apna Dal"	"822"	"0"	"822"	""
"276"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1283"	"0"	"1283"	""
"277"	"8"	"ABDUL RAJAK"	"Independent"	"466"	"0"	"466"	""
"278"	"9"	"JABED AKBAL"	"Independent"	"2937"	"0"	"2937"	""
"279"	"10"	"NILMANI SINGH"	"Independent"	"2064"	"0"	"2064"	""
"280"	"11"	"SABA ZAFAR"	"Independent"	"25181"	"0"	"25181"	""
"281"	"12"	"SAUKAT"	"Independent"	"2036"	"0"	"2036"	""
"282"	"Place -"	""	""	""	""	""	""
"283"	"Date  -"	""	""	""	""	""	""
"284"	"Returning Officer"	""	""	""	""	""	""
"285"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"286"	"ROUND - XII - CUMULATIVE DATA"	""	""	""	""	""	""
"287"	"ANNEXURE - XL"	""	""	""	""	""	""
"288"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"289"	"FORM - 20"	""	""	""	""	""	""
"290"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"291"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"292"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"293"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"294"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"295"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"296"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"40029"	"0"	"40029"	""
"297"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2461"	"0"	"2461"	""
"298"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"10860"	"0"	"10860"	""
"299"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"5328"	"0"	"5328"	""
"300"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"13202"	"0"	"13202"	""
"301"	"6"	"MAZHARUL BARI"	"Apna Dal"	"858"	"0"	"858"	""
"302"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1327"	"0"	"1327"	""
"303"	"8"	"ABDUL RAJAK"	"Independent"	"505"	"0"	"505"	""
"304"	"9"	"JABED AKBAL"	"Independent"	"3004"	"0"	"3004"	""
"305"	"10"	"NILMANI SINGH"	"Independent"	"2125"	"0"	"2125"	""
"306"	"11"	"SABA ZAFAR"	"Independent"	"25270"	"0"	"25270"	""
"307"	"12"	"SAUKAT"	"Independent"	"2112"	"0"	"2112"	""
"308"	"Place -"	""	""	""	""	""	""
"309"	"Date  -"	""	""	""	""	""	""
"310"	"Returning Officer"	""	""	""	""	""	""
"311"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"312"	"ROUND - XIII - CUMULATIVE DATA"	""	""	""	""	""	""
"313"	"ANNEXURE - XL"	""	""	""	""	""	""
"314"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"315"	"FORM - 20"	""	""	""	""	""	""
"316"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"317"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"318"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"319"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"320"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"321"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"322"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"48009"	"0"	"48009"	""
"323"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2520"	"0"	"2520"	""
"324"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"10995"	"0"	"10995"	""
"325"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"5552"	"0"	"5552"	""
"326"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"13240"	"0"	"13240"	""
"327"	"6"	"MAZHARUL BARI"	"Apna Dal"	"866"	"0"	"866"	""
"328"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1346"	"0"	"1346"	""
"329"	"8"	"ABDUL RAJAK"	"Independent"	"521"	"0"	"521"	""
"330"	"9"	"JABED AKBAL"	"Independent"	"3077"	"0"	"3077"	""
"331"	"10"	"NILMANI SINGH"	"Independent"	"2141"	"0"	"2141"	""
"332"	"11"	"SABA ZAFAR"	"Independent"	"25373"	"0"	"25373"	""
"333"	"12"	"SAUKAT"	"Independent"	"2147"	"0"	"2147"	""
"334"	"Place -"	""	""	""	""	""	""
"335"	"Date  -"	""	""	""	""	""	""
"336"	"Returning Officer"	""	""	""	""	""	""
"337"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"338"	"ROUND - XIV - CUMULATIVE DATA"	""	""	""	""	""	""
"339"	"ANNEXURE - XL"	""	""	""	""	""	""
"340"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"341"	"FORM - 20"	""	""	""	""	""	""
"342"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"343"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"344"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"345"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"346"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"347"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"348"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"48009"	"0"	"48009"	""
"349"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2520"	"0"	"2520"	""
"350"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"10995"	"0"	"10995"	""
"351"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"5552"	"0"	"5552"	""
