"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"22"	"13"	"177"	"25"	"6"	"16"	"6"	"251"	"26"	"12"	"13"	"29"	"561"	""	"561"	""
"23"	"14"	"46"	"284"	"7"	"22"	"10"	"294"	"27"	"24"	"14"	"30"	"758"	""	"758"	""
"24"	"TOTAL"	"1628"	"880"	"116"	"233"	"93"	"4580"	"226"	"102"	"91"	"207"	"8156"	"0"	"8156"	"0"
"25"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"26"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"27"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"28"	"15"	"226"	"3"	"10"	"20"	"11"	"199"	"22"	"6"	"7"	"14"	"518"	""	"518"	""
"29"	"16"	"227"	"8"	"2"	"7"	"5"	"187"	"5"	"1"	"4"	"2"	"448"	""	"448"	""
"30"	"17"	"406"	"19"	"11"	"11"	"6"	"173"	"13"	"4"	"7"	"23"	"673"	""	"673"	""
"31"	"18"	""	"2"	""	"1"	""	"411"	"1"	""	""	""	"415"	""	"415"	""
"32"	"19"	"356"	"22"	"5"	"8"	"4"	"220"	"7"	"7"	"3"	"11"	"643"	""	"643"	""
"33"	"20"	"363"	"111"	"7"	"24"	"9"	"160"	"15"	"11"	"10"	"11"	"721"	""	"721"	""
"34"	"21"	"290"	"19"	"10"	"21"	"6"	"263"	"54"	"7"	"17"	"48"	"735"	""	"735"	""
"35"	"22"	"407"	"19"	"2"	"7"	"6"	"478"	"11"	"1"	"5"	"5"	"941"	""	"941"	""
"36"	"23"	"234"	"46"	"4"	"9"	"3"	"297"	"9"	"3"	"4"	"1"	"610"	""	"610"	""
"37"	"24"	"165"	"123"	"4"	"17"	"9"	"69"	"10"	"11"	"12"	"11"	"431"	""	"431"	""
"38"	"25"	"72"	"173"	"10"	"12"	"5"	"124"	"6"	"5"	"6"	"6"	"419"	""	"419"	""
"39"	"26"	"326"	"25"	"10"	"27"	"14"	"183"	"25"	"6"	"11"	"51"	"678"	""	"678"	""
"40"	"27"	"129"	"8"	"3"	"20"	"5"	"203"	"10"	"2"	"3"	"28"	"411"	""	"411"	""
"41"	"28"	"442"	"23"	"7"	"10"	"4"	"141"	"8"	"4"	"2"	"11"	"652"	""	"652"	""
"42"	"TOTAL"	"3643"	"601"	"85"	"194"	"87"	"3108"	"196"	"68"	"91"	"222"	"8295"	"0"	"8295"	"0"
"43"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"44"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"45"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"46"	"29"	"358"	"12"	"5"	"14"	"7"	"71"	"1"	""	"1"	"6"	"475"	""	"475"	""
"47"	"30"	"352"	"21"	"7"	"9"	"9"	"197"	"17"	"2"	"9"	"16"	"639"	""	"639"	""
"48"	"31"	"413"	"20"	"10"	"22"	"6"	"162"	"20"	"6"	"8"	"24"	"691"	""	"691"	""
"49"	"32"	"359"	"16"	"10"	"13"	"6"	"90"	"8"	"4"	"4"	"17"	"527"	""	"527"	""
"50"	"33"	"229"	"15"	"6"	"19"	"9"	"341"	"24"	"3"	"9"	"30"	"685"	""	"685"	""
"51"	"34"	"216"	"7"	"7"	"21"	"3"	"184"	"13"	""	"3"	"2"	"456"	""	"456"	""
"52"	"35"	"426"	"7"	"1"	"2"	"2"	"14"	"2"	"2"	""	"5"	"461"	""	"461"	""
"53"	"36"	"215"	"18"	"10"	"18"	"6"	"105"	"7"	"5"	"4"	"3"	"391"	""	"391"	""
"54"	"37"	"1"	"6"	""	""	"2"	"555"	"7"	""	""	""	"571"	""	"571"	""
"55"	"38"	"261"	"20"	"6"	"7"	""	"118"	"6"	"4"	"6"	"13"	"441"	""	"441"	""
"56"	"39"	"144"	"28"	"1"	"5"	"7"	"111"	"10"	"9"	"21"	"51"	"387"	""	"387"	""
"57"	"40"	"159"	"30"	"7"	"20"	"9"	"192"	"21"	"5"	"8"	"27"	"478"	""	"478"	""
"58"	"41"	"272"	"29"	"14"	"26"	"11"	"267"	"25"	"4"	"11"	"10"	"669"	""	"669"	""
"59"	"42"	"356"	"9"	"7"	"9"	"9"	"173"	"9"	"6"	"6"	"14"	"598"	""	"598"	""
"60"	"TOTAL"	"3761"	"238"	"91"	"185"	"86"	"2580"	"170"	"50"	"90"	"218"	"7469"	"0"	"7469"	"0"
"61"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"62"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"63"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"64"	"43"	"262"	"23"	"3"	"14"	"4"	"235"	"14"	"6"	"2"	"5"	"568"	""	"568"	""
"65"	"44"	"315"	"27"	"14"	"48"	"19"	"203"	"16"	"4"	"4"	"13"	"663"	""	"663"	""
"66"	"45"	"157"	"58"	"9"	"30"	"5"	"359"	"22"	"3"	"8"	"20"	"671"	""	"671"	""
"67"	"46"	"161"	"30"	"3"	"22"	"3"	"424"	"14"	"3"	"0"	"2"	"662"	""	"662"	""
"68"	"47"	"371"	"15"	"5"	"12"	"7"	"187"	"12"	"3"	"3"	"7"	"622"	""	"622"	""
"69"	"48"	"171"	"9"	"13"	"17"	"10"	"342"	"15"	"3"	"7"	"6"	"593"	""	"593"	""
"70"	"49"	"432"	"23"	"11"	"29"	"5"	"190"	"37"	"8"	"12"	"9"	"756"	""	"756"	""
"71"	"50"	"174"	"3"	"1"	"2"	"5"	"124"	"9"	"4"	"3"	"12"	"337"	""	"337"	""
"72"	"51"	"258"	"12"	"3"	"12"	"3"	"85"	"8"	"5"	"5"	"4"	"395"	""	"395"	""
"73"	"52"	"155"	"112"	"10"	"22"	"2"	"243"	"10"	"5"	"13"	"31"	"603"	""	"603"	""
"74"	"53"	"244"	"25"	"4"	"10"	"10"	"229"	"13"	"6"	"4"	"8"	"553"	""	"553"	""
"75"	"54"	"245"	"33"	"11"	"40"	"11"	"281"	"14"	"3"	"4"	"3"	"645"	""	"645"	""
"76"	"55"	"276"	"142"	"9"	"21"	"16"	"182"	"22"	"9"	"22"	"46"	"745"	""	"745"	""
"77"	"56"	"420"	"1"	"1"	"4"	"2"	"19"	"1"	"1"	"0"	"3"	"452"	""	"452"	""
"78"	"TOTAL"	"3641"	"513"	"97"	"283"	"102"	"3103"	"207"	"63"	"87"	"169"	"8265"	"0"	"8265"	"0"
"79"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"80"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"81"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"82"	"57"	"147"	"51"	"6"	"10"	"3"	"81"	"4"	"5"	"5"	"4"	"316"	""	"316"	""
"83"	"58"	"399"	"31"	"9"	"8"	"2"	"75"	"5"	"3"	"2"	"8"	"542"	""	"542"	""
"84"	"59"	"247"	"169"	"11"	"28"	"8"	"237"	"11"	"26"	"15"	"29"	"781"	""	"781"	""
"85"	"60"	"272"	"16"	"3"	"17"	"4"	"94"	"9"	"4"	"3"	"17"	"439"	""	"439"	""
"86"	"61"	"252"	"11"	"5"	"23"	"12"	"198"	"14"	"6"	"4"	"32"	"557"	""	"557"	""
"87"	"62"	"109"	"99"	"5"	"8"	"3"	"156"	"11"	"11"	"6"	"14"	"422"	""	"422"	""
"88"	"63"	"193"	"30"	"1"	"8"	"2"	"44"	"0"	"3"	"2"	"4"	"287"	""	"287"	""
"89"	"64"	"116"	"23"	"3"	"30"	"9"	"314"	"23"	"1"	"4"	"13"	"536"	""	"536"	""
"90"	"65"	"90"	"25"	"5"	"16"	"6"	"319"	"18"	"8"	"8"	"14"	"509"	""	"509"	""
"91"	"66"	"154"	"150"	"12"	"23"	"10"	"349"	"18"	"6"	"20"	"23"	"765"	""	"765"	""
"92"	"67"	"128"	"260"	"8"	"22"	"5"	"193"	"16"	"20"	"15"	"38"	"705"	""	"705"	""
"93"	"68"	"71"	"118"	"10"	"18"	"6"	"177"	"11"	"14"	"16"	"17"	"458"	""	"458"	""
"94"	"69"	"84"	"241"	"3"	"7"	"1"	"27"	"4"	"7"	"3"	"8"	"385"	""	"385"	""
"95"	"70"	"176"	"28"	"10"	"36"	"13"	"329"	"27"	"10"	"11"	"21"	"661"	""	"661"	""
"96"	"TOTAL"	"2438"	"1252"	"91"	"254"	"84"	"2593"	"171"	"124"	"114"	"242"	"7363"	"0"	"7363"	"0"
"97"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"98"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"99"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"100"	"71"	"390"	"83"	"16"	"13"	"1"	"88"	"3"	"10"	"8"	"9"	"621"	""	"621"	""
"101"	"72"	"49"	"290"	"16"	"8"	"7"	"297"	"9"	"10"	"10"	"16"	"712"	""	"712"	""
"102"	"73"	"256"	"100"	"8"	"18"	"6"	"132"	"18"	"23"	"15"	"23"	"599"	""	"599"	""
"103"	"74"	"22"	"179"	"2"	"10"	"9"	"104"	"9"	"9"	"7"	"9"	"360"	""	"360"	""
"104"	"75"	"189"	"14"	"7"	"13"	"15"	"198"	"19"	"7"	"16"	"36"	"514"	""	"514"	""
"105"	"76"	"99"	"70"	"6"	"20"	"1"	"143"	"3"	"3"	"2"	"1"	"348"	""	"348"	""
"106"	"77"	"237"	"14"	"9"	"12"	"3"	"145"	"11"	"2"	"5"	"8"	"446"	""	"446"	""
"107"	"78"	"429"	"20"	"4"	"5"	"3"	"45"	"1"	"0"	"3"	"7"	"517"	""	"517"	""
"108"	"79"	"61"	"17"	"3"	"18"	"5"	"579"	"13"	"1"	"4"	"5"	"706"	""	"706"	""
"109"	"80"	"226"	"44"	"13"	"22"	"9"	"348"	"16"	"4"	"5"	"6"	"693"	""	"693"	""
"110"	"81"	"123"	"34"	"7"	"35"	"29"	"366"	"33"	"11"	"15"	"34"	"687"	""	"687"	""
"111"	"82"	"270"	"24"	"4"	"35"	"27"	"357"	"31"	"7"	"5"	"11"	"771"	""	"771"	""
"112"	"83"	"86"	"183"	"8"	"16"	"15"	"362"	"19"	"8"	"7"	"10"	"714"	""	"714"	""
"113"	"84"	"139"	"147"	"12"	"23"	"8"	"247"	"16"	"6"	"22"	"0"	"620"	""	"620"	""
"114"	"TOTAL"	"2576"	"1219"	"115"	"248"	"138"	"3411"	"201"	"101"	"124"	"175"	"8308"	"0"	"8308"	"0"
"115"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"116"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"117"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"118"	"85"	"19"	"2"	"0"	"5"	"1"	"363"	"3"	"1"	"0"	"2"	"396"	""	"396"	""
"119"	"86"	"198"	"16"	"7"	"13"	"7"	"133"	"9"	"3"	"13"	"27"	"426"	""	"426"	""
"120"	"87"	"288"	"52"	"7"	"17"	"10"	"241"	"10"	"16"	"9"	"20"	"670"	""	"670"	""
"121"	"88"	"181"	"16"	"6"	"19"	"14"	"202"	"19"	"7"	"6"	"13"	"483"	""	"483"	""
"122"	"89"	"226"	"9"	"4"	"6"	"1"	"82"	"6"	"0"	"2"	"13"	"349"	""	"349"	""
"123"	"90"	"160"	"11"	"7"	"7"	"3"	"162"	"8"	"0"	"3"	"10"	"371"	""	"371"	""
"124"	"91"	"148"	"36"	"8"	"23"	"14"	"218"	"16"	"4"	"3"	"11"	"481"	""	"481"	""
"125"	"92"	"237"	"52"	"11"	"25"	"12"	"146"	"6"	"7"	"5"	"9"	"510"	""	"510"	""
"126"	"93"	"213"	"122"	"12"	"18"	"9"	"195"	"19"	"11"	"11"	"25"	"635"	""	"635"	""
"127"	"94"	"50"	"94"	"23"	"16"	"10"	"213"	"23"	"15"	"13"	"20"	"477"	""	"477"	""
"128"	"95"	"27"	"157"	"22"	"18"	"7"	"146"	"16"	"24"	"28"	"69"	"514"	""	"514"	""
"129"	"96"	"356"	"104"	"13"	"7"	"6"	"52"	"9"	"9"	"9"	"11"	"576"	""	"576"	""
"130"	"97"	"503"	"23"	"9"	"13"	"3"	"126"	"9"	"6"	"8"	"17"	"717"	""	"717"	""
"131"	"98"	"191"	"107"	"22"	"7"	"5"	"285"	"11"	"2"	"7"	"12"	"649"	""	"649"	""
"132"	"TOTAL"	"2797"	"801"	"151"	"194"	"102"	"2564"	"164"	"105"	"117"	"259"	"7254"	"0"	"7254"	"0"
"133"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"134"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"135"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"136"	"99"	"20"	"15"	"6"	"20"	"4"	"405"	"21"	"5"	"1"	"16"	"513"	""	"513"	""
"137"	"100"	"73"	"161"	"11"	"31"	"10"	"219"	"16"	"4"	"4"	"8"	"537"	""	"537"	""
"138"	"101"	"61"	"110"	"6"	"28"	"20"	"338"	"37"	"15"	"8"	"23"	"646"	""	"646"	""
"139"	"102"	"44"	"188"	"6"	"18"	"5"	"215"	"13"	"20"	"14"	"24"	"547"	""	"547"	""
"140"	"103"	"7"	"36"	"3"	"5"	"2"	"675"	"10"	"3"	"0"	"0"	"741"	""	"741"	""
"141"	"104"	"14"	"251"	"5"	"20"	"2"	"280"	"18"	"8"	"20"	"24"	"642"	""	"642"	""
"142"	"105"	"83"	"12"	"14"	"36"	"9"	"400"	"36"	"12"	"7"	"28"	"637"	""	"637"	""
"143"	"106"	"9"	"32"	"2"	"7"	"0"	"77"	"6"	"0"	"3"	"11"	"147"	""	"147"	""
"144"	"107"	"23"	"14"	"2"	"4"	"0"	"611"	"4"	"2"	"0"	"0"	"660"	""	"660"	""
"145"	"108"	"24"	"188"	"7"	"13"	"7"	"148"	"10"	"21"	"14"	"37"	"469"	""	"469"	""
"146"	"109"	"12"	"293"	"10"	"10"	"2"	"242"	"21"	"8"	"13"	"14"	"625"	""	"625"	""
"147"	"110"	"251"	"36"	"9"	"4"	"5"	"104"	"11"	"4"	"10"	"31"	"465"	""	"465"	""
"148"	"111"	"50"	"209"	"6"	"8"	"4"	"70"	"11"	"10"	"16"	"31"	"415"	""	"415"	""
"149"	"112"	"83"	"93"	"6"	"3"	"3"	"35"	"12"	"10"	"14"	"29"	"288"	""	"288"	""
"150"	"TOTAL"	"754"	"1638"	"93"	"207"	"73"	"3819"	"226"	"122"	"124"	"276"	"7332"	"0"	"7332"	"0"
"151"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"152"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"153"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"154"	"113"	"117"	"118"	"7"	"9"	"4"	"143"	"9"	"10"	"4"	"9"	"430"	""	"430"	""
"155"	"114"	"69"	"176"	"9"	"17"	"9"	"161"	"18"	"13"	"9"	"17"	"498"	""	"498"	""
"156"	"115"	"127"	"188"	"9"	"17"	"9"	"225"	"27"	"23"	"21"	"38"	"684"	""	"684"	""
"157"	"116"	"166"	"122"	"6"	"15"	"15"	"221"	"25"	"15"	"13"	"18"	"616"	""	"616"	""
"158"	"117"	"25"	"284"	"13"	"45"	"8"	"112"	"4"	"6"	"19"	"10"	"526"	""	"526"	""
"159"	"118"	"42"	"65"	"24"	"32"	"8"	"378"	"26"	"11"	"19"	"27"	"632"	""	"632"	""
"160"	"119"	"48"	"346"	"15"	"16"	"6"	"35"	"12"	"14"	"15"	"21"	"528"	""	"528"	""
"161"	"120"	"133"	"43"	"18"	"18"	"8"	"166"	"15"	"7"	"4"	"19"	"431"	""	"431"	""
"162"	"121"	"141"	"10"	"194"	"15"	"3"	"186"	"12"	"3"	"2"	"12"	"578"	""	"578"	""
"163"	"122"	"62"	"60"	"159"	"30"	"2"	"296"	"11"	"5"	"5"	"15"	"645"	""	"645"	""
"164"	"123"	"20"	"12"	"222"	"15"	"2"	"282"	"13"	"5"	"2"	"7"	"580"	""	"580"	""
"165"	"124"	"16"	"3"	"204"	"25"	"14"	"349"	"37"	"11"	"8"	"26"	"693"	""	"693"	""
"166"	"125"	"127"	"99"	"16"	"30"	"5"	"192"	"13"	"9"	"10"	"10"	"511"	""	"511"	""
"167"	"126"	"200"	"20"	"4"	"9"	"1"	"266"	"9"	"3"	"1"	"7"	"520"	""	"520"	""
"168"	"TOTAL"	"1293"	"1546"	"900"	"293"	"94"	"3012"	"231"	"135"	"132"	"236"	"7872"	"0"	"7872"	"0"
"169"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"170"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"171"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"172"	"127"	"72"	"38"	"7"	"33"	"14"	"263"	"15"	"13"	"16"	"29"	"500"	""	"500"	""
"173"	"128"	"163"	"24"	"6"	"11"	"8"	"398"	"15"	"3"	"5"	"15"	"648"	""	"648"	""
"174"	"129"	"131"	"51"	"17"	"15"	"6"	"342"	"10"	"6"	"6"	"8"	"592"	""	"592"	""
"175"	"130"	"87"	"15"	"6"	"23"	"11"	"363"	"20"	"8"	"3"	"19"	"555"	""	"555"	""
"176"	"131"	"99"	"170"	"8"	"14"	"8"	"114"	"8"	"12"	"19"	"15"	"467"	""	"467"	""
"177"	"132"	"291"	"67"	"8"	"13"	"5"	"161"	"15"	"8"	"5"	"12"	"585"	""	"585"	""
"178"	"133"	"20"	"157"	"11"	"31"	"6"	"275"	"14"	"21"	"13"	"18"	"566"	""	"566"	""
"179"	"134"	"58"	"6"	"92"	"7"	"2"	"133"	"7"	"2"	"1"	"4"	"312"	""	"312"	""
"180"	"135"	"181"	"84"	"50"	"15"	"6"	"105"	"10"	"9"	"8"	"24"	"492"	""	"492"	""
"181"	"136"	"277"	"16"	"25"	"27"	"7"	"149"	"3"	"2"	"3"	"3"	"512"	""	"512"	""
"182"	"137"	"296"	"25"	"5"	"19"	"7"	"268"	"11"	"8"	"5"	"15"	"659"	""	"659"	""
"183"	"138"	"353"	"62"	"3"	"10"	"2"	"83"	"9"	"8"	"8"	"16"	"554"	""	"554"	""
"184"	"139"	"67"	"9"	"32"	"41"	"4"	"347"	"15"	"3"	"7"	"11"	"536"	""	"536"	""
"185"	"140"	"119"	"4"	"7"	"15"	"2"	"455"	"8"	"4"	"4"	"9"	"627"	""	"627"	""
"186"	"TOTAL"	"2214"	"728"	"277"	"274"	"88"	"3456"	"160"	"107"	"103"	"198"	"7605"	"0"	"7605"	"0"
"187"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"188"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"189"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"190"	"141"	"24"	"42"	"34"	"38"	"20"	"396"	"29"	"10"	"4"	"16"	"613"	""	"613"	""
"191"	"142"	"106"	"6"	"54"	"31"	"12"	"260"	"21"	"9"	"6"	"23"	"528"	""	"528"	""
"192"	"143"	"181"	"117"	"5"	"14"	"2"	"224"	"4"	"5"	"4"	"4"	"560"	""	"560"	""
"193"	"144"	"130"	"20"	"24"	"29"	"15"	"230"	"19"	"8"	"7"	"30"	"512"	""	"512"	""
"194"	"145"	"340"	"15"	"8"	"6"	"4"	"25"	"3"	"5"	"5"	"11"	"422"	""	"422"	""
"195"	"146"	"138"	"31"	"14"	"51"	"6"	"390"	"25"	"11"	"5"	"9"	"680"	""	"680"	""
"196"	"147"	"172"	"18"	"9"	"27"	"15"	"502"	"37"	"10"	"13"	"12"	"815"	""	"815"	""
"197"	"148"	"51"	"12"	"9"	"25"	"4"	"348"	"20"	"4"	"5"	"8"	"486"	""	"486"	""
"198"	"149"	"218"	"57"	"2"	"7"	"2"	"102"	"4"	"1"	"4"	"9"	"406"	""	"406"	""
"199"	"150"	"120"	"26"	"4"	"30"	"7"	"359"	"19"	"5"	"6"	"5"	"581"	""	"581"	""
"200"	"151"	"290"	"19"	"29"	"20"	"2"	"161"	"12"	"1"	"5"	"20"	"559"	""	"559"	""
"201"	"152"	"59"	"6"	"3"	"42"	"3"	"561"	"13"	"5"	"2"	""	"694"	""	"694"	""
"202"	"153"	"333"	"21"	"10"	"11"	"8"	"48"	"7"	"4"	"5"	"14"	"461"	""	"461"	""
"203"	"154"	"191"	"5"	"2"	"18"	"4"	"151"	"16"	"3"	"2"	"23"	"415"	""	"415"	""
"204"	"TOTAL"	"2353"	"395"	"207"	"349"	"104"	"3757"	"229"	"81"	"73"	"184"	"7732"	"0"	"7732"	"0"
