"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"36"	"28"	"38"	"93"	"2"	"5"	"27"	"122"	"13"	"10"	"6"	"36"	"3"	"13"	"12"	"380"
"37"	"29"	"52"	"288"	"8"	"4"	"52"	"15"	"5"	"2"	"3"	"14"	"3"	"4"	"16"	"466"
"38"	"30"	"54"	"193"	"2"	"2"	"71"	"47"	"3"	"2"	"2"	"23"	"1"	"9"	"20"	"429"
"39"	"31"	"212"	"215"	"6"	"4"	"33"	"70"	"9"	"1"	"0"	"15"	"4"	"4"	"27"	"600"
"40"	"32"	"30"	"83"	"2"	"8"	"19"	"386"	"17"	"19"	"2"	"12"	"20"	"20"	"18"	"636"
"41"	"33"	"143"	"136"	"1"	"3"	"17"	"56"	"6"	"0"	"3"	"123"	"3"	"7"	"44"	"542"
"42"	"34"	"14"	"176"	"3"	"0"	"17"	"19"	"0"	"1"	"1"	"14"	"1"	"3"	"32"	"281"
"43"	"35"	"100"	"206"	"4"	"1"	"37"	"108"	"5"	"1"	"3"	"67"	"3"	"10"	"18"	"563"
"44"	"36"	"89"	"185"	"4"	"3"	"24"	"42"	"2"	"4"	"1"	"6"	"1"	"8"	"31"	"400"
"45"	"37"	"16"	"598"	"5"	"1"	"9"	"61"	"3"	"7"	"1"	"5"	"3"	"26"	"56"	"791"
"46"	"38"	"29"	"494"	"3"	"6"	"5"	"169"	"6"	"4"	"2"	"6"	"2"	"11"	"21"	"758"
"47"	"39"	"235"	"176"	"1"	"7"	"52"	"87"	"5"	"6"	"6"	"27"	"9"	"14"	"72"	"697"
"48"	"40"	"29"	"475"	"8"	"2"	"29"	"31"	"0"	"1"	"0"	"12"	"1"	"2"	"12"	"602"
"49"	"41"	"14"	"561"	"5"	"0"	"8"	"16"	"1"	"4"	"2"	"10"	"5"	"5"	"16"	"647"
"50"	"42"	"16"	"349"	"3"	"2"	"41"	"14"	"2"	"0"	"1"	"62"	"0"	"0"	"11"	"501"
"51"	"43"	"21"	"127"	"5"	"4"	"46"	"107"	"9"	"7"	"11"	"66"	"5"	"16"	"44"	"468"
"52"	"44"	"21"	"320"	"4"	"7"	"60"	"84"	"8"	"89"	"6"	"32"	"9"	"6"	"15"	"661"
"53"	"45"	"52"	"250"	"5"	"4"	"32"	"207"	"10"	"29"	"8"	"14"	"10"	"20"	"27"	"668"
"54"	"46"	"20"	"297"	"7"	"4"	"18"	"37"	"3"	"3"	"1"	"7"	"4"	"8"	"40"	"449"
"55"	"47"	"11"	"259"	"4"	"2"	"2"	"8"	"6"	"8"	"0"	"18"	"6"	"13"	"47"	"384"
"56"	"48"	"18"	"106"	"6"	"2"	"29"	"9"	"0"	"2"	"2"	"42"	"1"	"1"	"242"	"460"
"57"	"49"	"27"	"124"	"5"	"5"	"52"	"365"	"22"	"10"	"2"	"11"	"10"	"21"	"71"	"725"
"58"	"50"	"78"	"282"	"2"	"6"	"257"	"21"	"7"	"5"	"9"	"22"	"7"	"9"	"90"	"795"
"59"	"51"	"24"	"300"	"8"	"5"	"333"	"19"	"8"	"7"	"12"	"35"	"5"	"14"	"36"	"806"
"60"	"52"	"18"	"403"	"8"	"4"	"46"	"114"	"8"	"3"	"3"	"21"	"2"	"18"	"33"	"681"
"61"	"53"	"13"	"122"	"3"	"2"	"98"	"73"	"5"	"2"	"3"	"6"	"5"	"7"	"22"	"361"
"62"	"54"	"29"	"213"	"3"	"1"	"19"	"16"	"0"	"0"	"2"	"2"	"0"	"2"	"9"	"296"
"63"	"55"	"77"	"362"	"6"	"4"	"90"	"35"	"8"	"2"	"6"	"10"	"8"	"20"	"62"	"690"
"64"	"56"	"11"	"248"	"2"	"5"	"43"	"28"	"6"	"9"	"3"	"29"	"5"	"7"	"27"	"423"
"65"	"56A"	"101"	"271"	"2"	"1"	"12"	"34"	"5"	"4"	"1"	"29"	"3"	"7"	"10"	"480"
"66"	"57"	"22"	"161"	"3"	"8"	"255"	"44"	"6"	"8"	"13"	"26"	"12"	"16"	"36"	"610"
"67"	"58"	"19"	"192"	"3"	"2"	"75"	"256"	"10"	"4"	"0"	"17"	"3"	"7"	"58"	"646"
"68"	"59"	"6"	"105"	"1"	"8"	"58"	"356"	"20"	"21"	"6"	"33"	"18"	"12"	"47"	"691"
"69"	"60"	"45"	"113"	"2"	"2"	"47"	"140"	"5"	"1"	"0"	"31"	"4"	"8"	"7"	"405"
"70"	"61"	"15"	"246"	"5"	"4"	"83"	"61"	"4"	"10"	"6"	"13"	"8"	"17"	"29"	"501"
"71"	"62"	"16"	"236"	"4"	"6"	"250"	"35"	"6"	"8"	"4"	"12"	"2"	"6"	"19"	"604"
"72"	"63"	"10"	"289"	"3"	"0"	"21"	"39"	"1"	"1"	"2"	"4"	"2"	"14"	"72"	"458"
"73"	"64"	"6"	"81"	"1"	"2"	"369"	"22"	"3"	"3"	"8"	"9"	"2"	"3"	"11"	"520"
"74"	"65"	"34"	"209"	"7"	"2"	"401"	"60"	"5"	"7"	"9"	"7"	"9"	"9"	"8"	"767"
"75"	"66"	"34"	"285"	"5"	"2"	"149"	"16"	"5"	"3"	"3"	"6"	"5"	"9"	"154"	"676"
"76"	"67"	"22"	"61"	"3"	"10"	"529"	"58"	"1"	"8"	"7"	"4"	"10"	"14"	"25"	"752"
"77"	"68"	"35"	"133"	"3"	"7"	"439"	"21"	"8"	"3"	"2"	"3"	"7"	"6"	"18"	"685"
"78"	"69"	"253"	"36"	"1"	"1"	"295"	"10"	"2"	"5"	"4"	"5"	"5"	"1"	"8"	"626"
"79"	"70"	"40"	"237"	"5"	"2"	"121"	"79"	"5"	"4"	"8"	"19"	"9"	"25"	"79"	"633"
"80"	"71"	"47"	"204"	"5"	"14"	"12"	"37"	"2"	"3"	"1"	"6"	"7"	"11"	"403"	"752"
"81"	"72"	"90"	"123"	"2"	"2"	"94"	"269"	"12"	"4"	"5"	"7"	"11"	"14"	"22"	"655"
"82"	"73"	"11"	"359"	"4"	"3"	"2"	"31"	"3"	"2"	"1"	"2"	"3"	"9"	"18"	"448"
"83"	"74"	"59"	"262"	"3"	"5"	"42"	"105"	"10"	"6"	"6"	"12"	"8"	"17"	"31"	"566"
"84"	"75"	"27"	"492"	"12"	"1"	"26"	"88"	"14"	"6"	"9"	"7"	"8"	"11"	"50"	"751"
"85"	"76"	"31"	"323"	"7"	"2"	"5"	"40"	"7"	"4"	"0"	"15"	"5"	"10"	"26"	"475"
"86"	"77"	"19"	"319"	"5"	"6"	"19"	"152"	"7"	"1"	"0"	"21"	"3"	"16"	"4"	"572"
"87"	"78"	"30"	"387"	"6"	"3"	"12"	"76"	"23"	"8"	"1"	"31"	"7"	"9"	"13"	"606"
"88"	"79"	"3"	"31"	"0"	"2"	"4"	"316"	"7"	"10"	"5"	"4"	"8"	"10"	"13"	"413"
"89"	"80"	"53"	"371"	"3"	"2"	"20"	"52"	"5"	"3"	"3"	"49"	"8"	"19"	"29"	"617"
"90"	"81"	"138"	"264"	"4"	"4"	"22"	"50"	"2"	"8"	"6"	"56"	"7"	"20"	"94"	"675"
"91"	"82"	"127"	"171"	"8"	"6"	"49"	"163"	"12"	"13"	"11"	"101"	"20"	"22"	"117"	"820"
"92"	"83"	"31"	"177"	"8"	"3"	"15"	"86"	"6"	"11"	"7"	"27"	"3"	"21"	"13"	"408"
"93"	"83A"	"46"	"197"	"1"	"3"	"3"	"84"	"7"	"1"	"2"	"29"	"3"	"9"	"14"	"399"
"94"	"84"	"15"	"138"	"1"	"1"	"15"	"71"	"2"	"3"	"5"	"154"	"8"	"7"	"7"	"427"
"95"	"85"	"32"	"204"	"14"	"3"	"31"	"176"	"9"	"5"	"2"	"9"	"4"	"12"	"13"	"514"
"96"	"86"	"20"	"226"	"4"	"3"	"12"	"159"	"1"	"3"	"2"	"4"	"7"	"9"	"20"	"470"
"97"	"87"	"136"	"116"	"1"	"15"	"76"	"68"	"2"	"3"	"2"	"9"	"0"	"4"	"70"	"502"
"98"	"88"	"29"	"70"	"2"	"4"	"111"	"147"	"10"	"7"	"11"	"99"	"5"	"14"	"10"	"519"
"99"	"89"	"42"	"48"	"1"	"2"	"45"	"138"	"5"	"5"	"6"	"107"	"2"	"11"	"50"	"462"
"100"	"90"	"19"	"128"	"2"	"2"	"195"	"182"	"6"	"8"	"6"	"19"	"4"	"7"	"42"	"620"
"101"	"91"	"95"	"289"	"7"	"2"	"85"	"125"	"15"	"5"	"8"	"35"	"8"	"16"	"48"	"738"
"102"	"92"	"128"	"108"	"0"	"1"	"9"	"72"	"3"	"0"	"1"	"5"	"1"	"4"	"15"	"347"
"103"	"93"	"81"	"215"	"2"	"3"	"49"	"158"	"9"	"5"	"1"	"20"	"8"	"22"	"27"	"600"
"104"	"94"	"68"	"276"	"10"	"9"	"98"	"73"	"12"	"7"	"6"	"20"	"6"	"24"	"39"	"648"
"105"	"95"	"8"	"51"	"0"	"1"	"138"	"106"	"7"	"5"	"8"	"9"	"4"	"9"	"132"	"478"
"106"	"96"	"168"	"26"	"1"	"19"	"13"	"162"	"10"	"4"	"4"	"13"	"5"	"20"	"134"	"579"
"107"	"97"	"11"	"25"	"1"	"3"	"7"	"320"	"10"	"7"	"4"	"10"	"5"	"30"	"104"	"537"
"108"	"98"	"81"	"108"	"1"	"4"	"41"	"11"	"6"	"2"	"6"	"18"	"1"	"5"	"65"	"349"
"109"	"99"	"13"	"148"	"4"	"4"	"59"	"36"	"3"	"6"	"1"	"53"	"3"	"8"	"51"	"389"
"110"	"100"	"132"	"51"	"1"	"5"	"76"	"37"	"0"	"3"	"2"	"7"	"3"	"5"	"38"	"360"
"111"	"101"	"75"	"227"	"4"	"5"	"41"	"187"	"8"	"12"	"6"	"107"	"11"	"23"	"35"	"741"
"112"	"102"	"70"	"347"	"0"	"3"	"27"	"219"	"10"	"5"	"7"	"62"	"6"	"14"	"31"	"801"
"113"	"103"	"22"	"168"	"4"	"5"	"37"	"175"	"7"	"5"	"3"	"39"	"4"	"19"	"22"	"510"
"114"	"104"	"12"	"161"	"1"	"9"	"14"	"101"	"4"	"5"	"1"	"33"	"3"	"18"	"18"	"380"
"115"	"105"	"39"	"267"	"5"	"6"	"47"	"178"	"9"	"9"	"1"	"90"	"7"	"17"	"77"	"752"
"116"	"106"	"58"	"387"	"10"	"3"	"14"	"132"	"8"	"5"	"2"	"59"	"5"	"15"	"55"	"753"
"117"	"107"	"29"	"422"	"5"	"1"	"68"	"50"	"2"	"2"	"2"	"24"	"3"	"3"	"55"	"666"
"118"	"108"	"19"	"257"	"2"	"0"	"25"	"83"	"7"	"5"	"2"	"56"	"8"	"10"	"20"	"494"
"119"	"109"	"26"	"381"	"4"	"5"	"50"	"135"	"3"	"3"	"10"	"24"	"4"	"15"	"67"	"727"
"120"	"110"	"20"	"186"	"4"	"6"	"17"	"281"	"6"	"17"	"7"	"28"	"15"	"27"	"99"	"713"
"121"	"111"	"20"	"131"	"13"	"7"	"17"	"290"	"19"	"8"	"6"	"24"	"9"	"23"	"59"	"626"
"122"	"112"	"179"	"220"	"4"	"6"	"32"	"111"	"5"	"8"	"4"	"40"	"3"	"15"	"55"	"682"
"123"	"113"	"26"	"108"	"3"	"1"	"8"	"154"	"5"	"9"	"2"	"8"	"6"	"34"	"151"	"515"
"124"	"114"	"14"	"50"	"2"	"3"	"98"	"230"	"14"	"11"	"19"	"117"	"25"	"41"	"75"	"699"
"125"	"115"	"16"	"233"	"3"	"2"	"52"	"59"	"3"	"1"	"1"	"3"	"0"	"4"	"52"	"429"
"126"	"116"	"7"	"136"	"1"	"0"	"13"	"75"	"8"	"1"	"1"	"5"	"1"	"9"	"204"	"461"
"127"	"117"	"25"	"7"	"0"	"4"	"142"	"76"	"3"	"3"	"3"	"5"	"1"	"9"	"63"	"341"
"128"	"118"	"23"	"155"	"2"	"1"	"93"	"9"	"2"	"5"	"1"	"3"	"2"	"4"	"20"	"320"
"129"	"119"	"142"	"134"	"3"	"2"	"42"	"29"	"4"	"2"	"0"	"7"	"2"	"4"	"24"	"395"
"130"	"120"	"179"	"306"	"9"	"1"	"22"	"31"	"3"	"0"	"1"	"0"	"5"	"9"	"22"	"588"
"131"	"121"	"38"	"556"	"4"	"0"	"2"	"28"	"6"	"4"	"1"	"7"	"1"	"10"	"26"	"683"
"132"	"122"	"9"	"386"	"4"	"4"	"13"	"17"	"4"	"2"	"7"	"1"	"4"	"7"	"28"	"486"
"133"	"123"	"8"	"155"	"1"	"2"	"10"	"101"	"5"	"8"	"6"	"3"	"3"	"15"	"120"	"437"
"134"	"124"	"6"	"6"	"0"	"6"	"116"	"68"	"1"	"2"	"3"	"7"	"8"	"13"	"109"	"345"
"135"	"125"	"14"	"527"	"5"	"3"	"5"	"15"	"3"	"1"	"1"	"2"	"0"	"6"	"41"	"623"
"136"	"126"	"34"	"280"	"9"	"2"	"20"	"79"	"10"	"5"	"3"	"4"	"6"	"8"	"36"	"496"
"137"	"127"	"34"	"14"	"0"	"0"	"19"	"482"	"17"	"5"	"5"	"13"	"8"	"18"	"27"	"642"
"138"	"128"	"24"	"20"	"5"	"2"	"8"	"167"	"18"	"7"	"7"	"82"	"9"	"29"	"50"	"428"
"139"	"129"	"46"	"31"	"5"	"4"	"11"	"59"	"2"	"1"	"3"	"193"	"4"	"10"	"4"	"373"
"140"	"130"	"4"	"11"	"2"	"3"	"8"	"463"	"10"	"13"	"8"	"33"	"11"	"13"	"96"	"675"
"141"	"131"	"32"	"16"	"5"	"5"	"52"	"317"	"12"	"9"	"7"	"12"	"6"	"23"	"56"	"552"
"142"	"132"	"25"	"29"	"1"	"3"	"114"	"291"	"10"	"11"	"5"	"8"	"8"	"33"	"116"	"654"
"143"	"133"	"14"	"13"	"1"	"5"	"115"	"268"	"7"	"4"	"7"	"7"	"12"	"38"	"23"	"514"
"144"	"134"	"24"	"13"	"0"	"2"	"24"	"340"	"18"	"10"	"11"	"8"	"6"	"35"	"35"	"526"
"145"	"135"	"69"	"125"	"0"	"4"	"10"	"25"	"4"	"0"	"3"	"2"	"2"	"9"	"249"	"502"
"146"	"136"	"178"	"60"	"0"	"0"	"11"	"6"	"2"	"1"	"0"	"0"	"3"	"3"	"172"	"436"
"147"	"137"	"11"	"125"	"0"	"2"	"28"	"222"	"8"	"9"	"9"	"25"	"14"	"41"	"83"	"577"
"148"	"138"	"10"	"61"	"1"	"1"	"9"	"61"	"9"	"8"	"8"	"18"	"4"	"6"	"46"	"242"
"149"	"139"	"39"	"197"	"6"	"6"	"27"	"171"	"14"	"15"	"14"	"16"	"4"	"33"	"86"	"628"
"150"	"140"	"101"	"214"	"5"	"1"	"21"	"36"	"4"	"3"	"5"	"13"	"2"	"5"	"38"	"448"
"151"	"141"	"96"	"74"	"2"	"5"	"27"	"98"	"8"	"7"	"3"	"22"	"6"	"8"	"14"	"370"
"152"	"142"	"233"	"233"	"2"	"2"	"4"	"5"	"0"	"0"	"0"	"2"	"4"	"24"	"46"	"555"
"153"	"143"	"211"	"246"	"5"	"3"	"138"	"53"	"7"	"9"	"5"	"7"	"8"	"14"	"25"	"731"
"154"	"144"	"69"	"398"	"1"	"2"	"17"	"36"	"8"	"2"	"1"	"3"	"1"	"5"	"19"	"562"
"155"	"145"	"168"	"77"	"1"	"3"	"8"	"0"	"0"	"2"	"3"	"2"	"0"	"1"	"9"	"274"
"156"	"146"	"6"	"53"	"1"	"0"	"6"	"390"	"13"	"5"	"4"	"27"	"3"	"13"	"15"	"536"
"157"	"147"	"33"	"131"	"2"	"10"	"7"	"202"	"16"	"6"	"8"	"20"	"7"	"31"	"127"	"600"
"158"	"148"	"45"	"309"	"6"	"1"	"51"	"35"	"4"	"4"	"9"	"18"	"3"	"13"	"49"	"547"
"159"	"149"	"69"	"19"	"3"	"4"	"76"	"155"	"12"	"8"	"8"	"5"	"10"	"17"	"27"	"413"
"160"	"150"	"37"	"351"	"7"	"1"	"19"	"94"	"5"	"4"	"1"	"20"	"7"	"3"	"22"	"571"
"161"	"151"	"45"	"113"	"6"	"13"	"94"	"148"	"10"	"12"	"8"	"11"	"13"	"11"	"42"	"526"
"162"	"152"	"294"	"56"	"2"	"2"	"14"	"4"	"2"	"2"	"1"	"22"	"2"	"12"	"12"	"425"
"163"	"153"	"28"	"111"	"4"	"3"	"15"	"337"	"18"	"10"	"14"	"43"	"11"	"40"	"107"	"741"
"164"	"154"	"58"	"78"	"8"	"10"	"19"	"351"	"24"	"18"	"17"	"73"	"10"	"47"	"78"	"791"
"165"	"155"	"109"	"45"	"2"	"4"	"23"	"12"	"3"	"1"	"1"	"3"	"0"	"3"	"2"	"208"
"166"	"156"	"10"	"87"	"2"	"1"	"22"	"255"	"13"	"14"	"10"	"42"	"20"	"27"	"128"	"631"
"167"	"157"	"21"	"33"	"4"	"10"	"24"	"473"	"14"	"11"	"10"	"44"	"11"	"27"	"49"	"731"
"168"	"158"	"46"	"98"	"3"	"6"	"98"	"67"	"11"	"8"	"8"	"69"	"10"	"30"	"69"	"523"
"169"	"159"	"41"	"189"	"1"	"3"	"12"	"60"	"6"	"0"	"5"	"3"	"6"	"24"	"21"	"371"
"170"	"160"	"6"	"205"	"5"	"3"	"45"	"53"	"5"	"8"	"2"	"1"	"2"	"11"	"60"	"406"
"171"	"161"	"19"	"76"	"4"	"1"	"29"	"500"	"18"	"20"	"13"	"35"	"25"	"48"	"33"	"821"
"172"	"162"	"49"	"63"	"4"	"8"	"23"	"412"	"19"	"12"	"13"	"43"	"17"	"48"	"73"	"784"
"173"	"163"	"15"	"32"	"2"	"5"	"5"	"416"	"12"	"7"	"2"	"16"	"3"	"14"	"12"	"541"
"174"	"163A"	"12"	"5"	"0"	"3"	"4"	"437"	"9"	"6"	"6"	"9"	"8"	"8"	"9"	"516"
"175"	"164"	"144"	"259"	"3"	"3"	"15"	"53"	"5"	"2"	"3"	"3"	"7"	"10"	"7"	"514"
"176"	"165"	"83"	"320"	"2"	"8"	"87"	"69"	"4"	"4"	"9"	"10"	"8"	"30"	"28"	"662"
"177"	"166"	"20"	"161"	"3"	"4"	"172"	"109"	"6"	"9"	"5"	"13"	"9"	"14"	"26"	"551"
"178"	"167"	"242"	"201"	"3"	"1"	"2"	"37"	"4"	"2"	"2"	"1"	"1"	"1"	"14"	"511"
"179"	"168"	"24"	"381"	"3"	"3"	"61"	"13"	"0"	"2"	"3"	"6"	"1"	"5"	"6"	"508"
"180"	"169"	"157"	"234"	"4"	"2"	"23"	"32"	"3"	"4"	"4"	"6"	"3"	"3"	"20"	"495"
"181"	"170"	"52"	"275"	"5"	"2"	"59"	"36"	"1"	"0"	"3"	"10"	"11"	"8"	"27"	"489"
"182"	"171"	"25"	"797"	"5"	"0"	"4"	"58"	"2"	"3"	"2"	"3"	"9"	"24"	"22"	"954"
"183"	"172"	"16"	"308"	"0"	"1"	"0"	"55"	"0"	"1"	"1"	"2"	"1"	"3"	"3"	"391"
"184"	"173"	"18"	"550"	"8"	"0"	"1"	"35"	"6"	"2"	"1"	"3"	"1"	"10"	"20"	"655"
"185"	"174"	"420"	"216"	"3"	"4"	"15"	"44"	"7"	"1"	"1"	"3"	"1"	"2"	"5"	"722"
"186"	"175"	"52"	"409"	"10"	"7"	"15"	"141"	"6"	"4"	"5"	"11"	"4"	"14"	"35"	"713"
"187"	"176"	"35"	"640"	"4"	"6"	"8"	"83"	"4"	"2"	"2"	"3"	"5"	"19"	"43"	"854"
"188"	"177"	"34"	"188"	"12"	"51"	"34"	"330"	"23"	"14"	"18"	"47"	"4"	"26"	"23"	"804"
"189"	"178"	"94"	"80"	"2"	"12"	"21"	"264"	"13"	"9"	"4"	"80"	"12"	"36"	"39"	"666"
"190"	"179"	"11"	"228"	"6"	"3"	"24"	"343"	"10"	"10"	"7"	"109"	"2"	"8"	"20"	"781"
"191"	"180"	"30"	"223"	"11"	"24"	"63"	"182"	"12"	"13"	"10"	"59"	"9"	"45"	"43"	"724"
"192"	"181"	"84"	"99"	"1"	"30"	"20"	"80"	"7"	"4"	"4"	"37"	"3"	"7"	"21"	"397"
"193"	"181A"	"230"	"99"	"8"	"48"	"16"	"92"	"6"	"4"	"6"	"21"	"2"	"15"	"31"	"578"
"194"	"182"	"18"	"225"	"3"	"7"	"33"	"84"	"8"	"11"	"6"	"34"	"7"	"16"	"39"	"491"
"195"	"183"	"7"	"5"	"1"	"4"	"16"	"372"	"11"	"5"	"9"	"14"	"7"	"9"	"11"	"471"
"196"	"184"	"79"	"95"	"1"	"3"	"16"	"125"	"12"	"6"	"7"	"67"	"5"	"8"	"16"	"440"
"197"	"185"	"31"	"310"	"4"	"24"	"54"	"292"	"13"	"8"	"17"	"97"	"13"	"24"	"35"	"922"
"198"	"186"	"27"	"221"	"4"	"1"	"19"	"20"	"4"	"2"	"4"	"55"	"3"	"4"	"12"	"376"
"199"	"187"	"44"	"209"	"12"	"4"	"45"	"113"	"13"	"5"	"13"	"102"	"9"	"13"	"20"	"602"
"200"	"188"	"19"	"86"	"3"	"8"	"13"	"188"	"4"	"8"	"5"	"41"	"3"	"8"	"16"	"402"
"201"	"189"	"34"	"235"	"8"	"5"	"17"	"133"	"9"	"18"	"10"	"122"	"15"	"32"	"59"	"697"
"202"	"190"	"64"	"137"	"7"	"11"	"33"	"62"	"9"	"7"	"5"	"69"	"10"	"7"	"23"	"444"
"203"	"191"	"76"	"129"	"1"	"21"	"79"	"25"	"2"	"9"	"7"	"139"	"6"	"12"	"21"	"527"
"204"	"192"	"9"	"75"	"1"	"5"	"11"	"5"	"1"	"2"	"5"	"128"	"4"	"2"	"14"	"262"
"205"	"193"	"106"	"164"	"2"	"1"	"35"	"24"	"10"	"5"	"7"	"57"	"8"	"11"	"28"	"458"
"206"	"194"	"25"	"162"	"1"	"2"	"38"	"56"	"1"	"1"	"3"	"54"	"3"	"10"	"11"	"367"
"207"	"195"	"28"	"270"	"3"	"9"	"43"	"94"	"5"	"4"	"4"	"30"	"3"	"17"	"14"	"524"
"208"	"196"	"90"	"319"	"7"	"4"	"5"	"37"	"11"	"6"	"7"	"24"	"10"	"18"	"52"	"590"
"209"	"197"	"27"	"420"	"6"	"3"	"45"	"52"	"10"	"2"	"2"	"14"	"8"	"9"	"35"	"633"
"210"	"198"	"12"	"186"	"4"	"4"	"143"	"140"	"6"	"7"	"4"	"16"	"12"	"17"	"33"	"584"
"211"	"199"	"41"	"278"	"2"	"10"	"122"	"46"	"5"	"1"	"7"	"21"	"4"	"4"	"20"	"561"
"212"	"200"	"510"	"321"	"10"	"3"	"25"	"14"	"6"	"2"	"2"	"16"	"2"	"6"	"24"	"941"
"213"	"201"	"16"	"193"	"5"	"2"	"33"	"272"	"22"	"10"	"5"	"28"	"9"	"41"	"26"	"662"
