"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"42"	"Candidates  Name"	"ANANT KUMAR BHARTI"	"AMLA DEVI"	"GITA DEVI"	"SURENDRA NARAYAN SARDAR"	"KAMESHWAR PASWAN"	"KUMARI SHOBHA"	"GHANSHYAM RAM"	"MAHENDRA RISHIDEO"	"SHIV CHANDRA RAM"	"ANMOL RISHIDEO"	"UJINE"	"RENU KUMARI"	"SUDHA KUMARI"	"Total Valid Votes"
"43"	"31"	"94"	"530"	"12"	"27"	"8"	"6"	"6"	"5"	"6"	"4"	"5"	"9"	"15"	"727"
"44"	"32"	"94"	"483"	"18"	"238"	"6"	"9"	"7"	"16"	"10"	"6"	"4"	"13"	"19"	"923"
"45"	"33"	"323"	"67"	"3"	"112"	"6"	"1"	"0"	"1"	"3"	"4"	"2"	"1"	"9"	"532"
"46"	"34"	"253"	"179"	"5"	"103"	"5"	"10"	"4"	"5"	"15"	"14"	"2"	"8"	"14"	"617"
"47"	"35"	"27"	"413"	"12"	"15"	"1"	"1"	"1"	"4"	"7"	"3"	"2"	"14"	"13"	"513"
"48"	"36"	"49"	"104"	"10"	"220"	"5"	"5"	"10"	"4"	"5"	"7"	"3"	"3"	"7"	"432"
"49"	"37"	"172"	"388"	"11"	"39"	"3"	"0"	"1"	"3"	"5"	"1"	"0"	"1"	"6"	"630"
"50"	"38"	"39"	"417"	"9"	"39"	"5"	"1"	"5"	"9"	"8"	"4"	"3"	"9"	"18"	"566"
"51"	"39"	"145"	"82"	"12"	"212"	"5"	"8"	"6"	"3"	"9"	"6"	"5"	"6"	"12"	"511"
"52"	"40"	"120"	"263"	"4"	"132"	"4"	"1"	"3"	"5"	"13"	"10"	"7"	"9"	"19"	"590"
"53"	"41"	"25"	"309"	"7"	"141"	"0"	"0"	"4"	"4"	"3"	"3"	"2"	"6"	"6"	"510"
"54"	"42"	"38"	"252"	"19"	"164"	"4"	"6"	"3"	"4"	"11"	"4"	"4"	"2"	"8"	"519"
"55"	"43"	"43"	"350"	"1"	"5"	"2"	"4"	"2"	"7"	"7"	"8"	"3"	"5"	"17"	"454"
"56"	"44"	"265"	"227"	"5"	"12"	"2"	"6"	"9"	"8"	"11"	"19"	"4"	"9"	"31"	"608"
"57"	"45"	"106"	"469"	"9"	"12"	"3"	"7"	"6"	"4"	"5"	"7"	"4"	"20"	"16"	"668"
"58"	"46"	"261"	"452"	"10"	"18"	"4"	"7"	"3"	"7"	"15"	"19"	"8"	"7"	"30"	"841"
"59"	"47"	"218"	"223"	"8"	"7"	"1"	"3"	"2"	"3"	"8"	"2"	"0"	"4"	"17"	"496"
"60"	"48"	"432"	"121"	"4"	"14"	"1"	"8"	"1"	"1"	"3"	"24"	"5"	"5"	"9"	"628"
"61"	"49"	"380"	"242"	"2"	"14"	"4"	"0"	"5"	"6"	"6"	"18"	"2"	"4"	"20"	"703"
"62"	"50"	"321"	"217"	"7"	"2"	"1"	"5"	"1"	"1"	"3"	"13"	"5"	"5"	"14"	"595"
"63"	"51"	"179"	"113"	"4"	"51"	"1"	"2"	"3"	"1"	"1"	"4"	"0"	"0"	"3"	"362"
"64"	"52"	"388"	"353"	"5"	"3"	"1"	"5"	"0"	"5"	"10"	"9"	"5"	"6"	"17"	"807"
"65"	"53"	"159"	"452"	"11"	"14"	"3"	"4"	"5"	"7"	"6"	"11"	"8"	"23"	"20"	"723"
"66"	"54"	"170"	"336"	"12"	"11"	"5"	"4"	"6"	"2"	"6"	"7"	"1"	"1"	"4"	"565"
"67"	"55"	"34"	"211"	"1"	"2"	"0"	"2"	"4"	"4"	"24"	"4"	"2"	"6"	"3"	"297"
"68"	"56"	"285"	"366"	"17"	"26"	"3"	"18"	"7"	"5"	"68"	"18"	"2"	"10"	"17"	"842"
"69"	"57"	"232"	"374"	"10"	"8"	"4"	"7"	"3"	"5"	"44"	"8"	"5"	"1"	"13"	"714"
"70"	"58"	"28"	"461"	"4"	"43"	"1"	"3"	"4"	"5"	"7"	"3"	"1"	"12"	"17"	"589"
"71"	"59"	"72"	"408"	"7"	"30"	"2"	"3"	"5"	"8"	"12"	"13"	"8"	"14"	"9"	"591"
"72"	"60"	"45"	"195"	"2"	"24"	"2"	"4"	"3"	"1"	"8"	"5"	"1"	"8"	"7"	"305"
"73"	"61"	"257"	"173"	"7"	"12"	"3"	"5"	"1"	"6"	"7"	"14"	"2"	"9"	"18"	"514"
"74"	"61A"	"63"	"425"	"6"	"24"	"2"	"0"	"3"	"5"	"9"	"4"	"3"	"4"	"8"	"556"
"75"	"62"	"23"	"343"	"16"	"70"	"6"	"2"	"5"	"7"	"3"	"3"	"2"	"6"	"14"	"500"
"76"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"77"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"78"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY  FROM THE 044---Triveniganj(sc) CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"79"	"Assembly Constituency :044---Triveniganj(sc)"	""	""	""	""	""	""	""	"No of Voters :208887"	""	""	""	""	""	""
"80"	"Candidates  Name"	"ANANT KUMAR BHARTI"	"AMLA DEVI"	"GITA DEVI"	"SURENDRA NARAYAN SARDAR"	"KAMESHWAR PASWAN"	"KUMARI SHOBHA"	"GHANSHYAM RAM"	"MAHENDRA RISHIDEO"	"SHIV CHANDRA RAM"	"ANMOL RISHIDEO"	"UJINE"	"RENU KUMARI"	"SUDHA KUMARI"	"Total Valid Votes"
"81"	"63"	"13"	"276"	"2"	"6"	"0"	"0"	"4"	"1"	"8"	"0"	"0"	"2"	"10"	"322"
"82"	"64"	"371"	"159"	"8"	"36"	"6"	"5"	"2"	"3"	"6"	"23"	"4"	"4"	"22"	"649"
"83"	"65"	"357"	"350"	"4"	"3"	"2"	"6"	"5"	"9"	"13"	"32"	"5"	"10"	"38"	"834"
"84"	"66"	"166"	"88"	"0"	"4"	"0"	"1"	"2"	"2"	"0"	"7"	"4"	"3"	"6"	"283"
"85"	"67"	"422"	"330"	"3"	"5"	"2"	"5"	"2"	"1"	"6"	"8"	"4"	"5"	"9"	"802"
"86"	"68"	"133"	"391"	"4"	"36"	"1"	"6"	"6"	"4"	"6"	"21"	"9"	"4"	"6"	"627"
"87"	"69"	"86"	"178"	"4"	"65"	"2"	"4"	"5"	"2"	"5"	"6"	"5"	"1"	"2"	"365"
"88"	"70"	"363"	"200"	"7"	"29"	"1"	"6"	"0"	"3"	"6"	"14"	"8"	"7"	"23"	"667"
"89"	"71"	"348"	"216"	"5"	"49"	"1"	"7"	"5"	"5"	"9"	"12"	"3"	"6"	"20"	"686"
"90"	"72"	"360"	"289"	"8"	"14"	"3"	"7"	"5"	"3"	"2"	"10"	"2"	"2"	"11"	"716"
"91"	"73"	"120"	"472"	"6"	"51"	"2"	"0"	"5"	"5"	"1"	"5"	"2"	"1"	"2"	"672"
"92"	"74"	"70"	"392"	"4"	"77"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"6"	"8"	"568"
"93"	"75"	"67"	"169"	"2"	"46"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"1"	"291"
"94"	"76"	"29"	"281"	"6"	"15"	"1"	"0"	"1"	"2"	"3"	"1"	"1"	"5"	"10"	"355"
"95"	"76A"	"40"	"240"	"7"	"108"	"3"	"2"	"2"	"4"	"3"	"6"	"0"	"7"	"15"	"437"
"96"	"77"	"296"	"316"	"4"	"13"	"0"	"3"	"4"	"7"	"5"	"5"	"2"	"2"	"10"	"667"
"97"	"78"	"459"	"157"	"9"	"28"	"2"	"8"	"4"	"0"	"1"	"4"	"1"	"1"	"8"	"682"
"98"	"79"	"199"	"236"	"4"	"10"	"2"	"5"	"1"	"8"	"8"	"10"	"3"	"13"	"9"	"508"
"99"	"80"	"492"	"134"	"4"	"4"	"1"	"9"	"8"	"4"	"4"	"14"	"7"	"4"	"10"	"695"
"100"	"81"	"499"	"89"	"6"	"33"	"4"	"6"	"4"	"2"	"2"	"13"	"3"	"5"	"29"	"695"
"101"	"82"	"194"	"212"	"8"	"8"	"1"	"4"	"5"	"2"	"2"	"5"	"2"	"2"	"7"	"452"
"102"	"83"	"278"	"333"	"6"	"12"	"2"	"1"	"4"	"3"	"8"	"14"	"3"	"3"	"9"	"676"
"103"	"84"	"190"	"233"	"5"	"21"	"2"	"5"	"3"	"2"	"5"	"14"	"6"	"1"	"2"	"489"
"104"	"84A"	"35"	"189"	"4"	"117"	"3"	"1"	"4"	"4"	"1"	"6"	"1"	"2"	"2"	"369"
"105"	"85"	"439"	"100"	"1"	"14"	"3"	"4"	"9"	"3"	"2"	"9"	"0"	"1"	"9"	"594"
"106"	"86"	"351"	"81"	"1"	"4"	"1"	"3"	"2"	"1"	"1"	"1"	"0"	"2"	"5"	"453"
"107"	"87"	"276"	"236"	"7"	"25"	"0"	"2"	"2"	"1"	"3"	"5"	"5"	"4"	"21"	"587"
"108"	"88"	"59"	"454"	"10"	"14"	"1"	"6"	"6"	"2"	"3"	"3"	"0"	"1"	"0"	"559"
"109"	"89"	"33"	"401"	"11"	"60"	"1"	"4"	"3"	"7"	"7"	"8"	"3"	"10"	"10"	"558"
"110"	"90"	"53"	"320"	"7"	"8"	"0"	"3"	"4"	"0"	"3"	"1"	"1"	"2"	"3"	"405"
"111"	"91"	"26"	"305"	"31"	"31"	"0"	"3"	"3"	"2"	"9"	"2"	"4"	"5"	"2"	"423"
"112"	"92"	"172"	"288"	"6"	"2"	"2"	"6"	"3"	"3"	"6"	"5"	"8"	"10"	"18"	"529"
"113"	"93"	"410"	"82"	"3"	"7"	"0"	"2"	"5"	"2"	"1"	"11"	"1"	"1"	"10"	"535"
"114"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY  FROM THE 044---Triveniganj(sc) CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Assembly Constituency :044---Triveniganj(sc)"	""	""	""	""	""	""	""	"No of Voters :208887"	""	""	""	""	""	""
"118"	"Candidates  Name"	"ANANT KUMAR BHARTI"	"AMLA DEVI"	"GITA DEVI"	"SURENDRA NARAYAN SARDAR"	"KAMESHWAR PASWAN"	"KUMARI SHOBHA"	"GHANSHYAM RAM"	"MAHENDRA RISHIDEO"	"SHIV CHANDRA RAM"	"ANMOL RISHIDEO"	"UJINE"	"RENU KUMARI"	"SUDHA KUMARI"	"Total Valid Votes"
"119"	"93A"	"202"	"141"	"1"	"11"	"0"	"3"	"4"	"2"	"4"	"5"	"4"	"4"	"7"	"388"
"120"	"94"	"444"	"103"	"2"	"1"	"1"	"5"	"3"	"1"	"0"	"15"	"3"	"2"	"5"	"585"
"121"	"95"	"685"	"176"	"5"	"4"	"5"	"12"	"2"	"1"	"7"	"18"	"7"	"4"	"14"	"940"
"122"	"96"	"146"	"138"	"10"	"76"	"3"	"1"	"2"	"2"	"2"	"3"	"47"	"2"	"1"	"433"
"123"	"97"	"406"	"149"	"4"	"16"	"2"	"5"	"4"	"3"	"3"	"28"	"13"	"9"	"20"	"662"
"124"	"98"	"244"	"252"	"8"	"80"	"1"	"5"	"4"	"4"	"5"	"11"	"30"	"6"	"14"	"664"
"125"	"99"	"64"	"300"	"2"	"25"	"0"	"0"	"0"	"0"	"2"	"1"	"23"	"0"	"1"	"418"
"126"	"99A"	"116"	"223"	"2"	"19"	"2"	"2"	"2"	"1"	"1"	"5"	"5"	"1"	"1"	"380"
"127"	"100"	"101"	"478"	"7"	"28"	"1"	"0"	"3"	"4"	"3"	"6"	"2"	"5"	"3"	"641"
"128"	"101"	"222"	"316"	"8"	"165"	"6"	"5"	"4"	"4"	"12"	"19"	"8"	"6"	"16"	"791"
"129"	"102"	"469"	"109"	"1"	"20"	"2"	"6"	"4"	"1"	"3"	"6"	"1"	"5"	"13"	"640"
"130"	"103"	"196"	"134"	"9"	"126"	"1"	"5"	"2"	"2"	"9"	"14"	"2"	"5"	"13"	"518"
"131"	"104"	"234"	"316"	"3"	"6"	"1"	"3"	"7"	"2"	"5"	"6"	"3"	"2"	"8"	"596"
"132"	"105"	"83"	"333"	"3"	"46"	"0"	"1"	"7"	"4"	"4"	"3"	"3"	"4"	"3"	"494"
"133"	"106"	"169"	"266"	"5"	"16"	"2"	"1"	"2"	"0"	"2"	"7"	"2"	"7"	"8"	"487"
"134"	"107"	"525"	"53"	"2"	"4"	"1"	"5"	"2"	"2"	"4"	"9"	"2"	"4"	"36"	"649"
"135"	"108"	"560"	"77"	"5"	"0"	"3"	"6"	"2"	"4"	"5"	"22"	"11"	"5"	"36"	"736"
"136"	"109"	"93"	"633"	"6"	"29"	"0"	"4"	"7"	"8"	"4"	"4"	"3"	"3"	"10"	"804"
"137"	"110"	"357"	"492"	"10"	"32"	"6"	"6"	"7"	"1"	"10"	"16"	"2"	"5"	"7"	"951"
"138"	"111"	"536"	"97"	"6"	"6"	"6"	"9"	"1"	"2"	"1"	"8"	"2"	"2"	"14"	"690"
"139"	"112"	"391"	"135"	"7"	"9"	"7"	"11"	"7"	"3"	"5"	"14"	"2"	"8"	"26"	"625"
"140"	"113"	"85"	"336"	"1"	"81"	"1"	"0"	"0"	"5"	"8"	"8"	"4"	"9"	"11"	"549"
"141"	"114"	"382"	"193"	"7"	"26"	"1"	"5"	"5"	"1"	"2"	"3"	"3"	"0"	"4"	"632"
"142"	"115"	"71"	"705"	"10"	"165"	"2"	"1"	"3"	"5"	"6"	"4"	"2"	"3"	"5"	"982"
"143"	"116"	"357"	"131"	"11"	"10"	"3"	"6"	"3"	"1"	"8"	"14"	"8"	"5"	"23"	"580"
"144"	"117"	"185"	"252"	"9"	"153"	"1"	"4"	"7"	"8"	"6"	"9"	"10"	"13"	"29"	"686"
"145"	"118"	"244"	"183"	"2"	"31"	"0"	"1"	"3"	"3"	"3"	"1"	"0"	"3"	"11"	"485"
"146"	"119"	"80"	"418"	"7"	"46"	"2"	"5"	"2"	"1"	"2"	"4"	"2"	"6"	"11"	"586"
"147"	"120"	"159"	"482"	"7"	"33"	"3"	"3"	"3"	"6"	"8"	"11"	"5"	"11"	"25"	"756"
"148"	"121"	"283"	"365"	"4"	"11"	"2"	"9"	"5"	"3"	"0"	"8"	"0"	"4"	"7"	"701"
"149"	"122"	"267"	"227"	"11"	"9"	"1"	"7"	"1"	"2"	"4"	"5"	"0"	"3"	"5"	"542"
"150"	"123"	"197"	"284"	"11"	"30"	"2"	"2"	"3"	"7"	"7"	"9"	"4"	"8"	"15"	"579"
"151"	"124"	"458"	"294"	"11"	"14"	"3"	"6"	"3"	"3"	"9"	"16"	"2"	"11"	"32"	"862"
"152"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY  FROM THE 044---Triveniganj(sc) CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	"Assembly Constituency :044---Triveniganj(sc)"	""	""	""	""	""	""	""	"No of Voters :208887"	""	""	""	""	""	""
"156"	"Candidates  Name"	"ANANT KUMAR BHARTI"	"AMLA DEVI"	"GITA DEVI"	"SURENDRA NARAYAN SARDAR"	"KAMESHWAR PASWAN"	"KUMARI SHOBHA"	"GHANSHYAM RAM"	"MAHENDRA RISHIDEO"	"SHIV CHANDRA RAM"	"ANMOL RISHIDEO"	"UJINE"	"RENU KUMARI"	"SUDHA KUMARI"	"Total Valid Votes"
"157"	"125"	"549"	"96"	"10"	"5"	"2"	"4"	"2"	"2"	"0"	"7"	"1"	"2"	"13"	"693"
"158"	"126"	"63"	"341"	"5"	"96"	"3"	"1"	"4"	"10"	"11"	"12"	"1"	"1"	"17"	"565"
"159"	"127"	"307"	"212"	"4"	"11"	"2"	"4"	"5"	"4"	"8"	"13"	"2"	"7"	"26"	"605"
"160"	"128"	"394"	"421"	"3"	"6"	"0"	"9"	"6"	"7"	"12"	"19"	"6"	"13"	"30"	"926"
"161"	"129"	"498"	"278"	"6"	"8"	"2"	"5"	"13"	"8"	"2"	"11"	"1"	"6"	"14"	"852"
"162"	"130"	"180"	"260"	"7"	"10"	"0"	"3"	"3"	"6"	"5"	"11"	"2"	"4"	"23"	"514"
"163"	"131"	"184"	"416"	"11"	"26"	"4"	"8"	"7"	"22"	"11"	"13"	"4"	"72"	"17"	"795"
"164"	"132"	"88"	"500"	"5"	"73"	"2"	"2"	"1"	"3"	"3"	"2"	"2"	"5"	"3"	"689"
"165"	"133"	"50"	"194"	"9"	"41"	"4"	"2"	"1"	"0"	"10"	"5"	"2"	"2"	"4"	"324"
"166"	"133A"	"73"	"419"	"8"	"28"	"1"	"4"	"7"	"11"	"18"	"10"	"9"	"17"	"22"	"627"
"167"	"134"	"117"	"456"	"14"	"87"	"5"	"6"	"4"	"8"	"8"	"9"	"5"	"6"	"25"	"750"
"168"	"135"	"239"	"371"	"7"	"144"	"3"	"10"	"8"	"7"	"8"	"20"	"11"	"10"	"17"	"855"
"169"	"136"	"50"	"483"	"9"	"5"	"1"	"2"	"1"	"5"	"3"	"5"	"2"	"3"	"10"	"579"
"170"	"137"	"8"	"370"	"4"	"8"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"3"	"5"	"401"
"171"	"138"	"96"	"417"	"9"	"10"	"1"	"3"	"3"	"2"	"3"	"3"	"0"	"3"	"3"	"553"
"172"	"139"	"115"	"413"	"15"	"60"	"3"	"6"	"3"	"0"	"7"	"5"	"3"	"12"	"9"	"651"
"173"	"140"	"162"	"373"	"6"	"73"	"5"	"7"	"3"	"1"	"4"	"6"	"2"	"1"	"8"	"651"
"174"	"141"	"331"	"160"	"5"	"10"	"3"	"7"	"5"	"4"	"11"	"23"	"2"	"6"	"11"	"578"
"175"	"142"	"355"	"46"	"1"	"0"	"3"	"7"	"2"	"2"	"5"	"23"	"3"	"2"	"19"	"468"
"176"	"143"	"109"	"432"	"5"	"33"	"0"	"1"	"5"	"5"	"6"	"7"	"2"	"4"	"15"	"624"
"177"	"144"	"19"	"301"	"2"	"64"	"3"	"3"	"4"	"1"	"4"	"0"	"1"	"1"	"15"	"418"
"178"	"145"	"241"	"181"	"7"	"75"	"1"	"9"	"8"	"8"	"11"	"13"	"2"	"6"	"39"	"601"
"179"	"146"	"178"	"365"	"6"	"55"	"2"	"2"	"6"	"5"	"10"	"11"	"7"	"3"	"13"	"663"
"180"	"147"	"533"	"163"	"7"	"7"	"2"	"10"	"3"	"7"	"11"	"15"	"6"	"6"	"40"	"810"
"181"	"148"	"367"	"147"	"3"	"10"	"3"	"4"	"6"	"8"	"1"	"14"	"1"	"2"	"16"	"582"
"182"	"149"	"215"	"272"	"2"	"69"	"1"	"4"	"0"	"4"	"1"	"3"	"1"	"2"	"8"	"582"
"183"	"150"	"506"	"329"	"8"	"8"	"3"	"15"	"3"	"6"	"12"	"24"	"13"	"14"	"36"	"977"
"184"	"151"	"460"	"222"	"5"	"9"	"1"	"6"	"2"	"1"	"2"	"13"	"2"	"2"	"8"	"733"
"185"	"152"	"660"	"123"	"13"	"13"	"6"	"17"	"4"	"8"	"8"	"20"	"4"	"5"	"26"	"907"
"186"	"153"	"518"	"163"	"10"	"1"	"3"	"8"	"3"	"4"	"2"	"12"	"3"	"2"	"32"	"761"
"187"	"154"	"169"	"592"	"6"	"11"	"2"	"7"	"3"	"3"	"2"	"3"	"6"	"6"	"15"	"825"
"188"	"155"	"44"	"379"	"9"	"6"	"1"	"1"	"4"	"3"	"9"	"2"	"0"	"3"	"8"	"469"
"189"	"156"	"227"	"481"	"11"	"14"	"4"	"5"	"2"	"3"	"7"	"15"	"1"	"8"	"19"	"797"
"190"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY  FROM THE 044---Triveniganj(sc) CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"Assembly Constituency :044---Triveniganj(sc)"	""	""	""	""	""	""	""	"No of Voters :208887"	""	""	""	""	""	""
"194"	"Candidates  Name"	"ANANT KUMAR BHARTI"	"AMLA DEVI"	"GITA DEVI"	"SURENDRA NARAYAN SARDAR"	"KAMESHWAR PASWAN"	"KUMARI SHOBHA"	"GHANSHYAM RAM"	"MAHENDRA RISHIDEO"	"SHIV CHANDRA RAM"	"ANMOL RISHIDEO"	"UJINE"	"RENU KUMARI"	"SUDHA KUMARI"	"Total Valid Votes"
"195"	"157"	"139"	"198"	"3"	"6"	"0"	"1"	"1"	"5"	"1"	"2"	"2"	"0"	"6"	"364"
"196"	"157A"	"280"	"250"	"2"	"4"	"1"	"3"	"5"	"7"	"8"	"12"	"5"	"6"	"33"	"616"
"197"	"158"	"144"	"424"	"8"	"30"	"2"	"3"	"2"	"5"	"7"	"7"	"2"	"3"	"6"	"643"
"198"	"159"	"211"	"649"	"5"	"48"	"4"	"9"	"1"	"7"	"5"	"9"	"6"	"16"	"19"	"989"
"199"	"160"	"222"	"302"	"4"	"7"	"0"	"5"	"2"	"4"	"4"	"9"	"6"	"6"	"21"	"592"
"200"	"161"	"248"	"276"	"10"	"14"	"1"	"8"	"0"	"4"	"10"	"14"	"3"	"8"	"25"	"621"
"201"	"162"	"67"	"401"	"6"	"43"	"2"	"0"	"2"	"1"	"5"	"2"	"2"	"4"	"7"	"542"
"202"	"163"	"738"	"146"	"5"	"10"	"4"	"5"	"6"	"2"	"4"	"23"	"3"	"4"	"29"	"979"
"203"	"164"	"266"	"488"	"10"	"22"	"3"	"10"	"6"	"6"	"7"	"21"	"6"	"8"	"38"	"891"
