"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY  FROM THE 192---Sandesh CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Assembly Constituency :192---Sandesh                                                                                                                                                                                                                                                                                                                No of Voters :213076"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Candidates Name
----->
"18"	"11"	"1"	"21"	"3"	"5"	"211"	"4"	"94"	"4"	"8"	"6"	"0"	"10"	"4"	"3"	"3"	"87"	"2"	"0"	"3"	""	"469"	""
"19"	"12"	"7"	"66"	"8"	"7"	"158"	"4"	"120"	"6"	"4"	"3"	"1"	"3"	"4"	"3"	"1"	"9"	"0"	"1"	"2"	""	"407"	""
"20"	"13"	"3"	"91"	"2"	"5"	"74"	"9"	"43"	"2"	"11"	"4"	"2"	"3"	"0"	"2"	"2"	"10"	"2"	"2"	"0"	""	"267"	""
"21"	"14"	"5"	"77"	"4"	"3"	"76"	"10"	"49"	"5"	"25"	"4"	"5"	"3"	"1"	"2"	"3"	"63"	"2"	"1"	"1"	""	"339"	""
"22"	"15"	"2"	"29"	"6"	"12"	"124"	"20"	"139"	"5"	"8"	"4"	"1"	"2"	"1"	"1"	"4"	"7"	"2"	"1"	"2"	""	"370"	""
"23"	"16"	"4"	"53"	"29"	"138"	"219"	"11"	"3"	"7"	"36"	"2"	"1"	"7"	"2"	"1"	"2"	"10"	"2"	"11"	"4"	""	"542"	""
"24"	"17"	"23"	"30"	"26"	"14"	"93"	"19"	"208"	"22"	"15"	"7"	"8"	"4"	"2"	"3"	"6"	"11"	"2"	"0"	"3"	""	"496"	""
"25"	"18"	"2"	"62"	"39"	"6"	"197"	"0"	"53"	"5"	"9"	"3"	"3"	"7"	"0"	"1"	"4"	"24"	"8"	"3"	"4"	""	"430"	""
"26"	"19"	"4"	"26"	"21"	"3"	"61"	"1"	"31"	"0"	"5"	"0"	"1"	"2"	"1"	"1"	"0"	"4"	"3"	"1"	"2"	""	"167"	""
"27"	"20"	"6"	"35"	"8"	"5"	"98"	"8"	"143"	"13"	"31"	"6"	"2"	"6"	"4"	"3"	"6"	"58"	"1"	"2"	"2"	""	"437"	""
"28"	"21"	"15"	"27"	"5"	"13"	"358"	"1"	"46"	"2"	"24"	"3"	"5"	"10"	"4"	"5"	"2"	"55"	"21"	"2"	"5"	""	"603"	""
"29"	"22"	"3"	"43"	"6"	"10"	"326"	"2"	"1"	"4"	"44"	"2"	"2"	"11"	"1"	"1"	"3"	"55"	"2"	"2"	"0"	""	"518"	""
"30"	"23"	"0"	"3"	"10"	"0"	"221"	"4"	"1"	"3"	"25"	"0"	"0"	"3"	"0"	"0"	"3"	"20"	"1"	"2"	"0"	""	"296"	""
"31"	"23A"	"2"	"13"	"2"	"1"	"153"	"2"	"6"	"1"	"36"	"1"	"1"	"5"	"0"	"1"	"1"	"21"	"0"	"0"	"0"	""	"246"	""
"32"	"24"	"2"	"131"	"4"	"0"	"3"	"0"	"0"	"3"	"61"	"2"	"1"	"0"	"0"	"0"	"2"	"8"	"2"	"5"	"1"	""	"225"	""
"33"	"25"	"5"	"134"	"24"	"11"	"225"	"4"	"55"	"2"	"11"	"4"	"4"	"3"	"1"	"0"	"4"	"26"	"3"	"5"	"4"	""	"525"	""
"34"	"26"	"14"	"98"	"22"	"5"	"165"	"7"	"9"	"19"	"105"	"6"	"4"	"3"	"4"	"12"	"12"	"109"	"4"	"3"	"8"	""	"609"	""
"35"	"27"	"9"	"41"	"13"	"1"	"192"	"11"	"96"	"14"	"66"	"8"	"6"	"18"	"4"	"8"	"14"	"21"	"4"	"1"	"1"	""	"528"	""
"36"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""
"37"	""	"JITENDRA KUMAR SINGH"	"BIJENDRA KUMAR YADAV"	"SHASHI KUMAR
SINGH"	"SHEO BIHARI ROY"	"SANJAY SINGH(TIGER)"	"BAIJNATH YADAV"	"RAMESHWAR PRASAD"	"SATYENDRA MEHTA"	"ARUN KUMAR"	"KRISHNA PRASAD
GUPTA"	"JITENDRA KUMAR"	"DAROGA THAKUR"	"MITHILESH KUMAR"	"DR. RABINDRA NATH SINGH"	"RAJEEV KUMAR"	"SANJAY SINGH"	"SANOJ KUMAR"	"SUNIL KUMAR
TIWARY"	"HALIM MANSURI"	""	""	""
"38"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	""
"39"	"28"	"9"	"162"	"24"	"4"	"210"	"4"	"7"	"4"	"22"	"1"	"1"	"3"	"4"	"4"	"15"	"29"	"4"	"4"	"5"	""	"516"	""
"40"	"29"	"15"	"114"	"16"	"16"	"158"	"14"	"100"	"13"	"45"	"9"	"2"	"7"	"5"	"7"	"17"	"35"	"1"	"4"	"4"	""	"582"	""
"41"	"30"	"5"	"78"	"10"	"4"	"164"	"7"	"50"	"13"	"80"	"8"	"1"	"10"	"3"	"6"	"4"	"54"	"4"	"8"	"5"	""	"514"	""
"42"	"31"	"4"	"79"	"3"	"1"	"1"	"0"	"0"	"6"	"170"	"1"	"0"	"0"	"2"	"1"	"6"	"7"	"0"	"1"	"3"	""	"285"	""
"43"	"32"	"6"	"194"	"2"	"2"	"14"	"0"	"1"	"2"	"93"	"0"	"0"	"3"	"1"	"1"	"5"	"3"	"0"	"0"	"0"	""	"327"	""
"44"	"33"	"4"	"54"	"4"	"0"	"13"	"2"	"2"	"6"	"133"	"1"	"1"	"0"	"0"	"0"	"4"	"2"	"1"	"1"	"0"	""	"228"	""
"45"	"34"	"6"	"96"	"3"	"3"	"3"	"1"	"3"	"3"	"307"	"1"	"1"	"1"	"1"	"0"	"3"	"2"	"1"	"8"	"1"	""	"444"	""
"46"	"35"	"2"	"203"	"29"	"3"	"121"	"0"	"2"	"2"	"229"	"2"	"1"	"3"	"1"	"2"	"4"	"17"	"3"	"1"	"3"	""	"628"	""
"47"	"36"	"13"	"131"	"3"	"1"	"34"	"2"	"6"	"9"	"298"	"4"	"0"	"2"	"1"	"0"	"14"	"4"	"5"	"0"	"4"	""	"531"	""
"48"	"37"	"7"	"217"	"9"	"3"	"2"	"1"	"1"	"8"	"178"	"3"	"0"	"3"	"3"	"1"	"7"	"10"	"1"	"4"	"7"	""	"465"	""
"49"	"38"	"5"	"25"	"32"	"2"	"131"	"3"	"115"	"21"	"103"	"5"	"0"	"0"	"0"	"0"	"8"	"58"	"2"	"19"	"4"	""	"533"	""
"50"	"39"	"1"	"36"	"4"	"8"	"64"	"5"	"38"	"15"	"114"	"0"	"4"	"3"	"0"	"1"	"3"	"8"	"5"	"6"	"0"	""	"315"	""
"51"	"40"	"11"	"81"	"11"	"9"	"225"	"1"	"55"	"9"	"60"	"0"	"6"	"6"	"2"	"5"	"8"	"19"	"0"	"0"	"2"	""	"510"	""
"52"	"41"	"9"	"93"	"1"	"2"	"43"	"2"	"22"	"2"	"297"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	""	"478"	""
"53"	"42"	"2"	"67"	"1"	"0"	"3"	"0"	"2"	"1"	"287"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	""	"367"	""
"54"	"43"	"3"	"63"	"5"	"0"	"67"	"2"	"1"	"3"	"244"	"2"	"1"	"0"	"0"	"0"	"4"	"3"	"1"	"0"	"2"	""	"401"	""
"55"	"44"	"5"	"38"	"5"	"85"	"207"	"4"	"47"	"3"	"30"	"3"	"1"	"10"	"0"	"0"	"6"	"10"	"3"	"1"	"2"	""	"460"	""
"56"	"45"	"2"	"86"	"7"	"5"	"225"	"3"	"35"	"3"	"53"	"1"	"2"	"4"	"1"	"1"	"15"	"5"	"1"	"1"	"1"	""	"451"	""
"57"	"46"	"18"	"13"	"6"	"4"	"269"	"10"	"64"	"6"	"60"	"1"	"0"	"8"	"3"	"0"	"4"	"8"	"0"	"0"	"0"	""	"474"	""
"58"	"47"	"1"	"51"	"3"	"4"	"1"	"1"	"16"	"7"	"215"	"5"	"2"	"2"	"0"	"1"	"9"	"4"	"3"	"1"	"2"	""	"328"	""
"59"	"48"	"2"	"131"	"3"	"1"	"18"	"3"	"85"	"10"	"64"	"0"	"2"	"0"	"0"	"2"	"2"	"3"	"0"	"1"	"0"	""	"327"	""
"60"	"49"	"3"	"25"	"5"	"10"	"229"	"9"	"41"	"112"	"152"	"2"	"1"	"2"	"0"	"0"	"9"	"15"	"1"	"4"	"1"	""	"621"	""
"61"	"50"	"3"	"61"	"3"	"1"	"25"	"1"	"21"	"5"	"369"	"2"	"2"	"2"	"2"	"0"	"2"	"9"	"0"	"0"	"1"	""	"509"	""
"62"	"51"	"6"	"12"	"24"	"15"	"98"	"9"	"207"	"10"	"50"	"7"	"6"	"2"	"0"	"2"	"2"	"22"	"1"	"3"	"5"	""	"481"	""
"63"	"52"	"0"	"2"	"20"	"42"	"167"	"5"	"16"	"1"	"0"	"0"	"1"	"2"	"0"	"2"	"6"	"11"	"0"	"5"	"0"	""	"280"	""
"64"	"53"	"6"	"116"	"3"	"2"	"10"	"1"	"5"	"15"	"252"	"8"	"1"	"1"	"3"	"3"	"2"	"1"	"0"	"1"	"11"	""	"441"	""
"65"	"54"	"3"	"28"	"15"	"51"	"82"	"5"	"70"	"7"	"126"	"2"	"3"	"5"	"4"	"1"	"11"	"117"	"1"	"1"	"2"	""	"534"	""
"66"	"55"	"5"	"83"	"2"	"2"	"111"	"6"	"105"	"6"	"148"	"3"	"3"	"1"	"0"	"2"	"5"	"79"	"3"	"10"	"4"	""	"578"	""
"67"	"56"	"6"	"105"	"23"	"3"	"243"	"8"	"134"	"21"	"67"	"4"	"3"	"5"	"0"	"5"	"11"	"28"	"0"	"12"	"3"	""	"681"	""
"68"	"57"	"13"	"71"	"9"	"21"	"204"	"9"	"128"	"24"	"11"	"4"	"1"	"6"	"1"	"2"	"3"	"53"	"4"	"2"	"3"	""	"569"	""
"69"	"58"	"3"	"88"	"2"	"1"	"38"	"1"	"34"	"8"	"225"	"0"	"0"	"1"	"0"	"1"	"10"	"10"	"2"	"0"	"0"	""	"424"	""
"70"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""
"71"	""	"JITENDRA KUMAR SINGH"	"BIJENDRA KUMAR YADAV"	"SHASHI KUMAR
SINGH"	"SHEO BIHARI ROY"	"SANJAY SINGH(TIGER)"	"BAIJNATH YADAV"	"RAMESHWAR PRASAD"	"SATYENDRA MEHTA"	"ARUN KUMAR"	"KRISHNA PRASAD
GUPTA"	"JITENDRA KUMAR"	"DAROGA THAKUR"	"MITHILESH KUMAR"	"DR. RABINDRA NATH SINGH"	"RAJEEV KUMAR"	"SANJAY SINGH"	"SANOJ KUMAR"	"SUNIL KUMAR
TIWARY"	"HALIM MANSURI"	""	""	""
"72"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	""
"73"	"59"	"8"	"42"	"13"	"9"	"209"	"5"	"247"	"18"	"15"	"14"	"12"	"8"	"3"	"4"	"14"	"45"	"20"	"14"	"13"	""	"713"	""
"74"	"60"	"1"	"10"	"36"	"2"	"488"	"1"	"7"	"0"	"22"	"1"	"2"	"2"	"0"	"1"	"7"	"29"	"0"	"1"	"1"	""	"611"	""
"75"	"61"	"0"	"7"	"6"	"0"	"530"	"2"	"31"	"4"	"7"	"0"	"1"	"2"	"2"	"0"	"7"	"57"	"3"	"0"	"0"	""	"659"	""
"76"	"62"	"2"	"5"	"2"	"3"	"440"	"5"	"10"	"0"	"5"	"0"	"0"	"1"	"1"	"0"	"12"	"24"	"0"	"3"	"0"	""	"513"	""
"77"	"63"	"2"	"24"	"3"	"12"	"230"	"5"	"44"	"8"	"180"	"8"	"3"	"3"	"3"	"3"	"8"	"54"	"2"	"2"	"0"	""	"594"	""
"78"	"64"	"6"	"45"	"4"	"2"	"25"	"5"	"14"	"8"	"400"	"6"	"5"	"2"	"2"	"2"	"14"	"5"	"2"	"1"	"1"	""	"549"	""
"79"	"65"	"4"	"114"	"12"	"9"	"238"	"2"	"54"	"3"	"38"	"3"	"0"	"1"	"1"	"5"	"9"	"9"	"0"	"2"	"0"	""	"504"	""
"80"	"66"	"7"	"118"	"5"	"2"	"130"	"1"	"17"	"2"	"44"	"0"	"1"	"0"	"0"	"1"	"6"	"0"	"0"	"1"	"0"	""	"335"	""
"81"	"67"	"4"	"136"	"14"	"55"	"67"	"0"	"6"	"8"	"261"	"1"	"1"	"2"	"1"	"1"	"8"	"12"	"2"	"1"	"2"	""	"582"	""
"82"	"68"	"4"	"147"	"5"	"0"	"0"	"0"	"1"	"8"	"100"	"4"	"0"	"0"	"0"	"1"	"3"	"2"	"2"	"1"	"2"	""	"280"	""
"83"	"69"	"7"	"46"	"0"	"0"	"11"	"0"	"1"	"4"	"190"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	""	"263"	""
"84"	"70"	"2"	"14"	"6"	"0"	"87"	"0"	"0"	"2"	"65"	"1"	"0"	"0"	"1"	"1"	"5"	"12"	"0"	"6"	"1"	""	"203"	""
"85"	"71"	"2"	"85"	"10"	"4"	"49"	"6"	"140"	"6"	"140"	"3"	"1"	"2"	"1"	"1"	"17"	"9"	"0"	"4"	"0"	""	"480"	""
"86"	"72"	"2"	"52"	"3"	"5"	"17"	"4"	"42"	"3"	"105"	"2"	"1"	"1"	"0"	"2"	"6"	"8"	"3"	"6"	"3"	""	"265"	""
"87"	"73"	"18"	"284"	"3"	"0"	"46"	"3"	"36"	"4"	"40"	"4"	"0"	"1"	"0"	"0"	"5"	"44"	"5"	"3"	"7"	""	"503"	""
"88"	"74"	"2"	"73"	"5"	"0"	"73"	"3"	"5"	"1"	"56"	"2"	"0"	"1"	"0"	"1"	"1"	"4"	"0"	"2"	"1"	""	"230"	""
"89"	"75"	"3"	"191"	"8"	"5"	"38"	"22"	"155"	"17"	"128"	"7"	"5"	"3"	"6"	"7"	"22"	"15"	"1"	"6"	"4"	""	"643"	""
"90"	"76"	"0"	"14"	"3"	"0"	"112"	"4"	"53"	"9"	"75"	"4"	"1"	"2"	"0"	"0"	"3"	"44"	"0"	"0"	"0"	""	"324"	""
"91"	"77"	"7"	"184"	"3"	"0"	"9"	"4"	"1"	"1"	"154"	"2"	"2"	"0"	"0"	"5"	"14"	"8"	"3"	"2"	"3"	""	"402"	""
"92"	"78"	"13"	"172"	"8"	"3"	"268"	"12"	"104"	"13"	"106"	"4"	"4"	"6"	"0"	"2"	"55"	"16"	"4"	"7"	"2"	""	"799"	""
"93"	"79"	"5"	"61"	"2"	"4"	"140"	"6"	"107"	"10"	"76"	"1"	"3"	"3"	"1"	"4"	"12"	"11"	"3"	"5"	"0"	""	"454"	""
"94"	"79A"	"3"	"45"	"0"	"0"	"297"	"1"	"8"	"0"	"7"	"0"	"0"	"6"	"0"	"0"	"3"	"17"	"0"	"0"	"0"	""	"387"	""
"95"	"80"	"7"	"197"	"9"	"17"	"216"	"1"	"151"	"15"	"28"	"3"	"4"	"4"	"4"	"5"	"18"	"17"	"0"	"0"	"1"	""	"697"	""
"96"	"81"	"1"	"38"	"7"	"9"	"149"	"7"	"380"	"8"	"55"	"2"	"3"	"2"	"1"	"1"	"13"	"25"	"0"	"2"	"0"	""	"703"	""
"97"	"82"	"8"	"44"	"2"	"2"	"42"	"2"	"83"	"7"	"28"	"1"	"1"	"1"	"0"	"2"	"7"	"98"	"1"	"0"	"1"	""	"330"	""
"98"	"83"	"12"	"133"	"7"	"3"	"4"	"2"	"5"	"8"	"229"	"2"	"1"	"2"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	""	"413"	""
"99"	"84"	"2"	"85"	"3"	"8"	"19"	"5"	"95"	"7"	"211"	"4"	"1"	"2"	"2"	"1"	"7"	"6"	"1"	"9"	"2"	""	"470"	""
"100"	"85"	"19"	"72"	"8"	"6"	"232"	"8"	"23"	"15"	"147"	"5"	"2"	"24"	"2"	"5"	"19"	"7"	"10"	"5"	"6"	""	"615"	""
"101"	"86"	"6"	"15"	"0"	"2"	"0"	"9"	"144"	"13"	"266"	"8"	"2"	"0"	"0"	"3"	"3"	"25"	"0"	"0"	"2"	""	"498"	""
"102"	"87"	"4"	"92"	"12"	"2"	"27"	"4"	"142"	"7"	"76"	"3"	"0"	"1"	"2"	"5"	"4"	"67"	"0"	"1"	"0"	""	"449"	""
"103"	"88"	"14"	"137"	"7"	"6"	"42"	"10"	"285"	"24"	"96"	"7"	"1"	"2"	"1"	"2"	"11"	"79"	"5"	"3"	"1"	""	"733"	""
"104"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""
"105"	""	"JITENDRA KUMAR SINGH"	"BIJENDRA KUMAR YADAV"	"SHASHI KUMAR
SINGH"	"SHEO BIHARI ROY"	"SANJAY SINGH(TIGER)"	"BAIJNATH YADAV"	"RAMESHWAR PRASAD"	"SATYENDRA MEHTA"	"ARUN KUMAR"	"KRISHNA PRASAD
GUPTA"	"JITENDRA KUMAR"	"DAROGA THAKUR"	"MITHILESH KUMAR"	"DR. RABINDRA NATH SINGH"	"RAJEEV KUMAR"	"SANJAY SINGH"	"SANOJ KUMAR"	"SUNIL KUMAR
TIWARY"	"HALIM MANSURI"	""	""	""
"106"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	""
"107"	"89"	"3"	"137"	"0"	"2"	"100"	"8"	"99"	"13"	"108"	"2"	"2"	"2"	"0"	"2"	"24"	"45"	"6"	"12"	"4"	""	"569"	""
"108"	"90"	"3"	"25"	"2"	"2"	"137"	"2"	"31"	"1"	"14"	"0"	"2"	"8"	"2"	"1"	"2"	"152"	"0"	"1"	"0"	""	"385"	""
"109"	"91"	"4"	"47"	"7"	"1"	"103"	"17"	"291"	"8"	"27"	"5"	"0"	"1"	"1"	"3"	"3"	"118"	"4"	"8"	"4"	""	"652"	""
"110"	"92"	"2"	"52"	"4"	"3"	"34"	"4"	"388"	"10"	"48"	"2"	"2"	"0"	"1"	"0"	"4"	"98"	"0"	"2"	"1"	""	"655"	""
"111"	"93"	"5"	"21"	"9"	"33"	"115"	"2"	"9"	"2"	"29"	"1"	"3"	"1"	"2"	"1"	"20"	"149"	"0"	"1"	"1"	""	"404"	""
"112"	"94"	"2"	"33"	"3"	"1"	"104"	"6"	"6"	"1"	"7"	"0"	"1"	"3"	"0"	"1"	"3"	"165"	"9"	"13"	"5"	""	"363"	""
"113"	"95"	"5"	"13"	"2"	"15"	"43"	"3"	"22"	"1"	"5"	"0"	"0"	"0"	"1"	"1"	"3"	"80"	"0"	"0"	"0"	""	"194"	""
"114"	"96"	"5"	"23"	"20"	"9"	"121"	"2"	"18"	"2"	"24"	"2"	"4"	"0"	"0"	"9"	"5"	"252"	"1"	"0"	"0"	""	"497"	""
"115"	"97"	"8"	"232"	"4"	"0"	"2"	"0"	"2"	"13"	"267"	"3"	"4"	"0"	"2"	"0"	"6"	"5"	"0"	"2"	"0"	""	"550"	""
"116"	"98"	"4"	"121"	"3"	"1"	"3"	"2"	"87"	"11"	"251"	"7"	"3"	"2"	"2"	"3"	"6"	"12"	"4"	"7"	"1"	""	"530"	""
"117"	"99"	"2"	"25"	"12"	"3"	"307"	"12"	"13"	"1"	"11"	"1"	"1"	"6"	"3"	"2"	"18"	"155"	"4"	"1"	"3"	""	"580"	""
"118"	"100"	"5"	"133"	"14"	"21"	"196"	"5"	"71"	"4"	"31"	"2"	"5"	"7"	"2"	"5"	"21"	"100"	"1"	"10"	"2"	""	"635"	""
"119"	"101"	"8"	"133"	"24"	"3"	"327"	"8"	"7"	"3"	"29"	"0"	"3"	"6"	"7"	"2"	"13"	"161"	"6"	"17"	"7"	""	"764"	""
"120"	"102"	"3"	"143"	"13"	"14"	"158"	"3"	"7"	"3"	"13"	"1"	"1"	"3"	"6"	"7"	"35"	"160"	"1"	"3"	"2"	""	"576"	""
"121"	"103"	"10"	"46"	"3"	"4"	"123"	"4"	"8"	"2"	"27"	"0"	"2"	"2"	"1"	"1"	"4"	"107"	"5"	"1"	"4"	""	"354"	""
"122"	"104"	"5"	"153"	"8"	"5"	"137"	"6"	"2"	"5"	"69"	"2"	"2"	"8"	"5"	"3"	"8"	"54"	"2"	"0"	"3"	""	"477"	""
"123"	"105"	"3"	"61"	"4"	"7"	"262"	"0"	"2"	"0"	"6"	"2"	"1"	"16"	"1"	"4"	"12"	"34"	"2"	"2"	"2"	""	"421"	""
"124"	"106"	"7"	"130"	"5"	"7"	"258"	"3"	"4"	"1"	"66"	"3"	"2"	"11"	"2"	"0"	"8"	"121"	"1"	"3"	"0"	""	"632"	""
"125"	"107"	"3"	"221"	"4"	"3"	"82"	"2"	"7"	"0"	"17"	"4"	"2"	"0"	"3"	"3"	"10"	"68"	"3"	"7"	"3"	""	"442"	""
"126"	"108"	"8"	"143"	"19"	"10"	"141"	"9"	"19"	"12"	"112"	"7"	"9"	"14"	"4"	"7"	"10"	"85"	"3"	"10"	"4"	""	"626"	""
"127"	"109"	"7"	"119"	"18"	"4"	"178"	"12"	"74"	"11"	"100"	"10"	"6"	"18"	"8"	"8"	"10"	"63"	"16"	"11"	"25"	""	"698"	""
"128"	"110"	"1"	"8"	"2"	"1"	"201"	"37"	"5"	"15"	"33"	"1"	"1"	"2"	"0"	"3"	"3"	"78"	"1"	"1"	"3"	""	"396"	""
"129"	"111"	"17"	"376"	"22"	"7"	"80"	"4"	"3"	"0"	"30"	"2"	"2"	"0"	"2"	"1"	"8"	"56"	"8"	"7"	"6"	""	"631"	""
"130"	"112"	"1"	"97"	"14"	"2"	"218"	"7"	"3"	"0"	"4"	"2"	"3"	"2"	"0"	"3"	"10"	"93"	"1"	"4"	"3"	""	"467"	""
"131"	"113"	"8"	"21"	"12"	"15"	"203"	"1"	"2"	"2"	"3"	"1"	"0"	"4"	"0"	"3"	"3"	"110"	"1"	"0"	"0"	""	"389"	""
"132"	"114"	"8"	"104"	"26"	"10"	"260"	"10"	"19"	"0"	"4"	"3"	"2"	"4"	"3"	"6"	"8"	"249"	"10"	"7"	"9"	""	"742"	""
"133"	"115"	"4"	"6"	"1"	"2"	"311"	"8"	"44"	"1"	"22"	"1"	"2"	"4"	"1"	"0"	"11"	"42"	"1"	"0"	"1"	""	"462"	""
"134"	"116"	"2"	"27"	"4"	"6"	"104"	"18"	"194"	"12"	"29"	"8"	"2"	"5"	"3"	"1"	"29"	"19"	"0"	"1"	"0"	""	"464"	""
"135"	"117"	"14"	"261"	"43"	"13"	"185"	"34"	"10"	"9"	"128"	"5"	"2"	"5"	"8"	"6"	"12"	"8"	"5"	"5"	"2"	""	"755"	""
"136"	"118"	"3"	"115"	"66"	"3"	"178"	"107"	"9"	"5"	"46"	"5"	"10"	"8"	"3"	"6"	"15"	"51"	"1"	"6"	"1"	""	"638"	""
