"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE BIHAR LEGISLATIVE ASSEMBLY  FROM THE 095---Kanti CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"No of Voters :205260"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :095---Kanti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"29"	"21"	"168"	"10"	"2"	"191"	"12"	"5"	"6"	"4"	"16"	"5"	"2"	"2"	"8"	"6"	"4"	"10"	"115"	"5"	"3"	"1"	"0"	"2"	"0"	"6"	"583"	""	""
"30"	"22"	"294"	"3"	"17"	"110"	"4"	"1"	"3"	"1"	"2"	"1"	"1"	"0"	"1"	"2"	"5"	"8"	"103"	"2"	"1"	"3"	"3"	"2"	"0"	"6"	"573"	""	""
"31"	"23"	"211"	"4"	"16"	"75"	"4"	"6"	"3"	"1"	"8"	"4"	"1"	"1"	"1"	"4"	"9"	"10"	"138"	"2"	"9"	"0"	"0"	"3"	"5"	"4"	"519"	""	""
"32"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	"Total No Of Rejected Votes"	"Total No Of Tender  Votes"
"33"	""	"AJIT KUMAR"	"ANWAR AZAD"	"ABHAY SHANKAR THAKUR"	"MD.ISRAIL"	"SHAHID EQUBAL"	"ARUN SAH"	"KASHI NATH SAHANI"	"CHANDHESHWAR RAI"	"TAIYAB ALI"	"DEVENDRA RAKESH"	"MD.NAUSHAD"	"PREM KUMAR"	"SURESH PRASAD GUPTA"	"SYED NOUSHAD HASHMI"	"AJAY SHANKAR SHARMA"	"AMARDEV SINGH"	"ASHOK KUMAR CHOUDHARY"	"UMESH PASWAN"	"CHANDRAKANTA SHAHI"	"DINESH KUMAR SINGH"	"MD.NASIR"	"MUNNA MAHTO"	"RAJU THAKUR"	"MD.HABIB"	""	""	""
"34"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"
"35"	"23A"	"232"	"7"	"8"	"37"	"4"	"10"	"13"	"1"	"6"	"0"	"4"	"1"	"1"	"0"	"4"	"7"	"133"	"10"	"8"	"4"	"3"	"6"	"3"	"7"	"509"	""	""
"36"	"24"	"378"	"5"	"29"	"40"	"7"	"5"	"7"	"3"	"8"	"3"	"3"	"2"	"2"	"2"	"12"	"13"	"75"	"0"	"1"	"1"	"1"	"1"	"1"	"7"	"606"	""	""
"37"	"25"	"259"	"2"	"10"	"48"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"9"	"15"	"73"	"4"	"4"	"2"	"2"	"3"	"3"	"17"	"457"	""	""
"38"	"26"	"93"	"7"	"1"	"71"	"2"	"2"	"5"	"1"	"3"	"0"	"1"	"1"	"0"	"1"	"7"	"2"	"167"	"4"	"4"	"2"	"0"	"4"	"2"	"1"	"381"	""	""
"39"	"27"	"118"	"2"	"3"	"23"	"3"	"1"	"4"	"3"	"1"	"0"	"2"	"0"	"2"	"0"	"4"	"5"	"165"	"2"	"2"	"1"	"3"	"2"	"1"	"10"	"357"	""	""
"40"	"28"	"274"	"1"	"8"	"15"	"6"	"3"	"3"	"1"	"5"	"1"	"2"	"2"	"3"	"5"	"11"	"14"	"88"	"3"	"7"	"0"	"0"	"2"	"1"	"3"	"458"	""	""
"41"	"29"	"139"	"13"	"2"	"111"	"8"	"8"	"1"	"8"	"8"	"1"	"2"	"2"	"2"	"1"	"6"	"5"	"245"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"568"	""	""
"42"	"30"	"316"	"9"	"15"	"331"	"10"	"2"	"6"	"3"	"6"	"3"	"6"	"1"	"2"	"4"	"12"	"13"	"115"	"10"	"2"	"8"	"7"	"6"	"2"	"16"	"905"	""	""
"43"	"31"	"36"	"0"	"0"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"58"	""	""
"44"	"32"	"77"	"0"	"1"	"46"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	""	""
"45"	"33"	"261"	"2"	"2"	"72"	"2"	"6"	"3"	"0"	"16"	"2"	"4"	"4"	"8"	"5"	"13"	"12"	"279"	"14"	"1"	"4"	"3"	"3"	"9"	"8"	"733"	""	""
"46"	"34"	"231"	"20"	"1"	"40"	"10"	"20"	"8"	"5"	"19"	"4"	"9"	"8"	"9"	"9"	"15"	"27"	"237"	"7"	"1"	"3"	"0"	"0"	"3"	"9"	"695"	""	""
"47"	"35"	"296"	"9"	"5"	"91"	"10"	"11"	"5"	"4"	"7"	"5"	"4"	"7"	"5"	"7"	"8"	"24"	"122"	"14"	"2"	"1"	"0"	"6"	"1"	"9"	"653"	""	""
"48"	"36"	"121"	"14"	"6"	"32"	"16"	"9"	"9"	"2"	"15"	"5"	"3"	"6"	"2"	"7"	"8"	"24"	"334"	"12"	"7"	"5"	"3"	"0"	"7"	"7"	"654"	""	""
"49"	"37"	"35"	"1"	"2"	"181"	"7"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"0"	"0"	"2"	"3"	"243"	"1"	"0"	"0"	"2"	"0"	"0"	"7"	"491"	""	""
"50"	"37A"	"66"	"2"	"2"	"122"	"6"	"8"	"2"	"2"	"21"	"6"	"0"	"5"	"3"	"1"	"5"	"15"	"182"	"4"	"2"	"0"	"1"	"0"	"1"	"12"	"468"	""	""
"51"	"38"	"112"	"13"	"3"	"75"	"13"	"16"	"7"	"6"	"22"	"8"	"4"	"2"	"3"	"1"	"11"	"24"	"539"	"13"	"16"	"7"	"4"	"9"	"5"	"21"	"934"	""	""
"52"	"39"	"66"	"2"	"4"	"20"	"1"	"5"	"1"	"2"	"11"	"2"	"2"	"3"	"1"	"2"	"0"	"12"	"398"	"5"	"4"	"3"	"0"	"0"	"1"	"6"	"551"	""	""
"53"	"40"	"81"	"4"	"0"	"23"	"0"	"4"	"0"	"1"	"3"	"2"	"1"	"0"	"1"	"1"	"4"	"2"	"420"	"2"	"1"	"3"	"1"	"1"	"2"	"7"	"564"	""	""
"54"	"41"	"203"	"13"	"3"	"251"	"4"	"2"	"8"	"3"	"4"	"2"	"7"	"1"	"1"	"1"	"5"	"6"	"131"	"5"	"2"	"0"	"1"	"0"	"0"	"7"	"660"	""	""
"55"	"42"	"222"	"5"	"6"	"124"	"6"	"2"	"6"	"1"	"5"	"0"	"1"	"2"	"4"	"2"	"9"	"10"	"168"	"7"	"1"	"2"	"1"	"2"	"2"	"2"	"590"	""	""
"56"	"43"	"164"	"4"	"3"	"81"	"8"	"2"	"1"	"1"	"6"	"4"	"2"	"6"	"2"	"1"	"5"	"4"	"230"	"7"	"3"	"5"	"0"	"1"	"3"	"2"	"545"	""	""
"57"	"44"	"160"	"4"	"3"	"49"	"2"	"4"	"3"	"0"	"8"	"0"	"3"	"1"	"1"	"2"	"8"	"4"	"440"	"6"	"1"	"2"	"0"	"0"	"3"	"6"	"710"	""	""
"58"	"45"	"178"	"60"	"3"	"100"	"0"	"5"	"3"	"5"	"11"	"2"	"5"	"2"	"3"	"3"	"3"	"6"	"160"	"5"	"4"	"0"	"0"	"1"	"1"	"2"	"562"	""	""
"59"	"46"	"188"	"12"	"3"	"54"	"2"	"6"	"9"	"3"	"7"	"2"	"7"	"5"	"4"	"5"	"13"	"27"	"309"	"10"	"1"	"3"	"1"	"2"	"1"	"13"	"687"	""	""
"60"	"47"	"145"	"6"	"4"	"20"	"4"	"6"	"6"	"1"	"1"	"0"	"2"	"2"	"0"	"1"	"5"	"14"	"299"	"5"	"8"	"1"	"0"	"3"	"4"	"13"	"550"	""	""
"61"	"48"	"374"	"15"	"28"	"20"	"6"	"7"	"6"	"1"	"3"	"3"	"4"	"0"	"1"	"4"	"4"	"7"	"96"	"1"	"4"	"2"	"0"	"1"	"1"	"0"	"588"	""	""
"62"	"49"	"499"	"6"	"7"	"42"	"10"	"0"	"3"	"0"	"6"	"3"	"1"	"1"	"1"	"0"	"5"	"6"	"105"	"1"	"2"	"0"	"2"	"1"	"1"	"5"	"707"	""	""
"63"	"50"	"357"	"18"	"4"	"44"	"3"	"6"	"4"	"0"	"11"	"1"	"0"	"0"	"0"	"1"	"3"	"10"	"102"	"2"	"6"	"0"	"0"	"1"	"2"	"3"	"578"	""	""
"64"	"51"	"277"	"12"	"6"	"20"	"6"	"8"	"1"	"2"	"10"	"3"	"0"	"3"	"0"	"6"	"9"	"12"	"187"	"3"	"14"	"3"	"2"	"2"	"3"	"3"	"592"	""	""
"65"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	"Total No Of Rejected Votes"	"Total No Of Tender  Votes"
"66"	""	"AJIT KUMAR"	"ANWAR AZAD"	"ABHAY SHANKAR THAKUR"	"MD.ISRAIL"	"SHAHID EQUBAL"	"ARUN SAH"	"KASHI NATH SAHANI"	"CHANDHESHWAR RAI"	"TAIYAB ALI"	"DEVENDRA RAKESH"	"MD.NAUSHAD"	"PREM KUMAR"	"SURESH PRASAD GUPTA"	"SYED NOUSHAD HASHMI"	"AJAY SHANKAR SHARMA"	"AMARDEV SINGH"	"ASHOK KUMAR CHOUDHARY"	"UMESH PASWAN"	"CHANDRAKANTA SHAHI"	"DINESH KUMAR SINGH"	"MD.NASIR"	"MUNNA MAHTO"	"RAJU THAKUR"	"MD.HABIB"	""	""	""
"67"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"
"68"	"52"	"75"	"7"	"1"	"10"	"1"	"4"	"5"	"5"	"8"	"3"	"2"	"0"	"0"	"2"	"6"	"23"	"150"	"3"	"0"	"0"	"1"	"2"	"2"	"3"	"313"	""	""
"69"	"53"	"61"	"2"	"1"	"213"	"2"	"0"	"3"	"1"	"4"	"3"	"0"	"1"	"0"	"4"	"2"	"7"	"71"	"1"	"1"	"2"	"0"	"0"	"0"	"2"	"381"	""	""
"70"	"54"	"221"	"5"	"3"	"20"	"2"	"7"	"4"	"5"	"5"	"1"	"3"	"4"	"3"	"3"	"9"	"7"	"269"	"6"	"16"	"4"	"5"	"4"	"4"	"7"	"617"	""	""
"71"	"55"	"137"	"8"	"2"	"31"	"1"	"6"	"3"	"2"	"13"	"4"	"3"	"3"	"0"	"4"	"10"	"24"	"267"	"7"	"4"	"2"	"2"	"5"	"2"	"2"	"542"	""	""
"72"	"56"	"268"	"15"	"7"	"103"	"3"	"5"	"6"	"2"	"12"	"1"	"3"	"2"	"14"	"15"	"11"	"24"	"108"	"5"	"5"	"2"	"1"	"3"	"0"	"5"	"620"	""	""
"73"	"57"	"102"	"2"	"1"	"125"	"21"	"6"	"3"	"9"	"7"	"6"	"3"	"0"	"3"	"6"	"3"	"11"	"225"	"8"	"2"	"1"	"4"	"0"	"5"	"8"	"561"	""	""
"74"	"58"	"189"	"8"	"27"	"125"	"8"	"9"	"9"	"4"	"8"	"5"	"9"	"4"	"2"	"10"	"12"	"30"	"314"	"16"	"10"	"6"	"1"	"2"	"1"	"10"	"819"	""	""
"75"	"59"	"220"	"3"	"1"	"83"	"3"	"2"	"4"	"0"	"6"	"0"	"6"	"1"	"1"	"1"	"6"	"7"	"221"	"4"	"5"	"3"	"1"	"3"	"1"	"8"	"590"	""	""
"76"	"60"	"277"	"4"	"1"	"57"	"2"	"2"	"2"	"0"	"8"	"1"	"6"	"1"	"0"	"6"	"4"	"13"	"105"	"6"	"4"	"0"	"1"	"5"	"4"	"17"	"526"	""	""
"77"	"61"	"121"	"11"	"1"	"39"	"3"	"8"	"7"	"3"	"15"	"5"	"3"	"0"	"0"	"3"	"6"	"16"	"349"	"7"	"1"	"3"	"2"	"7"	"2"	"7"	"619"	""	""
"78"	"62"	"76"	"2"	"3"	"168"	"3"	"3"	"3"	"0"	"6"	"0"	"0"	"0"	"3"	"2"	"1"	"9"	"209"	"4"	"5"	"0"	"3"	"1"	"4"	"14"	"519"	""	""
"79"	"63"	"296"	"3"	"0"	"8"	"3"	"4"	"2"	"1"	"3"	"1"	"1"	"0"	"0"	"2"	"13"	"3"	"122"	"2"	"4"	"1"	"0"	"1"	"1"	"1"	"472"	""	""
"80"	"64"	"202"	"3"	"2"	"83"	"4"	"1"	"1"	"1"	"6"	"0"	"0"	"3"	"1"	"5"	"6"	"10"	"123"	"8"	"4"	"2"	"5"	"4"	"6"	"4"	"484"	""	""
"81"	"65"	"79"	"1"	"1"	"156"	"6"	"3"	"1"	"0"	"1"	"2"	"3"	"1"	"3"	"4"	"3"	"7"	"24"	"1"	"1"	"15"	"5"	"0"	"1"	"0"	"318"	""	""
"82"	"66"	"129"	"1"	"6"	"14"	"2"	"3"	"38"	"2"	"4"	"0"	"2"	"2"	"1"	"1"	"6"	"6"	"132"	"4"	"3"	"1"	"0"	"0"	"5"	"4"	"366"	""	""
"83"	"67"	"171"	"1"	"2"	"242"	"8"	"2"	"8"	"4"	"6"	"5"	"2"	"6"	"9"	"3"	"9"	"16"	"121"	"5"	"3"	"4"	"3"	"3"	"4"	"5"	"642"	""	""
"84"	"68"	"166"	"6"	"5"	"91"	"4"	"4"	"7"	"1"	"6"	"0"	"0"	"3"	"3"	"3"	"4"	"21"	"66"	"0"	"2"	"2"	"1"	"2"	"1"	"4"	"402"	""	""
"85"	"69"	"119"	"2"	"2"	"483"	"10"	"3"	"9"	"4"	"5"	"3"	"2"	"9"	"5"	"3"	"6"	"13"	"56"	"2"	"4"	"12"	"6"	"1"	"1"	"7"	"767"	""	""
"86"	"70"	"281"	"6"	"9"	"77"	"13"	"4"	"15"	"3"	"5"	"3"	"1"	"1"	"1"	"6"	"9"	"15"	"201"	"4"	"12"	"2"	"1"	"1"	"5"	"10"	"685"	""	""
"87"	"71"	"276"	"5"	"5"	"129"	"2"	"18"	"65"	"5"	"3"	"2"	"1"	"0"	"1"	"3"	"6"	"9"	"84"	"8"	"5"	"0"	"0"	"0"	"3"	"1"	"631"	""	""
"88"	"72"	"334"	"2"	"93"	"185"	"6"	"3"	"0"	"1"	"3"	"0"	"7"	"3"	"0"	"1"	"3"	"11"	"21"	"2"	"19"	"1"	"0"	"0"	"0"	"3"	"698"	""	""
"89"	"73"	"351"	"10"	"15"	"216"	"8"	"5"	"1"	"5"	"8"	"1"	"6"	"1"	"6"	"5"	"5"	"21"	"44"	"10"	"4"	"5"	"2"	"2"	"4"	"19"	"754"	""	""
"90"	"74"	"344"	"2"	"4"	"100"	"4"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"6"	"44"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"519"	""	""
"91"	"75"	"149"	"6"	"15"	"116"	"5"	"4"	"4"	"1"	"5"	"1"	"4"	"2"	"1"	"5"	"11"	"19"	"62"	"1"	"0"	"2"	"1"	"0"	"1"	"5"	"420"	""	""
"92"	"76"	"158"	"0"	"38"	"95"	"9"	"3"	"2"	"1"	"3"	"2"	"2"	"4"	"12"	"1"	"7"	"12"	"42"	"2"	"3"	"5"	"2"	"0"	"0"	"4"	"407"	""	""
"93"	"77"	"94"	"0"	"12"	"53"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"3"	"7"	"3"	"8"	"1"	"0"	"0"	"0"	"2"	"193"	""	""
"94"	"78"	"117"	"1"	"6"	"105"	"6"	"3"	"2"	"1"	"1"	"3"	"4"	"4"	"6"	"3"	"4"	"12"	"7"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"291"	""	""
"95"	"79"	"223"	"11"	"19"	"111"	"7"	"3"	"5"	"8"	"24"	"7"	"1"	"2"	"14"	"1"	"7"	"14"	"159"	"5"	"24"	"3"	"1"	"2"	"5"	"6"	"662"	""	""
"96"	"80"	"174"	"4"	"1"	"121"	"6"	"12"	"6"	"4"	"9"	"2"	"3"	"5"	"63"	"4"	"6"	"20"	"58"	"1"	"6"	"4"	"0"	"2"	"1"	"10"	"522"	""	""
"97"	"81"	"56"	"2"	"2"	"227"	"16"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"31"	"3"	"1"	"8"	"31"	"1"	"3"	"2"	"2"	"0"	"1"	"1"	"393"	""	""
"98"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	"Total No Of Rejected Votes"	"Total No Of Tender  Votes"
"99"	""	"AJIT KUMAR"	"ANWAR AZAD"	"ABHAY SHANKAR THAKUR"	"MD.ISRAIL"	"SHAHID EQUBAL"	"ARUN SAH"	"KASHI NATH SAHANI"	"CHANDHESHWAR RAI"	"TAIYAB ALI"	"DEVENDRA RAKESH"	"MD.NAUSHAD"	"PREM KUMAR"	"SURESH PRASAD GUPTA"	"SYED NOUSHAD HASHMI"	"AJAY SHANKAR SHARMA"	"AMARDEV SINGH"	"ASHOK KUMAR CHOUDHARY"	"UMESH PASWAN"	"CHANDRAKANTA SHAHI"	"DINESH KUMAR SINGH"	"MD.NASIR"	"MUNNA MAHTO"	"RAJU THAKUR"	"MD.HABIB"	""	""	""
"100"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"
"101"	"82"	"64"	"1"	"4"	"249"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"10"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"342"	""	""
"102"	"83"	"100"	"1"	"2"	"20"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"100"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"232"	""	""
"103"	"84"	"232"	"4"	"7"	"92"	"16"	"14"	"1"	"1"	"5"	"1"	"1"	"3"	"9"	"4"	"15"	"30"	"49"	"6"	"8"	"5"	"1"	"1"	"2"	"4"	"511"	""	""
"104"	"85"	"92"	"9"	"5"	"15"	"12"	"4"	"2"	"0"	"11"	"4"	"3"	"3"	"6"	"3"	"6"	"23"	"132"	"8"	"2"	"2"	"1"	"3"	"3"	"4"	"353"	""	""
"105"	"86"	"37"	"0"	"9"	"286"	"6"	"4"	"5"	"1"	"5"	"2"	"2"	"0"	"3"	"3"	"4"	"6"	"10"	"2"	"3"	"5"	"2"	"1"	"0"	"5"	"401"	""	""
"106"	"87"	"123"	"5"	"3"	"256"	"17"	"2"	"5"	"1"	"9"	"0"	"3"	"3"	"2"	"2"	"2"	"9"	"31"	"1"	"1"	"9"	"5"	"0"	"1"	"5"	"495"	""	""
"107"	"88"	"82"	"5"	"3"	"272"	"8"	"4"	"3"	"1"	"2"	"3"	"0"	"3"	"3"	"4"	"4"	"8"	"61"	"4"	"1"	"4"	"3"	"3"	"0"	"3"	"484"	""	""
"108"	"89"	"17"	"0"	"5"	"403"	"24"	"2"	"3"	"1"	"2"	"1"	"1"	"4"	"22"	"6"	"2"	"19"	"6"	"1"	"2"	"3"	"4"	"1"	"0"	"2"	"531"	""	""
"109"	"90"	"164"	"5"	"1"	"154"	"3"	"11"	"7"	"6"	"7"	"5"	"4"	"2"	"8"	"7"	"11"	"20"	"171"	"2"	"6"	"0"	"4"	"1"	"2"	"6"	"607"	""	""
"110"	"91"	"80"	"0"	"4"	"292"	"6"	"3"	"4"	"4"	"0"	"0"	"2"	"0"	"2"	"1"	"3"	"6"	"14"	"2"	"3"	"3"	"0"	"0"	"3"	"3"	"435"	""	""
