"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"10"	"1"	"119"	"30"	"233"	"3"	"1"	"3"	"2"	"0"	"5"	"50"	"5"	"7"	"5"	"13"	"4"	"23"	"3"	"2"	"4"	"512"
"11"	"2"	"145"	"29"	"290"	"11"	"2"	"4"	"2"	"2"	"3"	"30"	"1"	"3"	"3"	"4"	"7"	"4"	"8"	"6"	"15"	"569"
"12"	"3"	"174"	"20"	"406"	"2"	"7"	"5"	"2"	"2"	"26"	"40"	"1"	"9"	"2"	"15"	"4"	"14"	"29"	"6"	"13"	"777"
"13"	"4"	"253"	"66"	"114"	"5"	"2"	"2"	"1"	"1"	"4"	"21"	"0"	"6"	"8"	"9"	"3"	"31"	"10"	"2"	"6"	"544"
"14"	"5"	"62"	"23"	"262"	"5"	"1"	"2"	"1"	"2"	"3"	"43"	"1"	"8"	"4"	"12"	"9"	"14"	"6"	"2"	"4"	"464"
"15"	"6"	"119"	"115"	"409"	"11"	"2"	"4"	"3"	"2"	"6"	"23"	"3"	"9"	"3"	"11"	"4"	"13"	"15"	"4"	"8"	"764"
"16"	"7"	"78"	"111"	"293"	"4"	"4"	"2"	"2"	"1"	"3"	"29"	"2"	"9"	"5"	"14"	"6"	"4"	"12"	"3"	"6"	"588"
"17"	"8"	"10"	"57"	"231"	"2"	"3"	"2"	"3"	"0"	"1"	"15"	"3"	"5"	"3"	"6"	"3"	"6"	"4"	"1"	"1"	"356"
"18"	"9"	"162"	"158"	"204"	"3"	"1"	"1"	"2"	"1"	"26"	"50"	"7"	"9"	"5"	"10"	"8"	"22"	"13"	"8"	"4"	"694"
"19"	"10"	"70"	"23"	"212"	"5"	"1"	"2"	"2"	"1"	"5"	"23"	"4"	"6"	"5"	"9"	"9"	"18"	"12"	"2"	"12"	"421"
"20"	"11"	"102"	"27"	"210"	"8"	"3"	"3"	"0"	"1"	"4"	"33"	"4"	"6"	"5"	"9"	"7"	"16"	"14"	"4"	"21"	"477"
"21"	"12"	"182"	"30"	"395"	"3"	"4"	"5"	"1"	"1"	"4"	"36"	"3"	"10"	"6"	"15"	"8"	"16"	"12"	"4"	"17"	"752"
"22"	"13"	"299"	"24"	"311"	"9"	"3"	"8"	"8"	"3"	"10"	"47"	"3"	"5"	"6"	"18"	"4"	"15"	"15"	"5"	"15"	"808"
"23"	"14"	"366"	"30"	"66"	"3"	"4"	"2"	"3"	"2"	"4"	"7"	"1"	"2"	"2"	"0"	"3"	"5"	"15"	"1"	"1"	"517"
"24"	"15"	"84"	"43"	"346"	"6"	"4"	"1"	"2"	"0"	"0"	"16"	"0"	"3"	"2"	"2"	"0"	"3"	"3"	"0"	"7"	"522"
"25"	"16"	"169"	"53"	"176"	"3"	"3"	"3"	"2"	"1"	"15"	"21"	"3"	"8"	"2"	"7"	"4"	"7"	"9"	"2"	"3"	"491"
"26"	"17"	"284"	"25"	"189"	"5"	"1"	"1"	"4"	"1"	"5"	"21"	"1"	"2"	"1"	"11"	"1"	"3"	"12"	"2"	"5"	"574"
"27"	"18"	"199"	"137"	"61"	"3"	"3"	"0"	"2"	"0"	"5"	"9"	"0"	"0"	"1"	"0"	"3"	"5"	"1"	"3"	"2"	"434"
"28"	"19"	"206"	"50"	"89"	"0"	"0"	"1"	"1"	"0"	"6"	"10"	"2"	"5"	"4"	"11"	"7"	"22"	"10"	"3"	"4"	"431"
"29"	"20"	"270"	"107"	"196"	"1"	"3"	"2"	"5"	"0"	"3"	"36"	"5"	"1"	"6"	"4"	"6"	"23"	"1"	"0"	"2"	"671"
"30"	"21"	"88"	"56"	"200"	"3"	"3"	"0"	"3"	"2"	"1"	"45"	"1"	"5"	"2"	"5"	"3"	"6"	"2"	"0"	"0"	"425"
"31"	"22"	"178"	"47"	"184"	"2"	"2"	"1"	"3"	"2"	"3"	"43"	"4"	"3"	"4"	"2"	"3"	"3"	"6"	"2"	"3"	"495"
"32"	"23"	"400"	"39"	"76"	"1"	"4"	"2"	"5"	"1"	"3"	"10"	"4"	"2"	"3"	"12"	"6"	"31"	"23"	"2"	"6"	"630"
"33"	"24"	"309"	"75"	"37"	"6"	"1"	"4"	"2"	"0"	"4"	"9"	"0"	"1"	"1"	"5"	"10"	"12"	"5"	"0"	"1"	"482"
"34"	"25"	"123"	"46"	"337"	"6"	"5"	"7"	"24"	"1"	"2"	"79"	"7"	"12"	"5"	"4"	"5"	"10"	"10"	"3"	"5"	"691"
"35"	"26"	"374"	"85"	"234"	"11"	"3"	"4"	"12"	"9"	"4"	"37"	"3"	"6"	"5"	"6"	"1"	"24"	"20"	"3"	"10"	"851"
"36"	"27"	"165"	"207"	"260"	"8"	"5"	"12"	"4"	"2"	"5"	"48"	"5"	"9"	"3"	"2"	"4"	"2"	"12"	"2"	"5"	"760"
"37"	"28"	"56"	"40"	"357"	"7"	"1"	"2"	"7"	"2"	"8"	"71"	"7"	"5"	"7"	"10"	"9"	"20"	"3"	"4"	"10"	"626"
"38"	"29"	"579"	"41"	"156"	"3"	"2"	"3"	"1"	"1"	"5"	"13"	"0"	"1"	"3"	"3"	"3"	"7"	"12"	"6"	"8"	"847"
"39"	"30"	"144"	"24"	"201"	"8"	"1"	"3"	"7"	"2"	"3"	"22"	"4"	"1"	"4"	"5"	"5"	"7"	"31"	"6"	"3"	"481"
"40"	"31"	"183"	"68"	"201"	"2"	"3"	"3"	"5"	"3"	"5"	"21"	"2"	"7"	"0"	"6"	"5"	"6"	"25"	"2"	"4"	"551"
"41"	"32"	"334"	"92"	"190"	"5"	"2"	"4"	"6"	"3"	"12"	"16"	"0"	"2"	"4"	"4"	"3"	"7"	"19"	"6"	"3"	"712"
"42"	"33"	"255"	"63"	"136"	"2"	"4"	"3"	"3"	"3"	"3"	"34"	"2"	"9"	"3"	"3"	"3"	"7"	"36"	"6"	"6"	"581"
"43"	"34"	"217"	"44"	"319"	"12"	"2"	"8"	"0"	"0"	"3"	"28"	"1"	"4"	"3"	"4"	"4"	"5"	"8"	"2"	"1"	"665"
"44"	"35"	"264"	"46"	"366"	"5"	"2"	"2"	"3"	"1"	"3"	"43"	"3"	"10"	"7"	"2"	"3"	"9"	"28"	"10"	"11"	"818"
"45"	"36"	"132"	"23"	"444"	"5"	"2"	"5"	"4"	"1"	"4"	"43"	"4"	"5"	"5"	"3"	"3"	"17"	"13"	"6"	"7"	"726"
"46"	"37"	"23"	"0"	"136"	"2"	"1"	"1"	"0"	"1"	"1"	"16"	"0"	"1"	"0"	"6"	"2"	"0"	"4"	"1"	"3"	"198"
"47"	"38"	"271"	"16"	"258"	"4"	"4"	"1"	"4"	"5"	"8"	"47"	"2"	"9"	"7"	"7"	"4"	"4"	"23"	"4"	"7"	"685"
"48"	"39"	"212"	"10"	"63"	"1"	"0"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"3"	"3"	"7"	"3"	"1"	"4"	"326"
"49"	"40"	"228"	"110"	"134"	"4"	"3"	"4"	"3"	"2"	"3"	"26"	"6"	"8"	"8"	"13"	"8"	"18"	"64"	"8"	"14"	"664"
"50"	"41"	"263"	"58"	"205"	"6"	"5"	"14"	"26"	"1"	"8"	"47"	"2"	"4"	"7"	"6"	"6"	"20"	"2"	"2"	"8"	"690"
"51"	"42"	"212"	"16"	"52"	"2"	"1"	"3"	"8"	"0"	"2"	"13"	"1"	"1"	"0"	"2"	"0"	"5"	"13"	"3"	"2"	"336"
"52"	"43"	"143"	"30"	"352"	"13"	"7"	"10"	"6"	"5"	"6"	"78"	"8"	"11"	"7"	"10"	"5"	"19"	"11"	"3"	"10"	"734"
"53"	"44"	"270"	"29"	"94"	"1"	"0"	"1"	"0"	"0"	"4"	"11"	"0"	"1"	"0"	"1"	"2"	"2"	"6"	"1"	"2"	"425"
"54"	"45"	"275"	"40"	"133"	"2"	"1"	"2"	"4"	"2"	"4"	"19"	"1"	"1"	"2"	"0"	"1"	"3"	"10"	"1"	"0"	"501"
"55"	"46"	"23"	"82"	"174"	"3"	"2"	"2"	"5"	"6"	"2"	"45"	"6"	"6"	"4"	"4"	"5"	"2"	"21"	"3"	"7"	"402"
"56"	"47"	"129"	"65"	"124"	"3"	"2"	"13"	"66"	"7"	"3"	"36"	"5"	"8"	"5"	"19"	"7"	"27"	"9"	"3"	"2"	"533"
"57"	"48"	"89"	"87"	"54"	"1"	"0"	"2"	"2"	"14"	"0"	"17"	"1"	"2"	"0"	"0"	"2"	"3"	"4"	"0"	"2"	"280"
"58"	"49"	"301"	"33"	"280"	"6"	"2"	"1"	"2"	"0"	"7"	"28"	"1"	"12"	"3"	"11"	"3"	"5"	"10"	"1"	"0"	"706"
"59"	"50"	"140"	"26"	"336"	"5"	"6"	"3"	"5"	"4"	"5"	"45"	"6"	"10"	"6"	"9"	"5"	"9"	"14"	"8"	"9"	"651"
"60"	"51"	"60"	"22"	"145"	"3"	"3"	"1"	"1"	"1"	"0"	"10"	"2"	"1"	"0"	"1"	"0"	"0"	"3"	"1"	"1"	"255"
"61"	"52"	"106"	"60"	"136"	"0"	"1"	"4"	"21"	"0"	"8"	"26"	"4"	"4"	"5"	"13"	"7"	"24"	"16"	"2"	"3"	"440"
"62"	"53"	"155"	"41"	"207"	"1"	"2"	"4"	"3"	"0"	"6"	"53"	"4"	"5"	"7"	"7"	"5"	"10"	"12"	"4"	"6"	"532"
"63"	"54"	"300"	"82"	"292"	"11"	"6"	"2"	"5"	"6"	"7"	"60"	"11"	"12"	"10"	"17"	"13"	"45"	"16"	"3"	"13"	"911"
"64"	"55"	"322"	"90"	"249"	"7"	"0"	"3"	"5"	"1"	"5"	"35"	"3"	"8"	"12"	"13"	"7"	"43"	"23"	"7"	"8"	"841"
"65"	"56"	"369"	"17"	"139"	"4"	"0"	"2"	"3"	"0"	"1"	"10"	"1"	"3"	"0"	"5"	"0"	"9"	"15"	"2"	"5"	"585"
"66"	"57"	"231"	"30"	"150"	"2"	"1"	"1"	"3"	"1"	"3"	"16"	"0"	"2"	"3"	"1"	"0"	"9"	"11"	"1"	"5"	"470"
"67"	"57A"	"169"	"11"	"120"	"4"	"0"	"2"	"4"	"4"	"0"	"4"	"1"	"6"	"0"	"4"	"8"	"5"	"4"	"1"	"0"	"347"
"68"	"58"	"393"	"71"	"31"	"0"	"1"	"1"	"10"	"4"	"4"	"6"	"2"	"4"	"6"	"7"	"11"	"24"	"16"	"6"	"3"	"600"
"69"	"59"	"115"	"43"	"181"	"3"	"6"	"8"	"16"	"5"	"8"	"66"	"6"	"7"	"14"	"30"	"6"	"30"	"15"	"4"	"12"	"575"
"70"	"60"	"130"	"48"	"283"	"5"	"2"	"1"	"7"	"1"	"0"	"26"	"5"	"4"	"6"	"2"	"4"	"16"	"13"	"4"	"12"	"569"
"71"	"61"	"140"	"48"	"386"	"3"	"0"	"1"	"1"	"0"	"4"	"34"	"1"	"7"	"3"	"14"	"6"	"13"	"31"	"8"	"28"	"728"
"72"	"62"	"56"	"8"	"340"	"5"	"2"	"7"	"7"	"1"	"17"	"37"	"4"	"9"	"3"	"16"	"0"	"15"	"29"	"12"	"36"	"604"
"73"	"63"	"170"	"11"	"273"	"7"	"3"	"4"	"12"	"1"	"10"	"31"	"2"	"4"	"9"	"26"	"9"	"12"	"28"	"3"	"11"	"626"
"74"	"64"	"57"	"42"	"354"	"10"	"3"	"7"	"23"	"12"	"6"	"79"	"4"	"4"	"10"	"26"	"13"	"24"	"12"	"3"	"19"	"708"
"75"	"65"	"69"	"185"	"215"	"2"	"1"	"4"	"21"	"5"	"5"	"53"	"7"	"8"	"6"	"7"	"8"	"5"	"2"	"4"	"5"	"612"
"76"	"66"	"241"	"67"	"245"	"4"	"3"	"16"	"136"	"2"	"11"	"59"	"7"	"11"	"12"	"15"	"11"	"19"	"43"	"10"	"11"	"923"
"77"	"67"	"42"	"24"	"115"	"4"	"3"	"10"	"81"	"14"	"2"	"22"	"2"	"4"	"0"	"1"	"4"	"3"	"9"	"3"	"5"	"348"
"78"	"68"	"171"	"47"	"49"	"3"	"1"	"24"	"96"	"6"	"5"	"21"	"3"	"7"	"7"	"4"	"5"	"20"	"14"	"5"	"6"	"494"
"79"	"69"	"195"	"42"	"319"	"11"	"4"	"5"	"6"	"3"	"8"	"26"	"7"	"127"	"3"	"19"	"6"	"18"	"8"	"3"	"4"	"814"
"80"	"70"	"133"	"89"	"299"	"1"	"0"	"7"	"25"	"2"	"3"	"31"	"3"	"11"	"2"	"3"	"3"	"5"	"4"	"4"	"3"	"628"
"81"	"70A"	"80"	"21"	"82"	"2"	"2"	"7"	"44"	"1"	"3"	"14"	"3"	"3"	"4"	"7"	"4"	"9"	"5"	"0"	"6"	"297"
"82"	"71"	"74"	"63"	"214"	"4"	"0"	"3"	"11"	"1"	"3"	"27"	"1"	"6"	"2"	"7"	"1"	"2"	"17"	"19"	"8"	"463"
"83"	"72"	"101"	"81"	"69"	"0"	"0"	"4"	"42"	"7"	"8"	"17"	"3"	"4"	"2"	"1"	"1"	"1"	"11"	"3"	"6"	"361"
"84"	"73"	"282"	"45"	"195"	"3"	"0"	"1"	"4"	"2"	"5"	"78"	"2"	"16"	"1"	"4"	"5"	"10"	"17"	"10"	"10"	"690"
"85"	"74"	"137"	"23"	"167"	"1"	"0"	"0"	"10"	"1"	"2"	"21"	"4"	"7"	"2"	"5"	"9"	"12"	"6"	"3"	"7"	"417"
"86"	"75"	"115"	"37"	"163"	"4"	"4"	"4"	"5"	"3"	"5"	"34"	"4"	"6"	"8"	"15"	"7"	"22"	"17"	"9"	"16"	"478"
"87"	"76"	"36"	"38"	"208"	"0"	"3"	"2"	"6"	"19"	"1"	"35"	"2"	"7"	"5"	"10"	"1"	"5"	"11"	"3"	"8"	"400"
"88"	"77"	"407"	"26"	"205"	"8"	"4"	"1"	"13"	"0"	"5"	"20"	"2"	"6"	"3"	"4"	"7"	"12"	"16"	"9"	"13"	"761"
"89"	"78"	"365"	"26"	"81"	"6"	"3"	"1"	"6"	"2"	"2"	"10"	"0"	"3"	"1"	"1"	"1"	"6"	"6"	"2"	"3"	"525"
"90"	"79"	"183"	"63"	"116"	"7"	"7"	"4"	"11"	"1"	"5"	"23"	"6"	"4"	"3"	"4"	"5"	"8"	"12"	"5"	"4"	"471"
"91"	"80"	"186"	"38"	"156"	"7"	"1"	"3"	"4"	"1"	"6"	"27"	"5"	"4"	"7"	"11"	"2"	"11"	"16"	"1"	"5"	"491"
"92"	"81"	"128"	"6"	"88"	"2"	"5"	"0"	"1"	"0"	"4"	"24"	"3"	"0"	"1"	"9"	"2"	"8"	"15"	"0"	"2"	"298"
"93"	"81A"	"95"	"13"	"220"	"4"	"4"	"2"	"6"	"0"	"4"	"14"	"2"	"4"	"2"	"18"	"0"	"4"	"10"	"3"	"15"	"420"
"94"	"82"	"52"	"10"	"494"	"9"	"3"	"1"	"8"	"2"	"14"	"14"	"7"	"2"	"3"	"17"	"2"	"4"	"10"	"0"	"4"	"656"
"95"	"83"	"33"	"7"	"409"	"5"	"1"	"3"	"4"	"0"	"2"	"8"	"1"	"0"	"0"	"7"	"3"	"1"	"5"	"0"	"1"	"490"
"96"	"83A"	"19"	"13"	"334"	"6"	"0"	"1"	"8"	"1"	"3"	"7"	"1"	"3"	"2"	"4"	"2"	"9"	"3"	"1"	"7"	"424"
"97"	"84"	"38"	"9"	"393"	"2"	"2"	"1"	"0"	"0"	"7"	"7"	"3"	"4"	"1"	"14"	"3"	"9"	"6"	"2"	"5"	"506"
"98"	"85"	"11"	"5"	"156"	"3"	"0"	"1"	"1"	"0"	"7"	"7"	"0"	"1"	"6"	"16"	"4"	"12"	"5"	"1"	"10"	"246"
"99"	"86"	"149"	"10"	"225"	"4"	"2"	"0"	"2"	"2"	"5"	"4"	"0"	"0"	"0"	"2"	"2"	"2"	"4"	"2"	"0"	"415"
"100"	"86A"	"135"	"7"	"290"	"5"	"3"	"2"	"3"	"1"	"7"	"12"	"4"	"4"	"4"	"14"	"2"	"17"	"8"	"4"	"20"	"542"
"101"	"87"	"196"	"18"	"336"	"3"	"3"	"4"	"4"	"3"	"10"	"24"	"5"	"6"	"1"	"12"	"0"	"21"	"38"	"7"	"19"	"710"
"102"	"88"	"279"	"44"	"347"	"5"	"3"	"2"	"2"	"0"	"5"	"13"	"1"	"3"	"2"	"4"	"2"	"6"	"7"	"5"	"3"	"733"
"103"	"89"	"115"	"29"	"253"	"5"	"2"	"3"	"2"	"2"	"3"	"54"	"1"	"6"	"6"	"16"	"5"	"11"	"27"	"9"	"17"	"566"
"104"	"90"	"208"	"36"	"67"	"5"	"5"	"2"	"1"	"0"	"5"	"10"	"4"	"3"	"3"	"2"	"2"	"4"	"17"	"7"	"2"	"383"
"105"	"91"	"56"	"17"	"317"	"5"	"1"	"1"	"2"	"0"	"2"	"24"	"0"	"1"	"1"	"3"	"1"	"2"	"9"	"1"	"1"	"444"
"106"	"92"	"16"	"40"	"372"	"5"	"1"	"0"	"0"	"0"	"8"	"46"	"3"	"6"	"11"	"34"	"6"	"16"	"10"	"2"	"19"	"595"
"107"	"93"	"261"	"36"	"335"	"6"	"5"	"12"	"11"	"3"	"5"	"26"	"3"	"5"	"4"	"7"	"8"	"15"	"95"	"7"	"7"	"851"
"108"	"94"	"108"	"56"	"277"	"10"	"4"	"5"	"9"	"2"	"7"	"31"	"6"	"4"	"4"	"15"	"2"	"8"	"23"	"2"	"4"	"577"
"109"	"95"	"92"	"33"	"289"	"8"	"3"	"4"	"6"	"0"	"11"	"53"	"10"	"8"	"6"	"9"	"4"	"12"	"19"	"4"	"4"	"575"
"110"	"96"	"173"	"24"	"226"	"3"	"0"	"2"	"5"	"1"	"10"	"36"	"4"	"5"	"3"	"5"	"0"	"20"	"1"	"2"	"2"	"522"
"111"	"97"	"88"	"18"	"152"	"5"	"2"	"3"	"10"	"276"	"17"	"21"	"4"	"7"	"5"	"11"	"20"	"26"	"7"	"4"	"7"	"683"
"112"	"98"	"158"	"26"	"208"	"3"	"5"	"2"	"11"	"202"	"7"	"29"	"4"	"1"	"1"	"2"	"8"	"8"	"7"	"5"	"3"	"690"
"113"	"99"	"191"	"4"	"104"	"3"	"2"	"1"	"0"	"1"	"4"	"6"	"1"	"8"	"11"	"12"	"0"	"21"	"13"	"0"	"2"	"384"
"114"	"100"	"69"	"39"	"220"	"4"	"2"	"2"	"8"	"8"	"14"	"42"	"4"	"6"	"5"	"12"	"4"	"6"	"21"	"2"	"4"	"472"
"115"	"101"	"205"	"17"	"149"	"1"	"1"	"1"	"9"	"3"	"3"	"19"	"4"	"10"	"10"	"24"	"5"	"19"	"7"	"1"	"3"	"491"
"116"	"102"	"145"	"49"	"175"	"4"	"4"	"3"	"24"	"5"	"5"	"25"	"6"	"5"	"8"	"16"	"4"	"21"	"32"	"2"	"3"	"536"
"117"	"103"	"324"	"10"	"82"	"1"	"4"	"11"	"102"	"5"	"7"	"17"	"11"	"5"	"3"	"7"	"3"	"10"	"29"	"0"	"1"	"632"
"118"	"104"	"269"	"13"	"94"	"4"	"3"	"0"	"8"	"23"	"4"	"32"	"1"	"2"	"4"	"2"	"6"	"16"	"9"	"2"	"5"	"497"
"119"	"105"	"101"	"74"	"36"	"2"	"1"	"2"	"16"	"5"	"3"	"18"	"4"	"1"	"0"	"1"	"1"	"7"	"8"	"2"	"1"	"283"
"120"	"106"	"127"	"44"	"186"	"2"	"4"	"7"	"14"	"6"	"8"	"40"	"3"	"5"	"4"	"8"	"7"	"23"	"13"	"4"	"13"	"518"
"121"	"107"	"268"	"23"	"189"	"11"	"5"	"6"	"4"	"9"	"7"	"46"	"7"	"17"	"8"	"7"	"5"	"22"	"29"	"8"	"15"	"686"
"122"	"108"	"99"	"14"	"236"	"2"	"3"	"0"	"3"	"1"	"0"	"30"	"4"	"4"	"2"	"4"	"0"	"12"	"41"	"3"	"5"	"463"
"123"	"109"	"138"	"19"	"284"	"2"	"3"	"1"	"1"	"1"	"5"	"19"	"2"	"4"	"4"	"4"	"2"	"1"	"18"	"0"	"2"	"510"
"124"	"110"	"63"	"31"	"282"	"13"	"4"	"1"	"4"	"5"	"7"	"63"	"4"	"6"	"11"	"50"	"7"	"23"	"9"	"1"	"3"	"587"
"125"	"111"	"235"	"9"	"11"	"2"	"1"	"2"	"1"	"1"	"4"	"9"	"1"	"5"	"4"	"4"	"6"	"29"	"23"	"3"	"6"	"356"
"126"	"112"	"291"	"37"	"124"	"5"	"4"	"4"	"1"	"1"	"6"	"22"	"1"	"4"	"1"	"8"	"3"	"9"	"23"	"4"	"7"	"555"
"127"	"113"	"17"	"6"	"113"	"1"	"0"	"3"	"0"	"0"	"1"	"13"	"2"	"3"	"1"	"9"	"0"	"4"	"2"	"0"	"2"	"177"
"128"	"114"	"192"	"8"	"52"	"0"	"0"	"7"	"0"	"1"	"2"	"28"	"1"	"1"	"1"	"2"	"3"	"7"	"13"	"1"	"0"	"319"
"129"	"115"	"269"	"20"	"258"	"0"	"1"	"17"	"4"	"1"	"4"	"42"	"0"	"5"	"6"	"5"	"2"	"10"	"36"	"6"	"14"	"700"
"130"	"116"	"59"	"52"	"271"	"12"	"3"	"1"	"4"	"5"	"3"	"49"	"5"	"3"	"6"	"13"	"4"	"15"	"7"	"3"	"5"	"520"
"131"	"117"	"19"	"64"	"336"	"4"	"1"	"2"	"0"	"30"	"4"	"41"	"5"	"5"	"6"	"17"	"4"	"12"	"7"	"3"	"4"	"564"
"132"	"118"	"320"	"29"	"250"	"11"	"3"	"4"	"3"	"3"	"6"	"41"	"6"	"13"	"3"	"14"	"2"	"11"	"15"	"5"	"8"	"747"
"133"	"119"	"171"	"17"	"345"	"4"	"4"	"3"	"3"	"2"	"3"	"71"	"6"	"10"	"3"	"6"	"2"	"6"	"12"	"2"	"7"	"677"
"134"	"120"	"50"	"9"	"284"	"7"	"4"	"3"	"2"	"0"	"4"	"50"	"8"	"8"	"8"	"13"	"2"	"29"	"2"	"5"	"8"	"496"
"135"	"121"	"80"	"11"	"304"	"10"	"2"	"7"	"5"	"2"	"5"	"33"	"8"	"4"	"4"	"11"	"2"	"4"	"7"	"4"	"8"	"511"
"136"	"122"	"92"	"31"	"337"	"4"	"1"	"1"	"1"	"0"	"2"	"26"	"1"	"1"	"3"	"6"	"1"	"4"	"3"	"1"	"4"	"519"
"137"	"123"	"115"	"39"	"338"	"6"	"3"	"0"	"2"	"2"	"6"	"54"	"5"	"10"	"10"	"26"	"5"	"33"	"11"	"2"	"14"	"681"
"138"	"124"	"36"	"5"	"78"	"0"	"0"	"2"	"4"	"0"	"2"	"12"	"1"	"2"	"2"	"5"	"0"	"5"	"0"	"0"	"5"	"159"
"139"	"125"	"9"	"18"	"198"	"4"	"2"	"1"	"17"	"1"	"2"	"29"	"2"	"7"	"1"	"11"	"0"	"8"	"7"	"4"	"10"	"331"
"140"	"126"	"37"	"30"	"284"	"4"	"1"	"1"	"11"	"1"	"5"	"19"	"2"	"7"	"8"	"23"	"3"	"16"	"2"	"2"	"7"	"463"
"141"	"127"	"137"	"40"	"211"	"3"	"0"	"2"	"0"	"4"	"3"	"32"	"1"	"6"	"4"	"8"	"2"	"10"	"7"	"3"	"5"	"478"
"142"	"128"	"345"	"28"	"86"	"3"	"1"	"3"	"4"	"5"	"4"	"4"	"2"	"1"	"1"	"3"	"2"	"3"	"7"	"1"	"3"	"506"
"143"	"129"	"150"	"17"	"198"	"6"	"1"	"4"	"5"	"3"	"2"	"16"	"3"	"4"	"0"	"7"	"1"	"4"	"4"	"2"	"4"	"431"
"144"	"130"	"48"	"24"	"198"	"0"	"2"	"4"	"4"	"2"	"4"	"42"	"4"	"3"	"1"	"8"	"1"	"2"	"11"	"3"	"5"	"366"
"145"	"131"	"241"	"40"	"181"	"2"	"4"	"4"	"5"	"2"	"6"	"52"	"7"	"7"	"5"	"8"	"4"	"16"	"36"	"5"	"8"	"633"
"146"	"132"	"138"	"15"	"68"	"5"	"2"	"0"	"2"	"2"	"7"	"16"	"2"	"3"	"3"	"5"	"1"	"12"	"15"	"3"	"4"	"303"
"147"	"133"	"273"	"19"	"8"	"4"	"1"	"0"	"0"	"1"	"6"	"2"	"5"	"1"	"2"	"1"	"2"	"12"	"38"	"4"	"1"	"380"
"148"	"134"	"187"	"8"	"10"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"5"	"7"	"0"	"1"	"225"
"149"	"135"	"257"	"14"	"72"	"3"	"3"	"2"	"1"	"3"	"2"	"33"	"1"	"11"	"6"	"10"	"7"	"58"	"12"	"2"	"5"	"502"
"150"	"136"	"288"	"16"	"128"	"3"	"5"	"1"	"5"	"2"	"2"	"25"	"2"	"2"	"4"	"7"	"2"	"13"	"8"	"0"	"4"	"517"
"151"	"137"	"169"	"9"	"138"	"0"	"1"	"0"	"1"	"1"	"1"	"12"	"2"	"5"	"2"	"9"	"4"	"8"	"5"	"1"	"4"	"372"
"152"	"138"	"197"	"9"	"84"	"4"	"2"	"0"	"3"	"0"	"2"	"5"	"3"	"2"	"0"	"2"	"2"	"4"	"15"	"1"	"5"	"340"
"153"	"139"	"32"	"27"	"87"	"2"	"1"	"1"	"2"	"1"	"5"	"15"	"0"	"1"	"3"	"3"	"3"	"4"	"3"	"0"	"3"	"193"
"154"	"140"	"299"	"88"	"215"	"9"	"4"	"1"	"2"	"6"	"15"	"21"	"5"	"13"	"2"	"11"	"3"	"16"	"38"	"12"	"23"	"783"
