"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"34"	"27"	"6"	"91"	"8"	"2"	"55"	"2"	"1"	"2"	"3"	"10"	"6"	"15"	"12"	"90"	"12"	"315"
"35"	"28"	"10"	"102"	"16"	"7"	"78"	"7"	"1"	"3"	"3"	"14"	"10"	"178"	"8"	"59"	"12"	"508"
"36"	"29"	"27"	"225"	"40"	"6"	"43"	"1"	"4"	"2"	"5"	"7"	"7"	"71"	"10"	"8"	"19"	"475"
"37"	"30"	"13"	"183"	"24"	"4"	"11"	"1"	"5"	"3"	"2"	"18"	"8"	"257"	"20"	"46"	"18"	"613"
"38"	"31"	"16"	"90"	"15"	"9"	"23"	"3"	"1"	"7"	"4"	"18"	"13"	"294"	"11"	"149"	"6"	"659"
"39"	"32"	"13"	"106"	"36"	"4"	"51"	"6"	"1"	"2"	"2"	"18"	"9"	"96"	"11"	"74"	"8"	"437"
"40"	"33"	"23"	"172"	"8"	"2"	"86"	"2"	"2"	"5"	"3"	"3"	"4"	"130"	"6"	"4"	"10"	"460"
"41"	"34"	"10"	"87"	"6"	"1"	"70"	"9"	"2"	"5"	"4"	"28"	"12"	"123"	"16"	"244"	"17"	"634"
"42"	"35"	"5"	"18"	"24"	"1"	"71"	"12"	"1"	"0"	"7"	"23"	"1"	"6"	"1"	"176"	"3"	"349"
"43"	"36"	"7"	"62"	"9"	"3"	"65"	"4"	"1"	"3"	"10"	"40"	"13"	"45"	"9"	"264"	"20"	"555"
"44"	"37"	"17"	"88"	"16"	"5"	"168"	"15"	"2"	"2"	"15"	"55"	"15"	"66"	"5"	"95"	"12"	"576"
"45"	"38"	"27"	"36"	"4"	"2"	"14"	"0"	"1"	"0"	"7"	"7"	"6"	"49"	"10"	"18"	"8"	"189"
"46"	"39"	"89"	"346"	"23"	"0"	"18"	"0"	"1"	"0"	"1"	"1"	"7"	"157"	"9"	"4"	"8"	"664"
"47"	"40"	"40"	"201"	"12"	"1"	"31"	"43"	"2"	"1"	"0"	"2"	"1"	"100"	"3"	"9"	"2"	"448"
"48"	"41"	"40"	"35"	"22"	"3"	"137"	"11"	"3"	"1"	"3"	"29"	"8"	"66"	"5"	"95"	"17"	"475"
"49"	"42"	"29"	"190"	"30"	"2"	"52"	"3"	"3"	"0"	"7"	"7"	"5"	"63"	"5"	"8"	"59"	"463"
"50"	"43"	"16"	"211"	"25"	"0"	"39"	"2"	"0"	"0"	"0"	"3"	"3"	"79"	"12"	"11"	"31"	"432"
"51"	"44"	"41"	"318"	"16"	"2"	"66"	"28"	"7"	"2"	"9"	"23"	"5"	"146"	"11"	"104"	"39"	"817"
"52"	"45"	"17"	"199"	"6"	"1"	"27"	"2"	"1"	"0"	"0"	"1"	"2"	"36"	"6"	"8"	"4"	"310"
"53"	"46"	"25"	"333"	"28"	"4"	"177"	"10"	"0"	"3"	"5"	"32"	"10"	"36"	"5"	"121"	"16"	"805"
"54"	"47"	"7"	"254"	"18"	"0"	"25"	"1"	"0"	"1"	"0"	"0"	"1"	"18"	"0"	"9"	"5"	"339"
"55"	"48"	"16"	"300"	"14"	"2"	"105"	"2"	"0"	"2"	"4"	"7"	"10"	"19"	"4"	"12"	"25"	"522"
"56"	"49"	"10"	"386"	"17"	"0"	"61"	"5"	"0"	"3"	"6"	"7"	"8"	"115"	"7"	"14"	"20"	"659"
"57"	"50"	"27"	"163"	"14"	"9"	"92"	"11"	"5"	"6"	"4"	"3"	"16"	"315"	"14"	"5"	"13"	"697"
"58"	"51"	"12"	"30"	"10"	"6"	"218"	"9"	"5"	"2"	"10"	"20"	"13"	"275"	"6"	"9"	"13"	"638"
"59"	"52"	"5"	"83"	"33"	"2"	"225"	"3"	"3"	"0"	"7"	"14"	"2"	"24"	"1"	"4"	"6"	"412"
"60"	"53"	"22"	"269"	"136"	"2"	"28"	"2"	"1"	"0"	"2"	"10"	"3"	"41"	"12"	"15"	"13"	"556"
"61"	"54"	"29"	"224"	"92"	"16"	"150"	"6"	"4"	"4"	"9"	"21"	"16"	"92"	"12"	"33"	"43"	"751"
"62"	"55"	"24"	"232"	"73"	"11"	"60"	"5"	"0"	"4"	"2"	"8"	"3"	"208"	"14"	"16"	"9"	"669"
"63"	"56"	"4"	"239"	"39"	"0"	"65"	"5"	"0"	"2"	"2"	"1"	"7"	"35"	"6"	"10"	"9"	"424"
"64"	"57"	"11"	"221"	"31"	"1"	"48"	"1"	"0"	"0"	"5"	"4"	"0"	"61"	"4"	"10"	"5"	"402"
"65"	"58"	"22"	"181"	"84"	"1"	"50"	"0"	"1"	"1"	"4"	"3"	"3"	"62"	"6"	"0"	"2"	"420"
"66"	"59"	"17"	"161"	"29"	"3"	"100"	"3"	"1"	"3"	"2"	"8"	"12"	"42"	"5"	"7"	"7"	"400"
"67"	"60"	"13"	"227"	"43"	"4"	"117"	"4"	"0"	"3"	"7"	"9"	"9"	"64"	"5"	"11"	"10"	"526"
"68"	"61"	"28"	"191"	"15"	"2"	"209"	"3"	"2"	"2"	"9"	"14"	"23"	"33"	"15"	"24"	"6"	"576"
"69"	"62"	"9"	"226"	"30"	"0"	"73"	"0"	"0"	"3"	"3"	"6"	"3"	"37"	"3"	"4"	"4"	"401"
"70"	"63"	"11"	"284"	"26"	"0"	"72"	"0"	"0"	"2"	"8"	"2"	"2"	"65"	"6"	"2"	"2"	"482"
"71"	"64"	"4"	"163"	"32"	"1"	"238"	"3"	"5"	"1"	"10"	"14"	"4"	"32"	"6"	"14"	"9"	"536"
"72"	"65"	"19"	"183"	"11"	"1"	"64"	"3"	"0"	"1"	"0"	"2"	"3"	"41"	"5"	"5"	"12"	"350"
"73"	"66"	"35"	"142"	"12"	"0"	"152"	"5"	"5"	"9"	"8"	"9"	"16"	"167"	"7"	"6"	"17"	"590"
"74"	"67"	"30"	"175"	"19"	"3"	"42"	"2"	"1"	"3"	"14"	"3"	"10"	"281"	"9"	"20"	"8"	"620"
"75"	"68"	"15"	"238"	"16"	"0"	"37"	"0"	"1"	"1"	"1"	"0"	"0"	"29"	"1"	"0"	"3"	"342"
"76"	"69"	"30"	"598"	"24"	"4"	"42"	"4"	"0"	"0"	"3"	"3"	"3"	"68"	"16"	"32"	"19"	"846"
"77"	"70"	"12"	"179"	"6"	"5"	"510"	"13"	"1"	"4"	"8"	"26"	"32"	"51"	"9"	"25"	"19"	"900"
"78"	"71"	"19"	"370"	"12"	"3"	"147"	"5"	"3"	"3"	"2"	"8"	"8"	"105"	"11"	"17"	"9"	"722"
"79"	"72"	"21"	"517"	"22"	"4"	"43"	"3"	"2"	"2"	"1"	"3"	"5"	"83"	"12"	"7"	"15"	"740"
"80"	"73"	"2"	"243"	"5"	"2"	"47"	"0"	"1"	"1"	"4"	"2"	"3"	"67"	"9"	"7"	"9"	"402"
"81"	"74"	"7"	"291"	"5"	"0"	"7"	"0"	"0"	"0"	"0"	"1"	"1"	"11"	"5"	"8"	"5"	"341"
"82"	"75"	"34"	"254"	"9"	"4"	"137"	"9"	"2"	"5"	"12"	"18"	"14"	"154"	"6"	"18"	"10"	"686"
"83"	"76"	"19"	"238"	"10"	"5"	"146"	"3"	"4"	"2"	"2"	"8"	"14"	"192"	"22"	"14"	"17"	"696"
"84"	"77"	"19"	"206"	"13"	"4"	"196"	"10"	"2"	"2"	"4"	"10"	"11"	"32"	"9"	"12"	"12"	"542"
"85"	"78"	"15"	"83"	"7"	"229"	"229"	"2"	"3"	"4"	"8"	"19"	"16"	"38"	"10"	"12"	"11"	"686"
"86"	"79"	"18"	"121"	"23"	"157"	"259"	"6"	"6"	"5"	"14"	"27"	"32"	"100"	"20"	"16"	"24"	"828"
"87"	"80"	"19"	"269"	"13"	"19"	"165"	"4"	"1"	"3"	"4"	"22"	"5"	"40"	"4"	"59"	"21"	"648"
"88"	"81"	"26"	"298"	"6"	"1"	"27"	"1"	"0"	"1"	"0"	"4"	"0"	"13"	"2"	"0"	"3"	"382"
"89"	"82"	"24"	"312"	"48"	"7"	"75"	"3"	"3"	"5"	"4"	"12"	"10"	"66"	"16"	"9"	"14"	"608"
"90"	"83"	"13"	"60"	"25"	"12"	"104"	"23"	"5"	"2"	"4"	"86"	"13"	"41"	"9"	"404"	"25"	"826"
"91"	"84"	"14"	"52"	"6"	"2"	"13"	"3"	"1"	"2"	"0"	"40"	"1"	"19"	"3"	"252"	"8"	"416"
"92"	"85"	"31"	"388"	"9"	"0"	"80"	"3"	"2"	"4"	"6"	"7"	"16"	"52"	"7"	"14"	"23"	"642"
"93"	"86"	"114"	"277"	"21"	"0"	"31"	"0"	"2"	"5"	"2"	"1"	"7"	"65"	"4"	"9"	"18"	"556"
"94"	"87"	"18"	"437"	"20"	"1"	"21"	"1"	"1"	"5"	"8"	"1"	"20"	"164"	"15"	"30"	"20"	"762"
"95"	"88"	"17"	"237"	"5"	"5"	"9"	"0"	"1"	"2"	"0"	"1"	"7"	"217"	"6"	"3"	"2"	"512"
"96"	"89"	"2"	"261"	"4"	"0"	"6"	"0"	"0"	"1"	"1"	"1"	"1"	"121"	"9"	"4"	"6"	"417"
"97"	"90"	"14"	"228"	"30"	"5"	"82"	"4"	"2"	"4"	"2"	"5"	"11"	"233"	"10"	"11"	"7"	"648"
"98"	"91"	"10"	"193"	"22"	"3"	"44"	"2"	"2"	"2"	"1"	"2"	"1"	"57"	"3"	"4"	"13"	"359"
"99"	"92"	"23"	"394"	"69"	"7"	"31"	"2"	"0"	"3"	"5"	"3"	"3"	"27"	"17"	"10"	"15"	"609"
"100"	"93"	"14"	"237"	"37"	"7"	"46"	"5"	"0"	"1"	"11"	"3"	"0"	"15"	"6"	"14"	"5"	"401"
"101"	"94"	"56"	"268"	"20"	"33"	"194"	"11"	"9"	"4"	"2"	"10"	"8"	"40"	"6"	"12"	"13"	"686"
"102"	"95"	"99"	"213"	"11"	"5"	"90"	"5"	"2"	"8"	"8"	"11"	"11"	"115"	"11"	"11"	"30"	"630"
"103"	"96"	"76"	"84"	"4"	"5"	"346"	"10"	"1"	"1"	"7"	"17"	"22"	"102"	"8"	"19"	"28"	"730"
"104"	"97"	"21"	"458"	"9"	"3"	"6"	"0"	"2"	"1"	"0"	"4"	"4"	"44"	"16"	"9"	"25"	"602"
"105"	"98"	"17"	"380"	"8"	"5"	"152"	"4"	"1"	"1"	"0"	"5"	"6"	"21"	"3"	"8"	"28"	"639"
"106"	"99"	"15"	"647"	"7"	"0"	"5"	"0"	"0"	"1"	"0"	"2"	"1"	"12"	"7"	"12"	"16"	"725"
"107"	"100"	"18"	"350"	"16"	"40"	"120"	"5"	"1"	"1"	"1"	"6"	"13"	"33"	"6"	"10"	"12"	"632"
"108"	"101"	"12"	"27"	"1"	"1"	"215"	"9"	"1"	"1"	"4"	"7"	"5"	"3"	"1"	"4"	"59"	"350"
"109"	"102"	"11"	"158"	"5"	"8"	"426"	"11"	"0"	"1"	"4"	"13"	"24"	"23"	"9"	"7"	"214"	"914"
"110"	"103"	"26"	"327"	"30"	"4"	"37"	"4"	"1"	"2"	"3"	"4"	"5"	"13"	"7"	"10"	"123"	"596"
"111"	"104"	"4"	"122"	"6"	"2"	"4"	"0"	"1"	"0"	"1"	"0"	"4"	"9"	"3"	"10"	"103"	"269"
"112"	"105"	"15"	"42"	"6"	"8"	"308"	"8"	"2"	"3"	"7"	"35"	"29"	"65"	"18"	"27"	"268"	"841"
"113"	"106"	"15"	"71"	"26"	"6"	"204"	"5"	"0"	"4"	"6"	"8"	"13"	"46"	"8"	"4"	"25"	"441"
"114"	"106A"	"5"	"40"	"9"	"3"	"253"	"6"	"2"	"2"	"11"	"14"	"16"	"52"	"4"	"8"	"16"	"441"
"115"	"107"	"9"	"26"	"2"	"5"	"185"	"13"	"3"	"1"	"7"	"17"	"20"	"23"	"2"	"9"	"87"	"409"
"116"	"108"	"7"	"323"	"21"	"4"	"52"	"3"	"0"	"4"	"13"	"2"	"1"	"56"	"15"	"11"	"9"	"521"
"117"	"109"	"16"	"380"	"17"	"1"	"83"	"0"	"1"	"3"	"2"	"4"	"2"	"47"	"9"	"12"	"2"	"579"
"118"	"110"	"10"	"157"	"24"	"0"	"69"	"1"	"0"	"0"	"1"	"2"	"0"	"24"	"4"	"3"	"0"	"295"
"119"	"111"	"6"	"208"	"18"	"0"	"57"	"1"	"0"	"1"	"0"	"2"	"0"	"27"	"5"	"3"	"0"	"328"
"120"	"112"	"8"	"229"	"29"	"3"	"182"	"6"	"1"	"0"	"2"	"6"	"3"	"47"	"5"	"12"	"7"	"540"
"121"	"113"	"1"	"190"	"24"	"0"	"73"	"2"	"0"	"0"	"0"	"1"	"1"	"49"	"0"	"8"	"2"	"351"
"122"	"114"	"6"	"147"	"14"	"0"	"16"	"1"	"0"	"0"	"1"	"0"	"1"	"19"	"3"	"1"	"1"	"210"
"123"	"115"	"12"	"300"	"23"	"3"	"276"	"6"	"0"	"3"	"4"	"14"	"9"	"46"	"9"	"16"	"6"	"727"
"124"	"116"	"19"	"357"	"11"	"2"	"121"	"3"	"1"	"2"	"4"	"12"	"9"	"90"	"19"	"30"	"27"	"707"
"125"	"117"	"8"	"95"	"13"	"1"	"112"	"1"	"0"	"0"	"2"	"3"	"8"	"17"	"4"	"10"	"6"	"280"
"126"	"118"	"10"	"316"	"17"	"0"	"56"	"2"	"0"	"2"	"9"	"30"	"2"	"40"	"2"	"194"	"12"	"692"
"127"	"119"	"4"	"161"	"14"	"1"	"159"	"2"	"1"	"4"	"5"	"17"	"7"	"15"	"3"	"110"	"14"	"517"
"128"	"120"	"18"	"436"	"22"	"0"	"29"	"6"	"0"	"2"	"2"	"5"	"2"	"30"	"0"	"21"	"5"	"578"
"129"	"121"	"11"	"149"	"6"	"1"	"10"	"2"	"1"	"0"	"6"	"3"	"0"	"14"	"1"	"22"	"2"	"228"
"130"	"122"	"11"	"456"	"11"	"2"	"70"	"6"	"0"	"0"	"25"	"1"	"1"	"28"	"2"	"24"	"1"	"638"
"131"	"123"	"13"	"349"	"17"	"0"	"79"	"3"	"1"	"1"	"18"	"3"	"5"	"32"	"5"	"13"	"3"	"542"
"132"	"124"	"11"	"174"	"8"	"2"	"75"	"8"	"1"	"2"	"10"	"58"	"4"	"31"	"7"	"408"	"19"	"818"
"133"	"125"	"3"	"240"	"38"	"1"	"78"	"5"	"0"	"2"	"5"	"18"	"2"	"24"	"7"	"129"	"2"	"554"
"134"	"126"	"4"	"183"	"16"	"0"	"28"	"0"	"0"	"0"	"5"	"5"	"0"	"20"	"3"	"12"	"2"	"278"
"135"	"127"	"5"	"396"	"15"	"2"	"65"	"0"	"1"	"1"	"10"	"4"	"0"	"57"	"0"	"11"	"2"	"569"
"136"	"128"	"6"	"386"	"14"	"1"	"52"	"0"	"1"	"1"	"11"	"1"	"1"	"39"	"4"	"4"	"2"	"523"
"137"	"129"	"8"	"272"	"12"	"3"	"89"	"4"	"1"	"0"	"1"	"8"	"3"	"36"	"1"	"41"	"0"	"479"
"138"	"130"	"9"	"383"	"25"	"1"	"45"	"0"	"1"	"0"	"4"	"1"	"2"	"36"	"0"	"0"	"4"	"511"
"139"	"131"	"11"	"333"	"24"	"1"	"74"	"0"	"0"	"0"	"11"	"5"	"1"	"86"	"2"	"27"	"9"	"584"
"140"	"132"	"5"	"210"	"12"	"4"	"118"	"3"	"2"	"1"	"10"	"16"	"5"	"43"	"3"	"110"	"8"	"550"
"141"	"133"	"8"	"368"	"10"	"1"	"66"	"3"	"1"	"3"	"0"	"4"	"4"	"48"	"2"	"19"	"4"	"541"
"142"	"134"	"18"	"422"	"12"	"2"	"138"	"5"	"2"	"1"	"4"	"6"	"4"	"30"	"5"	"14"	"13"	"676"
"143"	"135"	"14"	"397"	"10"	"2"	"76"	"1"	"0"	"2"	"4"	"12"	"11"	"34"	"8"	"21"	"10"	"602"
"144"	"136"	"21"	"369"	"17"	"5"	"186"	"5"	"1"	"3"	"6"	"13"	"9"	"32"	"8"	"35"	"15"	"725"
"145"	"137"	"10"	"190"	"14"	"0"	"58"	"5"	"0"	"0"	"5"	"9"	"4"	"7"	"2"	"64"	"7"	"375"
"146"	"138"	"3"	"157"	"18"	"0"	"24"	"0"	"1"	"1"	"8"	"6"	"0"	"12"	"1"	"16"	"3"	"250"
"147"	"139"	"5"	"213"	"13"	"3"	"63"	"0"	"1"	"0"	"1"	"3"	"1"	"12"	"3"	"36"	"4"	"358"
"148"	"140"	"5"	"111"	"15"	"1"	"15"	"25"	"0"	"0"	"7"	"14"	"5"	"12"	"2"	"106"	"9"	"327"
"149"	"141"	"12"	"366"	"27"	"0"	"39"	"1"	"0"	"1"	"1"	"1"	"0"	"36"	"1"	"5"	"2"	"492"
"150"	"142"	"9"	"268"	"17"	"0"	"39"	"2"	"0"	"0"	"3"	"1"	"0"	"17"	"0"	"2"	"1"	"359"
"151"	"143"	"7"	"53"	"643"	"7"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"15"	"3"	"0"	"0"	"734"
"152"	"144"	"15"	"82"	"38"	"6"	"189"	"3"	"3"	"2"	"1"	"12"	"4"	"12"	"2"	"20"	"4"	"393"
"153"	"145"	"5"	"98"	"98"	"4"	"314"	"11"	"5"	"6"	"11"	"26"	"37"	"59"	"7"	"26"	"16"	"723"
"154"	"146"	"16"	"333"	"72"	"2"	"208"	"2"	"4"	"3"	"4"	"16"	"11"	"36"	"11"	"19"	"23"	"760"
"155"	"147"	"10"	"469"	"69"	"10"	"61"	"3"	"1"	"1"	"2"	"4"	"7"	"13"	"5"	"17"	"13"	"685"
"156"	"148"	"8"	"46"	"3"	"1"	"436"	"1"	"6"	"1"	"4"	"11"	"15"	"27"	"0"	"1"	"4"	"564"
"157"	"149"	"34"	"106"	"4"	"10"	"350"	"9"	"4"	"3"	"13"	"23"	"39"	"149"	"13"	"13"	"19"	"789"
"158"	"150"	"11"	"313"	"39"	"2"	"14"	"0"	"3"	"0"	"0"	"0"	"3"	"36"	"1"	"3"	"5"	"430"
"159"	"151"	"13"	"201"	"45"	"1"	"10"	"0"	"0"	"0"	"1"	"1"	"1"	"63"	"1"	"6"	"8"	"351"
"160"	"152"	"32"	"440"	"8"	"2"	"44"	"1"	"1"	"5"	"3"	"2"	"9"	"69"	"21"	"21"	"30"	"688"
"161"	"153"	"17"	"449"	"33"	"4"	"63"	"0"	"0"	"1"	"8"	"3"	"2"	"32"	"5"	"18"	"8"	"643"
"162"	"154"	"9"	"208"	"27"	"1"	"67"	"3"	"1"	"2"	"1"	"1"	"3"	"47"	"6"	"5"	"20"	"401"
"163"	"155"	"19"	"248"	"8"	"5"	"242"	"6"	"1"	"5"	"5"	"11"	"5"	"111"	"15"	"20"	"24"	"725"
"164"	"156"	"4"	"26"	"1"	"8"	"51"	"5"	"0"	"0"	"1"	"6"	"8"	"379"	"7"	"1"	"4"	"501"
"165"	"157"	"14"	"83"	"7"	"3"	"82"	"2"	"2"	"1"	"3"	"10"	"4"	"38"	"13"	"9"	"16"	"287"
"166"	"158"	"17"	"53"	"7"	"8"	"206"	"7"	"5"	"1"	"7"	"29"	"31"	"86"	"5"	"18"	"29"	"509"
"167"	"159"	"19"	"102"	"7"	"2"	"280"	"3"	"4"	"1"	"8"	"12"	"11"	"97"	"4"	"17"	"22"	"589"
"168"	"160"	"16"	"137"	"5"	"2"	"171"	"3"	"1"	"4"	"9"	"16"	"18"	"144"	"17"	"13"	"41"	"597"
"169"	"161"	"66"	"272"	"30"	"10"	"74"	"17"	"3"	"4"	"5"	"10"	"10"	"173"	"8"	"8"	"6"	"696"
"170"	"162"	"200"	"160"	"17"	"4"	"76"	"3"	"3"	"5"	"5"	"4"	"7"	"204"	"11"	"5"	"13"	"717"
"171"	"163"	"99"	"205"	"19"	"6"	"25"	"30"	"7"	"4"	"2"	"5"	"7"	"277"	"12"	"9"	"33"	"740"
"172"	"164"	"43"	"263"	"5"	"1"	"12"	"0"	"0"	"1"	"0"	"1"	"2"	"33"	"2"	"4"	"0"	"367"
"173"	"165"	"15"	"401"	"14"	"3"	"26"	"1"	"0"	"1"	"2"	"5"	"2"	"41"	"13"	"138"	"21"	"683"
"174"	"166"	"25"	"450"	"14"	"3"	"4"	"2"	"2"	"1"	"2"	"3"	"9"	"91"	"25"	"35"	"37"	"703"
"175"	"167"	"10"	"175"	"19"	"0"	"200"	"6"	"2"	"3"	"7"	"10"	"12"	"37"	"9"	"12"	"13"	"515"
"176"	"167A"	"15"	"273"	"4"	"2"	"63"	"3"	"0"	"1"	"1"	"3"	"7"	"36"	"5"	"7"	"10"	"430"
"177"	"168"	"9"	"211"	"5"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"3"	"5"	"1"	"6"	"8"	"254"
"178"	"169"	"26"	"580"	"13"	"5"	"50"	"2"	"1"	"3"	"5"	"8"	"5"	"98"	"14"	"29"	"14"	"853"
"179"	"170"	"20"	"414"	"3"	"2"	"39"	"1"	"1"	"3"	"5"	"6"	"9"	"142"	"8"	"9"	"9"	"671"
"180"	"171"	"7"	"559"	"2"	"0"	"4"	"0"	"1"	"0"	"15"	"0"	"1"	"25"	"1"	"6"	"5"	"626"
"181"	"172"	"6"	"75"	"9"	"2"	"93"	"3"	"3"	"4"	"6"	"13"	"20"	"192"	"11"	"42"	"14"	"493"
"182"	"173"	"13"	"37"	"5"	"8"	"161"	"10"	"1"	"4"	"6"	"23"	"39"	"297"	"18"	"14"	"29"	"665"
"183"	"174"	"26"	"277"	"8"	"8"	"133"	"7"	"7"	"8"	"5"	"19"	"7"	"241"	"10"	"56"	"19"	"831"
"184"	"175"	"28"	"138"	"6"	"8"	"138"	"10"	"9"	"3"	"7"	"16"	"10"	"130"	"15"	"41"	"27"	"586"
"185"	"176"	"18"	"183"	"16"	"6"	"426"	"9"	"2"	"1"	"8"	"28"	"31"	"31"	"9"	"12"	"18"	"798"
"186"	"177"	"12"	"134"	"6"	"2"	"257"	"11"	"4"	"0"	"6"	"12"	"16"	"62"	"6"	"8"	"11"	"547"
"187"	"178"	"17"	"357"	"6"	"0"	"31"	"1"	"0"	"0"	"2"	"2"	"2"	"36"	"12"	"12"	"10"	"488"
"188"	"179"	"32"	"382"	"15"	"8"	"177"	"6"	"2"	"5"	"10"	"20"	"16"	"39"	"26"	"57"	"40"	"835"
"189"	"180"	"17"	"32"	"3"	"9"	"483"	"20"	"4"	"3"	"8"	"57"	"41"	"44"	"4"	"20"	"33"	"778"
