"SEGID"	"BOOTH._NO"	"BOOTH_.EXT"	"Ashok.Kumar.Singh"	"Madhwi.Singh"	"Mohamm.ad.Abdul.Qudus.Ansari"	"Mohammad.Nehaluddin"	"Kalimuddin.Khan"	"Tulsi.Yadav"	"Nafis.Ahmed.Khan"	"Mahendra.Prasad"	"Lal.Mohan.Ram"	"Satyendra.Narayan"	"Nurul.Hoda.Khan"	"Mohamad.Ashab.Ansari"	"Ravi.Ranjan.Kumar.Singh"	"Rajesh.Kumar"	"Shah.Faisal"	"TOTAL"	"SLNO"
"23"	224	23	""	129	15	25	53	9	2	2	3	0	0	1	2	10	3	9	263	23
"24"	224	24	""	40	8	25	276	4	4	2	1	3	3	5	3	4	5	6	389	24
"25"	224	25	""	90	14	5	192	9	3	1	1	3	2	2	13	5	1	5	346	25
"26"	224	26	""	240	4	0	10	0	0	0	0	0	0	0	0	0	0	0	254	26
"27"	224	27	""	173	19	10	128	6	1	3	0	0	2	1	5	6	0	7	361	27
"28"	224	28	""	136	7	9	258	12	2	2	3	6	5	5	16	25	6	18	510	28
"29"	224	29	""	227	13	4	245	14	6	4	2	6	3	4	17	13	8	19	585	29
"30"	224	30	""	138	6	5	225	5	1	0	0	0	1	1	2	4	0	7	395	30
"31"	224	31	""	370	13	14	141	3	1	3	7	3	4	3	5	9	4	19	599	31
"32"	224	32	""	242	25	3	61	7	3	1	0	2	5	2	2	7	1	21	382	32
"33"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34"	224	33	""	254	12	106	192	7	3	1	3	1	5	3	8	9	2	24	630	33
"35"	224	34	""	138	26	26	74	5	1	1	0	1	2	2	6	4	8	10	304	34
"36"	224	35	""	60	8	15	155	6	5	3	0	2	4	1	4	3	1	8	275	35
"37"	224	36	""	291	7	50	167	7	4	2	0	3	0	2	3	7	1	7	551	36
"38"	224	37	""	454	29	29	115	8	2	2	0	9	6	2	2	14	4	9	685	37
"39"	224	38	""	93	74	0	20	1	0	0	0	1	1	1	2	5	4	4	206	38
"40"	224	39	""	157	11	6	86	9	0	1	0	1	1	3	7	8	1	7	298	39
"41"	224	40	""	5	1	6	197	3	2	0	0	0	1	0	0	0	0	1	216	40
"42"	224	41	""	88	42	32	76	7	1	0	1	0	0	1	6	1	3	8	266	41
"43"	224	42	""	281	7	38	99	4	1	0	0	1	1	0	3	4	4	13	456	42
"44"	224	43	""	30	5	7	309	9	4	2	0	3	1	2	20	8	1	4	405	43
"45"	224	44	""	123	9	35	128	5	3	1	1	3	3	5	6	6	6	12	346	44
"46"	224	45	""	138	47	13	33	4	2	2	2	2	1	0	4	4	2	5	259	45
"47"	224	46	""	58	37	59	208	6	1	2	3	2	1	1	8	3	4	4	397	46
"48"	224	47	""	115	4	5	196	13	2	0	6	5	7	4	14	13	6	24	414	47
"49"	224	48	""	96	67	2	14	2	0	0	1	0	1	0	0	1	0	1	185	48
"50"	224	49	""	190	67	4	61	8	2	2	1	1	5	3	4	7	6	6	367	49
"51"	224	50	""	116	31	3	6	4	0	0	0	0	0	1	0	1	0	5	167	50
"52"	224	51	""	291	10	8	104	4	0	1	0	1	4	5	7	11	3	21	470	51
"53"	224	52	""	366	7	6	46	3	0	3	1	2	5	4	2	14	3	28	490	52
"54"	224	53	""	160	80	4	65	3	3	0	0	0	3	0	0	1	0	2	321	53
"55"	224	54	""	240	30	8	50	13	2	2	1	2	3	3	2	5	3	10	374	54
"56"	224	55	""	46	48	8	105	15	2	2	0	3	7	6	17	17	9	36	321	55
"57"	224	56	""	222	24	4	168	15	6	2	7	3	7	8	7	6	2	28	509	56
"58"	224	57	""	92	5	0	137	7	1	0	0	1	0	1	3	0	0	1	248	57
"59"	224	58	""	241	14	5	165	7	1	0	0	1	1	2	3	3	1	9	453	58
"60"	224	59	""	91	8	1	108	8	3	2	2	3	3	2	2	2	1	5	241	59
"61"	224	60	""	102	13	24	54	8	1	0	0	1	0	2	4	2	2	8	221	60
"62"	224	61	""	241	20	3	109	6	1	1	1	2	2	4	4	8	2	13	417	61
"63"	224	62	""	206	44	12	146	11	4	0	2	7	3	1	7	9	2	17	471	62
"64"	224	63	""	217	25	31	11	5	0	1	1	3	1	3	7	8	5	22	340	63
"65"	224	64	""	232	15	2	69	3	0	1	1	1	4	3	2	4	0	13	350	64
"66"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	224	65	""	37	5	5	222	8	0	1	2	0	1	2	9	4	2	7	305	65
"68"	224	66	""	55	24	8	275	16	15	1	2	5	4	1	4	3	3	5	421	66
"69"	224	67	""	205	45	3	61	4	1	0	0	3	2	0	2	7	2	5	340	67
"70"	224	68	""	109	8	3	232	7	3	7	0	2	0	0	1	4	1	4	381	68
"71"	224	69	""	286	58	16	200	11	2	2	1	5	4	2	3	5	4	17	616	69
"72"	224	70	""	137	11	5	172	11	6	4	1	0	4	2	13	5	2	6	379	70
"73"	224	71	""	334	18	8	197	12	2	2	2	4	4	1	9	11	5	14	623	71
"74"	224	72	""	337	23	7	285	17	0	2	5	4	6	4	2	11	5	22	730	72
"75"	224	73	""	438	23	6	118	8	5	1	10	11	11	5	13	24	5	17	695	73
"76"	224	74	""	201	14	5	227	9	4	2	13	6	6	5	3	11	4	3	513	74
"77"	224	75	""	397	23	5	49	7	2	1	4	9	6	1	3	14	5	6	532	75
"78"	224	76	""	159	36	1	217	5	0	2	3	7	2	2	7	4	1	3	449	76
"79"	224	77	""	372	23	26	161	19	2	1	6	13	8	4	9	30	7	19	700	77
"80"	224	78	""	501	45	5	82	8	0	1	4	9	5	3	4	19	8	12	706	78
"81"	224	79	""	469	34	5	86	8	1	1	2	6	2	7	8	18	7	14	668	79
"82"	224	80	""	512	30	13	17	5	1	0	3	6	3	2	2	8	0	5	607	80
"83"	224	81	""	186	7	4	101	8	2	1	0	4	5	3	7	15	3	9	355	81
"84"	224	81	"A"	131	2	6	219	9	3	3	1	2	2	1	2	2	0	0	383	82
"85"	224	82	""	272	9	2	230	4	2	1	5	2	3	0	0	4	0	1	535	83
"86"	224	83	""	227	7	6	134	5	0	1	1	5	3	4	2	8	8	8	419	84
"87"	224	84	""	352	35	3	202	9	3	5	2	7	6	0	0	6	0	8	638	85
"88"	224	85	""	134	30	20	296	17	3	8	3	3	5	9	13	10	3	13	567	86
"89"	224	86	""	38	16	26	310	14	5	1	5	4	4	2	11	13	6	10	465	87
"90"	224	87	""	88	6	7	198	7	0	2	2	0	0	1	3	3	1	6	324	88
"91"	224	88	""	106	23	5	61	4	0	0	1	2	1	0	2	1	1	8	215	89
"92"	224	88	"A"	83	13	3	97	5	3	1	0	1	2	5	3	6	1	11	234	90
"93"	224	89	""	99	3	2	186	10	6	0	2	1	5	5	3	5	3	7	337	91
"94"	224	90	""	222	23	7	196	4	0	4	0	4	2	3	6	5	7	9	492	92
"95"	224	91	""	102	46	0	96	4	0	0	0	0	2	1	1	1	2	6	261	93
"96"	224	91	"A"	64	17	1	107	1	0	1	0	0	1	0	1	2	2	5	202	94
"97"	224	92	""	141	5	2	178	3	2	1	5	1	2	0	3	0	0	1	344	95
"98"	224	93	""	166	12	6	114	11	3	4	3	3	4	2	2	8	0	10	348	96
"99"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"100"	224	94	""	26	7	3	245	1	18	2	2	0	2	1	1	3	1	9	321	97
"101"	224	95	""	75	6	5	193	9	30	7	2	2	4	3	3	4	0	4	347	98
"102"	224	96	""	58	3	3	181	2	2	0	1	0	0	1	1	3	1	3	259	99
"103"	224	96	"A"	121	2	3	154	3	16	6	2	0	0	2	3	6	2	1	321	100
"104"	224	97	""	126	14	6	176	11	36	18	4	4	10	4	10	4	2	26	451	101
"105"	224	98	""	288	19	10	72	8	1	2	4	3	4	4	7	16	3	20	461	102
"106"	224	99	""	139	5	18	186	16	0	2	1	5	8	2	3	5	3	15	408	103
"107"	224	100	""	207	23	2	136	5	1	10	0	3	2	3	5	10	4	14	425	104
"108"	224	101	""	309	21	7	81	8	1	5	0	5	2	0	3	11	6	10	469	105
"109"	224	102	""	358	5	12	46	3	1	3	2	4	5	1	0	3	0	2	445	106
"110"	224	103	""	44	14	2	133	3	2	0	1	0	4	2	5	2	3	9	224	107
"111"	224	104	""	94	9	2	127	9	6	2	2	0	4	2	4	3	1	4	269	108
"112"	224	105	""	357	11	2	131	4	4	1	2	3	2	1	3	7	1	9	538	109
"113"	224	106	""	227	11	9	286	15	12	4	4	7	6	6	2	10	4	7	610	110
"114"	224	107	""	323	13	13	240	9	1	0	1	0	4	0	2	9	1	7	623	111
"115"	224	108	""	319	12	71	48	9	1	1	7	2	1	2	2	11	3	21	510	112
"116"	224	109	""	316	23	6	123	12	1	2	2	1	1	2	0	8	6	12	515	113
"117"	224	110	""	80	7	9	87	5	36	3	1	1	2	0	0	1	2	6	240	114
"118"	224	111	""	141	4	7	178	11	2	27	1	1	0	0	4	3	3	5	387	115
"119"	224	112	""	217	11	19	162	9	4	2	6	2	7	2	4	4	2	15	466	116
"120"	224	113	""	55	6	37	204	6	78	8	0	1	2	2	6	3	3	13	424	117
"121"	224	114	""	60	7	9	153	14	7	1	0	5	4	5	11	8	0	2	286	118
"122"	224	115	""	56	25	19	243	8	6	2	1	1	3	2	3	2	2	3	376	119
"123"	224	116	""	79	3	0	113	2	1	0	0	1	0	0	2	4	1	6	212	120
"124"	224	117	""	30	0	2	235	4	3	1	0	2	0	0	2	1	0	0	280	121
"125"	224	118	""	57	21	20	344	8	5	10	0	1	1	3	0	2	2	3	477	122
"126"	224	119	""	138	9	0	163	4	3	1	2	0	1	1	0	2	1	1	326	123
"127"	224	119	"A"	149	13	8	136	10	2	7	5	3	7	2	4	2	4	7	359	124
"128"	224	120	""	460	13	11	111	9	0	2	2	1	4	0	1	4	4	3	625	125
"129"	224	121	""	63	2	3	104	10	0	1	0	2	0	0	1	3	1	2	192	126
"130"	224	122	""	176	0	9	113	5	3	1	2	2	3	2	6	8	0	13	343	127
"131"	224	123	""	228	10	6	189	7	1	0	2	1	2	0	5	2	1	7	461	128
"132"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"133"	224	124	""	350	50	14	43	9	4	4	3	0	2	1	2	12	3	16	513	129
"134"	224	125	""	179	14	5	135	6	1	1	0	0	1	1	0	5	1	4	353	130
"135"	224	126	""	64	7	4	178	8	2	1	2	3	3	4	2	7	3	6	294	131
"136"	224	127	""	259	43	32	28	14	3	4	2	5	4	5	2	5	2	20	428	132
"137"	224	128	""	186	7	5	77	3	0	0	1	0	2	1	0	3	1	4	290	133
"138"	224	129	""	201	5	7	122	17	2	3	1	6	3	1	6	5	3	12	394	134
"139"	224	130	""	307	9	5	233	9	3	1	0	0	4	5	2	2	1	7	588	135
"140"	224	131	""	119	7	82	109	10	3	2	0	3	8	3	6	12	1	12	377	136
"141"	224	132	""	164	8	1	74	3	0	1	1	0	0	1	1	1	0	4	259	137
"142"	224	133	""	122	7	10	19	4	4	1	1	1	1	1	3	4	1	5	184	138
"143"	224	134	""	180	5	2	39	3	1	2	0	3	1	2	0	4	3	6	251	139
"144"	224	135	""	178	5	10	171	14	3	2	4	3	11	1	10	3	6	14	435	140
"145"	224	136	""	185	4	3	72	6	0	1	0	2	5	5	3	5	4	8	303	141
"146"	224	137	""	133	6	67	182	6	2	1	2	1	0	0	2	3	1	8	414	142
"147"	224	138	""	186	14	3	52	4	0	1	8	1	0	1	0	4	4	8	286	143
"148"	224	139	""	79	3	3	107	3	3	0	1	1	2	0	3	5	1	2	213	144
"149"	224	140	""	38	12	4	66	2	0	1	0	1	1	2	4	6	2	12	151	145
"150"	224	141	""	471	30	6	7	0	0	0	0	0	1	2	0	6	2	13	538	146
"151"	224	142	""	411	11	10	50	0	0	0	5	2	3	0	4	8	6	17	527	147
"152"	224	143	""	108	39	3	158	4	0	0	0	1	0	0	2	0	1	3	319	148
"153"	224	144	""	102	7	78	87	5	0	3	0	3	2	3	6	3	0	13	312	149
"154"	224	145	""	507	8	4	107	10	5	10	3	3	3	1	4	13	5	13	696	150
"155"	224	146	""	150	0	3	128	1	1	0	3	2	1	2	4	3	1	6	305	151
"156"	224	147	""	257	19	84	61	6	0	5	1	3	4	2	8	6	5	11	472	152
"157"	224	148	""	109	4	9	195	8	3	2	3	3	2	2	6	5	5	16	372	153
"158"	224	149	""	37	2	10	73	2	26	3	0	2	1	3	1	1	1	4	166	154
"159"	224	150	""	187	25	0	35	2	1	0	1	0	0	1	2	2	1	8	265	155
"160"	224	151	""	161	5	17	138	5	4	1	1	1	1	0	2	4	2	8	350	156
"161"	224	152	""	143	63	46	13	3	0	0	2	1	1	0	1	1	0	7	281	157
"162"	224	153	""	155	4	7	53	4	1	1	1	1	0	2	3	3	2	8	245	158
"163"	224	154	""	52	5	23	192	19	2	5	10	7	8	6	12	5	7	5	358	159
"164"	224	155	""	14	1	1	181	0	0	0	0	1	0	0	1	0	1	0	200	160
"165"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	224	156	""	212	10	2	95	9	0	1	2	3	1	0	3	4	2	5	349	161
"167"	224	157	""	75	3	20	62	3	4	0	1	4	0	0	4	2	3	9	190	162
"168"	224	158	""	43	12	19	157	9	2	0	1	1	0	0	9	4	1	3	261	163
"169"	224	159	""	182	30	17	68	2	2	0	1	3	5	3	12	15	6	22	368	164
"170"	224	160	""	369	34	20	39	15	2	3	0	2	3	0	0	12	3	8	510	165
"171"	224	161	""	212	15	5	108	6	0	0	3	0	1	1	2	4	1	1	359	166
"172"	224	161	"A"	187	12	20	110	4	0	0	0	2	3	1	5	8	2	12	366	167
"173"	224	162	""	259	23	42	278	11	4	3	4	7	13	7	8	12	6	15	692	168
"174"	224	163	""	158	42	35	13	6	0	0	0	3	0	0	3	10	3	10	283	169
"175"	224	164	""	262	8	20	82	15	4	0	2	2	6	1	0	2	1	7	412	170
"176"	224	165	""	183	13	27	95	19	0	0	1	6	6	4	2	4	8	16	384	171
"177"	224	166	""	265	21	4	47	6	0	1	0	2	2	3	2	3	5	5	366	172
"178"	224	167	""	228	11	6	50	5	1	0	1	4	9	3	2	6	3	10	339	173
"179"	224	168	""	156	62	22	219	11	5	4	3	3	3	3	9	4	3	14	521	174
"180"	224	169	""	258	23	50	97	13	5	6	2	8	3	2	3	8	4	13	495	175
"181"	224	170	""	216	10	18	112	24	6	5	26	4	12	8	11	18	13	28	511	176
"182"	224	171	""	91	1	3	109	4	3	1	0	0	0	0	4	1	0	0	217	177
"183"	224	172	""	160	12	23	2	3	0	0	0	0	0	0	1	0	0	0	201	178
"184"	224	173	""	137	9	54	37	10	2	0	8	3	3	3	4	9	3	13	295	179
"185"	224	174	""	115	15	2	74	9	2	1	1	2	1	1	4	5	3	11	246	180
"186"	224	175	""	450	18	13	196	13	3	4	5	5	2	6	7	16	6	7	751	181
"187"	224	176	""	271	62	102	29	10	4	3	1	4	1	3	5	5	4	19	523	182
"188"	224	177	""	160	8	1	27	4	0	0	0	1	0	0	1	1	0	8	211	183
"189"	224	178	""	154	25	1	21	0	0	0	0	9	1	0	0	0	1	2	214	184
"190"	224	179	""	155	4	19	146	5	2	5	1	5	5	1	6	6	3	6	369	185
"191"	224	180	""	108	26	4	3	4	1	0	0	0	0	0	0	1	0	0	147	186
"192"	224	181	""	299	33	6	40	4	0	3	2	4	2	2	4	7	8	21	435	187
"193"	224	182	""	243	30	10	62	7	2	0	1	5	2	4	2	4	3	9	384	188
"194"	224	183	""	80	16	50	146	11	1	2	2	1	4	0	1	3	3	8	328	189
"195"	224	184	""	150	13	4	120	4	1	1	0	0	1	0	4	4	0	0	302	190
"196"	224	185	""	116	82	2	1	3	0	0	0	0	0	0	0	0	1	3	208	191
"197"	224	186	""	173	20	2	13	5	3	0	1	2	3	0	1	1	0	7	231	192
"198"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"199"	224	187	""	215	51	13	111	17	5	3	6	3	3	3	6	15	2	20	473	193
"200"	224	188	""	108	3	14	63	7	4	1	0	2	1	0	3	2	0	6	214	194
"201"	224	189	""	140	13	25	69	4	0	1	0	1	1	0	1	2	1	2	260	195
"202"	224	190	""	166	11	49	207	10	5	0	0	3	0	3	7	3	2	9	475	196
"203"	224	191	""	276	48	26	24	8	2	1	1	2	1	2	4	11	5	13	424	197
"204"	224	192	""	139	80	0	36	4	3	1	1	0	0	0	2	5	1	6	278	198
"205"	224	193	""	74	6	51	100	5	1	0	1	0	1	1	4	1	0	6	251	199
"206"	224	194	""	210	11	1	2	3	0	0	1	0	1	0	3	3	0	2	237	200
"207"	224	195	""	159	40	24	51	6	1	2	3	1	2	1	5	4	0	13	312	201
"208"	224	196	""	150	14	16	80	11	1	3	9	2	5	3	7	5	2	4	312	202
"209"	224	197	""	154	9	53	25	4	4	3	0	0	1	0	2	3	1	7	266	203
"210"	224	198	""	259	33	22	107	6	3	0	2	4	8	3	1	6	0	2	456	204
"211"	224	199	""	135	46	14	212	19	8	2	1	2	5	5	8	5	2	12	476	205
"212"	224	200	""	157	160	4	31	12	3	3	0	3	6	4	9	7	6	20	425	206
"213"	224	201	""	141	67	2	63	6	2	1	0	7	1	3	5	10	5	14	327	207
"214"	224	202	""	300	22	4	17	2	0	1	1	2	2	1	3	5	2	14	376	208
"215"	224	203	""	182	68	2	25	7	5	1	0	3	4	0	5	11	7	20	340	209
"216"	224	204	""	300	14	18	274	18	4	3	4	5	8	5	3	11	2	9	678	210
"217"	224	205	""	253	8	8	288	16	7	3	1	5	1	4	15	5	1	21	636	211
"218"	224	206	""	334	31	9	25	7	2	1	1	0	3	0	1	3	1	14	432	212
"219"	224	207	""	108	8	9	155	6	1	0	2	3	1	3	6	9	4	11	326	213
"220"	224	208	""	351	47	4	58	6	2	1	2	3	1	1	5	6	3	20	510	214
"221"	224	209	""	251	6	7	65	3	4	0	0	3	1	4	8	12	5	13	382	215
"222"	224	210	""	141	9	14	212	8	4	4	4	3	1	3	8	7	1	12	431	216
"223"	224	211	""	173	6	4	34	6	0	0	0	2	4	3	1	1	1	9	244	217
"224"	224	212	""	290	7	12	44	12	1	4	5	3	8	5	4	19	3	29	446	218
"225"	224	213	""	314	10	3	84	5	0	2	0	3	0	3	6	4	3	12	449	219
"226"	224	214	""	210	10	2	108	9	3	3	1	3	4	1	3	8	2	7	374	220
"227"	224	215	""	214	4	21	29	14	2	1	4	8	7	4	4	13	5	37	367	221
"228"	224	216	""	159	33	41	213	16	6	4	2	3	1	1	9	10	5	11	514	222
"229"	224	217	""	222	10	2	92	7	6	2	4	2	5	2	4	6	4	12	380	223
"230"	224	218	""	203	37	10	301	24	2	2	2	10	8	9	24	21	9	28	690	224
"231"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"232"	224	219	""	208	10	17	50	7	2	1	2	1	4	1	1	2	2	10	318	225
"233"	224	220	""	514	16	10	11	13	1	0	5	1	4	1	2	12	3	14	607	226
"234"	224	221	""	424	25	33	80	8	2	2	0	2	5	0	10	20	6	35	652	227
"235"	224	222	""	138	14	10	181	12	1	0	0	3	4	2	0	2	3	5	375	228
"236"	224	223	""	111	6	2	127	7	2	0	3	2	6	1	3	4	2	5	281	229
"237"	224	224	""	364	14	29	192	10	8	0	2	2	6	1	4	7	4	10	653	230
"238"	224	225	""	242	10	34	130	6	1	3	2	0	4	1	5	5	4	13	460	231
"239"	224	226	""	286	27	3	96	7	1	2	15	4	6	3	4	8	4	22	488	232
"240"	224	227	""	183	9	4	88	6	3	1	2	3	1	1	4	5	2	3	315	233
"241"	224	228	""	369	22	29	232	2	0	0	0	3	2	1	2	8	1	5	676	234
"242"	224	229	""	221	10	11	85	5	0	0	2	1	1	1	2	4	0	7	350	235
"243"	224	230	""	369	33	16	42	9	2	0	1	2	2	0	5	7	2	3	493	236
"244"	224	231	""	235	103	4	7	17	2	3	3	8	50	4	5	12	5	5	463	237
"245"	224	232	""	139	150	6	13	4	0	0	1	2	2	2	1	5	1	4	330	238
"246"	224	233	""	161	24	11	38	3	0	2	1	2	3	3	0	4	1	7	260	239
"247"	224	234	""	132	17	40	58	7	3	1	2	3	12	2	6	11	1	10	305	240
"248"	224	235	""	198	18	22	31	5	2	2	0	3	3	0	2	7	0	7	300	241
"249"	224	236	""	194	6	2	12	8	0	0	0	0	1	0	1	4	1	11	240	242
"250"	224	237	""	184	7	4	11	4	0	1	0	1	0	0	0	1	0	7	220	243
"251"	224	238	""	94	6	6	127	1	2	1	2	1	0	4	3	5	5	11	268	244
"252"	224	239	""	78	4	3	116	6	3	2	0	0	2	2	5	5	1	2	229	245
"253"	224	240	""	127	3	11	201	7	4	1	4	7	6	5	15	15	13	20	439	246
"254"	224	241	""	46	6	2	166	6	1	3	0	0	0	2	12	5	1	2	252	247
"255"	224	242	""	212	31	29	154	20	7	3	3	21	10	7	9	11	7	15	539	248
"256"	224	243	""	307	46	5	119	17	2	0	2	4	6	3	5	11	4	18	549	249
"257"	224	244	""	316	123	11	84	6	6	3	1	6	6	4	2	8	5	7	588	250
"258"	224	245	""	145	13	6	143	7	2	0	1	4	4	2	3	4	4	6	344	251
"259"	224	246	""	183	21	14	137	18	4	7	17	7	2	4	9	7	6	10	446	252
"260"	224	247	""	110	32	29	98	8	2	2	4	6	5	2	6	9	5	14	332	253
"261"	224	248	""	417	14	19	48	9	2	0	3	4	10	1	4	12	5	24	572	254
"262"	224	249	""	192	17	16	291	11	1	7	4	0	5	2	8	7	4	10	575	255
"263"	224	250	""	287	29	25	86	14	7	1	1	3	3	1	4	8	8	21	498	256
"264"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"265"	224	251	""	90	4	18	253	14	3	4	1	2	3	3	10	15	9	22	451	257
"266"	224	252	""	92	6	24	116	8	1	0	1	6	4	4	4	13	2	11	292	258
"267"	224	253	""	87	18	9	154	4	1	2	1	0	2	3	3	4	1	9	298	259
"268"	224	254	""	67	6	1	61	1	0	0	0	1	1	0	0	3	1	2	144	260
"269"	224	255	""	89	22	46	30	2	1	1	4	0	3	1	3	5	1	2	210	261
"270"	224	256	""	416	18	16	129	13	3	5	5	3	6	3	9	7	6	12	651	262
"271"	224	257	""	325	29	42	94	11	4	3	3	11	13	1	5	8	1	10	560	263
"272"	224	258	""	68	7	0	81	6	3	2	1	0	1	1	2	0	4	13	189	264
"273"	224	259	""	305	4	30	69	3	0	0	0	3	2	0	1	1	2	2	422	265
"274"	224	260	""	237	40	5	30	6	0	0	2	0	2	0	5	3	7	17	354	266
"275"	224	261	""	281	27	6	55	4	2	0	0	7	0	0	1	9	0	14	406	267
"276"	224	262	""	201	27	7	101	9	6	1	1	2	3	5	12	4	6	13	398	268
"277"	224	263	""	132	12	23	63	8	1	1	0	0	2	1	3	3	2	4	255	269
"278"	224	264	""	295	37	55	41	4	1	1	1	3	2	1	1	10	4	15	471	270
"279"	224	265	""	248	21	5	17	3	0	1	1	2	0	0	0	2	0	5	305	271
"280"	224	266	""	305	17	11	268	17	6	1	4	3	3	7	9	10	6	26	693	272
"281"	224	267	""	184	18	39	81	18	1	2	0	22	6	6	13	11	4	13	418	273
"282"	224	268	""	147	24	2	68	5	1	0	2	13	8	3	8	6	1	5	293	274
"283"	224	269	""	178	5	0	16	1	0	0	0	0	2	0	1	3	0	5	211	275
"284"	224	270	""	344	7	4	96	11	4	2	1	3	2	3	6	8	3	9	503	276
"285"	224	271	""	349	8	4	50	6	3	3	1	1	4	1	3	13	5	20	471	277
"286"	224	272	""	84	5	16	116	9	2	1	3	1	1	5	11	3	0	5	262	278
"287"	224	273	""	223	17	19	254	22	6	2	4	5	13	2	8	11	6	9	601	279
"288"	224	274	""	145	8	1	1	2	0	0	1	0	0	1	0	1	0	3	163	280
"289"	224	275	""	266	38	6	82	9	2	1	2	5	3	1	4	6	4	8	437	281
"290"	224	276	""	64	4	6	220	18	3	3	2	0	5	2	11	4	4	1	347	282
"291"	224	277	""	436	10	10	38	6	5	7	2	2	2	1	4	6	4	20	553	283
"292"	224	278	""	195	7	3	192	4	3	2	1	4	3	0	0	3	3	2	422	284
"293"	224	279	""	298	3	4	77	4	1	1	0	2	2	1	3	1	0	4	401	285
"294"	224	280	""	256	15	2	40	12	1	0	1	1	4	1	0	5	1	4	343	286
"295"	224	281	""	254	19	12	102	13	2	2	1	7	5	0	6	12	2	10	447	287
"296"	224	282	""	359	52	6	13	2	0	1	0	4	2	1	1	2	2	10	455	288
"297"	NA	NA	"BOOTH_ EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	224	283	""	282	15	4	130	9	0	3	1	3	2	1	4	11	4	16	485	289
"299"	224	284	""	208	14	5	155	12	4	2	5	2	5	3	9	15	5	15	459	290
