"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"28"	"Assembly Constituency :237---Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"No of Voters :263212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"34"	"20"	"75"	"133"	"1"	"65"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"5"	"5"	"7"	"299"
"35"	"21"	"173"	"135"	"1"	"62"	"2"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"3"	"5"	"10"	"5"	"402"
"36"	"22"	"151"	"88"	"0"	"23"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"7"	"7"	"2"	"282"
"37"	"23"	"66"	"264"	"4"	"10"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"4"	"2"	"21"	"24"	"9"	"409"
"38"	"24"	"126"	"116"	"3"	"19"	"2"	"2"	"3"	"1"	"1"	"0"	"1"	"2"	"2"	"39"	"5"	"1"	"323"
"39"	"25"	"231"	"28"	"1"	"68"	"4"	"1"	"1"	"2"	"1"	"0"	"0"	"3"	"6"	"16"	"3"	"24"	"389"
"40"	"26"	"84"	"248"	"11"	"141"	"8"	"0"	"0"	"5"	"1"	"2"	"1"	"5"	"5"	"11"	"5"	"7"	"534"
"41"	"27"	"267"	"199"	"8"	"119"	"4"	"1"	"0"	"4"	"0"	"2"	"2"	"4"	"7"	"8"	"9"	"8"	"642"
"42"	"28"	"1"	"112"	"1"	"73"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"192"
"43"	"29"	"30"	"209"	"7"	"195"	"7"	"3"	"1"	"3"	"2"	"3"	"3"	"3"	"18"	"10"	"15"	"5"	"514"
"44"	"30"	"17"	"112"	"6"	"111"	"4"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"7"	"2"	"5"	"4"	"273"
"45"	"31"	"206"	"220"	"4"	"34"	"3"	"1"	"1"	"9"	"2"	"2"	"3"	"4"	"4"	"10"	"13"	"16"	"532"
"46"	"32"	"147"	"59"	"1"	"36"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"255"
"47"	"33"	"196"	"132"	"2"	"87"	"3"	"1"	"0"	"1"	"2"	"3"	"0"	"2"	"2"	"14"	"6"	"9"	"460"
"48"	"34"	"191"	"102"	"5"	"37"	"0"	"0"	"2"	"6"	"3"	"2"	"2"	"4"	"7"	"14"	"18"	"19"	"412"
"49"	"35"	"174"	"120"	"1"	"27"	"3"	"1"	"2"	"3"	"2"	"1"	"0"	"4"	"1"	"17"	"12"	"11"	"379"
"50"	"36"	"15"	"132"	"1"	"89"	"2"	"0"	"1"	"2"	"0"	"1"	"2"	"4"	"5"	"12"	"16"	"1"	"283"
"51"	"37"	"94"	"210"	"5"	"76"	"4"	"1"	"0"	"7"	"1"	"3"	"5"	"3"	"7"	"18"	"31"	"15"	"480"
"52"	"38"	"61"	"162"	"1"	"30"	"0"	"1"	"0"	"2"	"1"	"1"	"3"	"1"	"0"	"12"	"8"	"5"	"288"
"53"	"39"	"38"	"345"	"8"	"120"	"1"	"2"	"1"	"5"	"1"	"3"	"0"	"6"	"3"	"17"	"15"	"2"	"567"
"54"	"40"	"218"	"143"	"4"	"48"	"3"	"3"	"1"	"0"	"2"	"2"	"1"	"4"	"4"	"10"	"7"	"11"	"461"
"55"	"41"	"99"	"129"	"7"	"146"	"9"	"0"	"1"	"1"	"1"	"2"	"1"	"7"	"8"	"15"	"22"	"5"	"453"
"56"	"Page 2 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	"Assembly Constituency :237---Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"No of Voters :263212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"63"	"42"	"43"	"319"	"5"	"222"	"7"	"3"	"0"	"6"	"0"	"4"	"2"	"9"	"26"	"25"	"15"	"15"	"701"
"64"	"43"	"14"	"335"	"6"	"172"	"3"	"0"	"0"	"3"	"2"	"0"	"2"	"6"	"10"	"18"	"24"	"5"	"600"
"65"	"44"	"7"	"130"	"4"	"179"	"5"	"0"	"0"	"2"	"0"	"1"	"0"	"8"	"6"	"9"	"10"	"10"	"371"
"66"	"45"	"15"	"287"	"9"	"224"	"4"	"2"	"0"	"5"	"1"	"1"	"1"	"3"	"3"	"4"	"11"	"2"	"572"
"67"	"46"	"5"	"132"	"1"	"195"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"5"	"7"	"4"	"3"	"2"	"360"
"68"	"47"	"17"	"159"	"14"	"235"	"5"	"1"	"14"	"5"	"3"	"0"	"4"	"12"	"19"	"15"	"7"	"9"	"519"
"69"	"48"	"28"	"316"	"7"	"34"	"38"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"27"	"3"	"0"	"460"
"70"	"49"	"7"	"166"	"3"	"335"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"7"	"9"	"24"	"12"	"6"	"574"
"71"	"50"	"22"	"168"	"8"	"131"	"2"	"1"	"2"	"3"	"2"	"3"	"2"	"7"	"9"	"17"	"10"	"4"	"391"
"72"	"51"	"14"	"258"	"7"	"377"	"5"	"2"	"3"	"3"	"0"	"1"	"4"	"8"	"23"	"10"	"20"	"7"	"742"
"73"	"52"	"18"	"211"	"11"	"348"	"6"	"5"	"1"	"5"	"1"	"5"	"1"	"5"	"13"	"10"	"10"	"8"	"658"
"74"	"53"	"15"	"238"	"9"	"165"	"2"	"2"	"4"	"4"	"1"	"1"	"1"	"3"	"12"	"12"	"16"	"2"	"487"
"75"	"54"	"21"	"276"	"6"	"98"	"14"	"0"	"1"	"3"	"3"	"0"	"2"	"6"	"10"	"13"	"34"	"8"	"495"
"76"	"54A"	"8"	"146"	"3"	"60"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"7"	"9"	"5"	"4"	"247"
"77"	"55"	"4"	"188"	"4"	"232"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"3"	"6"	"2"	"4"	"3"	"452"
"78"	"56"	"45"	"149"	"6"	"130"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"5"	"13"	"6"	"6"	"366"
"79"	"57"	"18"	"201"	"1"	"93"	"9"	"1"	"2"	"1"	"0"	"1"	"3"	"3"	"8"	"8"	"10"	"5"	"364"
"80"	"58"	"34"	"246"	"3"	"45"	"8"	"0"	"4"	"2"	"0"	"3"	"3"	"5"	"2"	"14"	"23"	"8"	"400"
"81"	"59"	"14"	"232"	"11"	"292"	"14"	"1"	"1"	"6"	"1"	"1"	"0"	"5"	"10"	"11"	"10"	"6"	"615"
"82"	"60"	"17"	"285"	"5"	"134"	"8"	"3"	"2"	"1"	"1"	"2"	"0"	"3"	"6"	"6"	"15"	"6"	"494"
"83"	"61"	"4"	"120"	"8"	"78"	"5"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"225"
"84"	"62"	"106"	"264"	"8"	"163"	"9"	"1"	"0"	"5"	"2"	"1"	"1"	"1"	"12"	"20"	"16"	"14"	"623"
"85"	"Page 3 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"Assembly Constituency :237---Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"87"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"No of Voters :263212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"92"	"63"	"238"	"161"	"8"	"119"	"2"	"0"	"2"	"5"	"1"	"1"	"2"	"2"	"1"	"16"	"6"	"7"	"571"
"93"	"64"	"16"	"331"	"11"	"70"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"6"	"2"	"13"	"25"	"17"	"493"
"94"	"65"	"21"	"295"	"7"	"85"	"18"	"2"	"1"	"0"	"2"	"0"	"1"	"5"	"4"	"17"	"27"	"6"	"491"
"95"	"66"	"5"	"184"	"4"	"46"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"2"	"9"	"8"	"1"	"271"
"96"	"67"	"10"	"64"	"1"	"82"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"4"	"2"	"175"
"97"	"68"	"7"	"48"	"6"	"143"	"30"	"0"	"1"	"3"	"2"	"2"	"1"	"3"	"14"	"2"	"4"	"12"	"278"
"98"	"69"	"5"	"74"	"2"	"159"	"41"	"3"	"3"	"2"	"0"	"1"	"2"	"5"	"7"	"5"	"9"	"6"	"324"
"99"	"70"	"311"	"5"	"0"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"10"	"1"	"12"	"348"
"100"	"71"	"89"	"73"	"4"	"11"	"3"	"0"	"0"	"4"	"1"	"1"	"0"	"1"	"3"	"35"	"4"	"4"	"233"
"101"	"72"	"24"	"319"	"1"	"116"	"2"	"0"	"2"	"3"	"1"	"0"	"0"	"1"	"6"	"4"	"10"	"1"	"490"
"102"	"73"	"8"	"189"	"3"	"111"	"8"	"2"	"2"	"2"	"0"	"3"	"0"	"5"	"10"	"9"	"12"	"5"	"369"
"103"	"74"	"57"	"132"	"5"	"63"	"2"	"1"	"1"	"3"	"1"	"0"	"2"	"4"	"3"	"10"	"11"	"11"	"306"
"104"	"74A"	"60"	"172"	"2"	"35"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"5"	"8"	"5"	"292"
"105"	"75"	"118"	"238"	"7"	"122"	"5"	"0"	"1"	"8"	"1"	"0"	"1"	"7"	"4"	"8"	"10"	"4"	"534"
"106"	"76"	"283"	"34"	"2"	"8"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"13"	"2"	"7"	"353"
"107"	"77"	"260"	"58"	"2"	"19"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"3"	"1"	"99"	"6"	"6"	"457"
"108"	"78"	"9"	"190"	"13"	"322"	"12"	"0"	"0"	"3"	"0"	"1"	"7"	"15"	"19"	"14"	"16"	"13"	"634"
"109"	"79"	"14"	"332"	"6"	"318"	"12"	"0"	"2"	"2"	"1"	"1"	"1"	"4"	"12"	"13"	"7"	"7"	"732"
"110"	"80"	"14"	"191"	"7"	"135"	"7"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"5"	"7"	"1"	"2"	"375"
"111"	"81"	"11"	"177"	"2"	"245"	"10"	"0"	"2"	"2"	"0"	"2"	"3"	"1"	"8"	"9"	"12"	"7"	"491"
"112"	"82"	"39"	"123"	"6"	"348"	"7"	"2"	"2"	"3"	"2"	"1"	"0"	"7"	"7"	"5"	"10"	"5"	"567"
"113"	"83"	"6"	"87"	"5"	"258"	"5"	"2"	"0"	"3"	"0"	"1"	"1"	"3"	"12"	"5"	"7"	"6"	"401"
"114"	"Page 4 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	"Assembly Constituency :237---Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"No of Voters :263212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"121"	"84"	"64"	"145"	"6"	"68"	"3"	"0"	"1"	"4"	"0"	"0"	"1"	"4"	"3"	"3"	"6"	"0"	"308"
"122"	"85"	"3"	"137"	"1"	"180"	"3"	"2"	"0"	"1"	"1"	"0"	"2"	"4"	"15"	"5"	"4"	"1"	"359"
"123"	"86"	"12"	"151"	"6"	"53"	"3"	"0"	"0"	"1"	"1"	"2"	"4"	"15"	"4"	"4"	"6"	"9"	"271"
"124"	"87"	"18"	"109"	"6"	"341"	"8"	"3"	"0"	"3"	"3"	"3"	"2"	"7"	"10"	"2"	"10"	"6"	"531"
"125"	"88"	"19"	"116"	"6"	"201"	"27"	"1"	"0"	"2"	"2"	"1"	"3"	"5"	"14"	"12"	"7"	"6"	"422"
"126"	"89"	"14"	"150"	"2"	"157"	"4"	"1"	"1"	"3"	"4"	"1"	"2"	"0"	"9"	"8"	"4"	"6"	"366"
"127"	"89A"	"9"	"162"	"4"	"177"	"6"	"2"	"3"	"3"	"1"	"0"	"1"	"3"	"1"	"3"	"2"	"0"	"377"
"128"	"90"	"7"	"199"	"1"	"73"	"5"	"2"	"1"	"1"	"2"	"2"	"1"	"4"	"3"	"6"	"12"	"7"	"326"
"129"	"90A"	"8"	"110"	"6"	"242"	"12"	"5"	"1"	"0"	"1"	"1"	"1"	"5"	"5"	"5"	"4"	"1"	"407"
"130"	"91"	"7"	"181"	"4"	"148"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"5"	"5"	"14"	"7"	"378"
"131"	"92"	"3"	"59"	"2"	"148"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"215"
"132"	"93"	"4"	"167"	"4"	"142"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"5"	"4"	"6"	"3"	"343"
"133"	"94"	"108"	"136"	"4"	"126"	"9"	"0"	"0"	"3"	"2"	"2"	"3"	"23"	"6"	"16"	"14"	"26"	"478"
"134"	"95"	"37"	"126"	"6"	"193"	"4"	"2"	"1"	"1"	"1"	"3"	"3"	"29"	"13"	"8"	"19"	"13"	"459"
"135"	"96"	"235"	"36"	"4"	"79"	"6"	"4"	"2"	"4"	"1"	"0"	"0"	"4"	"2"	"1"	"2"	"4"	"384"
"136"	"96A"	"100"	"41"	"7"	"86"	"8"	"1"	"3"	"3"	"2"	"2"	"3"	"6"	"10"	"2"	"12"	"18"	"304"
"137"	"97"	"370"	"90"	"3"	"50"	"2"	"3"	"0"	"4"	"2"	"3"	"1"	"3"	"7"	"16"	"16"	"32"	"602"
"138"	"98"	"69"	"198"	"7"	"438"	"11"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"7"	"2"	"8"	"1"	"746"
"139"	"99"	"165"	"147"	"4"	"242"	"3"	"3"	"3"	"2"	"3"	"0"	"0"	"5"	"11"	"10"	"17"	"19"	"634"
"140"	"100"	"30"	"115"	"4"	"97"	"5"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"5"	"4"	"13"	"4"	"282"
"141"	"101"	"478"	"127"	"6"	"22"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"6"	"2"	"6"	"651"
"142"	"102"	"35"	"59"	"2"	"83"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"4"	"5"	"3"	"4"	"203"
"143"	"Page 5 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"Assembly Constituency :237---Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"No of Voters :263212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"150"	"103"	"20"	"159"	"6"	"149"	"4"	"0"	"1"	"3"	"1"	"0"	"1"	"4"	"13"	"13"	"16"	"5"	"395"
"151"	"104"	"43"	"133"	"6"	"215"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"5"	"14"	"4"	"17"	"13"	"456"
"152"	"105"	"47"	"180"	"6"	"225"	"1"	"3"	"1"	"4"	"0"	"1"	"2"	"10"	"9"	"12"	"21"	"3"	"525"
"153"	"106"	"20"	"227"	"8"	"94"	"3"	"0"	"1"	"0"	"1"	"1"	"1"	"6"	"2"	"5"	"20"	"13"	"402"
"154"	"107"	"9"	"241"	"5"	"161"	"5"	"0"	"2"	"1"	"1"	"0"	"0"	"2"	"11"	"12"	"24"	"10"	"484"
"155"	"108"	"22"	"130"	"8"	"219"	"4"	"0"	"2"	"1"	"0"	"1"	"1"	"3"	"9"	"4"	"4"	"6"	"414"
"156"	"109"	"24"	"316"	"7"	"38"	"2"	"2"	"1"	"3"	"0"	"0"	"2"	"2"	"1"	"2"	"11"	"4"	"415"
"157"	"110"	"48"	"242"	"7"	"228"	"8"	"2"	"3"	"5"	"4"	"1"	"4"	"6"	"6"	"17"	"11"	"12"	"604"
"158"	"111"	"95"	"101"	"4"	"128"	"6"	"0"	"2"	"3"	"1"	"2"	"2"	"2"	"11"	"6"	"6"	"4"	"373"
"159"	"112"	"104"	"199"	"6"	"101"	"2"	"2"	"0"	"2"	"1"	"0"	"3"	"3"	"9"	"7"	"12"	"10"	"461"
"160"	"113"	"20"	"86"	"3"	"142"	"1"	"3"	"1"	"3"	"0"	"2"	"2"	"2"	"5"	"1"	"3"	"7"	"281"
"161"	"114"	"21"	"261"	"10"	"241"	"7"	"1"	"0"	"4"	"0"	"0"	"1"	"2"	"7"	"4"	"7"	"3"	"569"
"162"	"115"	"14"	"262"	"0"	"28"	"8"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"3"	"5"	"14"	"1"	"342"
"163"	"116"	"11"	"426"	"4"	"140"	"1"	"1"	"0"	"10"	"3"	"2"	"4"	"8"	"12"	"18"	"28"	"13"	"681"
"164"	"117"	"21"	"313"	"6"	"121"	"3"	"1"	"1"	"2"	"0"	"4"	"3"	"6"	"4"	"18"	"11"	"11"	"525"
"165"	"118"	"22"	"196"	"3"	"148"	"5"	"1"	"0"	"4"	"0"	"0"	"0"	"2"	"4"	"4"	"3"	"1"	"393"
"166"	"119"	"15"	"251"	"7"	"223"	"6"	"0"	"2"	"2"	"2"	"2"	"1"	"7"	"5"	"8"	"13"	"2"	"546"
"167"	"120"	"4"	"265"	"3"	"178"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"0"	"461"
"168"	"121"	"6"	"157"	"3"	"303"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"0"	"480"
"169"	"122"	"12"	"185"	"4"	"105"	"8"	"2"	"0"	"4"	"0"	"0"	"0"	"6"	"10"	"18"	"14"	"4"	"372"
"170"	"123"	"313"	"93"	"6"	"93"	"3"	"3"	"2"	"4"	"1"	"0"	"1"	"4"	"0"	"6"	"1"	"5"	"535"
"171"	"124"	"167"	"151"	"9"	"198"	"9"	"1"	"3"	"5"	"2"	"5"	"10"	"10"	"16"	"34"	"15"	"20"	"655"
"172"	"Page 6 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"Assembly Constituency :237---Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"No of Voters :263212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"178"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"179"	"125"	"24"	"126"	"8"	"199"	"5"	"0"	"2"	"6"	"3"	"2"	"2"	"4"	"8"	"11"	"3"	"2"	"405"
"180"	"126"	"8"	"153"	"7"	"192"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"2"	"9"	"0"	"382"
"181"	"127"	"300"	"18"	"0"	"83"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"10"	"419"
"182"	"128"	"122"	"154"	"6"	"128"	"4"	"3"	"0"	"2"	"3"	"1"	"3"	"16"	"8"	"5"	"10"	"17"	"482"
"183"	"129"	"36"	"155"	"9"	"348"	"43"	"5"	"1"	"1"	"0"	"3"	"6"	"7"	"24"	"10"	"5"	"20"	"673"
"184"	"130"	"13"	"163"	"10"	"253"	"16"	"3"	"1"	"3"	"1"	"1"	"2"	"4"	"14"	"9"	"6"	"9"	"508"
"185"	"131"	"32"	"113"	"4"	"354"	"6"	"4"	"1"	"1"	"2"	"2"	"1"	"12"	"9"	"2"	"3"	"5"	"551"
"186"	"132"	"10"	"150"	"10"	"629"	"8"	"1"	"1"	"1"	"0"	"1"	"2"	"3"	"8"	"3"	"4"	"2"	"833"
"187"	"133"	"263"	"51"	"0"	"17"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"4"	"2"	"5"	"13"	"361"
"188"	"134"	"3"	"169"	"4"	"97"	"3"	"3"	"0"	"1"	"0"	"1"	"2"	"3"	"0"	"9"	"18"	"2"	"315"
"189"	"135"	"216"	"42"	"1"	"131"	"12"	"1"	"1"	"3"	"1"	"2"	"2"	"4"	"9"	"5"	"0"	"6"	"436"
"190"	"136"	"150"	"63"	"5"	"108"	"5"	"3"	"0"	"4"	"3"	"3"	"1"	"4"	"9"	"6"	"6"	"18"	"388"
"191"	"137"	"206"	"124"	"2"	"153"	"5"	"1"	"1"	"1"	"1"	"0"	"2"	"4"	"10"	"10"	"6"	"4"	"530"
"192"	"138"	"5"	"55"	"6"	"231"	"8"	"1"	"2"	"1"	"0"	"0"	"1"	"5"	"22"	"4"	"6"	"8"	"355"
