"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"49"	"36"	"61"	"61"	"2"	"5"	"29"	"202"	"6"	"5"	"10"	"6"	"387"	"0"	"387"	"0"
"50"	"37"	"67"	"103"	"7"	"4"	"23"	"189"	"5"	"10"	"7"	"4"	"419"	"0"	"419"	"0"
"51"	"38"	"29"	"320"	"19"	"29"	"16"	"158"	"7"	"13"	"14"	"20"	"625"	"0"	"625"	"0"
"52"	"39"	"157"	"158"	"12"	"7"	"97"	"145"	"13"	"8"	"14"	"4"	"615"	"0"	"615"	"0"
"53"	"40"	"26"	"81"	"18"	"3"	"66"	"225"	"7"	"2"	"7"	"13"	"448"	"0"	"448"	"0"
"54"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"55"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"56"	"41"	"7"	"90"	"2"	"2"	"50"	"242"	"3"	"2"	"3"	"4"	"405"	"0"	"405"	"0"
"57"	"42"	"127"	"163"	"16"	"5"	"157"	"185"	"3"	"10"	"4"	"10"	"680"	"0"	"680"	"0"
"58"	"43"	"10"	"407"	"25"	"1"	"15"	"77"	"1"	"3"	"6"	"1"	"546"	"0"	"546"	"0"
"59"	"44"	"27"	"211"	"6"	"4"	"16"	"276"	"8"	"2"	"2"	"10"	"562"	"0"	"562"	"0"
"60"	"45"	"214"	"173"	"7"	"2"	"48"	"238"	"6"	"13"	"22"	"30"	"753"	"0"	"753"	"0"
"61"	"46"	"47"	"114"	"15"	"2"	"226"	"147"	"1"	"4"	"8"	"6"	"570"	"0"	"570"	"0"
"62"	"47"	"35"	"115"	"5"	"3"	"137"	"115"	"5"	"4"	"10"	"7"	"436"	"0"	"436"	"0"
"63"	"48"	"55"	"129"	"10"	"0"	"13"	"244"	"3"	"1"	"4"	"2"	"461"	"0"	"461"	"0"
"64"	"49"	"50"	"123"	"12"	"6"	"82"	"322"	"4"	"16"	"18"	"14"	"647"	"0"	"647"	"0"
"65"	"50"	"177"	"116"	"19"	"6"	"106"	"292"	"12"	"14"	"21"	"22"	"785"	"0"	"785"	"0"
"66"	"51"	"35"	"232"	"8"	"0"	"65"	"139"	"1"	"1"	"17"	"14"	"512"	"0"	"512"	"0"
"67"	"52"	"39"	"231"	"2"	"2"	"33"	"146"	"1"	"3"	"7"	"10"	"474"	"0"	"474"	"0"
"68"	"53"	"25"	"209"	"2"	"0"	"81"	"124"	"3"	"10"	"6"	"7"	"467"	"0"	"467"	"0"
"69"	"54"	"35"	"150"	"3"	"0"	"57"	"178"	"2"	"1"	"5"	"4"	"435"	"0"	"435"	"0"
"70"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"71"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"72"	"55"	"19"	"313"	"3"	"4"	"5"	"189"	"2"	"3"	"6"	"3"	"547"	"0"	"547"	"0"
"73"	"56"	"52"	"169"	"7"	"2"	"65"	"182"	"1"	"13"	"10"	"10"	"511"	"0"	"511"	"0"
"74"	"57"	"74"	"350"	"15"	"2"	"15"	"81"	"6"	"5"	"8"	"5"	"561"	"0"	"561"	"0"
"75"	"58"	"33"	"221"	"3"	"2"	"31"	"447"	"9"	"5"	"11"	"26"	"788"	"0"	"788"	"0"
"76"	"59"	"43"	"176"	"6"	"5"	"64"	"201"	"6"	"2"	"11"	"13"	"527"	"0"	"527"	"0"
"77"	"60"	"40"	"214"	"4"	"6"	"200"	"108"	"5"	"1"	"17"	"6"	"601"	"0"	"601"	"0"
"78"	"61"	"30"	"258"	"10"	"7"	"200"	"78"	"9"	"5"	"18"	"22"	"637"	"0"	"637"	"0"
"79"	"62"	"22"	"107"	"3"	"4"	"114"	"105"	"5"	"10"	"14"	"9"	"393"	"0"	"393"	"0"
"80"	"62  d"	"32"	"92"	"5"	"4"	"119"	"129"	"5"	"5"	"12"	"9"	"412"	"0"	"412"	"0"
"81"	"63"	"55"	"190"	"15"	"3"	"29"	"315"	"9"	"13"	"20"	"15"	"664"	"0"	"664"	"0"
"82"	"64"	"23"	"122"	"6"	"1"	"123"	"143"	"2"	"5"	"12"	"1"	"438"	"0"	"438"	"0"
"83"	"65"	"19"	"104"	"3"	"5"	"54"	"326"	"4"	"12"	"9"	"4"	"540"	"0"	"540"	"0"
"84"	"66"	"43"	"134"	"31"	"1"	"12"	"42"	"3"	"10"	"2"	"5"	"283"	"0"	"283"	"0"
"85"	"67"	"163"	"98"	"43"	"5"	"44"	"171"	"7"	"6"	"9"	"14"	"560"	"0"	"560"	"0"
"86"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"87"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"88"	"68"	"40"	"56"	"4"	"4"	"99"	"320"	"3"	"4"	"4"	"17"	"551"	"0"	"551"	"0"
"89"	"69"	"18"	"159"	"6"	"2"	"101"	"300"	"8"	"13"	"19"	"26"	"652"	"0"	"652"	"0"
"90"	"70"	"48"	"197"	"20"	"4"	"62"	"249"	"11"	"8"	"19"	"26"	"644"	"0"	"644"	"0"
"91"	"71"	"19"	"80"	"10"	"0"	"152"	"108"	"1"	"1"	"2"	"2"	"375"	"0"	"375"	"0"
"92"	"71  d"	"15"	"57"	"3"	"2"	"235"	"47"	"1"	"5"	"1"	"3"	"369"	"0"	"369"	"0"
"93"	"72"	"27"	"174"	"2"	"2"	"73"	"208"	"5"	"3"	"10"	"8"	"512"	"0"	"512"	"0"
"94"	"73"	"169"	"98"	"9"	"4"	"111"	"75"	"3"	"9"	"6"	"3"	"487"	"0"	"487"	"0"
"95"	"74"	"24"	"162"	"11"	"4"	"81"	"162"	"7"	"7"	"13"	"11"	"482"	"0"	"482"	"0"
"96"	"75"	"30"	"199"	"13"	"2"	"180"	"159"	"10"	"10"	"13"	"10"	"626"	"0"	"626"	"0"
"97"	"76"	"26"	"122"	"26"	"50"	"126"	"246"	"9"	"16"	"13"	"26"	"660"	"0"	"660"	"0"
"98"	"77"	"22"	"69"	"7"	"12"	"24"	"223"	"4"	"13"	"7"	"18"	"399"	"0"	"399"	"0"
"99"	"78"	"112"	"55"	"2"	"1"	"97"	"118"	"7"	"5"	"6"	"6"	"409"	"0"	"409"	"0"
"100"	"79"	"57"	"32"	"13"	"7"	"357"	"180"	"11"	"28"	"13"	"23"	"721"	"0"	"721"	"0"
"101"	"80"	"43"	"149"	"5"	"17"	"258"	"131"	"4"	"17"	"15"	"15"	"654"	"0"	"654"	"0"
"102"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"103"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"104"	"81"	"75"	"96"	"5"	"12"	"72"	"173"	"7"	"9"	"21"	"37"	"507"	"0"	"507"	"0"
"105"	"82"	"38"	"281"	"13"	"81"	"60"	"196"	"7"	"7"	"27"	"11"	"721"	"0"	"721"	"0"
"106"	"83"	"74"	"179"	"29"	"2"	"67"	"78"	"2"	"2"	"8"	"4"	"445"	"0"	"445"	"0"
"107"	"84"	"28"	"262"	"8"	"7"	"73"	"238"	"15"	"13"	"21"	"24"	"689"	"0"	"689"	"0"
"108"	"85"	"37"	"82"	"3"	"5"	"79"	"342"	"11"	"10"	"16"	"31"	"616"	"0"	"616"	"0"
"109"	"86"	"141"	"40"	"10"	"10"	"53"	"229"	"11"	"7"	"28"	"16"	"545"	"0"	"545"	"0"
"110"	"87"	"214"	"34"	"5"	"0"	"135"	"114"	"5"	"6"	"8"	"13"	"534"	"0"	"534"	"0"
"111"	"88"	"286"	"69"	"12"	"3"	"76"	"171"	"6"	"6"	"16"	"19"	"664"	"0"	"664"	"0"
"112"	"89"	"95"	"90"	"6"	"2"	"50"	"175"	"2"	"8"	"14"	"9"	"451"	"0"	"451"	"0"
"113"	"90"	"203"	"211"	"21"	"3"	"13"	"131"	"9"	"4"	"11"	"17"	"623"	"0"	"623"	"0"
"114"	"91"	"159"	"159"	"18"	"5"	"206"	"74"	"10"	"17"	"23"	"21"	"692"	"0"	"692"	"0"
"115"	"92"	"4"	"30"	"1"	"5"	"3"	"482"	"3"	"6"	"4"	"11"	"549"	"0"	"549"	"0"
"116"	"93"	"33"	"175"	"62"	"5"	"31"	"220"	"7"	"18"	"73"	"17"	"641"	"0"	"641"	"0"
"117"	"94"	"37"	"566"	"19"	"1"	"9"	"69"	"1"	"2"	"57"	"0"	"761"	"0"	"761"	"0"
"118"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"119"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"120"	"95"	"23"	"69"	"8"	"1"	"2"	"153"	"4"	"4"	"10"	"5"	"279"	"0"	"279"	"0"
"121"	"96"	"117"	"108"	"7"	"0"	"17"	"48"	"1"	"4"	"3"	"5"	"310"	"0"	"310"	"0"
"122"	"97"	"23"	"203"	"8"	"2"	"14"	"103"	"7"	"7"	"13"	"10"	"390"	"0"	"390"	"0"
"123"	"98"	"28"	"308"	"1"	"3"	"7"	"55"	"2"	"7"	"5"	"6"	"422"	"0"	"422"	"0"
"124"	"99"	"180"	"149"	"13"	"5"	"39"	"340"	"6"	"6"	"7"	"16"	"761"	"0"	"761"	"0"
"125"	"100"	"25"	"35"	"93"	"4"	"96"	"101"	"2"	"1"	"10"	"10"	"377"	"0"	"377"	"0"
"126"	"101"	"11"	"23"	"9"	"0"	"128"	"82"	"7"	"1"	"12"	"9"	"282"	"0"	"282"	"0"
"127"	"102"	"43"	"120"	"40"	"1"	"151"	"84"	"6"	"10"	"20"	"9"	"484"	"0"	"484"	"0"
"128"	"103"	"50"	"30"	"97"	"4"	"83"	"41"	"1"	"6"	"14"	"9"	"335"	"0"	"335"	"0"
"129"	"104"	"10"	"132"	"116"	"4"	"35"	"121"	"13"	"8"	"16"	"20"	"475"	"0"	"475"	"0"
"130"	"105"	"21"	"39"	"6"	"0"	"22"	"315"	"2"	"2"	"0"	"7"	"414"	"0"	"414"	"0"
"131"	"106"	"54"	"414"	"9"	"1"	"17"	"34"	"1"	"2"	"7"	"1"	"540"	"0"	"540"	"0"
"132"	"107"	"92"	"241"	"6"	"2"	"3"	"9"	"0"	"4"	"5"	"9"	"371"	"0"	"371"	"0"
"133"	"108"	"327"	"51"	"2"	"0"	"102"	"73"	"7"	"4"	"9"	"13"	"588"	"0"	"588"	"0"
"134"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"135"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"136"	"109"	"24"	"216"	"27"	"6"	"19"	"33"	"4"	"8"	"25"	"19"	"381"	"0"	"381"	"0"
"137"	"110"	"56"	"341"	"30"	"4"	"14"	"318"	"12"	"17"	"35"	"39"	"866"	"0"	"866"	"0"
"138"	"111"	"107"	"126"	"12"	"1"	"6"	"232"	"7"	"2"	"2"	"4"	"499"	"0"	"499"	"0"
"139"	"112"	"154"	"91"	"14"	"2"	"41"	"122"	"5"	"4"	"17"	"16"	"466"	"0"	"466"	"0"
"140"	"113"	"128"	"30"	"9"	"0"	"18"	"287"	"3"	"4"	"10"	"21"	"510"	"0"	"510"	"0"
"141"	"114"	"172"	"5"	"10"	"1"	"85"	"121"	"3"	"1"	"3"	"7"	"408"	"0"	"408"	"0"
"142"	"115"	"27"	"299"	"9"	"2"	"70"	"42"	"6"	"5"	"5"	"6"	"471"	"0"	"471"	"0"
"143"	"116"	"42"	"58"	"172"	"6"	"194"	"65"	"11"	"12"	"19"	"9"	"588"	"0"	"588"	"0"
"144"	"117"	"99"	"111"	"132"	"3"	"195"	"137"	"9"	"11"	"23"	"8"	"728"	"0"	"728"	"0"
"145"	"118"	"45"	"48"	"184"	"2"	"48"	"70"	"7"	"10"	"2"	"5"	"421"	"0"	"421"	"0"
"146"	"118  d"	"58"	"45"	"201"	"3"	"38"	"73"	"6"	"10"	"8"	"13"	"455"	"0"	"455"	"0"
"147"	"119"	"92"	"92"	"148"	"11"	"144"	"52"	"7"	"8"	"14"	"9"	"577"	"0"	"577"	"0"
"148"	"120"	"53"	"28"	"30"	"1"	"194"	"90"	"2"	"2"	"0"	"7"	"407"	"0"	"407"	"0"
"149"	"121"	"85"	"529"	"63"	"6"	"8"	"48"	"1"	"9"	"18"	"19"	"786"	"0"	"786"	"0"
"150"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"151"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"152"	"122"	"324"	"20"	"14"	"4"	"162"	"197"	"6"	"8"	"11"	"20"	"766"	"0"	"766"	"0"
"153"	"123"	"379"	"37"	"4"	"6"	"80"	"169"	"8"	"4"	"7"	"14"	"708"	"0"	"708"	"0"
"154"	"124"	"288"	"30"	"4"	"2"	"35"	"210"	"3"	"0"	"5"	"10"	"587"	"0"	"587"	"0"
"155"	"125"	"107"	"15"	"5"	"0"	"7"	"177"	"4"	"1"	"2"	"2"	"320"	"0"	"320"	"0"
"156"	"126"	"49"	"75"	"5"	"1"	"31"	"188"	"3"	"2"	"3"	"6"	"363"	"0"	"363"	"0"
"157"	"127"	"71"	"69"	"11"	"1"	"12"	"217"	"3"	"5"	"6"	"9"	"404"	"0"	"404"	"0"
"158"	"128"	"231"	"19"	"3"	"3"	"16"	"237"	"5"	"5"	"8"	"25"	"552"	"0"	"552"	"0"
"159"	"129"	"393"	"51"	"6"	"3"	"25"	"199"	"6"	"2"	"7"	"15"	"707"	"0"	"707"	"0"
"160"	"130"	"440"	"48"	"1"	"1"	"24"	"102"	"0"	"4"	"6"	"13"	"639"	"0"	"639"	"0"
"161"	"131"	"20"	"283"	"10"	"3"	"8"	"27"	"3"	"7"	"7"	"3"	"371"	"0"	"371"	"0"
"162"	"132"	"181"	"77"	"8"	"3"	"28"	"173"	"4"	"7"	"4"	"16"	"501"	"0"	"501"	"0"
"163"	"133"	"178"	"75"	"6"	"3"	"21"	"119"	"11"	"8"	"14"	"3"	"438"	"0"	"438"	"0"
"164"	"134"	"205"	"124"	"6"	"3"	"73"	"190"	"7"	"4"	"6"	"9"	"627"	"0"	"627"	"0"
"165"	"135"	"78"	"28"	"14"	"2"	"88"	"313"	"5"	"9"	"9"	"20"	"566"	"0"	"566"	"0"
"166"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"167"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"168"	"136"	"148"	"6"	"0"	"1"	"33"	"26"	"1"	"0"	"0"	"0"	"215"	"0"	"215"	"0"
"169"	"137"	"231"	"54"	"5"	"0"	"125"	"39"	"4"	"2"	"2"	"5"	"467"	"0"	"467"	"0"
"170"	"138"	"189"	"39"	"4"	"7"	"73"	"98"	"5"	"2"	"3"	"16"	"436"	"0"	"436"	"0"
"171"	"139"	"30"	"9"	"4"	"1"	"168"	"133"	"8"	"1"	"2"	"12"	"368"	"0"	"368"	"0"
"172"	"140"	"61"	"6"	"1"	"1"	"56"	"120"	"3"	"0"	"3"	"13"	"264"	"0"	"264"	"0"
"173"	"141"	"171"	"188"	"4"	"4"	"11"	"278"	"6"	"8"	"6"	"12"	"688"	"0"	"688"	"0"
"174"	"142"	"11"	"25"	"3"	"0"	"229"	"175"	"6"	"4"	"3"	"14"	"470"	"0"	"470"	"0"
"175"	"143"	"15"	"29"	"1"	"2"	"203"	"249"	"6"	"4"	"5"	"12"	"526"	"0"	"526"	"0"
"176"	"144"	"46"	"121"	"8"	"7"	"199"	"170"	"6"	"8"	"15"	"16"	"596"	"0"	"596"	"0"
"177"	"145"	"104"	"125"	"7"	"4"	"15"	"99"	"6"	"4"	"12"	"13"	"389"	"0"	"389"	"0"
"178"	"146"	"20"	"364"	"11"	"4"	"6"	"14"	"1"	"6"	"13"	"8"	"447"	"0"	"447"	"0"
"179"	"147"	"41"	"152"	"5"	"5"	"47"	"157"	"7"	"7"	"50"	"12"	"483"	"0"	"483"	"0"
"180"	"148"	"16"	"119"	"4"	"1"	"14"	"107"	"3"	"5"	"9"	"12"	"290"	"0"	"290"	"0"
"181"	"149"	"43"	"101"	"6"	"2"	"62"	"70"	"10"	"6"	"14"	"15"	"329"	"0"	"329"	"0"
"182"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"183"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"184"	"150"	"32"	"102"	"3"	"0"	"24"	"100"	"6"	"6"	"10"	"18"	"301"	"0"	"301"	"0"
"185"	"151"	"21"	"421"	"13"	"2"	"9"	"57"	"4"	"6"	"15"	"19"	"567"	"0"	"567"	"0"
"186"	"152"	"21"	"358"	"4"	"2"	"13"	"97"	"6"	"5"	"11"	"7"	"524"	"0"	"524"	"0"
"187"	"153"	"16"	"175"	"5"	"7"	"50"	"92"	"6"	"6"	"10"	"8"	"375"	"0"	"375"	"0"
"188"	"154"	"15"	"357"	"13"	"3"	"19"	"72"	"12"	"4"	"7"	"9"	"511"	"0"	"511"	"0"
"189"	"155"	"44"	"501"	"7"	"7"	"53"	"84"	"3"	"6"	"11"	"15"	"731"	"0"	"731"	"0"
"190"	"156"	"78"	"527"	"9"	"2"	"12"	"32"	"0"	"8"	"17"	"5"	"690"	"0"	"690"	"0"
"191"	"157"	"6"	"135"	"9"	"3"	"8"	"257"	"3"	"7"	"2"	"4"	"434"	"0"	"434"	"0"
"192"	"158"	"14"	"114"	"10"	"1"	"4"	"155"	"3"	"3"	"3"	"9"	"316"	"0"	"316"	"0"
"193"	"159"	"6"	"237"	"9"	"12"	"13"	"85"	"4"	"3"	"10"	"9"	"388"	"0"	"388"	"0"
