"Candidates.Name.."	"Arjun.Roy"	"Maya.Shanka.r.Sharan"	"Samir.Kumar.Mahase.th"	"Sitaram.Yadav"	"S..Abu.Daujan.a"	"Chitra.njan.Giri"	"Mohammad.Afzal.Painther"	"Shankar.Sinha"	"Chandr.ika.Prasad"	"Zahid"	"Dinesh.Prasad"	"Pappu.Kumar.Mishra"	"Mukesh.Kumar.Gupta"	"Total"
"1"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26"	"23"	"80"	"25"	"123"	"264"	"15"	"4"	"9"	"7"	"0"	"2"	"1"	"1"	"3"	"534"
"27"	"24"	"144"	"1"	"125"	"59"	"10"	"2"	"5"	"13"	"1"	"3"	"0"	"2"	"4"	"369"
"28"	"25"	"226"	"0"	"78"	"189"	"6"	"1"	"3"	"1"	"0"	"3"	"3"	"1"	"1"	"512"
"29"	"26"	"151"	"20"	"213"	"82"	"8"	"2"	"5"	"10"	"8"	"7"	"1"	"4"	"2"	"513"
"30"	"27"	"135"	"20"	"181"	"74"	"16"	"2"	"8"	"15"	"3"	"7"	"2"	"10"	"12"	"485"
"31"	"28"	"91"	"11"	"184"	"226"	"6"	"3"	"3"	"8"	"1"	"1"	"3"	"4"	"0"	"541"
"32"	"29"	"200"	"33"	"137"	"129"	"13"	"7"	"3"	"6"	"2"	"3"	"4"	"2"	"2"	"541"
"33"	"30"	"141"	"3"	"79"	"209"	"10"	"2"	"2"	"13"	"5"	"2"	"5"	"2"	"3"	"476"
"34"	"31"	"49"	"1"	"57"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"111"
"35"	"32"	"110"	"11"	"64"	"256"	"14"	"2"	"4"	"21"	"6"	"2"	"4"	"3"	"8"	"505"
"36"	"33"	"28"	"1"	"12"	"283"	"10"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"5"	"344"
"37"	"34"	"193"	"3"	"41"	"170"	"6"	"0"	"2"	"19"	"2"	"0"	"2"	"1"	"1"	"440"
"38"	"35"	"46"	"9"	"358"	"100"	"4"	"2"	"8"	"2"	"1"	"2"	"3"	"2"	"3"	"540"
"39"	"36"	"142"	"1"	"166"	"32"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"347"
"40"	"37"	"222"	"8"	"160"	"76"	"5"	"2"	"4"	"10"	"1"	"1"	"1"	"2"	"1"	"493"
"41"	"38"	"50"	"2"	"136"	"41"	"0"	"0"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"236"
"42"	"39"	"128"	"6"	"124"	"73"	"2"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"338"
"43"	"40"	"117"	"1"	"50"	"78"	"2"	"0"	"0"	"4"	"1"	"0"	"1"	"0"	"1"	"255"
"44"	"41"	"208"	"13"	"92"	"28"	"2"	"2"	"5"	"11"	"3"	"0"	"3"	"0"	"3"	"370"
"45"	"42"	"268"	"12"	"133"	"9"	"57"	"1"	"2"	"7"	"2"	"1"	"0"	"2"	"0"	"494"
"46"	"43"	"155"	"39"	"138"	"20"	"4"	"2"	"3"	"13"	"0"	"0"	"1"	"0"	"0"	"375"
"47"	"44"	"404"	"16"	"80"	"67"	"6"	"4"	"7"	"13"	"0"	"3"	"3"	"5"	"4"	"612"
"48"	"45"	"290"	"23"	"124"	"29"	"5"	"2"	"7"	"15"	"5"	"1"	"2"	"2"	"1"	"506"
"49"	"46"	"364"	"17"	"184"	"136"	"10"	"7"	"3"	"7"	"2"	"1"	"2"	"0"	"3"	"736"
"50"	"47"	"315"	"9"	"29"	"25"	"13"	"1"	"4"	"5"	"1"	"0"	"2"	"2"	"0"	"406"
"51"	"48"	"182"	"4"	"31"	"75"	"0"	"0"	"4"	"7"	"2"	"3"	"1"	"1"	"1"	"311"
"52"	"49"	"469"	"39"	"50"	"133"	"107"	"3"	"12"	"24"	"8"	"5"	"6"	"5"	"2"	"863"
"53"	"50"	"68"	"19"	"27"	"61"	"81"	"6"	"3"	"6"	"1"	"3"	"0"	"0"	"1"	"276"
"54"	"51"	"119"	"3"	"12"	"192"	"4"	"0"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"337"
"55"	"Candidates Name >"	"Arjun Roy"	"Maya Shanka r Sharan"	"Samir Kumar Mahase th"	"Sitaram Yadav"	"S. Abu Daujan
a"	"Chitra njan Giri"	"Mohammad Afzal Painther"	"Shankar Sinha"	"Chandr ika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"56"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"59"	"52"	"245"	"14"	"118"	"107"	"12"	"4"	"11"	"18"	"12"	"8"	"8"	"8"	"9"	"574"
"60"	"53"	"111"	"15"	"23"	"197"	"7"	"4"	"1"	"1"	"0"	"3"	"2"	"0"	"1"	"365"
"61"	"54"	"433"	"5"	"33"	"23"	"1"	"1"	"2"	"13"	"2"	"0"	"3"	"0"	"2"	"518"
"62"	"55"	"184"	"1"	"102"	"147"	"3"	"36"	"2"	"2"	"3"	"3"	"1"	"2"	"3"	"489"
"63"	"56"	"149"	"10"	"72"	"218"	"11"	"2"	"11"	"7"	"1"	"3"	"0"	"3"	"1"	"488"
"64"	"57"	"284"	"4"	"27"	"56"	"1"	"0"	"1"	"7"	"0"	"1"	"1"	"0"	"1"	"383"
"65"	"58"	"169"	"5"	"78"	"27"	"1"	"3"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"291"
"66"	"59"	"258"	"8"	"194"	"93"	"1"	"3"	"4"	"16"	"4"	"1"	"3"	"3"	"3"	"591"
"67"	"60"	"212"	"13"	"300"	"54"	"3"	"2"	"6"	"13"	"2"	"0"	"5"	"1"	"1"	"612"
"68"	"61"	"114"	"34"	"129"	"46"	"3"	"3"	"3"	"14"	"4"	"1"	"2"	"1"	"0"	"354"
"69"	"62"	"128"	"45"	"83"	"41"	"2"	"1"	"1"	"10"	"0"	"0"	"3"	"0"	"0"	"314"
"70"	"63"	"205"	"3"	"72"	"29"	"4"	"3"	"9"	"15"	"9"	"1"	"2"	"1"	"4"	"357"
"71"	"64"	"157"	"16"	"262"	"22"	"3"	"2"	"2"	"8"	"0"	"2"	"3"	"1"	"1"	"479"
"72"	"65"	"342"	"4"	"104"	"48"	"2"	"3"	"9"	"23"	"3"	"3"	"4"	"6"	"6"	"557"
"73"	"66"	"209"	"2"	"48"	"29"	"1"	"0"	"1"	"9"	"3"	"1"	"0"	"3"	"2"	"308"
"74"	"67"	"229"	"5"	"58"	"44"	"2"	"1"	"7"	"15"	"12"	"2"	"3"	"4"	"3"	"385"
"75"	"68"	"133"	"10"	"83"	"110"	"8"	"1"	"10"	"14"	"4"	"4"	"5"	"4"	"1"	"387"
"76"	"69"	"266"	"24"	"127"	"89"	"8"	"3"	"12"	"19"	"5"	"3"	"1"	"3"	"5"	"565"
"77"	"70"	"120"	"86"	"121"	"147"	"8"	"1"	"2"	"13"	"8"	"0"	"3"	"3"	"9"	"521"
"78"	"71"	"155"	"47"	"79"	"136"	"5"	"0"	"1"	"10"	"2"	"2"	"3"	"4"	"3"	"447"
"79"	"72"	"151"	"21"	"124"	"60"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"362"
"80"	"73"	"90"	"28"	"76"	"120"	"8"	"3"	"6"	"7"	"3"	"4"	"3"	"3"	"2"	"353"
"81"	"74"	"101"	"4"	"89"	"105"	"26"	"2"	"3"	"3"	"4"	"3"	"2"	"1"	"1"	"344"
"82"	"75"	"98"	"3"	"43"	"68"	"13"	"2"	"2"	"5"	"0"	"0"	"0"	"1"	"1"	"236"
"83"	"76"	"24"	"9"	"89"	"125"	"5"	"3"	"3"	"4"	"1"	"1"	"3"	"2"	"2"	"271"
"84"	"77"	"441"	"9"	"49"	"46"	"1"	"3"	"4"	"14"	"1"	"3"	"1"	"0"	"2"	"574"
"85"	"78"	"245"	"0"	"48"	"32"	"0"	"2"	"2"	"5"	"0"	"0"	"0"	"1"	"0"	"335"
"86"	"79"	"205"	"51"	"84"	"78"	"7"	"1"	"2"	"13"	"3"	"1"	"1"	"1"	"3"	"450"
"87"	"80"	"286"	"14"	"67"	"37"	"0"	"1"	"1"	"6"	"0"	"3"	"2"	"1"	"0"	"418"
"88"	"81"	"153"	"17"	"71"	"130"	"9"	"4"	"7"	"19"	"5"	"5"	"5"	"4"	"5"	"434"
"89"	"82"	"465"	"19"	"28"	"95"	"3"	"1"	"6"	"6"	"3"	"1"	"3"	"1"	"0"	"631"
"90"	"83"	"458"	"8"	"26"	"44"	"4"	"3"	"1"	"2"	"2"	"0"	"2"	"2"	"2"	"554"
"91"	"84"	"348"	"23"	"51"	"61"	"0"	"1"	"3"	"7"	"4"	"0"	"1"	"1"	"0"	"500"
"92"	"85"	"206"	"17"	"196"	"24"	"5"	"1"	"2"	"9"	"5"	"0"	"1"	"2"	"4"	"472"
"93"	"86"	"107"	"10"	"54"	"111"	"3"	"6"	"1"	"11"	"2"	"0"	"1"	"0"	"0"	"306"
"94"	"87"	"272"	"2"	"48"	"169"	"5"	"4"	"2"	"8"	"0"	"1"	"1"	"2"	"1"	"515"
"95"	"88"	"99"	"48"	"61"	"215"	"13"	"9"	"4"	"9"	"4"	"3"	"0"	"1"	"5"	"471"
"96"	"89"	"249"	"37"	"64"	"39"	"3"	"2"	"3"	"12"	"2"	"2"	"2"	"2"	"1"	"418"
"97"	"90"	"63"	"15"	"198"	"142"	"7"	"3"	"6"	"11"	"5"	"6"	"9"	"6"	"1"	"472"
"98"	"91"	"271"	"16"	"66"	"25"	"3"	"1"	"2"	"20"	"4"	"2"	"4"	"3"	"2"	"419"
"99"	"92"	"87"	"7"	"113"	"187"	"8"	"1"	"1"	"2"	"2"	"2"	"1"	"3"	"8"	"422"
"100"	"93"	"260"	"3"	"54"	"11"	"1"	"1"	"2"	"4"	"2"	"1"	"1"	"1"	"4"	"345"
"101"	"94"	"118"	"4"	"54"	"203"	"7"	"1"	"2"	"8"	"0"	"1"	"1"	"0"	"1"	"400"
"102"	"95"	"42"	"8"	"176"	"69"	"27"	"6"	"4"	"7"	"1"	"4"	"6"	"3"	"6"	"359"
"103"	"96"	"132"	"2"	"20"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"
"104"	"97"	"192"	"17"	"39"	"59"	"3"	"3"	"2"	"19"	"4"	"3"	"3"	"0"	"2"	"346"
"105"	"98"	"83"	"2"	"36"	"50"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"174"
"106"	"99"	"173"	"4"	"12"	"41"	"3"	"3"	"5"	"2"	"1"	"2"	"1"	"1"	"0"	"248"
"107"	"100"	"30"	"1"	"74"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"
"108"	"101"	"83"	"2"	"43"	"26"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"159"
"109"	"102"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"110"	"Candidates Name >"	"Arjun Roy"	"Maya Shanka r Sharan"	"Samir Kumar Mahase th"	"Sitaram Yadav"	"S. Abu Daujan
a"	"Chitra njan Giri"	"Mohammad Afzal Painther"	"Shankar Sinha"	"Chandr ika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"111"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"112"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"113"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"114"	"103"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"115"	"104"	"112"	"12"	"78"	"93"	"12"	"3"	"7"	"9"	"3"	"2"	"1"	"3"	"1"	"336"
"116"	"105"	"54"	"2"	"130"	"53"	"0"	"1"	"5"	"4"	"2"	"0"	"0"	"0"	"1"	"252"
"117"	"106"	"62"	"28"	"45"	"116"	"6"	"0"	"1"	"2"	"2"	"1"	"0"	"0"	"2"	"265"
"118"	"107"	"23"	"11"	"18"	"95"	"5"	"2"	"1"	"2"	"2"	"2"	"0"	"1"	"2"	"164"
"119"	"108"	"84"	"4"	"121"	"68"	"2"	"0"	"0"	"4"	"1"	"2"	"0"	"1"	"2"	"289"
"120"	"109"	"84"	"13"	"34"	"247"	"3"	"0"	"2"	"4"	"4"	"2"	"0"	"0"	"1"	"394"
"121"	"110"	"41"	"4"	"89"	"21"	"2"	"5"	"1"	"2"	"1"	"0"	"2"	"2"	"4"	"174"
"122"	"111"	"104"	"4"	"7"	"226"	"1"	"0"	"2"	"3"	"2"	"2"	"0"	"2"	"4"	"357"
"123"	"112"	"131"	"11"	"33"	"45"	"1"	"1"	"3"	"5"	"2"	"1"	"1"	"0"	"2"	"236"
"124"	"113"	"92"	"19"	"258"	"38"	"4"	"4"	"1"	"12"	"4"	"5"	"6"	"3"	"1"	"447"
"125"	"114"	"32"	"29"	"418"	"96"	"6"	"2"	"3"	"1"	"3"	"1"	"9"	"2"	"7"	"609"
"126"	"115"	"81"	"8"	"7"	"170"	"7"	"1"	"3"	"2"	"1"	"1"	"0"	"1"	"2"	"284"
"127"	"116"	"197"	"101"	"14"	"26"	"1"	"1"	"4"	"12"	"0"	"4"	"5"	"4"	"2"	"371"
"128"	"117"	"182"	"58"	"20"	"3"	"3"	"3"	"3"	"5"	"2"	"0"	"1"	"0"	"1"	"281"
"129"	"118"	"163"	"85"	"14"	"3"	"3"	"2"	"2"	"4"	"3"	"2"	"1"	"0"	"3"	"285"
"130"	"119"	"143"	"17"	"20"	"270"	"10"	"5"	"3"	"6"	"2"	"1"	"1"	"0"	"3"	"481"
"131"	"120"	"49"	"154"	"39"	"136"	"0"	"1"	"5"	"3"	"7"	"4"	"4"	"2"	"4"	"408"
"132"	"121"	"61"	"4"	"3"	"98"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"171"
"133"	"122"	"237"	"42"	"17"	"17"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"318"
"134"	"123"	"150"	"6"	"37"	"18"	"2"	"2"	"1"	"6"	"1"	"0"	"1"	"2"	"0"	"226"
"135"	"124"	"197"	"4"	"20"	"100"	"4"	"1"	"3"	"14"	"1"	"4"	"1"	"1"	"1"	"351"
"136"	"125"	"76"	"0"	"2"	"95"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"
"137"	"126"	"58"	"1"	"3"	"170"	"2"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"240"
"138"	"127"	"73"	"69"	"20"	"19"	"0"	"1"	"1"	"3"	"2"	"1"	"3"	"0"	"0"	"192"
"139"	"128"	"39"	"17"	"57"	"42"	"2"	"0"	"2"	"4"	"0"	"0"	"0"	"2"	"2"	"167"
"140"	"129"	"15"	"3"	"26"	"18"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"66"
"141"	"130"	"75"	"2"	"5"	"304"	"5"	"2"	"2"	"2"	"0"	"0"	"1"	"2"	"4"	"404"
"142"	"131"	"87"	"6"	"3"	"127"	"13"	"1"	"3"	"7"	"3"	"1"	"4"	"1"	"4"	"260"
"143"	"132"	"75"	"32"	"15"	"238"	"7"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"6"	"379"
"144"	"133"	"142"	"3"	"189"	"43"	"8"	"2"	"4"	"6"	"3"	"0"	"1"	"0"	"0"	"401"
"145"	"134"	"59"	"0"	"119"	"103"	"13"	"2"	"2"	"5"	"2"	"0"	"0"	"1"	"1"	"307"
"146"	"135"	"90"	"19"	"52"	"172"	"5"	"1"	"3"	"8"	"1"	"4"	"2"	"2"	"4"	"363"
"147"	"136"	"43"	"2"	"21"	"103"	"5"	"0"	"1"	"8"	"0"	"0"	"1"	"4"	"4"	"192"
"148"	"137"	"384"	"7"	"107"	"32"	"5"	"1"	"4"	"21"	"4"	"3"	"5"	"2"	"1"	"576"
"149"	"138"	"148"	"5"	"118"	"61"	"4"	"1"	"4"	"8"	"1"	"2"	"2"	"2"	"1"	"357"
"150"	"139"	"26"	"4"	"208"	"30"	"14"	"1"	"6"	"1"	"2"	"2"	"3"	"1"	"3"	"301"
"151"	"140"	"24"	"3"	"159"	"24"	"5"	"1"	"2"	"3"	"1"	"2"	"0"	"2"	"0"	"226"
"152"	"141"	"165"	"22"	"165"	"49"	"3"	"1"	"4"	"9"	"2"	"5"	"1"	"3"	"7"	"436"
"153"	"142"	"140"	"36"	"230"	"57"	"3"	"3"	"9"	"12"	"1"	"7"	"7"	"6"	"10"	"521"
"154"	"143"	"134"	"9"	"180"	"79"	"2"	"3"	"2"	"6"	"3"	"3"	"5"	"0"	"3"	"429"
"155"	"144"	"61"	"15"	"27"	"148"	"7"	"2"	"4"	"8"	"0"	"1"	"5"	"0"	"5"	"283"
"156"	"145"	"72"	"6"	"99"	"97"	"3"	"0"	"2"	"4"	"0"	"0"	"2"	"1"	"1"	"287"
"157"	"146"	"171"	"22"	"134"	"84"	"37"	"2"	"3"	"12"	"2"	"3"	"3"	"3"	"7"	"483"
"158"	"147"	"215"	"7"	"99"	"140"	"5"	"6"	"2"	"9"	"2"	"6"	"2"	"1"	"1"	"495"
"159"	"148"	"253"	"2"	"22"	"17"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"299"
"160"	"149"	"185"	"24"	"48"	"363"	"8"	"2"	"10"	"14"	"4"	"2"	"1"	"5"	"6"	"672"
"161"	"150"	"82"	"24"	"108"	"160"	"8"	"3"	"2"	"7"	"1"	"0"	"1"	"3"	"3"	"402"
"162"	"151"	"305"	"14"	"29"	"147"	"6"	"1"	"5"	"14"	"3"	"1"	"2"	"1"	"0"	"528"
"163"	"152"	"131"	"13"	"21"	"39"	"1"	"1"	"3"	"4"	"4"	"1"	"0"	"0"	"2"	"220"
"164"	"153"	"231"	"4"	"44"	"60"	"4"	"1"	"2"	"11"	"2"	"2"	"0"	"0"	"4"	"365"
"165"	"Candidates Name >"	"Arjun Roy"	"Maya Shanka r Sharan"	"Samir Kumar Mahase th"	"Sitaram Yadav"	"S. Abu Daujan
a"	"Chitra njan Giri"	"Mohammad Afzal Painther"	"Shankar Sinha"	"Chandr ika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"166"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"169"	"154"	"158"	"7"	"29"	"305"	"6"	"2"	"7"	"8"	"1"	"1"	"4"	"0"	"2"	"530"
"170"	"155"	"161"	"16"	"45"	"270"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"498"
"171"	"156"	"134"	"2"	"9"	"59"	"3"	"2"	"2"	"10"	"0"	"2"	"2"	"0"	"2"	"227"
"172"	"157"	"200"	"1"	"10"	"1"	"0"	"0"	"2"	"8"	"2"	"0"	"1"	"0"	"0"	"225"
"173"	"158"	"56"	"4"	"42"	"24"	"0"	"1"	"1"	"5"	"0"	"0"	"1"	"1"	"0"	"135"
"174"	"159"	"61"	"2"	"38"	"8"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"112"
"175"	"160"	"180"	"3"	"49"	"79"	"1"	"1"	"0"	"8"	"7"	"0"	"0"	"0"	"0"	"328"
"176"	"161"	"183"	"2"	"4"	"83"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"
"177"	"162"	"73"	"8"	"19"	"228"	"4"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"340"
"178"	"163"	"368"	"3"	"30"	"9"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"413"
"179"	"164"	"167"	"10"	"196"	"23"	"6"	"3"	"4"	"6"	"2"	"3"	"1"	"0"	"2"	"423"
"180"	"165"	"176"	"4"	"7"	"63"	"2"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"260"
"181"	"166"	"75"	"3"	"43"	"117"	"3"	"3"	"5"	"6"	"3"	"1"	"1"	"3"	"6"	"269"
"182"	"167"	"279"	"6"	"221"	"67"	"3"	"1"	"0"	"0"	"2"	"2"	"2"	"0"	"0"	"583"
"183"	"168"	"76"	"22"	"222"	"52"	"4"	"2"	"2"	"4"	"3"	"4"	"12"	"2"	"5"	"410"
"184"	"169"	"7"	"0"	"133"	"17"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"163"
"185"	"170"	"258"	"9"	"175"	"204"	"22"	"4"	"4"	"17"	"6"	"4"	"1"	"0"	"2"	"706"
"186"	"171"	"58"	"3"	"55"	"234"	"15"	"4"	"8"	"19"	"5"	"4"	"6"	"4"	"6"	"421"
"187"	"172"	"166"	"8"	"394"	"148"	"10"	"1"	"1"	"8"	"4"	"3"	"2"	"2"	"1"	"748"
"188"	"173"	"101"	"7"	"258"	"247"	"11"	"2"	"2"	"4"	"0"	"0"	"4"	"4"	"7"	"647"
"189"	"174"	"19"	"3"	"189"	"46"	"5"	"1"	"1"	"1"	"1"	"4"	"5"	"2"	"4"	"281"
"190"	"175"	"130"	"4"	"214"	"43"	"8"	"5"	"6"	"10"	"6"	"5"	"4"	"7"	"9"	"451"
"191"	"176"	"115"	"6"	"173"	"135"	"7"	"6"	"5"	"5"	"1"	"5"	"5"	"2"	"2"	"467"
"192"	"177"	"131"	"9"	"128"	"107"	"6"	"2"	"4"	"18"	"5"	"4"	"7"	"6"	"2"	"429"
"193"	"178"	"93"	"31"	"357"	"148"	"7"	"4"	"8"	"16"	"13"	"4"	"6"	"8"	"6"	"701"
"194"	"179"	"166"	"14"	"119"	"39"	"10"	"1"	"3"	"10"	"5"	"5"	"3"	"4"	"3"	"382"
"195"	"180"	"240"	"4"	"82"	"19"	"4"	"1"	"4"	"10"	"1"	"1"	"1"	"2"	"5"	"374"
"196"	"181"	"153"	"10"	"187"	"31"	"2"	"1"	"2"	"7"	"0"	"4"	"4"	"1"	"7"	"409"
"197"	"182"	"201"	"5"	"133"	"55"	"7"	"1"	"2"	"10"	"3"	"2"	"3"	"2"	"3"	"427"
"198"	"183"	"320"	"5"	"142"	"34"	"7"	"6"	"6"	"28"	"4"	"5"	"4"	"3"	"3"	"567"
"199"	"184"	"335"	"5"	"63"	"39"	"2"	"1"	"8"	"11"	"3"	"6"	"2"	"0"	"0"	"475"
"200"	"185"	"359"	"4"	"154"	"39"	"4"	"1"	"8"	"16"	"5"	"2"	"3"	"1"	"4"	"600"
"201"	"186"	"219"	"13"	"213"	"135"	"5"	"4"	"4"	"17"	"1"	"2"	"2"	"1"	"1"	"617"
"202"	"187"	"117"	"8"	"75"	"165"	"6"	"5"	"0"	"5"	"1"	"0"	"2"	"4"	"2"	"390"
"203"	"188"	"174"	"15"	"162"	"101"	"3"	"4"	"8"	"22"	"0"	"2"	"6"	"4"	"6"	"507"
"204"	"189"	"196"	"43"	"236"	"126"	"10"	"6"	"9"	"10"	"7"	"3"	"3"	"0"	"2"	"651"
"205"	"190"	"214"	"4"	"58"	"49"	"10"	"1"	"4"	"9"	"0"	"1"	"0"	"0"	"0"	"350"
"206"	"191"	"28"	"5"	"170"	"96"	"16"	"3"	"3"	"2"	"2"	"0"	"3"	"2"	"1"	"331"
"207"	"192"	"42"	"32"	"42"	"131"	"4"	"5"	"3"	"9"	"3"	"2"	"5"	"1"	"4"	"283"
"208"	"193"	"180"	"3"	"13"	"167"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"368"
