"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"27"	"Grand Total
:-"	"2085"	"1451"	"1067"	"12"	"13"	"10"	"3"	"3"	"6"	"8"	"12"	"6"	"24"	"8"	"10"	"33"	"4751"	"0"	"4751"	"0"
"28"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	"ROUND  2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"43"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"44"	"15"	"167"	"342"	"82"	"1"	"2"	"0"	"3"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"3"	"1"	"606"	"0"	"606"	"0"
"45"	"16"	"61"	"280"	"30"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"4"	"388"	"0"	"388"	"0"
"46"	"17"	"89"	"295"	"72"	"1"	"1"	"6"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"3"	"1"	"474"	"0"	"474"	"0"
"47"	"18"	"179"	"69"	"43"	"2"	"0"	"0"	"0"	"0"	"3"	"2"	"2"	"3"	"1"	"2"	"2"	"6"	"314"	"0"	"314"	"0"
"48"	"19"	"110"	"388"	"55"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"561"	"0"	"561"	"0"
"49"	"20"	"211"	"82"	"104"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"407"	"0"	"407"	"0"
"50"	"21"	"43"	"361"	"33"	"3"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"448"	"0"	"448"	"0"
"51"	"22"	"24"	"170"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"0"	"214"	"0"
"52"	"23"	"28"	"192"	"17"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"0"	"240"	"0"
"53"	"24"	"30"	"237"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"288"	"0"	"288"	"0"
"54"	"25"	"55"	"218"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"290"	"0"	"290"	"0"
"55"	"26"	"35"	"253"	"41"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"335"	"0"	"335"	"0"
"56"	"27"	"47"	"285"	"16"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"354"	"0"	"354"	"0"
"57"	"28"	"56"	"212"	"24"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"297"	"0"	"297"	"0"
"58"	"Total :-"	"1135"	"3384"	"563"	"14"	"5"	"16"	"10"	"5"	"9"	"8"	"5"	"8"	"3"	"6"	"19"	"26"	"5216"	"0"	"5216"	"0"
"59"	"Till Last Total :-"	"2085"	"1451"	"1067"	"12"	"13"	"10"	"3"	"3"	"6"	"8"	"12"	"6"	"24"	"8"	"10"	"33"	"4751"	"0"	"4751"	"0"
"60"	"Grand Total
:-"	"3220"	"4835"	"1630"	"26"	"18"	"26"	"13"	"8"	"15"	"16"	"17"	"14"	"27"	"14"	"29"	"59"	"9967"	"0"	"9967"	"0"
"61"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"ROUND  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"74"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"76"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"77"	"29"	"38"	"173"	"18"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"235"	"0"	"235"	"0"
"78"	"30"	"99"	"270"	"60"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"435"	"0"	"435"	"0"
"79"	"31"	"158"	"45"	"129"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"335"	"0"	"335"	"0"
"80"	"32"	"174"	"165"	"86"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"432"	"0"	"432"	"0"
"81"	"33"	"84"	"222"	"42"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"358"	"0"	"358"	"0"
"82"	"34"	"77"	"75"	"70"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"226"	"0"	"226"	"0"
"83"	"35"	"40"	"254"	"22"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"319"	"0"	"319"	"0"
"84"	"36"	"54"	"447"	"27"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"4"	"541"	"0"	"541"	"0"
"85"	"37"	"287"	"59"	"69"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"5"	"427"	"0"	"427"	"0"
"86"	"38"	"119"	"96"	"50"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"274"	"0"	"274"	"0"
"87"	"39"	"100"	"101"	"30"	"1"	"0"	"2"	"1"	"1"	"0"	"2"	"2"	"1"	"0"	"1"	"1"	"5"	"248"	"0"	"248"	"0"
"88"	"40"	"70"	"305"	"9"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"1"	"2"	"3"	"6"	"405"	"0"	"405"	"0"
"89"	"41"	"116"	"392"	"41"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"2"	"559"	"0"	"559"	"0"
"90"	"42"	"59"	"364"	"30"	"1"	"0"	"1"	"3"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"3"	"2"	"467"	"0"	"467"	"0"
"91"	"Total :-"	"1475"	"2968"	"683"	"14"	"4"	"9"	"13"	"4"	"3"	"7"	"10"	"8"	"3"	"12"	"12"	"36"	"5261"	"0"	"5261"	"0"
"92"	"Till Last Total :-"	"3220"	"4835"	"1630"	"26"	"18"	"26"	"13"	"8"	"15"	"16"	"17"	"14"	"27"	"14"	"29"	"59"	"9967"	"0"	"9967"	"0"
"93"	"Grand Total
:-"	"4695"	"7803"	"2313"	"40"	"22"	"35"	"26"	"12"	"18"	"23"	"27"	"22"	"30"	"26"	"41"	"95"	"15228"	"0"	"15228"	"0"
"94"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"105"	"ROUND  4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"106"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"107"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"108"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"109"	"43"	"32"	"329"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"369"	"0"	"369"	"0"
"110"	"44"	"38"	"333"	"25"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"6"	"406"	"0"	"406"	"0"
"111"	"45"	"41"	"225"	"16"	"3"	"4"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"297"	"0"	"297"	"0"
"112"	"46"	"85"	"385"	"19"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"498"	"0"	"498"	"0"
"113"	"47"	"70"	"188"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"277"	"0"	"277"	"0"
"114"	"48"	"149"	"355"	"12"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"525"	"0"	"525"	"0"
"115"	"49"	"106"	"311"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"429"	"0"	"429"	"0"
"116"	"50"	"122"	"395"	"26"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"1"	"4"	"5"	"560"	"0"	"560"	"0"
"117"	"51"	"48"	"236"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"324"	"0"	"324"	"0"
"118"	"52"	"56"	"209"	"59"	"1"	"1"	"0"	"1"	"2"	"1"	"1"	"3"	"0"	"1"	"2"	"0"	"0"	"337"	"0"	"337"	"0"
"119"	"53"	"36"	"426"	"42"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"506"	"0"	"506"	"0"
"120"	"54"	"120"	"227"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"368"	"0"	"368"	"0"
"121"	"55"	"70"	"240"	"12"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"2"	"331"	"0"	"331"	"0"
"122"	"56"	"128"	"261"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"405"	"0"	"405"	"0"
"123"	"Total :-"	"1101"	"4120"	"307"	"6"	"7"	"7"	"2"	"4"	"6"	"9"	"6"	"7"	"2"	"7"	"13"	"28"	"5632"	"0"	"5632"	"0"
"124"	"Till Last Total :-"	"4695"	"7803"	"2313"	"40"	"22"	"35"	"26"	"12"	"18"	"23"	"27"	"22"	"30"	"26"	"41"	"95"	"15228"	"0"	"15228"	"0"
"125"	"Grand Total
:-"	"5796"	"11923"	"2620"	"46"	"29"	"42"	"28"	"16"	"24"	"32"	"33"	"29"	"32"	"33"	"54"	"123"	"20860"	"0"	"20860"	"0"
"126"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"127"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"128"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"130"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"ROUND  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"135"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"136"	"57"	"143"	"165"	"5"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"319"	"0"	"319"	"0"
"137"	"58"	"57"	"287"	"42"	"1"	"0"	"4"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"393"	"0"	"393"	"0"
"138"	"59"	"83"	"167"	"50"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"307"	"0"	"307"	"0"
"139"	"60"	"85"	"322"	"41"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"460"	"0"	"460"	"0"
"140"	"61"	"51"	"259"	"23"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"3"	"6"	"1"	"6"	"3"	"355"	"0"	"355"	"0"
"141"	"62"	"48"	"295"	"33"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"2"	"385"	"0"	"385"	"0"
"142"	"63"	"25"	"248"	"49"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"328"	"0"	"328"	"0"
"143"	"64"	"89"	"176"	"22"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"289"	"0"	"289"	"0"
"144"	"65"	"85"	"427"	"33"	"3"	"0"	"1"	"2"	"3"	"2"	"2"	"2"	"1"	"0"	"2"	"1"	"6"	"570"	"0"	"570"	"0"
"145"	"66"	"102"	"201"	"11"	"3"	"0"	"40"	"5"	"0"	"0"	"0"	"3"	"1"	"2"	"3"	"1"	"7"	"379"	"0"	"379"	"0"
"146"	"67"	"80"	"228"	"6"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"321"	"0"	"321"	"0"
"147"	"68"	"164"	"302"	"13"	"0"	"0"	"5"	"3"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"4"	"501"	"0"	"501"	"0"
"148"	"69"	"195"	"263"	"18"	"0"	"2"	"4"	"0"	"0"	"0"	"2"	"1"	"2"	"7"	"3"	"8"	"6"	"511"	"0"	"511"	"0"
"149"	"70"	"187"	"434"	"21"	"1"	"0"	"0"	"2"	"0"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"7"	"659"	"0"	"659"	"0"
"150"	"Total :-"	"1394"	"3774"	"367"	"11"	"2"	"66"	"20"	"5"	"7"	"10"	"8"	"10"	"20"	"11"	"30"	"42"	"5777"	"0"	"5777"	"0"
"151"	"Till Last Total :-"	"5796"	"11923"	"2620"	"46"	"29"	"42"	"28"	"16"	"24"	"32"	"33"	"29"	"32"	"33"	"54"	"123"	"20860"	"0"	"20860"	"0"
"152"	"Grand Total
:-"	"7190"	"15697"	"2987"	"57"	"31"	"108"	"48"	"21"	"31"	"42"	"41"	"39"	"52"	"44"	"84"	"165"	"26637"	"0"	"26637"	"0"
"153"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
