"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"27"	"22"	"37"	"11"	"129"	"30"	"3"	"1"	"9"	"4"	"0"	"2"	"4"	"0"	"0"	"2"	"1"	"0"	"233"
"28"	"23"	"56"	"79"	"145"	"29"	"7"	"10"	"26"	"5"	"4"	"5"	"10"	"6"	"1"	"4"	"3"	"3"	"393"
"29"	"24"	"131"	"65"	"164"	"14"	"7"	"3"	"13"	"4"	"6"	"4"	"6"	"7"	"6"	"4"	"4"	"12"	"450"
"30"	"25"	"22"	"19"	"195"	"4"	"6"	"1"	"8"	"19"	"2"	"1"	"5"	"2"	"0"	"2"	"4"	"5"	"295"
"31"	"26"	"33"	"12"	"221"	"2"	"1"	"0"	"4"	"3"	"2"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"285"
"32"	"27"	"64"	"40"	"141"	"18"	"3"	"6"	"12"	"5"	"2"	"1"	"15"	"5"	"6"	"7"	"15"	"12"	"352"
"33"	"28"	"31"	"8"	"143"	"11"	"0"	"3"	"11"	"1"	"1"	"4"	"5"	"2"	"1"	"4"	"8"	"10"	"243"
"34"	"29"	"32"	"30"	"132"	"8"	"6"	"2"	"14"	"4"	"1"	"2"	"10"	"3"	"2"	"2"	"3"	"5"	"256"
"35"	"30"	"52"	"53"	"172"	"11"	"5"	"6"	"32"	"14"	"6"	"4"	"17"	"7"	"5"	"4"	"2"	"12"	"402"
"36"	"31"	"105"	"62"	"165"	"6"	"1"	"5"	"8"	"2"	"2"	"1"	"9"	"4"	"4"	"6"	"6"	"9"	"395"
"37"	"32"	"24"	"23"	"158"	"3"	"1"	"2"	"2"	"6"	"1"	"1"	"6"	"2"	"2"	"1"	"5"	"4"	"241"
"38"	"33"	"159"	"60"	"142"	"9"	"2"	"2"	"7"	"3"	"0"	"0"	"4"	"1"	"0"	"0"	"2"	"3"	"394"
"39"	"34"	"39"	"129"	"42"	"41"	"5"	"0"	"3"	"9"	"3"	"5"	"3"	"1"	"2"	"0"	"4"	"7"	"293"
"40"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"42"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"43"	"35"	"63"	"22"	"149"	"24"	"4"	"3"	"11"	"11"	"0"	"3"	"1"	"4"	"0"	"4"	"5"	"5"	"309"
"44"	"36"	"175"	"18"	"80"	"10"	"1"	"1"	"5"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"4"	"7"	"305"
"45"	"37"	"49"	"16"	"120"	"27"	"3"	"5"	"13"	"6"	"3"	"1"	"4"	"3"	"3"	"2"	"5"	"15"	"275"
"46"	"38"	"45"	"11"	"171"	"54"	"5"	"5"	"13"	"4"	"3"	"6"	"9"	"4"	"3"	"6"	"9"	"12"	"360"
"47"	"39"	"131"	"13"	"210"	"21"	"2"	"3"	"9"	"5"	"5"	"1"	"9"	"10"	"4"	"12"	"8"	"24"	"467"
"48"	"40"	"184"	"12"	"206"	"9"	"3"	"6"	"11"	"5"	"2"	"3"	"10"	"2"	"2"	"6"	"5"	"8"	"474"
"49"	"41"	"47"	"16"	"98"	"4"	"0"	"1"	"4"	"2"	"2"	"0"	"5"	"3"	"0"	"2"	"2"	"3"	"189"
"50"	"42"	"59"	"40"	"130"	"7"	"2"	"2"	"3"	"2"	"0"	"1"	"4"	"2"	"0"	"5"	"0"	"1"	"258"
"51"	"43"	"124"	"3"	"146"	"5"	"0"	"3"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"5"	"1"	"4"	"295"
"52"	"44"	"240"	"17"	"79"	"2"	"2"	"1"	"2"	"0"	"2"	"2"	"11"	"5"	"2"	"3"	"7"	"14"	"389"
"53"	"45"	"176"	"20"	"124"	"13"	"2"	"3"	"5"	"8"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"4"	"361"
"54"	"46"	"227"	"33"	"121"	"12"	"4"	"4"	"7"	"3"	"6"	"6"	"8"	"6"	"4"	"7"	"1"	"10"	"459"
"55"	"47"	"161"	"28"	"118"	"20"	"5"	"2"	"6"	"2"	"4"	"6"	"12"	"2"	"3"	"11"	"7"	"19"	"406"
"56"	"48"	"114"	"25"	"210"	"6"	"5"	"8"	"9"	"6"	"1"	"1"	"8"	"0"	"2"	"3"	"3"	"5"	"406"
"57"	"49"	"80"	"15"	"56"	"1"	"0"	"1"	"3"	"1"	"0"	"3"	"2"	"0"	"5"	"6"	"2"	"3"	"178"
"58"	"50"	"140"	"21"	"147"	"8"	"6"	"3"	"11"	"3"	"1"	"1"	"5"	"3"	"0"	"2"	"0"	"1"	"352"
"59"	"51"	"74"	"11"	"87"	"17"	"1"	"0"	"4"	"1"	"0"	"2"	"4"	"1"	"3"	"2"	"3"	"3"	"213"
"60"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"63"	"52"	"177"	"10"	"116"	"17"	"3"	"1"	"4"	"2"	"1"	"2"	"8"	"2"	"5"	"7"	"10"	"23"	"388"
"64"	"53"	"139"	"7"	"147"	"3"	"1"	"0"	"7"	"4"	"1"	"1"	"14"	"2"	"5"	"8"	"10"	"17"	"366"
"65"	"54"	"55"	"8"	"220"	"9"	"2"	"4"	"9"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"314"
"66"	"55"	"186"	"31"	"127"	"3"	"3"	"2"	"8"	"4"	"3"	"1"	"6"	"4"	"1"	"10"	"6"	"20"	"415"
"67"	"56"	"117"	"11"	"153"	"8"	"1"	"3"	"6"	"0"	"1"	"3"	"8"	"4"	"3"	"6"	"6"	"6"	"336"
"68"	"57"	"161"	"8"	"287"	"9"	"1"	"2"	"9"	"1"	"0"	"1"	"6"	"4"	"2"	"2"	"4"	"4"	"501"
"69"	"58"	"101"	"10"	"84"	"12"	"0"	"2"	"6"	"3"	"2"	"1"	"3"	"2"	"1"	"4"	"2"	"0"	"233"
"70"	"59"	"174"	"8"	"99"	"17"	"2"	"1"	"2"	"4"	"1"	"2"	"1"	"7"	"1"	"1"	"4"	"16"	"340"
"71"	"60"	"77"	"33"	"140"	"5"	"1"	"3"	"0"	"0"	"1"	"1"	"4"	"3"	"2"	"3"	"3"	"10"	"286"
"72"	"61"	"121"	"39"	"140"	"20"	"0"	"3"	"4"	"0"	"0"	"1"	"1"	"3"	"0"	"4"	"1"	"4"	"341"
"73"	"62"	"60"	"25"	"108"	"14"	"2"	"1"	"1"	"2"	"1"	"3"	"3"	"2"	"1"	"5"	"6"	"14"	"248"
"74"	"63"	"78"	"9"	"256"	"8"	"4"	"3"	"3"	"2"	"0"	"3"	"3"	"0"	"3"	"13"	"2"	"5"	"392"
"75"	"64"	"119"	"12"	"243"	"9"	"7"	"2"	"7"	"2"	"1"	"3"	"1"	"2"	"1"	"2"	"4"	"6"	"421"
"76"	"65"	"109"	"10"	"345"	"7"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"7"	"0"	"2"	"485"
"77"	"66"	"89"	"48"	"165"	"6"	"2"	"4"	"8"	"2"	"1"	"1"	"0"	"0"	"2"	"3"	"2"	"7"	"340"
"78"	"67"	"141"	"22"	"187"	"13"	"5"	"3"	"10"	"3"	"6"	"4"	"8"	"3"	"5"	"10"	"5"	"23"	"448"
"79"	"68"	"232"	"88"	"102"	"10"	"4"	"4"	"11"	"2"	"7"	"8"	"11"	"6"	"8"	"8"	"11"	"19"	"531"
"80"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"81"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"82"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"83"	"69"	"129"	"7"	"71"	"4"	"4"	"2"	"2"	"8"	"0"	"3"	"8"	"1"	"0"	"2"	"1"	"6"	"248"
"84"	"70"	"127"	"38"	"139"	"8"	"3"	"3"	"10"	"8"	"2"	"8"	"10"	"1"	"1"	"0"	"2"	"1"	"361"
"85"	"71"	"201"	"6"	"13"	"5"	"1"	"1"	"0"	"27"	"1"	"1"	"3"	"1"	"1"	"5"	"3"	"19"	"288"
"86"	"72"	"270"	"94"	"154"	"15"	"5"	"3"	"5"	"3"	"1"	"3"	"4"	"6"	"1"	"2"	"4"	"5"	"575"
"87"	"73"	"228"	"75"	"48"	"9"	"2"	"4"	"7"	"22"	"4"	"0"	"0"	"2"	"0"	"2"	"1"	"3"	"407"
"88"	"74"	"21"	"43"	"80"	"2"	"0"	"1"	"0"	"1"	"0"	"3"	"3"	"0"	"1"	"2"	"2"	"2"	"161"
"89"	"75"	"99"	"83"	"82"	"14"	"3"	"2"	"3"	"11"	"1"	"1"	"1"	"1"	"2"	"2"	"4"	"8"	"317"
"90"	"76"	"341"	"10"	"106"	"6"	"1"	"3"	"10"	"6"	"3"	"2"	"6"	"7"	"3"	"3"	"3"	"18"	"528"
"91"	"77"	"123"	"55"	"116"	"17"	"2"	"1"	"3"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"323"
"92"	"78"	"78"	"5"	"299"	"11"	"3"	"1"	"0"	"2"	"1"	"2"	"4"	"3"	"2"	"9"	"7"	"11"	"438"
"93"	"79"	"216"	"24"	"284"	"9"	"3"	"1"	"7"	"1"	"1"	"1"	"4"	"0"	"0"	"2"	"2"	"9"	"564"
"94"	"80"	"169"	"1"	"160"	"2"	"4"	"1"	"2"	"2"	"2"	"0"	"4"	"4"	"1"	"8"	"8"	"9"	"377"
"95"	"81"	"203"	"9"	"88"	"8"	"3"	"0"	"2"	"2"	"0"	"1"	"0"	"4"	"2"	"0"	"1"	"9"	"332"
"96"	"82"	"437"	"49"	"62"	"4"	"1"	"1"	"4"	"2"	"0"	"1"	"2"	"5"	"4"	"0"	"6"	"19"	"597"
"97"	"83"	"229"	"24"	"116"	"10"	"3"	"6"	"4"	"18"	"0"	"0"	"3"	"1"	"2"	"1"	"1"	"1"	"419"
"98"	"84"	"162"	"7"	"72"	"3"	"2"	"0"	"3"	"3"	"0"	"0"	"4"	"3"	"1"	"2"	"3"	"3"	"268"
"99"	"85"	"49"	"2"	"171"	"10"	"0"	"1"	"4"	"1"	"2"	"0"	"3"	"0"	"1"	"3"	"4"	"2"	"253"
"100"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"102"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"103"	"86"	"287"	"33"	"54"	"13"	"0"	"3"	"5"	"5"	"1"	"3"	"6"	"7"	"5"	"6"	"8"	"22"	"458"
"104"	"87"	"139"	"9"	"133"	"3"	"3"	"2"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"6"	"3"	"4"	"307"
"105"	"88"	"119"	"11"	"79"	"8"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"1"	"4"	"232"
"106"	"89"	"114"	"11"	"68"	"3"	"1"	"0"	"7"	"1"	"1"	"3"	"2"	"0"	"1"	"1"	"4"	"14"	"231"
"107"	"90"	"189"	"16"	"6"	"3"	"1"	"2"	"2"	"4"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"6"	"234"
"108"	"91"	"199"	"23"	"32"	"2"	"4"	"1"	"1"	"4"	"0"	"1"	"3"	"3"	"5"	"3"	"2"	"7"	"290"
"109"	"92"	"83"	"6"	"90"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"4"	"5"	"3"	"4"	"5"	"210"
"110"	"93"	"133"	"17"	"115"	"2"	"4"	"1"	"4"	"1"	"0"	"0"	"3"	"2"	"0"	"2"	"2"	"2"	"288"
"111"	"94"	"81"	"50"	"121"	"16"	"0"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"3"	"4"	"1"	"286"
"112"	"95"	"119"	"19"	"366"	"14"	"0"	"4"	"3"	"1"	"0"	"3"	"8"	"2"	"2"	"2"	"0"	"5"	"548"
"113"	"96"	"177"	"5"	"187"	"30"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"3"	"7"	"5"	"4"	"19"	"443"
"114"	"97"	"72"	"7"	"208"	"21"	"0"	"1"	"4"	"2"	"0"	"0"	"3"	"0"	"1"	"2"	"5"	"6"	"332"
"115"	"98"	"117"	"24"	"170"	"14"	"0"	"1"	"4"	"0"	"2"	"0"	"2"	"2"	"1"	"5"	"2"	"4"	"348"
"116"	"99"	"301"	"64"	"110"	"11"	"3"	"3"	"10"	"5"	"3"	"3"	"6"	"9"	"2"	"3"	"3"	"10"	"546"
"117"	"100"	"216"	"35"	"82"	"5"	"2"	"2"	"6"	"10"	"3"	"3"	"5"	"6"	"0"	"11"	"6"	"19"	"411"
"118"	"101"	"205"	"92"	"34"	"2"	"2"	"0"	"0"	"15"	"3"	"1"	"0"	"4"	"1"	"1"	"2"	"6"	"368"
"119"	"102"	"169"	"21"	"197"	"9"	"2"	"3"	"4"	"4"	"3"	"0"	"3"	"3"	"2"	"9"	"0"	"5"	"434"
"120"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"122"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"123"	"103"	"273"	"122"	"145"	"13"	"6"	"2"	"6"	"32"	"6"	"6"	"9"	"7"	"3"	"1"	"9"	"11"	"651"
"124"	"104"	"69"	"13"	"198"	"9"	"0"	"3"	"5"	"12"	"0"	"0"	"4"	"1"	"2"	"1"	"2"	"1"	"320"
"125"	"105"	"80"	"30"	"151"	"12"	"3"	"4"	"11"	"7"	"1"	"3"	"16"	"3"	"4"	"6"	"5"	"8"	"344"
"126"	"106"	"143"	"35"	"175"	"5"	"1"	"1"	"8"	"2"	"2"	"0"	"4"	"4"	"1"	"1"	"1"	"4"	"387"
"127"	"107"	"175"	"8"	"141"	"4"	"1"	"2"	"0"	"2"	"0"	"1"	"5"	"0"	"0"	"3"	"0"	"4"	"346"
"128"	"108"	"113"	"65"	"182"	"13"	"4"	"4"	"8"	"0"	"4"	"6"	"21"	"8"	"6"	"15"	"5"	"12"	"466"
"129"	"109"	"35"	"5"	"62"	"7"	"1"	"2"	"3"	"4"	"0"	"1"	"3"	"1"	"0"	"2"	"1"	"6"	"133"
"130"	"110"	"198"	"43"	"279"	"13"	"5"	"6"	"22"	"5"	"1"	"4"	"7"	"4"	"5"	"4"	"6"	"13"	"615"
"131"	"111"	"95"	"26"	"126"	"11"	"0"	"1"	"4"	"3"	"0"	"2"	"6"	"3"	"3"	"8"	"5"	"9"	"302"
"132"	"112"	"35"	"30"	"131"	"4"	"0"	"1"	"3"	"0"	"1"	"2"	"5"	"4"	"3"	"9"	"6"	"6"	"240"
"133"	"113"	"266"	"90"	"114"	"7"	"1"	"4"	"5"	"2"	"2"	"4"	"9"	"2"	"3"	"2"	"3"	"11"	"525"
"134"	"114"	"144"	"20"	"109"	"8"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"4"	"3"	"16"	"312"
"135"	"115"	"152"	"6"	"62"	"14"	"3"	"2"	"5"	"1"	"0"	"2"	"7"	"1"	"2"	"6"	"4"	"9"	"276"
"136"	"116"	"110"	"19"	"76"	"7"	"0"	"1"	"3"	"1"	"0"	"0"	"11"	"0"	"3"	"13"	"7"	"6"	"257"
"137"	"117"	"259"	"9"	"25"	"8"	"0"	"2"	"3"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"5"	"318"
"138"	"118"	"144"	"9"	"17"	"2"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"180"
"139"	"119"	"110"	"10"	"98"	"7"	"1"	"4"	"7"	"0"	"0"	"3"	"3"	"1"	"1"	"0"	"0"	"0"	"245"
"140"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"141"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"142"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"143"	"120"	"108"	"36"	"50"	"2"	"3"	"5"	"3"	"4"	"3"	"3"	"6"	"5"	"1"	"2"	"2"	"3"	"236"
"144"	"121"	"239"	"46"	"104"	"6"	"6"	"2"	"2"	"1"	"2"	"1"	"4"	"5"	"4"	"4"	"8"	"20"	"454"
"145"	"122"	"203"	"7"	"51"	"3"	"2"	"0"	"4"	"1"	"0"	"2"	"11"	"10"	"0"	"4"	"8"	"30"	"336"
"146"	"123"	"85"	"2"	"63"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"3"	"160"
"147"	"124"	"119"	"5"	"43"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"7"	"188"
"148"	"125"	"87"	"10"	"149"	"4"	"3"	"5"	"10"	"3"	"1"	"2"	"13"	"2"	"3"	"8"	"1"	"4"	"305"
"149"	"126"	"163"	"31"	"99"	"3"	"4"	"1"	"8"	"1"	"1"	"1"	"4"	"1"	"2"	"2"	"1"	"10"	"332"
"150"	"127"	"102"	"19"	"69"	"3"	"1"	"3"	"11"	"1"	"1"	"4"	"7"	"3"	"1"	"5"	"3"	"15"	"248"
"151"	"128"	"42"	"43"	"226"	"21"	"1"	"2"	"18"	"9"	"0"	"1"	"11"	"0"	"1"	"5"	"4"	"3"	"387"
"152"	"129"	"194"	"23"	"242"	"13"	"10"	"1"	"10"	"4"	"3"	"1"	"5"	"3"	"4"	"10"	"5"	"10"	"538"
"153"	"130"	"106"	"19"	"83"	"3"	"2"	"0"	"2"	"4"	"0"	"0"	"5"	"2"	"0"	"0"	"1"	"10"	"237"
"154"	"131"	"39"	"29"	"40"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"112"
"155"	"132"	"168"	"10"	"95"	"14"	"1"	"3"	"6"	"19"	"2"	"5"	"14"	"7"	"0"	"12"	"8"	"21"	"385"
"156"	"133"	"75"	"25"	"69"	"11"	"2"	"1"	"4"	"6"	"2"	"1"	"5"	"1"	"0"	"2"	"1"	"9"	"214"
"157"	"134"	"61"	"14"	"127"	"12"	"2"	"3"	"4"	"2"	"1"	"1"	"13"	"1"	"3"	"7"	"2"	"5"	"258"
"158"	"135"	"45"	"44"	"102"	"7"	"3"	"2"	"8"	"5"	"0"	"0"	"7"	"1"	"3"	"4"	"5"	"16"	"252"
"159"	"136"	"154"	"79"	"138"	"18"	"0"	"0"	"8"	"6"	"0"	"0"	"10"	"1"	"0"	"2"	"3"	"4"	"423"
"160"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"162"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"163"	"137"	"114"	"42"	"106"	"7"	"5"	"4"	"9"	"1"	"3"	"2"	"7"	"2"	"1"	"0"	"2"	"2"	"307"
