"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  146 Begusarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"24"	"19"	"80"	"40"	"4"	"43"	"113"	"5"	"0"	"2"	"3"	"2"	"5"	"25"	"0"	"2"	"1"	"9"	"7"	"2"	"2"	"345"	"0"	"345"	"0"
"25"	"20"	"125"	"25"	"2"	"72"	"70"	"5"	"1"	"2"	"3"	"4"	"9"	"36"	"3"	"3"	"2"	"25"	"6"	"1"	"3"	"397"	"0"	"397"	"0"
"26"	"21"	"18"	"31"	"4"	"92"	"443"	"5"	"6"	"3"	"0"	"5"	"3"	"98"	"4"	"3"	"0"	"4"	"5"	"1"	"1"	"726"	"0"	"726"	"0"
"27"	"22"	"9"	"35"	"1"	"98"	"360"	"8"	"0"	"1"	"4"	"3"	"3"	"26"	"6"	"0"	"4"	"4"	"1"	"0"	"1"	"564"	"0"	"564"	"0"
"28"	"23"	"99"	"21"	"1"	"133"	"128"	"6"	"2"	"1"	"1"	"1"	"5"	"12"	"2"	"0"	"2"	"5"	"1"	"6"	"1"	"427"	"0"	"427"	"0"
"29"	"24"	"12"	"5"	"1"	"142"	"347"	"7"	"0"	"2"	"0"	"4"	"4"	"62"	"2"	"0"	"3"	"11"	"0"	"0"	"0"	"602"	"0"	"602"	"0"
"30"	"25"	"8"	"32"	"1"	"111"	"269"	"2"	"0"	"0"	"2"	"1"	"4"	"31"	"2"	"2"	"2"	"8"	"3"	"1"	"0"	"479"	"0"	"479"	"0"
"31"	"26"	"117"	"41"	"2"	"162"	"220"	"26"	"6"	"5"	"8"	"14"	"11"	"80"	"17"	"8"	"12"	"52"	"11"	"7"	"9"	"808"	"0"	"808"	"0"
"32"	"27"	"11"	"9"	"0"	"104"	"172"	"1"	"0"	"2"	"1"	"2"	"0"	"24"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"330"	"0"	"330"	"0"
"33"	"28"	"97"	"40"	"6"	"133"	"359"	"21"	"3"	"4"	"4"	"5"	"5"	"55"	"14"	"5"	"10"	"26"	"8"	"2"	"7"	"804"	"0"	"804"	"0"
"34"	"29"	"31"	"20"	"5"	"135"	"330"	"6"	"3"	"4"	"2"	"4"	"6"	"104"	"2"	"0"	"3"	"12"	"1"	"0"	"2"	"670"	"0"	"670"	"0"
"35"	"30"	"39"	"39"	"5"	"179"	"218"	"12"	"3"	"4"	"0"	"2"	"8"	"72"	"11"	"5"	"6"	"13"	"1"	"1"	"6"	"624"	"0"	"624"	"0"
"36"	"31"	"14"	"28"	"3"	"55"	"107"	"3"	"4"	"1"	"3"	"10"	"3"	"163"	"4"	"4"	"5"	"16"	"1"	"0"	"1"	"425"	"0"	"425"	"0"
"37"	"32"	"18"	"23"	"4"	"106"	"231"	"9"	"9"	"4"	"7"	"6"	"0"	"171"	"8"	"6"	"10"	"22"	"4"	"1"	"3"	"642"	"0"	"642"	"0"
"38"	"33"	"32"	"79"	"5"	"128"	"184"	"9"	"4"	"4"	"2"	"9"	"3"	"103"	"4"	"1"	"0"	"5"	"2"	"2"	"0"	"576"	"0"	"576"	"0"
"39"	"34"	"99"	"18"	"8"	"287"	"35"	"4"	"1"	"0"	"2"	"8"	"9"	"94"	"14"	"5"	"12"	"18"	"3"	"5"	"3"	"625"	"0"	"625"	"0"
"40"	"35"	"46"	"30"	"4"	"86"	"291"	"17"	"1"	"1"	"4"	"3"	"8"	"100"	"7"	"6"	"3"	"23"	"2"	"1"	"1"	"634"	"0"	"634"	"0"
"41"	"36"	"65"	"14"	"1"	"202"	"195"	"6"	"1"	"2"	"2"	"3"	"4"	"44"	"3"	"5"	"4"	"20"	"4"	"1"	"1"	"577"	"0"	"577"	"0"
"42"	"37"	"150"	"9"	"2"	"86"	"275"	"9"	"1"	"2"	"1"	"2"	"8"	"17"	"4"	"4"	"4"	"13"	"23"	"6"	"3"	"619"	"0"	"619"	"0"
"43"	"38"	"185"	"28"	"3"	"65"	"147"	"12"	"3"	"1"	"6"	"6"	"13"	"33"	"9"	"8"	"11"	"40"	"4"	"2"	"0"	"576"	"0"	"576"	"0"
"44"	"39"	"17"	"22"	"7"	"189"	"183"	"5"	"2"	"1"	"4"	"3"	"5"	"22"	"3"	"4"	"9"	"13"	"1"	"4"	"1"	"495"	"0"	"495"	"0"
"45"	"40"	"118"	"158"	"19"	"103"	"179"	"8"	"2"	"1"	"3"	"7"	"16"	"53"	"6"	"11"	"11"	"40"	"4"	"2"	"2"	"743"	"0"	"743"	"0"
"46"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"47"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"48"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"49"	"41"	"74"	"59"	"12"	"88"	"347"	"18"	"7"	"4"	"2"	"3"	"6"	"13"	"3"	"5"	"4"	"3"	"2"	"2"	"1"	"653"	"0"	"653"	"0"
"50"	"42"	"122"	"16"	"2"	"125"	"87"	"7"	"0"	"2"	"1"	"3"	"10"	"6"	"2"	"3"	"4"	"6"	"7"	"1"	"2"	"406"	"0"	"406"	"0"
"51"	"43"	"131"	"13"	"4"	"343"	"64"	"3"	"1"	"3"	"2"	"6"	"10"	"37"	"0"	"2"	"3"	"6"	"3"	"1"	"1"	"633"	"0"	"633"	"0"
"52"	"44"	"57"	"65"	"1"	"160"	"28"	"0"	"3"	"0"	"1"	"2"	"4"	"75"	"5"	"3"	"1"	"7"	"1"	"0"	"0"	"413"	"0"	"413"	"0"
"53"	"45"	"126"	"41"	"5"	"131"	"48"	"16"	"1"	"1"	"5"	"7"	"2"	"136"	"2"	"0"	"3"	"3"	"0"	"1"	"0"	"528"	"0"	"528"	"0"
"54"	"46"	"67"	"60"	"6"	"42"	"83"	"6"	"2"	"2"	"1"	"8"	"6"	"179"	"5"	"1"	"4"	"6"	"4"	"2"	"5"	"489"	"0"	"489"	"0"
"55"	"47"	"26"	"86"	"8"	"176"	"124"	"5"	"3"	"3"	"3"	"10"	"3"	"83"	"6"	"11"	"13"	"25"	"0"	"0"	"2"	"587"	"0"	"587"	"0"
"56"	"48"	"34"	"54"	"3"	"77"	"197"	"59"	"1"	"4"	"3"	"8"	"3"	"102"	"2"	"3"	"1"	"6"	"3"	"3"	"3"	"566"	"0"	"566"	"0"
"57"	"49"	"18"	"73"	"7"	"348"	"62"	"2"	"2"	"1"	"1"	"2"	"0"	"64"	"1"	"1"	"3"	"6"	"2"	"2"	"0"	"595"	"0"	"595"	"0"
"58"	"50"	"89"	"232"	"9"	"126"	"146"	"1"	"2"	"1"	"4"	"4"	"6"	"93"	"2"	"1"	"1"	"5"	"1"	"2"	"0"	"725"	"0"	"725"	"0"
"59"	"51"	"147"	"37"	"2"	"174"	"68"	"4"	"7"	"4"	"3"	"2"	"6"	"151"	"7"	"4"	"3"	"18"	"10"	"1"	"4"	"652"	"0"	"652"	"0"
"60"	"52"	"232"	"78"	"1"	"234"	"94"	"1"	"4"	"2"	"5"	"5"	"10"	"104"	"7"	"2"	"5"	"11"	"4"	"9"	"6"	"814"	"0"	"814"	"0"
"61"	"53"	"10"	"20"	"0"	"81"	"72"	"2"	"0"	"2"	"0"	"1"	"0"	"16"	"1"	"2"	"0"	"7"	"0"	"0"	"0"	"214"	"0"	"214"	"0"
"62"	"54"	"13"	"48"	"4"	"117"	"162"	"10"	"0"	"3"	"5"	"4"	"1"	"30"	"4"	"3"	"2"	"9"	"0"	"0"	"1"	"416"	"0"	"416"	"0"
"63"	"55"	"20"	"84"	"2"	"200"	"195"	"6"	"1"	"1"	"1"	"4"	"2"	"36"	"10"	"5"	"9"	"19"	"1"	"2"	"2"	"600"	"0"	"600"	"0"
"64"	"56"	"20"	"272"	"4"	"95"	"113"	"0"	"2"	"0"	"0"	"3"	"2"	"25"	"1"	"1"	"3"	"4"	"0"	"2"	"1"	"548"	"0"	"548"	"0"
"65"	"57"	"20"	"213"	"21"	"126"	"138"	"1"	"1"	"2"	"2"	"5"	"1"	"79"	"3"	"6"	"11"	"10"	"5"	"3"	"3"	"650"	"0"	"650"	"0"
"66"	"58"	"7"	"178"	"3"	"65"	"190"	"7"	"3"	"1"	"1"	"0"	"2"	"6"	"6"	"3"	"5"	"9"	"4"	"2"	"3"	"495"	"0"	"495"	"0"
"67"	"59"	"15"	"198"	"7"	"64"	"184"	"3"	"4"	"5"	"2"	"2"	"4"	"66"	"4"	"7"	"9"	"9"	"4"	"5"	"2"	"594"	"0"	"594"	"0"
"68"	"60"	"16"	"144"	"1"	"41"	"76"	"27"	"0"	"1"	"1"	"8"	"1"	"169"	"3"	"4"	"3"	"3"	"2"	"4"	"5"	"509"	"0"	"509"	"0"
"69"	"61"	"399"	"22"	"0"	"98"	"24"	"34"	"1"	"2"	"1"	"5"	"10"	"151"	"9"	"4"	"10"	"36"	"4"	"0"	"1"	"811"	"0"	"811"	"0"
"70"	"62"	"10"	"147"	"16"	"29"	"70"	"50"	"3"	"1"	"2"	"6"	"3"	"116"	"8"	"8"	"6"	"28"	"1"	"0"	"0"	"504"	"0"	"504"	"0"
"71"	"63"	"11"	"12"	"4"	"228"	"185"	"6"	"2"	"1"	"0"	"1"	"1"	"18"	"3"	"0"	"2"	"7"	"6"	"3"	"3"	"493"	"0"	"493"	"0"
"72"	"64"	"28"	"25"	"2"	"162"	"173"	"6"	"2"	"3"	"0"	"3"	"3"	"34"	"5"	"1"	"5"	"11"	"4"	"3"	"2"	"472"	"0"	"472"	"0"
"73"	"65"	"33"	"59"	"3"	"256"	"20"	"5"	"1"	"0"	"0"	"1"	"4"	"7"	"17"	"11"	"9"	"18"	"1"	"1"	"1"	"447"	"0"	"447"	"0"
"74"	"66"	"20"	"100"	"3"	"361"	"27"	"2"	"1"	"0"	"1"	"1"	"1"	"4"	"7"	"1"	"4"	"4"	"9"	"8"	"4"	"558"	"0"	"558"	"0"
"75"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"76"	"68"	"21"	"92"	"4"	"107"	"301"	"2"	"2"	"1"	"3"	"4"	"3"	"116"	"4"	"1"	"3"	"5"	"6"	"4"	"0"	"679"	"0"	"679"	"0"
"77"	"69"	"120"	"58"	"7"	"91"	"260"	"10"	"8"	"2"	"4"	"3"	"3"	"41"	"5"	"7"	"3"	"29"	"7"	"0"	"2"	"660"	"0"	"660"	"0"
"78"	"70"	"25"	"115"	"7"	"112"	"304"	"6"	"1"	"4"	"1"	"4"	"3"	"115"	"8"	"2"	"4"	"19"	"1"	"1"	"1"	"733"	"0"	"733"	"0"
"79"	"71"	"87"	"25"	"3"	"203"	"59"	"2"	"1"	"2"	"3"	"5"	"0"	"63"	"8"	"2"	"7"	"10"	"4"	"2"	"1"	"487"	"0"	"487"	"0"
"80"	"72"	"107"	"134"	"5"	"95"	"169"	"12"	"5"	"3"	"6"	"6"	"5"	"41"	"10"	"2"	"19"	"43"	"15"	"8"	"13"	"698"	"0"	"698"	"0"
"81"	"73"	"111"	"52"	"2"	"46"	"153"	"5"	"1"	"2"	"1"	"3"	"1"	"18"	"2"	"1"	"0"	"13"	"2"	"3"	"2"	"418"	"0"	"418"	"0"
"82"	"74"	"64"	"71"	"5"	"102"	"111"	"3"	"1"	"2"	"1"	"1"	"4"	"24"	"1"	"1"	"2"	"6"	"0"	"3"	"5"	"407"	"0"	"407"	"0"
"83"	"75"	"101"	"219"	"6"	"103"	"62"	"5"	"10"	"2"	"6"	"13"	"4"	"88"	"8"	"5"	"6"	"7"	"4"	"4"	"2"	"655"	"0"	"655"	"0"
"84"	"76"	"95"	"162"	"5"	"141"	"117"	"6"	"2"	"4"	"3"	"6"	"20"	"97"	"4"	"2"	"7"	"5"	"4"	"6"	"2"	"688"	"0"	"688"	"0"
"85"	"77"	"12"	"192"	"2"	"150"	"202"	"2"	"2"	"4"	"4"	"5"	"14"	"181"	"10"	"3"	"6"	"20"	"0"	"0"	"1"	"810"	"0"	"810"	"0"
"86"	"78"	"279"	"79"	"3"	"105"	"114"	"11"	"7"	"1"	"3"	"2"	"6"	"17"	"5"	"2"	"13"	"43"	"2"	"2"	"3"	"697"	"0"	"697"	"0"
"87"	"79"	"71"	"143"	"9"	"70"	"65"	"6"	"2"	"4"	"1"	"7"	"3"	"15"	"6"	"2"	"12"	"16"	"15"	"18"	"3"	"468"	"0"	"468"	"0"
"88"	"80"	"120"	"186"	"8"	"65"	"153"	"9"	"2"	"6"	"3"	"5"	"12"	"11"	"3"	"10"	"20"	"38"	"9"	"5"	"9"	"674"	"0"	"674"	"0"
"89"	"81"	"74"	"94"	"4"	"110"	"46"	"1"	"7"	"4"	"1"	"7"	"9"	"187"	"10"	"4"	"3"	"24"	"7"	"14"	"6"	"612"	"0"	"612"	"0"
"90"	"82"	"52"	"143"	"5"	"60"	"84"	"6"	"0"	"1"	"1"	"1"	"5"	"40"	"6"	"2"	"2"	"7"	"1"	"1"	"2"	"419"	"0"	"419"	"0"
"91"	"83"	"94"	"67"	"7"	"33"	"84"	"2"	"1"	"4"	"2"	"4"	"6"	"107"	"5"	"4"	"3"	"18"	"5"	"4"	"9"	"459"	"0"	"459"	"0"
"92"	"84"	"60"	"89"	"2"	"90"	"103"	"1"	"6"	"1"	"2"	"3"	"3"	"50"	"7"	"5"	"8"	"28"	"7"	"5"	"2"	"472"	"0"	"472"	"0"
"93"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"94"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"95"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"96"	"85"	"113"	"69"	"5"	"140"	"67"	"8"	"3"	"0"	"4"	"1"	"5"	"12"	"2"	"3"	"2"	"10"	"3"	"1"	"2"	"450"	"0"	"450"	"0"
"97"	"86"	"170"	"31"	"4"	"84"	"72"	"1"	"2"	"3"	"0"	"5"	"2"	"82"	"2"	"2"	"3"	"16"	"8"	"4"	"4"	"495"	"0"	"495"	"0"
"98"	"87"	"81"	"26"	"3"	"97"	"82"	"2"	"1"	"1"	"2"	"3"	"3"	"75"	"6"	"3"	"0"	"13"	"9"	"4"	"4"	"415"	"0"	"415"	"0"
"99"	"88"	"134"	"62"	"4"	"60"	"26"	"2"	"1"	"1"	"1"	"3"	"1"	"41"	"1"	"0"	"2"	"7"	"1"	"1"	"0"	"348"	"0"	"348"	"0"
"100"	"89"	"22"	"14"	"5"	"281"	"114"	"3"	"4"	"0"	"2"	"2"	"4"	"30"	"3"	"1"	"7"	"10"	"4"	"0"	"1"	"507"	"0"	"507"	"0"
"101"	"90"	"131"	"82"	"4"	"165"	"214"	"8"	"1"	"3"	"1"	"2"	"1"	"20"	"0"	"0"	"1"	"7"	"2"	"1"	"0"	"643"	"0"	"643"	"0"
"102"	"91"	"22"	"64"	"5"	"106"	"191"	"10"	"1"	"4"	"2"	"0"	"4"	"12"	"3"	"3"	"6"	"17"	"2"	"0"	"1"	"453"	"0"	"453"	"0"
"103"	"92"	"5"	"39"	"0"	"115"	"163"	"3"	"0"	"2"	"1"	"0"	"0"	"16"	"2"	"0"	"6"	"13"	"0"	"0"	"2"	"367"	"0"	"367"	"0"
"104"	"93"	"36"	"90"	"1"	"200"	"157"	"1"	"7"	"4"	"1"	"1"	"4"	"15"	"3"	"3"	"7"	"17"	"3"	"0"	"1"	"551"	"0"	"551"	"0"
"105"	"94"	"69"	"72"	"3"	"139"	"241"	"0"	"2"	"0"	"1"	"0"	"3"	"6"	"1"	"0"	"4"	"2"	"4"	"4"	"2"	"553"	"0"	"553"	"0"
"106"	"95"	"30"	"45"	"1"	"70"	"199"	"7"	"1"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"1"	"3"	"1"	"3"	"0"	"368"	"0"	"368"	"0"
"107"	"96"	"45"	"23"	"2"	"43"	"97"	"2"	"1"	"1"	"5"	"2"	"3"	"5"	"3"	"2"	"1"	"8"	"2"	"2"	"2"	"249"	"0"	"249"	"0"
"108"	"97"	"108"	"64"	"2"	"55"	"192"	"8"	"7"	"3"	"3"	"3"	"4"	"12"	"3"	"1"	"1"	"7"	"3"	"0"	"1"	"477"	"0"	"477"	"0"
"109"	"98"	"8"	"19"	"3"	"29"	"234"	"3"	"3"	"0"	"1"	"3"	"3"	"27"	"1"	"2"	"2"	"4"	"2"	"5"	"7"	"356"	"0"	"356"	"0"
"110"	"99"	"32"	"80"	"3"	"105"	"217"	"1"	"6"	"3"	"0"	"1"	"0"	"33"	"1"	"0"	"1"	"3"	"1"	"1"	"1"	"489"	"0"	"489"	"0"
"111"	"100"	"65"	"148"	"4"	"120"	"371"	"13"	"7"	"4"	"2"	"10"	"6"	"38"	"9"	"9"	"10"	"46"	"4"	"1"	"1"	"868"	"0"	"868"	"0"
"112"	"101"	"4"	"48"	"0"	"144"	"79"	"0"	"0"	"0"	"0"	"0"	"1"	"18"	"5"	"1"	"3"	"3"	"3"	"1"	"3"	"313"	"0"	"313"	"0"
"113"	"102"	"13"	"63"	"2"	"175"	"260"	"4"	"3"	"0"	"0"	"2"	"0"	"17"	"0"	"1"	"3"	"1"	"2"	"2"	"0"	"548"	"0"	"548"	"0"
"114"	"103"	"27"	"70"	"3"	"127"	"211"	"8"	"1"	"1"	"1"	"6"	"5"	"22"	"2"	"2"	"5"	"22"	"1"	"2"	"1"	"517"	"0"	"517"	"0"
"115"	"104"	"30"	"82"	"13"	"95"	"91"	"2"	"8"	"4"	"0"	"2"	"3"	"18"	"5"	"6"	"7"	"15"	"0"	"0"	"1"	"382"	"0"	"382"	"0"
"116"	"105"	"9"	"17"	"1"	"168"	"74"	"1"	"1"	"0"	"0"	"0"	"0"	"10"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"286"	"0"	"286"	"0"
"117"	"106"	"66"	"14"	"4"	"83"	"122"	"6"	"4"	"3"	"2"	"8"	"3"	"47"	"7"	"1"	"0"	"3"	"6"	"2"	"6"	"387"	"0"	"387"	"0"
"118"	"107"	"58"	"29"	"45"	"222"	"133"	"7"	"2"	"0"	"2"	"3"	"5"	"11"	"15"	"5"	"2"	"33"	"10"	"6"	"7"	"595"	"0"	"595"	"0"
"119"	"108"	"29"	"31"	"3"	"120"	"91"	"4"	"9"	"2"	"1"	"4"	"6"	"10"	"4"	"5"	"6"	"20"	"10"	"3"	"4"	"362"	"0"	"362"	"0"
"120"	"109"	"58"	"24"	"3"	"133"	"12"	"3"	"1"	"1"	"0"	"2"	"10"	"7"	"8"	"2"	"1"	"22"	"2"	"2"	"3"	"294"	"0"	"294"	"0"
"121"	"110"	"32"	"73"	"2"	"166"	"70"	"5"	"69"	"7"	"2"	"3"	"3"	"20"	"2"	"2"	"1"	"7"	"3"	"6"	"2"	"475"	"0"	"475"	"0"
"122"	"111"	"124"	"7"	"1"	"101"	"31"	"4"	"14"	"2"	"3"	"2"	"3"	"6"	"1"	"1"	"2"	"15"	"16"	"11"	"6"	"350"	"0"	"350"	"0"
"123"	"112"	"124"	"25"	"3"	"74"	"32"	"5"	"17"	"0"	"2"	"1"	"1"	"5"	"3"	"1"	"1"	"1"	"2"	"0"	"2"	"299"	"0"	"299"	"0"
"124"	"113"	"26"	"15"	"2"	"347"	"59"	"5"	"1"	"2"	"1"	"4"	"5"	"35"	"25"	"4"	"3"	"8"	"0"	"3"	"1"	"546"	"0"	"546"	"0"
"125"	"114"	"19"	"49"	"11"	"423"	"38"	"7"	"0"	"2"	"1"	"4"	"8"	"43"	"14"	"4"	"9"	"39"	"4"	"3"	"8"	"686"	"0"	"686"	"0"
"126"	"115"	"43"	"86"	"4"	"238"	"79"	"1"	"1"	"2"	"2"	"4"	"2"	"149"	"4"	"3"	"1"	"8"	"7"	"8"	"12"	"654"	"0"	"654"	"0"
"127"	"116"	"52"	"74"	"2"	"187"	"67"	"3"	"1"	"1"	"2"	"3"	"2"	"36"	"5"	"2"	"3"	"13"	"1"	"1"	"1"	"456"	"0"	"456"	"0"
"128"	"117"	"53"	"49"	"5"	"141"	"74"	"6"	"0"	"0"	"0"	"2"	"2"	"20"	"3"	"2"	"3"	"17"	"2"	"5"	"3"	"387"	"0"	"387"	"0"
