"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"40"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"41"	"32"	"196"	"24"	"208"	"100"	""	"6"	"4"	"0"	"14"	"0"	"5"	"1"	"0"	"2"	"0"	"2"	"4"	"6"	"15"	"367"
"42"	"32"	"196"	"25"	"159"	"74"	""	"1"	"6"	"0"	"6"	"1"	"2"	"0"	"4"	"0"	"0"	"2"	"3"	"11"	"5"	"274"
"43"	"32"	"196"	"26"	"168"	"39"	""	"9"	"1"	"0"	"5"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"5"	"6"	"8"	"247"
"44"	"32"	"196"	"27"	"77"	"59"	""	"24"	"13"	"1"	"99"	"3"	"4"	"2"	"2"	"7"	"4"	"1"	"2"	"7"	"6"	"311"
"45"	"32"	"196"	"28"	"88"	"83"	""	"14"	"4"	"0"	"11"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"3"	"2"	"210"
"46"	"32"	"196"	"29"	"68"	"190"	""	"18"	"9"	"2"	"72"	"2"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"4"	"4"	"375"
"47"	"32"	"196"	"30"	"76"	"89"	""	"5"	"50"	"2"	"86"	"4"	"1"	"0"	"2"	"3"	"6"	"2"	"2"	"15"	"3"	"346"
"48"	"32"	"196"	"31"	"102"	"51"	""	"2"	"31"	"1"	"30"	"1"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"8"	"3"	"235"
"49"	"32"	"196"	"32"	"34"	"6"	""	"2"	"1"	"0"	"6"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"55"
"50"	"32"	"196"	"33"	"79"	"28"	""	"1"	"3"	"0"	"27"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"4"	"1"	"148"
"51"	"32"	"196"	"34"	"131"	"246"	""	"0"	"3"	"0"	"86"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"471"
"52"	"32"	"196"	"35"	"156"	"105"	""	"27"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"296"
"53"	"32"	"196"	"36"	"239"	"144"	""	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"410"
"54"	"32"	"196"	"37"	"157"	"84"	""	"4"	"7"	"4"	"81"	"5"	"1"	"1"	"3"	"1"	"1"	"3"	"2"	"9"	"8"	"371"
"55"	"32"	"196"	"38"	"81"	"302"	""	"22"	"6"	"1"	"18"	"0"	"6"	"0"	"0"	"1"	"4"	"2"	"2"	"13"	"5"	"463"
"56"	"32"	"196"	"39"	"283"	"76"	""	"4"	"7"	"1"	"54"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"4"	"9"	"445"
"57"	"32"	"196"	"40"	"82"	"223"	""	"5"	"6"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"325"
"58"	"32"	"196"	"41"	"264"	"73"	""	"16"	"10"	"1"	"9"	"1"	"0"	"1"	"2"	"1"	"1"	"1"	"1"	"8"	"12"	"401"
"59"	"32"	"196"	"42"	"7"	"275"	""	"0"	"0"	"1"	"11"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"3"	"0"	"302"
"60"	"32"	"196"	"43"	"67"	"319"	""	"3"	"4"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"1"	"422"
"61"	"32"	"196"	"44"	"157"	"144"	""	"3"	"6"	"4"	"88"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"3"	"5"	"414"
"62"	"32"	"196"	"45"	"92"	"266"	""	"5"	"8"	"1"	"33"	"1"	"2"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"414"
"63"	"32"	"196"	"46"	"161"	"58"	""	"10"	"10"	"3"	"100"	"4"	"1"	"2"	"2"	"8"	"1"	"2"	"5"	"9"	"10"	"386"
"64"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"73"	"32"	"196"	"47"	"326"	"65"	""	"2"	"4"	"1"	"15"	"0"	"3"	"1"	"2"	"0"	"2"	"4"	"1"	"7"	"7"	"440"
"74"	"32"	"196"	"48"	"198"	"64"	""	"16"	"6"	"0"	"7"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"298"
"75"	"32"	"196"	"49"	"67"	"102"	""	"4"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"183"
"76"	"32"	"196"	"50"	"68"	"102"	""	"2"	"13"	"0"	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"13"	"6"	"211"
"77"	"32"	"196"	"51"	"184"	"50"	""	"4"	"5"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"250"
"78"	"32"	"196"	"52"	"119"	"35"	""	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"161"
"79"	"32"	"196"	"53"	"256"	"49"	""	"4"	"14"	"3"	"48"	"2"	"3"	"1"	"2"	"2"	"2"	"2"	"0"	"9"	"4"	"401"
"80"	"32"	"196"	"54"	"170"	"91"	""	"61"	"2"	"0"	"20"	"4"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"6"	"5"	"368"
"81"	"32"	"196"	"55"	"130"	"87"	""	"4"	"1"	"0"	"23"	"2"	"2"	"0"	"0"	"4"	"1"	"0"	"4"	"10"	"12"	"280"
"82"	"32"	"196"	"56"	"79"	"37"	""	"0"	"4"	"2"	"57"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"8"	"3"	"195"
"83"	"32"	"196"	"57"	"254"	"56"	""	"2"	"3"	"3"	"86"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"2"	"3"	"4"	"418"
"84"	"32"	"196"	"58"	"21"	"83"	""	"3"	"2"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"117"
"85"	"32"	"196"	"59"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"86"	"32"	"196"	"60"	"240"	"45"	""	"5"	"4"	"1"	"104"	"2"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"6"	"2"	"416"
"87"	"32"	"196"	"61"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"88"	"32"	"196"	"62"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"89"	"32"	"196"	"63"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"90"	"32"	"196"	"64"	"76"	"107"	""	"7"	"0"	"2"	"7"	"2"	"4"	"1"	"5"	"0"	"1"	"0"	"3"	"4"	"7"	"226"
"91"	"32"	"196"	"65"	"127"	"197"	""	"6"	"0"	"0"	"50"	"1"	"0"	"0"	"2"	"0"	"2"	"2"	"2"	"14"	"8"	"411"
"92"	"32"	"196"	"66"	"38"	"28"	""	"1"	"7"	"3"	"147"	"7"	"4"	"6"	"7"	"10"	"3"	"2"	"8"	"14"	"13"	"298"
"93"	"32"	"196"	"67"	"140"	"11"	""	"0"	"7"	"1"	"125"	"7"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"5"	"301"
"94"	"32"	"196"	"68"	"253"	"3"	""	"2"	"10"	"0"	"11"	"0"	"0"	"2"	"1"	"1"	"0"	"3"	"0"	"3"	"5"	"294"
"95"	"32"	"196"	"69"	"94"	"133"	""	"8"	"3"	"5"	"104"	"4"	"6"	"2"	"4"	"10"	"1"	"5"	"2"	"26"	"6"	"413"
"96"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"105"	"32"	"196"	"70"	"97"	"37"	""	"5"	"7"	"7"	"205"	"8"	"6"	"1"	"0"	"4"	"1"	"1"	"0"	"8"	"7"	"394"
"106"	"32"	"196"	"71"	"26"	"42"	""	"3"	"1"	"3"	"110"	"1"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"5"	"4"	"200"
"107"	"32"	"196"	"72"	"185"	"6"	""	"5"	"6"	"2"	"318"	"6"	"2"	"1"	"0"	"2"	"1"	"2"	"1"	"15"	"7"	"559"
"108"	"32"	"196"	"73"	"190"	"17"	""	"1"	"0"	"1"	"77"	"3"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"15"	"19"	"330"
"109"	"32"	"196"	"74"	"182"	"20"	""	"1"	"5"	"0"	"168"	"6"	"1"	"4"	"6"	"11"	"5"	"6"	"6"	"21"	"11"	"453"
"110"	"32"	"196"	"75"	"112"	"33"	""	"29"	"16"	"2"	"42"	"3"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"10"	"7"	"260"
"111"	"32"	"196"	"76"	"95"	"33"	""	"28"	"5"	"2"	"42"	"2"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"4"	"4"	"222"
"112"	"32"	"196"	"77"	"110"	"42"	""	"5"	"2"	"1"	"207"	"2"	"2"	"2"	"1"	"4"	"0"	"2"	"2"	"13"	"5"	"400"
"113"	"32"	"196"	"78"	"132"	"20"	""	"3"	"5"	"3"	"184"	"12"	"4"	"3"	"7"	"6"	"1"	"2"	"4"	"19"	"16"	"421"
"114"	"32"	"196"	"79"	"267"	"207"	""	"4"	"8"	"3"	"90"	"3"	"6"	"4"	"6"	"1"	"2"	"4"	"3"	"17"	"3"	"628"
"115"	"32"	"196"	"80"	"174"	"172"	""	"2"	"2"	"0"	"18"	"0"	"1"	"2"	"0"	"2"	"1"	"4"	"3"	"6"	"7"	"394"
"116"	"32"	"196"	"81"	"150"	"57"	""	"10"	"1"	"1"	"26"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"5"	"4"	"261"
"117"	"32"	"196"	"82"	"48"	"76"	""	"1"	"4"	"1"	"43"	"0"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"3"	"0"	"182"
"118"	"32"	"196"	"83"	"83"	"90"	""	"11"	"11"	"2"	"61"	"3"	"3"	"1"	"4"	"7"	"4"	"3"	"5"	"16"	"8"	"312"
"119"	"32"	"196"	"84"	"59"	"89"	""	"1"	"2"	"1"	"67"	"2"	"2"	"1"	"4"	"3"	"0"	"2"	"2"	"7"	"1"	"243"
"120"	"32"	"196"	"85"	"243"	"10"	""	"6"	"47"	"0"	"23"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"2"	"6"	"2"	"347"
"121"	"32"	"196"	"86"	"48"	"99"	""	"4"	"0"	"0"	"193"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"350"
"122"	"32"	"196"	"87"	"140"	"45"	""	"2"	"18"	"1"	"132"	"3"	"4"	"1"	"3"	"7"	"1"	"1"	"3"	"12"	"17"	"390"
"123"	"32"	"196"	"88"	"50"	"129"	""	"7"	"4"	"3"	"152"	"6"	"0"	"3"	"5"	"7"	"2"	"1"	"4"	"20"	"15"	"408"
"124"	"32"	"196"	"89"	"144"	"21"	""	"2"	"3"	"0"	"90"	"4"	"2"	"0"	"0"	"0"	"4"	"0"	"1"	"11"	"5"	"287"
"125"	"32"	"196"	"90"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"126"	"32"	"196"	"91"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"127"	"32"	"196"	"92"	"130"	"30"	""	"2"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"177"
"128"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"130"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 196-Tarari"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"137"	"32"	"196"	"93"	"197"	"25"	""	"0"	"3"	"0"	"33"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"7"	"269"
"138"	"32"	"196"	"94"	"82"	"67"	""	"2"	"4"	"2"	"36"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"7"	"1"	"209"
"139"	"32"	"196"	"95"	"179"	"9"	""	"41"	"5"	"3"	"156"	"5"	"4"	"3"	"2"	"6"	"3"	"1"	"4"	"12"	"5"	"438"
"140"	"32"	"196"	"96"	"64"	"44"	""	"39"	"3"	"0"	"72"	"0"	"2"	"0"	"1"	"3"	"2"	"1"	"3"	"8"	"2"	"244"
"141"	"32"	"196"	"97"	"171"	"183"	""	"17"	"24"	"3"	"139"	"4"	"5"	"2"	"1"	"3"	"7"	"11"	"7"	"24"	"27"	"628"
"142"	"32"	"196"	"98"	"78"	"60"	""	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"144"
"143"	"32"	"196"	"99"	"87"	"245"	""	"5"	"4"	"1"	"64"	"3"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"10"	"2"	"428"
"144"	"32"	"196"	"100"	"77"	"53"	""	"3"	"5"	"4"	"204"	"1"	"0"	"2"	"0"	"0"	"2"	"3"	"2"	"8"	"2"	"366"
"145"	"32"	"196"	"101"	"72"	"186"	""	"4"	"1"	"0"	"28"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"8"	"2"	"307"
"146"	"32"	"196"	"102"	"99"	"20"	""	"4"	"12"	"0"	"77"	"4"	"5"	"0"	"2"	"2"	"2"	"2"	"2"	"11"	"4"	"246"
"147"	"32"	"196"	"103"	"49"	"138"	""	"10"	"4"	"2"	"130"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"7"	"1"	"347"
"148"	"32"	"196"	"104"	"138"	"28"	""	"9"	"5"	"1"	"91"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"9"	"4"	"289"
"149"	"32"	"196"	"105"	"70"	"120"	""	"15"	"0"	"0"	"59"	"1"	"1"	"1"	"2"	"4"	"1"	"3"	"4"	"15"	"12"	"308"
"150"	"32"	"196"	"106"	"58"	"69"	""	"62"	"5"	"1"	"80"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"1"	"286"
"151"	"32"	"196"	"107"	"66"	"71"	""	"4"	"5"	"4"	"253"	"11"	"4"	"6"	"0"	"1"	"2"	"2"	"5"	"18"	"3"	"455"
"152"	"32"	"196"	"108"	"51"	"63"	""	"4"	"1"	"1"	"115"	"2"	"1"	"0"	"3"	"2"	"1"	"1"	"3"	"8"	"7"	"263"
"153"	"32"	"196"	"109"	"157"	"21"	""	"4"	"2"	"0"	"28"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"3"	"7"	"4"	"231"
"154"	"32"	"196"	"110"	"76"	"111"	""	"0"	"1"	"2"	"103"	"3"	"0"	"0"	"2"	"3"	"1"	"3"	"2"	"20"	"11"	"338"
"155"	"32"	"196"	"111"	"127"	"29"	""	"0"	"5"	"2"	"139"	"2"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"1"	"2"	"316"
"156"	"32"	"196"	"112"	"242"	"1"	""	"0"	"1"	"1"	"66"	"2"	"0"	"1"	"0"	"1"	"3"	"0"	"4"	"7"	"3"	"332"
"157"	"32"	"196"	"113"	"221"	"11"	""	"2"	"9"	"0"	"36"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"11"	"9"	"309"
"158"	"32"	"196"	"114"	"153"	"69"	""	"6"	"5"	"4"	"85"	"4"	"2"	"3"	"1"	"3"	"1"	"1"	"4"	"10"	"5"	"356"
