"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"21"	"11"	"38"	"393"	"162"	"16"	"2"	"4"	"3"	"4"	"5"	"1"	"3"	"8"	"6"	"645"	"0"	"645"	"0"
"22"	"12"	"10"	"301"	"213"	"7"	"3"	"0"	"1"	"1"	"2"	"4"	"9"	"11"	"13"	"575"	"0"	"575"	"0"
"23"	"13"	"4"	"269"	"114"	"3"	"0"	"1"	"0"	"1"	"1"	"2"	"5"	"9"	"21"	"430"	"0"	"430"	"0"
"24"	"14"	"48"	"155"	"131"	"10"	"1"	"4"	"2"	"6"	"2"	"2"	"5"	"3"	"11"	"380"	"0"	"380"	"0"
"25"	"Total"	"585"	"3095"	"2383"	"106"	"40"	"42"	"24"	"33"	"45"	"36"	"81"	"103"	"174"	"6747"	"0"	"6747"	"0"
"26"	"B.F."	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"
"27"	"G. Total"	"585"	"3095"	"2383"	"106"	"40"	"42"	"24"	"33"	"45"	"36"	"81"	"103"	"174"	"6747"	"0"	"6747"	"0"
"28"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"Total No. of Electors in Assembly Constituency/Segment- 216294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"Name of the Assembly/segment - 116-TARAIYA                                                                                                                                                                                                                                       Round No-2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"37"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"38"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"39"	"15"	"4"	"90"	"199"	"2"	"0"	"2"	"1"	"1"	"2"	"5"	"10"	"6"	"30"	"352"	"0"	"352"	"0"
"40"	"16"	"17"	"124"	"157"	"5"	"1"	"0"	"3"	"0"	"1"	"3"	"11"	"7"	"8"	"337"	"0"	"337"	"0"
"41"	"17"	"21"	"134"	"81"	"2"	"2"	"3"	"3"	"0"	"1"	"2"	"8"	"4"	"6"	"267"	"0"	"267"	"0"
"42"	"18"	"97"	"71"	"225"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"3"	"1"	"1"	"403"	"0"	"403"	"0"
"43"	"19"	"15"	"110"	"290"	"6"	"0"	"0"	"0"	"1"	"3"	"1"	"3"	"1"	"11"	"441"	"0"	"441"	"0"
"44"	"20"	"167"	"16"	"116"	"0"	"2"	"1"	"1"	"1"	"1"	"2"	"12"	"6"	"9"	"334"	"0"	"334"	"0"
"45"	"21"	"41"	"100"	"387"	"2"	"1"	"8"	"0"	"3"	"0"	"2"	"1"	"2"	"5"	"552"	"0"	"552"	"0"
"46"	"22"	"177"	"53"	"77"	"4"	"1"	"2"	"0"	"3"	"2"	"0"	"3"	"2"	"9"	"333"	"0"	"333"	"0"
"47"	"23"	"28"	"195"	"201"	"8"	"4"	"3"	"4"	"2"	"2"	"5"	"6"	"4"	"10"	"472"	"0"	"472"	"0"
"48"	"24"	"57"	"257"	"87"	"11"	"3"	"51"	"5"	"6"	"8"	"7"	"6"	"5"	"24"	"527"	"0"	"527"	"0"
"49"	"25"	"9"	"277"	"139"	"6"	"5"	"3"	"1"	"6"	"4"	"11"	"21"	"33"	"41"	"556"	"0"	"556"	"0"
"50"	"26"	"40"	"201"	"118"	"2"	"1"	"3"	"1"	"2"	"2"	"5"	"8"	"9"	"15"	"407"	"0"	"407"	"0"
"51"	"27"	"19"	"270"	"121"	"4"	"9"	"5"	"1"	"5"	"9"	"12"	"19"	"20"	"31"	"525"	"0"	"525"	"0"
"52"	"28"	"25"	"360"	"224"	"22"	"11"	"1"	"4"	"3"	"6"	"4"	"15"	"18"	"17"	"710"	"0"	"710"	"0"
"53"	"Total"	"717"	"2258"	"2422"	"76"	"40"	"83"	"24"	"35"	"41"	"59"	"126"	"118"	"217"	"6216"	"0"	"6216"	"0"
"54"	"B.F."	"585"	"3095"	"2383"	"106"	"40"	"42"	"24"	"33"	"45"	"36"	"81"	"103"	"174"	"6747"	"0"	"6747"	"0"
"55"	"G. Total"	"1302"	"5353"	"4805"	"182"	"80"	"125"	"48"	"68"	"86"	"95"	"207"	"221"	"391"	"12963"	"0"	"12963"	"0"
"56"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Total No. of Electors in Assembly Constituency/Segment- 216294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Name of the Assembly/segment - 116-TARAIYA                                                                                                                                                                                                                                       Round No-3."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"65"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"66"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"67"	"29"	"14"	"305"	"226"	"5"	"0"	"2"	"2"	"3"	"2"	"0"	"12"	"2"	"5"	"578"	"0"	"578"	"0"
"68"	"30"	"18"	"127"	"64"	"3"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"5"	"2"	"230"	"0"	"230"	"0"
"69"	"31"	"46"	"386"	"180"	"15"	"20"	"7"	"7"	"5"	"6"	"6"	"7"	"6"	"9"	"700"	"0"	"700"	"0"
"70"	"32"	"13"	"157"	"95"	"9"	"3"	"2"	"1"	"2"	"0"	"2"	"0"	"1"	"2"	"287"	"0"	"287"	"0"
"71"	"33"	"128"	"308"	"96"	"14"	"6"	"11"	"9"	"9"	"11"	"10"	"7"	"8"	"13"	"630"	"0"	"630"	"0"
"72"	"34"	"23"	"183"	"125"	"10"	"4"	"4"	"0"	"2"	"3"	"1"	"6"	"4"	"4"	"369"	"0"	"369"	"0"
"73"	"35"	"61"	"435"	"166"	"14"	"10"	"3"	"4"	"5"	"3"	"2"	"6"	"3"	"9"	"721"	"0"	"721"	"0"
"74"	"36"	"21"	"248"	"239"	"12"	"6"	"7"	"3"	"10"	"10"	"12"	"16"	"11"	"21"	"616"	"0"	"616"	"0"
"75"	"37"	"7"	"168"	"33"	"9"	"5"	"0"	"0"	"3"	"4"	"3"	"1"	"11"	"5"	"249"	"0"	"249"	"0"
"76"	"38"	"15"	"227"	"91"	"9"	"2"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"4"	"355"	"0"	"355"	"0"
"77"	"39"	"15"	"161"	"95"	"3"	"2"	"5"	"3"	"0"	"1"	"3"	"3"	"6"	"6"	"303"	"0"	"303"	"0"
"78"	"40"	"9"	"253"	"53"	"2"	"1"	"4"	"1"	"2"	"2"	"3"	"4"	"5"	"5"	"344"	"0"	"344"	"0"
"79"	"41"	"30"	"166"	"47"	"3"	"2"	"0"	"0"	"1"	"1"	"0"	"4"	"8"	"9"	"271"	"0"	"271"	"0"
"80"	"42"	"16"	"194"	"155"	"5"	"4"	"6"	"1"	"0"	"2"	"1"	"2"	"7"	"10"	"403"	"0"	"403"	"0"
"81"	"Total"	"416"	"3318"	"1665"	"113"	"67"	"53"	"32"	"45"	"46"	"47"	"72"	"78"	"104"	"6056"	"0"	"6056"	"0"
"82"	"B.F."	"1302"	"5353"	"4805"	"182"	"80"	"125"	"48"	"68"	"86"	"95"	"207"	"221"	"391"	"12963"	"0"	"12963"	"0"
"83"	"G. Total"	"1718"	"8671"	"6470"	"295"	"147"	"178"	"80"	"113"	"132"	"142"	"279"	"299"	"495"	"19019"	"0"	"19019"	"0"
"84"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"87"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"Total No. of Electors in Assembly Constituency/Segment- 216294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"Name of the Assembly/segment - 116-TARAIYA                                                                                                                                                                                                                                       Round No-4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"95"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"96"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"97"	"43"	"22"	"246"	"209"	"3"	"0"	"6"	"5"	"5"	"5"	"5"	"18"	"11"	"22"	"557"	"0"	"557"	"0"
"98"	"44"	"41"	"378"	"172"	"19"	"4"	"3"	"1"	"4"	"2"	"3"	"2"	"1"	"10"	"640"	"0"	"640"	"0"
"99"	"45"	"24"	"377"	"161"	"13"	"2"	"6"	"3"	"2"	"11"	"9"	"12"	"11"	"31"	"662"	"0"	"662"	"0"
"100"	"46"	"139"	"142"	"107"	"8"	"2"	"6"	"4"	"5"	"4"	"3"	"6"	"12"	"22"	"460"	"0"	"460"	"0"
"101"	"47"	"36"	"243"	"106"	"11"	"5"	"5"	"0"	"3"	"7"	"1"	"13"	"6"	"12"	"448"	"0"	"448"	"0"
"102"	"48"	"4"	"101"	"50"	"3"	"1"	"2"	"0"	"1"	"3"	"1"	"4"	"1"	"4"	"175"	"0"	"175"	"0"
"103"	"49"	"35"	"305"	"126"	"19"	"23"	"3"	"10"	"3"	"9"	"2"	"6"	"14"	"11"	"566"	"0"	"566"	"0"
"104"	"50"	"28"	"456"	"171"	"5"	"4"	"6"	"4"	"3"	"2"	"1"	"5"	"4"	"6"	"695"	"0"	"695"	"0"
"105"	"51"	"14"	"452"	"117"	"6"	"3"	"1"	"3"	"3"	"4"	"4"	"10"	"20"	"21"	"658"	"0"	"658"	"0"
"106"	"52"	"134"	"206"	"67"	"5"	"12"	"1"	"2"	"0"	"3"	"5"	"8"	"7"	"19"	"469"	"0"	"469"	"0"
"107"	"53"	"52"	"394"	"69"	"7"	"20"	"5"	"3"	"2"	"0"	"3"	"2"	"5"	"1"	"563"	"0"	"563"	"0"
"108"	"54"	"91"	"206"	"82"	"13"	"8"	"37"	"5"	"6"	"4"	"4"	"7"	"7"	"11"	"481"	"0"	"481"	"0"
"109"	"55"	"61"	"282"	"86"	"9"	"6"	"21"	"2"	"2"	"1"	"4"	"5"	"4"	"8"	"491"	"0"	"491"	"0"
"110"	"56"	"20"	"262"	"230"	"10"	"4"	"18"	"1"	"3"	"8"	"6"	"7"	"15"	"35"	"619"	"0"	"619"	"0"
"111"	"Total"	"701"	"4050"	"1753"	"131"	"94"	"120"	"43"	"42"	"63"	"51"	"105"	"118"	"213"	"7484"	"0"	"7484"	"0"
"112"	"B.F."	"1718"	"8671"	"6470"	"295"	"147"	"178"	"80"	"113"	"132"	"142"	"279"	"299"	"495"	"19019"	"0"	"19019"	"0"
"113"	"G. Total"	"2419"	"12721"	"8223"	"426"	"241"	"298"	"123"	"155"	"195"	"193"	"384"	"417"	"708"	"26503"	"0"	"26503"	"0"
"114"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"JGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"Total No. of Electors in Assembly Constituency/Segment- 216294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Name of the Assembly/segment - 116-TARAIYA                                                                                                                                                                                                                                       Round No-5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"124"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"125"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"126"	"57"	"33"	"304"	"159"	"13"	"2"	"27"	"6"	"10"	"13"	"9"	"9"	"6"	"26"	"617"	"0"	"617"	"0"
"127"	"58"	"28"	"367"	"134"	"11"	"4"	"61"	"5"	"3"	"12"	"6"	"14"	"16"	"36"	"697"	"0"	"697"	"0"
"128"	"59"	"42"	"227"	"126"	"4"	"3"	"2"	"1"	"5"	"3"	"5"	"17"	"6"	"23"	"464"	"0"	"464"	"0"
"129"	"60"	"37"	"262"	"240"	"15"	"21"	"19"	"9"	"1"	"5"	"9"	"5"	"7"	"19"	"649"	"0"	"649"	"0"
"130"	"61"	"25"	"260"	"126"	"20"	"20"	"3"	"0"	"8"	"6"	"10"	"6"	"7"	"31"	"522"	"0"	"522"	"0"
"131"	"62"	"4"	"33"	"488"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"533"	"0"	"533"	"0"
"132"	"63"	"75"	"108"	"167"	"5"	"2"	"2"	"2"	"2"	"0"	"2"	"7"	"12"	"17"	"401"	"0"	"401"	"0"
"133"	"64"	"24"	"201"	"135"	"10"	"0"	"2"	"1"	"5"	"5"	"2"	"10"	"11"	"12"	"418"	"0"	"418"	"0"
"134"	"65"	"128"	"92"	"48"	"4"	"2"	"4"	"1"	"1"	"1"	"2"	"1"	"0"	"8"	"292"	"0"	"292"	"0"
"135"	"66"	"34"	"197"	"89"	"6"	"4"	"2"	"2"	"3"	"5"	"4"	"12"	"8"	"25"	"391"	"0"	"391"	"0"
"136"	"67"	"104"	"177"	"295"	"8"	"6"	"9"	"0"	"2"	"2"	"2"	"7"	"5"	"7"	"624"	"0"	"624"	"0"
"137"	"68"	"210"	"93"	"254"	"17"	"8"	"17"	"3"	"3"	"2"	"0"	"9"	"4"	"20"	"640"	"0"	"640"	"0"
"138"	"69"	"57"	"137"	"228"	"13"	"1"	"4"	"1"	"0"	"4"	"8"	"10"	"2"	"28"	"493"	"0"	"493"	"0"
"139"	"70"	"248"	"41"	"50"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3"	"3"	"8"	"360"	"0"	"360"	"0"
"140"	"Total"	"1049"	"2499"	"2539"	"127"	"74"	"155"	"32"	"43"	"58"	"63"	"111"	"87"	"264"	"7101"	"0"	"7101"	"0"
"141"	"B.F."	"2419"	"12721"	"8223"	"426"	"241"	"298"	"123"	"155"	"195"	"193"	"384"	"417"	"708"	"26503"	"0"	"26503"	"0"
"142"	"G. Total"	"3468"	"15220"	"10762"	"553"	"315"	"453"	"155"	"198"	"253"	"256"	"495"	"504"	"972"	"33604"	"0"	"33604"	"0"
"143"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"Total No. of Electors in Assembly Constituency/Segment- 216294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"Name of the Assembly/segment - 116-TARAIYA                                                                                                                                                                                                                                       Round No-6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"152"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"153"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"154"	"71"	"80"	"78"	"138"	"6"	"3"	"2"	"0"	"2"	"2"	"4"	"11"	"6"	"19"	"351"	"0"	"351"	"0"
"155"	"72"	"217"	"75"	"56"	"4"	"2"	"4"	"0"	"0"	"3"	"4"	"2"	"4"	"3"	"374"	"0"	"374"	"0"
"156"	"73"	"289"	"132"	"160"	"9"	"3"	"4"	"3"	"1"	"3"	"5"	"3"	"7"	"26"	"645"	"0"	"645"	"0"
"157"	"74"	"7"	"70"	"510"	"3"	"1"	"1"	"0"	"1"	"0"	"2"	"8"	"1"	"9"	"613"	"0"	"613"	"0"
"158"	"75"	"200"	"37"	"159"	"25"	"1"	"1"	"1"	"3"	"2"	"2"	"15"	"8"	"38"	"492"	"0"	"492"	"0"
"159"	"76"	"4"	"14"	"570"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"3"	"4"	"601"	"0"	"601"	"0"
"160"	"77"	"4"	"18"	"575"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"0"	"5"	"611"	"0"	"611"	"0"
"161"	"78"	"471"	"21"	"75"	"3"	"1"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"3"	"581"	"0"	"581"	"0"
"162"	"79"	"46"	"144"	"430"	"10"	"5"	"2"	"2"	"3"	"4"	"4"	"10"	"5"	"15"	"680"	"0"	"680"	"0"
"163"	"80"	"110"	"151"	"360"	"9"	"3"	"5"	"1"	"3"	"0"	"1"	"9"	"4"	"7"	"663"	"0"	"663"	"0"
"164"	"81"	"17"	"88"	"148"	"2"	"4"	"12"	"1"	"2"	"9"	"6"	"14"	"8"	"19"	"330"	"0"	"330"	"0"
"165"	"82"	"4"	"24"	"403"	"3"	"1"	"17"	"0"	"2"	"1"	"1"	"6"	"1"	"7"	"470"	"0"	"470"	"0"
"166"	"83"	"25"	"114"	"211"	"4"	"6"	"4"	"1"	"3"	"5"	"9"	"14"	"7"	"28"	"431"	"0"	"431"	"0"
"167"	"84"	"21"	"107"	"245"	"3"	"3"	"10"	"1"	"5"	"4"	"5"	"13"	"7"	"14"	"438"	"0"	"438"	"0"
"168"	"Total"	"1495"	"1073"	"4040"	"84"	"34"	"65"	"11"	"26"	"34"	"48"	"111"	"62"	"197"	"7280"	"0"	"7280"	"0"
"169"	"B.F."	"3468"	"15220"	"10762"	"553"	"315"	"453"	"155"	"198"	"253"	"256"	"495"	"504"	"972"	"33604"	"0"	"33604"	"0"
"170"	"G. Total"	"4963"	"16293"	"14802"	"637"	"349"	"518"	"166"	"224"	"287"	"304"	"606"	"566"	"1169"	"40884"	"0"	"40884"	"0"
"171"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
