"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"21"	"11"	"273"	"16"	"51"	"3"	"2"	"0"	"0"	"0"	"2"	"2"	"2"	"6"	"20"	"377"	"0"	"377"	"0"
"22"	"12"	"244"	"14"	"151"	"10"	"1"	"2"	"1"	"0"	"2"	"2"	"12"	"3"	"20"	"462"	"0"	"462"	"0"
"23"	"13"	"30"	"56"	"148"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"9"	"253"	"0"	"253"	"0"
"24"	"14"	"300"	"10"	"67"	"32"	"5"	"4"	"1"	"2"	"3"	"3"	"7"	"8"	"21"	"463"	"0"	"463"	"0"
"25"	"Total"	"3371"	"280"	"1882"	"129"	"133"	"28"	"18"	"32"	"47"	"47"	"111"	"70"	"287"	"6435"	"0"	"6435"	"0"
"26"	"B.F."	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"
"27"	"G. Total"	"3371"	"280"	"1882"	"129"	"133"	"28"	"18"	"32"	"47"	"47"	"111"	"70"	"287"	"6435"	"0"	"6435"	"0"
"28"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"Total No. of Electors in Assembly Constituency/Segment- 211049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"Name of the Assembly/segment - 112-MAHARAJGANJ                                                                                                                                                                                                                           Round No - 02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"37"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"38"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"39"	"15"	"51"	"61"	"132"	"30"	"22"	"1"	"2"	"1"	"2"	"2"	"2"	"0"	"5"	"311"	"0"	"311"	"0"
"40"	"16"	"157"	"70"	"79"	"8"	"10"	"4"	"1"	"5"	"7"	"10"	"7"	"12"	"45"	"415"	"0"	"415"	"0"
"41"	"17"	"260"	"18"	"87"	"33"	"3"	"1"	"4"	"1"	"2"	"6"	"2"	"3"	"14"	"434"	"0"	"434"	"0"
"42"	"18"	"137"	"10"	"154"	"16"	"7"	"2"	"3"	"2"	"3"	"3"	"6"	"8"	"33"	"384"	"0"	"384"	"0"
"43"	"19"	"211"	"24"	"74"	"12"	"5"	"8"	"4"	"3"	"2"	"1"	"4"	"3"	"10"	"361"	"0"	"361"	"0"
"44"	"20"	"170"	"23"	"99"	"6"	"3"	"1"	"1"	"1"	"7"	"4"	"6"	"10"	"21"	"352"	"0"	"352"	"0"
"45"	"21"	"242"	"21"	"28"	"0"	"4"	"2"	"1"	"1"	"1"	"1"	"3"	"1"	"12"	"317"	"0"	"317"	"0"
"46"	"22"	"134"	"38"	"81"	"77"	"1"	"3"	"3"	"3"	"3"	"1"	"4"	"4"	"18"	"370"	"0"	"370"	"0"
"47"	"23"	"132"	"30"	"122"	"5"	"0"	"0"	"1"	"1"	"5"	"3"	"8"	"4"	"14"	"325"	"0"	"325"	"0"
"48"	"24"	"30"	"59"	"206"	"3"	"0"	"1"	"1"	"3"	"1"	"2"	"4"	"3"	"10"	"323"	"0"	"323"	"0"
"49"	"25"	"78"	"106"	"118"	"41"	"2"	"3"	"0"	"2"	"4"	"4"	"4"	"2"	"10"	"374"	"0"	"374"	"0"
"50"	"26"	"293"	"24"	"108"	"64"	"33"	"49"	"5"	"6"	"5"	"2"	"12"	"5"	"39"	"645"	"0"	"645"	"0"
"51"	"27"	"361"	"14"	"59"	"8"	"12"	"3"	"0"	"0"	"1"	"2"	"6"	"2"	"22"	"490"	"0"	"490"	"0"
"52"	"28"	"278"	"12"	"183"	"10"	"13"	"5"	"5"	"3"	"10"	"9"	"15"	"7"	"53"	"603"	"0"	"603"	"0"
"53"	"Total"	"2534"	"510"	"1530"	"313"	"115"	"83"	"31"	"32"	"53"	"50"	"83"	"64"	"306"	"5704"	"0"	"5704"	"0"
"54"	"B.F."	"3371"	"280"	"1882"	"129"	"133"	"28"	"18"	"32"	"47"	"47"	"111"	"70"	"287"	"6435"	"0"	"6435"	"0"
"55"	"G. Total"	"5905"	"790"	"3412"	"442"	"248"	"111"	"49"	"64"	"100"	"97"	"194"	"134"	"593"	"12139"	"0"	"12139"	"0"
"56"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Total No. of Electors in Assembly Constituency/Segment- 211049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Name of the Assembly/segment - 112-MAHARAJGANJ                                                                                                                                                                                                                           Round No-03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"65"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"66"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"67"	"29"	"107"	"7"	"93"	"16"	"6"	"1"	"1"	"1"	"4"	"0"	"1"	"3"	"7"	"247"	"0"	"247"	"0"
"68"	"30"	"133"	"26"	"134"	"19"	"10"	"2"	"2"	"0"	"2"	"2"	"3"	"2"	"15"	"350"	"0"	"350"	"0"
"69"	"31"	"198"	"17"	"66"	"3"	"4"	"4"	"2"	"0"	"6"	"5"	"8"	"8"	"30"	"351"	"0"	"351"	"0"
"70"	"32"	"19"	"5"	"153"	"38"	"4"	"4"	"0"	"1"	"3"	"5"	"9"	"3"	"23"	"267"	"0"	"267"	"0"
"71"	"33"	"215"	"27"	"258"	"101"	"2"	"2"	"1"	"1"	"4"	"5"	"11"	"6"	"45"	"678"	"0"	"678"	"0"
"72"	"34"	"317"	"23"	"103"	"16"	"34"	"3"	"5"	"4"	"1"	"6"	"14"	"15"	"39"	"580"	"0"	"580"	"0"
"73"	"35"	"276"	"31"	"311"	"26"	"25"	"7"	"2"	"3"	"4"	"6"	"0"	"0"	"12"	"703"	"0"	"703"	"0"
"74"	"36"	"275"	"13"	"66"	"100"	"2"	"1"	"3"	"2"	"2"	"4"	"4"	"3"	"14"	"489"	"0"	"489"	"0"
"75"	"37"	"349"	"14"	"71"	"4"	"23"	"2"	"0"	"2"	"3"	"1"	"8"	"3"	"19"	"499"	"0"	"499"	"0"
"76"	"38"	"76"	"20"	"284"	"4"	"3"	"5"	"0"	"3"	"2"	"2"	"9"	"8"	"28"	"444"	"0"	"444"	"0"
"77"	"39"	"122"	"27"	"106"	"3"	"0"	"0"	"0"	"1"	"2"	"3"	"15"	"5"	"22"	"306"	"0"	"306"	"0"
"78"	"40"	"148"	"16"	"194"	"9"	"0"	"7"	"3"	"4"	"2"	"13"	"23"	"13"	"42"	"474"	"0"	"474"	"0"
"79"	"41"	"212"	"36"	"212"	"2"	"14"	"4"	"2"	"9"	"7"	"5"	"21"	"10"	"53"	"587"	"0"	"587"	"0"
"80"	"42"	"28"	"79"	"230"	"3"	"2"	"3"	"1"	"1"	"0"	"2"	"13"	"5"	"24"	"391"	"0"	"391"	"0"
"81"	"Total"	"2475"	"341"	"2281"	"344"	"129"	"45"	"22"	"32"	"42"	"59"	"139"	"84"	"373"	"6366"	"0"	"6366"	"0"
"82"	"B.F."	"5905"	"790"	"3412"	"442"	"248"	"111"	"49"	"64"	"100"	"97"	"194"	"134"	"593"	"12139"	"0"	"12139"	"0"
"83"	"G. Total"	"8380"	"1131"	"5693"	"786"	"377"	"156"	"71"	"96"	"142"	"156"	"333"	"218"	"966"	"18505"	"0"	"18505"	"0"
"84"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"87"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"Total No. of Electors in Assembly Constituency/Segment- 211049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"Name of the Assembly/segment - 112-MAHARAJGANJ                                                                                                                                                                                                                           Round No- 04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"94"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"95"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"96"	"43"	"183"	"19"	"183"	"3"	"1"	"1"	"0"	"3"	"1"	"3"	"1"	"6"	"27"	"431"	"0"	"431"	"0"
"97"	"44"	"152"	"77"	"155"	"7"	"114"	"6"	"2"	"7"	"22"	"16"	"32"	"15"	"102"	"707"	"0"	"707"	"0"
"98"	"45"	"124"	"19"	"229"	"37"	"52"	"4"	"1"	"2"	"3"	"1"	"16"	"6"	"43"	"537"	"0"	"537"	"0"
"99"	"46"	"64"	"18"	"157"	"5"	"11"	"3"	"0"	"0"	"1"	"2"	"11"	"5"	"29"	"306"	"0"	"306"	"0"
"100"	"47"	"218"	"22"	"64"	"4"	"40"	"2"	"2"	"2"	"7"	"1"	"4"	"8"	"21"	"395"	"0"	"395"	"0"
"101"	"48"	"140"	"16"	"88"	"31"	"3"	"0"	"0"	"2"	"6"	"6"	"9"	"6"	"63"	"370"	"0"	"370"	"0"
"102"	"49"	"207"	"30"	"92"	"44"	"25"	"3"	"3"	"0"	"2"	"3"	"10"	"6"	"17"	"442"	"0"	"442"	"0"
"103"	"50"	"285"	"22"	"60"	"4"	"3"	"4"	"4"	"2"	"7"	"1"	"4"	"5"	"26"	"427"	"0"	"427"	"0"
"104"	"51"	"292"	"48"	"122"	"1"	"21"	"2"	"3"	"5"	"8"	"7"	"14"	"16"	"52"	"591"	"0"	"591"	"0"
"105"	"52"	"424"	"25"	"98"	"28"	"20"	"6"	"3"	"2"	"3"	"5"	"9"	"1"	"12"	"636"	"0"	"636"	"0"
"106"	"53"	"104"	"105"	"219"	"55"	"4"	"6"	"4"	"3"	"2"	"2"	"10"	"3"	"11"	"528"	"0"	"528"	"0"
"107"	"54"	"149"	"182"	"214"	"17"	"6"	"3"	"5"	"5"	"4"	"3"	"9"	"8"	"27"	"632"	"0"	"632"	"0"
"108"	"55"	"327"	"26"	"23"	"1"	"2"	"0"	"1"	"1"	"1"	"3"	"4"	"2"	"25"	"416"	"0"	"416"	"0"
"109"	"56"	"379"	"11"	"57"	"2"	"55"	"2"	"1"	"2"	"9"	"3"	"5"	"8"	"27"	"561"	"0"	"561"	"0"
"110"	"Total"	"3048"	"620"	"1761"	"239"	"357"	"42"	"29"	"36"	"76"	"56"	"138"	"95"	"482"	"6979"	"0"	"6979"	"0"
"111"	"B.F."	"8380"	"1131"	"5693"	"786"	"377"	"156"	"71"	"96"	"142"	"156"	"333"	"218"	"966"	"18505"	"0"	"18505"	"0"
"112"	"G. Total"	"11428"	"1751"	"7454"	"1025"	"734"	"198"	"100"	"132"	"218"	"212"	"471"	"313"	"1448"	"25484"	"0"	"25484"	"0"
"113"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"114"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	"ARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Total No. of Electors in Assembly Constituency/Segment- 211049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"Name of the Assembly/segment - 112-MAHARAJGANJ                                                                                                                                                                                                                           Round No- 05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"123"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"124"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"125"	"57"	"134"	"5"	"43"	"2"	"0"	"1"	"1"	"0"	"2"	"1"	"2"	"1"	"11"	"203"	"0"	"203"	"0"
"126"	"58"	"158"	"28"	"157"	"34"	"38"	"4"	"0"	"2"	"4"	"0"	"8"	"6"	"22"	"461"	"0"	"461"	"0"
"127"	"59"	"571"	"28"	"21"	"10"	"17"	"1"	"1"	"2"	"2"	"2"	"0"	"3"	"17"	"675"	"0"	"675"	"0"
"128"	"60"	"340"	"63"	"147"	"16"	"7"	"5"	"1"	"1"	"1"	"6"	"4"	"9"	"22"	"622"	"0"	"622"	"0"
"129"	"61"	"77"	"7"	"25"	"1"	"1"	"0"	"2"	"0"	"1"	"3"	"4"	"4"	"8"	"133"	"0"	"133"	"0"
"130"	"62"	"281"	"47"	"116"	"17"	"4"	"2"	"1"	"2"	"1"	"5"	"12"	"13"	"52"	"553"	"0"	"553"	"0"
"131"	"63"	"223"	"4"	"50"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"5"	"287"	"0"	"287"	"0"
"132"	"64"	"172"	"12"	"105"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"7"	"307"	"0"	"307"	"0"
"133"	"65"	"229"	"47"	"210"	"9"	"4"	"2"	"1"	"1"	"3"	"2"	"5"	"7"	"9"	"529"	"0"	"529"	"0"
"134"	"66"	"169"	"45"	"261"	"5"	"3"	"1"	"1"	"1"	"3"	"1"	"6"	"1"	"8"	"505"	"0"	"505"	"0"
"135"	"67"	"126"	"118"	"211"	"4"	"3"	"2"	"4"	"3"	"5"	"2"	"11"	"12"	"23"	"524"	"0"	"524"	"0"
"136"	"68"	"265"	"32"	"126"	"3"	"0"	"1"	"0"	"0"	"0"	"2"	"6"	"2"	"7"	"444"	"0"	"444"	"0"
"137"	"69"	"388"	"37"	"387"	"4"	"2"	"3"	"1"	"2"	"2"	"5"	"12"	"8"	"21"	"872"	"0"	"872"	"0"
"138"	"70"	"415"	"27"	"339"	"6"	"4"	"4"	"2"	"1"	"7"	"3"	"8"	"6"	"28"	"850"	"0"	"850"	"0"
"139"	"Total"	"3548"	"500"	"2198"	"113"	"87"	"26"	"15"	"17"	"31"	"34"	"83"	"73"	"240"	"6965"	"0"	"6965"	"0"
"140"	"B.F."	"11428"	"1751"	"7454"	"1025"	"734"	"198"	"100"	"132"	"218"	"212"	"471"	"313"	"1448"	"25484"	"0"	"25484"	"0"
"141"	"G. Total"	"14976"	"2251"	"9652"	"1138"	"821"	"224"	"115"	"149"	"249"	"246"	"554"	"386"	"1688"	"32449"	"0"	"32449"	"0"
"142"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"Total No. of Electors in Assembly Constituency/Segment- 211049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"Name of the Assembly/segment - 112-MAHARAJGANJ                                                                                                                                                                                                                           Round No- 06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"151"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"152"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"153"	"71"	"89"	"3"	"227"	"8"	"14"	"1"	"1"	"1"	"1"	"0"	"6"	"3"	"22"	"376"	"0"	"376"	"0"
"154"	"72"	"157"	"11"	"362"	"6"	"2"	"1"	"1"	"2"	"4"	"3"	"23"	"6"	"19"	"597"	"0"	"597"	"0"
"155"	"73"	"198"	"16"	"204"	"8"	"3"	"6"	"4"	"1"	"6"	"6"	"7"	"2"	"20"	"481"	"0"	"481"	"0"
"156"	"74"	"308"	"12"	"89"	"4"	"0"	"2"	"0"	"1"	"0"	"3"	"4"	"8"	"35"	"466"	"0"	"466"	"0"
"157"	"75"	"109"	"11"	"110"	"76"	"4"	"1"	"2"	"0"	"1"	"3"	"4"	"1"	"6"	"328"	"0"	"328"	"0"
"158"	"76"	"207"	"31"	"91"	"1"	"2"	"2"	"0"	"0"	"1"	"3"	"1"	"3"	"4"	"346"	"0"	"346"	"0"
"159"	"77"	"127"	"11"	"152"	"1"	"8"	"2"	"1"	"1"	"1"	"2"	"14"	"5"	"18"	"343"	"0"	"343"	"0"
"160"	"78"	"383"	"25"	"222"	"7"	"5"	"5"	"2"	"5"	"5"	"3"	"23"	"4"	"37"	"726"	"0"	"726"	"0"
"161"	"79"	"163"	"19"	"162"	"3"	"18"	"1"	"2"	"5"	"3"	"5"	"18"	"6"	"31"	"436"	"0"	"436"	"0"
"162"	"80"	"167"	"12"	"154"	"3"	"34"	"0"	"1"	"2"	"2"	"4"	"7"	"3"	"37"	"426"	"0"	"426"	"0"
"163"	"81"	"103"	"14"	"285"	"4"	"2"	"3"	"3"	"3"	"3"	"6"	"17"	"12"	"34"	"489"	"0"	"489"	"0"
"164"	"82"	"116"	"17"	"242"	"10"	"5"	"1"	"2"	"1"	"4"	"2"	"5"	"3"	"8"	"416"	"0"	"416"	"0"
"165"	"83"	"475"	"13"	"137"	"6"	"3"	"0"	"2"	"0"	"0"	"4"	"4"	"1"	"6"	"651"	"0"	"651"	"0"
"166"	"84"	"142"	"10"	"324"	"10"	"5"	"4"	"0"	"2"	"2"	"6"	"16"	"6"	"20"	"547"	"0"	"547"	"0"
"167"	"Total"	"2744"	"205"	"2761"	"147"	"105"	"29"	"21"	"24"	"33"	"50"	"149"	"63"	"297"	"6628"	"0"	"6628"	"0"
"168"	"B.F."	"14976"	"2251"	"9652"	"1138"	"821"	"224"	"115"	"149"	"249"	"246"	"554"	"386"	"1688"	"32449"	"0"	"32449"	"0"
"169"	"G. Total"	"17720"	"2456"	"12413"	"1285"	"926"	"253"	"136"	"173"	"282"	"296"	"703"	"449"	"1985"	"39077"	"0"	"39077"	"0"
"170"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
