"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"40"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"41"	"32"	"194"	"24"	"46"	"122"	""	"8"	"4"	"1"	"166"	"5"	"1"	"2"	"1"	"6"	"8"	"1"	"1"	"9"	"9"	"390"
"42"	"32"	"194"	"25"	"17"	"85"	""	"13"	"10"	"1"	"47"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"179"
"43"	"32"	"194"	"26"	"193"	"125"	""	"4"	"17"	"1"	"84"	"4"	"1"	"3"	"4"	"0"	"0"	"1"	"2"	"6"	"6"	"451"
"44"	"32"	"194"	"27"	"161"	"129"	""	"10"	"4"	"6"	"138"	"6"	"3"	"1"	"0"	"12"	"2"	"2"	"3"	"22"	"11"	"510"
"45"	"32"	"194"	"28"	"184"	"40"	""	"21"	"4"	"2"	"140"	"6"	"4"	"3"	"5"	"1"	"1"	"0"	"0"	"8"	"2"	"421"
"46"	"32"	"194"	"29"	"133"	"223"	""	"13"	"30"	"2"	"118"	"4"	"0"	"1"	"4"	"2"	"1"	"0"	"3"	"19"	"17"	"570"
"47"	"32"	"194"	"30"	"17"	"254"	""	"35"	"23"	"1"	"96"	"3"	"3"	"1"	"2"	"2"	"1"	"2"	"3"	"6"	"2"	"451"
"48"	"32"	"194"	"31"	"16"	"147"	""	"5"	"20"	"1"	"2"	"0"	"1"	"1"	"3"	"0"	"1"	"0"	"3"	"5"	"2"	"207"
"49"	"32"	"194"	"32"	"232"	"99"	""	"3"	"2"	"0"	"15"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"4"	"7"	"367"
"50"	"32"	"194"	"33"	"16"	"437"	""	"0"	"60"	"3"	"4"	"1"	"1"	"2"	"5"	"1"	"0"	"1"	"3"	"5"	"2"	"541"
"51"	"32"	"194"	"34"	"49"	"167"	""	"1"	"15"	"1"	"30"	"0"	"5"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"3"	"276"
"52"	"32"	"194"	"35"	"53"	"145"	""	"10"	"64"	"6"	"34"	"2"	"3"	"0"	"2"	"2"	"1"	"0"	"2"	"3"	"2"	"329"
"53"	"32"	"194"	"36"	"104"	"142"	""	"9"	"15"	"0"	"53"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"4"	"338"
"54"	"32"	"194"	"37"	"69"	"89"	""	"9"	"4"	"0"	"26"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"202"
"55"	"32"	"194"	"38"	"121"	"158"	""	"4"	"4"	"2"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"305"
"56"	"32"	"194"	"39"	"49"	"201"	""	"16"	"3"	"0"	"22"	"2"	"3"	"2"	"2"	"1"	"0"	"1"	"4"	"0"	"0"	"306"
"57"	"32"	"194"	"40"	"215"	"51"	""	"6"	"12"	"3"	"114"	"2"	"4"	"2"	"0"	"1"	"0"	"1"	"1"	"7"	"2"	"421"
"58"	"32"	"194"	"41"	"207"	"57"	""	"4"	"21"	"1"	"41"	"0"	"0"	"1"	"3"	"1"	"0"	"1"	"2"	"1"	"10"	"350"
"59"	"32"	"194"	"42"	"32"	"130"	""	"16"	"22"	"16"	"18"	"2"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"242"
"60"	"32"	"194"	"43"	"26"	"77"	""	"10"	"48"	"10"	"23"	"1"	"4"	"2"	"4"	"1"	"1"	"4"	"3"	"4"	"5"	"223"
"61"	"32"	"194"	"44"	"167"	"144"	""	"21"	"44"	"4"	"72"	"1"	"7"	"0"	"3"	"2"	"6"	"0"	"4"	"6"	"4"	"485"
"62"	"32"	"194"	"45"	"227"	"72"	""	"25"	"29"	"3"	"80"	"8"	"2"	"0"	"2"	"2"	"1"	"3"	"3"	"6"	"20"	"483"
"63"	"32"	"194"	"46"	"29"	"217"	""	"12"	"6"	"0"	"30"	"4"	"6"	"3"	"5"	"8"	"2"	"2"	"8"	"12"	"5"	"349"
"64"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"73"	"32"	"194"	"47"	"75"	"354"	""	"10"	"8"	"0"	"110"	"0"	"1"	"3"	"2"	"5"	"1"	"3"	"3"	"9"	"10"	"594"
"74"	"32"	"194"	"48"	"20"	"268"	""	"30"	"6"	"2"	"5"	"14"	"1"	"3"	"4"	"3"	"3"	"0"	"6"	"23"	"9"	"397"
"75"	"32"	"194"	"49"	"18"	"211"	""	"43"	"51"	"2"	"34"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"3"	"369"
"76"	"32"	"194"	"50"	"127"	"31"	""	"3"	"25"	"4"	"37"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"236"
"77"	"32"	"194"	"51"	"98"	"119"	""	"9"	"3"	"1"	"5"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"5"	"1"	"246"
"78"	"32"	"194"	"52"	"98"	"48"	""	"15"	"27"	"2"	"83"	"1"	"3"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"283"
"79"	"32"	"194"	"53"	"157"	"73"	""	"4"	"4"	"0"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"255"
"80"	"32"	"194"	"54"	"115"	"16"	""	"7"	"33"	"3"	"11"	"3"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"6"	"201"
"81"	"32"	"194"	"55"	"32"	"86"	""	"8"	"11"	"1"	"46"	"4"	"5"	"1"	"5"	"3"	"1"	"1"	"5"	"11"	"3"	"223"
"82"	"32"	"194"	"56"	"60"	"51"	""	"8"	"108"	"3"	"60"	"4"	"2"	"4"	"0"	"2"	"0"	"4"	"3"	"9"	"21"	"339"
"83"	"32"	"194"	"57"	"111"	"80"	""	"3"	"9"	"0"	"163"	"5"	"2"	"1"	"4"	"6"	"3"	"3"	"1"	"6"	"2"	"399"
"84"	"32"	"194"	"58"	"54"	"85"	""	"13"	"1"	"0"	"91"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"254"
"85"	"32"	"194"	"59"	"125"	"84"	""	"5"	"7"	"0"	"130"	"4"	"6"	"1"	"2"	"1"	"1"	"0"	"1"	"3"	"3"	"373"
"86"	"32"	"194"	"60"	"243"	"51"	""	"5"	"8"	"1"	"3"	"4"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"4"	"2"	"326"
"87"	"32"	"194"	"61"	"80"	"83"	""	"10"	"15"	"4"	"159"	"1"	"3"	"1"	"2"	"3"	"2"	"0"	"5"	"4"	"10"	"382"
"88"	"32"	"194"	"62"	"267"	"40"	""	"44"	"16"	"1"	"51"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"1"	"2"	"3"	"430"
"89"	"32"	"194"	"63"	"13"	"289"	""	"2"	"38"	"0"	"12"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"360"
"90"	"32"	"194"	"64"	"64"	"82"	""	"2"	"44"	"0"	"38"	"2"	"1"	"0"	"2"	"2"	"3"	"3"	"0"	"2"	"2"	"247"
"91"	"32"	"194"	"65"	"41"	"46"	""	"2"	"11"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"109"
"92"	"32"	"194"	"66"	"75"	"63"	""	"4"	"9"	"0"	"22"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"183"
"93"	"32"	"194"	"67"	"18"	"35"	""	"0"	"30"	"1"	"6"	"9"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"104"
"94"	"32"	"194"	"68"	"208"	"132"	""	"8"	"15"	"2"	"89"	"3"	"2"	"2"	"1"	"6"	"2"	"1"	"16"	"4"	"5"	"496"
"95"	"32"	"194"	"69"	"89"	"153"	""	"7"	"10"	"0"	"55"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"0"	"324"
"96"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"105"	"32"	"194"	"70"	"274"	"133"	""	"8"	"8"	"1"	"15"	"2"	"3"	"0"	"5"	"0"	"2"	"2"	"7"	"9"	"10"	"479"
"106"	"32"	"194"	"71"	"214"	"89"	""	"19"	"15"	"1"	"13"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"2"	"8"	"6"	"373"
"107"	"32"	"194"	"72"	"101"	"141"	""	"6"	"19"	"1"	"6"	"1"	"4"	"2"	"3"	"0"	"0"	"1"	"3"	"5"	"3"	"296"
"108"	"32"	"194"	"73"	"131"	"215"	""	"14"	"84"	"2"	"27"	"3"	"4"	"1"	"7"	"2"	"1"	"1"	"5"	"10"	"7"	"514"
"109"	"32"	"194"	"73"	"65"	"84"	""	"4"	"60"	"4"	"12"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"5"	"243"
"110"	"32"	"194"	"74"	"491"	"66"	""	"9"	"42"	"4"	"51"	"3"	"5"	"4"	"4"	"1"	"4"	"4"	"4"	"8"	"23"	"723"
"111"	"32"	"194"	"75"	"158"	"214"	""	"11"	"12"	"2"	"35"	"2"	"6"	"6"	"12"	"5"	"7"	"7"	"13"	"34"	"23"	"547"
"112"	"32"	"194"	"76"	"98"	"23"	""	"3"	"6"	"2"	"45"	"1"	"3"	"0"	"1"	"0"	"3"	"6"	"1"	"12"	"2"	"206"
"113"	"32"	"194"	"77"	"202"	"103"	""	"29"	"7"	"4"	"91"	"3"	"9"	"0"	"7"	"6"	"5"	"6"	"10"	"24"	"16"	"522"
"114"	"32"	"194"	"78"	"160"	"80"	""	"18"	"10"	"9"	"164"	"4"	"7"	"0"	"2"	"1"	"4"	"1"	"8"	"14"	"5"	"487"
"115"	"32"	"194"	"79"	"68"	"38"	""	"25"	"8"	"3"	"172"	"2"	"1"	"0"	"1"	"2"	"0"	"2"	"1"	"8"	"2"	"333"
"116"	"32"	"194"	"80"	"112"	"54"	""	"33"	"15"	"4"	"141"	"5"	"4"	"2"	"1"	"1"	"4"	"2"	"15"	"10"	"5"	"408"
"117"	"32"	"194"	"81"	"81"	"67"	""	"75"	"26"	"2"	"83"	"4"	"2"	"1"	"3"	"2"	"2"	"4"	"6"	"10"	"3"	"371"
"118"	"32"	"194"	"82"	"175"	"120"	""	"3"	"7"	"1"	"22"	"0"	"0"	"3"	"5"	"0"	"1"	"0"	"1"	"8"	"8"	"354"
"119"	"32"	"194"	"83"	"235"	"129"	""	"8"	"12"	"2"	"10"	"1"	"2"	"2"	"0"	"2"	"1"	"0"	"8"	"15"	"16"	"443"
"120"	"32"	"194"	"83"	"81"	"103"	""	"9"	"7"	"1"	"5"	"1"	"1"	"3"	"0"	"1"	"0"	"2"	"4"	"6"	"1"	"225"
"121"	"32"	"194"	"84"	"210"	"39"	""	"3"	"12"	"5"	"43"	"3"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"0"	"5"	"327"
"122"	"32"	"194"	"85"	"92"	"67"	""	"1"	"82"	"2"	"30"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"4"	"4"	"287"
"123"	"32"	"194"	"86"	"213"	"147"	""	"18"	"28"	"4"	"95"	"1"	"8"	"4"	"6"	"1"	"0"	"5"	"1"	"8"	"2"	"541"
"124"	"32"	"194"	"87"	"242"	"53"	""	"29"	"24"	"0"	"116"	"2"	"2"	"2"	"3"	"4"	"2"	"3"	"2"	"13"	"5"	"502"
"125"	"32"	"194"	"88"	"323"	"21"	""	"5"	"20"	"3"	"56"	"3"	"3"	"3"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"456"
"126"	"32"	"194"	"89"	"290"	"29"	""	"7"	"6"	"0"	"72"	"6"	"3"	"5"	"3"	"1"	"2"	"4"	"4"	"6"	"5"	"443"
"127"	"32"	"194"	"90"	"194"	"187"	""	"9"	"26"	"1"	"29"	"2"	"2"	"1"	"2"	"2"	"3"	"2"	"2"	"7"	"11"	"480"
"128"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"130"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32- Arrah  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	"(To be used both for Parliamentary and Assembly election) Total No. of electors in Assembly Constituency/Segment:-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-Arrah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	"PC No."	"AC No."	"BOOTH No."	"Meena Singh"	"Rama Kishore Singh"	""	"Reeta Singh"	"Haridwar Prasad Singh"	"Ajeet Prasad Mehta"	"Arun Singh"	"Bharat Bhushan Pandey"	"Ramadhar Singh"	"Shambhu Pasad Sharma"	"Santosh Kumar"	"Satya Narayan Yadav"	"Saiyad Giniuddin Haidar"	"Ashok Kumar Singh"	"Bharat Singh Sahyogi"	"Mahesh Ram"	"Sobhnath Singh"	"TOTAL"
"137"	"32"	"194"	"91"	"48"	"93"	""	"1"	"13"	"0"	"18"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"179"
"138"	"32"	"194"	"92"	"516"	"36"	""	"8"	"28"	"1"	"21"	"1"	"3"	"5"	"4"	"2"	"3"	"5"	"3"	"9"	"27"	"672"
"139"	"32"	"194"	"93"	"575"	"20"	""	"6"	"7"	"3"	"24"	"3"	"4"	"3"	"2"	"0"	"2"	"2"	"2"	"10"	"13"	"676"
"140"	"32"	"194"	"94"	"319"	"35"	""	"2"	"18"	"1"	"30"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"8"	"7"	"427"
"141"	"32"	"194"	"95"	"269"	"18"	""	"5"	"4"	"3"	"14"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"6"	"326"
"142"	"32"	"194"	"96"	"277"	"18"	""	"2"	"25"	"0"	"17"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"5"	"349"
"143"	"32"	"194"	"97"	"246"	"94"	""	"3"	"14"	"0"	"13"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"2"	"2"	"3"	"384"
"144"	"32"	"194"	"98"	"219"	"49"	""	"4"	"8"	"2"	"43"	"5"	"1"	"1"	"4"	"2"	"8"	"3"	"2"	"9"	"13"	"373"
"145"	"32"	"194"	"99"	"152"	"105"	""	"11"	"17"	"0"	"12"	"1"	"0"	"1"	"1"	"3"	"0"	"1"	"2"	"3"	"8"	"317"
"146"	"32"	"194"	"100"	"227"	"57"	""	"1"	"5"	"1"	"44"	"5"	"1"	"2"	"2"	"6"	"5"	"3"	"5"	"14"	"10"	"388"
"147"	"32"	"194"	"101"	"246"	"118"	""	"7"	"34"	"5"	"19"	"4"	"5"	"1"	"1"	"1"	"1"	"0"	"4"	"8"	"6"	"460"
"148"	"32"	"194"	"102"	"172"	"16"	""	"3"	"10"	"5"	"178"	"14"	"11"	"3"	"9"	"11"	"9"	"8"	"2"	"29"	"14"	"494"
"149"	"32"	"194"	"103"	"292"	"35"	""	"10"	"4"	"1"	"9"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"5"	"363"
"150"	"32"	"194"	"104"	"252"	"42"	""	"4"	"27"	"0"	"30"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"2"	"4"	"4"	"372"
"151"	"32"	"194"	"105"	"361"	"25"	""	"6"	"37"	"2"	"44"	"3"	"0"	"1"	"1"	"0"	"2"	"0"	"2"	"6"	"2"	"492"
"152"	"32"	"194"	"106"	"174"	"61"	""	"2"	"16"	"0"	"14"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"275"
"153"	"32"	"194"	"107"	"170"	"28"	""	"2"	"17"	"0"	"101"	"1"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"4"	"5"	"334"
"154"	"32"	"194"	"108"	"129"	"25"	""	"5"	"18"	"0"	"74"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"258"
"155"	"32"	"194"	"109"	"156"	"55"	""	"5"	"36"	"0"	"136"	"5"	"3"	"1"	"1"	"5"	"5"	"1"	"3"	"9"	"6"	"427"
"156"	"32"	"194"	"110"	"267"	"54"	""	"2"	"41"	"0"	"40"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"6"	"11"	"430"
"157"	"32"	"194"	"111"	"268"	"94"	""	"3"	"42"	"4"	"14"	"1"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"3"	"2"	"436"
"158"	"32"	"194"	"112"	"186"	"52"	""	"3"	"28"	"1"	"19"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"3"	"12"	"310"
