"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-297660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 183-KUMHRAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"24"	"14"	"25"	"96"	"201"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"329"	"0"	"329"	"0"
"25"	"Total :-"	"609"	"2361"	"1149"	"13"	"6"	"16"	"6"	"3"	"6"	"2"	"4"	"8"	"4"	"3"	"7"	"9"	"4206"	"0"	"4206"	"0"
"26"	"Till Last Total :-"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27"	"Grand Total
:-"	"609"	"2361"	"1149"	"13"	"6"	"16"	"6"	"3"	"6"	"2"	"4"	"8"	"4"	"3"	"7"	"9"	"4206"	"0"	"4206"	"0"
"28"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37"	"Total No. of electors in Assembly Constituency/Segment:-297660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	"ROUND  2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 183-KUMHRAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"43"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"44"	"15"	"5"	"75"	"38"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"120"	"0"	"120"	"0"
"45"	"16"	"88"	"262"	"20"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"1"	"377"	"0"	"377"	"0"
"46"	"17"	"22"	"236"	"22"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"0"	"287"	"0"
"47"	"18"	"100"	"335"	"69"	"0"	"3"	"1"	"2"	"1"	"0"	"2"	"1"	"1"	"1"	"0"	"2"	"2"	"520"	"0"	"520"	"0"
"48"	"19"	"33"	"242"	"41"	"2"	"0"	"1"	"2"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"3"	"2"	"331"	"0"	"331"	"0"
"49"	"20"	"40"	"221"	"38"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"307"	"0"	"307"	"0"
"50"	"21"	"32"	"282"	"63"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"386"	"0"	"386"	"0"
"51"	"22"	"40"	"427"	"58"	"2"	"4"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"4"	"544"	"0"	"544"	"0"
"52"	"23"	"17"	"333"	"33"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"393"	"0"	"393"	"0"
"53"	"24"	"47"	"277"	"60"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"394"	"0"	"394"	"0"
"54"	"25"	"27"	"223"	"52"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"306"	"0"	"306"	"0"
"55"	"26"	"13"	"219"	"25"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"259"	"0"	"259"	"0"
"56"	"27"	"43"	"218"	"30"	"2"	"2"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"1"	"306"	"0"	"306"	"0"
"57"	"28"	"50"	"166"	"57"	"2"	"0"	"2"	"1"	"1"	"0"	"0"	"2"	"3"	"3"	"0"	"0"	"3"	"290"	"0"	"290"	"0"
"58"	"Total :-"	"557"	"3516"	"606"	"10"	"15"	"23"	"10"	"8"	"5"	"4"	"9"	"7"	"13"	"4"	"15"	"18"	"4820"	"0"	"4820"	"0"
"59"	"Till Last Total :-"	"609"	"2361"	"1149"	"13"	"6"	"16"	"6"	"3"	"6"	"2"	"4"	"8"	"4"	"3"	"7"	"9"	"4206"	"0"	"4206"	"0"
"60"	"Grand Total
:-"	"1166"	"5877"	"1755"	"23"	"21"	"39"	"16"	"11"	"11"	"6"	"13"	"15"	"17"	"7"	"22"	"27"	"9026"	"0"	"9026"	"0"
"61"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"Total No. of electors in Assembly Constituency/Segment:-297660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"ROUND  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"74"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 183-KUMHRAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"76"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"77"	"29"	"56"	"217"	"37"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"317"	"0"	"317"	"0"
"78"	"30"	"6"	"188"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"0"	"210"	"0"
"79"	"31"	"66"	"226"	"43"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"344"	"0"	"344"	"0"
"80"	"32"	"40"	"190"	"18"	"0"	"0"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"256"	"0"	"256"	"0"
"81"	"33"	"24"	"287"	"39"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"354"	"0"	"354"	"0"
"82"	"34"	"10"	"187"	"26"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"231"	"0"	"231"	"0"
"83"	"35"	"16"	"279"	"36"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"338"	"0"	"338"	"0"
"84"	"36"	"19"	"253"	"104"	"0"	"2"	"11"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"392"	"0"	"392"	"0"
"85"	"37"	"41"	"468"	"105"	"1"	"4"	"1"	"2"	"1"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"1"	"630"	"0"	"630"	"0"
"86"	"38"	"37"	"225"	"94"	"0"	"4"	"1"	"2"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"1"	"2"	"372"	"0"	"372"	"0"
"87"	"39"	"3"	"252"	"45"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"310"	"0"	"310"	"0"
"88"	"40"	"30"	"232"	"78"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"344"	"0"	"344"	"0"
"89"	"41"	"22"	"430"	"48"	"1"	"7"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"515"	"0"	"515"	"0"
"90"	"42"	"10"	"198"	"26"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"239"	"0"	"239"	"0"
"91"	"Total :-"	"380"	"3632"	"715"	"4"	"27"	"34"	"8"	"3"	"5"	"5"	"10"	"2"	"2"	"4"	"7"	"14"	"4852"	"0"	"4852"	"0"
"92"	"Till Last Total :-"	"1166"	"5877"	"1755"	"23"	"21"	"39"	"16"	"11"	"11"	"6"	"13"	"15"	"17"	"7"	"22"	"27"	"9026"	"0"	"9026"	"0"
"93"	"Grand Total
:-"	"1546"	"9509"	"2470"	"27"	"48"	"73"	"24"	"14"	"16"	"11"	"23"	"17"	"19"	"11"	"29"	"41"	"13878"	"0"	"13878"	"0"
"94"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"Total No. of electors in Assembly Constituency/Segment:-297660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"105"	"ROUND  4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"106"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 183-KUMHRAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"107"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"108"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"109"	"43"	"15"	"324"	"31"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"374"	"0"	"374"	"0"
"110"	"44"	"3"	"74"	"12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"90"	"0"	"90"	"0"
"111"	"45"	"16"	"158"	"38"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"215"	"0"	"215"	"0"
"112"	"46"	"73"	"231"	"38"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"346"	"0"	"346"	"0"
"113"	"47"	"74"	"186"	"35"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"4"	"306"	"0"	"306"	"0"
"114"	"48"	"224"	"272"	"38"	"4"	"1"	"4"	"1"	"3"	"2"	"0"	"1"	"1"	"3"	"2"	"4"	"11"	"571"	"0"	"571"	"0"
"115"	"49"	"24"	"300"	"68"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"393"	"0"	"393"	"0"
"116"	"50"	"11"	"261"	"19"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"296"	"0"	"296"	"0"
"117"	"51"	"94"	"233"	"30"	"1"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"367"	"0"	"367"	"0"
"118"	"52"	"35"	"200"	"28"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"0"	"268"	"0"
"119"	"53"	"110"	"353"	"37"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"3"	"1"	"0"	"4"	"8"	"8"	"534"	"0"	"534"	"0"
"120"	"54"	"13"	"284"	"39"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"344"	"0"	"344"	"0"
"121"	"55"	"6"	"213"	"15"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"236"	"0"	"236"	"0"
"122"	"56"	"194"	"160"	"37"	"0"	"3"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"3"	"403"	"0"	"403"	"0"
"123"	"Total :-"	"892"	"3249"	"465"	"11"	"12"	"11"	"7"	"7"	"5"	"6"	"7"	"5"	"6"	"10"	"15"	"35"	"4743"	"0"	"4743"	"0"
"124"	"Till Last Total :-"	"1546"	"9509"	"2470"	"27"	"48"	"73"	"24"	"14"	"16"	"11"	"23"	"17"	"19"	"11"	"29"	"41"	"13878"	"0"	"13878"	"0"
"125"	"Grand Total
:-"	"2438"	"12758"	"2935"	"38"	"60"	"84"	"31"	"21"	"21"	"17"	"30"	"22"	"25"	"21"	"44"	"76"	"18621"	"0"	"18621"	"0"
"126"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"127"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"128"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"130"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"ROUND  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"Total No. of electors in Assembly Constituency/Segment:-297660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 183-KUMHRAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"135"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"136"	"57"	"156"	"97"	"17"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"2"	"0"	"0"	"11"	"3"	"4"	"295"	"0"	"295"	"0"
"137"	"58"	"38"	"355"	"56"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"456"	"0"	"456"	"0"
"138"	"59"	"4"	"247"	"41"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"294"	"0"	"294"	"0"
"139"	"60"	"38"	"273"	"38"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"351"	"0"	"351"	"0"
"140"	"61"	"16"	"121"	"22"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"162"	"0"	"162"	"0"
"141"	"62"	"7"	"280"	"25"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"314"	"0"	"314"	"0"
"142"	"63"	"15"	"238"	"14"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"0"	"272"	"0"
"143"	"64"	"17"	"196"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"231"	"0"	"231"	"0"
"144"	"65"	"26"	"163"	"14"	"1"	"0"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"212"	"0"	"212"	"0"
"145"	"66"	"64"	"132"	"18"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"223"	"0"	"223"	"0"
"146"	"67"	"25"	"435"	"34"	"0"	"2"	"6"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"505"	"0"	"505"	"0"
"147"	"68"	"116"	"197"	"40"	"0"	"5"	"2"	"1"	"0"	"1"	"1"	"2"	"2"	"2"	"14"	"0"	"0"	"383"	"0"	"383"	"0"
"148"	"69"	"10"	"188"	"28"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"231"	"0"	"231"	"0"
"149"	"70"	"16"	"147"	"26"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"0"	"190"	"0"
"150"	"Total :-"	"548"	"3069"	"390"	"5"	"13"	"19"	"4"	"5"	"4"	"7"	"8"	"3"	"3"	"26"	"6"	"9"	"4119"	"0"	"4119"	"0"
"151"	"Till Last Total :-"	"2438"	"12758"	"2935"	"38"	"60"	"84"	"31"	"21"	"21"	"17"	"30"	"22"	"25"	"21"	"44"	"76"	"18621"	"0"	"18621"	"0"
"152"	"Grand Total
:-"	"2986"	"15827"	"3325"	"43"	"73"	"103"	"35"	"26"	"25"	"24"	"38"	"25"	"28"	"47"	"50"	"85"	"22740"	"0"	"22740"	"0"
"153"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
