"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"20"	"10"	"241"	"52"	"7"	"1"	"4"	"1"	"0"	"0"	"3"	"3"	"1"	"6"	"4"	"0"	"4"	"6"	"333"	"0"	"333"	"0"
"21"	"11"	"21"	"294"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"316"	"0"	"316"	"0"
"22"	"12"	"17"	"184"	"7"	"1"	"4"	"1"	"0"	"1"	"1"	"5"	"0"	"2"	"1"	"5"	"9"	"7"	"245"	"0"	"245"	"0"
"23"	"13"	"32"	"258"	"7"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"7"	"3"	"329"	"0"	"329"	"0"
"24"	"14"	"399"	"57"	"4"	"1"	"1"	"0"	"0"	"5"	"1"	"2"	"0"	"17"	"4"	"6"	"3"	"12"	"512"	"0"	"512"	"0"
"25"	"Total :-"	"2074"	"1868"	"95"	"47"	"28"	"35"	"12"	"13"	"18"	"32"	"18"	"400"	"55"	"32"	"52"	"89"	"4868"	"0"	"4868"	"0"
"26"	"Till Last Total :-"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27"	"Grand Total
:-"	"2074"	"1868"	"95"	"47"	"28"	"35"	"12"	"13"	"18"	"32"	"18"	"400"	"55"	"32"	"52"	"89"	"4868"	"0"	"4868"	"0"
"28"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	"ROUND  2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"43"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"44"	"15"	"307"	"93"	"17"	"1"	"0"	"3"	"2"	"0"	"0"	"3"	"1"	"6"	"4"	"2"	"5"	"31"	"475"	"0"	"475"	"0"
"45"	"16"	"122"	"50"	"4"	"71"	"2"	"1"	"4"	"2"	"1"	"10"	"6"	"12"	"3"	"7"	"7"	"22"	"324"	"0"	"324"	"0"
"46"	"17"	"236"	"33"	"3"	"13"	"1"	"1"	"0"	"2"	"0"	"5"	"4"	"25"	"2"	"1"	"2"	"15"	"343"	"0"	"343"	"0"
"47"	"18"	"30"	"259"	"6"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"306"	"0"	"306"	"0"
"48"	"19"	"165"	"195"	"6"	"7"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"4"	"2"	"1"	"12"	"9"	"403"	"0"	"403"	"0"
"49"	"20"	"197"	"132"	"7"	"0"	"3"	"2"	"2"	"1"	"1"	"4"	"0"	"4"	"2"	"1"	"4"	"14"	"374"	"0"	"374"	"0"
"50"	"21"	"26"	"164"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"48"	"4"	"1"	"0"	"6"	"267"	"0"	"267"	"0"
"51"	"22"	"69"	"84"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"35"	"2"	"2"	"0"	"9"	"209"	"0"	"209"	"0"
"52"	"23"	"138"	"101"	"2"	"7"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"29"	"6"	"1"	"4"	"9"	"304"	"0"	"304"	"0"
"53"	"24"	"16"	"357"	"4"	"5"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"15"	"4"	"408"	"0"	"408"	"0"
"54"	"25"	"201"	"30"	"3"	"0"	"4"	"2"	"0"	"0"	"1"	"3"	"0"	"21"	"3"	"0"	"1"	"2"	"271"	"0"	"271"	"0"
"55"	"26"	"167"	"67"	"12"	"5"	"1"	"2"	"2"	"0"	"3"	"5"	"1"	"140"	"7"	"4"	"1"	"4"	"421"	"0"	"421"	"0"
"56"	"27"	"39"	"146"	"2"	"1"	"2"	"1"	"1"	"0"	"0"	"2"	"0"	"15"	"3"	"2"	"4"	"4"	"222"	"0"	"222"	"0"
"57"	"28"	"169"	"142"	"5"	"2"	"2"	"1"	"0"	"1"	"3"	"1"	"2"	"21"	"5"	"2"	"7"	"14"	"377"	"0"	"377"	"0"
"58"	"Total :-"	"1882"	"1853"	"78"	"127"	"19"	"13"	"14"	"7"	"11"	"40"	"17"	"360"	"45"	"27"	"65"	"146"	"4704"	"0"	"4704"	"0"
"59"	"Till Last Total :-"	"2074"	"1868"	"95"	"47"	"28"	"35"	"12"	"13"	"18"	"32"	"18"	"400"	"55"	"32"	"52"	"89"	"4868"	"0"	"4868"	"0"
"60"	"Grand Total
:-"	"3956"	"3721"	"173"	"174"	"47"	"48"	"26"	"20"	"29"	"72"	"35"	"760"	"100"	"59"	"117"	"235"	"9572"	"0"	"9572"	"0"
"61"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"ROUND  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"70"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"71"	"29"	"14"	"298"	"6"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"2"	"329"	"0"	"329"	"0"
"72"	"30"	"168"	"56"	"3"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"0"	"4"	"4"	"1"	"1"	"5"	"252"	"0"	"252"	"0"
"73"	"31"	"235"	"86"	"15"	"27"	"0"	"1"	"0"	"1"	"0"	"5"	"0"	"3"	"9"	"4"	"0"	"2"	"388"	"0"	"388"	"0"
"74"	"32"	"250"	"144"	"2"	"62"	"5"	"8"	"0"	"0"	"4"	"11"	"0"	"14"	"6"	"5"	"6"	"10"	"527"	"0"	"527"	"0"
"75"	"33"	"70"	"184"	"13"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"1"	"12"	"3"	"2"	"4"	"6"	"302"	"0"	"302"	"0"
"76"	"34"	"85"	"174"	"8"	"4"	"1"	"4"	"2"	"0"	"0"	"5"	"1"	"3"	"1"	"2"	"2"	"0"	"292"	"0"	"292"	"0"
"77"	"35"	"324"	"105"	"4"	"5"	"3"	"1"	"1"	"0"	"0"	"6"	"2"	"28"	"9"	"3"	"2"	"15"	"508"	"0"	"508"	"0"
"78"	"36"	"158"	"173"	"9"	"0"	"3"	"2"	"1"	"2"	"1"	"0"	"1"	"4"	"0"	"5"	"11"	"2"	"372"	"0"	"372"	"0"
"79"	"37"	"28"	"249"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"2"	"3"	"6"	"295"	"0"	"295"	"0"
"80"	"38"	"302"	"75"	"5"	"1"	"5"	"3"	"1"	"0"	"1"	"6"	"1"	"20"	"4"	"9"	"2"	"9"	"444"	"0"	"444"	"0"
"81"	"39"	"149"	"119"	"12"	"82"	"2"	"3"	"5"	"2"	"3"	"7"	"3"	"43"	"7"	"2"	"6"	"10"	"455"	"0"	"455"	"0"
"82"	"40"	"139"	"169"	"12"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"11"	"4"	"1"	"5"	"7"	"353"	"0"	"353"	"0"
"83"	"41"	"176"	"70"	"4"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"1"	"8"	"4"	"4"	"7"	"6"	"285"	"0"	"285"	"0"
"84"	"42"	"100"	"64"	"6"	"1"	"0"	"1"	"0"	"2"	"2"	"2"	"7"	"91"	"9"	"2"	"0"	"1"	"288"	"0"	"288"	"0"
"85"	"Total :-"	"2198"	"1966"	"100"	"189"	"22"	"31"	"11"	"13"	"13"	"50"	"17"	"243"	"60"	"43"	"53"	"81"	"5090"	"0"	"5090"	"0"
"86"	"Till Last Total :-"	"3956"	"3721"	"173"	"174"	"47"	"48"	"26"	"20"	"29"	"72"	"35"	"760"	"100"	"59"	"117"	"235"	"9572"	"0"	"9572"	"0"
"87"	"Grand Total
:-"	"6154"	"5687"	"273"	"363"	"69"	"79"	"37"	"33"	"42"	"122"	"52"	"1003"	"160"	"102"	"170"	"316"	"14662"	"0"	"14662"	"0"
"88"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"ROUND  4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"97"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"98"	"43"	"65"	"330"	"12"	"15"	"3"	"5"	"1"	"1"	"6"	"7"	"1"	"93"	"21"	"3"	"3"	"12"	"578"	"0"	"578"	"0"
"99"	"44"	"240"	"135"	"15"	"7"	"2"	"3"	"2"	"1"	"1"	"3"	"1"	"42"	"11"	"2"	"5"	"13"	"483"	"0"	"483"	"0"
"100"	"45"	"151"	"298"	"28"	"2"	"4"	"6"	"1"	"1"	"0"	"5"	"4"	"24"	"13"	"2"	"4"	"8"	"551"	"0"	"551"	"0"
"101"	"46"	"19"	"263"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"49"	"3"	"1"	"3"	"1"	"348"	"0"	"348"	"0"
"102"	"47"	"89"	"89"	"4"	"2"	"1"	"5"	"1"	"0"	"3"	"7"	"3"	"94"	"15"	"1"	"2"	"6"	"322"	"0"	"322"	"0"
"103"	"48"	"46"	"61"	"5"	"5"	"0"	"0"	"4"	"0"	"4"	"7"	"4"	"89"	"12"	"1"	"3"	"5"	"246"	"0"	"246"	"0"
"104"	"49"	"72"	"105"	"7"	"4"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"11"	"4"	"2"	"0"	"5"	"216"	"0"	"216"	"0"
"105"	"50"	"58"	"126"	"15"	"4"	"6"	"3"	"1"	"0"	"2"	"11"	"4"	"173"	"13"	"3"	"3"	"1"	"423"	"0"	"423"	"0"
"106"	"51"	"53"	"162"	"4"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"22"	"2"	"1"	"3"	"2"	"253"	"0"	"253"	"0"
"107"	"52"	"160"	"56"	"4"	"1"	"2"	"1"	"2"	"1"	"2"	"19"	"7"	"73"	"9"	"0"	"2"	"6"	"345"	"0"	"345"	"0"
"108"	"53"	"73"	"16"	"3"	"5"	"2"	"2"	"0"	"1"	"1"	"6"	"5"	"92"	"6"	"1"	"2"	"6"	"221"	"0"	"221"	"0"
"109"	"54"	"55"	"209"	"6"	"6"	"5"	"2"	"1"	"3"	"1"	"2"	"8"	"117"	"6"	"1"	"2"	"2"	"426"	"0"	"426"	"0"
"110"	"55"	"24"	"273"	"5"	"2"	"2"	"1"	"2"	"1"	"5"	"11"	"3"	"117"	"10"	"3"	"9"	"2"	"470"	"0"	"470"	"0"
"111"	"56"	"205"	"19"	"1"	"2"	"1"	"0"	"2"	"0"	"2"	"8"	"4"	"81"	"11"	"6"	"1"	"10"	"353"	"0"	"353"	"0"
"112"	"Total :-"	"1310"	"2142"	"117"	"56"	"29"	"32"	"17"	"9"	"29"	"88"	"45"	"1077"	"136"	"27"	"42"	"79"	"5235"	"0"	"5235"	"0"
"113"	"Till Last Total :-"	"6154"	"5687"	"273"	"363"	"69"	"79"	"37"	"33"	"42"	"122"	"52"	"1003"	"160"	"102"	"170"	"316"	"14662"	"0"	"14662"	"0"
"114"	"Grand Total
:-"	"7464"	"7829"	"390"	"419"	"98"	"111"	"54"	"42"	"71"	"210"	"97"	"2080"	"296"	"129"	"212"	"395"	"19897"	"0"	"19897"	"0"
"115"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"ROUND  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"124"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"125"	"57"	"6"	"4"	"0"	"0"	"4"	"1"	"1"	"1"	"0"	"8"	"8"	"110"	"8"	"2"	"0"	"1"	"154"	"0"	"154"	"0"
"126"	"58"	"210"	"81"	"0"	"0"	"2"	"2"	"1"	"2"	"1"	"6"	"3"	"163"	"18"	"2"	"3"	"3"	"497"	"0"	"497"	"0"
"127"	"59"	"181"	"147"	"7"	"7"	"0"	"1"	"0"	"4"	"1"	"2"	"2"	"23"	"6"	"3"	"6"	"10"	"400"	"0"	"400"	"0"
"128"	"60"	"163"	"25"	"4"	"8"	"1"	"1"	"2"	"3"	"2"	"8"	"4"	"131"	"19"	"3"	"1"	"11"	"386"	"0"	"386"	"0"
"129"	"61"	"96"	"209"	"13"	"7"	"4"	"2"	"2"	"2"	"1"	"11"	"0"	"55"	"10"	"0"	"7"	"11"	"430"	"0"	"430"	"0"
"130"	"62"	"81"	"105"	"1"	"3"	"3"	"0"	"2"	"2"	"3"	"2"	"3"	"156"	"16"	"2"	"5"	"6"	"390"	"0"	"390"	"0"
"131"	"63"	"136"	"39"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"4"	"0"	"1"	"1"	"189"	"0"	"189"	"0"
"132"	"64"	"106"	"34"	"1"	"1"	"5"	"1"	"4"	"0"	"2"	"6"	"3"	"162"	"8"	"4"	"2"	"9"	"348"	"0"	"348"	"0"
"133"	"65"	"144"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"150"	"0"	"150"	"0"
"134"	"66"	"34"	"297"	"6"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"6"	"2"	"1"	"9"	"8"	"368"	"0"	"368"	"0"
"135"	"67"	"218"	"203"	"5"	"5"	"3"	"1"	"1"	"0"	"1"	"1"	"3"	"62"	"6"	"2"	"6"	"12"	"529"	"0"	"529"	"0"
"136"	"68"	"199"	"59"	"5"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"62"	"7"	"2"	"2"	"1"	"343"	"0"	"343"	"0"
"137"	"69"	"59"	"81"	"4"	"11"	"3"	"2"	"1"	"3"	"2"	"5"	"4"	"147"	"19"	"3"	"1"	"10"	"355"	"0"	"355"	"0"
"138"	"70"	"76"	"96"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"21"	"4"	"3"	"4"	"6"	"216"	"0"	"216"	"0"
"139"	"Total :-"	"1709"	"1380"	"52"	"45"	"28"	"14"	"16"	"19"	"15"	"51"	"33"	"1100"	"128"	"27"	"47"	"91"	"4755"	"0"	"4755"	"0"
"140"	"Till Last Total :-"	"7464"	"7829"	"390"	"419"	"98"	"111"	"54"	"42"	"71"	"210"	"97"	"2080"	"296"	"129"	"212"	"395"	"19897"	"0"	"19897"	"0"
"141"	"Grand Total
:-"	"9173"	"9209"	"442"	"464"	"126"	"125"	"70"	"61"	"86"	"261"	"130"	"3180"	"424"	"156"	"259"	"486"	"24652"	"0"	"24652"	"0"
"142"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"ROUND  6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"Total No. of electors in Assembly Constituency/Segment:-233977"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 190-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"151"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"152"	"71"	"270"	"66"	"4"	"6"	"3"	"1"	"0"	"3"	"2"	"6"	"0"	"140"	"15"	"3"	"1"	"16"	"536"	"0"	"536"	"0"
