"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :49---Araria                                                                                                                                                No of Voters :220620"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"18"	"10"	"50"	"69"	""	"4"	""	"25"	""	"3"	""	"4"	""	"8"	""	"3"	""	"8"	""	"6"	""	"18"	""	"214"	"9"	""	"421"
"19"	"11"	"40"	"220"	""	"8"	""	"26"	""	"2"	""	"6"	""	"10"	""	"5"	""	"3"	""	"1"	""	"11"	""	"239"	"1"	""	"572"
"20"	"12"	"12"	"228"	""	"11"	""	"42"	""	"2"	""	"1"	""	"10"	""	"3"	""	"6"	""	"2"	""	"8"	""	"327"	"4"	""	"656"
"21"	"13"	"42"	"332"	""	"3"	""	"10"	""	"2"	""	"0"	""	"3"	""	"1"	""	"2"	""	"2"	""	"14"	""	"236"	"2"	""	"649"
"22"	"14"	"208"	"189"	""	"6"	""	"12"	""	"4"	""	"2"	""	"9"	""	"3"	""	"1"	""	"0"	""	"7"	""	"192"	"3"	""	"636"
"23"	"15"	"13"	"46"	""	"1"	""	"3"	""	"4"	""	"5"	""	"1"	""	"0"	""	"1"	""	"2"	""	"15"	""	"430"	"1"	""	"522"
"24"	"16"	"0"	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"0"
"25"	"17"	"144"	"176"	""	"6"	""	"3"	""	"0"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"15"	"2"	""	"349"
"26"	"18"	"78"	"39"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"7"	"1"	""	"128"
"27"	"19"	"367"	"39"	""	"0"	""	"9"	""	"0"	""	"0"	""	"2"	""	"2"	""	"1"	""	"0"	""	"1"	""	"0"	"0"	""	"421"
"28"	"20"	"423"	"88"	""	"1"	""	"4"	""	"3"	""	"3"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"4"	"1"	""	"530"
"29"	"21"	"780"	"16"	""	"5"	""	"17"	""	"1"	""	"1"	""	"0"	""	"3"	""	"5"	""	"1"	""	"1"	""	"2"	"3"	""	"835"
"30"	"22"	"289"	"300"	""	"5"	""	"2"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	""	"1"	""	"1"	""	"5"	"0"	""	"607"
"31"	"23"	"290"	"344"	""	"17"	""	"12"	""	"4"	""	"3"	""	"5"	""	"4"	""	"2"	""	"1"	""	"2"	""	"16"	"2"	""	"702"
"32"	"24"	"779"	"3"	""	"1"	""	"15"	""	"4"	""	"0"	""	"2"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"808"
"33"	"25"	"611"	"39"	""	"4"	""	"90"	""	"1"	""	"1"	""	"0"	""	"0"	""	"3"	""	"2"	""	"1"	""	"1"	"1"	""	"754"
"34"	"26"	"437"	"42"	""	"1"	""	"26"	""	"3"	""	"0"	""	"2"	""	"2"	""	"3"	""	"1"	""	"0"	""	"0"	"0"	""	"517"
"35"	"27"	"11"	"195"	""	"5"	""	"6"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"5"	"0"	""	"224"
"36"	"28"	"95"	"72"	""	"5"	""	"3"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"10"	""	"154"	"1"	""	"342"
"37"	"29"	"41"	"432"	""	"13"	""	"15"	""	"3"	""	"2"	""	"0"	""	"3"	""	"3"	""	"3"	""	"12"	""	"252"	"7"	""	"786"
"38"	"30"	"552"	"11"	""	"1"	""	"11"	""	"1"	""	"1"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	""	"23"	"3"	""	"608"
"39"	"31"	"503"	"76"	""	"4"	""	"5"	""	"0"	""	"3"	""	"0"	""	"2"	""	"4"	""	"0"	""	"2"	""	"1"	"1"	""	"601"
"40"	"32"	"25"	"67"	""	"3"	""	"4"	""	"0"	""	"2"	""	"1"	""	"0"	""	"3"	""	"2"	""	"10"	""	"256"	"3"	""	"376"
"41"	"33"	"10"	"106"	""	"5"	""	"7"	""	"2"	""	"2"	""	"1"	""	"0"	""	"2"	""	"2"	""	"20"	""	"270"	"5"	""	"432"
"42"	"34"	"30"	"61"	""	"2"	""	"0"	""	"3"	""	"2"	""	"0"	""	"1"	""	"1"	""	"4"	""	"17"	""	"304"	"0"	""	"425"
"43"	"35"	"5"	"98"	""	"1"	""	"4"	""	"1"	""	"0"	""	"0"	""	"1"	""	"3"	""	"2"	""	"13"	""	"313"	"5"	""	"446"
"44"	"36"	"67"	"85"	""	"2"	""	"12"	""	"2"	""	"1"	""	"0"	""	"3"	""	"3"	""	"2"	""	"14"	""	"376"	"6"	""	"573"
"45"	"37"	"190"	"13"	""	"1"	""	"3"	""	"5"	""	"0"	""	"2"	""	"2"	""	"4"	""	"3"	""	"7"	""	"111"	"0"	""	"341"
"46"	"38"	"22"	"114"	""	"9"	""	"4"	""	"5"	""	"3"	""	"3"	""	"2"	""	"4"	""	"3"	""	"17"	""	"294"	"12"	""	"492"
"47"	"39"	"19"	"85"	""	"5"	""	"31"	""	"4"	""	"2"	""	"0"	""	"1"	""	"3"	""	"1"	""	"7"	""	"397"	"5"	""	"560"
"48"	"40"	"33"	"174"	""	"7"	""	"12"	""	"4"	""	"6"	""	"3"	""	"6"	""	"9"	""	"5"	""	"11"	""	"347"	"7"	""	"624"
"49"	"41"	"10"	"268"	""	"3"	""	"10"	""	"2"	""	"5"	""	"3"	""	"2"	""	"6"	""	"6"	""	"19"	""	"488"	"6"	""	"828"
"50"	"42"	"234"	"19"	""	"1"	""	"21"	""	"1"	""	"2"	""	"0"	""	"2"	""	"2"	""	"1"	""	"5"	""	"124"	"6"	""	"418"
"51"	"43"	"94"	"112"	""	"1"	""	"11"	""	"1"	""	"0"	""	"1"	""	"0"	""	"2"	""	"1"	""	"4"	""	"55"	"0"	""	"282"
"52"	"44"	"35"	"174"	""	"3"	""	"17"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"8"	"0"	""	"238"
"53"	"45"	"249"	"369"	""	"9"	""	"16"	""	"0"	""	"1"	""	"0"	""	"1"	""	"2"	""	"0"	""	"1"	""	"1"	"1"	""	"650"
"54"	"46"	"9"	"543"	""	"9"	""	"8"	""	"1"	""	"0"	""	"3"	""	"3"	""	"0"	""	"2"	""	"1"	""	"14"	"1"	""	"594"
"55"	"47"	"71"	"238"	""	"8"	""	"11"	""	"3"	""	"2"	""	"2"	""	"0"	""	"1"	""	"8"	""	"11"	""	"174"	"1"	""	"530"
"56"	"48"	"426"	"45"	""	"6"	""	"26"	""	"5"	""	"1"	""	"2"	""	"6"	""	"3"	""	"2"	""	"5"	""	"101"	"0"	""	"628"
"57"	"49"	"438"	"151"	""	"9"	""	"20"	""	"2"	""	"1"	""	"1"	""	"1"	""	"1"	""	"2"	""	"0"	""	"2"	"0"	""	"628"
"58"	"50"	"272"	"93"	""	"1"	""	"17"	""	"5"	""	"0"	""	"1"	""	"2"	""	"6"	""	"2"	""	"6"	""	"101"	"6"	""	"512"
"59"	"51"	"72"	"334"	""	"6"	""	"18"	""	"0"	""	"2"	""	"0"	""	"0"	""	"1"	""	"1"	""	"2"	""	"37"	"0"	""	"473"
"60"	"52"	"9"	"339"	""	"10"	""	"8"	""	"0"	""	"0"	""	"4"	""	"0"	""	"1"	""	"1"	""	"0"	""	"20"	"0"	""	"392"
"61"	"53"	"17"	"321"	""	"3"	""	"13"	""	"1"	""	"0"	""	"6"	""	"0"	""	"1"	""	"0"	""	"1"	""	"9"	"0"	""	"372"
"62"	"54"	"596"	"5"	""	"2"	""	"42"	""	"2"	""	"0"	""	"1"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	"1"	""	"653"
"63"	"55"	"748"	"27"	""	"5"	""	"16"	""	"4"	""	"3"	""	"0"	""	"2"	""	"4"	""	"1"	""	"0"	""	"3"	"1"	""	"814"
"64"	"56"	"504"	"40"	""	"3"	""	"116"	""	"4"	""	"1"	""	"0"	""	"4"	""	"1"	""	"1"	""	"1"	""	"1"	"4"	""	"680"
"65"	"57"	"249"	"1"	""	"0"	""	"6"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"258"
"66"	"58"	"401"	"6"	""	"0"	""	"4"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"414"
"67"	"59"	"287"	"7"	""	"4"	""	"15"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"317"
"68"	"60"	"578"	"10"	""	"0"	""	"4"	""	"3"	""	"2"	""	"0"	""	"0"	""	"3"	""	"0"	""	"0"	""	"0"	"1"	""	"601"
"69"	"61"	"121"	"511"	""	"16"	""	"27"	""	"2"	""	"1"	""	"2"	""	"1"	""	"3"	""	"0"	""	"0"	""	"1"	"0"	""	"685"
"70"	"62"	"446"	"3"	""	"5"	""	"43"	""	"3"	""	"0"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"503"
"71"	"63"	"319"	"194"	""	"10"	""	"58"	""	"9"	""	"3"	""	"4"	""	"8"	""	"5"	""	"2"	""	"9"	""	"4"	"10"	""	"635"
"72"	"64"	"320"	"85"	""	"6"	""	"9"	""	"2"	""	"0"	""	"2"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	"1"	""	"429"
"73"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"74"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"75"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"76"	"65"	"793"	"10"	""	"1"	""	"2"	""	"2"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"811"
"77"	"66"	"466"	"10"	""	"1"	""	"4"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	"0"	""	"487"
"78"	"67"	"115"	"339"	""	"8"	""	"2"	""	"1"	""	"2"	""	"4"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	"1"	""	"477"
"79"	"68"	"595"	"184"	""	"6"	""	"8"	""	"0"	""	"0"	""	"0"	""	"1"	""	"4"	""	"0"	""	"1"	""	"0"	"3"	""	"802"
"80"	"69"	"425"	"159"	""	"7"	""	"4"	""	"2"	""	"1"	""	"0"	""	"0"	""	"3"	""	"2"	""	"1"	""	"0"	"0"	""	"604"
"81"	"70"	"584"	"91"	""	"4"	""	"28"	""	"3"	""	"2"	""	"0"	""	"3"	""	"5"	""	"1"	""	"0"	""	"1"	"1"	""	"723"
"82"	"71"	"515"	"47"	""	"2"	""	"27"	""	"3"	""	"1"	""	"0"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"600"
"83"	"72"	"460"	"7"	""	"0"	""	"18"	""	"0"	""	"1"	""	"0"	""	"2"	""	"3"	""	"0"	""	"2"	""	"0"	"1"	""	"494"
"84"	"73"	"624"	"7"	""	"2"	""	"4"	""	"0"	""	"1"	""	"1"	""	"2"	""	"5"	""	"1"	""	"2"	""	"1"	"2"	""	"652"
"85"	"74"	"552"	"4"	""	"0"	""	"2"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"562"
"86"	"75"	"481"	"150"	""	"5"	""	"19"	""	"5"	""	"1"	""	"4"	""	"4"	""	"6"	""	"1"	""	"1"	""	"0"	"2"	""	"679"
"87"	"76"	"625"	"1"	""	"1"	""	"54"	""	"1"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	""	"1"	""	"0"	"1"	""	"688"
"88"	"77"	"483"	"2"	""	"1"	""	"5"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"492"
"89"	"78"	"536"	"24"	""	"3"	""	"1"	""	"3"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"569"
"90"	"79"	"300"	"247"	""	"5"	""	"10"	""	"3"	""	"2"	""	"6"	""	"2"	""	"5"	""	"0"	""	"2"	""	"6"	"0"	""	"588"
"91"	"80"	"410"	"84"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"3"	""	"1"	""	"0"	""	"0"	""	"1"	"0"	""	"502"
"92"	"81"	"282"	"158"	""	"2"	""	"10"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"458"
"93"	"82"	"580"	"17"	""	"2"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"604"
"94"	"83"	"794"	"6"	""	"0"	""	"5"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"1"	"0"	""	"810"
"95"	"84"	"467"	"175"	""	"6"	""	"3"	""	"2"	""	"2"	""	"1"	""	"4"	""	"1"	""	"1"	""	"3"	""	"1"	"3"	""	"669"
"96"	"85"	"731"	"7"	""	"0"	""	"8"	""	"2"	""	"1"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"752"
"97"	"86"	"138"	"244"	""	"5"	""	"4"	""	"0"	""	"1"	""	"1"	""	"3"	""	"5"	""	"0"	""	"1"	""	"2"	"1"	""	"405"
"98"	"87"	"154"	"344"	""	"10"	""	"19"	""	"0"	""	"1"	""	"2"	""	"1"	""	"3"	""	"0"	""	"0"	""	"4"	"0"	""	"538"
"99"	"88"	"99"	"349"	""	"9"	""	"8"	""	"4"	""	"2"	""	"1"	""	"0"	""	"3"	""	"0"	""	"1"	""	"0"	"0"	""	"476"
"100"	"89"	"289"	"259"	""	"5"	""	"4"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	"3"	""	"565"
"101"	"90"	"269"	"257"	""	"5"	""	"3"	""	"1"	""	"2"	""	"1"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"542"
"102"	"91"	"420"	"33"	""	"2"	""	"13"	""	"4"	""	"0"	""	"2"	""	"2"	""	"1"	""	"0"	""	"0"	""	"4"	"0"	""	"481"
"103"	"92"	"485"	"91"	""	"2"	""	"5"	""	"5"	""	"0"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"2"	"2"	""	"594"
"104"	"93"	"313"	"33"	""	"0"	""	"11"	""	"1"	""	"0"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	""	"1"	"1"	""	"364"
"105"	"94"	"408"	"95"	""	"2"	""	"28"	""	"2"	""	"0"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	""	"8"	"1"	""	"548"
"106"	"95"	"311"	"13"	""	"2"	""	"10"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	"2"	""	"345"
"107"	"96"	"157"	"374"	""	"2"	""	"19"	""	"8"	""	"6"	""	"11"	""	"6"	""	"5"	""	"2"	""	"0"	""	"9"	"1"	""	"600"
"108"	"97"	"160"	"1"	""	"1"	""	"39"	""	"0"	""	"2"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"206"
"109"	"98"	"483"	"9"	""	"1"	""	"139"	""	"5"	""	"2"	""	"1"	""	"1"	""	"3"	""	"1"	""	"1"	""	"0"	"6"	""	"652"
"110"	"99"	"323"	"24"	""	"1"	""	"82"	""	"4"	""	"4"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	""	"2"	"3"	""	"449"
"111"	"100"	"62"	"7"	""	"5"	""	"512"	""	"7"	""	"2"	""	"1"	""	"1"	""	"1"	""	"0"	""	"1"	""	"1"	"2"	""	"602"
"112"	"101"	"362"	"5"	""	"0"	""	"24"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"394"
"113"	"102"	"252"	"26"	""	"0"	""	"13"	""	"2"	""	"0"	""	"0"	""	"2"	""	"1"	""	"1"	""	"0"	""	"0"	"0"	""	"297"
"114"	"103"	"276"	"136"	""	"1"	""	"31"	""	"2"	""	"0"	""	"4"	""	"1"	""	"1"	""	"0"	""	"3"	""	"1"	"0"	""	"456"
"115"	"104"	"555"	"12"	""	"3"	""	"56"	""	"4"	""	"0"	""	"2"	""	"2"	""	"5"	""	"0"	""	"3"	""	"2"	"4"	""	"648"
"116"	"105"	"531"	"13"	""	"1"	""	"17"	""	"1"	""	"0"	""	"0"	""	"2"	""	"4"	""	"0"	""	"0"	""	"1"	"0"	""	"570"
"117"	"106"	"463"	"10"	""	"4"	""	"72"	""	"7"	""	"1"	""	"3"	""	"6"	""	"5"	""	"1"	""	"0"	""	"0"	"1"	""	"573"
"118"	"107"	"215"	"257"	""	"10"	""	"12"	""	"3"	""	"2"	""	"5"	""	"3"	""	"4"	""	"6"	""	"2"	""	"0"	"9"	""	"528"
"119"	"108"	"262"	"109"	""	"4"	""	"6"	""	"4"	""	"3"	""	"4"	""	"0"	""	"4"	""	"4"	""	"1"	""	"4"	"2"	""	"407"
"120"	"109"	"58"	"573"	""	"7"	""	"71"	""	"1"	""	"6"	""	"2"	""	"4"	""	"2"	""	"1"	""	"0"	""	"1"	"2"	""	"728"
"121"	"110"	"363"	"48"	""	"1"	""	"33"	""	"5"	""	"2"	""	"4"	""	"0"	""	"5"	""	"1"	""	"2"	""	"7"	"5"	""	"476"
"122"	"111"	"56"	"404"	""	"5"	""	"35"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"504"
"123"	"112"	"23"	"344"	""	"4"	""	"61"	""	"0"	""	"0"	""	"3"	""	"0"	""	"2"	""	"1"	""	"1"	""	"2"	"1"	""	"442"
"124"	"113"	"474"	"20"	""	"4"	""	"25"	""	"2"	""	"1"	""	"0"	""	"3"	""	"1"	""	"1"	""	"1"	""	"0"	"0"	""	"532"
"125"	"114"	"271"	"234"	""	"12"	""	"80"	""	"10"	""	"21"	""	"10"	""	"9"	""	"8"	""	"2"	""	"2"	""	"7"	"20"	""	"686"
"126"	"115"	"88"	"485"	""	"22"	""	"27"	""	"5"	""	"2"	""	"1"	""	"3"	""	"2"	""	"1"	""	"4"	""	"1"	"0"	""	"641"
"127"	"116"	"75"	"555"	""	"5"	""	"39"	""	"2"	""	"0"	""	"12"	""	"1"	""	"3"	""	"0"	""	"2"	""	"3"	"0"	""	"697"
"128"	"117"	"88"	"245"	""	"5"	""	"22"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"364"
"129"	"118"	"33"	"380"	""	"12"	""	"29"	""	"3"	""	"0"	""	"7"	""	"1"	""	"5"	""	"0"	""	"1"	""	"2"	"3"	""	"476"
"130"	"119"	"31"	"348"	""	"8"	""	"29"	""	"2"	""	"0"	""	"3"	""	"2"	""	"1"	""	"3"	""	"0"	""	"0"	"0"	""	"427"
"131"	"120"	"241"	"89"	""	"1"	""	"16"	""	"0"	""	"0"	""	"0"	""	"2"	""	"7"	""	"6"	""	"3"	""	"1"	"3"	""	"369"
"132"	"121"	"78"	"123"	""	"4"	""	"15"	""	"1"	""	"0"	""	"2"	""	"0"	""	"2"	""	"0"	""	"8"	""	"0"	"3"	""	"236"
"133"	"122"	"24"	"300"	""	"0"	""	"46"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	"0"	""	"374"
"134"	"123"	"442"	"104"	""	"3"	""	"38"	""	"5"	""	"1"	""	"2"	""	"3"	""	"8"	""	"1"	""	"1"	""	"3"	"1"	""	"612"
"135"	"124"	"482"	"65"	""	"3"	""	"11"	""	"3"	""	"1"	""	"1"	""	"5"	""	"7"	""	"2"	""	"1"	""	"3"	"6"	""	"590"
"136"	"125"	"62"	"383"	""	"4"	""	"52"	""	"5"	""	"3"	""	"7"	""	"2"	""	"1"	""	"0"	""	"82"	""	"5"	"2"	""	"608"
"137"	"126"	"44"	"201"	""	"4"	""	"52"	""	"0"	""	"0"	""	"6"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"307"
"138"	"127"	"18"	"142"	""	"4"	""	"34"	""	"1"	""	"3"	""	"7"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	"2"	""	"212"
"139"	"128"	"25"	"316"	""	"1"	""	"24"	""	"1"	""	"0"	""	"1"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	"1"	""	"373"
"140"	"129"	"161"	"67"	""	"2"	""	"29"	""	"3"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"4"	""	"1"	"0"	""	"271"
"141"	"130"	"167"	"268"	""	"6"	""	"35"	""	"1"	""	"0"	""	"3"	""	"1"	""	"5"	""	"0"	""	"0"	""	"1"	"0"	""	"487"
"142"	"131"	"273"	"117"	""	"1"	""	"39"	""	"0"	""	"1"	""	"2"	""	"1"	""	"3"	""	"0"	""	"1"	""	"3"	"3"	""	"444"
"143"	"132"	"269"	"7"	""	"1"	""	"30"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	"0"	""	"309"
"144"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"145"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"146"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"147"	"133"	"420"	"30"	""	"4"	""	"56"	""	"3"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	""	"0"	"1"	""	"517"
"148"	"134"	"267"	"8"	""	"1"	""	"31"	""	"0"	""	"1"	""	"0"	""	"1"	""	"2"	""	"0"	""	"1"	""	"1"	"0"	""	"313"
