"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-280450"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 189-MASAURHI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"38"	"15"	"191"	"100"	"4"	"15"	"5"	"10"	"3"	"2"	"3"	"11"	"6"	"139"	"12"	"6"	"4"	"11"	"522"	"0"	"522"	"0"
"39"	"16"	"205"	"27"	"2"	"6"	"0"	"1"	"2"	"0"	"3"	"6"	"3"	"71"	"6"	"2"	"1"	"9"	"344"	"0"	"344"	"0"
"40"	"17"	"111"	"15"	"2"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"16"	"6"	"3"	"2"	"10"	"173"	"0"	"173"	"0"
"41"	"18"	"25"	"71"	"4"	"20"	"1"	"1"	"2"	"2"	"2"	"4"	"2"	"122"	"6"	"2"	"6"	"9"	"279"	"0"	"279"	"0"
"42"	"19"	"93"	"86"	"1"	"2"	"3"	"3"	"2"	"0"	"1"	"6"	"0"	"56"	"3"	"1"	"0"	"6"	"263"	"0"	"263"	"0"
"43"	"20"	"22"	"215"	"5"	"66"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"1"	"4"	"2"	"323"	"0"	"323"	"0"
"44"	"21"	"130"	"24"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"5"	"173"	"0"	"173"	"0"
"45"	"22"	"228"	"3"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"241"	"0"	"241"	"0"
"46"	"23"	"8"	"354"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"367"	"0"	"367"	"0"
"47"	"24"	"244"	"50"	"6"	"7"	"2"	"4"	"4"	"4"	"3"	"7"	"4"	"162"	"17"	"0"	"2"	"17"	"533"	"0"	"533"	"0"
"48"	"25"	"93"	"133"	"7"	"0"	"2"	"2"	"1"	"0"	"1"	"3"	"4"	"46"	"5"	"3"	"13"	"15"	"328"	"0"	"328"	"0"
"49"	"26"	"208"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"226"	"0"	"226"	"0"
"50"	"27"	"235"	"283"	"14"	"3"	"9"	"4"	"6"	"3"	"4"	"9"	"2"	"72"	"7"	"1"	"9"	"13"	"674"	"0"	"674"	"0"
"51"	"28"	"133"	"60"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"2"	"1"	"0"	"3"	"3"	"210"	"0"	"210"	"0"
"52"	"Total :-"	"1926"	"1431"	"52"	"134"	"24"	"27"	"22"	"12"	"21"	"50"	"24"	"695"	"65"	"21"	"46"	"106"	"4656"	"0"	"4656"	"0"
"53"	"Till Last Total :-"	"1763"	"899"	"62"	"91"	"24"	"22"	"21"	"15"	"18"	"93"	"26"	"632"	"81"	"29"	"27"	"86"	"3889"	"0"	"3889"	"0"
"54"	"Grand Total
:-"	"3689"	"2330"	"114"	"225"	"48"	"49"	"43"	"27"	"39"	"143"	"50"	"1327"	"146"	"50"	"73"	"192"	"8545"	"0"	"8545"	"0"
"55"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"56"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"ROUND  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Total No. of electors in Assembly Constituency/Segment:-280450"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 189-MASAURHI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"64"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"65"	"29"	"49"	"54"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"3"	"3"	"115"	"0"	"115"	"0"
"66"	"30"	"165"	"59"	"4"	"4"	"6"	"2"	"2"	"2"	"3"	"4"	"1"	"76"	"10"	"2"	"3"	"6"	"349"	"0"	"349"	"0"
"67"	"31"	"168"	"58"	"4"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"85"	"1"	"0"	"0"	"3"	"324"	"0"	"324"	"0"
"68"	"32"	"69"	"207"	"5"	"11"	"1"	"2"	"0"	"0"	"1"	"5"	"2"	"78"	"3"	"4"	"10"	"9"	"407"	"0"	"407"	"0"
"69"	"33"	"67"	"85"	"2"	"20"	"3"	"0"	"1"	"1"	"3"	"5"	"5"	"110"	"12"	"4"	"5"	"7"	"330"	"0"	"330"	"0"
"70"	"34"	"137"	"115"	"3"	"16"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"75"	"3"	"2"	"8"	"19"	"383"	"0"	"383"	"0"
"71"	"35"	"155"	"47"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"4"	"3"	"66"	"3"	"2"	"2"	"5"	"293"	"0"	"293"	"0"
"72"	"36"	"189"	"192"	"6"	"22"	"6"	"5"	"3"	"3"	"6"	"26"	"6"	"99"	"12"	"7"	"10"	"24"	"616"	"0"	"616"	"0"
"73"	"37"	"357"	"62"	"2"	"22"	"1"	"2"	"0"	"1"	"1"	"2"	"4"	"16"	"1"	"4"	"2"	"5"	"482"	"0"	"482"	"0"
"74"	"38"	"172"	"83"	"13"	"49"	"6"	"4"	"3"	"3"	"7"	"14"	"5"	"179"	"12"	"5"	"6"	"28"	"589"	"0"	"589"	"0"
"75"	"39"	"245"	"96"	"41"	"23"	"4"	"2"	"3"	"0"	"1"	"11"	"2"	"43"	"2"	"2"	"4"	"14"	"493"	"0"	"493"	"0"
"76"	"40"	"15"	"247"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"7"	"6"	"286"	"0"	"286"	"0"
"77"	"41"	"178"	"83"	"11"	"30"	"0"	"1"	"1"	"0"	"1"	"4"	"4"	"3"	"1"	"0"	"1"	"3"	"321"	"0"	"321"	"0"
"78"	"42"	"158"	"131"	"8"	"11"	"2"	"1"	"1"	"0"	"1"	"2"	"1"	"3"	"2"	"1"	"2"	"6"	"330"	"0"	"330"	"0"
"79"	"Total :-"	"2124"	"1519"	"105"	"211"	"32"	"22"	"16"	"10"	"26"	"80"	"37"	"836"	"62"	"37"	"63"	"138"	"5318"	"0"	"5318"	"0"
"80"	"Till Last Total :-"	"3689"	"2330"	"114"	"225"	"48"	"49"	"43"	"27"	"39"	"143"	"50"	"1327"	"146"	"50"	"73"	"192"	"8545"	"0"	"8545"	"0"
"81"	"Grand Total
:-"	"5813"	"3849"	"219"	"436"	"80"	"71"	"59"	"37"	"65"	"223"	"87"	"2163"	"208"	"87"	"136"	"330"	"13863"	"0"	"13863"	"0"
"82"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"83"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"84"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"87"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"Total No. of electors in Assembly Constituency/Segment:-280450"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"ROUND  4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 189-MASAURHI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"97"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"98"	"43"	"307"	"77"	"4"	"3"	"0"	"1"	"1"	"0"	"0"	"5"	"0"	"4"	"1"	"3"	"0"	"8"	"414"	"0"	"414"	"0"
"99"	"44"	"175"	"123"	"6"	"1"	"0"	"1"	"1"	"4"	"2"	"2"	"1"	"6"	"2"	"2"	"8"	"8"	"342"	"0"	"342"	"0"
"100"	"45"	"169"	"69"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"4"	"1"	"2"	"6"	"260"	"0"	"260"	"0"
"101"	"46"	"154"	"256"	"9"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"430"	"0"	"430"	"0"
"102"	"47"	"327"	"219"	"6"	"0"	"4"	"4"	"1"	"0"	"1"	"3"	"0"	"10"	"8"	"4"	"6"	"17"	"610"	"0"	"610"	"0"
"103"	"48"	"375"	"180"	"21"	"3"	"3"	"3"	"1"	"0"	"1"	"7"	"0"	"0"	"0"	"4"	"2"	"17"	"617"	"0"	"617"	"0"
"104"	"49"	"375"	"120"	"6"	"3"	"1"	"4"	"0"	"0"	"3"	"5"	"0"	"4"	"4"	"1"	"1"	"5"	"532"	"0"	"532"	"0"
"105"	"50"	"183"	"154"	"5"	"36"	"1"	"4"	"1"	"1"	"5"	"4"	"1"	"25"	"1"	"3"	"3"	"7"	"434"	"0"	"434"	"0"
"106"	"51"	"248"	"206"	"6"	"2"	"0"	"0"	"2"	"2"	"3"	"1"	"2"	"12"	"2"	"3"	"2"	"8"	"499"	"0"	"499"	"0"
"107"	"52"	"94"	"282"	"14"	"1"	"1"	"2"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"2"	"5"	"407"	"0"	"407"	"0"
"108"	"53"	"182"	"265"	"8"	"4"	"1"	"2"	"2"	"1"	"1"	"1"	"0"	"13"	"1"	"5"	"9"	"7"	"502"	"0"	"502"	"0"
"109"	"54"	"199"	"118"	"4"	"2"	"1"	"0"	"1"	"0"	"1"	"3"	"3"	"4"	"4"	"2"	"2"	"14"	"358"	"0"	"358"	"0"
"110"	"55"	"183"	"253"	"14"	"6"	"3"	"1"	"1"	"1"	"1"	"3"	"0"	"27"	"2"	"6"	"10"	"15"	"526"	"0"	"526"	"0"
"111"	"56"	"310"	"22"	"4"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"3"	"347"	"0"	"347"	"0"
"112"	"Total :-"	"3281"	"2344"	"111"	"62"	"16"	"26"	"14"	"10"	"21"	"42"	"8"	"107"	"30"	"35"	"49"	"122"	"6278"	"0"	"6278"	"0"
"113"	"Till Last Total :-"	"5813"	"3849"	"219"	"436"	"80"	"71"	"59"	"37"	"65"	"223"	"87"	"2163"	"208"	"87"	"136"	"330"	"13863"	"0"	"13863"	"0"
"114"	"Grand Total
:-"	"9094"	"6193"	"330"	"498"	"96"	"97"	"73"	"47"	"86"	"265"	"95"	"2270"	"238"	"122"	"185"	"452"	"20141"	"0"	"20141"	"0"
"115"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"ROUND  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Total No. of electors in Assembly Constituency/Segment:-280450"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 189-MASAURHI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"124"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"125"	"57"	"322"	"38"	"7"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"0"	"1"	"0"	"6"	"384"	"0"	"384"	"0"
"126"	"58"	"344"	"63"	"7"	"1"	"1"	"1"	"0"	"2"	"1"	"7"	"0"	"0"	"0"	"2"	"1"	"7"	"437"	"0"	"437"	"0"
"127"	"59"	"363"	"156"	"6"	"1"	"1"	"1"	"0"	"0"	"1"	"7"	"1"	"5"	"0"	"2"	"1"	"5"	"550"	"0"	"550"	"0"
"128"	"60"	"302"	"33"	"7"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"350"	"0"	"350"	"0"
"129"	"61"	"394"	"39"	"9"	"2"	"4"	"3"	"2"	"0"	"2"	"2"	"1"	"5"	"6"	"3"	"3"	"10"	"485"	"0"	"485"	"0"
"130"	"62"	"423"	"38"	"5"	"2"	"2"	"1"	"0"	"1"	"1"	"6"	"0"	"1"	"2"	"2"	"1"	"4"	"489"	"0"	"489"	"0"
"131"	"63"	"235"	"236"	"3"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"10"	"7"	"502"	"0"	"502"	"0"
"132"	"64"	"98"	"341"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"7"	"6"	"464"	"0"	"464"	"0"
"133"	"65"	"98"	"313"	"8"	"2"	"1"	"3"	"2"	"1"	"1"	"2"	"0"	"2"	"0"	"1"	"4"	"2"	"440"	"0"	"440"	"0"
"134"	"66"	"250"	"142"	"9"	"32"	"5"	"4"	"3"	"1"	"2"	"4"	"1"	"8"	"2"	"6"	"6"	"21"	"496"	"0"	"496"	"0"
"135"	"67"	"382"	"213"	"15"	"4"	"2"	"3"	"0"	"0"	"1"	"4"	"1"	"4"	"2"	"3"	"3"	"21"	"658"	"0"	"658"	"0"
"136"	"68"	"265"	"103"	"7"	"41"	"3"	"5"	"1"	"2"	"0"	"3"	"2"	"1"	"2"	"2"	"9"	"22"	"468"	"0"	"468"	"0"
"137"	"69"	"260"	"181"	"6"	"14"	"3"	"1"	"1"	"0"	"0"	"5"	"1"	"12"	"4"	"2"	"4"	"17"	"511"	"0"	"511"	"0"
"138"	"70"	"31"	"302"	"7"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"4"	"351"	"0"	"351"	"0"
"139"	"Total :-"	"3767"	"2198"	"104"	"101"	"25"	"24"	"10"	"11"	"13"	"44"	"8"	"44"	"22"	"29"	"52"	"133"	"6585"	"0"	"6585"	"0"
"140"	"Till Last Total :-"	"9094"	"6193"	"330"	"498"	"96"	"97"	"73"	"47"	"86"	"265"	"95"	"2270"	"238"	"122"	"185"	"452"	"20141"	"0"	"20141"	"0"
"141"	"Grand Total
:-"	"12861"	"8391"	"434"	"599"	"121"	"121"	"83"	"58"	"99"	"309"	"103"	"2314"	"260"	"151"	"237"	"585"	"26726"	"0"	"26726"	"0"
"142"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"ROUND  6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"Total No. of electors in Assembly Constituency/Segment:-280450"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 189-MASAURHI(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"151"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"152"	"71"	"259"	"294"	"13"	"16"	"3"	"2"	"1"	"0"	"2"	"3"	"2"	"2"	"1"	"2"	"14"	"15"	"629"	"0"	"629"	"0"
