"Total.No..of.Electors.in.Assembly.Constituency.Segment..189073"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"52"	"26"	"68"	"159"	"8"	"4"	"1"	"1"	"6"	"2"	"0"	"1"	"4"	"1"	"255"	"0"	"255"	"0"
"53"	"27"	"407"	"104"	"16"	"3"	"0"	"0"	"4"	"4"	"1"	"1"	"1"	"2"	"543"	"0"	"543"	"0"
"54"	"28"	"215"	"124"	"54"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"4"	"3"	"407"	"0"	"407"	"0"
"55"	"Total"	"3375"	"2068"	"290"	"32"	"18"	"14"	"43"	"26"	"28"	"35"	"125"	"105"	"6159"	"0"	"6159"	"0"
"56"	"B.F."	"2588"	"2229"	"441"	"34"	"15"	"18"	"82"	"22"	"20"	"36"	"120"	"141"	"5746"	"0"	"5746"	"0"
"57"	"G. Total"	"5963"	"4297"	"731"	"66"	"33"	"32"	"125"	"48"	"48"	"71"	"245"	"246"	"11905"	"0"	"11905"	"0"
"58"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"LT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Total No. of Electors in Assembly Constituency/Segment- 189073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"Name of the Assembly/segment- 120-AMNOUR                                                                                                                                                                                                                                                                    Round No  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"68"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"69"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"70"	"29"	"150"	"127"	"8"	"1"	"0"	"0"	"10"	"2"	"0"	"1"	"1"	"5"	"305"	"0"	"305"	"0"
"71"	"30"	"238"	"35"	"33"	"1"	"0"	"1"	"0"	"2"	"3"	"2"	"42"	"6"	"363"	"0"	"363"	"0"
"72"	"31"	"159"	"124"	"31"	"5"	"1"	"4"	"8"	"3"	"1"	"1"	"5"	"8"	"350"	"0"	"350"	"0"
"73"	"32"	"74"	"176"	"51"	"4"	"0"	"0"	"4"	"0"	"2"	"0"	"6"	"3"	"320"	"0"	"320"	"0"
"74"	"33"	"144"	"99"	"81"	"2"	"0"	"0"	"4"	"1"	"0"	"0"	"2"	"8"	"341"	"0"	"341"	"0"
"75"	"34"	"50"	"151"	"55"	"2"	"0"	"2"	"2"	"1"	"0"	"1"	"1"	"0"	"265"	"0"	"265"	"0"
"76"	"35"	"535"	"78"	"19"	"1"	"1"	"2"	"4"	"0"	"2"	"0"	"2"	"1"	"645"	"0"	"645"	"0"
"77"	"36"	"196"	"87"	"85"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"5"	"4"	"382"	"0"	"382"	"0"
"78"	"37"	"182"	"83"	"7"	"2"	"0"	"2"	"8"	"5"	"5"	"4"	"7"	"25"	"330"	"0"	"330"	"0"
"79"	"38"	"107"	"124"	"11"	"4"	"2"	"1"	"9"	"3"	"1"	"3"	"3"	"0"	"268"	"0"	"268"	"0"
"80"	"39"	"144"	"189"	"83"	"3"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"5"	"435"	"0"	"435"	"0"
"81"	"40"	"156"	"151"	"50"	"2"	"4"	"2"	"5"	"3"	"3"	"2"	"1"	"6"	"385"	"0"	"385"	"0"
"82"	"41"	"171"	"244"	"23"	"2"	"2"	"1"	"9"	"7"	"3"	"2"	"13"	"23"	"500"	"0"	"500"	"0"
"83"	"42"	"361"	"273"	"43"	"3"	"4"	"0"	"26"	"3"	"3"	"3"	"6"	"14"	"739"	"0"	"739"	"0"
"84"	"Total"	"2667"	"1941"	"580"	"33"	"17"	"16"	"90"	"32"	"27"	"21"	"96"	"108"	"5628"	"0"	"5628"	"0"
"85"	"B.F."	"5963"	"4297"	"731"	"66"	"33"	"32"	"125"	"48"	"48"	"71"	"245"	"246"	"11905"	"0"	"11905"	"0"
"86"	"G. Total"	"8630"	"6238"	"1311"	"99"	"50"	"48"	"215"	"80"	"75"	"92"	"341"	"354"	"17533"	"0"	"17533"	"0"
"87"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"Total No. of Electors in Assembly Constituency/Segment- 189073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Name of the Assembly/segment- 120-AMNOUR                                                                                                                                                                                                                                                                    Round No   4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"98"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Saliem Parwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"99"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"100"	"43"	"189"	"237"	"8"	"4"	"0"	"1"	"10"	"2"	"2"	"1"	"6"	"11"	"471"	"0"	"471"	"0"
"101"	"44"	"201"	"155"	"55"	"6"	"2"	"6"	"5"	"7"	"4"	"3"	"9"	"5"	"458"	"0"	"458"	"0"
"102"	"45"	"102"	"124"	"58"	"3"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"3"	"295"	"0"	"295"	"0"
"103"	"46"	"232"	"87"	"94"	"5"	"1"	"1"	"0"	"4"	"1"	"1"	"7"	"5"	"438"	"0"	"438"	"0"
"104"	"47"	"134"	"243"	"22"	"3"	"0"	"2"	"4"	"2"	"1"	"0"	"10"	"14"	"435"	"0"	"435"	"0"
"105"	"48"	"216"	"229"	"136"	"10"	"5"	"2"	"13"	"11"	"10"	"14"	"15"	"26"	"687"	"0"	"687"	"0"
"106"	"49"	"19"	"467"	"13"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"505"	"0"	"505"	"0"
"107"	"50"	"33"	"437"	"47"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"5"	"3"	"531"	"0"	"531"	"0"
"108"	"51"	"101"	"445"	"48"	"5"	"1"	"1"	"8"	"1"	"7"	"1"	"6"	"6"	"630"	"0"	"630"	"0"
"109"	"52"	"152"	"168"	"37"	"6"	"0"	"5"	"14"	"2"	"1"	"0"	"5"	"7"	"397"	"0"	"397"	"0"
"110"	"53"	"26"	"368"	"52"	"7"	"4"	"4"	"24"	"4"	"2"	"3"	"7"	"9"	"510"	"0"	"510"	"0"
"111"	"54"	"186"	"209"	"21"	"6"	"0"	"0"	"10"	"2"	"3"	"1"	"10"	"3"	"451"	"0"	"451"	"0"
"112"	"55"	"288"	"76"	"6"	"4"	"1"	"6"	"5"	"1"	"3"	"1"	"11"	"6"	"408"	"0"	"408"	"0"
"113"	"56"	"90"	"209"	"8"	"3"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"4"	"321"	"0"	"321"	"0"
"114"	"Total"	"1969"	"3454"	"605"	"64"	"17"	"33"	"98"	"40"	"34"	"26"	"95"	"102"	"6537"	"0"	"6537"	"0"
"115"	"B.F."	"8630"	"6238"	"1311"	"99"	"50"	"48"	"215"	"80"	"75"	"92"	"341"	"354"	"17533"	"0"	"17533"	"0"
"116"	"G. Total"	"10599"	"9692"	"1916"	"163"	"67"	"81"	"313"	"120"	"109"	"118"	"436"	"456"	"24070"	"0"	"24070"	"0"
"117"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"E 20-SARAN PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Total No. of Electors in Assembly Constituency/Segment- 189073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"124"	"Name of the Assembly/segment- 120-AMNOUR                                                                                                                                                                                                                                                                    Round No  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"125"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"126"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"127"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"128"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"129"	"57"	"149"	"229"	"30"	"5"	"2"	"0"	"1"	"2"	"5"	"2"	"8"	"8"	"441"	"0"	"441"	"0"
"130"	"58"	"154"	"129"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"8"	"301"	"0"	"301"	"0"
"131"	"59"	"120"	"116"	"1"	"5"	"0"	"0"	"4"	"0"	"0"	"0"	"3"	"1"	"250"	"0"	"250"	"0"
"132"	"60"	"213"	"149"	"6"	"1"	"0"	"4"	"4"	"6"	"5"	"6"	"15"	"32"	"441"	"0"	"441"	"0"
"133"	"61"	"157"	"314"	"14"	"5"	"3"	"2"	"11"	"2"	"2"	"3"	"19"	"10"	"542"	"0"	"542"	"0"
"134"	"62"	"142"	"159"	"8"	"4"	"3"	"4"	"10"	"5"	"4"	"7"	"18"	"13"	"377"	"0"	"377"	"0"
"135"	"63"	"214"	"14"	"1"	"3"	"0"	"1"	"1"	"0"	"2"	"4"	"0"	"16"	"256"	"0"	"256"	"0"
"136"	"64"	"174"	"130"	"54"	"2"	"2"	"1"	"10"	"6"	"3"	"2"	"3"	"7"	"394"	"0"	"394"	"0"
"137"	"65"	"270"	"176"	"11"	"5"	"2"	"1"	"3"	"2"	"2"	"0"	"0"	"6"	"478"	"0"	"478"	"0"
"138"	"66"	"114"	"245"	"42"	"4"	"2"	"2"	"9"	"2"	"2"	"1"	"3"	"3"	"429"	"0"	"429"	"0"
"139"	"67"	"209"	"175"	"23"	"5"	"2"	"6"	"9"	"5"	"4"	"5"	"6"	"8"	"457"	"0"	"457"	"0"
"140"	"68"	"184"	"191"	"7"	"1"	"2"	"3"	"7"	"1"	"1"	"3"	"11"	"22"	"433"	"0"	"433"	"0"
"141"	"69"	"18"	"385"	"14"	"6"	"0"	"2"	"2"	"3"	"2"	"1"	"18"	"11"	"462"	"0"	"462"	"0"
"142"	"70"	"16"	"389"	"4"	"1"	"2"	"0"	"4"	"2"	"0"	"3"	"16"	"9"	"446"	"0"	"446"	"0"
"143"	"Total"	"2134"	"2801"	"219"	"48"	"20"	"27"	"75"	"36"	"32"	"38"	"123"	"154"	"5707"	"0"	"5707"	"0"
"144"	"B.F."	"10599"	"9692"	"1916"	"163"	"67"	"81"	"313"	"120"	"109"	"118"	"436"	"456"	"24070"	"0"	"24070"	"0"
"145"	"G. Total"	"12733"	"12493"	"2135"	"211"	"87"	"108"	"388"	"156"	"141"	"156"	"559"	"610"	"29777"	"0"	"29777"	"0"
"146"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"T  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"Total No. of Electors in Assembly Constituency/Segment- 189073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"152"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153"	"Name of the Assembly/segment- 120-AMNOUR                                                                                                                                                                                                                                                                    Round No    6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"154"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"156"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"157"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"158"	"71"	"93"	"262"	"9"	"3"	"1"	"1"	"6"	"3"	"4"	"5"	"8"	"6"	"401"	"0"	"401"	"0"
"159"	"72"	"294"	"136"	"6"	"2"	"1"	"3"	"4"	"3"	"4"	"3"	"2"	"8"	"466"	"0"	"466"	"0"
"160"	"73"	"104"	"255"	"7"	"6"	"3"	"2"	"4"	"2"	"2"	"2"	"2"	"4"	"393"	"0"	"393"	"0"
"161"	"74"	"154"	"129"	"56"	"9"	"8"	"5"	"21"	"11"	"4"	"6"	"8"	"5"	"416"	"0"	"416"	"0"
"162"	"75"	"157"	"239"	"62"	"8"	"2"	"8"	"21"	"7"	"9"	"7"	"21"	"14"	"555"	"0"	"555"	"0"
"163"	"76"	"139"	"294"	"42"	"5"	"1"	"3"	"8"	"3"	"1"	"1"	"19"	"10"	"526"	"0"	"526"	"0"
"164"	"77"	"141"	"412"	"13"	"3"	"4"	"2"	"6"	"4"	"1"	"2"	"10"	"6"	"604"	"0"	"604"	"0"
"165"	"78"	"48"	"204"	"78"	"3"	"3"	"1"	"5"	"2"	"2"	"2"	"6"	"3"	"357"	"0"	"357"	"0"
"166"	"79"	"19"	"500"	"4"	"4"	"1"	"2"	"2"	"0"	"1"	"2"	"4"	"1"	"540"	"0"	"540"	"0"
"167"	"80"	"15"	"442"	"5"	"2"	"0"	"0"	"3"	"2"	"1"	"3"	"12"	"5"	"490"	"0"	"490"	"0"
"168"	"81"	"57"	"208"	"13"	"8"	"4"	"5"	"17"	"3"	"5"	"4"	"9"	"9"	"342"	"0"	"342"	"0"
"169"	"82"	"185"	"270"	"5"	"2"	"2"	"4"	"19"	"4"	"3"	"5"	"7"	"13"	"519"	"0"	"519"	"0"
"170"	"83"	"201"	"126"	"9"	"4"	"3"	"1"	"3"	"1"	"5"	"1"	"3"	"15"	"372"	"0"	"372"	"0"
"171"	"84"	"155"	"92"	"6"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"261"	"0"	"261"	"0"
"172"	"Total"	"1762"	"3569"	"315"	"60"	"34"	"37"	"119"	"46"	"42"	"43"	"112"	"103"	"6242"	"0"	"6242"	"0"
"173"	"B.F."	"12733"	"12493"	"2135"	"211"	"87"	"108"	"388"	"156"	"141"	"156"	"559"	"610"	"29777"	"0"	"29777"	"0"
"174"	"G. Total"	"14495"	"16062"	"2450"	"271"	"121"	"145"	"507"	"202"	"183"	"199"	"671"	"713"	"36019"	"0"	"36019"	"0"
"175"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 20-SARAN PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"178"	"ntary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"181"	""	"Rajiv Pratap Rudy"	"Lalu Prasad"	"Salim Perwez"	"Santosh Patel"	"Sohel Akhatar"	"kumar Balram Singh"	"Dhupendra Singh"	"Raj Kumar Rai"	"Rajan Harishikesh Chandra"	"Rajaram Sahani"	"Lal Babu Ray"	"Sheo Das Singh"	""	""	""	""
"182"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"183"	"85"	"103"	"144"	"21"	"8"	"3"	"2"	"12"	"4"	"2"	"5"	"3"	"7"	"314"	"0"	"314"	"0"
"184"	"86"	"316"	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"341"	"0"	"341"	"0"
"185"	"87"	"158"	"303"	"74"	"8"	"1"	"0"	"8"	"6"	"6"	"3"	"7"	"30"	"604"	"0"	"604"	"0"
"186"	"88"	"140"	"204"	"98"	"5"	"6"	"3"	"8"	"4"	"5"	"7"	"11"	"24"	"515"	"0"	"515"	"0"
"187"	"89"	"113"	"223"	"21"	"6"	"5"	"2"	"7"	"0"	"4"	"5"	"4"	"12"	"402"	"0"	"402"	"0"
