"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-255794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-191- BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"25"	"Total :-"	"1634"	"2190"	"96"	"121"	"13"	"12"	"3"	"6"	"19"	"32"	"3"	"144"	"33"	"17"	"41"	"59"	"4423"	"0"	"4423"	"0"
"26"	"Till Last Total :-"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27"	"Grand Total
:-"	"1634"	"2190"	"96"	"121"	"13"	"12"	"3"	"6"	"19"	"32"	"3"	"144"	"33"	"17"	"41"	"59"	"4423"	"0"	"4423"	"0"
"28"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37"	"Total No. of electors in Assembly Constituency/Segment:-255794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	"ROUND  2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-191- BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"43"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"44"	"15"	"270"	"99"	"8"	"3"	"1"	"3"	"1"	"0"	"3"	"8"	"2"	"10"	"4"	"7"	"8"	"9"	"436"	"0"	"436"	"0"
"45"	"16"	"247"	"198"	"10"	"1"	"1"	"2"	"1"	"1"	"1"	"14"	"1"	"5"	"2"	"1"	"5"	"5"	"495"	"0"	"495"	"0"
"46"	"17"	"150"	"168"	"7"	"33"	"5"	"0"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"3"	"3"	"388"	"0"	"388"	"0"
"47"	"18"	"20"	"82"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"0"	"103"	"0"
"48"	"19"	"328"	"57"	"16"	"2"	"0"	"3"	"1"	"1"	"1"	"2"	"0"	"3"	"4"	"2"	"1"	"10"	"431"	"0"	"431"	"0"
"49"	"20"	"11"	"487"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"515"	"0"	"515"	"0"
"50"	"21"	"2"	"212"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"0"	"216"	"0"
"51"	"22"	"6"	"259"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"281"	"0"	"281"	"0"
"52"	"23"	"10"	"214"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"13"	"8"	"253"	"0"	"253"	"0"
"53"	"24"	"296"	"70"	"4"	"11"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"6"	"1"	"2"	"2"	"4"	"401"	"0"	"401"	"0"
"54"	"25"	"380"	"12"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"396"	"0"	"396"	"0"
"55"	"26"	"206"	"15"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"227"	"0"	"227"	"0"
"56"	"27"	"44"	"133"	"9"	"172"	"3"	"0"	"0"	"1"	"1"	"2"	"1"	"6"	"3"	"4"	"3"	"4"	"386"	"0"	"386"	"0"
"57"	"28"	"290"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"0"	"294"	"0"
"58"	"Total :-"	"2260"	"2008"	"84"	"234"	"10"	"10"	"4"	"8"	"8"	"32"	"5"	"42"	"16"	"18"	"39"	"44"	"4822"	"0"	"4822"	"0"
"59"	"Till Last Total :-"	"1634"	"2190"	"96"	"121"	"13"	"12"	"3"	"6"	"19"	"32"	"3"	"144"	"33"	"17"	"41"	"59"	"4423"	"0"	"4423"	"0"
"60"	"Grand Total
:-"	"3894"	"4198"	"180"	"355"	"23"	"22"	"7"	"14"	"27"	"64"	"8"	"186"	"49"	"35"	"80"	"103"	"9245"	"0"	"9245"	"0"
"61"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"ROUND  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"Total No. of electors in Assembly Constituency/Segment:-255794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-191- BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"70"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"71"	"29"	"30"	"304"	"8"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"14"	"0"	"0"	"2"	"4"	"367"	"0"	"367"	"0"
"72"	"30"	"296"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"310"	"0"	"310"	"0"
"73"	"31"	"200"	"36"	"3"	"17"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"6"	"0"	"1"	"1"	"2"	"269"	"0"	"269"	"0"
"74"	"32"	"141"	"140"	"10"	"5"	"0"	"1"	"0"	"0"	"2"	"5"	"2"	"22"	"5"	"1"	"5"	"3"	"342"	"0"	"342"	"0"
"75"	"33"	"210"	"222"	"5"	"2"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"2"	"1"	"6"	"454"	"0"	"454"	"0"
"76"	"34"	"378"	"14"	"6"	"31"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"4"	"441"	"0"	"441"	"0"
"77"	"35"	"158"	"58"	"6"	"18"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"2"	"1"	"2"	"2"	"3"	"254"	"0"	"254"	"0"
"78"	"36"	"257"	"45"	"5"	"4"	"1"	"1"	"3"	"3"	"0"	"2"	"0"	"75"	"4"	"2"	"2"	"7"	"411"	"0"	"411"	"0"
"79"	"37"	"156"	"225"	"17"	"3"	"3"	"3"	"1"	"0"	"4"	"3"	"0"	"8"	"3"	"3"	"13"	"10"	"452"	"0"	"452"	"0"
"80"	"38"	"5"	"215"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"5"	"0"	"1"	"1"	"2"	"237"	"0"	"237"	"0"
"81"	"39"	"214"	"155"	"6"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"9"	"1"	"3"	"2"	"7"	"404"	"0"	"404"	"0"
"82"	"40"	"51"	"323"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"5"	"2"	"388"	"0"	"388"	"0"
"83"	"41"	"237"	"83"	"3"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"5"	"2"	"0"	"1"	"0"	"336"	"0"	"336"	"0"
"84"	"42"	"554"	"34"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"2"	"1"	"5"	"609"	"0"	"609"	"0"
"85"	"Total :-"	"2887"	"1864"	"81"	"88"	"13"	"8"	"8"	"8"	"10"	"18"	"3"	"154"	"22"	"18"	"37"	"55"	"5274"	"0"	"5274"	"0"
"86"	"Till Last Total :-"	"3894"	"4198"	"180"	"355"	"23"	"22"	"7"	"14"	"27"	"64"	"8"	"186"	"49"	"35"	"80"	"103"	"9245"	"0"	"9245"	"0"
"87"	"Grand Total
:-"	"6781"	"6062"	"261"	"443"	"36"	"30"	"15"	"22"	"37"	"82"	"11"	"340"	"71"	"53"	"117"	"158"	"14519"	"0"	"14519"	"0"
"88"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"ROUND  4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"Total No. of electors in Assembly Constituency/Segment:-255794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-191- BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"97"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"98"	"43"	"413"	"7"	"1"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"5"	"2"	"1"	"0"	"0"	"435"	"0"	"435"	"0"
"99"	"44"	"15"	"234"	"5"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"5"	"0"	"266"	"0"	"266"	"0"
"100"	"45"	"768"	"19"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"0"	"801"	"0"	"801"	"0"
"101"	"46"	"369"	"71"	"9"	"96"	"2"	"2"	"2"	"1"	"2"	"9"	"4"	"67"	"9"	"3"	"4"	"11"	"661"	"0"	"661"	"0"
"102"	"47"	"65"	"195"	"3"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"5"	"4"	"284"	"0"	"284"	"0"
"103"	"48"	"47"	"134"	"4"	"37"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"5"	"3"	"0"	"1"	"2"	"238"	"0"	"238"	"0"
"104"	"49"	"50"	"287"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"2"	"9"	"8"	"368"	"0"	"368"	"0"
"105"	"50"	"278"	"27"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"8"	"320"	"0"	"320"	"0"
"106"	"51"	"165"	"83"	"11"	"4"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"5"	"3"	"2"	"3"	"7"	"288"	"0"	"288"	"0"
"107"	"52"	"58"	"61"	"9"	"73"	"1"	"2"	"1"	"0"	"0"	"5"	"5"	"1"	"2"	"1"	"0"	"2"	"221"	"0"	"221"	"0"
"108"	"53"	"39"	"146"	"2"	"22"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"222"	"0"	"222"	"0"
"109"	"54"	"303"	"98"	"3"	"7"	"0"	"2"	"0"	"2"	"1"	"13"	"3"	"7"	"4"	"6"	"2"	"5"	"456"	"0"	"456"	"0"
"110"	"55"	"351"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"360"	"0"	"360"	"0"
"111"	"56"	"141"	"102"	"8"	"6"	"3"	"0"	"0"	"0"	"1"	"2"	"1"	"17"	"10"	"5"	"11"	"14"	"321"	"0"	"321"	"0"
"112"	"Total :-"	"3062"	"1470"	"71"	"252"	"10"	"9"	"9"	"7"	"9"	"40"	"16"	"122"	"37"	"23"	"41"	"63"	"5241"	"0"	"5241"	"0"
"113"	"Till Last Total :-"	"6781"	"6062"	"261"	"443"	"36"	"30"	"15"	"22"	"37"	"82"	"11"	"340"	"71"	"53"	"117"	"158"	"14519"	"0"	"14519"	"0"
"114"	"Grand Total
:-"	"9843"	"7532"	"332"	"695"	"46"	"39"	"24"	"29"	"46"	"122"	"27"	"462"	"108"	"76"	"158"	"221"	"19760"	"0"	"19760"	"0"
"115"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"ROUND  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Total No. of electors in Assembly Constituency/Segment:-255794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-191- BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"124"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"125"	"57"	"276"	"127"	"10"	"1"	"1"	"1"	"0"	"0"	"3"	"2"	"0"	"6"	"4"	"2"	"3"	"4"	"440"	"0"	"440"	"0"
"126"	"58"	"122"	"412"	"13"	"94"	"3"	"0"	"1"	"2"	"0"	"1"	"1"	"13"	"3"	"1"	"4"	"6"	"676"	"0"	"676"	"0"
"127"	"59"	"201"	"30"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"8"	"4"	"2"	"1"	"1"	"257"	"0"	"257"	"0"
"128"	"60"	"87"	"93"	"12"	"52"	"5"	"3"	"2"	"3"	"8"	"14"	"6"	"85"	"24"	"6"	"10"	"19"	"429"	"0"	"429"	"0"
"129"	"61"	"247"	"195"	"4"	"1"	"4"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"2"	"1"	"1"	"4"	"465"	"0"	"465"	"0"
"130"	"62"	"97"	"87"	"6"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"198"	"0"	"198"	"0"
"131"	"63"	"228"	"217"	"12"	"8"	"1"	"8"	"1"	"1"	"3"	"6"	"2"	"2"	"2"	"4"	"9"	"19"	"523"	"0"	"523"	"0"
"132"	"64"	"274"	"54"	"4"	"2"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"12"	"2"	"2"	"2"	"5"	"362"	"0"	"362"	"0"
"133"	"65"	"243"	"28"	"4"	"0"	"1"	"0"	"2"	"0"	"0"	"4"	"1"	"13"	"2"	"0"	"1"	"2"	"301"	"0"	"301"	"0"
"134"	"66"	"261"	"66"	"2"	"6"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"21"	"6"	"0"	"1"	"5"	"373"	"0"	"373"	"0"
"135"	"67"	"277"	"68"	"7"	"0"	"1"	"2"	"2"	"1"	"0"	"2"	"2"	"48"	"5"	"2"	"0"	"3"	"420"	"0"	"420"	"0"
"136"	"68"	"464"	"70"	"8"	"3"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"551"	"0"	"551"	"0"
"137"	"69"	"140"	"28"	"7"	"6"	"6"	"0"	"1"	"1"	"0"	"3"	"2"	"35"	"2"	"0"	"0"	"6"	"237"	"0"	"237"	"0"
"138"	"70"	"227"	"18"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"0"	"2"	"7"	"264"	"0"	"264"	"0"
"139"	"Total :-"	"3144"	"1493"	"99"	"177"	"26"	"19"	"9"	"10"	"17"	"42"	"14"	"248"	"56"	"21"	"36"	"85"	"5496"	"0"	"5496"	"0"
"140"	"Till Last Total :-"	"9843"	"7532"	"332"	"695"	"46"	"39"	"24"	"29"	"46"	"122"	"27"	"462"	"108"	"76"	"158"	"221"	"19760"	"0"	"19760"	"0"
"141"	"Grand Total
:-"	"12987"	"9025"	"431"	"872"	"72"	"58"	"33"	"39"	"63"	"164"	"41"	"710"	"164"	"97"	"194"	"306"	"25256"	"0"	"25256"	"0"
"142"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"ROUND  6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"Total No. of electors in Assembly Constituency/Segment:-255794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :-191- BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"151"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"152"	"71"	"148"	"105"	"4"	"29"	"2"	"3"	"1"	"3"	"2"	"6"	"1"	"6"	"5"	"4"	"1"	"5"	"325"	"0"	"325"	"0"
"153"	"72"	"106"	"61"	"4"	"4"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"62"	"7"	"3"	"5"	"12"	"271"	"0"	"271"	"0"
