"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"28"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"29"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"30"	"25"	"215"	"22"	"126"	"5"	"0"	"4"	"2"	"7"	"0"	"1"	"7"	"3"	"2"	"8"	"3"	"9"	"414"
"31"	"26"	"171"	"73"	"161"	"9"	"4"	"1"	"3"	"13"	"0"	"4"	"4"	"3"	"0"	"2"	"2"	"7"	"457"
"32"	"27"	"88"	"84"	"96"	"24"	"0"	"6"	"4"	"7"	"2"	"1"	"4"	"0"	"2"	"1"	"4"	"5"	"328"
"33"	"28"	"32"	"8"	"89"	"5"	"3"	"3"	"7"	"1"	"2"	"1"	"5"	"1"	"1"	"4"	"3"	"6"	"171"
"34"	"29"	"28"	"16"	"155"	"8"	"5"	"3"	"14"	"1"	"1"	"1"	"6"	"3"	"3"	"4"	"9"	"12"	"269"
"35"	"30"	"90"	"18"	"206"	"8"	"3"	"3"	"13"	"31"	"2"	"2"	"9"	"2"	"3"	"5"	"5"	"5"	"405"
"36"	"31"	"92"	"39"	"378"	"50"	"5"	"2"	"8"	"1"	"0"	"1"	"3"	"1"	"4"	"3"	"1"	"2"	"590"
"37"	"32"	"89"	"10"	"129"	"7"	"0"	"7"	"5"	"5"	"0"	"1"	"10"	"3"	"2"	"7"	"5"	"13"	"293"
"38"	"33"	"121"	"14"	"110"	"11"	"2"	"3"	"4"	"0"	"0"	"4"	"10"	"1"	"3"	"3"	"0"	"13"	"299"
"39"	"34"	"76"	"28"	"179"	"13"	"0"	"5"	"4"	"6"	"4"	"2"	"9"	"1"	"3"	"2"	"1"	"10"	"343"
"40"	"35"	"128"	"17"	"23"	"13"	"2"	"3"	"1"	"3"	"1"	"1"	"6"	"1"	"0"	"1"	"1"	"3"	"204"
"41"	"36"	"121"	"58"	"271"	"18"	"2"	"3"	"4"	"10"	"1"	"0"	"8"	"0"	"2"	"3"	"3"	"7"	"511"
"42"	"37"	"98"	"109"	"232"	"18"	"6"	"2"	"10"	"17"	"5"	"5"	"29"	"9"	"12"	"28"	"15"	"30"	"625"
"43"	"38"	"72"	"46"	"71"	"2"	"1"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"2"	"7"	"1"	"7"	"215"
"44"	"39"	"51"	"17"	"107"	"5"	"1"	"2"	"9"	"2"	"0"	"2"	"4"	"2"	"1"	"3"	"3"	"1"	"210"
"45"	"40"	"49"	"5"	"153"	"21"	"4"	"4"	"2"	"4"	"2"	"2"	"0"	"2"	"1"	"3"	"1"	"2"	"255"
"46"	"41"	"56"	"13"	"265"	"10"	"1"	"1"	"6"	"6"	"1"	"1"	"5"	"4"	"5"	"1"	"4"	"3"	"382"
"47"	"42"	"141"	"14"	"248"	"5"	"6"	"6"	"12"	"5"	"2"	"0"	"5"	"3"	"1"	"4"	"5"	"2"	"459"
"48"	"43"	"148"	"145"	"214"	"21"	"6"	"5"	"4"	"5"	"4"	"3"	"10"	"5"	"3"	"10"	"10"	"19"	"612"
"49"	"44"	"206"	"42"	"142"	"7"	"2"	"1"	"9"	"5"	"0"	"4"	"8"	"10"	"5"	"8"	"16"	"33"	"498"
"50"	"45"	"95"	"17"	"225"	"8"	"8"	"2"	"12"	"5"	"1"	"0"	"8"	"6"	"3"	"4"	"3"	"5"	"402"
"51"	"46"	"60"	"20"	"313"	"10"	"6"	"8"	"8"	"8"	"3"	"4"	"8"	"3"	"1"	"1"	"2"	"2"	"457"
"52"	"47"	"8"	"0"	"59"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"73"
"53"	"48"	"37"	"24"	"300"	"6"	"2"	"2"	"4"	"3"	"4"	"5"	"15"	"4"	"4"	"19"	"4"	"7"	"440"
"54"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"55"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"56"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"57"	"49"	"70"	"34"	"117"	"15"	"2"	"1"	"3"	"1"	"3"	"0"	"3"	"3"	"6"	"10"	"4"	"4"	"276"
"58"	"50"	"15"	"59"	"149"	"14"	"6"	"7"	"7"	"8"	"4"	"5"	"15"	"2"	"5"	"17"	"9"	"2"	"324"
"59"	"51"	"30"	"21"	"80"	"14"	"2"	"0"	"4"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"2"	"1"	"161"
"60"	"52"	"20"	"14"	"172"	"9"	"9"	"1"	"4"	"2"	"1"	"0"	"3"	"1"	"1"	"0"	"1"	"1"	"239"
"61"	"53"	"65"	"61"	"265"	"8"	"30"	"2"	"3"	"3"	"1"	"2"	"14"	"0"	"0"	"8"	"7"	"9"	"478"
"62"	"54"	"88"	"16"	"216"	"13"	"4"	"3"	"11"	"4"	"2"	"2"	"10"	"3"	"1"	"0"	"3"	"5"	"381"
"63"	"55"	"23"	"55"	"164"	"17"	"2"	"4"	"10"	"7"	"2"	"4"	"20"	"5"	"12"	"8"	"11"	"21"	"365"
"64"	"56"	"19"	"169"	"244"	"13"	"6"	"6"	"7"	"3"	"3"	"3"	"3"	"4"	"0"	"1"	"7"	"7"	"495"
"65"	"57"	"76"	"50"	"113"	"3"	"5"	"2"	"2"	"3"	"0"	"3"	"3"	"1"	"0"	"2"	"0"	"0"	"263"
"66"	"58"	"34"	"26"	"110"	"3"	"0"	"0"	"4"	"2"	"0"	"1"	"1"	"2"	"0"	"4"	"1"	"6"	"194"
"67"	"59"	"68"	"46"	"185"	"11"	"2"	"9"	"13"	"7"	"2"	"1"	"6"	"1"	"4"	"4"	"7"	"5"	"371"
"68"	"60"	"58"	"34"	"85"	"15"	"0"	"2"	"3"	"1"	"1"	"1"	"6"	"2"	"0"	"1"	"1"	"2"	"212"
"69"	"61"	"43"	"106"	"101"	"12"	"1"	"3"	"7"	"4"	"3"	"1"	"6"	"3"	"0"	"3"	"7"	"8"	"308"
"70"	"62"	"146"	"38"	"142"	"11"	"4"	"5"	"5"	"8"	"3"	"3"	"11"	"4"	"6"	"6"	"6"	"16"	"414"
"71"	"63"	"117"	"137"	"130"	"68"	"4"	"3"	"3"	"4"	"6"	"3"	"10"	"5"	"1"	"5"	"2"	"15"	"513"
"72"	"64"	"71"	"36"	"134"	"12"	"4"	"6"	"7"	"4"	"1"	"15"	"7"	"1"	"1"	"2"	"1"	"5"	"307"
"73"	"65"	"93"	"63"	"78"	"3"	"0"	"5"	"5"	"4"	"5"	"10"	"5"	"2"	"4"	"11"	"4"	"10"	"302"
"74"	"66"	"19"	"44"	"196"	"31"	"2"	"7"	"12"	"4"	"1"	"6"	"9"	"4"	"5"	"10"	"6"	"10"	"366"
"75"	"67"	"49"	"3"	"29"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"89"
"76"	"68"	"92"	"5"	"89"	"8"	"3"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"1"	"3"	"2"	"1"	"210"
"77"	"69"	"47"	"11"	"217"	"16"	"2"	"0"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"6"	"5"	"4"	"316"
"78"	"70"	"56"	"97"	"52"	"13"	"2"	"2"	"5"	"1"	"2"	"1"	"2"	"2"	"2"	"4"	"3"	"8"	"252"
"79"	"71"	"58"	"80"	"77"	"24"	"3"	"2"	"3"	"1"	"1"	"1"	"2"	"2"	"5"	"1"	"11"	"11"	"282"
"80"	"72"	"22"	"7"	"43"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"88"
"81"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"82"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"83"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"84"	"73"	"6"	"53"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"74"
"85"	"74"	"29"	"9"	"54"	"37"	"0"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"3"	"4"	"150"
"86"	"75"	"116"	"62"	"69"	"18"	"9"	"0"	"3"	"2"	"2"	"0"	"3"	"4"	"3"	"6"	"3"	"10"	"310"
"87"	"76"	"111"	"5"	"124"	"10"	"1"	"1"	"3"	"14"	"2"	"2"	"2"	"0"	"1"	"3"	"1"	"3"	"283"
"88"	"77"	"224"	"11"	"28"	"2"	"1"	"0"	"5"	"1"	"2"	"1"	"1"	"0"	"1"	"1"	"1"	"5"	"284"
"89"	"78"	"147"	"51"	"216"	"8"	"1"	"4"	"9"	"2"	"4"	"2"	"3"	"2"	"2"	"4"	"7"	"6"	"468"
"90"	"79"	"125"	"36"	"146"	"4"	"3"	"2"	"5"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"3"	"1"	"335"
"91"	"80"	"75"	"6"	"59"	"7"	"0"	"1"	"1"	"1"	"1"	"2"	"4"	"1"	"1"	"1"	"6"	"3"	"169"
"92"	"81"	"67"	"49"	"57"	"9"	"4"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"192"
"93"	"82"	"116"	"38"	"326"	"27"	"0"	"1"	"6"	"0"	"2"	"1"	"6"	"2"	"3"	"5"	"6"	"7"	"546"
"94"	"83"	"31"	"5"	"81"	"3"	"2"	"0"	"4"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"2"	"6"	"140"
"95"	"84"	"99"	"37"	"298"	"17"	"1"	"5"	"13"	"6"	"0"	"7"	"12"	"1"	"0"	"4"	"9"	"2"	"511"
"96"	"85"	"111"	"24"	"246"	"24"	"0"	"2"	"4"	"0"	"2"	"0"	"6"	"1"	"0"	"1"	"1"	"0"	"422"
"97"	"86"	"150"	"17"	"162"	"32"	"1"	"4"	"6"	"10"	"2"	"3"	"12"	"6"	"5"	"8"	"5"	"10"	"433"
"98"	"87"	"187"	"26"	"200"	"14"	"7"	"1"	"9"	"3"	"5"	"3"	"17"	"3"	"3"	"10"	"11"	"22"	"521"
"99"	"88"	"71"	"72"	"63"	"3"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"231"
"100"	"89"	"35"	"3"	"141"	"7"	"0"	"0"	"2"	"3"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"196"
"101"	"90"	"380"	"3"	"23"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"410"
"102"	"91"	"599"	"5"	"23"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"634"
"103"	"92"	"87"	"13"	"249"	"8"	"1"	"1"	"12"	"4"	"0"	"2"	"7"	"1"	"0"	"5"	"3"	"5"	"398"
"104"	"93"	"28"	"66"	"284"	"6"	"1"	"3"	"11"	"4"	"1"	"2"	"7"	"2"	"0"	"2"	"2"	"2"	"421"
"105"	"94"	"59"	"24"	"201"	"43"	"4"	"7"	"11"	"6"	"1"	"4"	"11"	"4"	"3"	"11"	"6"	"12"	"407"
"106"	"95"	"232"	"8"	"54"	"4"	"3"	"3"	"5"	"0"	"1"	"0"	"3"	"1"	"0"	"2"	"8"	"6"	"330"
"107"	"96"	"89"	"28"	"175"	"20"	"2"	"6"	"10"	"6"	"10"	"2"	"12"	"2"	"7"	"11"	"8"	"23"	"411"
"108"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"109"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"110"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"111"	"97"	"53"	"61"	"177"	"6"	"7"	"0"	"10"	"1"	"3"	"0"	"9"	"2"	"2"	"12"	"6"	"10"	"359"
"112"	"98"	"80"	"63"	"356"	"14"	"4"	"3"	"14"	"11"	"8"	"5"	"8"	"6"	"7"	"9"	"8"	"5"	"601"
"113"	"99"	"12"	"6"	"298"	"2"	"1"	"-3"	"6"	"3"	"1"	"1"	"2"	"1"	"0"	"0"	"1"	"3"	"340"
"114"	"100"	"58"	"52"	"342"	"12"	"7"	"-10"	"13"	"12"	"2"	"1"	"19"	"5"	"0"	"3"	"3"	"6"	"545"
"115"	"101"	"73"	"49"	"232"	"10"	"1"	"-7"	"7"	"6"	"5"	"3"	"14"	"4"	"5"	"5"	"8"	"12"	"441"
"116"	"102"	"148"	"31"	"113"	"3"	"3"	"-6"	"9"	"6"	"1"	"4"	"15"	"6"	"6"	"13"	"10"	"20"	"394"
"117"	"103"	"46"	"116"	"229"	"12"	"3"	"-5"	"22"	"8"	"2"	"1"	"4"	"2"	"3"	"4"	"10"	"3"	"470"
"118"	"104"	"42"	"15"	"241"	"21"	"2"	"-6"	"13"	"4"	"1"	"2"	"7"	"5"	"1"	"3"	"6"	"8"	"377"
"119"	"105"	"74"	"12"	"136"	"8"	"6"	"-2"	"6"	"1"	"2"	"0"	"7"	"1"	"0"	"5"	"0"	"1"	"261"
"120"	"106"	"72"	"35"	"130"	"3"	"20"	"-4"	"12"	"7"	"2"	"3"	"10"	"3"	"3"	"9"	"11"	"35"	"359"
"121"	"107"	"109"	"29"	"125"	"15"	"10"	"-6"	"11"	"2"	"1"	"1"	"8"	"0"	"1"	"2"	"0"	"1"	"321"
"122"	"108"	"44"	"144"	"352"	"12"	"23"	"-7"	"19"	"6"	"1"	"4"	"10"	"4"	"8"	"12"	"14"	"20"	"680"
"123"	"109"	"83"	"15"	"356"	"8"	"1"	"-5"	"10"	"7"	"1"	"3"	"3"	"3"	"0"	"2"	"6"	"4"	"507"
"124"	"110"	"38"	"72"	"65"	"9"	"1"	"0"	"10"	"2"	"0"	"2"	"2"	"0"	"0"	"2"	"3"	"6"	"212"
"125"	"111"	"26"	"38"	"130"	"50"	"4"	"-3"	"10"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"2"	"1"	"272"
"126"	"112"	"58"	"85"	"265"	"42"	"6"	"-5"	"9"	"6"	"1"	"9"	"21"	"10"	"3"	"10"	"13"	"14"	"557"
"127"	"113"	"38"	"40"	"162"	"4"	"4"	"-11"	"23"	"7"	"3"	"3"	"13"	"4"	"1"	"6"	"9"	"2"	"330"
"128"	"114"	"253"	"123"	"119"	"47"	"2"	"-2"	"12"	"1"	"2"	"4"	"5"	"1"	"1"	"1"	"4"	"6"	"583"
"129"	"115"	"36"	"45"	"121"	"26"	"2"	"0"	"1"	"0"	"2"	"0"	"4"	"1"	"1"	"0"	"6"	"4"	"249"
"130"	"116"	"39"	"108"	"126"	"8"	"0"	"-2"	"6"	"13"	"3"	"2"	"6"	"2"	"1"	"5"	"2"	"18"	"341"
"131"	"117"	"31"	"106"	"27"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"1"	"1"	"0"	"6"	"7"	"184"
"132"	"118"	"84"	"32"	"154"	"25"	"2"	"-2"	"6"	"7"	"3"	"4"	"5"	"0"	"1"	"4"	"10"	"11"	"350"
"133"	"119"	"92"	"48"	"150"	"5"	"1"	"-2"	"8"	"5"	"0"	"5"	"3"	"2"	"0"	"3"	"3"	"3"	"330"
"134"	"120"	"112"	"177"	"101"	"8"	"10"	"-2"	"8"	"41"	"10"	"6"	"10"	"2"	"5"	"5"	"7"	"14"	"518"
"135"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"137"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"138"	"121"	"24"	"88"	"148"	"8"	"3"	"-2"	"9"	"3"	"3"	"2"	"8"	"3"	"0"	"2"	"0"	"2"	"305"
"139"	"122"	"223"	"68"	"146"	"4"	"5"	"-2"	"10"	"3"	"3"	"4"	"14"	"4"	"3"	"5"	"4"	"8"	"506"
"140"	"123"	"77"	"12"	"185"	"20"	"0"	"-3"	"4"	"3"	"1"	"3"	"8"	"3"	"1"	"9"	"6"	"12"	"347"
"141"	"124"	"117"	"26"	"183"	"8"	"3"	"0"	"10"	"5"	"2"	"1"	"7"	"4"	"1"	"5"	"1"	"6"	"379"
"142"	"125"	"167"	"50"	"151"	"2"	"3"	"-4"	"5"	"5"	"3"	"4"	"7"	"2"	"2"	"8"	"10"	"13"	"436"
"143"	"126"	"173"	"34"	"142"	"5"	"3"	"-1"	"14"	"69"	"18"	"4"	"19"	"2"	"2"	"7"	"4"	"9"	"506"
"144"	"127"	"169"	"46"	"200"	"8"	"6"	"-3"	"8"	"5"	"4"	"0"	"6"	"4"	"1"	"5"	"6"	"11"	"482"
"145"	"128"	"103"	"10"	"168"	"3"	"8"	"-4"	"7"	"8"	"2"	"3"	"9"	"3"	"6"	"17"	"5"	"6"	"362"
"146"	"129"	"73"	"23"	"131"	"6"	"8"	"-4"	"8"	"1"	"1"	"0"	"8"	"0"	"0"	"6"	"3"	"6"	"278"
"147"	"130"	"153"	"33"	"174"	"14"	"5"	"-4"	"13"	"7"	"2"	"5"	"14"	"5"	"3"	"6"	"12"	"15"	"465"
"148"	"131"	"188"	"62"	"110"	"5"	"9"	"-4"	"5"	"2"	"2"	"2"	"9"	"3"	"0"	"11"	"2"	"3"	"417"
"149"	"132"	"158"	"45"	"67"	"2"	"0"	"-3"	"4"	"2"	"1"	"0"	"2"	"2"	"1"	"3"	"1"	"9"	"300"
"150"	"133"	"63"	"15"	"174"	"8"	"61"	"3"	"8"	"1"	"2"	"0"	"5"	"3"	"1"	"6"	"3"	"8"	"361"
"151"	"134"	"149"	"45"	"145"	"16"	"7"	"2"	"8"	"3"	"1"	"2"	"5"	"2"	"0"	"2"	"1"	"1"	"389"
"152"	"135"	"42"	"185"	"75"	"6"	"2"	"2"	"6"	"0"	"1"	"1"	"4"	"1"	"1"	"4"	"6"	"3"	"339"
"153"	"136"	"192"	"12"	"201"	"31"	"5"	"3"	"8"	"3"	"0"	"1"	"4"	"4"	"3"	"5"	"2"	"14"	"488"
"154"	"137"	"88"	"62"	"254"	"18"	"10"	"6"	"27"	"8"	"3"	"6"	"19"	"4"	"1"	"6"	"7"	"4"	"523"
"155"	"138"	"131"	"75"	"259"	"6"	"22"	"10"	"15"	"6"	"2"	"4"	"6"	"4"	"0"	"5"	"5"	"3"	"553"
"156"	"139"	"139"	"12"	"142"	"11"	"0"	"2"	"1"	"3"	"1"	"0"	"2"	"2"	"2"	"3"	"3"	"6"	"329"
"157"	"140"	"90"	"9"	"128"	"20"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"254"
"158"	"141"	"263"	"25"	"130"	"9"	"0"	"5"	"21"	"3"	"4"	"0"	"8"	"0"	"1"	"0"	"2"	"2"	"473"
"159"	"142"	"119"	"35"	"215"	"28"	"2"	"7"	"9"	"3"	"3"	"6"	"7"	"6"	"0"	"2"	"8"	"6"	"456"
"160"	"143"	"10"	"1"	"137"	"2"	"10"	"0"	"2"	"0"	"1"	"0"	"2"	"2"	"2"	"2"	"0"	"1"	"172"
"161"	"144"	"118"	"104"	"146"	"17"	"2"	"2"	"2"	"0"	"1"	"0"	"2"	"1"	"0"	"3"	"2"	"6"	"406"
"162"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"164"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"165"	"145"	"61"	"10"	"138"	"35"	"22"	"3"	"1"	"1"	"2"	"0"	"13"	"1"	"1"	"2"	"3"	"6"	"299"
"166"	"146"	"151"	"138"	"81"	"3"	"5"	"4"	"14"	"4"	"2"	"1"	"8"	"2"	"1"	"6"	"6"	"4"	"430"
