"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  144 Matihani"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"24"	"19"	"14"	"176"	"6"	"131"	"197"	"0"	"2"	"2"	"2"	"1"	"1"	"165"	"5"	"5"	"6"	"11"	"4"	"0"	"3"	"731"	"0"	"731"	"0"
"25"	"20"	"109"	"36"	"1"	"47"	"66"	"3"	"1"	"1"	"1"	"7"	"13"	"117"	"8"	"1"	"7"	"35"	"10"	"2"	"2"	"467"	"0"	"467"	"0"
"26"	"21"	"30"	"80"	"3"	"116"	"65"	"2"	"0"	"3"	"1"	"5"	"2"	"69"	"4"	"1"	"2"	"10"	"0"	"3"	"0"	"396"	"0"	"396"	"0"
"27"	"22"	"6"	"33"	"3"	"37"	"212"	"2"	"1"	"3"	"1"	"1"	"0"	"92"	"4"	"1"	"2"	"4"	"0"	"0"	"0"	"402"	"0"	"402"	"0"
"28"	"23"	"99"	"24"	"2"	"72"	"79"	"4"	"8"	"2"	"0"	"2"	"3"	"86"	"5"	"3"	"0"	"5"	"13"	"4"	"6"	"417"	"0"	"417"	"0"
"29"	"24"	"229"	"6"	"3"	"42"	"86"	"8"	"7"	"1"	"1"	"3"	"6"	"43"	"1"	"1"	"3"	"19"	"13"	"4"	"2"	"478"	"0"	"478"	"0"
"30"	"25"	"35"	"59"	"2"	"47"	"113"	"3"	"6"	"7"	"3"	"13"	"6"	"209"	"8"	"3"	"4"	"5"	"7"	"2"	"6"	"538"	"0"	"538"	"0"
"31"	"26"	"54"	"13"	"0"	"52"	"175"	"1"	"1"	"3"	"3"	"7"	"2"	"141"	"1"	"1"	"2"	"13"	"0"	"2"	"0"	"471"	"0"	"471"	"0"
"32"	"27"	"35"	"124"	"6"	"252"	"57"	"0"	"0"	"1"	"3"	"1"	"1"	"92"	"6"	"3"	"4"	"14"	"6"	"4"	"2"	"611"	"0"	"611"	"0"
"33"	"28"	"38"	"89"	"2"	"116"	"292"	"9"	"2"	"2"	"3"	"1"	"5"	"29"	"4"	"4"	"4"	"10"	"23"	"12"	"11"	"656"	"0"	"656"	"0"
"34"	"29"	"15"	"34"	"2"	"45"	"212"	"9"	"3"	"0"	"1"	"1"	"3"	"10"	"0"	"4"	"2"	"19"	"1"	"2"	"3"	"366"	"0"	"366"	"0"
"35"	"30"	"35"	"24"	"4"	"60"	"350"	"10"	"3"	"0"	"2"	"1"	"3"	"10"	"0"	"0"	"6"	"9"	"7"	"8"	"5"	"537"	"0"	"537"	"0"
"36"	"31"	"31"	"26"	"5"	"270"	"242"	"8"	"5"	"4"	"3"	"4"	"6"	"42"	"7"	"2"	"2"	"5"	"4"	"5"	"2"	"673"	"0"	"673"	"0"
"37"	"32"	"212"	"24"	"8"	"120"	"29"	"4"	"9"	"1"	"1"	"3"	"3"	"103"	"7"	"0"	"4"	"19"	"22"	"10"	"8"	"587"	"0"	"587"	"0"
"38"	"33"	"24"	"80"	"5"	"144"	"42"	"1"	"1"	"1"	"0"	"7"	"2"	"158"	"4"	"2"	"0"	"8"	"4"	"1"	"1"	"485"	"0"	"485"	"0"
"39"	"34"	"234"	"19"	"4"	"90"	"80"	"3"	"2"	"1"	"7"	"4"	"5"	"43"	"5"	"3"	"7"	"33"	"9"	"2"	"1"	"552"	"0"	"552"	"0"
"40"	"35"	"133"	"96"	"4"	"294"	"154"	"4"	"3"	"4"	"1"	"3"	"3"	"11"	"2"	"0"	"2"	"9"	"11"	"2"	"1"	"737"	"0"	"737"	"0"
"41"	"36"	"33"	"87"	"2"	"315"	"109"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"4"	"3"	"2"	"0"	"0"	"558"	"0"	"558"	"0"
"42"	"37"	"32"	"164"	"5"	"355"	"57"	"0"	"0"	"1"	"1"	"0"	"4"	"15"	"2"	"0"	"3"	"2"	"9"	"6"	"2"	"658"	"0"	"658"	"0"
"43"	"38"	"107"	"25"	"1"	"67"	"110"	"2"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"2"	"5"	"5"	"0"	"0"	"329"	"0"	"329"	"0"
"44"	"39"	"119"	"25"	"2"	"130"	"53"	"4"	"1"	"0"	"0"	"0"	"1"	"16"	"0"	"4"	"1"	"7"	"3"	"9"	"4"	"379"	"0"	"379"	"0"
"45"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"46"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"47"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"48"	"40"	"58"	"42"	"10"	"80"	"134"	"3"	"1"	"2"	"1"	"0"	"5"	"0"	"0"	"1"	"3"	"6"	"2"	"3"	"1"	"352"	"0"	"352"	"0"
"49"	"41"	"18"	"63"	"3"	"172"	"71"	"3"	"0"	"0"	"2"	"0"	"0"	"2"	"4"	"1"	"2"	"6"	"7"	"3"	"3"	"360"	"0"	"360"	"0"
"50"	"42"	"158"	"17"	"3"	"35"	"45"	"4"	"1"	"1"	"2"	"0"	"7"	"10"	"0"	"2"	"2"	"13"	"16"	"3"	"6"	"325"	"0"	"325"	"0"
"51"	"43"	"195"	"32"	"1"	"82"	"69"	"5"	"1"	"2"	"5"	"2"	"7"	"11"	"5"	"8"	"7"	"24"	"16"	"7"	"7"	"486"	"0"	"486"	"0"
"52"	"44"	"68"	"36"	"3"	"318"	"78"	"4"	"1"	"1"	"1"	"0"	"2"	"13"	"10"	"7"	"8"	"27"	"22"	"12"	"17"	"628"	"0"	"628"	"0"
"53"	"45"	"22"	"61"	"1"	"69"	"45"	"3"	"0"	"1"	"0"	"1"	"0"	"6"	"0"	"2"	"2"	"5"	"2"	"1"	"0"	"221"	"0"	"221"	"0"
"54"	"46"	"186"	"88"	"1"	"153"	"130"	"3"	"3"	"1"	"2"	"5"	"10"	"60"	"2"	"5"	"10"	"21"	"11"	"10"	"7"	"708"	"0"	"708"	"0"
"55"	"47"	"63"	"27"	"4"	"292"	"33"	"2"	"7"	"2"	"2"	"3"	"1"	"25"	"5"	"0"	"1"	"7"	"2"	"1"	"2"	"479"	"0"	"479"	"0"
"56"	"48"	"78"	"35"	"2"	"136"	"98"	"8"	"7"	"3"	"1"	"0"	"2"	"9"	"1"	"1"	"6"	"16"	"5"	"3"	"4"	"415"	"0"	"415"	"0"
"57"	"49"	"106"	"45"	"4"	"109"	"86"	"2"	"1"	"2"	"2"	"1"	"4"	"28"	"4"	"2"	"2"	"14"	"9"	"4"	"2"	"427"	"0"	"427"	"0"
"58"	"50"	"277"	"74"	"3"	"122"	"100"	"11"	"1"	"0"	"1"	"2"	"8"	"23"	"11"	"2"	"4"	"37"	"6"	"0"	"0"	"682"	"0"	"682"	"0"
"59"	"51"	"33"	"76"	"4"	"198"	"98"	"3"	"17"	"1"	"1"	"0"	"0"	"9"	"0"	"3"	"6"	"5"	"8"	"2"	"1"	"465"	"0"	"465"	"0"
"60"	"52"	"29"	"66"	"1"	"249"	"55"	"3"	"16"	"1"	"3"	"1"	"2"	"23"	"3"	"0"	"3"	"7"	"2"	"4"	"3"	"471"	"0"	"471"	"0"
"61"	"53"	"162"	"170"	"6"	"248"	"145"	"6"	"8"	"4"	"4"	"7"	"4"	"145"	"5"	"2"	"5"	"14"	"5"	"6"	"2"	"948"	"0"	"948"	"0"
"62"	"54"	"37"	"27"	"4"	"134"	"186"	"11"	"2"	"2"	"2"	"4"	"2"	"169"	"4"	"3"	"7"	"12"	"4"	"5"	"4"	"619"	"0"	"619"	"0"
"63"	"55"	"37"	"13"	"1"	"45"	"66"	"4"	"0"	"2"	"1"	"1"	"3"	"94"	"1"	"1"	"2"	"5"	"1"	"1"	"2"	"280"	"0"	"280"	"0"
"64"	"56"	"95"	"90"	"18"	"122"	"79"	"5"	"2"	"0"	"2"	"2"	"1"	"57"	"2"	"1"	"8"	"21"	"2"	"0"	"0"	"507"	"0"	"507"	"0"
"65"	"57"	"56"	"123"	"59"	"262"	"54"	"3"	"0"	"1"	"1"	"5"	"1"	"68"	"5"	"3"	"10"	"24"	"2"	"2"	"2"	"681"	"0"	"681"	"0"
"66"	"58"	"170"	"152"	"15"	"86"	"95"	"5"	"5"	"2"	"6"	"6"	"9"	"211"	"9"	"12"	"7"	"42"	"4"	"3"	"1"	"840"	"0"	"840"	"0"
"67"	"59"	"313"	"22"	"1"	"42"	"24"	"3"	"0"	"6"	"2"	"13"	"10"	"154"	"7"	"1"	"3"	"19"	"10"	"1"	"2"	"633"	"0"	"633"	"0"
"68"	"60"	"18"	"55"	"46"	"120"	"63"	"6"	"1"	"2"	"2"	"4"	"2"	"97"	"8"	"3"	"15"	"7"	"5"	"6"	"4"	"464"	"0"	"464"	"0"
"69"	"61"	"15"	"59"	"10"	"170"	"53"	"3"	"3"	"2"	"1"	"3"	"4"	"84"	"5"	"6"	"9"	"18"	"1"	"3"	"1"	"450"	"0"	"450"	"0"
"70"	"62"	"48"	"180"	"6"	"252"	"100"	"4"	"0"	"1"	"5"	"5"	"4"	"95"	"2"	"2"	"3"	"12"	"1"	"6"	"2"	"728"	"0"	"728"	"0"
"71"	"63"	"33"	"66"	"12"	"381"	"99"	"4"	"2"	"1"	"3"	"4"	"1"	"102"	"4"	"7"	"7"	"27"	"2"	"1"	"2"	"758"	"0"	"758"	"0"
"72"	"64"	"69"	"61"	"6"	"120"	"91"	"3"	"0"	"2"	"3"	"4"	"3"	"93"	"6"	"0"	"1"	"5"	"4"	"4"	"1"	"476"	"0"	"476"	"0"
"73"	"65"	"311"	"15"	"1"	"34"	"5"	"4"	"0"	"4"	"1"	"3"	"6"	"34"	"1"	"0"	"0"	"14"	"3"	"0"	"1"	"437"	"0"	"437"	"0"
"74"	"66"	"149"	"10"	"2"	"27"	"5"	"0"	"2"	"3"	"0"	"8"	"8"	"102"	"4"	"3"	"5"	"25"	"1"	"0"	"0"	"354"	"0"	"354"	"0"
"75"	"67"	"128"	"44"	"3"	"262"	"129"	"10"	"7"	"0"	"26"	"8"	"12"	"26"	"9"	"12"	"10"	"70"	"12"	"3"	"4"	"775"	"0"	"775"	"0"
"76"	"68"	"68"	"13"	"16"	"548"	"25"	"8"	"3"	"7"	"3"	"1"	"6"	"16"	"23"	"10"	"7"	"31"	"9"	"5"	"1"	"800"	"0"	"800"	"0"
"77"	"69"	"250"	"44"	"27"	"192"	"38"	"4"	"0"	"2"	"2"	"2"	"7"	"15"	"3"	"3"	"3"	"24"	"17"	"10"	"5"	"648"	"0"	"648"	"0"
"78"	"70"	"25"	"150"	"4"	"52"	"130"	"1"	"1"	"3"	"1"	"4"	"4"	"120"	"1"	"2"	"2"	"11"	"2"	"2"	"1"	"516"	"0"	"516"	"0"
"79"	"71"	"60"	"102"	"8"	"104"	"145"	"4"	"2"	"0"	"0"	"1"	"1"	"20"	"1"	"3"	"3"	"5"	"4"	"1"	"0"	"464"	"0"	"464"	"0"
"80"	"72"	"88"	"150"	"5"	"199"	"53"	"4"	"3"	"1"	"5"	"6"	"6"	"54"	"14"	"3"	"15"	"44"	"5"	"2"	"3"	"660"	"0"	"660"	"0"
"81"	"73"	"16"	"73"	"0"	"217"	"67"	"3"	"6"	"0"	"0"	"2"	"1"	"33"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"419"	"0"	"419"	"0"
"82"	"74"	"19"	"45"	"2"	"129"	"68"	"5"	"12"	"1"	"2"	"1"	"1"	"7"	"4"	"1"	"1"	"3"	"1"	"0"	"1"	"303"	"0"	"303"	"0"
"83"	"75"	"122"	"104"	"5"	"66"	"231"	"7"	"3"	"4"	"2"	"5"	"7"	"79"	"0"	"2"	"2"	"16"	"4"	"0"	"3"	"662"	"0"	"662"	"0"
"84"	"76"	"156"	"169"	"9"	"31"	"217"	"2"	"7"	"0"	"2"	"2"	"6"	"4"	"1"	"7"	"15"	"35"	"6"	"3"	"2"	"674"	"0"	"674"	"0"
"85"	"77"	"279"	"30"	"3"	"13"	"327"	"9"	"5"	"9"	"6"	"6"	"2"	"57"	"5"	"4"	"3"	"14"	"11"	"5"	"3"	"791"	"0"	"791"	"0"
"86"	"78"	"23"	"99"	"12"	"188"	"245"	"1"	"0"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"579"	"0"	"579"	"0"
"87"	"79"	"46"	"59"	"5"	"162"	"253"	"4"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"534"	"0"	"534"	"0"
"88"	"80"	"52"	"100"	"14"	"240"	"212"	"3"	"0"	"0"	"2"	"0"	"1"	"18"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"644"	"0"	"644"	"0"
"89"	"81"	"12"	"84"	"4"	"211"	"94"	"1"	"2"	"0"	"2"	"3"	"2"	"126"	"10"	"0"	"8"	"13"	"1"	"4"	"1"	"578"	"0"	"578"	"0"
"90"	"82"	"2"	"61"	"1"	"162"	"73"	"0"	"1"	"0"	"0"	"0"	"1"	"90"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"395"	"0"	"395"	"0"
"91"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"92"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"93"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"94"	"83"	"11"	"94"	"13"	"176"	"131"	"3"	"1"	"1"	"2"	"4"	"5"	"81"	"5"	"4"	"4"	"15"	"0"	"1"	"3"	"554"	"0"	"554"	"0"
"95"	"84"	"21"	"76"	"2"	"111"	"96"	"3"	"0"	"0"	"0"	"1"	"0"	"42"	"2"	"1"	"1"	"7"	"6"	"2"	"0"	"371"	"0"	"371"	"0"
"96"	"85"	"29"	"33"	"1"	"127"	"84"	"3"	"1"	"0"	"0"	"1"	"0"	"27"	"1"	"3"	"2"	"4"	"2"	"1"	"0"	"319"	"0"	"319"	"0"
"97"	"86"	"27"	"60"	"11"	"135"	"212"	"6"	"1"	"2"	"3"	"4"	"3"	"71"	"9"	"4"	"4"	"18"	"6"	"2"	"3"	"581"	"0"	"581"	"0"
"98"	"87"	"23"	"57"	"10"	"117"	"160"	"3"	"4"	"3"	"4"	"4"	"3"	"47"	"3"	"2"	"3"	"11"	"2"	"2"	"1"	"459"	"0"	"459"	"0"
"99"	"88"	"26"	"130"	"4"	"100"	"158"	"3"	"1"	"1"	"2"	"1"	"5"	"63"	"2"	"2"	"1"	"11"	"2"	"1"	"0"	"513"	"0"	"513"	"0"
"100"	"89"	"228"	"80"	"8"	"123"	"190"	"10"	"5"	"2"	"4"	"8"	"8"	"26"	"2"	"5"	"7"	"17"	"7"	"8"	"6"	"744"	"0"	"744"	"0"
"101"	"90"	"81"	"69"	"17"	"142"	"183"	"7"	"2"	"3"	"3"	"2"	"3"	"41"	"1"	"3"	"2"	"11"	"2"	"0"	"1"	"573"	"0"	"573"	"0"
"102"	"91"	"42"	"197"	"3"	"270"	"187"	"1"	"0"	"0"	"2"	"2"	"2"	"93"	"8"	"3"	"5"	"15"	"2"	"6"	"0"	"838"	"0"	"838"	"0"
"103"	"92"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"104"	"93"	"46"	"197"	"29"	"280"	"71"	"3"	"4"	"0"	"3"	"4"	"2"	"6"	"14"	"6"	"7"	"16"	"1"	"2"	"2"	"693"	"0"	"693"	"0"
"105"	"94"	"82"	"75"	"6"	"250"	"34"	"4"	"3"	"4"	"1"	"8"	"3"	"35"	"3"	"1"	"2"	"20"	"5"	"3"	"2"	"541"	"0"	"541"	"0"
"106"	"95"	"22"	"44"	"3"	"127"	"33"	"0"	"2"	"0"	"2"	"0"	"1"	"23"	"1"	"2"	"3"	"0"	"3"	"3"	"0"	"269"	"0"	"269"	"0"
"107"	"96"	"151"	"43"	"9"	"319"	"32"	"4"	"4"	"2"	"2"	"2"	"6"	"20"	"2"	"0"	"1"	"7"	"3"	"3"	"1"	"611"	"0"	"611"	"0"
"108"	"97"	"32"	"13"	"12"	"248"	"25"	"2"	"0"	"0"	"0"	"0"	"1"	"5"	"7"	"1"	"5"	"15"	"5"	"1"	"3"	"375"	"0"	"375"	"0"
"109"	"98"	"46"	"24"	"42"	"301"	"37"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"3"	"1"	"3"	"6"	"7"	"7"	"3"	"496"	"0"	"496"	"0"
"110"	"99"	"30"	"30"	"2"	"187"	"156"	"7"	"3"	"2"	"2"	"2"	"6"	"102"	"11"	"9"	"8"	"37"	"0"	"1"	"0"	"595"	"0"	"595"	"0"
"111"	"100"	"72"	"42"	"7"	"320"	"68"	"3"	"2"	"6"	"3"	"1"	"4"	"57"	"13"	"5"	"14"	"33"	"2"	"2"	"3"	"657"	"0"	"657"	"0"
"112"	"101"	"104"	"46"	"1"	"261"	"141"	"1"	"2"	"1"	"1"	"1"	"3"	"86"	"2"	"1"	"5"	"7"	"9"	"5"	"5"	"682"	"0"	"682"	"0"
"113"	"102"	"164"	"39"	"1"	"197"	"26"	"4"	"3"	"3"	"1"	"1"	"4"	"16"	"3"	"0"	"2"	"4"	"7"	"3"	"1"	"479"	"0"	"479"	"0"
"114"	"103"	"50"	"17"	"1"	"89"	"13"	"1"	"1"	"0"	"0"	"0"	"1"	"7"	"1"	"1"	"5"	"13"	"1"	"1"	"0"	"202"	"0"	"202"	"0"
"115"	"104"	"421"	"20"	"4"	"13"	"54"	"4"	"1"	"0"	"1"	"3"	"7"	"7"	"0"	"1"	"0"	"24"	"22"	"2"	"1"	"585"	"0"	"585"	"0"
"116"	"105"	"168"	"33"	"2"	"161"	"34"	"2"	"3"	"7"	"1"	"6"	"5"	"127"	"10"	"2"	"4"	"17"	"7"	"4"	"2"	"595"	"0"	"595"	"0"
"117"	"106"	"83"	"10"	"3"	"126"	"93"	"5"	"1"	"0"	"4"	"3"	"0"	"4"	"0"	"1"	"1"	"6"	"0"	"0"	"0"	"340"	"0"	"340"	"0"
"118"	"107"	"56"	"29"	"3"	"101"	"81"	"4"	"3"	"3"	"4"	"1"	"1"	"42"	"4"	"4"	"3"	"18"	"1"	"1"	"3"	"362"	"0"	"362"	"0"
"119"	"108"	"40"	"49"	"3"	"142"	"78"	"1"	"2"	"1"	"1"	"3"	"4"	"49"	"9"	"3"	"4"	"26"	"3"	"0"	"3"	"421"	"0"	"421"	"0"
"120"	"109"	"75"	"260"	"5"	"118"	"153"	"3"	"1"	"2"	"1"	"3"	"7"	"19"	"3"	"4"	"6"	"17"	"10"	"20"	"6"	"713"	"0"	"713"	"0"
"121"	"110"	"39"	"150"	"6"	"191"	"115"	"2"	"6"	"1"	"2"	"10"	"4"	"81"	"4"	"4"	"3"	"9"	"2"	"10"	"3"	"642"	"0"	"642"	"0"
"122"	"111"	"34"	"62"	"3"	"270"	"161"	"4"	"1"	"2"	"4"	"3"	"2"	"32"	"14"	"1"	"5"	"18"	"0"	"1"	"0"	"617"	"0"	"617"	"0"
"123"	"112"	"146"	"13"	"1"	"33"	"61"	"1"	"2"	"0"	"3"	"1"	"7"	"18"	"1"	"2"	"1"	"25"	"8"	"0"	"0"	"323"	"0"	"323"	"0"
"124"	"113"	"157"	"29"	"3"	"118"	"102"	"2"	"2"	"2"	"0"	"1"	"6"	"12"	"3"	"2"	"1"	"8"	"1"	"0"	"1"	"450"	"0"	"450"	"0"
"125"	"114"	"290"	"38"	"4"	"23"	"112"	"5"	"3"	"3"	"4"	"9"	"10"	"60"	"6"	"6"	"6"	"46"	"14"	"1"	"5"	"645"	"0"	"645"	"0"
"126"	"115"	"109"	"79"	"3"	"232"	"213"	"5"	"0"	"4"	"4"	"7"	"11"	"111"	"8"	"2"	"5"	"19"	"4"	"1"	"5"	"822"	"0"	"822"	"0"
"127"	"116"	"45"	"5"	"1"	"98"	"75"	"9"	"2"	"3"	"0"	"4"	"5"	"93"	"3"	"1"	"9"	"35"	"0"	"0"	"0"	"388"	"0"	"388"	"0"
"128"	"117"	"4"	"7"	"1"	"236"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"257"	"0"	"257"	"0"
"129"	"118"	"71"	"8"	"7"	"178"	"262"	"13"	"6"	"2"	"3"	"11"	"11"	"50"	"17"	"6"	"11"	"26"	"1"	"0"	"2"	"685"	"0"	"685"	"0"
