"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"16"	"159"	"11"	"26"	"62"	"114"	"3"	"5"	"2"	"3"	"6"	"5"	"4"	"35"	"6"	"5"	"42"	"9"	"4"	"331"	"Nil"
"17"	"159"	"12"	"8"	"16"	"730"	"2"	"4"	"0"	"0"	"0"	"2"	"2"	"28"	"1"	"5"	"74"	"5"	"4"	"881"	"Nil"
"18"	"159"	"13"	"4"	"174"	"133"	"3"	"2"	"1"	"1"	"0"	"1"	"1"	"37"	"2"	"5"	"79"	"7"	"6"	"456"	"Nil"
"19"	"159"	"14"	"5"	"7"	"379"	"7"	"2"	"0"	"1"	"0"	"1"	"2"	"10"	"2"	"0"	"27"	"3"	"0"	"446"	"Nil"
"20"	"159"	"15"	"10"	"30"	"201"	"8"	"117"	"4"	"4"	"2"	"0"	"0"	"22"	"5"	"7"	"84"	"7"	"12"	"513"	"Nil"
"21"	"159"	"16"	"10"	"83"	"197"	"5"	"43"	"2"	"1"	"2"	"2"	"0"	"10"	"2"	"2"	"11"	"3"	"5"	"378"	"Nil"
"22"	"159"	"17"	"8"	"12"	"353"	"15"	"26"	"1"	"3"	"1"	"0"	"5"	"28"	"4"	"11"	"26"	"2"	"9"	"504"	"Nil"
"23"	"159"	"18"	"6"	"2"	"281"	"9"	"99"	"2"	"3"	"1"	"0"	"1"	"27"	"4"	"4"	"13"	"1"	"8"	"461"	"Nil"
"24"	"159"	"19"	"17"	"75"	"209"	"2"	"28"	"1"	"1"	"0"	"2"	"0"	"13"	"2"	"2"	"3"	"1"	"1"	"357"	"Nil"
"25"	"159"	"20"	"6"	"29"	"352"	"6"	"5"	"0"	"1"	"0"	"0"	"1"	"22"	"1"	"2"	"7"	"2"	"1"	"435"	"Nil"
"26"	"159"	"21"	"18"	"332"	"190"	"2"	"7"	"1"	"2"	"1"	"0"	"1"	"52"	"7"	"6"	"20"	"18"	"14"	"671"	"Nil"
"27"	"159"	"22"	"39"	"432"	"40"	"7"	"4"	"0"	"3"	"0"	"2"	"1"	"12"	"0"	"0"	"7"	"10"	"14"	"571"	"Nil"
"28"	"159"	"23"	"26"	"333"	"26"	"3"	"4"	"4"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"3"	"7"	"414"	"Nil"
"29"	"159"	"24"	"47"	"403"	"16"	"5"	"0"	"3"	"1"	"0"	"2"	"0"	"2"	"1"	"1"	"39"	"10"	"8"	"538"	"Nil"
"30"	"159"	"25"	"25"	"269"	"87"	"2"	"0"	"1"	"2"	"2"	"1"	"0"	"11"	"0"	"0"	"4"	"10"	"9"	"423"	"Nil"
"31"	"159"	"26"	"24"	"320"	"13"	"7"	"31"	"1"	"1"	"2"	"3"	"2"	"7"	"2"	"3"	"4"	"3"	"10"	"433"	"Nil"
"32"	"159"	"27"	"21"	"127"	"59"	"22"	"5"	"2"	"0"	"6"	"0"	"5"	"24"	"4"	"7"	"64"	"17"	"19"	"382"	"Nil"
"33"	"159"	"28"	"9"	"647"	"16"	"0"	"42"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"2"	"0"	"722"	"Nil"
"34"	"159"	"29"	"0"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"325"	"2"	"1"	"357"	"Nil"
"35"	"159"	"30"	"4"	"14"	"139"	"7"	"5"	"1"	"0"	"1"	"1"	"1"	"16"	"1"	"9"	"214"	"7"	"10"	"430"	"Nil"
"36"	"159"	"31"	"6"	"56"	"64"	"3"	"13"	"1"	"2"	"1"	"1"	"1"	"23"	"0"	"4"	"76"	"8"	"4"	"263"	"Nil"
"37"	"159"	"32"	"2"	"43"	"80"	"6"	"45"	"1"	"0"	"1"	"2"	"1"	"20"	"5"	"4"	"138"	"14"	"5"	"367"	"Nil"
"38"	"159"	"33"	"35"	"100"	"12"	"0"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"157"	"4"	"15"	"331"	"Nil"
"39"	"159"	"34"	"44"	"102"	"41"	"35"	"5"	"4"	"5"	"6"	"4"	"1"	"13"	"3"	"3"	"206"	"14"	"18"	"504"	"Nil"
"40"	"159"	"35"	"13"	"30"	"33"	"21"	"31"	"4"	"4"	"5"	"3"	"1"	"15"	"4"	"10"	"495"	"31"	"11"	"711"	"Nil"
"41"	"159"	"36"	"69"	"53"	"16"	"6"	"11"	"1"	"0"	"1"	"4"	"2"	"3"	"2"	"8"	"191"	"17"	"10"	"394"	"Nil"
"42"	"159"	"37"	"17"	"710"	"32"	"0"	"2"	"0"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"3"	"6"	"790"	"Nil"
"43"	"159"	"38"	"14"	"293"	"24"	"3"	"7"	"3"	"0"	"0"	"2"	"1"	"8"	"4"	"4"	"43"	"15"	"9"	"430"	"Nil"
"44"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"45"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"46"	"159"	"39"	"11"	"87"	"64"	"1"	"27"	"0"	"0"	"0"	"4"	"0"	"9"	"1"	"4"	"6"	"1"	"0"	"215"	"Nil"
"47"	"159"	"40"	"34"	"590"	"32"	"4"	"4"	"1"	"0"	"1"	"0"	"0"	"7"	"0"	"3"	"5"	"9"	"11"	"701"	"Nil"
"48"	"159"	"41"	"43"	"51"	"107"	"54"	"32"	"2"	"1"	"1"	"3"	"4"	"38"	"4"	"3"	"39"	"3"	"9"	"394"	"Nil"
"49"	"159"	"42"	"16"	"211"	"221"	"4"	"6"	"2"	"1"	"0"	"3"	"3"	"58"	"1"	"14"	"74"	"14"	"14"	"642"	"Nil"
"50"	"159"	"43"	"6"	"48"	"377"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"6"	"1"	"2"	"4"	"0"	"2"	"450"	"Nil"
"51"	"159"	"44"	"11"	"20"	"368"	"6"	"5"	"1"	"0"	"0"	"1"	"2"	"37"	"2"	"5"	"21"	"1"	"4"	"484"	"Nil"
"52"	"159"	"45"	"6"	"129"	"274"	"3"	"2"	"1"	"1"	"3"	"0"	"1"	"30"	"4"	"16"	"64"	"2"	"7"	"543"	"Nil"
"53"	"159"	"46"	"6"	"57"	"128"	"6"	"3"	"2"	"0"	"0"	"1"	"1"	"20"	"0"	"4"	"153"	"7"	"4"	"392"	"Nil"
"54"	"159"	"47"	"18"	"18"	"201"	"2"	"5"	"1"	"1"	"3"	"1"	"1"	"30"	"1"	"2"	"303"	"10"	"3"	"600"	"Nil"
"55"	"159"	"48"	"3"	"4"	"40"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"22"	"1"	"7"	"238"	"17"	"3"	"338"	"Nil"
"56"	"159"	"49"	"10"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"265"	"0"	"0"	"281"	"Nil"
"57"	"159"	"50"	"18"	"117"	"37"	"4"	"1"	"0"	"0"	"2"	"0"	"1"	"17"	"0"	"6"	"82"	"5"	"4"	"294"	"Nil"
"58"	"159"	"51"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"745"	"1"	"0"	"753"	"Nil"
"59"	"159"	"52"	"4"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"906"	"2"	"0"	"914"	"Nil"
"60"	"159"	"53"	"16"	"234"	"105"	"13"	"3"	"1"	"1"	"0"	"3"	"1"	"10"	"1"	"5"	"36"	"2"	"1"	"432"	"Nil"
"61"	"159"	"54"	"19"	"206"	"38"	"3"	"2"	"1"	"1"	"2"	"3"	"1"	"4"	"3"	"4"	"39"	"7"	"11"	"344"	"Nil"
"62"	"159"	"55"	"6"	"35"	"91"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"33"	"5"	"8"	"119"	"12"	"13"	"327"	"Nil"
"63"	"159"	"56"	"16"	"56"	"32"	"1"	"1"	"0"	"1"	"6"	"1"	"1"	"16"	"2"	"3"	"188"	"20"	"3"	"347"	"Nil"
"64"	"159"	"57"	"9"	"42"	"34"	"2"	"0"	"0"	"2"	"12"	"1"	"1"	"10"	"1"	"3"	"85"	"5"	"4"	"211"	"Nil"
"65"	"159"	"58"	"14"	"66"	"64"	"43"	"0"	"1"	"5"	"0"	"3"	"1"	"9"	"1"	"6"	"188"	"11"	"6"	"418"	"Nil"
"66"	"159"	"59"	"4"	"59"	"64"	"1"	"1"	"2"	"0"	"1"	"1"	"3"	"23"	"4"	"5"	"99"	"5"	"3"	"275"	"Nil"
"67"	"159"	"60"	"14"	"115"	"130"	"3"	"1"	"1"	"1"	"0"	"3"	"6"	"29"	"1"	"12"	"195"	"17"	"8"	"536"	"Nil"
"68"	"159"	"61"	"7"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"418"	"7"	"1"	"438"	"Nil"
"69"	"159"	"62"	"6"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"504"	"9"	"0"	"530"	"Nil"
"70"	"159"	"63"	"17"	"46"	"78"	"6"	"0"	"2"	"0"	"0"	"2"	"1"	"23"	"1"	"8"	"289"	"14"	"7"	"494"	"Nil"
"71"	"159"	"64"	"6"	"720"	"39"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"3"	"14"	"10"	"5"	"810"	"Nil"
"72"	"159"	"65"	"11"	"14"	"86"	"9"	"2"	"1"	"0"	"2"	"0"	"0"	"14"	"0"	"8"	"547"	"8"	"9"	"711"	"Nil"
"73"	"159"	"66"	"15"	"217"	"5"	"12"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"6"	"1"	"0"	"261"	"Nil"
"74"	"159"	"67"	"10"	"35"	"32"	"13"	"9"	"4"	"1"	"0"	"0"	"0"	"8"	"1"	"5"	"74"	"18"	"2"	"212"	"Nil"
"75"	"159"	"68"	"19"	"16"	"31"	"23"	"65"	"3"	"2"	"1"	"0"	"0"	"16"	"6"	"4"	"54"	"8"	"38"	"286"	"Nil"
"76"	"159"	"69"	"25"	"183"	"23"	"4"	"10"	"4"	"2"	"3"	"0"	"1"	"6"	"3"	"8"	"114"	"14"	"6"	"406"	"Nil"
"77"	"159"	"70"	"7"	"11"	"87"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"31"	"3"	"2"	"30"	"2"	"6"	"185"	"Nil"
"78"	"159"	"71"	"19"	"168"	"133"	"8"	"7"	"1"	"2"	"1"	"2"	"4"	"44"	"7"	"8"	"138"	"26"	"19"	"587"	"Nil"
"79"	"159"	"72"	"17"	"136"	"35"	"3"	"10"	"2"	"1"	"0"	"1"	"2"	"3"	"1"	"3"	"94"	"19"	"73"	"400"	"Nil"
"80"	"159"	"73"	"34"	"60"	"89"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"12"	"0"	"6"	"77"	"10"	"7"	"298"	"Nil"
"81"	"159"	"74"	"13"	"71"	"26"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"6"	"1"	"3"	"58"	"5"	"44"	"232"	"Nil"
"82"	"159"	"75"	"7"	"8"	"15"	"2"	"6"	"1"	"2"	"2"	"0"	"0"	"11"	"1"	"5"	"266"	"12"	"2"	"340"	"Nil"
"83"	"159"	"76"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"280"	"4"	"1"	"297"	"Nil"
"84"	"159"	"77"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"708"	"10"	"2"	"730"	"Nil"
"85"	"159"	"78"	"3"	"812"	"8"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"20"	"1"	"1"	"851"	"Nil"
"86"	"159"	"79"	"9"	"2"	"121"	"6"	"2"	"0"	"0"	"2"	"2"	"1"	"20"	"11"	"3"	"139"	"6"	"13"	"337"	"Nil"
"87"	"159"	"80"	"1"	"2"	"20"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"7"	"1"	"3"	"274"	"15"	"3"	"329"	"Nil"
"88"	"159"	"81"	"0"	"3"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"7"	"406"	"16"	"6"	"457"	"Nil"
"89"	"159"	"82"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"4"	"447"	"14"	"7"	"481"	"Nil"
"90"	"159"	"83"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"2"	"287"	"2"	"0"	"305"	"Nil"
"91"	"159"	"84"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"8"	"252"	"7"	"3"	"274"	"Nil"
"92"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"93"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"94"	"159"	"85"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"297"	"4"	"0"	"305"	"Nil"
"95"	"159"	"86"	"3"	"2"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"7"	"2"	"13"	"412"	"11"	"4"	"475"	"Nil"
"96"	"159"	"87"	"24"	"177"	"150"	"6"	"1"	"1"	"4"	"30"	"1"	"3"	"44"	"5"	"30"	"13"	"10"	"8"	"507"	"Nil"
"97"	"159"	"88"	"10"	"42"	"260"	"3"	"1"	"0"	"0"	"1"	"2"	"1"	"46"	"1"	"8"	"15"	"2"	"1"	"393"	"Nil"
"98"	"159"	"89"	"10"	"161"	"135"	"6"	"2"	"1"	"1"	"1"	"2"	"1"	"22"	"3"	"7"	"12"	"12"	"12"	"388"	"Nil"
"99"	"159"	"90"	"23"	"115"	"125"	"0"	"7"	"1"	"4"	"2"	"3"	"2"	"42"	"2"	"7"	"228"	"8"	"11"	"580"	"Nil"
"100"	"159"	"91"	"45"	"347"	"44"	"4"	"8"	"3"	"0"	"0"	"0"	"0"	"10"	"0"	"2"	"27"	"5"	"6"	"501"	"Nil"
"101"	"159"	"92"	"82"	"145"	"62"	"8"	"2"	"1"	"1"	"17"	"1"	"2"	"27"	"3"	"6"	"108"	"17"	"16"	"498"	"Nil"
"102"	"159"	"93"	"3"	"80"	"265"	"19"	"1"	"0"	"2"	"1"	"3"	"3"	"32"	"1"	"53"	"11"	"3"	"4"	"481"	"Nil"
"103"	"159"	"94"	"4"	"68"	"209"	"6"	"0"	"1"	"1"	"10"	"2"	"3"	"30"	"5"	"21"	"14"	"3"	"3"	"380"	"Nil"
"104"	"159"	"95"	"46"	"125"	"61"	"3"	"2"	"1"	"0"	"1"	"1"	"2"	"20"	"2"	"3"	"56"	"16"	"9"	"348"	"Nil"
"105"	"159"	"96"	"21"	"182"	"36"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"52"	"3"	"2"	"305"	"Nil"
"106"	"159"	"97"	"27"	"141"	"105"	"10"	"4"	"1"	"2"	"0"	"1"	"1"	"9"	"3"	"13"	"95"	"13"	"6"	"431"	"Nil"
"107"	"159"	"98"	"12"	"74"	"148"	"7"	"6"	"2"	"2"	"0"	"0"	"0"	"12"	"4"	"7"	"184"	"23"	"6"	"487"	"Nil"
"108"	"159"	"99"	"0"	"3"	"2"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"1"	"0"	"2"	"432"	"5"	"0"	"451"	"Nil"
"109"	"159"	"100"	"3"	"79"	"12"	"14"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"2"	"3"	"463"	"8"	"2"	"592"	"Nil"
"110"	"159"	"101"	"16"	"392"	"77"	"5"	"1"	"0"	"0"	"1"	"0"	"1"	"7"	"0"	"4"	"55"	"6"	"2"	"567"	"Nil"
"111"	"159"	"102"	"1"	"58"	"270"	"4"	"15"	"3"	"0"	"0"	"1"	"0"	"9"	"5"	"2"	"95"	"9"	"6"	"478"	"Nil"
"112"	"159"	"103"	"28"	"106"	"145"	"4"	"32"	"2"	"0"	"0"	"3"	"0"	"11"	"1"	"3"	"186"	"16"	"2"	"539"	"Nil"
"113"	"159"	"104"	"8"	"174"	"119"	"4"	"1"	"1"	"3"	"0"	"1"	"1"	"16"	"3"	"5"	"57"	"8"	"11"	"412"	"Nil"
"114"	"159"	"105"	"3"	"327"	"29"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"9"	"1"	"1"	"46"	"7"	"2"	"428"	"Nil"
"115"	"159"	"106"	"2"	"449"	"18"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"480"	"Nil"
"116"	"159"	"107"	"11"	"276"	"64"	"5"	"9"	"1"	"1"	"2"	"1"	"1"	"22"	"8"	"11"	"103"	"35"	"7"	"557"	"Nil"
"117"	"159"	"108"	"10"	"410"	"20"	"13"	"1"	"0"	"0"	"0"	"2"	"0"	"7"	"1"	"3"	"25"	"8"	"6"	"506"	"Nil"
"118"	"159"	"109"	"11"	"283"	"29"	"0"	"4"	"1"	"5"	"2"	"4"	"0"	"14"	"4"	"10"	"161"	"21"	"15"	"564"	"Nil"
"119"	"159"	"110"	"14"	"83"	"144"	"5"	"4"	"6"	"0"	"2"	"3"	"2"	"18"	"2"	"19"	"345"	"37"	"11"	"695"	"Nil"
"120"	"159"	"111"	"1"	"4"	"515"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"524"	"Nil"
"121"	"159"	"112"	"0"	"0"	"396"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"401"	"Nil"
"122"	"159"	"113"	"4"	"63"	"147"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"17"	"3"	"8"	"46"	"5"	"6"	"304"	"Nil"
"123"	"159"	"114"	"7"	"117"	"324"	"15"	"2"	"1"	"0"	"2"	"2"	"1"	"29"	"3"	"18"	"106"	"14"	"15"	"656"	"Nil"
"124"	"159"	"115"	"16"	"476"	"51"	"13"	"3"	"1"	"1"	"2"	"0"	"0"	"14"	"2"	"6"	"4"	"5"	"1"	"595"	"Nil"
"125"	"159"	"116"	"7"	"72"	"256"	"10"	"3"	"1"	"0"	"1"	"5"	"0"	"56"	"6"	"14"	"97"	"3"	"22"	"553"	"Nil"
"126"	"159"	"117"	"8"	"13"	"273"	"45"	"4"	"0"	"0"	"0"	"1"	"0"	"7"	"0"	"4"	"3"	"1"	"3"	"362"	"Nil"
"127"	"159"	"118"	"11"	"50"	"38"	"0"	"14"	"2"	"0"	"0"	"0"	"1"	"13"	"2"	"2"	"196"	"15"	"4"	"348"	"Nil"
"128"	"159"	"119"	"8"	"63"	"68"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"13"	"2"	"8"	"218"	"6"	"8"	"397"	"Nil"
"129"	"159"	"120"	"2"	"5"	"19"	"9"	"2"	"2"	"2"	"0"	"0"	"2"	"11"	"2"	"8"	"121"	"4"	"4"	"193"	"Nil"
"130"	"159"	"121"	"0"	"2"	"239"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"243"	"Nil"
"131"	"159"	"122"	"7"	"126"	"30"	"5"	"11"	"0"	"0"	"0"	"1"	"1"	"13"	"2"	"3"	"75"	"12"	"4"	"290"	"Nil"
"132"	"159"	"123"	"13"	"177"	"68"	"1"	"6"	"0"	"2"	"1"	"1"	"0"	"19"	"0"	"11"	"103"	"11"	"15"	"428"	"Nil"
"133"	"159"	"124"	"1"	"115"	"13"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"46"	"2"	"3"	"185"	"Nil"
"134"	"159"	"125"	"10"	"7"	"15"	"23"	"6"	"6"	"2"	"3"	"1"	"3"	"18"	"4"	"13"	"244"	"26"	"42"	"423"	"Nil"
"135"	"159"	"126"	"29"	"40"	"195"	"32"	"3"	"3"	"1"	"3"	"0"	"4"	"45"	"1"	"2"	"118"	"15"	"122"	"613"	"Nil"
"136"	"159"	"127"	"4"	"12"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"188"	"13"	"61"	"298"	"Nil"
"137"	"159"	"128"	"26"	"23"	"5"	"0"	"4"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"3"	"57"	"22"	"314"	"464"	"Nil"
"138"	"159"	"129"	"11"	"5"	"13"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"3"	"1"	"6"	"272"	"15"	"12"	"344"	"Nil"
"139"	"159"	"130"	"6"	"158"	"90"	"2"	"7"	"4"	"1"	"1"	"5"	"3"	"36"	"5"	"5"	"144"	"8"	"4"	"479"	"Nil"
"140"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"141"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"142"	"159"	"131"	"14"	"106"	"34"	"3"	"3"	"0"	"2"	"0"	"0"	"3"	"37"	"1"	"5"	"38"	"8"	"4"	"258"	"Nil"
"143"	"159"	"132"	"5"	"38"	"15"	"0"	"14"	"1"	"2"	"2"	"1"	"0"	"2"	"4"	"1"	"101"	"8"	"84"	"278"	"Nil"
"144"	"159"	"133"	"14"	"160"	"20"	"5"	"13"	"3"	"1"	"4"	"0"	"0"	"7"	"0"	"3"	"95"	"12"	"69"	"406"	"Nil"
"145"	"159"	"134"	"1"	"38"	"17"	"4"	"1"	"0"	"1"	"1"	"0"	"0"	"9"	"2"	"4"	"398"	"5"	"4"	"485"	"Nil"
"146"	"159"	"135"	"94"	"172"	"44"	"1"	"10"	"2"	"1"	"0"	"2"	"0"	"25"	"3"	"2"	"78"	"7"	"54"	"495"	"Nil"
"147"	"159"	"136"	"10"	"89"	"133"	"6"	"8"	"0"	"0"	"1"	"0"	"3"	"31"	"2"	"10"	"156"	"15"	"4"	"468"	"Nil"
"148"	"159"	"137"	"20"	"57"	"11"	"3"	"53"	"1"	"0"	"0"	"0"	"2"	"10"	"2"	"5"	"338"	"8"	"4"	"514"	"Nil"
"149"	"159"	"138"	"4"	"4"	"45"	"3"	"8"	"0"	"0"	"1"	"0"	"1"	"17"	"2"	"2"	"95"	"7"	"2"	"191"	"Nil"
"150"	"159"	"139"	"71"	"139"	"14"	"13"	"1"	"1"	"2"	"0"	"3"	"3"	"2"	"2"	"2"	"26"	"5"	"122"	"406"	"Nil"
