"X.v...k....XIV..i.kj.k.26.9.."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"QkeZ & 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v afr e  i fj . kke  Ik="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu; e  56 C (2) nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"34&l kl kj ke l al nh;  fuokZpu {ks= l s yksd  l Hkk ds fy,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Hkkx  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"fo/kku l Hkk fuokZpu {ks= esa fuokZpdksa dh dqy  l a[ ; k 205843"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"25"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"27"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"28"	"BF"	"1207"	"1620"	"1421"	"467"	"130"	"53"	"485"	"36"	"23"	"65"	"17"	"21"	"27"	"34"	"21"	"82"	"5709"	"0"	"5709"	"0"
"29"	"15"	"182"	"96"	"25"	"91"	"10"	"3"	"1"	"3"	"2"	"1"	"1"	"1"	"4"	"3"	"1"	"7"	"431"	""	"431"	""
"30"	"16"	"17"	"174"	"237"	"41"	"2"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"481"	""	"481"	""
"31"	"17"	"6"	"85"	"52"	"13"	"3"	"1"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"2"	"1"	"2"	"170"	""	"170"	""
"32"	"18"	"23"	"197"	"63"	"29"	"19"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"338"	""	"338"	""
"33"	"19"	"212"	"116"	"92"	"9"	"10"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"7"	"453"	""	"453"	""
"34"	"20"	"63"	"105"	"105"	"129"	"4"	"3"	"26"	"3"	"4"	"1"	"0"	"0"	"3"	"4"	"2"	"3"	"455"	""	"455"	""
"35"	"21"	"68"	"46"	"300"	"31"	"4"	"0"	"0"	"0"	"2"	"3"	"0"	"2"	"0"	"3"	"2"	"6"	"467"	""	"467"	""
"36"	"22"	"128"	"127"	"217"	"78"	"10"	"5"	"1"	"1"	"2"	"2"	"1"	"0"	"3"	"6"	"3"	"5"	"589"	""	"589"	""
"37"	"23"	"97"	"192"	"86"	"45"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"2"	"1"	"2"	"433"	""	"433"	""
"38"	"24"	"94"	"256"	"142"	"72"	"3"	"7"	"0"	"0"	"1"	"1"	"2"	"2"	"1"	"2"	"7"	"5"	"595"	""	"595"	""
"39"	"25"	"101"	"110"	"113"	"11"	"37"	"8"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"3"	"0"	"6"	"395"	""	"395"	""
"40"	"26"	"6"	"32"	"237"	"11"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"290"	""	"290"	""
"41"	"27"	"95"	"68"	"202"	"94"	"6"	"3"	"19"	"0"	"3"	"2"	"1"	"0"	"4"	"0"	"0"	"4"	"501"	""	"501"	""
"42"	"28"	"125"	"21"	"23"	"115"	"2"	"1"	"13"	"2"	"1"	"0"	"0"	"2"	"0"	"4"	"0"	"2"	"311"	""	"311"	""
"43"	"TOTAL"	"2424"	"3245"	"3315"	"1236"	"243"	"98"	"545"	"50"	"43"	"81"	"23"	"30"	"48"	"65"	"40"	"132"	"11618"	"0"	"11618"	"0"
"44"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"45"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"46"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"47"	"BF"	"2424"	"3245"	"3315"	"1236"	"243"	"98"	"545"	"50"	"43"	"81"	"23"	"30"	"48"	"65"	"40"	"132"	"11618"	"0"	"11618"	"0"
"48"	"29"	"16"	"196"	"28"	"54"	"13"	"19"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"0"	"2"	"335"	""	"335"	""
"49"	"30"	"23"	"210"	"50"	"49"	"63"	"33"	"5"	"1"	"0"	"2"	"1"	"2"	"2"	"4"	"4"	"7"	"456"	""	"456"	""
"50"	"31"	"23"	"60"	"25"	"41"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"2"	"2"	"1"	"3"	"163"	""	"163"	""
"51"	"32"	"3"	"93"	"91"	"29"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"224"	""	"224"	""
"52"	"33"	"102"	"99"	"14"	"23"	"3"	"108"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"4"	"361"	""	"361"	""
"53"	"34"	"34"	"142"	"7"	"56"	"48"	"25"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"3"	"322"	""	"322"	""
"54"	"35"	"58"	"98"	"32"	"59"	"21"	"15"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"6"	"295"	""	"295"	""
"55"	"36"	"126"	"48"	"39"	"147"	"12"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"2"	"9"	"391"	""	"391"	""
"56"	"37"	"1"	"32"	"7"	"50"	"1"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	""	"108"	""
"57"	"38"	"1"	"23"	"7"	"27"	"0"	"44"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"111"	""	"111"	""
"58"	"39"	"8"	"370"	"34"	"21"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"437"	""	"437"	""
"59"	"40"	"91"	"292"	"8"	"29"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"428"	""	"428"	""
"60"	"41"	"149"	"253"	"15"	"2"	"0"	"14"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"442"	""	"442"	""
"61"	"42"	"0"	"225"	"7"	"9"	"0"	"78"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"324"	""	"324"	""
"62"	"TOTAL"	"3059"	"5386"	"3679"	"1832"	"409"	"454"	"560"	"54"	"51"	"87"	"31"	"38"	"57"	"90"	"56"	"172"	"16015"	"0"	"16015"	"0"
"63"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"65"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"66"	"BF"	"3059"	"5386"	"3679"	"1832"	"409"	"454"	"560"	"54"	"51"	"87"	"31"	"38"	"57"	"90"	"56"	"172"	"16015"	"0"	"16015"	"0"
"67"	"43"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	""	"1"	""
"68"	"44"	"183"	"212"	"56"	"19"	"0"	"16"	"0"	"0"	"0"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"492"	""	"492"	""
"69"	"45"	"19"	"79"	"124"	"55"	"4"	"2"	"36"	"1"	"2"	"1"	"0"	"1"	"2"	"1"	"3"	"10"	"340"	""	"340"	""
"70"	"46"	"211"	"66"	"118"	"34"	"6"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"3"	"444"	""	"444"	""
"71"	"47"	"89"	"107"	"51"	"32"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"293"	""	"293"	""
"72"	"48"	"0"	"5"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	""	"11"	""
"73"	"49"	"19"	"3"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"27"	""	"27"	""
"74"	"50"	"16"	"122"	"9"	"257"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"418"	""	"418"	""
"75"	"51"	"131"	"192"	"105"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"432"	""	"432"	""
"76"	"52"	"40"	"27"	"323"	"7"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"402"	""	"402"	""
"77"	"53"	"97"	"155"	"40"	"32"	"5"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"336"	""	"336"	""
"78"	"54"	"162"	"87"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	""	"259"	""
"79"	"55"	"165"	"188"	"239"	"54"	"9"	"4"	"14"	"3"	"6"	"8"	"1"	"4"	"8"	"5"	"6"	"15"	"729"	""	"729"	""
"80"	"56"	"51"	"141"	"117"	"17"	"16"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"3"	"351"	""	"351"	""
"81"	"TOTAL"	"4242"	"6770"	"4874"	"2343"	"465"	"489"	"614"	"61"	"60"	"102"	"36"	"43"	"71"	"104"	"68"	"208"	"20550"	"0"	"20550"	"0"
"82"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"83"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"84"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"85"	"BF"	"4242"	"6770"	"4874"	"2343"	"465"	"489"	"614"	"61"	"60"	"102"	"36"	"43"	"71"	"104"	"68"	"208"	"20550"	"0"	"20550"	"0"
"86"	"57"	"121"	"74"	"85"	"31"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"316"	""	"316"	""
"87"	"58"	"72"	"139"	"49"	"16"	"3"	"0"	"1"	"1"	"1"	"8"	"0"	"1"	"0"	"2"	"4"	"0"	"297"	""	"297"	""
"88"	"59"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	""	"3"	""
"89"	"60"	"72"	"64"	"50"	"53"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"2"	"0"	"4"	"253"	""	"253"	""
"90"	"61"	"202"	"162"	"122"	"13"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"3"	"1"	"5"	"515"	""	"515"	""
"91"	"62"	"59"	"102"	"197"	"36"	"5"	"1"	"1"	"0"	"3"	"2"	"0"	"1"	"6"	"4"	"4"	"4"	"425"	""	"425"	""
"92"	"63"	"172"	"92"	"33"	"63"	"66"	"5"	"3"	"0"	"0"	"0"	"0"	"4"	"2"	"1"	"4"	"6"	"451"	""	"451"	""
"93"	"64"	"47"	"83"	"8"	"10"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"158"	""	"158"	""
"94"	"65"	"112"	"236"	"24"	"10"	"2"	"2"	"1"	"1"	"0"	"6"	"0"	"0"	"0"	"2"	"0"	"4"	"400"	""	"400"	""
"95"	"66"	"303"	"19"	"89"	"26"	"0"	"8"	"1"	"1"	"2"	"1"	"1"	"3"	"0"	"5"	"3"	"6"	"468"	""	"468"	""
"96"	"67"	"36"	"60"	"170"	"28"	"1"	"3"	"26"	"2"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"4"	"335"	""	"335"	""
"97"	"68"	"74"	"168"	"153"	"202"	"4"	"3"	"15"	"3"	"0"	"10"	"0"	"1"	"2"	"4"	"2"	"1"	"642"	""	"642"	""
"98"	"69"	"19"	"135"	"54"	"22"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"234"	""	"234"	""
"99"	"70"	"6"	"94"	"64"	"15"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"187"	""	"187"	""
"100"	"TOTAL"	"5538"	"8199"	"5972"	"2869"	"552"	"515"	"666"	"73"	"70"	"136"	"40"	"54"	"89"	"127"	"89"	"245"	"25234"	"0"	"25234"	"0"
"101"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"103"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"104"	"BF"	"5538"	"8199"	"5972"	"2869"	"552"	"515"	"666"	"73"	"70"	"136"	"40"	"54"	"89"	"127"	"89"	"245"	"25234"	"0"	"25234"	"0"
"105"	"71"	"130"	"41"	"109"	"27"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"2"	"3"	"319"	""	"319"	""
"106"	"72"	"46"	"375"	"77"	"33"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"543"	""	"543"	""
"107"	"73"	"7"	"129"	"71"	"25"	"0"	"9"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"3"	"7"	"260"	""	"260"	""
"108"	"74"	"30"	"126"	"61"	"9"	"3"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"9"	"248"	""	"248"	""
"109"	"75"	"63"	"165"	"167"	"57"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"6"	"5"	"9"	"479"	""	"479"	""
"110"	"76"	"221"	"68"	"82"	"17"	"1"	"2"	"12"	"3"	"4"	"0"	"1"	"0"	"2"	"7"	"5"	"21"	"446"	""	"446"	""
"111"	"77"	"41"	"150"	"44"	"135"	"9"	"4"	"0"	"4"	"3"	"0"	"2"	"0"	"3"	"3"	"2"	"7"	"407"	""	"407"	""
"112"	"78"	"137"	"191"	"90"	"35"	"4"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"5"	"5"	"473"	""	"473"	""
"113"	"79"	"102"	"78"	"158"	"47"	"4"	"2"	"2"	"4"	"4"	"5"	"0"	"2"	"4"	"2"	"2"	"5"	"421"	""	"421"	""
"114"	"80"	"118"	"27"	"209"	"27"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"389"	""	"389"	""
"115"	"81"	"42"	"112"	"157"	"105"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"427"	""	"427"	""
"116"	"82"	"77"	"84"	"38"	"149"	"6"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"356"	""	"356"	""
"117"	"83"	"19"	"47"	"64"	"182"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"313"	""	"313"	""
"118"	"84"	"39"	"144"	"103"	"93"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"6"	"3"	"4"	"401"	""	"401"	""
"119"	"TOTAL"	"6610"	"9936"	"7402"	"3810"	"585"	"545"	"686"	"87"	"87"	"149"	"46"	"63"	"109"	"163"	"120"	"318"	"30716"	"0"	"30716"	"0"
"120"	"fo/kku l Hkk fuokZpu {ks= dk l a[ ; k , oa uke 205&HkHkqv k  fo/kku l Hkk fuokZpu ¼l al nh;  fuokZpu {ks= ds fy, ½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"er nku dsUnz
l a[ ; k"	"fuEufy f[ kr  d s  Ik{k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonÙk er ksa dh l a[ ; k"
"122"	""	"xkU/kh vkt kn"	"ehj k dqekj"	"eqfu yky"	"yyu i kl oku"	"nq[ kh j ke"	"cCcu pkS/kj h"	"cfyj ke j ke"	"Hkksy k i zl kn"	"j k/kk nsch"	"j ke uxhuk j ke"	"j ke ; knh j ke"	"i zeksn dqekj"	"Hkj r  j ke"	"eqfu; k nsch"	"j ke i zos' k j ke"	"l qj sUnz j ke"	""	""	""	""
"123"	"BF"	"6610"	"9936"	"7402"	"3810"	"585"	"545"	"686"	"87"	"87"	"149"	"46"	"63"	"109"	"163"	"120"	"318"	"30716"	"0"	"30716"	"0"
"124"	"85"	"159"	"158"	"36"	"61"	"4"	"1"	"58"	"2"	"1"	"0"	"0"	"1"	"0"	"3"	"0"	"7"	"491"	""	"491"	""
"125"	"86"	"79"	"114"	"409"	"48"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"655"	""	"655"	""
"126"	"87"	"119"	"66"	"185"	"115"	"1"	"1"	"4"	"1"	"3"	"2"	"1"	"3"	"7"	"7"	"3"	"7"	"525"	""	"525"	""
"127"	"88"	"121"	"147"	"83"	"45"	"4"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"5"	"1"	"2"	"2"	"415"	""	"415"	""
"128"	"89"	"167"	"39"	"186"	"59"	"2"	"7"	"23"	"1"	"0"	"2"	"1"	"1"	"0"	"2"	"2"	"9"	"501"	""	"501"	""
"129"	"90"	"195"	"106"	"132"	"9"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"1"	"2"	"4"	"457"	""	"457"	""
"130"	"91"	"25"	"215"	"159"	"39"	"3"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"452"	""	"452"	""
