"X.....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff......................................................................................................................................................................................................"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  147 Bakhri (s.C.)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"24"	"19"	"209"	"33"	"2"	"110"	"49"	"4"	"2"	"4"	"8"	"5"	"8"	"17"	"7"	"6"	"11"	"53"	"13"	"4"	"3"	"548"	"0"	"548"	"0"
"25"	"20"	"180"	"43"	"2"	"297"	"31"	"8"	"1"	"1"	"2"	"6"	"9"	"61"	"3"	"5"	"13"	"53"	"11"	"1"	"5"	"732"	"0"	"732"	"0"
"26"	"21"	"98"	"6"	"0"	"76"	"219"	"19"	"4"	"0"	"6"	"7"	"5"	"17"	"3"	"3"	"3"	"13"	"4"	"0"	"4"	"487"	"0"	"487"	"0"
"27"	"22"	"62"	"15"	"1"	"130"	"336"	"16"	"3"	"1"	"0"	"6"	"4"	"67"	"1"	"4"	"5"	"9"	"0"	"1"	"6"	"667"	"0"	"667"	"0"
"28"	"23"	"138"	"21"	"2"	"34"	"148"	"4"	"0"	"2"	"2"	"4"	"7"	"6"	"0"	"0"	"1"	"6"	"5"	"0"	"4"	"384"	"0"	"384"	"0"
"29"	"24"	"143"	"32"	"2"	"58"	"215"	"8"	"2"	"1"	"2"	"3"	"4"	"12"	"0"	"2"	"4"	"3"	"7"	"0"	"2"	"500"	"0"	"500"	"0"
"30"	"25"	"86"	"27"	"1"	"278"	"45"	"6"	"0"	"0"	"1"	"0"	"1"	"23"	"0"	"2"	"0"	"5"	"4"	"0"	"1"	"480"	"0"	"480"	"0"
"31"	"26"	"130"	"29"	"2"	"231"	"86"	"8"	"1"	"3"	"3"	"3"	"9"	"21"	"3"	"4"	"1"	"10"	"3"	"1"	"0"	"548"	"0"	"548"	"0"
"32"	"27"	"145"	"41"	"4"	"270"	"54"	"7"	"1"	"1"	"1"	"3"	"3"	"20"	"9"	"1"	"5"	"20"	"25"	"3"	"7"	"620"	"0"	"620"	"0"
"33"	"28"	"139"	"30"	"5"	"158"	"138"	"6"	"2"	"5"	"1"	"4"	"8"	"12"	"4"	"6"	"7"	"18"	"18"	"12"	"9"	"582"	"0"	"582"	"0"
"34"	"29"	"93"	"24"	"3"	"320"	"38"	"6"	"1"	"4"	"3"	"2"	"10"	"72"	"16"	"5"	"5"	"21"	"3"	"1"	"15"	"642"	"0"	"642"	"0"
"35"	"30"	"61"	"26"	"38"	"418"	"34"	"11"	"2"	"0"	"6"	"3"	"4"	"50"	"28"	"10"	"10"	"34"	"5"	"1"	"9"	"750"	"0"	"750"	"0"
"36"	"31"	"47"	"4"	"1"	"194"	"123"	"4"	"1"	"0"	"5"	"7"	"5"	"16"	"14"	"5"	"5"	"23"	"1"	"0"	"4"	"459"	"0"	"459"	"0"
"37"	"32"	"126"	"6"	"4"	"93"	"146"	"5"	"1"	"1"	"2"	"3"	"5"	"4"	"0"	"0"	"1"	"8"	"3"	"3"	"0"	"411"	"0"	"411"	"0"
"38"	"33"	"189"	"8"	"0"	"55"	"16"	"3"	"1"	"0"	"5"	"7"	"20"	"78"	"3"	"9"	"4"	"16"	"8"	"2"	"5"	"429"	"0"	"429"	"0"
"39"	"34"	"218"	"44"	"2"	"92"	"52"	"4"	"3"	"4"	"3"	"7"	"7"	"51"	"4"	"2"	"3"	"8"	"1"	"1"	"1"	"507"	"0"	"507"	"0"
"40"	"35"	"26"	"15"	"3"	"313"	"117"	"10"	"2"	"5"	"4"	"1"	"6"	"12"	"14"	"3"	"6"	"12"	"5"	"7"	"2"	"563"	"0"	"563"	"0"
"41"	"36"	"30"	"39"	"7"	"265"	"51"	"7"	"2"	"3"	"6"	"3"	"3"	"44"	"5"	"1"	"5"	"9"	"1"	"3"	"3"	"487"	"0"	"487"	"0"
"42"	"37"	"160"	"18"	"4"	"137"	"49"	"5"	"4"	"3"	"7"	"4"	"16"	"20"	"5"	"9"	"9"	"29"	"10"	"3"	"3"	"495"	"0"	"495"	"0"
"43"	"38"	"30"	"19"	"2"	"356"	"26"	"3"	"2"	"2"	"1"	"5"	"3"	"14"	"21"	"2"	"10"	"13"	"1"	"1"	"1"	"512"	"0"	"512"	"0"
"44"	"39"	"63"	"170"	"15"	"198"	"34"	"8"	"1"	"2"	"5"	"6"	"7"	"27"	"9"	"9"	"10"	"33"	"3"	"3"	"3"	"606"	"0"	"606"	"0"
"45"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"46"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"47"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"48"	"40"	"115"	"37"	"15"	"276"	"74"	"10"	"6"	"6"	"10"	"1"	"14"	"16"	"10"	"2"	"13"	"23"	"4"	"0"	"1"	"633"	"0"	"633"	"0"
"49"	"41"	"220"	"31"	"6"	"195"	"21"	"5"	"1"	"1"	"2"	"1"	"7"	"7"	"2"	"3"	"4"	"7"	"6"	"2"	"0"	"521"	"0"	"521"	"0"
"50"	"42"	"129"	"84"	"0"	"33"	"29"	"4"	"1"	"2"	"1"	"0"	"7"	"2"	"0"	"1"	"3"	"4"	"1"	"0"	"0"	"301"	"0"	"301"	"0"
"51"	"43"	"87"	"26"	"4"	"181"	"39"	"4"	"1"	"0"	"2"	"2"	"6"	"36"	"3"	"5"	"9"	"20"	"12"	"9"	"4"	"450"	"0"	"450"	"0"
"52"	"44"	"37"	"147"	"30"	"298"	"92"	"10"	"6"	"3"	"3"	"4"	"4"	"39"	"4"	"6"	"9"	"38"	"5"	"6"	"4"	"745"	"0"	"745"	"0"
"53"	"45"	"228"	"39"	"4"	"142"	"34"	"3"	"0"	"4"	"1"	"0"	"9"	"50"	"3"	"2"	"6"	"27"	"9"	"4"	"3"	"568"	"0"	"568"	"0"
"54"	"46"	"324"	"4"	"2"	"31"	"37"	"2"	"2"	"0"	"2"	"3"	"10"	"90"	"5"	"0"	"1"	"8"	"12"	"1"	"7"	"541"	"0"	"541"	"0"
"55"	"47"	"256"	"10"	"2"	"19"	"63"	"4"	"4"	"2"	"5"	"5"	"11"	"32"	"4"	"2"	"5"	"18"	"30"	"2"	"4"	"478"	"0"	"478"	"0"
"56"	"48"	"110"	"7"	"2"	"83"	"208"	"9"	"3"	"5"	"5"	"7"	"10"	"20"	"9"	"4"	"10"	"44"	"6"	"5"	"12"	"559"	"0"	"559"	"0"
"57"	"49"	"36"	"24"	"3"	"20"	"296"	"12"	"4"	"2"	"3"	"3"	"6"	"29"	"6"	"7"	"7"	"25"	"3"	"9"	"6"	"501"	"0"	"501"	"0"
"58"	"50"	"56"	"38"	"11"	"190"	"145"	"11"	"1"	"6"	"2"	"10"	"10"	"32"	"5"	"4"	"17"	"26"	"0"	"2"	"1"	"567"	"0"	"567"	"0"
"59"	"51"	"54"	"10"	"2"	"26"	"357"	"7"	"6"	"6"	"2"	"6"	"10"	"19"	"5"	"6"	"6"	"22"	"6"	"1"	"7"	"558"	"0"	"558"	"0"
"60"	"52"	"246"	"46"	"4"	"14"	"149"	"9"	"1"	"1"	"3"	"3"	"15"	"11"	"3"	"0"	"7"	"28"	"33"	"5"	"6"	"584"	"0"	"584"	"0"
"61"	"53"	"192"	"16"	"3"	"108"	"61"	"4"	"3"	"1"	"4"	"8"	"7"	"15"	"6"	"3"	"4"	"53"	"6"	"1"	"1"	"496"	"0"	"496"	"0"
"62"	"54"	"120"	"8"	"2"	"282"	"63"	"4"	"2"	"2"	"3"	"3"	"6"	"34"	"7"	"5"	"4"	"29"	"1"	"1"	"0"	"576"	"0"	"576"	"0"
"63"	"55"	"16"	"10"	"3"	"210"	"66"	"3"	"2"	"3"	"4"	"4"	"5"	"73"	"5"	"4"	"3"	"10"	"3"	"4"	"3"	"431"	"0"	"431"	"0"
"64"	"56"	"130"	"12"	"6"	"91"	"159"	"34"	"1"	"6"	"1"	"7"	"7"	"32"	"3"	"2"	"6"	"8"	"8"	"1"	"1"	"515"	"0"	"515"	"0"
"65"	"57"	"393"	"46"	"11"	"137"	"85"	"17"	"6"	"5"	"5"	"8"	"19"	"19"	"7"	"3"	"9"	"29"	"15"	"5"	"2"	"821"	"0"	"821"	"0"
"66"	"58"	"157"	"11"	"2"	"26"	"169"	"7"	"2"	"3"	"6"	"9"	"10"	"12"	"3"	"3"	"2"	"13"	"0"	"1"	"1"	"437"	"0"	"437"	"0"
"67"	"59"	"114"	"12"	"2"	"18"	"251"	"6"	"5"	"2"	"6"	"6"	"14"	"34"	"6"	"3"	"2"	"16"	"2"	"0"	"1"	"500"	"0"	"500"	"0"
"68"	"60"	"86"	"5"	"2"	"142"	"452"	"34"	"2"	"1"	"1"	"2"	"5"	"24"	"6"	"5"	"13"	"33"	"2"	"1"	"3"	"819"	"0"	"819"	"0"
"69"	"61"	"14"	"14"	"3"	"98"	"356"	"22"	"2"	"0"	"2"	"2"	"2"	"14"	"1"	"3"	"2"	"7"	"3"	"2"	"2"	"549"	"0"	"549"	"0"
"70"	"62"	"14"	"2"	"0"	"69"	"310"	"13"	"2"	"3"	"0"	"2"	"5"	"18"	"3"	"1"	"6"	"18"	"1"	"3"	"1"	"471"	"0"	"471"	"0"
"71"	"63"	"46"	"7"	"5"	"146"	"415"	"25"	"7"	"5"	"8"	"4"	"13"	"74"	"6"	"9"	"8"	"31"	"2"	"4"	"5"	"820"	"0"	"820"	"0"
"72"	"64"	"16"	"9"	"1"	"46"	"274"	"33"	"1"	"0"	"2"	"0"	"0"	"23"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"408"	"0"	"408"	"0"
"73"	"65"	"20"	"82"	"1"	"188"	"239"	"7"	"1"	"5"	"2"	"3"	"6"	"81"	"1"	"4"	"8"	"11"	"3"	"4"	"0"	"666"	"0"	"666"	"0"
"74"	"66"	"232"	"12"	"3"	"189"	"169"	"6"	"0"	"5"	"4"	"10"	"11"	"65"	"16"	"11"	"13"	"39"	"6"	"0"	"0"	"791"	"0"	"791"	"0"
"75"	"67"	"21"	"12"	"3"	"208"	"173"	"14"	"3"	"4"	"3"	"1"	"6"	"33"	"9"	"1"	"3"	"14"	"3"	"1"	"3"	"515"	"0"	"515"	"0"
"76"	"68"	"10"	"10"	"6"	"137"	"177"	"2"	"0"	"1"	"2"	"2"	"0"	"62"	"3"	"2"	"3"	"5"	"2"	"2"	"0"	"426"	"0"	"426"	"0"
"77"	"69"	"21"	"21"	"2"	"72"	"182"	"17"	"1"	"2"	"1"	"2"	"1"	"16"	"0"	"1"	"2"	"6"	"2"	"4"	"1"	"354"	"0"	"354"	"0"
"78"	"70"	"17"	"52"	"3"	"177"	"300"	"9"	"0"	"3"	"1"	"1"	"1"	"45"	"7"	"4"	"4"	"16"	"2"	"0"	"0"	"642"	"0"	"642"	"0"
"79"	"71"	"16"	"56"	"3"	"147"	"227"	"8"	"2"	"1"	"1"	"2"	"2"	"32"	"1"	"1"	"1"	"4"	"1"	"4"	"0"	"509"	"0"	"509"	"0"
"80"	"72"	"19"	"8"	"1"	"92"	"275"	"6"	"1"	"1"	"2"	"1"	"1"	"19"	"3"	"2"	"3"	"8"	"4"	"1"	"3"	"450"	"0"	"450"	"0"
"81"	"73"	"50"	"13"	"3"	"180"	"247"	"3"	"1"	"2"	"0"	"5"	"1"	"46"	"4"	"3"	"5"	"2"	"1"	"1"	"0"	"567"	"0"	"567"	"0"
"82"	"74"	"24"	"2"	"1"	"101"	"162"	"11"	"3"	"1"	"1"	"3"	"3"	"27"	"1"	"2"	"4"	"12"	"2"	"0"	"0"	"360"	"0"	"360"	"0"
"83"	"75"	"23"	"4"	"1"	"106"	"154"	"8"	"3"	"3"	"1"	"3"	"7"	"10"	"5"	"2"	"10"	"26"	"2"	"1"	"1"	"370"	"0"	"370"	"0"
"84"	"76"	"32"	"16"	"3"	"232"	"113"	"6"	"2"	"3"	"2"	"0"	"3"	"138"	"6"	"2"	"8"	"28"	"3"	"0"	"1"	"598"	"0"	"598"	"0"
"85"	"77"	"11"	"6"	"1"	"58"	"238"	"10"	"1"	"1"	"4"	"2"	"2"	"25"	"5"	"1"	"4"	"18"	"3"	"0"	"3"	"393"	"0"	"393"	"0"
"86"	"78"	"20"	"6"	"3"	"94"	"172"	"5"	"2"	"3"	"3"	"3"	"4"	"34"	"6"	"8"	"3"	"16"	"2"	"0"	"3"	"387"	"0"	"387"	"0"
"87"	"79"	"69"	"94"	"5"	"129"	"134"	"10"	"3"	"2"	"1"	"1"	"4"	"38"	"3"	"4"	"10"	"7"	"13"	"12"	"6"	"545"	"0"	"545"	"0"
"88"	"80"	"41"	"102"	"11"	"217"	"238"	"8"	"1"	"3"	"0"	"1"	"0"	"4"	"5"	"4"	"4"	"5"	"3"	"0"	"4"	"651"	"0"	"651"	"0"
"89"	"81"	"11"	"5"	"1"	"99"	"51"	"2"	"1"	"1"	"1"	"2"	"4"	"170"	"10"	"2"	"1"	"6"	"0"	"2"	"3"	"372"	"0"	"372"	"0"
"90"	"82"	"8"	"49"	"0"	"97"	"60"	"3"	"1"	"0"	"0"	"0"	"2"	"7"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"233"	"0"	"233"	"0"
"91"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"92"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshray a Nishad"	"Sajjan Chaudhary"	""	""	""	""
"93"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"94"	"83"	"59"	"20"	"2"	"69"	"91"	"7"	"0"	"2"	"2"	"3"	"12"	"44"	"6"	"1"	"1"	"11"	"13"	"5"	"15"	"363"	"0"	"363"	"0"
"95"	"84"	"108"	"21"	"1"	"183"	"122"	"4"	"2"	"1"	"2"	"3"	"5"	"37"	"7"	"4"	"3"	"27"	"3"	"0"	"1"	"534"	"0"	"534"	"0"
"96"	"85"	"30"	"23"	"6"	"138"	"67"	"4"	"1"	"0"	"1"	"0"	"2"	"6"	"0"	"0"	"1"	"1"	"4"	"0"	"0"	"284"	"0"	"284"	"0"
"97"	"86"	"128"	"13"	"5"	"270"	"200"	"13"	"5"	"0"	"4"	"5"	"10"	"12"	"15"	"7"	"6"	"37"	"3"	"3"	"5"	"741"	"0"	"741"	"0"
"98"	"87"	"123"	"17"	"6"	"159"	"274"	"10"	"13"	"1"	"7"	"7"	"9"	"62"	"25"	"3"	"11"	"25"	"30"	"24"	"22"	"828"	"0"	"828"	"0"
"99"	"88"	"78"	"21"	"4"	"140"	"177"	"6"	"0"	"1"	"2"	"1"	"7"	"10"	"4"	"4"	"9"	"24"	"8"	"6"	"1"	"503"	"0"	"503"	"0"
"100"	"89"	"34"	"5"	"2"	"134"	"243"	"4"	"1"	"0"	"0"	"1"	"2"	"12"	"7"	"7"	"4"	"24"	"1"	"2"	"6"	"489"	"0"	"489"	"0"
"101"	"90"	"9"	"23"	"0"	"294"	"26"	"7"	"1"	"4"	"2"	"2"	"0"	"64"	"5"	"1"	"6"	"21"	"2"	"2"	"4"	"473"	"0"	"473"	"0"
"102"	"91"	"47"	"25"	"4"	"235"	"38"	"10"	"6"	"7"	"1"	"13"	"9"	"116"	"10"	"7"	"13"	"25"	"2"	"2"	"4"	"574"	"0"	"574"	"0"
"103"	"92"	"70"	"7"	"10"	"170"	"57"	"14"	"14"	"9"	"15"	"7"	"12"	"43"	"2"	"10"	"9"	"12"	"0"	"1"	"0"	"462"	"0"	"462"	"0"
"104"	"93"	"10"	"1"	"2"	"197"	"52"	"5"	"5"	"4"	"7"	"9"	"6"	"104"	"28"	"9"	"13"	"23"	"2"	"2"	"2"	"481"	"0"	"481"	"0"
"105"	"94"	"38"	"18"	"8"	"372"	"74"	"12"	"4"	"4"	"4"	"4"	"8"	"35"	"16"	"9"	"18"	"42"	"1"	"1"	"5"	"673"	"0"	"673"	"0"
"106"	"95"	"100"	"32"	"3"	"222"	"117"	"6"	"12"	"2"	"4"	"4"	"12"	"35"	"9"	"3"	"9"	"11"	"6"	"1"	"0"	"588"	"0"	"588"	"0"
"107"	"96"	"29"	"10"	"6"	"356"	"64"	"6"	"1"	"5"	"2"	"4"	"3"	"9"	"12"	"4"	"6"	"12"	"6"	"12"	"1"	"548"	"0"	"548"	"0"
"108"	"97"	"45"	"19"	"3"	"130"	"150"	"2"	"1"	"2"	"1"	"1"	"4"	"9"	"4"	"1"	"3"	"20"	"1"	"0"	"1"	"397"	"0"	"397"	"0"
"109"	"98"	"38"	"9"	"3"	"72"	"41"	"2"	"2"	"1"	"2"	"1"	"2"	"15"	"2"	"1"	"4"	"12"	"3"	"0"	"1"	"211"	"0"	"211"	"0"
"110"	"99"	"33"	"4"	"4"	"195"	"155"	"3"	"4"	"5"	"1"	"2"	"3"	"9"	"5"	"2"	"3"	"6"	"1"	"1"	"1"	"437"	"0"	"437"	"0"
"111"	"100"	"130"	"23"	"3"	"176"	"49"	"7"	"0"	"2"	"1"	"4"	"5"	"26"	"5"	"1"	"7"	"20"	"4"	"1"	"2"	"466"	"0"	"466"	"0"
"112"	"101"	"69"	"14"	"1"	"126"	"59"	"0"	"3"	"3"	"4"	"5"	"3"	"50"	"5"	"0"	"3"	"10"	"12"	"3"	"9"	"379"	"0"	"379"	"0"
"113"	"102"	"76"	"10"	"7"	"110"	"75"	"9"	"1"	"0"	"0"	"2"	"3"	"3"	"0"	"0"	"3"	"6"	"14"	"12"	"13"	"344"	"0"	"344"	"0"
"114"	"103"	"14"	"1"	"1"	"45"	"116"	"4"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"1"	"1"	"1"	"193"	"0"	"193"	"0"
"115"	"104"	"229"	"53"	"8"	"267"	"164"	"15"	"2"	"2"	"4"	"1"	"15"	"20"	"1"	"1"	"13"	"5"	"2"	"7"	"1"	"810"	"0"	"810"	"0"
"116"	"105"	"184"	"120"	"7"	"181"	"282"	"17"	"16"	"2"	"3"	"0"	"6"	"5"	"2"	"5"	"9"	"11"	"3"	"4"	"3"	"860"	"0"	"860"	"0"
"117"	"106"	"273"	"30"	"5"	"147"	"34"	"12"	"2"	"1"	"3"	"12"	"22"	"27"	"9"	"4"	"6"	"65"	"5"	"0"	"1"	"658"	"0"	"658"	"0"
"118"	"107"	"54"	"12"	"3"	"480"	"26"	"1"	"1"	"1"	"0"	"0"	"4"	"4"	"19"	"5"	"5"	"21"	"3"	"5"	"2"	"646"	"0"	"646"	"0"
"119"	"108"	"130"	"101"	"14"	"223"	"107"	"57"	"13"	"4"	"6"	"12"	"8"	"59"	"11"	"6"	"7"	"38"	"10"	"6"	"6"	"818"	"0"	"818"	"0"
"120"	"109"	"98"	"5"	"5"	"98"	"295"	"9"	"4"	"3"	"2"	"2"	"10"	"21"	"3"	"7"	"4"	"23"	"8"	"2"	"3"	"602"	"0"	"602"	"0"
"121"	"110"	"134"	"11"	"7"	"97"	"91"	"35"	"6"	"6"	"10"	"4"	"18"	"7"	"4"	"2"	"6"	"20"	"4"	"1"	"2"	"465"	"0"	"465"	"0"
"122"	"111"	"84"	"10"	"6"	"322"	"87"	"80"	"7"	"3"	"10"	"4"	"2"	"18"	"10"	"3"	"7"	"23"	"2"	"1"	"1"	"680"	"0"	"680"	"0"
"123"	"112"	"41"	"63"	"2"	"221"	"48"	"8"	"3"	"0"	"3"	"4"	"6"	"34"	"6"	"11"	"10"	"27"	"1"	"1"	"1"	"490"	"0"	"490"	"0"
"124"	"113"	"187"	"21"	"6"	"227"	"15"	"5"	"2"	"4"	"3"	"5"	"9"	"34"	"8"	"3"	"11"	"44"	"5"	"1"	"2"	"592"	"0"	"592"	"0"
"125"	"114"	"190"	"54"	"5"	"125"	"75"	"11"	"9"	"3"	"6"	"13"	"16"	"198"	"11"	"10"	"8"	"48"	"2"	"2"	"1"	"787"	"0"	"787"	"0"
"126"	"115"	"111"	"94"	"7"	"195"	"31"	"4"	"1"	"2"	"0"	"3"	"5"	"123"	"6"	"5"	"4"	"28"	"4"	"1"	"2"	"626"	"0"	"626"	"0"
"127"	"116"	"7"	"16"	"2"	"328"	"49"	"6"	"1"	"1"	"1"	"1"	"1"	"11"	"12"	"6"	"9"	"13"	"1"	"1"	"3"	"469"	"0"	"469"	"0"
"128"	"117"	"33"	"31"	"3"	"260"	"11"	"3"	"2"	"2"	"2"	"3"	"3"	"34"	"2"	"1"	"5"	"23"	"1"	"1"	"0"	"420"	"0"	"420"	"0"
