"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"16"	"160"	"11"	"155"	"30"	"11"	"40"	"149"	"7"	"3"	"0"	"1"	"1"	"1"	"1"	"1"	"91"	"4"	"95"	"590"	"Nil"
"17"	"160"	"12"	"79"	"33"	"28"	"4"	"106"	"4"	"2"	"2"	"2"	"1"	"11"	"8"	"122"	"98"	"8"	"8"	"516"	"Nil"
"18"	"160"	"13"	"12"	"193"	"15"	"2"	"100"	"2"	"0"	"1"	"4"	"0"	"3"	"3"	"3"	"5"	"3"	"29"	"375"	"Nil"
"19"	"160"	"14"	"64"	"36"	"14"	"13"	"42"	"2"	"0"	"2"	"2"	"1"	"0"	"0"	"15"	"67"	"7"	"1"	"266"	"Nil"
"20"	"160"	"15"	"166"	"29"	"48"	"2"	"129"	"6"	"3"	"4"	"1"	"4"	"44"	"11"	"105"	"62"	"18"	"43"	"675"	"Nil"
"21"	"160"	"16"	"45"	"17"	"119"	"28"	"212"	"5"	"1"	"3"	"4"	"1"	"72"	"8"	"41"	"39"	"7"	"18"	"620"	"Nil"
"22"	"160"	"17"	"23"	"156"	"36"	"10"	"43"	"4"	"2"	"5"	"7"	"3"	"9"	"6"	"200"	"51"	"10"	"14"	"579"	"Nil"
"23"	"160"	"18"	"34"	"84"	"33"	"47"	"134"	"8"	"1"	"3"	"5"	"4"	"12"	"6"	"23"	"111"	"19"	"21"	"545"	"Nil"
"24"	"160"	"19"	"11"	"12"	"42"	"1"	"133"	"3"	"2"	"1"	"5"	"1"	"17"	"1"	"34"	"24"	"4"	"4"	"295"	"Nil"
"25"	"160"	"20"	"22"	"197"	"18"	"3"	"101"	"2"	"3"	"1"	"3"	"2"	"11"	"4"	"5"	"4"	"7"	"6"	"389"	"Nil"
"26"	"160"	"21"	"6"	"15"	"392"	"22"	"7"	"0"	"1"	"0"	"0"	"0"	"11"	"1"	"1"	"3"	"1"	"2"	"462"	"Nil"
"27"	"160"	"22"	"20"	"234"	"126"	"28"	"24"	"1"	"1"	"2"	"5"	"10"	"22"	"8"	"6"	"21"	"16"	"19"	"543"	"Nil"
"28"	"160"	"23"	"6"	"17"	"84"	"10"	"1"	"0"	"0"	"0"	"1"	"0"	"10"	"0"	"2"	"8"	"0"	"2"	"141"	"Nil"
"29"	"160"	"24"	"8"	"7"	"183"	"4"	"105"	"4"	"1"	"0"	"2"	"0"	"14"	"0"	"1"	"12"	"3"	"1"	"345"	"Nil"
"30"	"160"	"25"	"6"	"14"	"140"	"15"	"41"	"1"	"2"	"1"	"1"	"3"	"27"	"1"	"2"	"12"	"1"	"3"	"270"	"Nil"
"31"	"160"	"26"	"15"	"98"	"16"	"3"	"16"	"1"	"1"	"0"	"0"	"0"	"4"	"2"	"5"	"17"	"1"	"3"	"182"	"Nil"
"32"	"160"	"27"	"16"	"132"	"121"	"13"	"3"	"3"	"1"	"0"	"3"	"2"	"33"	"2"	"14"	"8"	"9"	"3"	"363"	"Nil"
"33"	"160"	"28"	"4"	"121"	"229"	"4"	"4"	"2"	"0"	"0"	"1"	"1"	"15"	"4"	"5"	"16"	"7"	"2"	"415"	"Nil"
"34"	"160"	"29"	"3"	"5"	"83"	"4"	"44"	"1"	"0"	"0"	"0"	"1"	"30"	"1"	"3"	"5"	"0"	"8"	"188"	"Nil"
"35"	"160"	"30"	"3"	"0"	"112"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"9"	"2"	"4"	"30"	"2"	"0"	"175"	"Nil"
"36"	"160"	"31"	"10"	"178"	"49"	"3"	"74"	"2"	"0"	"4"	"2"	"3"	"31"	"2"	"1"	"6"	"4"	"3"	"372"	"Nil"
"37"	"160"	"32"	"14"	"250"	"76"	"1"	"4"	"1"	"1"	"0"	"1"	"3"	"19"	"2"	"2"	"17"	"3"	"12"	"406"	"Nil"
"38"	"160"	"33"	"18"	"174"	"98"	"13"	"11"	"1"	"3"	"0"	"1"	"1"	"6"	"2"	"27"	"52"	"11"	"1"	"419"	"Nil"
"39"	"160"	"34"	"6"	"50"	"9"	"8"	"8"	"2"	"0"	"0"	"2"	"0"	"4"	"0"	"54"	"19"	"5"	"22"	"189"	"Nil"
"40"	"160"	"35"	"10"	"427"	"47"	"7"	"29"	"0"	"1"	"0"	"0"	"0"	"7"	"0"	"2"	"21"	"3"	"1"	"555"	"Nil"
"41"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"42"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"43"	"160"	"36"	"2"	"207"	"27"	"23"	"10"	"0"	"1"	"0"	"0"	"1"	"6"	"1"	"2"	"5"	"10"	"6"	"301"	"Nil"
"44"	"160"	"37"	"10"	"253"	"62"	"2"	"15"	"0"	"0"	"0"	"1"	"0"	"8"	"1"	"3"	"24"	"4"	"9"	"392"	"Nil"
"45"	"160"	"38"	"5"	"75"	"44"	"1"	"1"	"1"	"3"	"0"	"0"	"1"	"16"	"1"	"5"	"2"	"3"	"11"	"169"	"Nil"
"46"	"160"	"39"	"13"	"49"	"514"	"6"	"6"	"1"	"1"	"10"	"0"	"1"	"56"	"5"	"21"	"103"	"14"	"4"	"804"	"Nil"
"47"	"160"	"40"	"27"	"264"	"32"	"3"	"25"	"1"	"0"	"8"	"0"	"0"	"10"	"1"	"3"	"147"	"16"	"2"	"539"	"Nil"
"48"	"160"	"41"	"6"	"125"	"32"	"1"	"7"	"0"	"0"	"7"	"0"	"0"	"21"	"1"	"2"	"132"	"13"	"2"	"349"	"Nil"
"49"	"160"	"42"	"19"	"176"	"46"	"66"	"10"	"5"	"2"	"10"	"3"	"5"	"29"	"3"	"8"	"141"	"32"	"24"	"579"	"Nil"
"50"	"160"	"43"	"0"	"31"	"12"	"1"	"4"	"0"	"0"	"0"	"0"	"2"	"6"	"0"	"1"	"69"	"5"	"1"	"132"	"Nil"
"51"	"160"	"44"	"20"	"432"	"44"	"2"	"10"	"2"	"1"	"0"	"3"	"0"	"23"	"1"	"1"	"51"	"8"	"4"	"602"	"Nil"
"52"	"160"	"45"	"72"	"76"	"103"	"1"	"29"	"3"	"0"	"0"	"0"	"1"	"16"	"1"	"2"	"32"	"1"	"29"	"366"	"Nil"
"53"	"160"	"46"	"8"	"77"	"12"	"1"	"16"	"1"	"0"	"1"	"1"	"1"	"3"	"1"	"1"	"17"	"6"	"3"	"149"	"Nil"
"54"	"160"	"47"	"14"	"39"	"8"	"1"	"37"	"0"	"0"	"0"	"0"	"3"	"6"	"0"	"3"	"59"	"4"	"31"	"205"	"Nil"
"55"	"160"	"48"	"33"	"50"	"45"	"41"	"16"	"3"	"5"	"0"	"5"	"3"	"23"	"4"	"57"	"58"	"8"	"8"	"359"	"Nil"
"56"	"160"	"49"	"2"	"14"	"334"	"41"	"6"	"0"	"0"	"0"	"0"	"0"	"12"	"1"	"5"	"26"	"1"	"0"	"442"	"Nil"
"57"	"160"	"50"	"8"	"31"	"161"	"24"	"8"	"1"	"0"	"1"	"2"	"4"	"37"	"6"	"107"	"100"	"14"	"15"	"519"	"Nil"
"58"	"160"	"51"	"12"	"125"	"43"	"4"	"16"	"4"	"3"	"1"	"3"	"3"	"17"	"3"	"14"	"87"	"21"	"62"	"418"	"Nil"
"59"	"160"	"52"	"16"	"3"	"323"	"3"	"2"	"0"	"0"	"1"	"1"	"3"	"31"	"1"	"3"	"18"	"1"	"3"	"409"	"Nil"
"60"	"160"	"53"	"4"	"23"	"100"	"4"	"22"	"0"	"0"	"1"	"2"	"0"	"26"	"6"	"34"	"14"	"3"	"3"	"242"	"Nil"
"61"	"160"	"54"	"9"	"36"	"17"	"2"	"4"	"0"	"1"	"5"	"2"	"0"	"7"	"2"	"114"	"15"	"3"	"6"	"223"	"Nil"
"62"	"160"	"55"	"7"	"38"	"120"	"5"	"10"	"0"	"0"	"1"	"0"	"0"	"58"	"4"	"6"	"39"	"5"	"5"	"298"	"Nil"
"63"	"160"	"56"	"4"	"66"	"67"	"0"	"5"	"1"	"1"	"0"	"0"	"1"	"36"	"1"	"2"	"59"	"13"	"172"	"428"	"Nil"
"64"	"160"	"57"	"12"	"149"	"86"	"6"	"5"	"1"	"1"	"2"	"2"	"1"	"19"	"0"	"16"	"45"	"7"	"3"	"355"	"Nil"
"65"	"160"	"58"	"2"	"5"	"51"	"0"	"4"	"1"	"3"	"0"	"0"	"0"	"7"	"0"	"54"	"33"	"3"	"2"	"165"	"Nil"
"66"	"160"	"59"	"12"	"156"	"162"	"63"	"10"	"0"	"0"	"0"	"0"	"1"	"90"	"9"	"11"	"19"	"5"	"5"	"543"	"Nil"
"67"	"160"	"60"	"45"	"143"	"315"	"6"	"41"	"2"	"0"	"1"	"3"	"0"	"73"	"4"	"7"	"8"	"2"	"15"	"665"	"Nil"
"68"	"160"	"61"	"36"	"148"	"431"	"62"	"10"	"2"	"2"	"0"	"4"	"3"	"62"	"4"	"6"	"44"	"8"	"6"	"828"	"Nil"
"69"	"160"	"62"	"17"	"35"	"96"	"19"	"3"	"5"	"1"	"1"	"2"	"4"	"46"	"4"	"25"	"102"	"18"	"11"	"389"	"Nil"
"70"	"160"	"63"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"326"	"2"	"0"	"329"	"Nil"
"71"	"160"	"64"	"15"	"112"	"193"	"7"	"8"	"1"	"0"	"0"	"1"	"2"	"45"	"2"	"7"	"40"	"9"	"9"	"451"	"Nil"
"72"	"160"	"65"	"2"	"15"	"60"	"3"	"3"	"0"	"0"	"0"	"1"	"1"	"11"	"0"	"3"	"4"	"0"	"5"	"108"	"Nil"
"73"	"160"	"66"	"6"	"82"	"25"	"6"	"17"	"1"	"1"	"1"	"0"	"0"	"10"	"2"	"0"	"12"	"4"	"8"	"175"	"Nil"
"74"	"160"	"67"	"22"	"63"	"256"	"55"	"7"	"4"	"2"	"4"	"7"	"2"	"36"	"5"	"8"	"80"	"14"	"21"	"586"	"Nil"
"75"	"160"	"68"	"18"	"70"	"224"	"19"	"4"	"1"	"0"	"1"	"0"	"0"	"41"	"4"	"33"	"127"	"17"	"12"	"571"	"Nil"
"76"	"160"	"69"	"21"	"91"	"298"	"14"	"7"	"2"	"2"	"3"	"2"	"2"	"34"	"5"	"84"	"36"	"11"	"6"	"618"	"Nil"
"77"	"160"	"70"	"40"	"86"	"132"	"8"	"131"	"3"	"0"	"0"	"2"	"1"	"17"	"5"	"1"	"8"	"9"	"9"	"452"	"Nil"
"78"	"160"	"71"	"11"	"100"	"166"	"4"	"106"	"4"	"3"	"0"	"3"	"1"	"46"	"1"	"23"	"26"	"6"	"4"	"504"	"Nil"
"79"	"160"	"72"	"8"	"27"	"118"	"5"	"120"	"3"	"1"	"1"	"1"	"0"	"37"	"4"	"3"	"76"	"8"	"8"	"420"	"Nil"
"80"	"160"	"73"	"11"	"108"	"168"	"6"	"32"	"4"	"1"	"8"	"0"	"0"	"30"	"5"	"7"	"31"	"13"	"11"	"435"	"Nil"
"81"	"160"	"74"	"15"	"14"	"311"	"3"	"6"	"1"	"0"	"0"	"0"	"1"	"14"	"1"	"4"	"57"	"3"	"1"	"431"	"Nil"
"82"	"160"	"75"	"6"	"14"	"70"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"6"	"1"	"4"	"246"	"5"	"5"	"361"	"Nil"
"83"	"160"	"76"	"5"	"5"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"328"	"0"	"2"	"350"	"Nil"
"84"	"160"	"77"	"5"	"418"	"21"	"2"	"5"	"1"	"1"	"1"	"0"	"2"	"6"	"0"	"5"	"22"	"7"	"5"	"501"	"Nil"
"85"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"86"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"87"	"160"	"78"	"22"	"2"	"174"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"18"	"0"	"3"	"17"	"0"	"2"	"242"	"Nil"
"88"	"160"	"79"	"2"	"301"	"254"	"3"	"3"	"0"	"3"	"1"	"3"	"1"	"31"	"3"	"10"	"27"	"7"	"1"	"650"	"Nil"
"89"	"160"	"80"	"6"	"115"	"28"	"14"	"1"	"0"	"3"	"0"	"0"	"0"	"7"	"3"	"0"	"6"	"3"	"2"	"188"	"Nil"
"90"	"160"	"81"	"15"	"62"	"173"	"26"	"19"	"0"	"1"	"0"	"1"	"1"	"22"	"4"	"6"	"62"	"12"	"8"	"412"	"Nil"
"91"	"160"	"82"	"16"	"140"	"147"	"2"	"5"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"6"	"0"	"3"	"325"	"Nil"
"92"	"160"	"83"	"27"	"108"	"256"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"33"	"2"	"0"	"19"	"8"	"3"	"470"	"Nil"
"93"	"160"	"84"	"41"	"89"	"147"	"1"	"19"	"2"	"1"	"0"	"1"	"1"	"27"	"1"	"5"	"40"	"7"	"5"	"387"	"Nil"
"94"	"160"	"85"	"14"	"62"	"156"	"3"	"8"	"0"	"0"	"0"	"1"	"3"	"60"	"6"	"18"	"31"	"11"	"11"	"384"	"Nil"
"95"	"160"	"86"	"3"	"126"	"54"	"1"	"44"	"2"	"1"	"1"	"2"	"3"	"22"	"2"	"5"	"9"	"5"	"9"	"289"	"Nil"
"96"	"160"	"87"	"11"	"53"	"186"	"4"	"7"	"1"	"1"	"1"	"1"	"4"	"105"	"5"	"10"	"113"	"12"	"8"	"522"	"Nil"
"97"	"160"	"88"	"6"	"82"	"55"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"17"	"0"	"1"	"138"	"10"	"3"	"315"	"Nil"
"98"	"160"	"89"	"25"	"39"	"278"	"53"	"13"	"2"	"2"	"0"	"2"	"5"	"69"	"4"	"13"	"111"	"19"	"8"	"643"	"Nil"
"99"	"160"	"90"	"41"	"69"	"258"	"36"	"27"	"2"	"1"	"2"	"6"	"2"	"105"	"11"	"10"	"152"	"18"	"13"	"753"	"Nil"
"100"	"160"	"91"	"3"	"3"	"210"	"1"	"6"	"5"	"0"	"1"	"0"	"3"	"56"	"2"	"11"	"158"	"12"	"11"	"482"	"Nil"
"101"	"160"	"92"	"7"	"50"	"127"	"3"	"11"	"2"	"3"	"14"	"0"	"1"	"23"	"0"	"17"	"295"	"21"	"8"	"582"	"Nil"
"102"	"160"	"93"	"25"	"233"	"265"	"3"	"122"	"5"	"2"	"2"	"4"	"4"	"74"	"4"	"12"	"25"	"12"	"9"	"801"	"Nil"
"103"	"160"	"94"	"11"	"143"	"45"	"8"	"13"	"1"	"2"	"5"	"1"	"5"	"19"	"5"	"3"	"110"	"19"	"13"	"403"	"Nil"
"104"	"160"	"95"	"8"	"112"	"12"	"47"	"2"	"0"	"1"	"2"	"1"	"1"	"2"	"4"	"84"	"19"	"2"	"1"	"298"	"Nil"
"105"	"160"	"96"	"58"	"73"	"134"	"27"	"9"	"1"	"0"	"6"	"1"	"2"	"45"	"2"	"2"	"160"	"25"	"5"	"550"	"Nil"
"106"	"160"	"97"	"11"	"103"	"149"	"1"	"7"	"2"	"3"	"6"	"1"	"1"	"24"	"2"	"3"	"75"	"10"	"5"	"403"	"Nil"
"107"	"160"	"98"	"4"	"82"	"80"	"0"	"4"	"2"	"1"	"0"	"1"	"0"	"18"	"2"	"2"	"51"	"5"	"1"	"253"	"Nil"
"108"	"160"	"99"	"133"	"124"	"197"	"8"	"11"	"0"	"2"	"3"	"2"	"2"	"27"	"2"	"5"	"41"	"13"	"10"	"580"	"Nil"
"109"	"160"	"100"	"17"	"101"	"121"	"0"	"7"	"0"	"0"	"1"	"0"	"2"	"31"	"0"	"1"	"23"	"3"	"3"	"310"	"Nil"
"110"	"160"	"101"	"6"	"11"	"85"	"4"	"1"	"2"	"2"	"1"	"0"	"2"	"17"	"0"	"7"	"55"	"4"	"3"	"200"	"Nil"
"111"	"160"	"102"	"25"	"126"	"86"	"19"	"4"	"4"	"2"	"1"	"7"	"2"	"20"	"2"	"48"	"67"	"12"	"11"	"436"	"Nil"
"112"	"160"	"103"	"11"	"142"	"12"	"2"	"4"	"0"	"4"	"1"	"1"	"0"	"2"	"0"	"1"	"53"	"7"	"6"	"246"	"Nil"
"113"	"160"	"104"	"18"	"313"	"209"	"41"	"36"	"3"	"1"	"10"	"4"	"2"	"37"	"2"	"7"	"55"	"15"	"13"	"766"	"Nil"
"114"	"160"	"105"	"28"	"298"	"146"	"3"	"42"	"0"	"3"	"9"	"0"	"0"	"23"	"1"	"7"	"40"	"12"	"12"	"624"	"Nil"
"115"	"160"	"106"	"21"	"41"	"108"	"27"	"31"	"2"	"0"	"0"	"0"	"2"	"60"	"3"	"5"	"56"	"6"	"9"	"371"	"Nil"
"116"	"160"	"107"	"22"	"207"	"85"	"3"	"11"	"2"	"2"	"36"	"3"	"5"	"57"	"6"	"5"	"22"	"14"	"8"	"488"	"Nil"
"117"	"160"	"108"	"10"	"107"	"201"	"33"	"9"	"3"	"1"	"79"	"8"	"3"	"80"	"8"	"12"	"133"	"27"	"18"	"732"	"Nil"
"118"	"160"	"109"	"14"	"116"	"95"	"0"	"21"	"3"	"2"	"0"	"1"	"3"	"41"	"3"	"0"	"35"	"7"	"3"	"344"	"Nil"
"119"	"160"	"110"	"12"	"89"	"120"	"9"	"5"	"2"	"3"	"0"	"1"	"0"	"37"	"0"	"8"	"277"	"21"	"2"	"586"	"Nil"
"120"	"160"	"111"	"6"	"52"	"22"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"8"	"3"	"3"	"334"	"16"	"2"	"451"	"Nil"
"121"	"160"	"112"	"13"	"448"	"39"	"1"	"7"	"0"	"3"	"0"	"3"	"1"	"13"	"1"	"6"	"18"	"9"	"7"	"569"	"Nil"
"122"	"160"	"113"	"19"	"51"	"432"	"2"	"1"	"3"	"1"	"21"	"2"	"2"	"46"	"3"	"5"	"16"	"4"	"1"	"609"	"Nil"
"123"	"160"	"114"	"14"	"90"	"183"	"2"	"3"	"0"	"0"	"0"	"1"	"0"	"30"	"1"	"5"	"34"	"1"	"4"	"368"	"Nil"
"124"	"160"	"115"	"15"	"189"	"275"	"3"	"22"	"4"	"3"	"4"	"3"	"6"	"51"	"1"	"13"	"101"	"29"	"10"	"729"	"Nil"
"125"	"160"	"116"	"30"	"300"	"173"	"15"	"86"	"2"	"2"	"8"	"1"	"2"	"27"	"0"	"6"	"30"	"12"	"6"	"700"	"Nil"
"126"	"160"	"117"	"4"	"97"	"145"	"3"	"79"	"0"	"1"	"0"	"0"	"1"	"18"	"1"	"1"	"2"	"4"	"1"	"357"	"Nil"
"127"	"160"	"118"	"8"	"48"	"202"	"10"	"264"	"5"	"2"	"2"	"1"	"1"	"17"	"2"	"1"	"23"	"3"	"3"	"592"	"Nil"
"128"	"160"	"119"	"6"	"47"	"341"	"3"	"6"	"2"	"0"	"0"	"1"	"1"	"23"	"0"	"5"	"13"	"3"	"1"	"452"	"Nil"
"129"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"130"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKA NAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"131"	"160"	"120"	"5"	"232"	"89"	"14"	"70"	"1"	"1"	"0"	"1"	"1"	"12"	"0"	"1"	"17"	"3"	"2"	"449"	"Nil"
"132"	"160"	"121"	"2"	"72"	"38"	"9"	"34"	"4"	"1"	"0"	"4"	"2"	"26"	"1"	"14"	"143"	"22"	"2"	"374"	"Nil"
"133"	"160"	"122"	"3"	"35"	"158"	"3"	"7"	"1"	"0"	"1"	"5"	"2"	"31"	"3"	"7"	"35"	"6"	"8"	"305"	"Nil"
"134"	"160"	"123"	"4"	"106"	"176"	"0"	"15"	"1"	"2"	"1"	"2"	"1"	"39"	"4"	"3"	"51"	"9"	"9"	"423"	"Nil"
"135"	"160"	"124"	"13"	"59"	"41"	"2"	"46"	"7"	"0"	"0"	"1"	"2"	"18"	"1"	"2"	"90"	"23"	"5"	"310"	"Nil"
"136"	"160"	"125"	"5"	"122"	"227"	"4"	"77"	"1"	"0"	"12"	"0"	"1"	"76"	"3"	"4"	"97"	"10"	"5"	"644"	"Nil"
"137"	"160"	"126"	"8"	"192"	"154"	"21"	"34"	"0"	"1"	"0"	"4"	"4"	"37"	"3"	"4"	"58"	"7"	"9"	"536"	"Nil"
"138"	"160"	"127"	"4"	"58"	"175"	"12"	"44"	"2"	"0"	"0"	"1"	"0"	"25"	"0"	"3"	"12"	"6"	"6"	"348"	"Nil"
"139"	"160"	"128"	"47"	"142"	"57"	"5"	"112"	"7"	"3"	"2"	"1"	"3"	"19"	"3"	"4"	"155"	"32"	"13"	"605"	"Nil"
"140"	"160"	"129"	"13"	"6"	"217"	"10"	"118"	"4"	"3"	"1"	"0"	"5"	"58"	"0"	"4"	"35"	"10"	"7"	"491"	"Nil"
"141"	"160"	"130"	"5"	"123"	"36"	"5"	"24"	"0"	"1"	"1"	"1"	"0"	"12"	"3"	"2"	"11"	"3"	"0"	"227"	"Nil"
"142"	"160"	"131"	"10"	"63"	"106"	"40"	"27"	"0"	"0"	"3"	"1"	"0"	"60"	"6"	"12"	"225"	"26"	"4"	"583"	"Nil"
"143"	"160"	"132"	"1"	"48"	"29"	"0"	"149"	"4"	"0"	"2"	"2"	"1"	"15"	"11"	"20"	"273"	"12"	"14"	"581"	"Nil"
"144"	"160"	"133"	"21"	"74"	"19"	"14"	"17"	"1"	"2"	"1"	"1"	"2"	"9"	"3"	"1"	"32"	"19"	"375"	"591"	"Nil"
"145"	"160"	"134"	"20"	"64"	"34"	"3"	"89"	"7"	"0"	"1"	"1"	"1"	"8"	"9"	"2"	"61"	"16"	"391"	"707"	"Nil"
"146"	"160"	"135"	"2"	"21"	"147"	"0"	"32"	"2"	"1"	"0"	"3"	"0"	"35"	"1"	"15"	"149"	"15"	"12"	"435"	"Nil"
"147"	"160"	"136"	"9"	"18"	"83"	"36"	"21"	"2"	"2"	"1"	"0"	"0"	"25"	"2"	"9"	"254"	"15"	"18"	"495"	"Nil"
"148"	"160"	"137"	"232"	"46"	"5"	"19"	"121"	"1"	"0"	"2"	"2"	"0"	"4"	"2"	"3"	"20"	"10"	"78"	"545"	"Nil"
"149"	"160"	"138"	"14"	"7"	"1"	"1"	"13"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"24"	"12"	"100"	"176"	"Nil"
"150"	"160"	"139"	"16"	"20"	"2"	"0"	"12"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"33"	"16"	"220"	"321"	"Nil"
