"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"21"	"11"	"215"	"169"	"131"	"87"	"13"	"1"	"0"	"1"	"6"	"7"	"14"	"11"	"31"	"686"	"0"	"686"	"0"
"22"	"12"	"144"	"22"	"132"	"7"	"0"	"0"	"1"	"1"	"0"	"2"	"21"	"6"	"17"	"353"	"0"	"353"	"0"
"23"	"13"	"227"	"2"	"21"	"19"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"278"	"0"	"278"	"0"
"24"	"14"	"243"	"16"	"86"	"12"	"14"	"1"	"0"	"2"	"1"	"2"	"3"	"1"	"7"	"388"	"0"	"388"	"0"
"25"	"Total"	"2460"	"346"	"2451"	"240"	"111"	"15"	"11"	"24"	"32"	"40"	"118"	"58"	"210"	"6116"	"0"	"6116"	"0"
"26"	"B.F."	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"
"27"	"G. Total"	"2460"	"346"	"2451"	"240"	"111"	"15"	"11"	"24"	"32"	"40"	"118"	"58"	"210"	"6116"	"0"	"6116"	"0"
"28"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"Total No. of Electors in Assembly Constituency/Segment- 210416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"Name of the Assembly/segment - 114-MANJHI                                                                                                                                                                                                                                         Round No. 2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"37"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"38"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"39"	"15"	"130"	"8"	"189"	"7"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"4"	"10"	"353"	"0"	"353"	"0"
"40"	"16"	"407"	"11"	"177"	"8"	"26"	"3"	"7"	"4"	"4"	"5"	"4"	"4"	"26"	"686"	"0"	"686"	"0"
"41"	"17"	"238"	"4"	"22"	"31"	"13"	"1"	"0"	"0"	"3"	"0"	"3"	"1"	"9"	"325"	"0"	"325"	"0"
"42"	"18"	"158"	"6"	"81"	"2"	"49"	"2"	"0"	"1"	"1"	"1"	"2"	"0"	"5"	"308"	"0"	"308"	"0"
"43"	"19"	"228"	"4"	"262"	"7"	"1"	"7"	"3"	"1"	"0"	"3"	"6"	"2"	"10"	"534"	"0"	"534"	"0"
"44"	"20"	"460"	"23"	"54"	"32"	"5"	"36"	"2"	"0"	"0"	"2"	"7"	"5"	"21"	"647"	"0"	"647"	"0"
"45"	"21"	"314"	"15"	"167"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"505"	"0"	"505"	"0"
"46"	"22"	"260"	"47"	"131"	"13"	"3"	"0"	"0"	"1"	"2"	"1"	"3"	"1"	"10"	"472"	"0"	"472"	"0"
"47"	"23"	"83"	"3"	"21"	"154"	"8"	"7"	"1"	"1"	"2"	"3"	"3"	"2"	"4"	"292"	"0"	"292"	"0"
"48"	"24"	"175"	"8"	"142"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"9"	"343"	"0"	"343"	"0"
"49"	"25"	"187"	"9"	"30"	"89"	"1"	"7"	"0"	"1"	"2"	"1"	"0"	"2"	"11"	"340"	"0"	"340"	"0"
"50"	"26"	"237"	"5"	"170"	"4"	"2"	"23"	"2"	"1"	"1"	"3"	"2"	"6"	"14"	"470"	"0"	"470"	"0"
"51"	"27"	"200"	"9"	"85"	"22"	"4"	"33"	"1"	"1"	"0"	"2"	"1"	"0"	"10"	"368"	"0"	"368"	"0"
"52"	"28"	"174"	"5"	"95"	"152"	"6"	"9"	"0"	"0"	"1"	"1"	"1"	"2"	"4"	"450"	"0"	"450"	"0"
"53"	"Total"	"3251"	"157"	"1626"	"529"	"119"	"129"	"19"	"11"	"17"	"24"	"36"	"31"	"144"	"6093"	"0"	"6093"	"0"
"54"	"B.F."	"2460"	"346"	"2451"	"240"	"111"	"15"	"11"	"24"	"32"	"40"	"118"	"58"	"210"	"6116"	"0"	"6116"	"0"
"55"	"G. Total"	"5711"	"503"	"4077"	"769"	"230"	"144"	"30"	"35"	"49"	"64"	"154"	"89"	"354"	"12209"	"0"	"12209"	"0"
"56"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"[SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"59"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009 PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"60"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"61"	"Total No. of Electors in Assembly Constituency/Segment- 210416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Name of the Assembly/segment - 114-MANJHI                                                                                                                                                                                                                                         Round No. 3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"65"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"66"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"67"	"29"	"150"	"5"	"70"	"56"	"4"	"1"	"0"	"1"	"2"	"4"	"3"	"3"	"13"	"312"	"0"	"312"	"0"
"68"	"30"	"678"	"11"	"25"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"6"	"725"	"0"	"725"	"0"
"69"	"31"	"350"	"5"	"11"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"371"	"0"	"371"	"0"
"70"	"32"	"446"	"20"	"74"	"88"	"5"	"1"	"4"	"5"	"6"	"5"	"8"	"3"	"34"	"699"	"0"	"699"	"0"
"71"	"33"	"255"	"8"	"56"	"47"	"4"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"11"	"391"	"0"	"391"	"0"
"72"	"34"	"80"	"11"	"52"	"130"	"3"	"0"	"1"	"0"	"2"	"1"	"1"	"1"	"2"	"284"	"0"	"284"	"0"
"73"	"35"	"230"	"8"	"16"	"39"	"1"	"0"	"1"	"2"	"3"	"1"	"1"	"2"	"3"	"307"	"0"	"307"	"0"
"74"	"36"	"33"	"1"	"509"	"56"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"601"	"0"	"601"	"0"
"75"	"37"	"113"	"9"	"164"	"21"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"6"	"318"	"0"	"318"	"0"
"76"	"38"	"39"	"40"	"147"	"39"	"7"	"1"	"0"	"2"	"1"	"1"	"4"	"3"	"6"	"290"	"0"	"290"	"0"
"77"	"39"	"176"	"28"	"69"	"93"	"19"	"12"	"1"	"2"	"6"	"11"	"7"	"14"	"47"	"485"	"0"	"485"	"0"
"78"	"40"	"368"	"25"	"77"	"117"	"8"	"11"	"1"	"1"	"2"	"2"	"9"	"5"	"26"	"652"	"0"	"652"	"0"
"79"	"41"	"106"	"10"	"86"	"91"	"109"	"4"	"1"	"2"	"3"	"2"	"4"	"8"	"5"	"431"	"0"	"431"	"0"
"80"	"42"	"255"	"3"	"36"	"14"	"53"	"3"	"1"	"2"	"5"	"0"	"4"	"2"	"7"	"385"	"0"	"385"	"0"
"81"	"Total"	"3279"	"184"	"1392"	"792"	"215"	"40"	"11"	"18"	"34"	"29"	"42"	"46"	"169"	"6251"	"0"	"6251"	"0"
"82"	"B.F."	"5711"	"503"	"4077"	"769"	"230"	"144"	"30"	"35"	"49"	"64"	"154"	"89"	"354"	"12209"	"0"	"12209"	"0"
"83"	"G. Total"	"8990"	"687"	"5469"	"1561"	"445"	"184"	"41"	"53"	"83"	"93"	"196"	"135"	"523"	"18460"	"0"	"18460"	"0"
"84"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"86"	"]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"87"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"88"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"91"	"Total No. of Electors in Assembly Constituency/Segment- 210416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"92"	"Name of the Assembly/segment - 114-MANJHI                                                                                                                                                                                                                                         Round No. 4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"93"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"94"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"95"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"96"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"97"	"43"	"225"	"15"	"208"	"23"	"45"	"4"	"0"	"7"	"5"	"5"	"16"	"7"	"40"	"600"	"0"	"600"	"0"
"98"	"44"	"116"	"2"	"169"	"44"	"7"	"2"	"3"	"0"	"3"	"0"	"4"	"1"	"5"	"356"	"0"	"356"	"0"
"99"	"45"	"194"	"10"	"172"	"57"	"29"	"1"	"1"	"0"	"1"	"5"	"9"	"4"	"9"	"492"	"0"	"492"	"0"
"100"	"46"	"229"	"24"	"173"	"92"	"24"	"0"	"0"	"1"	"3"	"0"	"4"	"3"	"12"	"565"	"0"	"565"	"0"
"101"	"47"	"71"	"3"	"299"	"42"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"8"	"429"	"0"	"429"	"0"
"102"	"48"	"316"	"8"	"341"	"94"	"4"	"2"	"1"	"5"	"3"	"4"	"4"	"2"	"13"	"797"	"0"	"797"	"0"
"103"	"49"	"137"	"13"	"280"	"49"	"31"	"2"	"0"	"2"	"3"	"3"	"4"	"3"	"15"	"542"	"0"	"542"	"0"
"104"	"50"	"120"	"8"	"169"	"206"	"4"	"2"	"1"	"0"	"2"	"2"	"6"	"3"	"6"	"529"	"0"	"529"	"0"
"105"	"51"	"70"	"5"	"104"	"168"	"5"	"2"	"1"	"2"	"4"	"3"	"1"	"4"	"20"	"389"	"0"	"389"	"0"
"106"	"52"	"84"	"6"	"115"	"280"	"16"	"3"	"3"	"3"	"1"	"4"	"9"	"7"	"21"	"552"	"0"	"552"	"0"
"107"	"53"	"57"	"3"	"76"	"112"	"3"	"0"	"1"	"0"	"2"	"1"	"5"	"1"	"10"	"271"	"0"	"271"	"0"
"108"	"54"	"16"	"5"	"69"	"266"	"5"	"1"	"0"	"0"	"0"	"1"	"6"	"2"	"6"	"377"	"0"	"377"	"0"
"109"	"55"	"4"	"2"	"13"	"455"	"6"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"7"	"491"	"0"	"491"	"0"
"110"	"56"	"110"	"10"	"25"	"539"	"58"	"7"	"1"	"1"	"3"	"8"	"5"	"7"	"10"	"784"	"0"	"784"	"0"
"111"	"Total"	"1749"	"114"	"2213"	"2427"	"239"	"26"	"13"	"21"	"30"	"39"	"77"	"44"	"182"	"7174"	"0"	"7174"	"0"
"112"	"B.F."	"8990"	"687"	"5469"	"1561"	"445"	"184"	"41"	"53"	"83"	"93"	"196"	"135"	"523"	"18460"	"0"	"18460"	"0"
"113"	"G. Total"	"10739"	"801"	"7682"	"3988"	"684"	"210"	"54"	"74"	"113"	"132"	"273"	"179"	"705"	"25634"	"0"	"25634"	"0"
"114"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"115"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"116"	"JGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"117"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"118"	"Total No. of Electors in Assembly Constituency/Segment- 210416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"119"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"120"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"Name of the Assembly/segment - 114-MANJHI                                                                                                                                                                                                                                         Round No. 5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"122"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"123"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"124"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"125"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"126"	"57"	"103"	"12"	"176"	"70"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"3"	"372"	"0"	"372"	"0"
"127"	"58"	"94"	"11"	"125"	"50"	"20"	"3"	"2"	"4"	"0"	"2"	"10"	"3"	"8"	"332"	"0"	"332"	"0"
"128"	"59"	"94"	"13"	"173"	"15"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"3"	"303"	"0"	"303"	"0"
"129"	"60"	"274"	"9"	"187"	"27"	"2"	"1"	"2"	"2"	"4"	"1"	"2"	"1"	"5"	"517"	"0"	"517"	"0"
"130"	"61"	"187"	"13"	"174"	"14"	"1"	"1"	"0"	"4"	"4"	"4"	"14"	"3"	"19"	"438"	"0"	"438"	"0"
"131"	"62"	"169"	"12"	"206"	"126"	"12"	"3"	"0"	"2"	"3"	"8"	"4"	"7"	"24"	"576"	"0"	"576"	"0"
"132"	"63"	"198"	"9"	"343"	"34"	"9"	"3"	"0"	"1"	"2"	"1"	"4"	"0"	"10"	"614"	"0"	"614"	"0"
"133"	"64"	"196"	"12"	"189"	"30"	"5"	"10"	"3"	"2"	"4"	"5"	"11"	"3"	"40"	"510"	"0"	"510"	"0"
"134"	"65"	"111"	"7"	"208"	"34"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"4"	"4"	"386"	"0"	"386"	"0"
"135"	"66"	"107"	"4"	"172"	"7"	"2"	"1"	"1"	"0"	"0"	"6"	"8"	"6"	"26"	"340"	"0"	"340"	"0"
"136"	"67"	"270"	"18"	"152"	"8"	"3"	"4"	"3"	"0"	"2"	"3"	"5"	"2"	"20"	"490"	"0"	"490"	"0"
"137"	"68"	"159"	"7"	"46"	"22"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"1"	"5"	"245"	"0"	"245"	"0"
"138"	"69"	"42"	"2"	"325"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"373"	"0"	"373"	"0"
"139"	"70"	"55"	"7"	"299"	"59"	"15"	"1"	"0"	"0"	"2"	"2"	"1"	"2"	"0"	"443"	"0"	"443"	"0"
"140"	"Total"	"2059"	"136"	"2775"	"498"	"82"	"29"	"15"	"18"	"26"	"35"	"65"	"33"	"168"	"5939"	"0"	"5939"	"0"
"141"	"B.F."	"10739"	"801"	"7682"	"3988"	"684"	"210"	"54"	"74"	"113"	"132"	"273"	"179"	"705"	"25634"	"0"	"25634"	"0"
"142"	"G. Total"	"12798"	"937"	"10457"	"4486"	"766"	"239"	"69"	"92"	"139"	"167"	"338"	"212"	"873"	"31573"	"0"	"31573"	"0"
"143"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"144"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"146"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147"	"Total No. of Electors in Assembly Constituency/Segment- 210416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	"(To be used bothe for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"149"	"Name of the Assembly/segment - 114-MANJHI                                                                                                                                                                                                                                         Round No. 6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150"	"(in the case of election form a Parliamentary Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"151"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
"152"	""	"Umashanker Singh"	"Tarkeshwar Singh"	"Prabhu Nath Singh"	"Ravindra Nath Mishra"	"Ramesh Singh Kushwaha"	"Satyendra Kr. Sahani"	"Gautam Prasad"	"Dhurendra Ram"	"Nayan Prasad"	"Pradeep Manjhi"	"Banke Bihari Singh"	"Rajesh Kumar Singh"	"Breenda Pathak"	""	""	""	""
"153"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"154"	"71"	"88"	"11"	"162"	"45"	"6"	"0"	"0"	"0"	"5"	"0"	"1"	"0"	"2"	"320"	"0"	"320"	"0"
"155"	"72"	"93"	"9"	"270"	"25"	"5"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"410"	"0"	"410"	"0"
"156"	"73"	"132"	"16"	"307"	"3"	"6"	"0"	"1"	"0"	"4"	"3"	"0"	"0"	"6"	"478"	"0"	"478"	"0"
"157"	"74"	"142"	"18"	"232"	"32"	"50"	"2"	"1"	"3"	"3"	"7"	"4"	"6"	"9"	"509"	"0"	"509"	"0"
"158"	"75"	"59"	"3"	"40"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"9"	"118"	"0"	"118"	"0"
"159"	"76"	"77"	"5"	"75"	"154"	"2"	"2"	"1"	"3"	"2"	"1"	"0"	"3"	"6"	"331"	"0"	"331"	"0"
"160"	"77"	"48"	"1"	"8"	"17"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"80"	"0"	"80"	"0"
"161"	"78"	"192"	"6"	"118"	"19"	"0"	"0"	"1"	"1"	"2"	"4"	"8"	"0"	"23"	"374"	"0"	"374"	"0"
"162"	"79"	"259"	"12"	"30"	"18"	"12"	"1"	"3"	"0"	"0"	"5"	"6"	"4"	"15"	"365"	"0"	"365"	"0"
"163"	"80"	"188"	"13"	"151"	"24"	"1"	"0"	"0"	"0"	"0"	"1"	"6"	"1"	"5"	"390"	"0"	"390"	"0"
"164"	"81"	"268"	"1"	"43"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"319"	"0"	"319"	"0"
"165"	"82"	"304"	"5"	"16"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"333"	"0"	"333"	"0"
"166"	"83"	"311"	"11"	"136"	"26"	"36"	"4"	"7"	"4"	"4"	"2"	"3"	"8"	"12"	"564"	"0"	"564"	"0"
"167"	"84"	"96"	"7"	"96"	"67"	"38"	"0"	"0"	"0"	"6"	"5"	"7"	"8"	"26"	"356"	"0"	"356"	"0"
"168"	"Total"	"2257"	"118"	"1684"	"436"	"159"	"11"	"15"	"12"	"29"	"30"	"39"	"33"	"124"	"4947"	"0"	"4947"	"0"
"169"	"B.F."	"12798"	"937"	"10457"	"4486"	"766"	"239"	"69"	"92"	"139"	"167"	"338"	"212"	"873"	"31573"	"0"	"31573"	"0"
"170"	"G. Total"	"15055"	"1055"	"12141"	"4922"	"925"	"250"	"84"	"104"	"168"	"197"	"377"	"245"	"997"	"36520"	"0"	"36520"	"0"
"171"	"FORM 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"FINAL RESULT SHEET [SEE RULE 56C (2) (C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 19- MAHARAJGANJ PARLIAMENTARY CONSTITUENCY 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"Signature of Asstt. Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	"No. of rejected Votes"	"Total"	"No. of tendered Votes"
