"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"27"	"22"	"78"	"16"	"142"	"9"	"81"	"3"	"5"	"7"	"2"	"2"	"2"	"2"	"3"	"4"	"3"	"2"	"361"
"28"	"23"	"36"	"126"	"223"	"7"	"35"	"5"	"13"	"37"	"4"	"2"	"23"	"7"	"9"	"10"	"12"	"23"	"572"
"29"	"24"	"173"	"58"	"241"	"5"	"17"	"2"	"8"	"10"	"0"	"1"	"5"	"2"	"0"	"7"	"6"	"7"	"542"
"30"	"25"	"56"	"11"	"75"	"6"	"5"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"1"	"2"	"163"
"31"	"26"	"112"	"37"	"103"	"14"	"23"	"1"	"4"	"1"	"0"	"2"	"6"	"4"	"2"	"6"	"3"	"8"	"326"
"32"	"27"	"143"	"20"	"99"	"21"	"2"	"0"	"2"	"16"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"6"	"313"
"33"	"28"	"97"	"46"	"130"	"10"	"8"	"6"	"12"	"60"	"5"	"1"	"15"	"4"	"3"	"3"	"0"	"6"	"406"
"34"	"29"	"205"	"9"	"76"	"4"	"0"	"2"	"9"	"6"	"1"	"1"	"6"	"4"	"2"	"2"	"1"	"15"	"343"
"35"	"30"	"225"	"94"	"204"	"10"	"3"	"6"	"13"	"4"	"2"	"5"	"11"	"6"	"2"	"10"	"4"	"10"	"609"
"36"	"31"	"117"	"128"	"74"	"16"	"0"	"4"	"4"	"2"	"2"	"2"	"10"	"4"	"2"	"9"	"4"	"7"	"385"
"37"	"32"	"105"	"14"	"223"	"7"	"7"	"5"	"5"	"5"	"2"	"1"	"10"	"2"	"7"	"9"	"6"	"6"	"414"
"38"	"33"	"22"	"225"	"3"	"3"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"261"
"39"	"34"	"74"	"8"	"66"	"1"	"1"	"0"	"4"	"2"	"0"	"0"	"1"	"4"	"2"	"0"	"1"	"1"	"165"
"40"	"35"	"423"	"34"	"26"	"7"	"1"	"1"	"2"	"1"	"0"	"1"	"2"	"4"	"1"	"5"	"5"	"19"	"532"
"41"	"36"	"13"	"27"	"158"	"5"	"0"	"0"	"1"	"5"	"1"	"2"	"20"	"2"	"4"	"5"	"3"	"7"	"253"
"42"	"37"	"154"	"32"	"102"	"33"	"4"	"3"	"2"	"3"	"2"	"1"	"4"	"7"	"3"	"3"	"5"	"32"	"390"
"43"	"38"	"54"	"87"	"65"	"11"	"0"	"1"	"2"	"3"	"4"	"1"	"5"	"3"	"4"	"7"	"5"	"14"	"266"
"44"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"45"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANK AR RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDR A KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"46"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"47"	"39"	"98"	"26"	"50"	"8"	"3"	"4"	"5"	"2"	"1"	"2"	"8"	"1"	"0"	"0"	"1"	"2"	"211"
"48"	"40"	"140"	"62"	"141"	"12"	"3"	"1"	"48"	"5"	"1"	"2"	"6"	"0"	"0"	"3"	"3"	"4"	"431"
"49"	"41"	"129"	"15"	"65"	"46"	"2"	"0"	"54"	"1"	"0"	"1"	"2"	"1"	"1"	"2"	"0"	"3"	"322"
"50"	"42"	"98"	"9"	"150"	"5"	"5"	"0"	"5"	"2"	"2"	"2"	"4"	"1"	"0"	"2"	"1"	"8"	"294"
"51"	"43"	"116"	"4"	"49"	"7"	"0"	"1"	"3"	"1"	"1"	"1"	"3"	"1"	"4"	"8"	"1"	"6"	"206"
"52"	"44"	"71"	"11"	"124"	"13"	"0"	"3"	"3"	"2"	"3"	"2"	"6"	"7"	"4"	"4"	"2"	"8"	"263"
"53"	"45"	"132"	"100"	"19"	"11"	"3"	"1"	"6"	"0"	"2"	"1"	"4"	"4"	"0"	"2"	"3"	"9"	"297"
"54"	"46"	"171"	"46"	"58"	"44"	"10"	"8"	"7"	"9"	"6"	"9"	"8"	"7"	"5"	"6"	"7"	"17"	"418"
"55"	"47"	"63"	"10"	"111"	"6"	"2"	"0"	"4"	"19"	"2"	"4"	"15"	"2"	"0"	"7"	"1"	"7"	"253"
"56"	"48"	"91"	"34"	"101"	"25"	"3"	"3"	"4"	"0"	"0"	"1"	"4"	"4"	"0"	"1"	"2"	"2"	"275"
"57"	"49"	"47"	"31"	"174"	"17"	"4"	"4"	"15"	"9"	"3"	"8"	"12"	"6"	"5"	"10"	"5"	"13"	"363"
"58"	"50"	"158"	"9"	"145"	"6"	"2"	"4"	"9"	"2"	"2"	"0"	"4"	"1"	"1"	"3"	"0"	"8"	"354"
"59"	"51"	"61"	"3"	"122"	"3"	"2"	"4"	"3"	"3"	"0"	"3"	"6"	"2"	"1"	"9"	"2"	"5"	"229"
"60"	"52"	"311"	"13"	"160"	"11"	"5"	"2"	"8"	"16"	"3"	"2"	"7"	"4"	"9"	"15"	"3"	"25"	"594"
"61"	"53"	"194"	"53"	"205"	"11"	"6"	"10"	"20"	"98"	"3"	"1"	"22"	"1"	"3"	"7"	"6"	"11"	"651"
"62"	"54"	"78"	"70"	"106"	"3"	"3"	"2"	"3"	"1"	"5"	"1"	"3"	"2"	"0"	"2"	"2"	"8"	"289"
"63"	"55"	"74"	"18"	"163"	"16"	"3"	"2"	"5"	"5"	"1"	"2"	"6"	"1"	"3"	"6"	"3"	"10"	"318"
"64"	"56"	"37"	"13"	"161"	"9"	"2"	"1"	"4"	"2"	"0"	"2"	"5"	"1"	"1"	"7"	"2"	"2"	"249"
"65"	"57"	"50"	"5"	"201"	"29"	"3"	"11"	"7"	"4"	"3"	"3"	"14"	"8"	"6"	"11"	"11"	"11"	"377"
"66"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANK AR RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDR A KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"68"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"69"	"58"	"59"	"9"	"156"	"6"	"1"	"6"	"34"	"8"	"3"	"1"	"6"	"2"	"3"	"3"	"6"	"10"	"313"
"70"	"59"	"48"	"13"	"192"	"15"	"2"	"0"	"4"	"6"	"0"	"3"	"12"	"5"	"3"	"7"	"7"	"11"	"328"
"71"	"60"	"160"	"8"	"319"	"10"	"3"	"4"	"9"	"25"	"1"	"5"	"14"	"7"	"6"	"32"	"7"	"24"	"634"
"72"	"61"	"31"	"52"	"221"	"8"	"3"	"3"	"6"	"15"	"2"	"1"	"13"	"6"	"5"	"11"	"8"	"16"	"401"
"73"	"62"	"58"	"6"	"272"	"9"	"4"	"1"	"4"	"20"	"4"	"1"	"8"	"2"	"2"	"8"	"2"	"2"	"403"
"74"	"63"	"117"	"77"	"234"	"7"	"3"	"5"	"8"	"3"	"1"	"2"	"7"	"0"	"1"	"7"	"2"	"0"	"474"
"75"	"64"	"38"	"179"	"179"	"8"	"9"	"1"	"4"	"5"	"1"	"2"	"5"	"0"	"1"	"2"	"5"	"7"	"446"
"76"	"65"	"35"	"80"	"224"	"6"	"3"	"3"	"4"	"3"	"0"	"2"	"8"	"0"	"2"	"4"	"1"	"3"	"378"
"77"	"66"	"94"	"39"	"227"	"18"	"2"	"2"	"3"	"0"	"1"	"2"	"3"	"6"	"1"	"3"	"6"	"5"	"412"
"78"	"67"	"36"	"9"	"103"	"9"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"2"	"0"	"2"	"5"	"1"	"173"
"79"	"68"	"15"	"0"	"63"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"0"	"90"
"80"	"69"	"130"	"5"	"45"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"4"	"1"	"3"	"198"
"81"	"70"	"10"	"11"	"85"	"3"	"0"	"2"	"3"	"3"	"1"	"1"	"4"	"8"	"3"	"2"	"3"	"5"	"144"
"82"	"71"	"82"	"10"	"98"	"3"	"2"	"0"	"1"	"2"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"205"
"83"	"72"	"58"	"10"	"160"	"20"	"5"	"1"	"11"	"2"	"0"	"1"	"13"	"9"	"6"	"5"	"4"	"7"	"312"
"84"	"73"	"34"	"30"	"84"	"10"	"0"	"3"	"1"	"1"	"1"	"2"	"3"	"1"	"1"	"7"	"3"	"4"	"185"
"85"	"74"	"98"	"15"	"170"	"4"	"7"	"5"	"14"	"3"	"1"	"4"	"17"	"12"	"4"	"14"	"15"	"33"	"416"
"86"	"75"	"170"	"44"	"96"	"3"	"2"	"5"	"3"	"4"	"6"	"4"	"6"	"2"	"4"	"4"	"3"	"3"	"359"
"87"	"76"	"154"	"8"	"136"	"9"	"2"	"0"	"7"	"5"	"0"	"2"	"3"	"1"	"0"	"1"	"2"	"4"	"334"
"88"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"89"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANK AR RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDR A KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"90"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"91"	"77"	"42"	"5"	"54"	"2"	"0"	"0"	"4"	"7"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"124"
"92"	"78"	"160"	"93"	"44"	"14"	"4"	"3"	"1"	"20"	"3"	"2"	"2"	"2"	"0"	"2"	"6"	"9"	"365"
"93"	"79"	"48"	"102"	"98"	"5"	"2"	"1"	"3"	"2"	"1"	"0"	"4"	"2"	"3"	"4"	"5"	"5"	"285"
"94"	"80"	"67"	"14"	"80"	"12"	"1"	"4"	"5"	"1"	"2"	"1"	"3"	"1"	"1"	"1"	"2"	"5"	"200"
"95"	"81"	"128"	"46"	"221"	"9"	"4"	"3"	"8"	"1"	"1"	"1"	"3"	"0"	"1"	"7"	"5"	"3"	"441"
"96"	"82"	"45"	"2"	"110"	"1"	"3"	"1"	"2"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"1"	"170"
"97"	"83"	"215"	"15"	"305"	"10"	"11"	"0"	"4"	"4"	"2"	"0"	"6"	"4"	"1"	"8"	"7"	"10"	"602"
"98"	"84"	"283"	"38"	"182"	"9"	"1"	"2"	"4"	"16"	"4"	"1"	"9"	"3"	"2"	"8"	"11"	"25"	"598"
"99"	"85"	"115"	"3"	"161"	"15"	"11"	"2"	"5"	"1"	"0"	"2"	"6"	"7"	"2"	"7"	"5"	"23"	"365"
"100"	"86"	"16"	"8"	"11"	"7"	"3"	"9"	"7"	"5"	"15"	"6"	"5"	"39"	"29"	"278"	"45"	"205"	"688"
"101"	"87"	"77"	"7"	"167"	"11"	"0"	"1"	"6"	"5"	"2"	"1"	"9"	"6"	"2"	"5"	"3"	"9"	"311"
"102"	"88"	"66"	"8"	"138"	"6"	"9"	"3"	"1"	"1"	"0"	"1"	"11"	"2"	"4"	"3"	"0"	"5"	"258"
"103"	"89"	"136"	"39"	"115"	"16"	"0"	"3"	"4"	"3"	"0"	"6"	"4"	"3"	"0"	"1"	"3"	"4"	"337"
"104"	"90"	"220"	"43"	"52"	"5"	"8"	"7"	"7"	"12"	"4"	"4"	"5"	"1"	"3"	"3"	"4"	"11"	"389"
"105"	"91"	"84"	"7"	"129"	"5"	"2"	"1"	"3"	"2"	"0"	"1"	"4"	"5"	"0"	"9"	"4"	"6"	"262"
"106"	"92"	"181"	"18"	"147"	"1"	"2"	"2"	"5"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"5"	"4"	"370"
"107"	"93"	"98"	"31"	"128"	"6"	"1"	"1"	"12"	"4"	"5"	"6"	"5"	"5"	"2"	"10"	"9"	"17"	"340"
"108"	"94"	"72"	"10"	"114"	"7"	"1"	"1"	"3"	"1"	"0"	"0"	"4"	"0"	"1"	"1"	"1"	"3"	"219"
"109"	"95"	"77"	"79"	"172"	"23"	"16"	"10"	"18"	"14"	"4"	"6"	"10"	"5"	"1"	"1"	"6"	"5"	"447"
"110"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"111"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANK AR RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDR A KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"112"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"113"	"96"	"246"	"70"	"140"	"14"	"6"	"3"	"7"	"3"	"4"	"0"	"4"	"7"	"1"	"2"	"2"	"12"	"521"
"114"	"97"	"17"	"13"	"188"	"8"	"4"	"3"	"4"	"2"	"2"	"0"	"3"	"2"	"2"	"1"	"1"	"1"	"251"
"115"	"98"	"200"	"64"	"67"	"24"	"5"	"1"	"1"	"1"	"2"	"0"	"1"	"10"	"7"	"0"	"1"	"7"	"391"
"116"	"99"	"46"	"121"	"271"	"11"	"2"	"10"	"18"	"7"	"6"	"1"	"7"	"6"	"1"	"4"	"2"	"1"	"514"
"117"	"100"	"43"	"3"	"175"	"4"	"1"	"2"	"8"	"2"	"1"	"0"	"15"	"3"	"0"	"5"	"6"	"5"	"273"
"118"	"101"	"341"	"10"	"79"	"24"	"6"	"1"	"0"	"7"	"1"	"2"	"1"	"6"	"0"	"3"	"8"	"9"	"498"
"119"	"102"	"95"	"5"	"212"	"15"	"1"	"2"	"10"	"14"	"1"	"1"	"10"	"6"	"2"	"7"	"5"	"6"	"392"
"120"	"103"	"139"	"68"	"205"	"20"	"2"	"1"	"3"	"4"	"3"	"0"	"4"	"1"	"0"	"1"	"2"	"2"	"455"
"121"	"104"	"87"	"2"	"341"	"30"	"3"	"4"	"12"	"2"	"1"	"2"	"3"	"3"	"2"	"4"	"3"	"2"	"501"
"122"	"105"	"124"	"17"	"261"	"25"	"6"	"4"	"8"	"2"	"3"	"3"	"4"	"4"	"2"	"2"	"2"	"3"	"470"
"123"	"106"	"157"	"12"	"280"	"12"	"2"	"4"	"6"	"2"	"2"	"2"	"2"	"3"	"0"	"3"	"0"	"3"	"490"
"124"	"107"	"88"	"5"	"436"	"10"	"2"	"5"	"14"	"6"	"0"	"2"	"4"	"2"	"1"	"3"	"1"	"3"	"582"
"125"	"108"	"89"	"7"	"436"	"23"	"9"	"16"	"24"	"8"	"1"	"1"	"3"	"3"	"0"	"7"	"8"	"3"	"638"
"126"	"109"	"114"	"14"	"308"	"8"	"0"	"3"	"9"	"8"	"3"	"1"	"3"	"1"	"0"	"1"	"1"	"6"	"480"
"127"	"110"	"36"	"6"	"287"	"6"	"3"	"1"	"3"	"2"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"349"
"128"	"111"	"212"	"7"	"190"	"8"	"5"	"4"	"9"	"3"	"2"	"5"	"10"	"11"	"7"	"11"	"5"	"14"	"503"
"129"	"112"	"143"	"11"	"149"	"10"	"6"	"4"	"4"	"6"	"3"	"2"	"7"	"7"	"0"	"3"	"8"	"12"	"375"
"130"	"113"	"89"	"60"	"47"	"4"	"1"	"2"	"5"	"4"	"2"	"5"	"1"	"2"	"2"	"3"	"5"	"3"	"235"
"131"	"114"	"127"	"10"	"34"	"4"	"1"	"1"	"3"	"11"	"0"	"2"	"8"	"1"	"0"	"8"	"7"	"22"	"239"
"132"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANK AR RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDR A KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"134"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"135"	"115"	"30"	"11"	"260"	"10"	"3"	"4"	"4"	"5"	"0"	"7"	"13"	"3"	"9"	"16"	"5"	"20"	"400"
"136"	"116"	"100"	"41"	"261"	"33"	"5"	"4"	"22"	"29"	"6"	"11"	"24"	"9"	"13"	"23"	"15"	"25"	"621"
"137"	"117"	"52"	"19"	"160"	"10"	"2"	"3"	"11"	"2"	"2"	"1"	"11"	"4"	"9"	"7"	"6"	"17"	"316"
"138"	"118"	"58"	"22"	"142"	"7"	"1"	"2"	"10"	"22"	"5"	"3"	"12"	"2"	"2"	"6"	"5"	"16"	"315"
"139"	"119"	"176"	"7"	"226"	"11"	"1"	"3"	"7"	"5"	"0"	"1"	"5"	"3"	"4"	"11"	"6"	"20"	"486"
"140"	"120"	"199"	"4"	"104"	"13"	"3"	"2"	"2"	"5"	"1"	"2"	"7"	"4"	"2"	"9"	"4"	"10"	"371"
"141"	"121"	"64"	"8"	"146"	"7"	"0"	"3"	"8"	"14"	"1"	"3"	"10"	"3"	"2"	"5"	"1"	"7"	"282"
"142"	"122"	"13"	"3"	"173"	"2"	"2"	"5"	"15"	"3"	"2"	"1"	"17"	"1"	"2"	"10"	"4"	"14"	"267"
"143"	"123"	"44"	"36"	"420"	"23"	"3"	"7"	"16"	"9"	"3"	"3"	"28"	"2"	"1"	"15"	"11"	"20"	"641"
"144"	"124"	"46"	"28"	"378"	"8"	"1"	"3"	"9"	"1"	"2"	"0"	"3"	"3"	"0"	"4"	"3"	"5"	"494"
"145"	"125"	"347"	"26"	"266"	"8"	"2"	"5"	"9"	"8"	"2"	"3"	"10"	"5"	"5"	"8"	"10"	"11"	"725"
"146"	"126"	"14"	"71"	"177"	"11"	"2"	"4"	"7"	"2"	"1"	"3"	"10"	"5"	"2"	"9"	"9"	"13"	"340"
"147"	"127"	"159"	"25"	"132"	"6"	"1"	"0"	"6"	"1"	"1"	"1"	"9"	"2"	"2"	"6"	"5"	"12"	"368"
"148"	"128"	"33"	"83"	"56"	"1"	"1"	"0"	"0"	"0"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"3"	"186"
"149"	"129"	"65"	"34"	"201"	"8"	"1"	"0"	"5"	"6"	"0"	"0"	"4"	"3"	"7"	"6"	"5"	"5"	"350"
"150"	"130"	"59"	"11"	"106"	"3"	"0"	"1"	"4"	"6"	"1"	"1"	"3"	"3"	"0"	"2"	"2"	"1"	"203"
"151"	"131"	"90"	"13"	"146"	"11"	"2"	"1"	"6"	"2"	"0"	"0"	"3"	"2"	"0"	"6"	"5"	"8"	"295"
"152"	"132"	"92"	"25"	"17"	"7"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"3"	"1"	"2"	"2"	"7"	"160"
"153"	"133"	"122"	"39"	"49"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"1"	"3"	"0"	"2"	"14"	"239"
"154"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANK AR RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDR A KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"156"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"157"	"134"	"110"	"113"	"201"	"15"	"14"	"5"	"4"	"6"	"3"	"4"	"7"	"8"	"5"	"2"	"4"	"6"	"507"
"158"	"135"	"82"	"54"	"42"	"11"	"5"	"2"	"3"	"3"	"1"	"1"	"6"	"1"	"4"	"2"	"7"	"17"	"241"
"159"	"136"	"95"	"103"	"61"	"6"	"2"	"1"	"4"	"3"	"4"	"3"	"1"	"9"	"2"	"4"	"4"	"1"	"303"
"160"	"137"	"133"	"27"	"45"	"29"	"1"	"0"	"3"	"1"	"1"	"3"	"6"	"5"	"1"	"5"	"6"	"7"	"273"
"161"	"138"	"47"	"4"	"116"	"5"	"1"	"1"	"3"	"0"	"1"	"1"	"3"	"1"	"3"	"8"	"1"	"4"	"199"
"162"	"139"	"161"	"10"	"56"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"3"	"2"	"8"	"246"
"163"	"140"	"110"	"15"	"177"	"47"	"5"	"4"	"7"	"7"	"0"	"1"	"5"	"5"	"2"	"4"	"9"	"2"	"400"
"164"	"141"	"101"	"120"	"204"	"10"	"2"	"4"	"10"	"6"	"3"	"0"	"3"	"0"	"2"	"6"	"2"	"5"	"478"
"165"	"142"	"122"	"63"	"241"	"4"	"4"	"2"	"3"	"2"	"0"	"1"	"10"	"3"	"1"	"5"	"4"	"2"	"467"
