"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"32"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"33"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"34"	"23"	"560"	"26"	"10"	"3"	"4"	"2"	"3"	"3"	"1"	"1"	"2"	"1"	"17"	"0"	"9"	"42"	"14"	"9"	"1"	"2"	"710"	"0"	"710"
"35"	"24"	"369"	"12"	"6"	"1"	"0"	"3"	"2"	"1"	"1"	"1"	"3"	"2"	"2"	"0"	"3"	"20"	"6"	"7"	"0"	"0"	"439"	"0"	"439"
"36"	"25"	"212"	"10"	"4"	"0"	"1"	"1"	"8"	"0"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"5"	"3"	"11"	"0"	"1"	"268"	"0"	"268"
"37"	"26"	"182"	"14"	"2"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"4"	"3"	"5"	"19"	"171"	"7"	"12"	"428"	"0"	"428"
"38"	"27"	"205"	"8"	"34"	"0"	"1"	"3"	"0"	"2"	"4"	"5"	"17"	"5"	"9"	"15"	"10"	"41"	"11"	"134"	"5"	"0"	"509"	"0"	"509"
"39"	"28"	"247"	"3"	"3"	"0"	"2"	"0"	"3"	"1"	"0"	"0"	"5"	"1"	"2"	"1"	"3"	"22"	"7"	"48"	"3"	"1"	"352"	"0"	"352"
"40"	"29"	"336"	"72"	"10"	"1"	"0"	"0"	"2"	"0"	"2"	"7"	"3"	"1"	"0"	"1"	"2"	"3"	"6"	"7"	"0"	"1"	"454"	"0"	"454"
"41"	"30"	"189"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"2"	"0"	"0"	"1"	"11"	"0"	"1"	"213"	"0"	"213"
"42"	"31"	"279"	"28"	"7"	"1"	"0"	"2"	"2"	"0"	"0"	"15"	"13"	"9"	"1"	"5"	"6"	"28"	"43"	"132"	"7"	"14"	"592"	"0"	"592"
"43"	"32"	"426"	"87"	"8"	"3"	"4"	"4"	"2"	"8"	"3"	"8"	"7"	"6"	"6"	"6"	"6"	"49"	"16"	"75"	"3"	"4"	"731"	"0"	"731"
"44"	"33"	"277"	"6"	"3"	"2"	"1"	"1"	"6"	"2"	"4"	"3"	"19"	"5"	"4"	"6"	"1"	"12"	"49"	"353"	"12"	"17"	"783"	"0"	"783"
"45"	"34"	"108"	"5"	"28"	"3"	"2"	"2"	"2"	"3"	"2"	"7"	"22"	"4"	"6"	"13"	"3"	"15"	"14"	"197"	"9"	"10"	"455"	"0"	"455"
"46"	"35"	"659"	"27"	"10"	"0"	"4"	"4"	"2"	"2"	"3"	"1"	"6"	"7"	"1"	"3"	"0"	"6"	"4"	"56"	"7"	"3"	"805"	"0"	"805"
"47"	"36"	"273"	"8"	"14"	"1"	"0"	"3"	"3"	"5"	"10"	"2"	"23"	"6"	"8"	"3"	"1"	"35"	"15"	"75"	"4"	"6"	"495"	"0"	"495"
"48"	"37"	"375"	"15"	"15"	"1"	"1"	"2"	"3"	"0"	"2"	"4"	"6"	"0"	"3"	"3"	"3"	"31"	"12"	"115"	"2"	"3"	"596"	"0"	"596"
"49"	"38"	"342"	"15"	"8"	"0"	"0"	"4"	"2"	"3"	"3"	"5"	"13"	"2"	"2"	"4"	"2"	"21"	"6"	"93"	"2"	"1"	"528"	"0"	"528"
"50"	"39"	"174"	"18"	"21"	"2"	"1"	"3"	"1"	"6"	"5"	"2"	"18"	"2"	"4"	"8"	"8"	"21"	"36"	"156"	"14"	"6"	"506"	"0"	"506"
"51"	"40"	"383"	"14"	"4"	"4"	"1"	"37"	"4"	"4"	"7"	"12"	"22"	"8"	"9"	"13"	"13"	"59"	"18"	"87"	"5"	"4"	"708"	"0"	"708"
"52"	"41"	"177"	"83"	"3"	"0"	"1"	"9"	"0"	"1"	"2"	"5"	"9"	"0"	"2"	"2"	"4"	"10"	"3"	"54"	"4"	"0"	"369"	"0"	"369"
"53"	"42"	"172"	"62"	"21"	"1"	"1"	"1"	"1"	"2"	"4"	"5"	"5"	"8"	"13"	"2"	"7"	"31"	"2"	"50"	"2"	"1"	"391"	"0"	"391"
"54"	"43"	"581"	"34"	"17"	"4"	"1"	"4"	"0"	"1"	"3"	"8"	"7"	"4"	"1"	"5"	"2"	"10"	"9"	"103"	"5"	"3"	"802"	"0"	"802"
"55"	"44"	"173"	"9"	"8"	"2"	"0"	"0"	"23"	"2"	"2"	"1"	"8"	"2"	"2"	"7"	"7"	"16"	"13"	"34"	"1"	"3"	"313"	"0"	"313"
"56"	"45"	"156"	"172"	"29"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"5"	"0"	"5"	"2"	"4"	"0"	"0"	"381"	"0"	"381"
"57"	"46"	"245"	"5"	"13"	"2"	"1"	"5"	"0"	"4"	"3"	"5"	"21"	"3"	"6"	"6"	"4"	"22"	"13"	"149"	"9"	"4"	"520"	"0"	"520"
"58"	"47"	"291"	"15"	"3"	"3"	"4"	"3"	"1"	"1"	"0"	"0"	"5"	"2"	"3"	"2"	"1"	"2"	"7"	"63"	"2"	"0"	"408"	"0"	"408"
"59"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"60"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"61"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"63"	"48"	"72"	"14"	"16"	"8"	"2"	"52"	"1"	"1"	"7"	"6"	"28"	"2"	"2"	"11"	"6"	"7"	"27"	"347"	"29"	"11"	"649"	"0"	"649"
"64"	"49"	"197"	"14"	"2"	"2"	"29"	"15"	"3"	"1"	"4"	"2"	"14"	"1"	"5"	"3"	"5"	"10"	"30"	"211"	"8"	"8"	"564"	"0"	"564"
"65"	"50"	"381"	"19"	"10"	"3"	"3"	"20"	"2"	"1"	"10"	"2"	"8"	"5"	"3"	"4"	"7"	"27"	"13"	"25"	"2"	"1"	"546"	"0"	"546"
"66"	"51"	"414"	"20"	"13"	"3"	"1"	"10"	"2"	"1"	"3"	"6"	"12"	"20"	"6"	"4"	"2"	"19"	"24"	"44"	"3"	"5"	"612"	"0"	"612"
"67"	"52"	"143"	"5"	"9"	"8"	"2"	"59"	"5"	"4"	"3"	"3"	"24"	"4"	"0"	"3"	"4"	"8"	"13"	"261"	"14"	"7"	"579"	"0"	"579"
"68"	"53"	"6"	"7"	"2"	"0"	"0"	"2"	"0"	"4"	"6"	"3"	"5"	"1"	"3"	"4"	"4"	"1"	"12"	"400"	"25"	"9"	"494"	"0"	"494"
"69"	"54"	"14"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"9"	"4"	"2"	"1"	"1"	"1"	"4"	"185"	"2"	"0"	"227"	"0"	"227"
"70"	"55"	"180"	"9"	"6"	"3"	"0"	"2"	"4"	"0"	"0"	"0"	"4"	"2"	"1"	"1"	"1"	"3"	"10"	"156"	"10"	"4"	"396"	"0"	"396"
"71"	"56"	"326"	"11"	"5"	"0"	"0"	"4"	"1"	"1"	"2"	"6"	"9"	"1"	"0"	"3"	"0"	"5"	"4"	"119"	"3"	"5"	"505"	"0"	"505"
"72"	"57"	"88"	"7"	"3"	"0"	"2"	"1"	"3"	"2"	"3"	"1"	"9"	"2"	"2"	"6"	"3"	"1"	"9"	"193"	"10"	"3"	"348"	"0"	"348"
"73"	"58"	"463"	"24"	"11"	"5"	"2"	"5"	"1"	"2"	"4"	"3"	"14"	"2"	"3"	"2"	"5"	"13"	"17"	"144"	"7"	"0"	"727"	"0"	"727"
"74"	"59"	"227"	"4"	"5"	"5"	"2"	"12"	"2"	"6"	"10"	"7"	"27"	"4"	"9"	"9"	"8"	"20"	"15"	"260"	"17"	"10"	"659"	"0"	"659"
"75"	"60"	"90"	"6"	"4"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"5"	"1"	"1"	"3"	"1"	"3"	"11"	"131"	"2"	"3"	"266"	"0"	"266"
"76"	"61"	"180"	"8"	"6"	"0"	"0"	"1"	"0"	"2"	"2"	"6"	"4"	"3"	"0"	"1"	"1"	"2"	"6"	"116"	"1"	"0"	"339"	"0"	"339"
"77"	"62"	"390"	"20"	"2"	"2"	"1"	"0"	"2"	"1"	"3"	"2"	"7"	"2"	"6"	"4"	"9"	"27"	"17"	"182"	"3"	"1"	"681"	"0"	"681"
"78"	"63"	"236"	"8"	"3"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"16"	"9"	"9"	"1"	"0"	"291"	"0"	"291"
"79"	"64"	"406"	"52"	"7"	"7"	"5"	"5"	"4"	"2"	"7"	"9"	"19"	"5"	"7"	"5"	"7"	"49"	"14"	"142"	"8"	"1"	"761"	"0"	"761"
"80"	"65"	"25"	"10"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"6"	"580"	"2"	"2"	"631"	"0"	"631"
"81"	"66"	"419"	"82"	"8"	"3"	"4"	"21"	"3"	"1"	"3"	"2"	"6"	"0"	"2"	"1"	"0"	"4"	"6"	"40"	"5"	"2"	"612"	"0"	"612"
"82"	"67"	"360"	"261"	"80"	"7"	"2"	"0"	"3"	"2"	"2"	"5"	"2"	"2"	"1"	"2"	"4"	"4"	"6"	"5"	"1"	"1"	"750"	"0"	"750"
"83"	"68"	"416"	"33"	"3"	"5"	"1"	"92"	"2"	"1"	"8"	"4"	"16"	"2"	"3"	"11"	"8"	"30"	"25"	"86"	"2"	"1"	"749"	"0"	"749"
"84"	"69"	"236"	"24"	"15"	"3"	"2"	"31"	"3"	"0"	"1"	"2"	"8"	"2"	"7"	"7"	"5"	"13"	"31"	"343"	"18"	"6"	"757"	"0"	"757"
"85"	"70"	"129"	"12"	"10"	"2"	"5"	"9"	"4"	"8"	"6"	"4"	"23"	"7"	"11"	"2"	"6"	"27"	"21"	"233"	"12"	"8"	"539"	"0"	"539"
"86"	"71"	"50"	"5"	"3"	"1"	"1"	"3"	"1"	"2"	"5"	"0"	"8"	"2"	"2"	"0"	"0"	"6"	"10"	"255"	"12"	"3"	"369"	"0"	"369"
"87"	"72"	"45"	"11"	"11"	"2"	"1"	"3"	"0"	"0"	"5"	"2"	"4"	"0"	"2"	"0"	"4"	"3"	"21"	"467"	"29"	"11"	"621"	"0"	"621"
"88"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"89"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"90"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"91"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"92"	"73"	"94"	"10"	"27"	"1"	"1"	"10"	"2"	"2"	"1"	"3"	"16"	"0"	"2"	"5"	"3"	"4"	"25"	"337"	"18"	"4"	"565"	"0"	"565"
"93"	"74"	"198"	"5"	"12"	"2"	"0"	"21"	"1"	"6"	"1"	"4"	"12"	"1"	"3"	"1"	"2"	"3"	"18"	"318"	"13"	"5"	"626"	"0"	"626"
"94"	"75"	"45"	"5"	"25"	"0"	"3"	"2"	"3"	"1"	"3"	"3"	"26"	"4"	"6"	"7"	"5"	"8"	"23"	"290"	"18"	"7"	"484"	"0"	"484"
"95"	"76"	"61"	"7"	"3"	"1"	"0"	"1"	"3"	"0"	"1"	"0"	"12"	"1"	"2"	"2"	"4"	"8"	"29"	"365"	"13"	"3"	"516"	"0"	"516"
"96"	"77"	"102"	"4"	"20"	"2"	"3"	"21"	"2"	"1"	"4"	"5"	"13"	"2"	"1"	"3"	"3"	"6"	"29"	"399"	"17"	"11"	"648"	"0"	"648"
"97"	"78"	"127"	"1"	"10"	"0"	"0"	"1"	"0"	"1"	"6"	"2"	"13"	"1"	"8"	"6"	"5"	"12"	"23"	"184"	"13"	"3"	"416"	"0"	"416"
"98"	"79"	"8"	"9"	"4"	"0"	"0"	"8"	"0"	"2"	"0"	"3"	"10"	"0"	"2"	"2"	"1"	"4"	"4"	"341"	"9"	"2"	"409"	"0"	"409"
"99"	"80"	"7"	"6"	"3"	"3"	"2"	"0"	"1"	"3"	"3"	"3"	"17"	"4"	"2"	"1"	"2"	"10"	"4"	"330"	"7"	"3"	"411"	"0"	"411"
"100"	"81"	"363"	"12"	"11"	"2"	"3"	"0"	"0"	"0"	"1"	"2"	"15"	"2"	"4"	"5"	"3"	"28"	"1"	"57"	"2"	"1"	"512"	"0"	"512"
"101"	"82"	"374"	"21"	"3"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"6"	"1"	"3"	"4"	"9"	"22"	"17"	"89"	"4"	"2"	"561"	"0"	"561"
"102"	"83"	"212"	"8"	"10"	"8"	"7"	"8"	"4"	"2"	"9"	"10"	"20"	"5"	"9"	"6"	"15"	"18"	"31"	"350"	"27"	"17"	"776"	"0"	"776"
"103"	"84"	"297"	"18"	"3"	"1"	"2"	"0"	"6"	"6"	"4"	"7"	"18"	"6"	"7"	"18"	"22"	"67"	"37"	"138"	"12"	"24"	"693"	"0"	"693"
"104"	"85"	"201"	"39"	"9"	"0"	"1"	"3"	"0"	"1"	"3"	"2"	"11"	"3"	"3"	"3"	"6"	"16"	"17"	"344"	"19"	"1"	"682"	"0"	"682"
"105"	"86"	"113"	"0"	"7"	"2"	"2"	"2"	"1"	"3"	"2"	"5"	"26"	"3"	"6"	"1"	"4"	"20"	"6"	"214"	"14"	"7"	"438"	"0"	"438"
"106"	"87"	"331"	"11"	"2"	"1"	"5"	"2"	"1"	"2"	"2"	"5"	"4"	"2"	"2"	"1"	"4"	"19"	"10"	"73"	"3"	"5"	"485"	"0"	"485"
"107"	"88"	"129"	"6"	"7"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"8"	"0"	"1"	"3"	"5"	"13"	"13"	"155"	"8"	"0"	"352"	"0"	"352"
"108"	"89"	"278"	"8"	"30"	"1"	"3"	"2"	"0"	"1"	"0"	"3"	"7"	"1"	"3"	"2"	"1"	"6"	"10"	"20"	"4"	"0"	"380"	"0"	"380"
"109"	"90"	"523"	"19"	"33"	"1"	"2"	"2"	"6"	"3"	"4"	"4"	"12"	"8"	"5"	"7"	"11"	"63"	"4"	"47"	"2"	"1"	"757"	"0"	"757"
"110"	"91"	"478"	"11"	"2"	"4"	"2"	"0"	"0"	"0"	"2"	"3"	"2"	"2"	"1"	"2"	"2"	"29"	"10"	"25"	"0"	"6"	"581"	"0"	"581"
"111"	"92"	"350"	"48"	"6"	"0"	"4"	"3"	"0"	"3"	"4"	"5"	"15"	"3"	"2"	"2"	"3"	"8"	"18"	"218"	"15"	"8"	"715"	"0"	"715"
"112"	"93"	"346"	"27"	"5"	"0"	"4"	"2"	"2"	"3"	"7"	"12"	"17"	"2"	"7"	"3"	"7"	"16"	"12"	"218"	"7"	"3"	"700"	"0"	"700"
"113"	"94"	"440"	"11"	"7"	"0"	"1"	"1"	"0"	"1"	"6"	"2"	"13"	"2"	"4"	"2"	"6"	"18"	"23"	"155"	"6"	"6"	"704"	"0"	"704"
"114"	"95"	"428"	"101"	"10"	"2"	"2"	"0"	"25"	"4"	"6"	"8"	"10"	"2"	"12"	"4"	"3"	"28"	"19"	"82"	"3"	"5"	"754"	"0"	"754"
"115"	"96"	"592"	"33"	"5"	"4"	"2"	"4"	"4"	"3"	"6"	"2"	"13"	"1"	"4"	"5"	"4"	"21"	"14"	"78"	"2"	"2"	"799"	"0"	"799"
"116"	"97"	"402"	"15"	"7"	"1"	"1"	"1"	"1"	"3"	"8"	"1"	"12"	"4"	"8"	"4"	"5"	"31"	"14"	"56"	"4"	"0"	"578"	"0"	"578"
"117"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
