"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"27"	"22"	"76"	"18"	"256"	"14"	"6"	"9"	"16"	"61"	"9"	"8"	"34"	"7"	"8"	"13"	"18"	"22"	"575"
"28"	"23"	"35"	"67"	"112"	"4"	"6"	"4"	"12"	"23"	"2"	"1"	"7"	"0"	"0"	"2"	"5"	"2"	"282"
"29"	"24"	"67"	"32"	"128"	"4"	"2"	"6"	"6"	"5"	"3"	"11"	"12"	"2"	"5"	"3"	"5"	"11"	"302"
"30"	"25"	"115"	"6"	"179"	"11"	"0"	"2"	"8"	"8"	"0"	"4"	"8"	"2"	"1"	"1"	"5"	"6"	"356"
"31"	"26"	"77"	"69"	"274"	"23"	"3"	"3"	"4"	"16"	"1"	"1"	"14"	"1"	"1"	"2"	"1"	"4"	"494"
"32"	"27"	"17"	"8"	"198"	"5"	"4"	"1"	"7"	"34"	"0"	"0"	"22"	"1"	"4"	"8"	"6"	"6"	"321"
"33"	"28"	"92"	"7"	"185"	"7"	"1"	"3"	"4"	"5"	"2"	"1"	"9"	"6"	"0"	"5"	"5"	"8"	"340"
"34"	"29"	"34"	"9"	"138"	"8"	"0"	"5"	"4"	"14"	"2"	"1"	"10"	"3"	"5"	"6"	"7"	"4"	"250"
"35"	"30"	"70"	"115"	"67"	"6"	"1"	"1"	"4"	"2"	"0"	"1"	"6"	"0"	"1"	"0"	"4"	"2"	"280"
"36"	"31"	"62"	"15"	"162"	"11"	"0"	"3"	"6"	"7"	"2"	"2"	"11"	"2"	"1"	"0"	"1"	"5"	"290"
"37"	"32"	"91"	"14"	"106"	"2"	"2"	"3"	"3"	"2"	"5"	"1"	"8"	"0"	"1"	"6"	"5"	"3"	"252"
"38"	"33"	"18"	"78"	"347"	"13"	"1"	"3"	"3"	"8"	"4"	"1"	"13"	"0"	"1"	"3"	"2"	"2"	"497"
"39"	"34"	"70"	"48"	"206"	"10"	"0"	"1"	"10"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"353"
"40"	"35"	"189"	"6"	"59"	"4"	"0"	"7"	"3"	"3"	"0"	"1"	"6"	"2"	"1"	"6"	"4"	"32"	"323"
"41"	"36"	"126"	"18"	"90"	"4"	"1"	"3"	"10"	"13"	"3"	"2"	"6"	"1"	"3"	"0"	"4"	"1"	"285"
"42"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"43"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"44"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"45"	"37"	"37"	"5"	"25"	"1"	"1"	"1"	"7"	"5"	"0"	"1"	"4"	"1"	"0"	"3"	"0"	"3"	"94"
"46"	"38"	"31"	"10"	"169"	"13"	"4"	"7"	"14"	"24"	"3"	"3"	"7"	"1"	"1"	"1"	"3"	"0"	"291"
"47"	"39"	"31"	"1"	"11"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"47"
"48"	"40"	"5"	"3"	"287"	"2"	"1"	"1"	"2"	"0"	"0"	"2"	"2"	"1"	"3"	"7"	"5"	"4"	"325"
"49"	"41"	"18"	"18"	"305"	"12"	"2"	"0"	"3"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"1"	"2"	"367"
"50"	"42"	"77"	"66"	"159"	"31"	"8"	"1"	"5"	"1"	"4"	"4"	"9"	"5"	"3"	"9"	"11"	"12"	"405"
"51"	"43"	"17"	"6"	"156"	"13"	"2"	"3"	"2"	"1"	"1"	"7"	"4"	"1"	"0"	"0"	"1"	"1"	"215"
"52"	"44"	"105"	"8"	"61"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"7"	"7"	"196"
"53"	"45"	"125"	"83"	"154"	"11"	"2"	"1"	"5"	"9"	"1"	"2"	"5"	"3"	"1"	"5"	"6"	"10"	"423"
"54"	"46"	"252"	"66"	"115"	"12"	"2"	"3"	"5"	"13"	"2"	"0"	"2"	"1"	"0"	"3"	"3"	"3"	"482"
"55"	"47"	"96"	"41"	"140"	"27"	"3"	"4"	"14"	"20"	"4"	"12"	"23"	"6"	"4"	"16"	"9"	"15"	"434"
"56"	"48"	"138"	"72"	"119"	"7"	"6"	"4"	"5"	"3"	"1"	"3"	"7"	"2"	"4"	"6"	"7"	"13"	"397"
"57"	"49"	"95"	"21"	"165"	"12"	"4"	"1"	"8"	"5"	"3"	"0"	"5"	"5"	"2"	"5"	"7"	"15"	"353"
"58"	"50"	"44"	"7"	"369"	"12"	"6"	"4"	"17"	"15"	"1"	"1"	"8"	"1"	"0"	"2"	"4"	"2"	"493"
"59"	"51"	"79"	"7"	"121"	"8"	"1"	"1"	"8"	"17"	"1"	"3"	"16"	"3"	"2"	"4"	"5"	"4"	"280"
"60"	"52"	"66"	"90"	"97"	"5"	"5"	"0"	"12"	"13"	"0"	"2"	"5"	"1"	"1"	"4"	"1"	"3"	"305"
"61"	"53"	"56"	"6"	"38"	"8"	"1"	"0"	"5"	"17"	"0"	"2"	"6"	"2"	"1"	"2"	"4"	"10"	"158"
"62"	"54"	"263"	"33"	"129"	"12"	"0"	"4"	"6"	"5"	"0"	"7"	"5"	"2"	"1"	"0"	"0"	"1"	"468"
"63"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"65"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"66"	"55"	"69"	"20"	"195"	"4"	"0"	"1"	"3"	"0"	"0"	"0"	"9"	"2"	"2"	"9"	"4"	"10"	"328"
"67"	"56"	"30"	"56"	"186"	"9"	"1"	"2"	"132"	"5"	"2"	"7"	"11"	"4"	"5"	"2"	"4"	"4"	"460"
"68"	"57"	"58"	"9"	"331"	"4"	"4"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"1"	"5"	"2"	"2"	"422"
"69"	"58"	"9"	"11"	"177"	"5"	"2"	"2"	"4"	"4"	"1"	"1"	"7"	"1"	"1"	"6"	"7"	"3"	"241"
"70"	"59"	"145"	"10"	"107"	"22"	"0"	"2"	"7"	"7"	"2"	"3"	"6"	"0"	"3"	"3"	"5"	"6"	"328"
"71"	"60"	"292"	"45"	"103"	"21"	"1"	"1"	"10"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"482"
"72"	"61"	"41"	"98"	"194"	"61"	"25"	"5"	"11"	"5"	"3"	"0"	"12"	"3"	"2"	"3"	"3"	"10"	"476"
"73"	"62"	"54"	"87"	"203"	"14"	"4"	"3"	"6"	"5"	"2"	"5"	"20"	"2"	"3"	"10"	"7"	"10"	"435"
"74"	"63"	"117"	"41"	"212"	"7"	"0"	"2"	"8"	"4"	"2"	"5"	"10"	"1"	"1"	"1"	"1"	"9"	"421"
"75"	"64"	"112"	"27"	"92"	"9"	"5"	"2"	"8"	"5"	"1"	"0"	"8"	"2"	"1"	"2"	"1"	"1"	"276"
"76"	"65"	"109"	"129"	"36"	"16"	"1"	"0"	"4"	"47"	"3"	"2"	"5"	"1"	"3"	"4"	"3"	"6"	"369"
"77"	"66"	"135"	"24"	"192"	"14"	"3"	"0"	"5"	"4"	"2"	"2"	"10"	"3"	"2"	"8"	"7"	"11"	"422"
"78"	"67"	"230"	"35"	"155"	"23"	"1"	"0"	"9"	"5"	"2"	"1"	"12"	"5"	"9"	"5"	"8"	"18"	"518"
"79"	"68"	"140"	"9"	"188"	"14"	"4"	"1"	"9"	"13"	"1"	"4"	"7"	"5"	"2"	"0"	"4"	"4"	"405"
"80"	"69"	"125"	"50"	"129"	"6"	"0"	"1"	"5"	"1"	"1"	"1"	"4"	"0"	"0"	"4"	"1"	"7"	"335"
"81"	"70"	"61"	"60"	"91"	"71"	"2"	"1"	"4"	"10"	"2"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"308"
"82"	"71"	"16"	"16"	"188"	"58"	"2"	"5"	"3"	"11"	"2"	"5"	"5"	"2"	"3"	"3"	"5"	"4"	"328"
"83"	"72"	"90"	"49"	"81"	"35"	"1"	"5"	"8"	"12"	"2"	"2"	"9"	"0"	"0"	"1"	"0"	"1"	"296"
"84"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"86"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"87"	"73"	"50"	"10"	"185"	"9"	"1"	"5"	"5"	"13"	"1"	"3"	"3"	"1"	"0"	"1"	"0"	"1"	"288"
"88"	"74"	"70"	"8"	"79"	"9"	"0"	"2"	"2"	"1"	"1"	"0"	"2"	"6"	"4"	"8"	"7"	"9"	"208"
"89"	"75"	"149"	"11"	"148"	"19"	"18"	"3"	"12"	"1"	"1"	"1"	"16"	"3"	"3"	"6"	"7"	"15"	"413"
"90"	"76"	"199"	"53"	"115"	"16"	"1"	"2"	"1"	"6"	"0"	"0"	"5"	"0"	"1"	"16"	"2"	"7"	"424"
"91"	"77"	"51"	"14"	"162"	"7"	"3"	"2"	"3"	"1"	"1"	"1"	"11"	"5"	"0"	"2"	"6"	"3"	"272"
"92"	"78"	"100"	"32"	"141"	"58"	"5"	"0"	"10"	"2"	"1"	"3"	"8"	"2"	"1"	"2"	"2"	"1"	"368"
"93"	"79"	"67"	"15"	"149"	"21"	"12"	"8"	"5"	"8"	"0"	"0"	"8"	"1"	"3"	"5"	"7"	"3"	"312"
"94"	"80"	"134"	"71"	"225"	"18"	"14"	"5"	"5"	"2"	"1"	"4"	"12"	"2"	"2"	"4"	"3"	"11"	"513"
"95"	"81"	"122"	"3"	"119"	"35"	"0"	"0"	"7"	"1"	"1"	"1"	"5"	"3"	"0"	"0"	"3"	"4"	"304"
"96"	"82"	"57"	"8"	"72"	"9"	"1"	"2"	"4"	"1"	"0"	"3"	"5"	"2"	"0"	"1"	"0"	"2"	"167"
"97"	"83"	"128"	"6"	"150"	"36"	"4"	"1"	"5"	"1"	"6"	"5"	"3"	"3"	"1"	"5"	"15"	"6"	"375"
"98"	"84"	"262"	"66"	"45"	"42"	"2"	"1"	"4"	"14"	"2"	"2"	"3"	"1"	"2"	"0"	"6"	"4"	"456"
"99"	"85"	"168"	"15"	"126"	"28"	"1"	"2"	"5"	"0"	"2"	"2"	"5"	"1"	"1"	"1"	"2"	"5"	"364"
"100"	"86"	"62"	"13"	"221"	"23"	"4"	"6"	"8"	"59"	"4"	"4"	"12"	"2"	"3"	"2"	"6"	"16"	"445"
"101"	"87"	"108"	"50"	"59"	"50"	"6"	"2"	"11"	"2"	"1"	"1"	"8"	"4"	"2"	"4"	"4"	"3"	"315"
"102"	"88"	"142"	"28"	"19"	"119"	"5"	"0"	"25"	"5"	"2"	"5"	"2"	"4"	"2"	"2"	"3"	"10"	"373"
"103"	"89"	"148"	"12"	"103"	"52"	"1"	"2"	"5"	"4"	"2"	"3"	"2"	"3"	"1"	"1"	"4"	"4"	"347"
"104"	"90"	"215"	"6"	"10"	"28"	"0"	"1"	"3"	"5"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"274"
"105"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"106"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"107"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"108"	"91"	"85"	"1"	"99"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"2"	"1"	"3"	"207"
"109"	"92"	"118"	"9"	"129"	"11"	"3"	"3"	"6"	"5"	"1"	"1"	"1"	"2"	"2"	"3"	"2"	"5"	"301"
"110"	"93"	"85"	"79"	"78"	"5"	"1"	"2"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"260"
"111"	"94"	"50"	"32"	"227"	"16"	"2"	"1"	"4"	"2"	"1"	"1"	"7"	"4"	"2"	"8"	"6"	"5"	"368"
"112"	"95"	"34"	"27"	"162"	"8"	"2"	"2"	"3"	"3"	"2"	"0"	"1"	"0"	"2"	"3"	"2"	"2"	"253"
"113"	"96"	"74"	"15"	"165"	"19"	"2"	"4"	"6"	"2"	"0"	"3"	"4"	"1"	"0"	"3"	"1"	"5"	"304"
"114"	"97"	"55"	"18"	"181"	"7"	"4"	"2"	"7"	"4"	"6"	"1"	"8"	"4"	"3"	"1"	"2"	"6"	"309"
"115"	"98"	"69"	"18"	"138"	"17"	"3"	"1"	"3"	"2"	"1"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"258"
"116"	"99"	"62"	"7"	"197"	"16"	"5"	"0"	"1"	"2"	"0"	"2"	"4"	"3"	"2"	"0"	"1"	"2"	"304"
"117"	"100"	"81"	"7"	"164"	"26"	"5"	"0"	"2"	"6"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"294"
"118"	"101"	"68"	"14"	"324"	"31"	"2"	"3"	"2"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"2"	"3"	"454"
"119"	"102"	"131"	"4"	"220"	"23"	"6"	"2"	"4"	"0"	"1"	"0"	"3"	"2"	"0"	"1"	"4"	"1"	"402"
"120"	"103"	"85"	"10"	"238"	"35"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"3"	"0"	"379"
"121"	"104"	"91"	"14"	"155"	"12"	"0"	"2"	"3"	"1"	"1"	"0"	"3"	"0"	"1"	"1"	"6"	"1"	"291"
"122"	"105"	"80"	"15"	"118"	"6"	"1"	"1"	"6"	"8"	"3"	"2"	"4"	"1"	"1"	"3"	"9"	"16"	"274"
"123"	"106"	"99"	"7"	"117"	"12"	"1"	"2"	"3"	"6"	"6"	"1"	"4"	"0"	"2"	"2"	"1"	"6"	"269"
"124"	"107"	"67"	"32"	"108"	"19"	"2"	"2"	"5"	"9"	"2"	"1"	"9"	"1"	"3"	"3"	"4"	"3"	"270"
"125"	"108"	"110"	"46"	"139"	"10"	"1"	"2"	"4"	"29"	"1"	"0"	"7"	"0"	"0"	"2"	"1"	"6"	"358"
"126"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"127"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"128"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"129"	"109"	"84"	"5"	"87"	"9"	"3"	"0"	"5"	"14"	"1"	"2"	"5"	"1"	"1"	"0"	"0"	"1"	"218"
"130"	"110"	"84"	"10"	"23"	"8"	"0"	"0"	"3"	"4"	"1"	"2"	"5"	"0"	"1"	"7"	"8"	"7"	"163"
"131"	"111"	"162"	"76"	"241"	"7"	"2"	"3"	"4"	"16"	"0"	"2"	"8"	"3"	"0"	"1"	"7"	"12"	"544"
"132"	"112"	"118"	"21"	"151"	"37"	"5"	"6"	"6"	"13"	"3"	"1"	"5"	"4"	"4"	"2"	"1"	"4"	"381"
"133"	"113"	"88"	"15"	"121"	"48"	"3"	"1"	"5"	"35"	"2"	"4"	"8"	"9"	"4"	"7"	"3"	"7"	"360"
"134"	"114"	"82"	"5"	"201"	"17"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"312"
"135"	"115"	"58"	"26"	"249"	"22"	"5"	"5"	"8"	"0"	"0"	"2"	"4"	"5"	"2"	"9"	"5"	"2"	"402"
"136"	"116"	"38"	"7"	"155"	"23"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"230"
"137"	"117"	"53"	"6"	"186"	"18"	"1"	"1"	"6"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"4"	"0"	"281"
"138"	"118"	"124"	"7"	"140"	"18"	"2"	"1"	"10"	"5"	"1"	"1"	"6"	"3"	"2"	"2"	"1"	"5"	"328"
"139"	"119"	"94"	"16"	"171"	"18"	"0"	"1"	"6"	"2"	"0"	"0"	"3"	"3"	"0"	"1"	"0"	"0"	"315"
"140"	"120"	"9"	"3"	"158"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"178"
"141"	"121"	"22"	"1"	"173"	"13"	"2"	"1"	"2"	"0"	"1"	"1"	"2"	"0"	"0"	"3"	"1"	"1"	"223"
"142"	"122"	"100"	"5"	"139"	"56"	"1"	"0"	"8"	"5"	"0"	"1"	"4"	"2"	"4"	"1"	"0"	"1"	"327"
"143"	"123"	"104"	"10"	"109"	"56"	"2"	"2"	"5"	"5"	"2"	"3"	"2"	"2"	"4"	"1"	"1"	"4"	"312"
"144"	"124"	"88"	"22"	"215"	"25"	"19"	"1"	"13"	"1"	"2"	"1"	"3"	"0"	"1"	"0"	"1"	"3"	"395"
"145"	"125"	"34"	"36"	"72"	"13"	"13"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"174"
"146"	"126"	"54"	"28"	"208"	"17"	"13"	"1"	"3"	"0"	"0"	"0"	"5"	"0"	"1"	"0"	"2"	"1"	"333"
"147"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"148"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"149"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"150"	"127"	"93"	"11"	"165"	"18"	"10"	"1"	"1"	"2"	"0"	"1"	"7"	"1"	"8"	"1"	"0"	"9"	"328"
"151"	"128"	"191"	"84"	"156"	"46"	"2"	"1"	"1"	"1"	"2"	"1"	"10"	"2"	"4"	"4"	"6"	"14"	"525"
"152"	"129"	"90"	"23"	"103"	"12"	"1"	"3"	"9"	"6"	"2"	"3"	"6"	"2"	"2"	"3"	"7"	"3"	"275"
"153"	"130"	"118"	"60"	"158"	"15"	"4"	"3"	"6"	"4"	"1"	"2"	"1"	"3"	"1"	"3"	"2"	"2"	"383"
"154"	"131"	"68"	"32"	"73"	"55"	"9"	"0"	"6"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"251"
"155"	"132"	"84"	"13"	"58"	"64"	"3"	"3"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"3"	"1"	"1"	"236"
"156"	"133"	"221"	"20"	"88"	"16"	"1"	"0"	"2"	"6"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"4"	"361"
"157"	"134"	"212"	"15"	"22"	"38"	"5"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"1"	"301"
"158"	"135"	"114"	"22"	"143"	"17"	"8"	"5"	"8"	"4"	"0"	"1"	"4"	"1"	"1"	"1"	"3"	"4"	"336"
"159"	"136"	"64"	"17"	"45"	"3"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"3"	"1"	"141"
"160"	"137"	"194"	"87"	"146"	"28"	"4"	"2"	"7"	"5"	"1"	"7"	"10"	"4"	"4"	"3"	"3"	"15"	"520"
"161"	"138"	"185"	"76"	"35"	"26"	"3"	"2"	"2"	"2"	"0"	"0"	"1"	"1"	"3"	"3"	"1"	"3"	"343"
"162"	"139"	"68"	"18"	"3"	"4"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"103"
"163"	"140"	"97"	"68"	"205"	"37"	"10"	"7"	"26"	"10"	"4"	"4"	"16"	"6"	"10"	"19"	"13"	"18"	"550"
"164"	"141"	"238"	"58"	"142"	"45"	"3"	"0"	"2"	"1"	"1"	"3"	"4"	"0"	"1"	"0"	"3"	"4"	"505"
"165"	"142"	"9"	"12"	"201"	"25"	"0"	"1"	"11"	"6"	"1"	"1"	"12"	"2"	"2"	"10"	"6"	"3"	"302"
