"ANNEXURE...XLII"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"16"	"157"	"11"	"15"	"112"	"90"	"2"	"3"	"2"	"0"	"0"	"1"	"0"	"49"	"1"	"4"	"72"	"9"	"1"	"361"	"Nil"
"17"	"157"	"12"	"20"	"136"	"71"	"1"	"1"	"2"	"0"	"3"	"3"	"3"	"20"	"3"	"5"	"93"	"8"	"2"	"371"	"Nil"
"18"	"157"	"13"	"13"	"225"	"82"	"2"	"1"	"1"	"2"	"2"	"1"	"3"	"51"	"2"	"5"	"75"	"10"	"10"	"485"	"Nil"
"19"	"157"	"14"	"18"	"214"	"36"	"8"	"81"	"4"	"2"	"0"	"4"	"0"	"31"	"7"	"4"	"18"	"10"	"11"	"448"	"Nil"
"20"	"157"	"15"	"4"	"159"	"105"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"31"	"4"	"1"	"14"	"6"	"10"	"344"	"Nil"
"21"	"157"	"16"	"12"	"59"	"263"	"6"	"0"	"0"	"0"	"0"	"2"	"1"	"57"	"2"	"11"	"11"	"2"	"6"	"432"	"Nil"
"22"	"157"	"17"	"17"	"240"	"97"	"3"	"3"	"1"	"0"	"1"	"0"	"0"	"29"	"5"	"3"	"35"	"13"	"13"	"460"	"Nil"
"23"	"157"	"18"	"8"	"50"	"344"	"2"	"4"	"2"	"1"	"0"	"1"	"4"	"35"	"8"	"11"	"61"	"5"	"8"	"544"	"Nil"
"24"	"157"	"19"	"13"	"142"	"148"	"4"	"9"	"0"	"2"	"1"	"1"	"1"	"37"	"2"	"7"	"93"	"10"	"2"	"472"	"Nil"
"25"	"157"	"20"	"8"	"166"	"28"	"10"	"0"	"1"	"1"	"1"	"0"	"1"	"6"	"1"	"6"	"90"	"15"	"4"	"338"	"Nil"
"26"	"157"	"21"	"4"	"73"	"122"	"2"	"2"	"1"	"1"	"1"	"2"	"0"	"36"	"1"	"4"	"56"	"0"	"5"	"310"	"Nil"
"27"	"157"	"22"	"15"	"57"	"424"	"6"	"8"	"2"	"1"	"1"	"4"	"1"	"41"	"4"	"14"	"100"	"15"	"6"	"699"	"Nil"
"28"	"157"	"23"	"21"	"39"	"522"	"7"	"7"	"2"	"1"	"1"	"2"	"2"	"50"	"4"	"12"	"16"	"6"	"5"	"697"	"Nil"
"29"	"157"	"24"	"4"	"10"	"45"	"1"	"0"	"1"	"0"	"0"	"0"	"4"	"31"	"1"	"11"	"257"	"11"	"13"	"389"	"Nil"
"30"	"157"	"25"	"52"	"28"	"122"	"2"	"9"	"2"	"0"	"1"	"0"	"1"	"33"	"1"	"2"	"88"	"7"	"0"	"348"	"Nil"
"31"	"157"	"26"	"68"	"21"	"82"	"1"	"3"	"0"	"0"	"1"	"1"	"0"	"20"	"2"	"0"	"66"	"5"	"0"	"270"	"Nil"
"32"	"157"	"27"	"45"	"186"	"109"	"1"	"4"	"1"	"0"	"0"	"0"	"1"	"49"	"1"	"2"	"160"	"22"	"3"	"584"	"Nil"
"33"	"157"	"28"	"25"	"315"	"94"	"2"	"5"	"2"	"0"	"6"	"1"	"2"	"32"	"2"	"5"	"49"	"8"	"10"	"558"	"Nil"
"34"	"157"	"29"	"52"	"71"	"168"	"1"	"9"	"2"	"0"	"0"	"1"	"0"	"83"	"1"	"3"	"59"	"13"	"7"	"470"	"Nil"
"35"	"157"	"30"	"24"	"115"	"134"	"0"	"18"	"1"	"1"	"3"	"5"	"1"	"97"	"3"	"6"	"26"	"8"	"3"	"445"	"Nil"
"36"	"157"	"31"	"32"	"79"	"19"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"1"	"10"	"1"	"1"	"148"	"Nil"
"37"	"157"	"32"	"39"	"157"	"126"	"3"	"8"	"2"	"1"	"1"	"0"	"2"	"48"	"4"	"8"	"92"	"21"	"2"	"514"	"Nil"
"38"	"157"	"33"	"9"	"25"	"117"	"2"	"3"	"0"	"0"	"8"	"4"	"0"	"33"	"2"	"1"	"72"	"8"	"2"	"286"	"Nil"
"39"	"157"	"34"	"41"	"60"	"163"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"51"	"3"	"1"	"59"	"6"	"2"	"391"	"Nil"
"40"	"157"	"35"	"12"	"62"	"168"	"0"	"2"	"1"	"1"	"0"	"1"	"2"	"28"	"0"	"3"	"145"	"7"	"5"	"437"	"Nil"
"41"	"157"	"36"	"22"	"49"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"14"	"1"	"1"	"105"	"Nil"
"42"	"157"	"37"	"89"	"126"	"15"	"1"	"11"	"0"	"2"	"0"	"0"	"0"	"6"	"0"	"3"	"39"	"7"	"14"	"313"	"Nil"
"43"	"157"	"38"	"41"	"127"	"16"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"69"	"15"	"13"	"289"	"Nil"
"44"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"45"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKANAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"46"	"157"	"39"	"13"	"122"	"10"	"1"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"40"	"7"	"5"	"205"	"Nil"
"47"	"157"	"40"	"44"	"294"	"56"	"2"	"10"	"4"	"2"	"4"	"2"	"1"	"33"	"2"	"1"	"46"	"8"	"6"	"515"	"Nil"
"48"	"157"	"41"	"21"	"121"	"137"	"0"	"13"	"0"	"0"	"0"	"2"	"1"	"25"	"0"	"4"	"146"	"7"	"2"	"479"	"Nil"
"49"	"157"	"42"	"23"	"84"	"136"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"19"	"2"	"5"	"133"	"16"	"8"	"431"	"Nil"
"50"	"157"	"43"	"11"	"53"	"72"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"8"	"0"	"0"	"62"	"6"	"1"	"218"	"Nil"
"51"	"157"	"44"	"9"	"128"	"219"	"11"	"1"	"2"	"0"	"0"	"1"	"1"	"59"	"2"	"5"	"72"	"16"	"9"	"535"	"Nil"
"52"	"157"	"45"	"23"	"57"	"58"	"10"	"3"	"1"	"0"	"0"	"1"	"2"	"15"	"0"	"2"	"18"	"4"	"3"	"197"	"Nil"
"53"	"157"	"46"	"10"	"98"	"166"	"3"	"3"	"0"	"2"	"2"	"1"	"4"	"75"	"4"	"8"	"113"	"16"	"6"	"511"	"Nil"
"54"	"157"	"47"	"19"	"142"	"75"	"0"	"12"	"6"	"1"	"1"	"0"	"8"	"94"	"8"	"14"	"56"	"24"	"9"	"469"	"Nil"
"55"	"157"	"48"	"11"	"262"	"62"	"49"	"4"	"1"	"2"	"4"	"5"	"4"	"27"	"4"	"6"	"33"	"16"	"16"	"506"	"Nil"
"56"	"157"	"49"	"33"	"286"	"83"	"1"	"18"	"1"	"1"	"0"	"5"	"3"	"37"	"6"	"6"	"75"	"20"	"18"	"593"	"Nil"
"57"	"157"	"50"	"26"	"267"	"39"	"1"	"7"	"5"	"4"	"0"	"2"	"6"	"13"	"1"	"5"	"125"	"22"	"18"	"541"	"Nil"
"58"	"157"	"51"	"26"	"84"	"20"	"2"	"0"	"1"	"0"	"13"	"0"	"1"	"14"	"3"	"6"	"142"	"14"	"5"	"331"	"Nil"
"59"	"157"	"52"	"13"	"214"	"20"	"1"	"2"	"3"	"1"	"7"	"2"	"1"	"16"	"4"	"5"	"71"	"9"	"4"	"373"	"Nil"
"60"	"157"	"53"	"9"	"133"	"39"	"0"	"1"	"1"	"3"	"2"	"2"	"2"	"39"	"0"	"2"	"22"	"4"	"4"	"263"	"Nil"
"61"	"157"	"54"	"4"	"7"	"406"	"8"	"2"	"1"	"0"	"1"	"0"	"0"	"47"	"5"	"8"	"28"	"5"	"8"	"530"	"Nil"
"62"	"157"	"55"	"15"	"120"	"65"	"3"	"1"	"1"	"1"	"12"	"2"	"3"	"23"	"2"	"1"	"159"	"21"	"10"	"439"	"Nil"
"63"	"157"	"56"	"3"	"58"	"28"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"12"	"0"	"6"	"58"	"7"	"6"	"180"	"Nil"
"64"	"157"	"57"	"14"	"124"	"66"	"1"	"1"	"4"	"1"	"7"	"0"	"1"	"21"	"2"	"2"	"183"	"21"	"4"	"452"	"Nil"
"65"	"157"	"58"	"15"	"225"	"124"	"4"	"1"	"2"	"3"	"0"	"1"	"3"	"40"	"2"	"4"	"31"	"13"	"18"	"486"	"Nil"
"66"	"157"	"59"	"7"	"53"	"12"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"8"	"0"	"1"	"61"	"2"	"1"	"151"	"Nil"
"67"	"157"	"60"	"14"	"156"	"59"	"71"	"10"	"8"	"5"	"6"	"3"	"4"	"33"	"5"	"13"	"78"	"26"	"9"	"500"	"Nil"
"68"	"157"	"61"	"99"	"59"	"31"	"0"	"3"	"1"	"3"	"2"	"0"	"1"	"8"	"2"	"1"	"27"	"3"	"13"	"253"	"Nil"
"69"	"157"	"62"	"11"	"367"	"16"	"2"	"2"	"0"	"1"	"4"	"3"	"2"	"5"	"3"	"2"	"12"	"20"	"17"	"467"	"Nil"
"70"	"157"	"63"	"18"	"271"	"19"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"1"	"2"	"3"	"3"	"16"	"341"	"Nil"
"71"	"157"	"64"	"19"	"107"	"200"	"15"	"8"	"2"	"1"	"39"	"2"	"3"	"40"	"5"	"3"	"67"	"8"	"8"	"527"	"Nil"
"72"	"157"	"65"	"14"	"149"	"151"	"35"	"5"	"0"	"3"	"6"	"1"	"1"	"16"	"4"	"7"	"5"	"3"	"7"	"407"	"Nil"
"73"	"157"	"66"	"17"	"218"	"4"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"3"	"2"	"1"	"61"	"6"	"8"	"325"	"Nil"
"74"	"157"	"67"	"100"	"37"	"9"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"5"	"33"	"7"	"21"	"225"	"Nil"
"75"	"157"	"68"	"13"	"58"	"51"	"2"	"0"	"2"	"1"	"1"	"1"	"1"	"15"	"0"	"2"	"115"	"12"	"10"	"284"	"Nil"
"76"	"157"	"69"	"23"	"267"	"44"	"96"	"10"	"0"	"0"	"0"	"0"	"0"	"17"	"0"	"3"	"37"	"5"	"4"	"506"	"Nil"
"77"	"157"	"70"	"62"	"89"	"18"	"3"	"5"	"1"	"0"	"0"	"2"	"2"	"13"	"0"	"2"	"78"	"21"	"16"	"312"	"Nil"
"78"	"157"	"71"	"32"	"100"	"13"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"22"	"10"	"4"	"195"	"Nil"
"79"	"157"	"72"	"27"	"60"	"31"	"1"	"6"	"4"	"1"	"0"	"1"	"1"	"8"	"4"	"7"	"324"	"17"	"5"	"497"	"Nil"
"80"	"157"	"73"	"4"	"186"	"245"	"7"	"6"	"1"	"0"	"0"	"2"	"3"	"52"	"6"	"10"	"26"	"11"	"5"	"564"	"Nil"
"81"	"157"	"74"	"18"	"200"	"45"	"0"	"157"	"3"	"5"	"1"	"2"	"0"	"11"	"4"	"2"	"7"	"1"	"6"	"462"	"Nil"
"82"	"157"	"75"	"38"	"159"	"159"	"3"	"14"	"5"	"1"	"0"	"2"	"4"	"43"	"4"	"2"	"153"	"9"	"8"	"604"	"Nil"
"83"	"157"	"76"	"32"	"388"	"32"	"41"	"7"	"0"	"0"	"1"	"1"	"1"	"14"	"0"	"6"	"21"	"14"	"9"	"567"	"Nil"
"84"	"157"	"77"	"9"	"217"	"76"	"3"	"4"	"1"	"0"	"11"	"1"	"0"	"12"	"0"	"3"	"10"	"7"	"2"	"356"	"Nil"
"85"	"157"	"78"	"16"	"460"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"1"	"6"	"2"	"506"	"Nil"
"86"	"157"	"79"	"8"	"132"	"38"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"12"	"2"	"4"	"101"	"8"	"6"	"314"	"Nil"
"87"	"157"	"80"	"7"	"152"	"113"	"0"	"5"	"1"	"2"	"14"	"0"	"1"	"12"	"2"	"3"	"22"	"2"	"4"	"340"	"Nil"
"88"	"157"	"81"	"9"	"23"	"71"	"6"	"2"	"1"	"0"	"3"	"0"	"1"	"11"	"0"	"2"	"22"	"4"	"2"	"157"	"Nil"
"89"	"157"	"82"	"15"	"137"	"84"	"63"	"3"	"2"	"1"	"1"	"2"	"1"	"30"	"2"	"4"	"38"	"6"	"5"	"394"	"Nil"
"90"	"157"	"83"	"19"	"216"	"6"	"0"	"5"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"0"	"6"	"9"	"267"	"Nil"
"91"	"157"	"84"	"46"	"88"	"14"	"11"	"2"	"2"	"3"	"2"	"1"	"4"	"7"	"2"	"3"	"34"	"6"	"44"	"269"	"Nil"
"92"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"93"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKANAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"94"	"157"	"85"	"13"	"36"	"11"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"2"	"1"	"4"	"1"	"20"	"95"	"Nil"
"95"	"157"	"86"	"24"	"325"	"77"	"15"	"12"	"2"	"2"	"2"	"3"	"4"	"21"	"1"	"4"	"27"	"9"	"9"	"537"	"Nil"
"96"	"157"	"87"	"8"	"116"	"12"	"0"	"7"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"10"	"1"	"10"	"169"	"Nil"
"97"	"157"	"88"	"24"	"553"	"18"	"2"	"33"	"0"	"0"	"0"	"2"	"1"	"4"	"2"	"2"	"10"	"7"	"3"	"661"	"Nil"
"98"	"157"	"89"	"33"	"291"	"68"	"2"	"4"	"6"	"3"	"19"	"1"	"0"	"17"	"1"	"3"	"69"	"13"	"8"	"538"	"Nil"
"99"	"157"	"90"	"13"	"184"	"62"	"2"	"1"	"0"	"0"	"3"	"2"	"1"	"32"	"5"	"2"	"17"	"3"	"41"	"368"	"Nil"
"100"	"157"	"91"	"33"	"648"	"30"	"7"	"4"	"1"	"0"	"1"	"2"	"3"	"4"	"2"	"5"	"6"	"21"	"21"	"788"	"Nil"
"101"	"157"	"92"	"17"	"40"	"18"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"7"	"0"	"1"	"82"	"1"	"2"	"173"	"Nil"
"102"	"157"	"93"	"85"	"25"	"40"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"6"	"1"	"4"	"170"	"17"	"7"	"357"	"Nil"
"103"	"157"	"94"	"59"	"53"	"10"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"12"	"1"	"0"	"7"	"2"	"2"	"151"	"Nil"
"104"	"157"	"95"	"49"	"113"	"15"	"0"	"1"	"0"	"0"	"13"	"5"	"2"	"9"	"0"	"1"	"30"	"3"	"7"	"248"	"Nil"
"105"	"157"	"96"	"23"	"371"	"10"	"34"	"2"	"0"	"1"	"11"	"2"	"1"	"3"	"1"	"0"	"4"	"2"	"5"	"470"	"Nil"
"106"	"157"	"97"	"14"	"155"	"69"	"3"	"2"	"2"	"0"	"14"	"1"	"1"	"14"	"2"	"2"	"12"	"1"	"3"	"295"	"Nil"
"107"	"157"	"98"	"38"	"269"	"94"	"13"	"2"	"1"	"1"	"1"	"3"	"1"	"31"	"3"	"8"	"151"	"14"	"11"	"641"	"Nil"
"108"	"157"	"99"	"40"	"56"	"60"	"4"	"9"	"5"	"0"	"0"	"2"	"2"	"11"	"0"	"3"	"288"	"15"	"5"	"500"	"Nil"
"109"	"157"	"100"	"8"	"283"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"4"	"4"	"316"	"Nil"
"110"	"157"	"101"	"28"	"282"	"74"	"2"	"8"	"1"	"0"	"2"	"4"	"0"	"20"	"2"	"10"	"42"	"12"	"9"	"496"	"Nil"
"111"	"157"	"102"	"15"	"129"	"42"	"1"	"3"	"3"	"1"	"0"	"0"	"1"	"13"	"3"	"8"	"153"	"20"	"13"	"405"	"Nil"
"112"	"157"	"103"	"6"	"13"	"56"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"16"	"1"	"4"	"357"	"13"	"5"	"476"	"Nil"
"113"	"157"	"104"	"17"	"288"	"43"	"5"	"36"	"3"	"2"	"1"	"2"	"4"	"10"	"5"	"4"	"35"	"13"	"10"	"478"	"Nil"
"114"	"157"	"105"	"6"	"234"	"15"	"0"	"16"	"0"	"2"	"3"	"1"	"4"	"3"	"5"	"4"	"23"	"8"	"7"	"331"	"Nil"
"115"	"157"	"106"	"4"	"17"	"153"	"4"	"4"	"0"	"1"	"0"	"3"	"1"	"39"	"1"	"9"	"23"	"1"	"12"	"272"	"Nil"
"116"	"157"	"107"	"9"	"23"	"35"	"3"	"1"	"0"	"0"	"0"	"0"	"3"	"21"	"1"	"5"	"60"	"5"	"5"	"171"	"Nil"
"117"	"157"	"108"	"10"	"32"	"226"	"3"	"12"	"1"	"2"	"3"	"2"	"5"	"79"	"1"	"5"	"18"	"1"	"6"	"406"	"Nil"
"118"	"157"	"109"	"4"	"11"	"240"	"3"	"41"	"1"	"3"	"2"	"0"	"0"	"66"	"3"	"4"	"23"	"2"	"2"	"405"	"Nil"
"119"	"157"	"110"	"2"	"5"	"43"	"0"	"9"	"0"	"0"	"0"	"1"	"0"	"20"	"1"	"1"	"48"	"3"	"2"	"135"	"Nil"
"120"	"157"	"111"	"12"	"53"	"310"	"2"	"53"	"2"	"0"	"3"	"7"	"1"	"42"	"4"	"7"	"17"	"2"	"7"	"522"	"Nil"
"121"	"157"	"112"	"8"	"9"	"69"	"3"	"11"	"0"	"0"	"2"	"0"	"1"	"36"	"2"	"8"	"184"	"9"	"5"	"347"	"Nil"
"122"	"157"	"113"	"7"	"126"	"132"	"4"	"42"	"0"	"1"	"0"	"2"	"0"	"35"	"0"	"5"	"28"	"4"	"2"	"388"	"Nil"
"123"	"157"	"114"	"9"	"106"	"172"	"0"	"3"	"1"	"2"	"0"	"1"	"2"	"28"	"1"	"5"	"26"	"3"	"7"	"366"	"Nil"
"124"	"157"	"115"	"9"	"3"	"298"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"18"	"0"	"1"	"12"	"4"	"1"	"349"	"Nil"
"125"	"157"	"116"	"21"	"53"	"317"	"45"	"12"	"0"	"0"	"2"	"4"	"1"	"56"	"6"	"9"	"31"	"4"	"10"	"571"	"Nil"
"126"	"157"	"117"	"11"	"108"	"107"	"4"	"3"	"0"	"0"	"0"	"2"	"1"	"40"	"3"	"5"	"170"	"9"	"10"	"473"	"Nil"
"127"	"157"	"118"	"32"	"44"	"153"	"0"	"12"	"2"	"0"	"0"	"0"	"1"	"15"	"1"	"3"	"9"	"3"	"2"	"277"	"Nil"
"128"	"157"	"119"	"5"	"30"	"112"	"2"	"37"	"1"	"2"	"0"	"0"	"1"	"18"	"1"	"3"	"35"	"6"	"3"	"256"	"Nil"
"129"	"157"	"120"	"18"	"101"	"105"	"3"	"4"	"2"	"0"	"0"	"0"	"0"	"4"	"2"	"2"	"109"	"9"	"6"	"365"	"Nil"
"130"	"157"	"121"	"58"	"266"	"111"	"1"	"25"	"1"	"1"	"1"	"1"	"0"	"6"	"0"	"1"	"15"	"2"	"1"	"490"	"Nil"
"131"	"157"	"122"	"36"	"2"	"27"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"6"	"1"	"1"	"132"	"3"	"0"	"211"	"Nil"
"132"	"157"	"123"	"45"	"163"	"42"	"10"	"2"	"2"	"1"	"1"	"3"	"4"	"31"	"5"	"5"	"163"	"17"	"11"	"505"	"Nil"
"133"	"157"	"124"	"61"	"200"	"24"	"1"	"6"	"2"	"2"	"2"	"5"	"4"	"15"	"4"	"7"	"118"	"25"	"17"	"493"	"Nil"
"134"	"157"	"125"	"23"	"189"	"54"	"18"	"0"	"1"	"3"	"0"	"0"	"2"	"18"	"0"	"5"	"86"	"10"	"4"	"413"	"Nil"
"135"	"157"	"126"	"95"	"25"	"17"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"6"	"2"	"0"	"251"	"9"	"3"	"414"	"Nil"
"136"	"157"	"127"	"49"	"39"	"19"	"1"	"5"	"4"	"2"	"0"	"0"	"0"	"6"	"0"	"9"	"416"	"23"	"7"	"580"	"Nil"
"137"	"157"	"128"	"13"	"153"	"15"	"2"	"3"	"3"	"1"	"0"	"6"	"2"	"6"	"3"	"1"	"106"	"19"	"4"	"337"	"Nil"
"138"	"157"	"129"	"21"	"231"	"66"	"2"	"11"	"1"	"1"	"0"	"0"	"1"	"13"	"2"	"3"	"129"	"18"	"8"	"507"	"Nil"
"139"	"157"	"130"	"8"	"75"	"45"	"3"	"1"	"1"	"0"	"1"	"0"	"0"	"7"	"0"	"3"	"84"	"5"	"1"	"234"	"Nil"
"140"	"Assembly No."	"Sl. No. of Polling Station"	"No. of valid votes Cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"
"141"	""	""	"GIRIDHARI YADAV"	"JAI PRAKESH NARAIN YADAV"	"DAMODAR RAWAT"	"MUKESH KUMAR SINGH"	"SANJAY KUMAR"	"ANIL KUMAR ALIAS ANIL GUPTA"	"AMRESHWAR KUMAR"	"ARVIND KUMAR SAH"	"KEDAR PRASAD SINGH"	"MAHBOOB ALAM ANSARI"	"RAJENDRA PANDIT NETAJEE"	"VIVEKANAND JHA"	"C.P. SINHA"	"DIGVIJAY SINGH"	"NARAYAN RAM"	"MOHD. HUMAYUN"	""	""
"142"	"157"	"131"	"9"	"115"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"4"	"2"	"247"	"9"	"6"	"413"	"Nil"
"143"	"157"	"132"	"19"	"19"	"46"	"3"	"7"	"0"	"1"	"0"	"1"	"0"	"8"	"3"	"62"	"14"	"1"	"6"	"190"	"Nil"
"144"	"157"	"133"	"6"	"10"	"187"	"2"	"37"	"1"	"0"	"0"	"1"	"0"	"25"	"6"	"5"	"14"	"1"	"8"	"303"	"Nil"
"145"	"157"	"134"	"16"	"151"	"43"	"2"	"59"	"1"	"1"	"0"	"1"	"3"	"21"	"4"	"2"	"69"	"9"	"17"	"399"	"Nil"
"146"	"157"	"135"	"8"	"64"	"87"	"10"	"1"	"1"	"0"	"0"	"1"	"3"	"42"	"5"	"9"	"76"	"12"	"4"	"323"	"Nil"
"147"	"157"	"136"	"4"	"78"	"43"	"1"	"2"	"2"	"2"	"2"	"2"	"3"	"14"	"4"	"4"	"96"	"11"	"19"	"287"	"Nil"
"148"	"157"	"137"	"22"	"309"	"61"	"9"	"1"	"4"	"1"	"1"	"2"	"3"	"35"	"3"	"4"	"168"	"23"	"16"	"662"	"Nil"
"149"	"157"	"138"	"18"	"60"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"211"	"3"	"1"	"311"	"Nil"
"150"	"157"	"139"	"18"	"105"	"36"	"3"	"2"	"0"	"0"	"0"	"2"	"0"	"17"	"1"	"4"	"104"	"11"	"8"	"311"	"Nil"
"151"	"157"	"140"	"12"	"134"	"98"	"5"	"3"	"1"	"2"	"0"	"0"	"0"	"34"	"4"	"20"	"52"	"5"	"7"	"377"	"Nil"
