"Candidates..Name.."	"Arjun.Roy"	"Maya.Shankar.Sharan"	"Samir.Kumar.Mahaset.h"	"Sitar.am.Yad.av"	"S..Abu.Daujana"	"Chitra.njan.Giri"	"Moham.mad.Afzal.Painther"	"Shankar.Sinha"	"Chandrika.Prasad"	"Zahid"	"Dinesh.Prasad"	"Pappu.Kumar.Mishra"	"Mukesh.Kumar.Gupta"	"Total"
"1"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"30"	"135"	"6"	"36"	"183"	"4"	"7"	"3"	"10"	"1"	"5"	"1"	"2"	"7"	"400"
"34"	"31"	"264"	"11"	"138"	"45"	"3"	"0"	"3"	"4"	"2"	"1"	"2"	"0"	"1"	"474"
"35"	"32"	"163"	"5"	"81"	"104"	"4"	"2"	"1"	"3"	"0"	"2"	"4"	"0"	"2"	"371"
"36"	"33"	"45"	"3"	"200"	"13"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"265"
"37"	"34"	"80"	"7"	"237"	"35"	"21"	"0"	"1"	"3"	"0"	"0"	"3"	"0"	"1"	"388"
"38"	"35"	"213"	"14"	"186"	"117"	"7"	"4"	"5"	"15"	"1"	"3"	"3"	"1"	"1"	"570"
"39"	"36"	"220"	"60"	"103"	"55"	"0"	"0"	"4"	"7"	"3"	"0"	"0"	"0"	"0"	"452"
"40"	"37"	"95"	"28"	"159"	"32"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"317"
"41"	"38"	"154"	"12"	"106"	"6"	"20"	"1"	"0"	"3"	"0"	"0"	"3"	"1"	"1"	"307"
"42"	"39"	"103"	"23"	"89"	"71"	"46"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"336"
"43"	"40"	"123"	"50"	"319"	"30"	"8"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"1"	"539"
"44"	"41"	"245"	"150"	"43"	"35"	"80"	"9"	"3"	"14"	"1"	"0"	"2"	"2"	"0"	"584"
"45"	"42"	"189"	"38"	"391"	"20"	"7"	"0"	"5"	"14"	"2"	"0"	"1"	"3"	"4"	"674"
"46"	"43"	"199"	"8"	"46"	"52"	"5"	"1"	"1"	"8"	"5"	"0"	"3"	"2"	"2"	"332"
"47"	"44"	"196"	"2"	"7"	"104"	"3"	"1"	"1"	"7"	"1"	"1"	"0"	"2"	"1"	"326"
"48"	"45"	"107"	"5"	"303"	"158"	"4"	"3"	"1"	"5"	"0"	"1"	"0"	"0"	"5"	"592"
"49"	"46"	"249"	"20"	"145"	"38"	"4"	"0"	"1"	"6"	"2"	"0"	"1"	"1"	"1"	"468"
"50"	"47"	"63"	"34"	"458"	"39"	"27"	"1"	"4"	"4"	"4"	"3"	"2"	"1"	"3"	"643"
"51"	"48"	"67"	"9"	"385"	"12"	"12"	"1"	"0"	"6"	"1"	"1"	"1"	"1"	"0"	"496"
"52"	"49"	"204"	"36"	"357"	"41"	"27"	"1"	"0"	"3"	"1"	"1"	"1"	"1"	"0"	"673"
"53"	"50"	"112"	"18"	"107"	"242"	"15"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"2"	"503"
"54"	"51"	"383"	"31"	"16"	"79"	"266"	"3"	"2"	"15"	"2"	"3"	"3"	"4"	"1"	"808"
"55"	"Candidates  Name
>"	"Arjun Roy"	"Maya Shankar Sharan"	"Samir Kumar Mahaset h"	"Sitar am Yad av"	"S. Abu Daujana"	"Chitra njan Giri"	"Moham mad Afzal Painther"	"Shankar Sinha"	"Chandrika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"56"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"57"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"58"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"59"	"52"	"37"	"11"	"502"	"20"	"25"	"2"	"2"	"8"	"3"	"1"	"1"	"0"	"1"	"613"
"60"	"53"	"12"	"36"	"251"	"30"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"335"
"61"	"54"	"109"	"53"	"436"	"80"	"6"	"3"	"0"	"2"	"3"	"3"	"4"	"5"	"1"	"705"
"62"	"55"	"278"	"70"	"204"	"91"	"3"	"3"	"8"	"10"	"3"	"1"	"2"	"2"	"1"	"676"
"63"	"56"	"121"	"12"	"222"	"30"	"31"	"2"	"2"	"6"	"2"	"1"	"0"	"2"	"0"	"431"
"64"	"57"	"47"	"7"	"69"	"95"	"93"	"6"	"1"	"5"	"0"	"2"	"3"	"3"	"2"	"333"
"65"	"58"	"50"	"3"	"69"	"226"	"26"	"0"	"2"	"6"	"0"	"2"	"4"	"0"	"3"	"391"
"66"	"59"	"252"	"13"	"268"	"70"	"10"	"3"	"3"	"8"	"2"	"3"	"1"	"4"	"4"	"641"
"67"	"60"	"45"	"4"	"461"	"57"	"74"	"2"	"0"	"4"	"3"	"0"	"2"	"2"	"0"	"654"
"68"	"61"	"56"	"6"	"287"	"16"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"371"
"69"	"62"	"148"	"4"	"73"	"42"	"3"	"1"	"2"	"7"	"3"	"1"	"0"	"3"	"0"	"287"
"70"	"63"	"330"	"5"	"75"	"139"	"16"	"1"	"5"	"7"	"0"	"0"	"1"	"2"	"0"	"581"
"71"	"64"	"148"	"14"	"6"	"249"	"5"	"1"	"3"	"9"	"4"	"3"	"1"	"2"	"3"	"448"
"72"	"65"	"57"	"14"	"385"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"461"
"73"	"66"	"199"	"3"	"169"	"7"	"2"	"2"	"2"	"6"	"0"	"1"	"2"	"0"	"1"	"394"
"74"	"67"	"266"	"13"	"50"	"12"	"1"	"0"	"4"	"12"	"5"	"2"	"1"	"0"	"0"	"366"
"75"	"68"	"251"	"8"	"32"	"31"	"216"	"1"	"2"	"6"	"3"	"4"	"2"	"7"	"1"	"564"
"76"	"69"	"161"	"17"	"90"	"119"	"10"	"1"	"2"	"12"	"1"	"1"	"4"	"2"	"1"	"421"
"77"	"70"	"71"	"0"	"17"	"135"	"5"	"2"	"2"	"4"	"0"	"0"	"0"	"3"	"2"	"241"
"78"	"71"	"205"	"2"	"21"	"52"	"30"	"1"	"2"	"8"	"3"	"3"	"8"	"4"	"0"	"339"
"79"	"72"	"37"	"1"	"16"	"3"	"273"	"10"	"1"	"2"	"1"	"1"	"2"	"9"	"4"	"360"
"80"	"73"	"148"	"6"	"7"	"175"	"37"	"1"	"6"	"8"	"5"	"2"	"3"	"2"	"1"	"401"
"81"	"74"	"363"	"2"	"36"	"79"	"32"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"518"
"82"	"75"	"315"	"25"	"47"	"69"	"35"	"2"	"1"	"9"	"6"	"3"	"3"	"1"	"5"	"521"
"83"	"76"	"225"	"7"	"13"	"173"	"2"	"1"	"5"	"9"	"2"	"1"	"2"	"5"	"2"	"447"
"84"	"77"	"294"	"16"	"27"	"77"	"3"	"0"	"2"	"19"	"5"	"1"	"4"	"3"	"1"	"452"
"85"	"78"	"57"	"2"	"5"	"237"	"15"	"2"	"2"	"5"	"4"	"0"	"4"	"0"	"2"	"335"
"86"	"79"	"213"	"35"	"129"	"177"	"5"	"0"	"1"	"6"	"0"	"1"	"2"	"1"	"0"	"570"
"87"	"80"	"417"	"13"	"45"	"104"	"16"	"2"	"2"	"4"	"4"	"0"	"2"	"2"	"1"	"612"
"88"	"81"	"71"	"31"	"18"	"81"	"18"	"2"	"1"	"7"	"5"	"2"	"2"	"5"	"4"	"247"
"89"	"82"	"62"	"2"	"18"	"87"	"13"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"186"
"90"	"83"	"264"	"7"	"122"	"66"	"10"	"1"	"2"	"13"	"3"	"0"	"3"	"2"	"1"	"494"
"91"	"84"	"175"	"4"	"131"	"26"	"31"	"2"	"6"	"0"	"0"	"2"	"1"	"1"	"0"	"379"
"92"	"85"	"283"	"25"	"30"	"193"	"5"	"0"	"2"	"5"	"0"	"1"	"1"	"0"	"2"	"547"
"93"	"86"	"465"	"13"	"105"	"55"	"12"	"3"	"4"	"18"	"3"	"5"	"2"	"2"	"3"	"690"
"94"	"87"	"266"	"30"	"16"	"138"	"194"	"4"	"5"	"9"	"4"	"4"	"4"	"7"	"1"	"682"
"95"	"88"	"307"	"24"	"45"	"51"	"84"	"5"	"1"	"2"	"2"	"0"	"0"	"1"	"2"	"524"
"96"	"89"	"273"	"7"	"17"	"43"	"4"	"0"	"1"	"7"	"0"	"1"	"3"	"2"	"2"	"360"
"97"	"90"	"257"	"3"	"8"	"92"	"35"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"398"
"98"	"91"	"67"	"11"	"107"	"32"	"147"	"3"	"3"	"5"	"2"	"2"	"0"	"3"	"2"	"384"
"99"	"92"	"96"	"1"	"27"	"18"	"76"	"2"	"2"	"8"	"2"	"1"	"0"	"1"	"1"	"235"
"100"	"93"	"188"	"16"	"32"	"55"	"3"	"4"	"1"	"2"	"2"	"1"	"1"	"0"	"0"	"305"
"101"	"94"	"100"	"7"	"176"	"98"	"58"	"5"	"1"	"12"	"4"	"1"	"1"	"5"	"1"	"469"
"102"	"95"	"302"	"1"	"125"	"20"	"18"	"2"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"480"
"103"	"96"	"372"	"6"	"33"	"77"	"2"	"0"	"2"	"8"	"1"	"2"	"1"	"1"	"1"	"506"
"104"	"97"	"109"	"10"	"20"	"50"	"9"	"1"	"0"	"6"	"1"	"1"	"1"	"1"	"0"	"209"
"105"	"98"	"118"	"1"	"18"	"48"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"191"
"106"	"99"	"449"	"12"	"62"	"31"	"5"	"3"	"9"	"28"	"5"	"6"	"5"	"3"	"1"	"619"
"107"	"100"	"102"	"5"	"159"	"134"	"40"	"1"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"445"
"108"	"101"	"35"	"0"	"60"	"122"	"127"	"2"	"0"	"4"	"0"	"1"	"2"	"6"	"2"	"361"
"109"	"102"	"16"	"5"	"142"	"65"	"63"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"298"
"110"	"Candidates  Name
>"	"Arjun Roy"	"Maya Shankar Sharan"	"Samir Kumar Mahaset h"	"Sitar am Yad av"	"S. Abu Daujana"	"Chitra njan Giri"	"Moham mad Afzal Painther"	"Shankar Sinha"	"Chandrika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"111"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"112"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"113"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"114"	"103"	"17"	"0"	"77"	"59"	"296"	"6"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"457"
"115"	"104"	"161"	"3"	"80"	"9"	"9"	"1"	"1"	"8"	"4"	"4"	"0"	"1"	"1"	"282"
"116"	"105"	"293"	"2"	"69"	"13"	"1"	"0"	"2"	"10"	"2"	"0"	"3"	"1"	"0"	"396"
"117"	"106"	"140"	"4"	"235"	"24"	"70"	"7"	"2"	"14"	"3"	"2"	"4"	"4"	"6"	"515"
"118"	"107"	"138"	"9"	"157"	"10"	"148"	"4"	"4"	"5"	"2"	"1"	"3"	"3"	"0"	"484"
"119"	"108"	"242"	"6"	"107"	"77"	"8"	"2"	"1"	"5"	"1"	"3"	"3"	"0"	"1"	"456"
"120"	"109"	"212"	"3"	"51"	"45"	"3"	"0"	"1"	"5"	"1"	"1"	"1"	"0"	"1"	"324"
"121"	"110"	"399"	"4"	"13"	"90"	"1"	"1"	"0"	"12"	"0"	"1"	"4"	"1"	"2"	"528"
"122"	"111"	"85"	"24"	"8"	"73"	"108"	"0"	"1"	"7"	"2"	"2"	"3"	"1"	"1"	"315"
"123"	"112"	"176"	"4"	"14"	"18"	"66"	"3"	"2"	"7"	"1"	"1"	"1"	"2"	"2"	"297"
"124"	"113"	"215"	"20"	"49"	"26"	"13"	"1"	"2"	"9"	"1"	"0"	"1"	"2"	"1"	"340"
"125"	"114"	"185"	"1"	"17"	"40"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"247"
"126"	"115"	"291"	"2"	"57"	"60"	"6"	"0"	"4"	"9"	"3"	"0"	"2"	"2"	"1"	"437"
"127"	"116"	"323"	"7"	"38"	"63"	"8"	"3"	"3"	"20"	"3"	"1"	"3"	"1"	"1"	"474"
"128"	"117"	"31"	"0"	"2"	"88"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"127"
"129"	"118"	"215"	"11"	"28"	"35"	"53"	"0"	"2"	"17"	"1"	"0"	"1"	"0"	"1"	"364"
"130"	"119"	"204"	"1"	"6"	"75"	"1"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"1"	"295"
"131"	"120"	"252"	"7"	"18"	"51"	"80"	"1"	"0"	"6"	"1"	"0"	"1"	"0"	"0"	"417"
"132"	"121"	"107"	"13"	"2"	"115"	"88"	"1"	"3"	"3"	"0"	"0"	"0"	"1"	"2"	"335"
"133"	"122"	"63"	"1"	"10"	"35"	"197"	"4"	"4"	"1"	"1"	"3"	"1"	"7"	"3"	"330"
"134"	"123"	"25"	"0"	"21"	"3"	"242"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"299"
"135"	"124"	"9"	"0"	"30"	"8"	"180"	"1"	"1"	"1"	"1"	"0"	"0"	"4"	"1"	"236"
"136"	"125"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"137"	"126"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"138"	"127"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"139"	"128"	"97"	"2"	"190"	"104"	"16"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"413"
"140"	"129"	"196"	"6"	"5"	"181"	"4"	"2"	"3"	"9"	"1"	"0"	"0"	"1"	"1"	"409"
"141"	"130"	"93"	"1"	"21"	"41"	"121"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"282"
"142"	"131"	"9"	"1"	"29"	"8"	"200"	"5"	"1"	"1"	"0"	"0"	"3"	"9"	"0"	"266"
"143"	"132"	"9"	"0"	"27"	"11"	"169"	"4"	"0"	"2"	"1"	"0"	"2"	"5"	"2"	"232"
"144"	"133"	"82"	"0"	"33"	"12"	"152"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"286"
"145"	"134"	"55"	"1"	"49"	"21"	"215"	"4"	"1"	"6"	"0"	"1"	"0"	"6"	"1"	"360"
"146"	"135"	"9"	"1"	"33"	"35"	"168"	"3"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"254"
"147"	"136"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"148"	"137"	"15"	"5"	"99"	"22"	"253"	"7"	"8"	"3"	"3"	"3"	"3"	"14"	"3"	"438"
"149"	"138"	"31"	"1"	"54"	"11"	"290"	"5"	"3"	"2"	"1"	"0"	"1"	"7"	"1"	"407"
"150"	"139"	"78"	"4"	"132"	"34"	"170"	"2"	"2"	"2"	"2"	"0"	"3"	"0"	"0"	"429"
"151"	"140"	"57"	"5"	"92"	"6"	"108"	"2"	"2"	"4"	"3"	"4"	"0"	"7"	"3"	"293"
"152"	"141"	"15"	"3"	"45"	"49"	"101"	"1"	"2"	"3"	"1"	"0"	"1"	"15"	"4"	"240"
"153"	"142"	"137"	"6"	"83"	"98"	"11"	"1"	"2"	"5"	"2"	"0"	"2"	"3"	"1"	"351"
"154"	"143"	"244"	"12"	"41"	"77"	"131"	"4"	"0"	"5"	"0"	"1"	"1"	"3"	"1"	"520"
"155"	"144"	"237"	"13"	"57"	"55"	"198"	"6"	"5"	"21"	"9"	"5"	"12"	"16"	"1"	"635"
"156"	"145"	"84"	"5"	"51"	"16"	"105"	"4"	"3"	"7"	"3"	"4"	"0"	"10"	"1"	"293"
"157"	"146"	"97"	"5"	"22"	"65"	"63"	"4"	"1"	"7"	"2"	"4"	"0"	"4"	"1"	"275"
"158"	"147"	"313"	"5"	"15"	"48"	"286"	"2"	"3"	"17"	"4"	"4"	"3"	"3"	"1"	"704"
"159"	"148"	"308"	"3"	"137"	"79"	"3"	"2"	"3"	"12"	"3"	"3"	"5"	"3"	"0"	"561"
"160"	"149"	"229"	"4"	"106"	"135"	"5"	"2"	"8"	"25"	"3"	"7"	"2"	"0"	"6"	"532"
"161"	"150"	"216"	"6"	"229"	"89"	"8"	"5"	"6"	"20"	"6"	"5"	"10"	"2"	"3"	"605"
"162"	"151"	"230"	"20"	"122"	"183"	"17"	"4"	"5"	"15"	"4"	"2"	"7"	"4"	"3"	"616"
"163"	"152"	"41"	"17"	"69"	"142"	"3"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"279"
"164"	"153"	"342"	"6"	"41"	"51"	"7"	"0"	"7"	"23"	"3"	"3"	"4"	"3"	"2"	"492"
"165"	"Candidates  Name
>"	"Arjun Roy"	"Maya Shankar Sharan"	"Samir Kumar Mahaset h"	"Sitar am Yad av"	"S. Abu Daujana"	"Chitra njan Giri"	"Moham mad Afzal Painther"	"Shankar Sinha"	"Chandrika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"166"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"168"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"169"	"154"	"365"	"11"	"48"	"150"	"13"	"4"	"7"	"16"	"0"	"4"	"3"	"3"	"5"	"629"
"170"	"155"	"206"	"3"	"9"	"107"	"28"	"3"	"5"	"8"	"2"	"1"	"2"	"0"	"4"	"378"
"171"	"156"	"181"	"6"	"41"	"186"	"6"	"3"	"2"	"6"	"5"	"3"	"1"	"2"	"1"	"443"
"172"	"157"	"191"	"3"	"51"	"93"	"7"	"0"	"2"	"5"	"4"	"2"	"4"	"2"	"4"	"368"
"173"	"158"	"186"	"1"	"23"	"37"	"5"	"1"	"2"	"4"	"0"	"0"	"0"	"1"	"2"	"262"
"174"	"159"	"264"	"6"	"121"	"49"	"3"	"1"	"1"	"9"	"0"	"1"	"1"	"0"	"0"	"456"
"175"	"160"	"184"	"2"	"54"	"17"	"2"	"4"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"269"
"176"	"161"	"260"	"1"	"80"	"30"	"178"	"4"	"0"	"12"	"4"	"3"	"4"	"12"	"2"	"590"
"177"	"162"	"137"	"3"	"70"	"45"	"292"	"10"	"0"	"6"	"1"	"3"	"3"	"4"	"1"	"575"
"178"	"163"	"117"	"2"	"11"	"71"	"247"	"9"	"0"	"3"	"1"	"2"	"0"	"5"	"1"	"469"
"179"	"164"	"329"	"1"	"15"	"34"	"56"	"0"	"0"	"4"	"0"	"1"	"2"	"3"	"4"	"449"
"180"	"165"	"171"	"11"	"11"	"25"	"183"	"6"	"1"	"9"	"1"	"1"	"3"	"8"	"3"	"433"
"181"	"166"	"171"	"10"	"20"	"126"	"175"	"4"	"2"	"5"	"1"	"5"	"5"	"8"	"1"	"533"
"182"	"167"	"23"	"6"	"314"	"48"	"6"	"1"	"2"	"0"	"2"	"3"	"0"	"0"	"0"	"405"
"183"	"168"	"37"	"2"	"219"	"6"	"61"	"0"	"1"	"3"	"0"	"1"	"0"	"1"	"0"	"331"
"184"	"169"	"34"	"2"	"25"	"16"	"366"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"451"
"185"	"170"	"76"	"1"	"81"	"26"	"295"	"1"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"485"
"186"	"171"	"189"	"0"	"4"	"94"	"6"	"1"	"0"	"5"	"1"	"0"	"0"	"0"	"4"	"304"
"187"	"172"	"78"	"1"	"2"	"33"	"74"	"1"	"0"	"7"	"2"	"0"	"1"	"7"	"3"	"209"
"188"	"173"	"249"	"7"	"44"	"225"	"92"	"6"	"8"	"17"	"6"	"2"	"3"	"2"	"0"	"661"
"189"	"174"	"130"	"11"	"139"	"148"	"50"	"5"	"2"	"8"	"2"	"3"	"2"	"2"	"6"	"508"
"190"	"175"	"248"	"11"	"18"	"109"	"5"	"1"	"1"	"3"	"0"	"2"	"0"	"3"	"1"	"402"
"191"	"176"	"94"	"10"	"3"	"110"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"
"192"	"177"	"202"	"7"	"6"	"191"	"5"	"3"	"4"	"15"	"2"	"1"	"6"	"4"	"4"	"450"
"193"	"178"	"260"	"13"	"11"	"130"	"3"	"1"	"4"	"9"	"3"	"1"	"3"	"2"	"2"	"442"
"194"	"179"	"173"	"0"	"16"	"115"	"3"	"1"	"0"	"3"	"2"	"0"	"1"	"1"	"3"	"318"
"195"	"180"	"5"	"1"	"14"	"8"	"185"	"5"	"0"	"5"	"1"	"2"	"3"	"10"	"2"	"241"
"196"	"181"	"12"	"1"	"20"	"8"	"220"	"4"	"0"	"3"	"1"	"6"	"0"	"5"	"5"	"285"
"197"	"182"	"378"	"11"	"15"	"87"	"26"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"3"	"525"
"198"	"183"	"154"	"0"	"13"	"155"	"6"	"2"	"1"	"4"	"2"	"0"	"0"	"1"	"1"	"339"
"199"	"184"	"276"	"4"	"41"	"76"	"27"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"429"
"200"	"185"	"233"	"4"	"11"	"40"	"42"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"334"
"201"	"186"	"108"	"1"	"3"	"178"	"7"	"1"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"305"
"202"	"187"	"183"	"3"	"11"	"124"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"332"
"203"	"188"	"32"	"6"	"50"	"32"	"251"	"20"	"4"	"5"	"1"	"1"	"4"	"19"	"6"	"431"
"204"	"189"	"126"	"40"	"41"	"14"	"1"	"1"	"4"	"4"	"3"	"2"	"2"	"1"	"1"	"240"
"205"	"190"	"281"	"7"	"32"	"22"	"2"	"0"	"2"	"3"	"4"	"1"	"1"	"0"	"1"	"356"
"206"	"191"	"85"	"2"	"47"	"73"	"34"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"249"
"207"	"192"	"67"	"5"	"18"	"108"	"306"	"7"	"4"	"10"	"4"	"0"	"2"	"5"	"2"	"538"
"208"	"193"	"80"	"14"	"40"	"10"	"194"	"2"	"2"	"2"	"0"	"1"	"2"	"2"	"1"	"350"
