"97"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"98"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"99"	"57"	"9"	"1"	"518"	"100"	"2"	"3"	"8"	"0"	"2"	"4"	"4"	"651"	""	""
"100"	"58"	"16"	"2"	"119"	"246"	"10"	"4"	"5"	"12"	"5"	"10"	"15"	"444"	""	""
"101"	"59"	"15"	"5"	"179"	"39"	"7"	"1"	"6"	"5"	"8"	"3"	"10"	"278"	""	""
"102"	"60"	"21"	"2"	"253"	"143"	"11"	"4"	"5"	"9"	"17"	"7"	"13"	"485"	""	""
"103"	"61"	"27"	"1"	"137"	"430"	"6"	"3"	"1"	"10"	"0"	"5"	"4"	"624"	""	""
"104"	"62"	"18"	"5"	"104"	"365"	"5"	"0"	"10"	"16"	"5"	"3"	"7"	"538"	""	""
"105"	"63"	"10"	"3"	"203"	"116"	"11"	"5"	"5"	"7"	"14"	"15"	"9"	"398"	""	""
"106"	"64"	"13"	"7"	"247"	"76"	"16"	"7"	"5"	"8"	"10"	"19"	"20"	"428"	""	""
"107"	"65"	"22"	"3"	"140"	"165"	"16"	"8"	"9"	"18"	"7"	"5"	"4"	"397"	""	""
"108"	"66"	"13"	"2"	"115"	"172"	"11"	"4"	"5"	"12"	"4"	"9"	"7"	"354"	""	""
"109"	"67"	"5"	"3"	"64"	"267"	"4"	"1"	"1"	"8"	"1"	"3"	"14"	"371"	""	""
"110"	"68"	"3"	"0"	"45"	"260"	"7"	"0"	"2"	"7"	"9"	"3"	"9"	"345"	""	""
"111"	"69"	"20"	"5"	"104"	"197"	"6"	"3"	"11"	"18"	"9"	"16"	"21"	"410"	""	""
"112"	"70"	"3"	"0"	"17"	"419"	"8"	"0"	"3"	"8"	"1"	"0"	"1"	"460"	""	""
"113"	"Total No. of Votes"	"195"	"39"	"2245"	"2995"	"120"	"43"	"76"	"138"	"92"	"102"	"138"	"6183"	""	""
"114"	"Grand Total"	"921"	"206"	"11756"	"11757"	"612"	"222"	"279"	"595"	"505"	"437"	"688"	"27978"	""	""
"115"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"116"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"117"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"118"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"119"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"121"	"71"	"12"	"3"	"32"	"415"	"2"	"1"	"3"	"12"	"4"	"1"	"9"	"494"	""	""
"122"	"72"	"7"	"8"	"72"	"315"	"6"	"4"	"5"	"18"	"9"	"6"	"7"	"457"	""	""
"123"	"73"	"9"	"4"	"146"	"225"	"2"	"1"	"2"	"6"	"7"	"4"	"8"	"414"	""	""
"124"	"74"	"11"	"2"	"190"	"165"	"5"	"3"	"1"	"6"	"8"	"5"	"15"	"411"	""	""
"125"	"75"	"11"	"4"	"194"	"266"	"14"	"6"	"4"	"14"	"13"	"6"	"22"	"554"	""	""
"126"	"76"	"4"	"1"	"34"	"155"	"1"	"0"	"4"	"8"	"8"	"3"	"8"	"226"	""	""
"127"	"77"	"26"	"4"	"133"	"147"	"14"	"11"	"4"	"5"	"16"	"6"	"25"	"391"	""	""
"128"	"78"	"1"	"1"	"46"	"189"	"6"	"2"	"2"	"6"	"3"	"1"	"11"	"268"	""	""
"129"	"79"	"14"	"3"	"95"	"115"	"6"	"3"	"3"	"13"	"6"	"2"	"5"	"265"	""	""
"130"	"80"	"10"	"7"	"141"	"157"	"8"	"4"	"4"	"12"	"13"	"4"	"28"	"388"	""	""
"131"	"81"	"5"	"0"	"55"	"256"	"4"	"3"	"3"	"17"	"9"	"4"	"10"	"366"	""	""
"132"	"82"	"24"	"1"	"195"	"64"	"1"	"2"	"2"	"1"	"1"	"3"	"1"	"295"	""	""
"133"	"83"	"7"	"6"	"41"	"143"	"4"	"0"	"6"	"8"	"3"	"2"	"6"	"226"	""	""
"134"	"84"	"14"	"3"	"36"	"324"	"11"	"5"	"2"	"32"	"5"	"6"	"10"	"448"	""	""
"135"	"Total No. of Votes"	"155"	"47"	"1410"	"2936"	"84"	"45"	"45"	"158"	"105"	"53"	"165"	"5203"	""	""
"136"	"Grand Total"	"1076"	"253"	"13166"	"14693"	"696"	"267"	"324"	"753"	"610"	"490"	"853"	"33181"	""	""
"137"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"138"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"139"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"140"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"141"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"142"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"143"	"85"	"14"	"1"	"112"	"129"	"6"	"2"	"1"	"10"	"12"	"9"	"12"	"308"	""	""
"144"	"86"	"2"	"2"	"50"	"200"	"3"	"1"	"2"	"8"	"1"	"1"	"1"	"271"	""	""
"145"	"87"	"29"	"9"	"174"	"101"	"12"	"6"	"6"	"9"	"12"	"9"	"16"	"383"	""	""
"146"	"88"	"17"	"3"	"228"	"150"	"10"	"5"	"5"	"9"	"17"	"17"	"11"	"472"	""	""
"147"	"89"	"22"	"3"	"90"	"323"	"8"	"1"	"7"	"15"	"7"	"6"	"12"	"494"	""	""
"148"	"90"	"15"	"5"	"331"	"138"	"10"	"1"	"2"	"13"	"16"	"4"	"16"	"551"	""	""
"149"	"91"	"11"	"7"	"159"	"155"	"16"	"7"	"4"	"17"	"9"	"8"	"15"	"408"	""	""
"150"	"92"	"4"	"1"	"17"	"250"	"2"	"0"	"3"	"3"	"0"	"0"	"4"	"284"	""	""
"151"	"93"	"17"	"7"	"99"	"271"	"7"	"1"	"5"	"17"	"5"	"6"	"15"	"450"	""	""
"152"	"94"	"11"	"6"	"126"	"140"	"10"	"0"	"7"	"11"	"8"	"9"	"7"	"335"	""	""
"153"	"95"	"16"	"7"	"100"	"338"	"7"	"4"	"5"	"21"	"6"	"5"	"8"	"517"	""	""
"154"	"96"	"4"	"1"	"112"	"70"	"2"	"2"	"2"	"3"	"1"	"1"	"3"	"201"	""	""
"155"	"97"	"6"	"2"	"295"	"52"	"3"	"0"	"0"	"2"	"3"	"2"	"1"	"366"	""	""
"156"	"98"	"10"	"0"	"179"	"84"	"5"	"3"	"5"	"3"	"5"	"4"	"6"	"304"	""	""
"157"	"Total No. of Votes"	"178"	"54"	"2072"	"2401"	"101"	"33"	"54"	"141"	"102"	"81"	"127"	"5344"	""	""
"158"	"Grand Total"	"1254"	"307"	"15238"	"17094"	"797"	"300"	"378"	"894"	"712"	"571"	"980"	"38525"	""	""
"159"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"160"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"161"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"162"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"163"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"164"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"165"	"99"	"9"	"1"	"176"	"33"	"2"	"3"	"3"	"0"	"5"	"4"	"5"	"241"	""	""
"166"	"100"	"13"	"1"	"157"	"261"	"4"	"1"	"2"	"9"	"1"	"0"	"1"	"450"	""	""
"167"	"101"	"14"	"4"	"83"	"361"	"7"	"4"	"4"	"10"	"1"	"4"	"3"	"495"	""	""
"168"	"102"	"21"	"6"	"172"	"168"	"9"	"8"	"2"	"18"	"11"	"8"	"8"	"431"	""	""
"169"	"103"	"29"	"6"	"127"	"82"	"7"	"2"	"3"	"10"	"8"	"9"	"17"	"300"	""	""
"170"	"104"	"38"	"2"	"73"	"69"	"8"	"2"	"7"	"10"	"7"	"2"	"13"	"231"	""	""
"171"	"105"	"30"	"4"	"227"	"41"	"4"	"4"	"0"	"3"	"9"	"4"	"15"	"341"	""	""
"172"	"106"	"29"	"6"	"205"	"79"	"6"	"4"	"0"	"4"	"8"	"2"	"5"	"348"	""	""
"173"	"107"	"25"	"9"	"277"	"78"	"14"	"2"	"3"	"7"	"7"	"10"	"15"	"447"	""	""
"174"	"108"	"6"	"2"	"59"	"412"	"5"	"0"	"4"	"19"	"9"	"3"	"8"	"527"	""	""
"175"	"109"	"4"	"4"	"41"	"456"	"3"	"0"	"0"	"6"	"7"	"5"	"7"	"533"	""	""
"176"	"110"	"1"	"0"	"26"	"445"	"3"	"0"	"0"	"3"	"0"	"1"	"2"	"481"	""	""
"177"	"111"	"15"	"3"	"48"	"283"	"4"	"2"	"3"	"29"	"2"	"2"	"1"	"392"	""	""
"178"	"112"	"6"	"5"	"379"	"23"	"5"	"1"	"1"	"0"	"5"	"2"	"4"	"431"	""	""
"179"	"Total No. of Votes"	"240"	"53"	"2050"	"2791"	"81"	"33"	"32"	"128"	"80"	"56"	"104"	"5648"	""	""
"180"	"Grand Total"	"1494"	"360"	"17288"	"19885"	"878"	"333"	"410"	"1022"	"792"	"627"	"1084"	"44173"	""	""
"181"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"182"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"183"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"184"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"185"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"186"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"187"	"113"	"8"	"3"	"91"	"165"	"16"	"2"	"8"	"10"	"8"	"8"	"12"	"331"	""	""
"188"	"114"	"20"	"1"	"190"	"225"	"13"	"7"	"8"	"17"	"13"	"6"	"34"	"534"	""	""
"189"	"115"	"11"	"2"	"101"	"195"	"6"	"2"	"5"	"15"	"11"	"10"	"17"	"375"	""	""
"190"	"116"	"3"	"3"	"5"	"390"	"1"	"0"	"1"	"6"	"1"	"2"	"3"	"415"	""	""
"191"	"117"	"3"	"1"	"31"	"310"	"6"	"2"	"5"	"11"	"5"	"8"	"10"	"392"	""	""
"192"	"118"	"12"	"7"	"270"	"293"	"23"	"6"	"8"	"10"	"8"	"4"	"9"	"650"	""	""
"193"	"119"	"12"	"7"	"135"	"137"	"6"	"3"	"0"	"6"	"2"	"4"	"3"	"315"	""	""
"194"	"120"	"21"	"7"	"180"	"92"	"9"	"6"	"4"	"14"	"27"	"10"	"30"	"400"	""	""
"195"	"121"	"12"	"7"	"141"	"173"	"11"	"5"	"7"	"27"	"19"	"11"	"27"	"440"	""	""
"196"	"122"	"7"	"4"	"47"	"220"	"5"	"2"	"7"	"15"	"4"	"10"	"16"	"337"	""	""
"197"	"123"	"5"	"0"	"5"	"209"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"224"	""	""
"198"	"124"	"13"	"2"	"230"	"83"	"6"	"3"	"3"	"5"	"14"	"11"	"8"	"378"	""	""
"199"	"125"	"21"	"3"	"221"	"185"	"8"	"2"	"7"	"12"	"9"	"9"	"10"	"487"	""	""
"200"	"126"	"17"	"3"	"213"	"92"	"4"	"1"	"3"	"3"	"4"	"4"	"5"	"349"	""	""
"201"	"Total No. of Votes"	"165"	"50"	"1860"	"2769"	"114"	"42"	"67"	"153"	"125"	"98"	"184"	"5627"	""	""
"202"	"Grand Total"	"1659"	"410"	"19148"	"22654"	"992"	"375"	"477"	"1175"	"917"	"725"	"1268"	"49800"	""	""
"203"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"204"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"205"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"206"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"207"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH
CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA
KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY
KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	""
"208"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"
"209"	"127"	"18"	"5"	"136"	"460"	"31"	"2"	"5"	"22"	"3"	"3"	"12"	"697"	""	""
"210"	"128"	"10"	"2"	"151"	"261"	"19"	"3"	"3"	"11"	"7"	"4"	"16"	"487"	""	""
"211"	"129"	"1"	"1"	"38"	"458"	"13"	"0"	"3"	"3"	"0"	"4"	"8"	"529"	""	""
"212"	"130"	"16"	"5"	"251"	"107"	"13"	"1"	"4"	"7"	"18"	"13"	"19"	"454"	""	""
