"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-336948"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 181-DIGHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"20"	"10"	"146"	"160"	"31"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"3"	"2"	"348"	"0"	"348"	"0"
"21"	"11"	"98"	"236"	"33"	"2"	"0"	"4"	"1"	"0"	"2"	"3"	"2"	"2"	"1"	"1"	"1"	"13"	"399"	"0"	"399"	"0"
"22"	"12"	"160"	"132"	"31"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"334"	"0"	"334"	"0"
"23"	"13"	"125"	"110"	"30"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"2"	"5"	"280"	"0"	"280"	"0"
"24"	"14"	"237"	"171"	"42"	"3"	"2"	"0"	"1"	"1"	"0"	"1"	"7"	"2"	"1"	"1"	"3"	"9"	"481"	"0"	"481"	"0"
"25"	"Total :-"	"2018"	"2889"	"437"	"19"	"13"	"37"	"11"	"7"	"13"	"17"	"23"	"12"	"11"	"11"	"24"	"71"	"5613"	"0"	"5613"	"0"
"26"	"Till Last Total :-"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27"	"Grand Total
:-"	"2018"	"2889"	"437"	"19"	"13"	"37"	"11"	"7"	"13"	"17"	"23"	"12"	"11"	"11"	"24"	"71"	"5613"	"0"	"5613"	"0"
"28"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"30"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"31"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"32"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37"	"Total No. of electors in Assembly Constituency/Segment:-336948"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"39"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	"ROUND  2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 181-DIGHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"43"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"44"	"15"	"133"	"232"	"36"	"5"	"2"	"1"	"2"	"1"	"1"	"0"	"3"	"0"	"0"	"1"	"1"	"5"	"423"	"0"	"423"	"0"
"45"	"16"	"56"	"231"	"121"	"1"	"2"	"9"	"3"	"1"	"1"	"1"	"3"	"1"	"2"	"1"	"1"	"2"	"436"	"0"	"436"	"0"
"46"	"17"	"75"	"220"	"138"	"2"	"0"	"0"	"2"	"1"	"3"	"4"	"0"	"5"	"0"	"2"	"2"	"6"	"460"	"0"	"460"	"0"
"47"	"18"	"21"	"143"	"6"	"0"	"1"	"8"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"181"	"0"	"181"	"0"
"48"	"19"	"27"	"236"	"32"	"0"	"0"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"308"	"0"	"308"	"0"
"49"	"20"	"16"	"222"	"16"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"0"	"256"	"0"
"50"	"21"	"46"	"213"	"42"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"305"	"0"	"305"	"0"
"51"	"22"	"24"	"230"	"33"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"293"	"0"	"293"	"0"
"52"	"23"	"26"	"231"	"42"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"304"	"0"	"304"	"0"
"53"	"24"	"24"	"349"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"400"	"0"	"400"	"0"
"54"	"25"	"32"	"275"	"21"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"333"	"0"	"333"	"0"
"55"	"26"	"34"	"318"	"37"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"394"	"0"	"394"	"0"
"56"	"27"	"28"	"308"	"34"	"0"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"377"	"0"	"377"	"0"
"57"	"28"	"34"	"329"	"20"	"0"	"0"	"2"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"5"	"396"	"0"	"396"	"0"
"58"	"Total :-"	"576"	"3537"	"605"	"10"	"7"	"35"	"15"	"7"	"7"	"11"	"7"	"7"	"2"	"9"	"7"	"24"	"4866"	"0"	"4866"	"0"
"59"	"Till Last Total :-"	"2018"	"2889"	"437"	"19"	"13"	"37"	"11"	"7"	"13"	"17"	"23"	"12"	"11"	"11"	"24"	"71"	"5613"	"0"	"5613"	"0"
"60"	"Grand Total
:-"	"2594"	"6426"	"1042"	"29"	"20"	"72"	"26"	"14"	"20"	"28"	"30"	"19"	"13"	"20"	"31"	"95"	"10479"	"0"	"10479"	"0"
"61"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"62"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"63"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"64"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"65"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"67"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"68"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"69"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"70"	"Total No. of electors in Assembly Constituency/Segment:-336948"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"71"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"72"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"73"	"ROUND  3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"74"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 181-DIGHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"76"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"77"	"29"	"26"	"316"	"37"	"0"	"0"	"5"	"2"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"4"	"395"	"0"	"395"	"0"
"78"	"30"	"53"	"393"	"49"	"1"	"2"	"10"	"0"	"1"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"4"	"520"	"0"	"520"	"0"
"79"	"31"	"19"	"247"	"38"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"309"	"0"	"309"	"0"
"80"	"32"	"39"	"289"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"370"	"0"	"370"	"0"
"81"	"33"	"24"	"308"	"26"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"365"	"0"	"365"	"0"
"82"	"34"	"62"	"290"	"43"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"1"	"2"	"1"	"1"	"1"	"3"	"412"	"0"	"412"	"0"
"83"	"35"	"71"	"342"	"40"	"0"	"1"	"3"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"3"	"3"	"469"	"0"	"469"	"0"
"84"	"36"	"31"	"230"	"25"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"0"	"288"	"0"
"85"	"37"	"22"	"167"	"25"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"218"	"0"	"218"	"0"
"86"	"38"	"26"	"142"	"11"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"184"	"0"	"184"	"0"
"87"	"39"	"30"	"306"	"36"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"4"	"384"	"0"	"384"	"0"
"88"	"40"	"31"	"211"	"18"	"0"	"0"	"6"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"269"	"0"	"269"	"0"
"89"	"41"	"63"	"332"	"53"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"4"	"460"	"0"	"460"	"0"
"90"	"42"	"19"	"229"	"49"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	"0"	"301"	"0"
"91"	"Total :-"	"516"	"3802"	"486"	"5"	"8"	"41"	"11"	"5"	"4"	"4"	"9"	"8"	"3"	"7"	"12"	"23"	"4944"	"0"	"4944"	"0"
"92"	"Till Last Total :-"	"2594"	"6426"	"1042"	"29"	"20"	"72"	"26"	"14"	"20"	"28"	"30"	"19"	"13"	"20"	"31"	"95"	"10479"	"0"	"10479"	"0"
"93"	"Grand Total
:-"	"3110"	"10228"	"1528"	"34"	"28"	"113"	"37"	"19"	"24"	"32"	"39"	"27"	"16"	"27"	"43"	"118"	"15423"	"0"	"15423"	"0"
"94"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"95"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"96"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"97"	"16th May 2009                                                                                                                                                                                                                                                                                     ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"98"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"100"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"102"	"Total No. of electors in Assembly Constituency/Segment:-336948"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"103"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"105"	"ROUND  4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"106"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 181-DIGHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"107"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"108"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"109"	"43"	"13"	"255"	"38"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"309"	"0"	"309"	"0"
"110"	"44"	"17"	"201"	"34"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"0"	"256"	"0"
"111"	"45"	"26"	"167"	"17"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"7"	"1"	"222"	"0"	"222"	"0"
"112"	"46"	"7"	"139"	"31"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"0"	"179"	"0"
"113"	"47"	"10"	"164"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"0"	"211"	"0"
"114"	"48"	"14"	"260"	"43"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"322"	"0"	"322"	"0"
"115"	"49"	"23"	"221"	"31"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"278"	"0"	"278"	"0"
"116"	"50"	"29"	"213"	"38"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"290"	"0"	"290"	"0"
"117"	"51"	"17"	"149"	"34"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"205"	"0"	"205"	"0"
"118"	"52"	"31"	"175"	"8"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"217"	"0"	"217"	"0"
"119"	"53"	"24"	"243"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"295"	"0"	"295"	"0"
"120"	"54"	"12"	"295"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"331"	"0"	"331"	"0"
"121"	"55"	"16"	"233"	"54"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"309"	"0"	"309"	"0"
"122"	"56"	"34"	"293"	"31"	"14"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"376"	"0"	"376"	"0"
"123"	"Total :-"	"273"	"3008"	"446"	"20"	"9"	"16"	"5"	"0"	"3"	"1"	"1"	"2"	"1"	"0"	"13"	"2"	"3800"	"0"	"3800"	"0"
"124"	"Till Last Total :-"	"3110"	"10228"	"1528"	"34"	"28"	"113"	"37"	"19"	"24"	"32"	"39"	"27"	"16"	"27"	"43"	"118"	"15423"	"0"	"15423"	"0"
"125"	"Grand Total
:-"	"3383"	"13236"	"1974"	"54"	"37"	"129"	"42"	"19"	"27"	"33"	"40"	"29"	"17"	"27"	"56"	"120"	"19223"	"0"	"19223"	"0"
"126"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"127"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"128"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"130"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"131"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"132"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	"Total No. of electors in Assembly Constituency/Segment:-336948"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"137"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"138"	"ROUND  5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"139"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 181-DIGHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"140"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"141"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"142"	"57"	"48"	"160"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"224"	"0"	"224"	"0"
"143"	"58"	"59"	"108"	"190"	"1"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"363"	"0"	"363"	"0"
"144"	"59"	"35"	"39"	"81"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"159"	"0"	"159"	"0"
"145"	"60"	"34"	"209"	"70"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"316"	"0"	"316"	"0"
"146"	"61"	"38"	"45"	"153"	"1"	"0"	"4"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"246"	"0"	"246"	"0"
"147"	"62"	"95"	"14"	"223"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"336"	"0"	"336"	"0"
"148"	"63"	"38"	"60"	"97"	"0"	"0"	"6"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"208"	"0"	"208"	"0"
"149"	"64"	"48"	"128"	"121"	"1"	"0"	"1"	"2"	"0"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"4"	"313"	"0"	"313"	"0"
"150"	"65"	"38"	"60"	"115"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"2"	"220"	"0"	"220"	"0"
"151"	"66"	"32"	"280"	"58"	"1"	"3"	"7"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"389"	"0"	"389"	"0"
"152"	"67"	"58"	"77"	"88"	"3"	"1"	"14"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"246"	"0"	"246"	"0"
"153"	"68"	"63"	"93"	"94"	"2"	"0"	"50"	"10"	"1"	"1"	"1"	"2"	"0"	"1"	"4"	"1"	"4"	"327"	"0"	"327"	"0"
"154"	"69"	"33"	"138"	"73"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"0"	"249"	"0"
"155"	"70"	"25"	"267"	"103"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"399"	"0"	"399"	"0"
"156"	"Total :-"	"644"	"1678"	"1480"	"14"	"5"	"92"	"18"	"3"	"4"	"5"	"10"	"6"	"6"	"5"	"9"	"16"	"3995"	"0"	"3995"	"0"
