"A_CODE"	"BOOTH_NO"	"Kalawati.Devi"	"Ramji.Manjhi"	"Sanjiv.Prasad.Toni"	"Hari.Manjhi"	"Dilip.Paswan"	"Niranjan.Kumar"	"Rajesh.Kumar"	"Ramdev.Arya.Paan"	"Amarnath.prasad"	"Krishna.Choudhary"	"Kail.Das"	"Deepak.Paswan"	"Ramkisho.re.Paswan"	"Ramu.Paswan"	"Shiv.Shankar.Kumar"	"Shyamlal.Manjhi"	"TOTAL.Votes"
"42"	229	40	8	70	177	64	8	4	5	1	1	5	1	1	3	4	3	12	367
"43"	229	41	18	75	71	282	7	5	4	4	9	4	0	1	4	1	0	2	487
"44"	229	42	14	53	267	122	5	3	31	5	3	2	4	2	1	3	2	13	530
"45"	229	43	8	63	143	262	5	1	4	1	6	2	3	2	8	2	5	3	518
"46"	229	44	0	68	112	195	6	2	2	2	2	2	1	2	1	11	4	9	419
"47"	229	45	11	83	75	147	0	0	1	0	0	1	2	7	5	2	6	13	353
"48"	229	46	9	52	34	204	1	1	6	2	6	3	4	7	5	7	2	6	349
"49"	229	47	76	84	19	141	4	0	1	5	4	5	5	3	4	3	2	3	359
"50"	229	48	4	83	40	141	6	4	0	4	6	0	1	6	9	8	13	15	340
"51"	229	49	0	25	679	11	0	0	0	0	0	0	0	0	0	0	0	0	715
"52"	229	50	25	81	69	233	10	7	14	2	6	6	7	4	5	6	4	19	498
"53"	229	51	72	84	29	142	1	1	41	4	1	2	4	4	4	3	1	13	406
"54"	229	52	4	108	120	179	8	5	8	4	9	5	4	4	5	4	4	5	476
"55"	229	53	15	437	20	143	6	3	0	0	3	0	0	1	0	2	1	2	633
"56"	229	54	0	640	4	15	0	1	1	0	0	0	0	0	0	0	0	0	661
"57"	229	55	7	182	66	67	5	2	3	3	2	2	2	4	3	5	0	4	357
"58"	229	56	3	255	6	62	1	0	0	0	0	0	1	0	1	0	1	0	330
"59"	229	57	2	448	4	43	0	0	0	0	0	0	1	0	0	0	1	1	500
"60"	229	58	3	589	9	0	0	0	0	0	0	0	0	0	0	0	0	0	601
"61"	229	59	29	99	42	194	11	4	0	5	2	2	3	3	1	2	2	6	405
"62"	229	60	9	48	8	204	6	1	0	3	3	2	2	2	11	4	2	5	310
"63"	229	61	24	98	15	164	5	4	0	2	1	1	1	2	4	1	1	9	332
"64"	229	62	25	113	7	81	8	2	3	0	1	1	1	3	1	0	0	1	247
"65"	229	63	2	57	81	463	1	0	0	0	0	0	1	0	0	0	0	0	605
"66"	229	64	10	96	21	262	4	2	0	5	2	0	0	2	1	1	0	1	407
"67"	229	65	32	68	78	212	8	0	0	2	1	1	3	4	11	3	0	14	437
"68"	229	66	16	63	61	48	3	2	1	4	2	1	2	1	1	4	1	5	215
"69"	229	67	9	200	50	199	4	2	1	3	1	2	3	1	4	6	5	14	504
"70"	229	68	26	103	7	130	7	1	3	3	2	5	2	3	6	3	3	9	313
"71"	229	69	15	109	11	125	4	0	0	1	3	1	1	2	0	5	7	11	295
"72"	229	70	9	138	4	130	8	2	1	0	3	0	2	2	13	3	2	6	323
"73"	229	71	17	75	86	86	6	1	1	0	2	1	3	6	16	3	0	12	315
"74"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75"	229	72	6	184	6	13	2	2	2	2	8	3	3	0	1	2	7	3	244
"76"	229	73	21	221	103	31	2	2	0	3	10	6	3	4	4	6	16	19	451
"77"	229	74	14	64	2	143	3	0	0	0	0	1	0	0	4	1	0	6	238
"78"	229	75	6	16	3	201	6	2	1	1	0	0	2	1	5	2	1	5	252
"79"	229	76	26	63	20	316	10	2	5	3	3	2	8	9	16	10	6	10	509
"80"	229	77	27	177	44	201	12	1	0	1	2	1	2	5	8	7	8	12	508
"81"	229	78	29	63	50	314	11	3	5	4	6	2	5	4	11	5	6	21	539
"82"	229	79	8	164	9	11	1	0	0	0	2	1	3	0	0	1	1	1	202
"83"	229	80	1	67	12	283	4	0	2	1	2	1	3	2	6	3	3	11	401
"84"	229	81	4	100	5	165	9	1	1	2	2	2	3	5	4	3	2	4	312
"85"	229	82	15	60	28	330	6	0	2	2	4	1	1	4	9	3	0	6	471
"86"	229	83	11	14	14	106	3	2	1	1	1	2	1	1	2	4	3	16	182
"87"	229	84	18	64	46	393	10	6	2	2	8	4	3	1	4	3	0	2	566
"88"	229	85	8	104	71	299	1	1	3	2	2	2	1	3	6	5	3	7	518
"89"	229	86	6	117	39	89	1	5	4	3	3	5	9	3	4	3	2	10	303
"90"	229	87	19	72	36	318	16	2	1	5	4	6	14	10	24	14	17	26	584
"91"	229	88	15	150	10	92	2	0	1	0	0	1	0	0	0	0	1	0	272
"92"	229	89	9	132	6	25	3	0	0	2	2	1	2	3	1	1	2	2	191
"93"	229	90	11	50	5	47	3	0	1	0	2	2	1	3	1	1	0	3	130
"94"	229	91	10	61	17	80	7	1	1	1	2	1	4	2	3	1	2	4	197
"95"	229	92	3	43	9	318	7	1	0	1	0	1	1	1	2	3	3	4	397
"96"	229	93	9	251	14	105	7	1	0	0	3	1	0	3	2	2	3	9	410
"97"	229	94	3	259	14	125	3	1	0	2	0	0	1	1	1	1	0	0	411
"98"	229	95	0	5	5	571	0	0	0	0	0	0	0	0	0	0	0	0	581
"99"	229	96	0	10	11	627	1	0	0	0	0	0	0	0	1	0	0	0	650
"100"	229	97	24	76	24	128	6	4	3	2	1	1	3	3	3	2	2	6	288
"101"	229	98	1	35	17	450	5	0	0	0	0	0	0	0	0	0	0	0	508
"102"	229	99	23	81	10	154	9	4	1	2	4	2	2	1	1	1	1	6	302
"103"	229	100	4	13	12	364	2	1	1	0	0	2	0	1	1	0	0	2	403
"104"	229	101	13	119	3	72	6	4	0	1	5	2	4	1	2	4	2	2	240
"105"	229	102	23	16	5	214	4	1	0	2	1	1	5	7	15	7	3	12	316
"106"	229	103	22	64	6	169	7	1	0	0	2	1	3	3	8	4	5	10	305
"107"	229	104	5	220	2	33	1	0	0	0	0	0	0	0	0	0	0	0	261
"108"	229	105	4	163	6	114	4	0	0	2	0	0	0	1	5	1	1	1	302
"109"	229	106	20	61	8	31	4	2	1	1	0	1	3	1	2	4	6	8	153
"110"	229	107	0	395	0	6	0	0	0	0	0	0	0	0	0	0	0	0	401
"111"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"112"	229	108	2	213	0	5	0	0	0	0	0	0	0	0	1	0	0	0	221
"113"	229	109	9	76	34	106	9	1	1	3	3	4	8	6	15	7	8	3	293
"114"	229	110	30	59	25	511	20	6	2	4	4	3	8	7	17	5	4	8	713
"115"	229	111	12	345	4	53	3	0	1	0	0	1	2	0	3	0	6	2	432
"116"	229	112	9	239	20	114	4	0	1	1	0	1	3	1	5	1	2	1	402
"117"	229	113	11	146	19	160	0	0	1	1	1	2	3	5	8	10	8	11	386
"118"	229	114	36	142	23	135	7	4	4	6	3	2	2	3	2	1	3	1	374
"119"	229	115	2	104	16	113	3	0	0	0	2	4	0	3	9	4	4	7	271
"120"	229	116	9	96	8	128	4	6	1	1	1	0	8	3	5	3	5	3	281
"121"	229	117	33	52	14	67	7	5	4	0	0	1	1	1	3	3	1	4	196
"122"	229	118	3	215	5	96	3	0	0	0	1	1	1	0	2	5	0	1	333
"123"	229	119	21	57	12	91	7	2	3	3	3	1	2	3	5	3	0	5	218
"124"	229	120	13	77	17	136	6	2	1	1	1	2	2	0	3	3	2	2	268
"125"	229	121	11	377	24	160	10	2	3	3	6	0	2	0	2	0	3	5	608
"126"	229	122	6	168	9	291	5	0	1	0	2	0	2	0	1	1	1	1	488
"127"	229	123	13	59	7	130	9	5	2	1	0	0	4	3	2	2	1	1	239
"128"	229	124	14	147	7	37	0	2	1	1	3	3	1	0	1	5	7	4	233
"129"	229	125	26	680	5	107	5	3	0	0	2	1	2	1	3	0	2	2	839
"130"	229	126	9	120	6	23	5	0	3	2	5	2	8	1	3	2	13	14	216
"131"	229	127	3	157	3	34	0	0	0	0	0	0	0	0	2	1	0	1	201
"132"	229	128	0	494	1	17	0	0	0	0	0	0	0	0	0	0	0	0	512
"133"	229	129	11	128	23	113	4	2	3	4	4	1	5	6	3	2	12	15	336
"134"	229	130	28	211	8	129	10	3	4	3	9	3	0	1	6	2	4	2	423
"135"	229	131	53	147	4	135	4	2	2	2	1	1	5	2	5	5	3	22	393
"136"	229	132	12	124	37	166	6	2	0	4	2	1	1	2	3	3	0	1	364
"137"	229	133	2	17	5	54	0	0	0	2	0	0	0	0	2	0	0	1	83
"138"	229	134	5	72	17	264	7	0	1	2	3	0	1	1	5	1	1	1	381
"139"	229	135	20	325	51	212	8	0	2	2	2	0	2	1	5	2	4	4	640
"140"	229	136	35	122	20	114	6	1	2	4	4	4	3	2	8	4	3	23	355
"141"	229	137	8	39	17	178	10	2	1	6	2	2	4	1	12	3	4	8	297
"142"	229	138	7	50	7	657	11	3	0	2	2	4	0	6	12	5	2	9	777
"143"	229	139	18	61	38	218	7	1	2	2	2	1	2	2	8	3	1	4	370
"144"	229	140	8	124	8	131	2	5	0	2	1	2	5	1	10	4	4	3	310
"145"	229	141	5	183	5	176	5	4	3	1	3	4	3	2	6	4	7	2	413
"146"	229	142	5	75	7	132	6	3	4	4	5	2	2	0	5	4	0	4	258
"147"	229	143	6	135	9	80	2	2	2	1	3	2	2	1	5	4	10	4	268
"148"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"149"	229	144	5	168	4	30	3	31	0	1	0	1	2	1	1	1	2	0	250
"150"	229	145	38	77	8	242	10	3	4	3	4	1	2	1	28	4	7	8	440
"151"	229	146	5	174	5	141	2	2	0	1	3	1	4	1	4	1	1	1	346
"152"	229	147	2	265	2	49	2	0	1	2	0	0	1	0	0	1	1	0	326
"153"	229	148	11	204	16	103	4	3	2	2	2	6	4	3	16	1	8	6	391
"154"	229	149	2	216	3	105	8	0	2	4	2	2	2	1	1	5	2	1	356
"155"	229	150	22	302	7	97	5	2	1	3	2	0	4	2	3	1	1	2	454
"156"	229	151	4	401	34	43	2	1	0	0	2	4	6	4	1	2	0	3	507
"157"	229	152	0	282	2	64	1	0	0	0	0	0	0	0	1	0	0	0	350
"158"	229	153	1	266	3	75	3	9	0	0	0	0	0	0	5	0	0	0	362
"159"	229	154	11	168	6	266	8	3	0	3	4	2	3	7	12	10	12	16	531
"160"	229	155	12	322	25	200	4	2	2	2	2	1	1	4	1	0	0	0	578
"161"	229	156	6	378	6	68	0	0	4	0	5	0	2	1	2	4	6	4	486
"162"	229	157	2	24	51	264	1	1	1	7	0	1	0	0	0	0	0	0	352
"163"	229	158	17	57	28	230	5	2	0	2	2	1	3	3	5	5	5	15	380
"164"	229	159	1	551	2	46	1	0	0	0	0	0	0	0	2	0	0	0	603
"165"	229	160	1	142	13	50	0	1	0	1	0	0	1	0	0	0	1	1	211
"166"	229	161	6	275	13	154	2	1	3	0	3	1	1	3	0	1	0	1	464
"167"	229	162	7	43	3	54	2	0	4	0	1	1	2	6	4	5	10	18	160
"168"	229	163	46	263	96	129	4	1	4	4	2	5	2	2	4	2	8	19	591
"169"	229	164	8	156	20	298	4	2	1	0	0	0	2	0	4	0	0	0	495
"170"	229	165	13	39	9	216	3	2	4	0	0	1	2	2	11	5	5	13	325
"171"	229	166	2	135	4	80	2	0	0	0	0	0	0	1	2	2	2	2	232
"172"	229	167	7	506	8	36	2	3	0	0	1	2	0	1	0	1	2	1	570
"173"	229	168	14	32	17	387	3	3	0	2	1	2	0	5	17	2	3	16	504
"174"	229	169	1	9	13	367	4	1	0	0	1	1	0	0	2	1	1	1	402
"175"	229	170	0	10	3	227	2	8	0	0	0	0	0	0	1	0	0	0	251
"176"	229	171	9	47	17	224	7	2	1	1	2	2	1	2	13	3	2	5	338
"177"	229	172	35	126	14	343	10	2	2	7	0	0	1	7	3	0	1	5	556
"178"	229	173	69	20	16	302	5	1	3	0	1	1	0	2	2	2	0	0	424
"179"	229	174	10	22	17	470	7	3	3	5	2	1	3	2	5	2	4	9	565
"180"	229	175	9	158	43	93	3	1	1	0	9	2	2	1	2	3	2	4	333
"181"	229	176	1	6	4	274	1	0	1	0	0	0	0	0	4	1	1	2	295
"182"	229	177	25	48	8	274	7	3	3	3	4	3	6	8	6	2	0	6	406
"183"	229	178	17	18	6	206	4	1	1	0	1	1	2	1	7	1	2	3	271
"184"	229	179	6	14	1	164	0	0	0	0	0	0	0	0	0	0	0	1	186
"185"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"186"	229	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"187"	229	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"188"	229	182	7	81	11	113	4	1	1	0	0	0	0	0	1	0	2	0	221
"189"	229	183	30	10	2	504	1	1	1	0	0	0	1	0	1	0	0	0	551
"190"	229	184	16	49	20	227	6	3	1	3	4	2	8	5	3	1	3	3	354
"191"	229	185	36	229	4	20	0	0	0	0	0	1	0	0	0	0	0	0	290
"192"	229	186	8	36	6	169	7	1	2	0	1	1	4	4	8	2	3	2	254
"193"	229	187	11	103	8	80	2	1	1	2	1	8	1	2	4	2	1	5	232
"194"	229	188	20	40	42	211	8	2	2	2	4	2	3	3	4	2	2	8	355
"195"	229	189	0	272	18	17	0	0	0	0	0	0	0	0	0	0	0	0	307
"196"	229	190	76	11	6	253	0	0	0	0	1	0	0	1	2	0	0	1	351
"197"	229	191	4	149	10	57	0	0	0	2	2	0	0	1	5	2	0	3	235
"198"	229	192	33	77	45	211	10	3	2	4	3	1	6	3	5	2	8	17	430
"199"	229	193	16	106	7	55	1	5	1	0	1	3	2	4	5	3	1	4	214
"200"	229	194	7	184	11	27	1	0	0	0	0	0	0	0	0	0	0	0	230
"201"	229	195	27	13	8	70	2	1	2	1	2	2	0	2	2	2	1	7	142
"202"	229	196	16	231	7	161	4	2	0	1	3	1	2	3	2	3	1	3	440
"203"	229	197	8	146	9	157	4	2	0	1	4	0	2	1	0	2	2	2	340
"204"	229	198	0	95	4	72	4	1	0	1	2	0	0	1	2	3	2	2	189
"205"	229	199	39	138	2	80	3	2	0	0	0	0	1	1	1	1	1	4	273
"206"	229	200	15	390	5	62	1	1	0	1	0	1	0	1	0	1	2	0	480
"207"	229	201	3	470	8	57	1	0	1	0	0	0	0	0	0	0	0	0	540
"208"	229	202	22	177	3	29	0	0	0	1	0	1	0	0	0	0	2	1	236
"209"	229	203	15	351	22	177	3	2	0	3	1	0	2	1	1	2	3	1	584
"210"	229	204	17	261	7	139	5	2	0	1	0	2	2	1	4	2	1	1	445
"211"	229	205	2	294	0	6	0	0	0	0	0	0	0	0	0	0	0	0	302
"212"	229	206	0	260	3	18	0	0	0	0	0	0	0	0	0	0	0	0	281
"213"	229	207	11	108	11	112	5	0	0	1	3	0	2	2	1	1	2	1	260
"214"	229	208	18	104	6	151	18	0	1	1	2	0	2	2	8	3	5	8	329
"215"	229	209	1	26	3	134	5	0	2	0	0	2	1	1	7	2	0	6	190
"216"	229	210	25	167	15	279	11	6	3	3	6	5	7	6	8	1	6	7	555
"217"	229	211	5	195	4	51	0	2	0	1	0	0	2	2	7	3	6	2	280
"218"	229	212	14	76	14	130	3	2	0	3	4	4	1	1	4	4	6	6	272
"219"	229	213	1	309	1	76	1	1	0	0	0	0	0	0	0	0	0	0	389
"220"	229	214	23	128	25	192	9	3	5	2	1	0	2	1	5	2	0	3	401
"221"	229	215	40	187	10	91	7	3	4	4	4	2	4	1	3	1	2	3	366
"222"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"223"	229	216	10	121	6	134	7	3	0	2	0	2	2	1	3	1	0	2	294
"224"	229	217	5	357	6	50	2	2	0	1	0	0	1	0	1	0	2	0	427
"225"	229	218	8	199	17	180	9	3	0	5	2	2	5	2	3	1	5	6	447
"226"	229	219	0	519	0	9	0	0	0	0	0	0	0	0	0	0	0	0	528
"227"	229	220	12	126	15	235	7	5	2	0	3	2	1	42	12	7	6	9	484
"228"	229	221	0	8	2	315	0	0	0	0	0	0	0	0	0	0	0	0	325
"229"	229	222	2	12	70	213	1	0	0	0	0	0	0	0	2	2	2	1	305
"230"	229	223	14	119	8	135	12	4	1	2	2	0	0	0	0	2	2	2	303
"231"	229	224	10	284	18	193	8	6	0	4	3	1	4	1	8	3	5	2	550
"232"	229	225	18	43	84	139	8	1	5	3	1	2	4	2	1	4	2	5	322
"233"	229	226	7	163	26	47	2	0	0	1	3	0	2	2	1	4	4	1	263
"234"	229	227	1	44	9	264	0	0	1	1	0	0	0	3	2	0	1	0	326
"235"	229	228	43	149	25	263	16	7	3	5	11	2	9	6	8	6	2	8	563
"236"	229	229	4	51	10	130	3	1	1	0	1	1	1	1	2	0	1	2	209
"237"	229	230	9	156	16	234	8	4	1	5	4	2	2	1	2	2	2	1	449
"238"	229	231	7	61	12	152	4	0	1	0	5	3	1	1	5	5	4	10	271
"239"	229	232	0	5	20	476	1	1	0	0	0	0	0	0	0	0	1	0	504
"240"	229	233	1	24	7	375	2	0	0	0	0	0	0	0	1	1	0	0	411
"241"	229	234	0	500	3	43	1	0	0	0	0	0	0	0	0	2	2	1	552
"242"	229	235	9	332	8	121	5	1	0	1	2	1	2	1	2	0	3	1	489
"243"	229	236	24	136	15	318	10	6	6	5	6	5	13	14	27	18	14	30	647
"244"	229	237	5	327	8	108	6	0	0	0	0	1	0	3	6	1	0	1	466
"245"	229	238	9	104	9	80	6	1	1	0	0	1	3	2	0	3	2	0	221
"246"	229	239	0	367	2	6	0	0	0	0	0	0	0	0	0	0	0	0	375
"247"	229	240	11	120	15	85	0	0	1	0	1	0	0	0	2	2	5	1	243
"248"	229	241	7	235	7	122	5	1	0	0	1	2	1	0	3	3	0	1	388
"249"	229	242	16	56	20	323	11	7	4	9	8	7	8	8	38	5	5	18	543
"250"	229	243	28	222	31	399	13	12	6	7	6	7	8	5	10	7	8	18	787
"251"	229	244	4	51	12	125	0	0	0	2	0	0	3	0	0	0	0	2	199
"252"	229	245	5	112	46	142	1	0	0	0	0	0	1	1	4	1	1	3	317
"253"	229	246	13	213	20	89	8	2	2	0	5	2	4	5	3	6	4	21	397
"254"	229	247	32	200	11	143	8	0	0	0	3	1	1	1	2	3	4	6	415
"255"	229	248	21	305	11	60	4	2	2	3	0	5	5	4	6	6	4	25	463
"256"	229	249	12	174	8	49	3	3	2	1	1	0	2	0	0	3	0	1	259
"257"	229	250	5	52	9	252	15	3	2	2	2	1	2	3	8	3	4	2	365
"258"	229	251	40	40	9	343	16	3	3	5	3	4	4	13	18	10	4	22	537
"259"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	229	252	5	885	5	15	2	5	1	1	3	1	1	0	2	2	3	3	934
"261"	229	253	12	591	7	79	1	1	1	0	2	0	2	0	1	1	2	1	701
"262"	229	254	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
"263"	229	255	0	46	4	240	7	1	0	1	5	2	2	1	5	1	1	5	321
"264"	229	256	1	610	6	41	2	1	0	1	1	0	0	1	1	0	0	1	666
"265"	229	257	5	126	16	166	9	3	0	2	3	1	0	2	6	2	5	6	352
"266"	229	258	4	72	11	105	1	2	0	1	4	1	2	1	2	5	0	6	217
"267"	229	259	0	237	2	47	2	0	0	1	0	0	1	0	0	0	0	0	290
"268"	229	260	11	167	22	130	6	1	2	1	5	5	9	7	18	4	6	19	413
"269"	229	261	14	235	26	126	7	2	5	4	3	2	1	5	3	3	1	5	442
"270"	229	262	3	117	45	51	1	5	0	2	0	0	3	1	1	4	1	0	234
"271"	229	263	38	54	13	291	12	1	3	4	3	0	3	2	8	5	1	3	441
"272"	229	264	28	134	12	125	1	2	1	2	1	4	5	0	3	2	3	5	328
"273"	229	265	8	70	10	153	8	1	1	1	1	0	3	2	0	1	2	4	265
"274"	229	266	16	75	13	180	10	3	2	3	6	2	8	5	17	5	7	32	384
"275"	229	267	11	142	35	180	7	5	2	2	3	4	7	5	11	6	8	12	440
"276"	229	268	14	108	14	176	12	5	7	3	4	4	9	5	20	9	6	19	415
"277"	229	269	1	33	0	72	1	0	0	0	0	1	1	0	1	0	0	0	110
"278"	229	270	24	29	7	159	2	2	0	1	1	1	0	1	1	0	1	1	230
"279"	229	271	6	83	11	84	4	0	0	2	6	0	3	1	2	1	6	2	211
"280"	229	272	22	65	77	53	4	4	1	0	5	1	3	1	3	1	2	8	250
"281"	229	273	28	121	43	91	6	5	4	5	7	7	14	6	14	7	24	43	425
"282"	229	274	8	123	11	114	7	0	0	1	1	2	0	2	3	2	1	5	280
"283"	229	275	5	53	5	134	5	1	0	0	1	1	0	1	0	3	1	2	212
"284"	229	276	10	37	8	89	4	3	5	2	2	2	1	0	2	2	1	2	170
"285"	229	277	13	88	13	144	16	2	9	14	8	7	10	5	5	6	3	17	360
"286"	229	278	11	142	10	68	3	1	0	0	3	0	4	0	1	2	3	2	250
"287"	229	279	9	228	14	99	5	3	2	1	1	0	0	0	7	1	6	2	378
"288"	229	280	17	351	5	121	8	5	1	2	3	2	7	1	3	3	2	5	536
"289"	229	281	45	77	16	180	15	1	3	3	2	3	12	7	15	9	7	7	402
"290"	229	282	15	203	14	124	8	3	2	1	0	2	4	1	3	2	1	7	390
"291"	229	283	29	26	6	126	9	3	4	2	6	1	4	0	3	3	1	3	226
"292"	229	284	13	111	19	35	11	5	5	2	2	3	0	3	2	1	1	2	215
"293"	229	285	12	200	25	122	14	4	8	6	1	6	4	4	7	5	10	12	440
"294"	229	286	2	362	5	44	2	0	0	0	2	0	0	0	4	1	0	1	423
"295"	NA	NA	3775	41929	8036	46141	1369	610	532	498	634	443	704	624	1221	782	783	1688	109769
"296"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"297"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
