"X1.FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"27"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"28"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"29"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"30"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"31"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"33"	"15"	"10"	"3"	"12"	"219"	"4"	"0"	"10"	"22"	"5"	"4"	"25"	"314"	""	""
"34"	"16"	"17"	"2"	"381"	"35"	"12"	"2"	"0"	"2"	"15"	"6"	"17"	"489"	""	""
"35"	"17"	"17"	"6"	"43"	"301"	"28"	"6"	"11"	"15"	"4"	"32"	"12"	"475"	""	""
"36"	"18"	"6"	"1"	"135"	"298"	"6"	"1"	"1"	"7"	"2"	"0"	"0"	"457"	""	""
"37"	"19"	"19"	"2"	"230"	"143"	"4"	"3"	"7"	"17"	"14"	"12"	"19"	"470"	""	""
"38"	"20"	"36"	"6"	"92"	"192"	"12"	"6"	"7"	"9"	"8"	"5"	"13"	"386"	""	""
"39"	"21"	"18"	"4"	"111"	"159"	"97"	"4"	"3"	"7"	"5"	"4"	"5"	"417"	""	""
"40"	"22"	"22"	"0"	"100"	"115"	"16"	"3"	"3"	"6"	"9"	"26"	"17"	"317"	""	""
"41"	"23"	"7"	"4"	"41"	"119"	"10"	"0"	"3"	"9"	"6"	"54"	"10"	"263"	""	""
"42"	"24"	"8"	"3"	"139"	"159"	"21"	"4"	"8"	"7"	"4"	"0"	"5"	"358"	""	""
"43"	"25"	"14"	"0"	"144"	"92"	"14"	"4"	"8"	"8"	"11"	"4"	"10"	"309"	""	""
"44"	"26"	"11"	"1"	"66"	"110"	"24"	"2"	"1"	"5"	"3"	"2"	"6"	"231"	""	""
"45"	"27"	"8"	"2"	"36"	"178"	"24"	"0"	"5"	"8"	"1"	"2"	"7"	"271"	""	""
"46"	"28"	"6"	"1"	"121"	"76"	"16"	"3"	"4"	"3"	"2"	"1"	"1"	"234"	""	""
"47"	"Total No. of Votes"	"199"	"35"	"1651"	"2196"	"288"	"38"	"71"	"125"	"89"	"152"	"147"	"4991"	""	""
"48"	"Grand Total"	"366"	"81"	"2935"	"6421"	"487"	"72"	"130"	"251"	"153"	"210"	"255"	"11361"	""	""
"49"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"50"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"51"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"52"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"53"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"54"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"55"	"29"	"8"	"2"	"151"	"200"	"12"	"4"	"6"	"7"	"8"	"8"	"22"	"428"	""	""
"56"	"30"	"4"	"1"	"544"	"37"	"5"	"1"	"0"	"0"	"4"	"2"	"3"	"601"	""	""
"57"	"31"	"7"	"2"	"178"	"202"	"14"	"1"	"10"	"25"	"9"	"7"	"22"	"477"	""	""
"58"	"32"	"14"	"8"	"116"	"130"	"55"	"2"	"7"	"11"	"1"	"3"	"4"	"351"	""	""
"59"	"33"	"32"	"9"	"129"	"140"	"90"	"3"	"6"	"19"	"13"	"10"	"21"	"472"	""	""
"60"	"34"	"11"	"3"	"137"	"274"	"9"	"3"	"3"	"19"	"5"	"4"	"5"	"473"	""	""
"61"	"35"	"8"	"6"	"296"	"48"	"8"	"4"	"2"	"2"	"4"	"2"	"5"	"385"	""	""
"62"	"36"	"35"	"7"	"144"	"210"	"76"	"5"	"10"	"13"	"12"	"3"	"3"	"518"	""	""
"63"	"37"	"21"	"4"	"68"	"283"	"122"	"6"	"12"	"20"	"10"	"15"	"29"	"590"	""	""
"64"	"38"	"17"	"3"	"163"	"283"	"55"	"10"	"3"	"19"	"12"	"5"	"14"	"584"	""	""
"65"	"39"	"11"	"8"	"110"	"126"	"133"	"9"	"5"	"9"	"4"	"3"	"5"	"423"	""	""
"66"	"40"	"9"	"9"	"138"	"232"	"51"	"5"	"9"	"22"	"8"	"5"	"25"	"513"	""	""
"67"	"41"	"11"	"2"	"13"	"271"	"6"	"0"	"4"	"8"	"2"	"4"	"9"	"330"	""	""
"68"	"42"	"24"	"8"	"233"	"173"	"22"	"9"	"2"	"17"	"10"	"6"	"9"	"513"	""	""
"69"	"Total No. of Votes"	"212"	"72"	"2420"	"2609"	"658"	"62"	"79"	"191"	"102"	"77"	"176"	"6658"	""	""
"70"	"Grand Total"	"578"	"153"	"5355"	"9030"	"1145"	"134"	"209"	"442"	"255"	"287"	"431"	"18019"	""	""
"71"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"72"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"73"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"74"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"75"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"76"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"77"	"43"	"29"	"5"	"207"	"215"	"9"	"7"	"7"	"17"	"20"	"12"	"34"	"562"	""	""
"78"	"44"	"18"	"3"	"49"	"178"	"3"	"5"	"3"	"4"	"7"	"1"	"5"	"276"	""	""
"79"	"45"	"16"	"2"	"181"	"157"	"10"	"0"	"4"	"19"	"14"	"10"	"12"	"425"	""	""
"80"	"46"	"24"	"6"	"160"	"142"	"15"	"4"	"2"	"5"	"4"	"3"	"4"	"369"	""	""
"81"	"47"	"21"	"7"	"125"	"101"	"7"	"2"	"1"	"8"	"3"	"9"	"14"	"298"	""	""
"82"	"48"	"15"	"9"	"226"	"147"	"10"	"2"	"2"	"10"	"14"	"4"	"21"	"460"	""	""
"83"	"49"	"1"	"1"	"80"	"152"	"21"	"3"	"5"	"10"	"6"	"5"	"9"	"293"	""	""
"84"	"50"	"22"	"1"	"66"	"180"	"9"	"0"	"1"	"5"	"1"	"2"	"4"	"291"	""	""
"85"	"51"	"8"	"2"	"145"	"91"	"9"	"2"	"2"	"4"	"7"	"3"	"6"	"279"	""	""
"86"	"52"	"11"	"7"	"173"	"176"	"51"	"3"	"4"	"14"	"15"	"2"	"10"	"466"	""	""
"87"	"53"	"10"	"2"	"229"	"295"	"7"	"3"	"3"	"9"	"7"	"7"	"5"	"577"	""	""
"88"	"54"	"11"	"6"	"192"	"157"	"29"	"10"	"6"	"10"	"14"	"7"	"11"	"453"	""	""
"89"	"55"	"7"	"0"	"109"	"176"	"28"	"3"	"1"	"3"	"5"	"6"	"12"	"350"	""	""
"90"	"56"	"22"	"6"	"190"	"154"	"28"	"1"	"5"	"13"	"8"	"12"	"18"	"457"	""	""
"91"	"Total No. of Votes"	"215"	"57"	"2132"	"2321"	"236"	"45"	"46"	"131"	"125"	"83"	"165"	"5556"	""	""
"92"	"Grand Total"	"793"	"210"	"7487"	"11351"	"1381"	"179"	"255"	"573"	"380"	"370"	"596"	"23575"	""	""
"93"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"94"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"95"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"96"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"97"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"98"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"99"	"57"	"25"	"3"	"113"	"192"	"16"	"4"	"2"	"5"	"5"	"3"	"2"	"370"	""	""
"100"	"58"	"45"	"2"	"117"	"329"	"17"	"4"	"4"	"11"	"0"	"4"	"8"	"541"	""	""
"101"	"59"	"13"	"0"	"107"	"168"	"3"	"2"	"3"	"10"	"5"	"7"	"13"	"331"	""	""
"102"	"60"	"14"	"2"	"105"	"280"	"4"	"4"	"0"	"4"	"4"	"1"	"15"	"433"	""	""
"103"	"60A"	"4"	"0"	"81"	"316"	"14"	"4"	"3"	"3"	"1"	"0"	"1"	"427"	""	""
"104"	"61"	"30"	"2"	"92"	"103"	"19"	"4"	"3"	"6"	"7"	"3"	"10"	"279"	""	""
"105"	"62"	"14"	"3"	"188"	"116"	"6"	"5"	"8"	"15"	"13"	"8"	"17"	"393"	""	""
"106"	"63"	"6"	"3"	"106"	"160"	"39"	"4"	"2"	"7"	"11"	"3"	"6"	"347"	""	""
"107"	"64"	"12"	"1"	"177"	"117"	"20"	"4"	"4"	"4"	"4"	"2"	"4"	"349"	""	""
"108"	"65"	"15"	"0"	"123"	"435"	"85"	"5"	"7"	"14"	"3"	"2"	"8"	"697"	""	""
"109"	"66"	"9"	"2"	"70"	"271"	"154"	"5"	"2"	"17"	"5"	"2"	"15"	"552"	""	""
"110"	"67"	"7"	"2"	"189"	"66"	"60"	"5"	"3"	"6"	"10"	"8"	"14"	"370"	""	""
"111"	"68"	"10"	"2"	"93"	"98"	"48"	"2"	"2"	"8"	"6"	"3"	"9"	"281"	""	""
"112"	"69"	"15"	"3"	"90"	"114"	"51"	"3"	"7"	"7"	"3"	"6"	"19"	"318"	""	""
"113"	"Total No. of Votes"	"219"	"25"	"1651"	"2765"	"536"	"55"	"50"	"117"	"77"	"52"	"141"	"5688"	""	""
"114"	"Grand Total"	"1012"	"235"	"9138"	"14116"	"1917"	"234"	"305"	"690"	"457"	"422"	"737"	"29263"	""	""
"115"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"116"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"117"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"118"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"119"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"121"	"70"	"12"	"5"	"166"	"95"	"38"	"0"	"3"	"3"	"2"	"3"	"4"	"331"	""	""
"122"	"71"	"10"	"5"	"252"	"37"	"5"	"2"	"3"	"0"	"6"	"2"	"59"	"381"	""	""
"123"	"72"	"12"	"1"	"305"	"63"	"3"	"2"	"0"	"5"	"3"	"4"	"44"	"442"	""	""
"124"	"73"	"4"	"2"	"41"	"303"	"3"	"1"	"0"	"6"	"2"	"1"	"1"	"364"	""	""
"125"	"74"	"8"	"3"	"91"	"271"	"7"	"2"	"5"	"5"	"2"	"0"	"2"	"396"	""	""
"126"	"75"	"37"	"2"	"88"	"449"	"9"	"6"	"6"	"15"	"4"	"6"	"4"	"626"	""	""
"127"	"76"	"20"	"4"	"167"	"139"	"11"	"6"	"5"	"8"	"4"	"4"	"4"	"372"	""	""
"128"	"77"	"17"	"7"	"106"	"325"	"9"	"1"	"8"	"10"	"5"	"4"	"17"	"509"	""	""
"129"	"78"	"20"	"5"	"99"	"285"	"7"	"1"	"5"	"6"	"2"	"1"	"8"	"439"	""	""
"130"	"79"	"16"	"1"	"172"	"138"	"13"	"3"	"4"	"5"	"18"	"8"	"4"	"382"	""	""
"131"	"80"	"16"	"9"	"189"	"94"	"3"	"0"	"8"	"14"	"9"	"8"	"14"	"364"	""	""
"132"	"81"	"27"	"4"	"265"	"83"	"13"	"3"	"8"	"21"	"28"	"4"	"15"	"471"	""	""
"133"	"82"	"14"	"4"	"160"	"272"	"12"	"3"	"1"	"12"	"5"	"0"	"6"	"489"	""	""
"134"	"83"	"31"	"7"	"210"	"289"	"13"	"7"	"12"	"28"	"18"	"12"	"17"	"644"	""	""
"135"	"Total No. of Votes"	"244"	"59"	"2311"	"2843"	"146"	"37"	"68"	"138"	"108"	"57"	"199"	"6210"	""	""
"136"	"Grand Total"	"1256"	"294"	"11449"	"16959"	"2063"	"271"	"373"	"828"	"565"	"479"	"936"	"35473"	""	""
"137"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"138"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"139"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"140"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"141"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"142"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"143"	"84"	"15"	"4"	"42"	"277"	"5"	"5"	"8"	"10"	"6"	"1"	"15"	"388"	""	""
"144"	"85"	"6"	"4"	"86"	"139"	"37"	"8"	"4"	"4"	"4"	"2"	"6"	"300"	""	""
"145"	"86"	"13"	"3"	"51"	"370"	"10"	"1"	"2"	"17"	"8"	"14"	"22"	"511"	""	""
"146"	"87"	"30"	"4"	"126"	"374"	"10"	"3"	"5"	"14"	"6"	"5"	"2"	"579"	""	""
"147"	"88"	"14"	"2"	"101"	"104"	"6"	"4"	"2"	"4"	"16"	"6"	"23"	"282"	""	""
"148"	"89"	"18"	"8"	"53"	"149"	"9"	"4"	"5"	"7"	"8"	"4"	"17"	"282"	""	""
"149"	"90"	"11"	"0"	"26"	"169"	"4"	"1"	"2"	"13"	"7"	"6"	"15"	"254"	""	""
"150"	"91"	"7"	"5"	"103"	"171"	"10"	"3"	"6"	"14"	"16"	"12"	"17"	"364"	""	""
"151"	"92"	"15"	"3"	"38"	"205"	"10"	"2"	"8"	"24"	"14"	"6"	"29"	"354"	""	""
"152"	"93"	"20"	"3"	"150"	"123"	"14"	"14"	"4"	"17"	"24"	"9"	"16"	"394"	""	""
"153"	"94"	"13"	"6"	"122"	"121"	"4"	"1"	"4"	"13"	"7"	"3"	"3"	"297"	""	""
"154"	"95"	"3"	"1"	"162"	"88"	"6"	"2"	"3"	"6"	"12"	"3"	"7"	"293"	""	""
"155"	"96"	"12"	"4"	"92"	"295"	"12"	"4"	"8"	"13"	"11"	"5"	"21"	"477"	""	""
"156"	"97"	"19"	"5"	"57"	"170"	"7"	"3"	"8"	"15"	"8"	"7"	"17"	"316"	""	""
"157"	"Total No. of Votes"	"196"	"52"	"1209"	"2755"	"144"	"55"	"69"	"171"	"147"	"83"	"210"	"5091"	""	""
"158"	"Grand Total"	"1452"	"346"	"12658"	"19714"	"2207"	"326"	"442"	"999"	"712"	"562"	"1146"	"40564"	""	""
"159"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"160"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"161"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"162"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"163"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"164"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"98"	"19"	"2"	"37"	"301"	"9"	"2"	"6"	"10"	"2"	"3"	"6"	"397"	""	""
"166"	"99"	"23"	"4"	"106"	"134"	"11"	"4"	"8"	"15"	"15"	"11"	"33"	"364"	""	""
"167"	"100"	"15"	"3"	"231"	"57"	"11"	"3"	"6"	"5"	"20"	"16"	"23"	"390"	""	""
"168"	"101"	"36"	"2"	"97"	"100"	"13"	"3"	"2"	"8"	"4"	"5"	"11"	"281"	""	""
"169"	"102"	"31"	"2"	"238"	"132"	"10"	"5"	"6"	"6"	"15"	"21"	"19"	"485"	""	""
"170"	"103"	"26"	"6"	"257"	"107"	"8"	"4"	"2"	"5"	"10"	"0"	"5"	"430"	""	""
"171"	"104"	"5"	"2"	"143"	"74"	"11"	"1"	"4"	"7"	"13"	"3"	"13"	"276"	""	""
"172"	"105"	"37"	"5"	"82"	"429"	"9"	"2"	"7"	"15"	"10"	"4"	"10"	"610"	""	""
"173"	"106"	"20"	"5"	"235"	"294"	"50"	"6"	"3"	"19"	"13"	"3"	"11"	"659"	""	""
"174"	"107"	"30"	"12"	"296"	"55"	"11"	"5"	"4"	"10"	"19"	"18"	"35"	"495"	""	""
"175"	"108"	"26"	"12"	"261"	"100"	"26"	"7"	"19"	"15"	"15"	"16"	"24"	"521"	""	""
"176"	"109"	"25"	"2"	"189"	"110"	"3"	"1"	"3"	"8"	"21"	"10"	"27"	"399"	""	""
"177"	"110"	"18"	"4"	"194"	"146"	"6"	"5"	"1"	"4"	"7"	"3"	"5"	"393"	""	""
"178"	"111"	"3"	"1"	"42"	"168"	"1"	"1"	"7"	"11"	"5"	"4"	"11"	"254"	""	""
"179"	"Total No. of Votes"	"314"	"62"	"2408"	"2207"	"179"	"49"	"78"	"138"	"169"	"117"	"233"	"5954"	""	""
"180"	"Grand Total"	"1766"	"408"	"15066"	"21921"	"2386"	"375"	"520"	"1137"	"881"	"679"	"1379"	"46518"	""	""
"181"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"182"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"183"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"184"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"185"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"186"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"112"	"1"	"0"	"44"	"115"	"3"	"0"	"1"	"5"	"2"	"1"	"0"	"172"	""	""
"188"	"113"	"14"	"13"	"139"	"278"	"26"	"9"	"14"	"26"	"14"	"7"	"35"	"575"	""	""
"189"	"114"	"14"	"8"	"57"	"256"	"5"	"2"	"9"	"12"	"4"	"5"	"25"	"397"	""	""
"190"	"115"	"19"	"3"	"46"	"177"	"158"	"5"	"3"	"2"	"3"	"1"	"12"	"429"	""	""
"191"	"116"	"27"	"5"	"54"	"427"	"14"	"5"	"7"	"20"	"2"	"6"	"9"	"576"	""	""
"192"	"117"	"9"	"4"	"130"	"432"	"20"	"7"	"3"	"19"	"5"	"4"	"12"	"645"	""	""
"193"	"118"	"26"	"10"	"184"	"165"	"29"	"4"	"4"	"14"	"9"	"7"	"10"	"462"	""	""
"194"	"119"	"8"	"6"	"310"	"98"	"10"	"0"	"3"	"7"	"7"	"7"	"2"	"458"	""	""
"195"	"120"	"6"	"6"	"296"	"26"	"6"	"3"	"2"	"3"	"7"	"4"	"8"	"367"	""	""
"196"	"121"	"11"	"4"	"101"	"138"	"5"	"8"	"7"	"16"	"11"	"8"	"28"	"337"	""	""
"197"	"122"	"8"	"2"	"31"	"268"	"6"	"2"	"1"	"5"	"0"	"1"	"2"	"326"	""	""
"198"	"123"	"5"	"3"	"33"	"144"	"5"	"0"	"3"	"11"	"4"	"7"	"9"	"224"	""	""
"199"	"124"	"4"	"2"	"39"	"137"	"9"	"3"	"2"	"13"	"5"	"2"	"5"	"221"	""	""
"200"	"125"	"15"	"0"	"29"	"238"	"6"	"1"	"5"	"12"	"5"	"7"	"18"	"336"	""	""
"201"	"Total No. of Votes"	"167"	"66"	"1493"	"2899"	"302"	"49"	"64"	"165"	"78"	"67"	"175"	"5525"	""	""
"202"	"Grand Total"	"1933"	"474"	"16559"	"24820"	"2688"	"424"	"584"	"1302"	"959"	"746"	"1554"	"52043"	""	""
"203"	"Serial No. of"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of"	"No. of"	"Total No."
"204"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	"Valid"	"Rejected"	"of"
"205"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""
"206"	"Station"	""	""	""	""	""	""	""	""	""	""	""	"Votes"	"Votes"	"Tendered"
"207"	""	"DASAI CHOUDHARY"	"MAHESHW AR DAS"	"RAM VILAS PASWAN"	"RAM SUNDAR DAS"	"DINESH CHANDRA BHUSHAN"	"NAND LAL PASWAN"	"PRATIMA KUMARI"	"RAJENDRA KUMAR PASWAN"	"RAM TIRTH PASWAN"	"VISHWA VIJAY KUMAR VIDHYARTHI"	"SANJAY PASHWAN"	""	""	"votes"
"208"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"126"	"6"	"2"	"396"	"206"	"6"	"0"	"6"	"14"	"7"	"2"	"8"	"653"	""	""
"210"	"127"	"19"	"3"	"120"	"277"	"12"	"2"	"2"	"9"	"7"	"8"	"8"	"467"	""	""
