"X....................................................................................................................................................................................................Tabulation.of.Result.by.Additional.Counting.Staff...................................................................................................................................................................................................."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"ENTRY FORM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly  :  142 Bachhwara"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"24"	"19"	"9"	"51"	"3"	"60"	"416"	"10"	"3"	"3"	"0"	"0"	"1"	"12"	"3"	"1"	"1"	"4"	"4"	"1"	"5"	"587"	"0"	"587"	"0"
"25"	"20"	"27"	"58"	"1"	"191"	"271"	"12"	"2"	"1"	"1"	"0"	"2"	"14"	"5"	"3"	"3"	"12"	"11"	"22"	"11"	"647"	"0"	"647"	"0"
"26"	"21"	"4"	"67"	"6"	"52"	"375"	"11"	"0"	"0"	"2"	"1"	"2"	"6"	"3"	"2"	"1"	"6"	"5"	"13"	"7"	"563"	"0"	"563"	"0"
"27"	"22"	"27"	"103"	"6"	"30"	"451"	"14"	"7"	"3"	"1"	"2"	"3"	"31"	"2"	"2"	"2"	"6"	"2"	"2"	"6"	"700"	"0"	"700"	"0"
"28"	"23"	"36"	"38"	"4"	"193"	"357"	"8"	"17"	"4"	"4"	"2"	"8"	"6"	"5"	"5"	"8"	"14"	"6"	"4"	"7"	"726"	"0"	"726"	"0"
"29"	"24"	"41"	"60"	"6"	"295"	"332"	"9"	"3"	"6"	"0"	"2"	"3"	"3"	"1"	"1"	"5"	"10"	"3"	"3"	"1"	"784"	"0"	"784"	"0"
"30"	"25"	"39"	"33"	"4"	"269"	"212"	"4"	"2"	"9"	"3"	"2"	"2"	"25"	"6"	"4"	"10"	"25"	"1"	"0"	"2"	"652"	"0"	"652"	"0"
"31"	"26"	"21"	"1"	"4"	"59"	"110"	"3"	"0"	"1"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"208"	"0"	"208"	"0"
"32"	"27"	"19"	"5"	"0"	"61"	"174"	"9"	"0"	"1"	"0"	"0"	"1"	"6"	"2"	"0"	"2"	"8"	"1"	"0"	"1"	"290"	"0"	"290"	"0"
"33"	"28"	"42"	"42"	"3"	"181"	"336"	"9"	"2"	"2"	"1"	"4"	"1"	"30"	"4"	"0"	"3"	"9"	"4"	"0"	"2"	"675"	"0"	"675"	"0"
"34"	"29"	"67"	"20"	"3"	"123"	"340"	"10"	"2"	"0"	"1"	"2"	"2"	"21"	"0"	"1"	"1"	"4"	"1"	"2"	"1"	"601"	"0"	"601"	"0"
"35"	"30"	"70"	"20"	"5"	"350"	"188"	"11"	"2"	"8"	"5"	"2"	"3"	"11"	"2"	"4"	"3"	"13"	"4"	"5"	"1"	"707"	"0"	"707"	"0"
"36"	"31"	"142"	"53"	"3"	"55"	"144"	"13"	"2"	"2"	"2"	"4"	"11"	"11"	"7"	"5"	"10"	"36"	"7"	"4"	"3"	"514"	"0"	"514"	"0"
"37"	"32"	"17"	"88"	"5"	"118"	"202"	"3"	"1"	"5"	"4"	"4"	"3"	"19"	"3"	"4"	"9"	"19"	"2"	"1"	"1"	"508"	"0"	"508"	"0"
"38"	"33"	"36"	"95"	"4"	"167"	"98"	"3"	"0"	"8"	"2"	"1"	"3"	"61"	"3"	"3"	"3"	"11"	"2"	"0"	"1"	"501"	"0"	"501"	"0"
"39"	"34"	"115"	"124"	"11"	"95"	"150"	"8"	"3"	"3"	"6"	"9"	"7"	"16"	"6"	"4"	"8"	"15"	"3"	"2"	"0"	"585"	"0"	"585"	"0"
"40"	"35"	"27"	"129"	"7"	"309"	"292"	"12"	"0"	"3"	"3"	"2"	"5"	"13"	"1"	"2"	"2"	"12"	"4"	"5"	"1"	"829"	"0"	"829"	"0"
"41"	"36"	"188"	"47"	"4"	"28"	"91"	"3"	"6"	"4"	"1"	"4"	"9"	"5"	"0"	"0"	"1"	"11"	"11"	"4"	"1"	"418"	"0"	"418"	"0"
"42"	"37"	"60"	"56"	"4"	"208"	"171"	"3"	"0"	"6"	"1"	"0"	"0"	"5"	"2"	"1"	"2"	"4"	"2"	"1"	"0"	"526"	"0"	"526"	"0"
"43"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"44"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshra ya Nishad"	"Sajjan Chaudhary"	""	""	""	""
"45"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"46"	"38"	"33"	"61"	"1"	"152"	"202"	"9"	"2"	"1"	"0"	"1"	"1"	"11"	"0"	"1"	"4"	"5"	"6"	"7"	"4"	"501"	"0"	"501"	"0"
"47"	"39"	"58"	"65"	"7"	"169"	"184"	"8"	"5"	"1"	"1"	"5"	"6"	"6"	"6"	"11"	"14"	"49"	"13"	"15"	"5"	"628"	"0"	"628"	"0"
"48"	"40"	"27"	"61"	"6"	"149"	"35"	"1"	"1"	"1"	"0"	"0"	"3"	"16"	"1"	"1"	"1"	"2"	"1"	"1"	"3"	"310"	"0"	"310"	"0"
"49"	"41"	"70"	"8"	"1"	"42"	"444"	"11"	"5"	"3"	"6"	"5"	"12"	"30"	"5"	"5"	"5"	"13"	"2"	"0"	"2"	"669"	"0"	"669"	"0"
"50"	"42"	"33"	"39"	"2"	"252"	"252"	"12"	"1"	"3"	"3"	"1"	"2"	"20"	"1"	"2"	"2"	"9"	"7"	"6"	"4"	"651"	"0"	"651"	"0"
"51"	"43"	"45"	"1"	"0"	"19"	"166"	"13"	"2"	"0"	"1"	"0"	"6"	"0"	"1"	"1"	"4"	"12"	"11"	"3"	"7"	"292"	"0"	"292"	"0"
"52"	"44"	"28"	"3"	"0"	"44"	"138"	"3"	"1"	"0"	"1"	"1"	"2"	"5"	"1"	"2"	"1"	"3"	"1"	"1"	"1"	"236"	"0"	"236"	"0"
"53"	"45"	"62"	"13"	"0"	"42"	"155"	"7"	"2"	"0"	"2"	"0"	"4"	"2"	"0"	"1"	"4"	"13"	"1"	"0"	"1"	"309"	"0"	"309"	"0"
"54"	"46"	"43"	"20"	"4"	"81"	"310"	"2"	"4"	"2"	"3"	"5"	"3"	"9"	"1"	"2"	"4"	"9"	"3"	"0"	"2"	"507"	"0"	"507"	"0"
"55"	"47"	"6"	"123"	"2"	"49"	"88"	"5"	"0"	"1"	"1"	"0"	"1"	"11"	"3"	"1"	"1"	"5"	"1"	"3"	"1"	"302"	"0"	"302"	"0"
"56"	"48"	"11"	"117"	"2"	"35"	"72"	"1"	"0"	"0"	"2"	"1"	"0"	"3"	"0"	"2"	"1"	"2"	"12"	"4"	"8"	"273"	"0"	"273"	"0"
"57"	"49"	"46"	"113"	"3"	"94"	"129"	"5"	"1"	"2"	"1"	"1"	"3"	"16"	"5"	"2"	"7"	"12"	"11"	"7"	"13"	"471"	"0"	"471"	"0"
"58"	"50"	"57"	"143"	"4"	"85"	"165"	"11"	"2"	"2"	"3"	"2"	"6"	"35"	"8"	"7"	"6"	"16"	"3"	"2"	"0"	"557"	"0"	"557"	"0"
"59"	"51"	"141"	"17"	"3"	"43"	"198"	"3"	"4"	"0"	"1"	"3"	"4"	"12"	"3"	"4"	"9"	"14"	"8"	"3"	"8"	"478"	"0"	"478"	"0"
"60"	"52"	"57"	"32"	"4"	"120"	"55"	"91"	"3"	"2"	"3"	"5"	"3"	"6"	"3"	"5"	"3"	"13"	"5"	"2"	"4"	"416"	"0"	"416"	"0"
"61"	"53"	"90"	"26"	"3"	"65"	"194"	"14"	"3"	"3"	"2"	"3"	"2"	"9"	"6"	"10"	"5"	"22"	"2"	"2"	"4"	"465"	"0"	"465"	"0"
"62"	"54"	"15"	"35"	"5"	"157"	"97"	"6"	"0"	"2"	"2"	"3"	"1"	"24"	"1"	"4"	"4"	"15"	"1"	"1"	"2"	"375"	"0"	"375"	"0"
"63"	"55"	"27"	"24"	"5"	"232"	"106"	"4"	"2"	"0"	"3"	"4"	"6"	"37"	"7"	"8"	"19"	"23"	"5"	"0"	"3"	"515"	"0"	"515"	"0"
"64"	"56"	"25"	"16"	"1"	"67"	"157"	"8"	"6"	"5"	"3"	"5"	"7"	"20"	"5"	"5"	"4"	"19"	"0"	"0"	"2"	"355"	"0"	"355"	"0"
"65"	"57"	"112"	"28"	"2"	"64"	"233"	"5"	"5"	"3"	"7"	"6"	"12"	"24"	"4"	"7"	"3"	"26"	"5"	"2"	"1"	"549"	"0"	"549"	"0"
"66"	"58"	"241"	"33"	"5"	"180"	"170"	"6"	"1"	"1"	"2"	"4"	"8"	"14"	"6"	"7"	"12"	"35"	"9"	"2"	"6"	"742"	"0"	"742"	"0"
"67"	"59"	"105"	"24"	"1"	"127"	"156"	"6"	"2"	"0"	"5"	"7"	"8"	"22"	"7"	"3"	"8"	"27"	"7"	"1"	"2"	"518"	"0"	"518"	"0"
"68"	"60"	"66"	"23"	"5"	"139"	"167"	"7"	"0"	"2"	"0"	"11"	"2"	"117"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"545"	"0"	"545"	"0"
"69"	"61"	"106"	"46"	"3"	"142"	"25"	"2"	"0"	"0"	"0"	"0"	"3"	"7"	"2"	"1"	"0"	"7"	"2"	"0"	"0"	"346"	"0"	"346"	"0"
"70"	"62"	"21"	"16"	"4"	"106"	"11"	"1"	"1"	"2"	"0"	"0"	"4"	"3"	"1"	"3"	"4"	"5"	"0"	"1"	"3"	"186"	"0"	"186"	"0"
"71"	"63"	"37"	"67"	"4"	"217"	"97"	"3"	"0"	"3"	"3"	"3"	"11"	"20"	"13"	"4"	"14"	"51"	"1"	"0"	"3"	"551"	"0"	"551"	"0"
"72"	"64"	"79"	"247"	"12"	"71"	"206"	"5"	"6"	"8"	"5"	"1"	"7"	"49"	"6"	"5"	"16"	"23"	"9"	"3"	"4"	"762"	"0"	"762"	"0"
"73"	"65"	"10"	"172"	"5"	"44"	"64"	"4"	"0"	"2"	"0"	"0"	"1"	"8"	"0"	"0"	"5"	"3"	"4"	"3"	"2"	"327"	"0"	"327"	"0"
"74"	"66"	"20"	"279"	"9"	"54"	"34"	"4"	"2"	"0"	"0"	"0"	"2"	"8"	"0"	"1"	"6"	"7"	"4"	"6"	"0"	"436"	"0"	"436"	"0"
"75"	"67"	"45"	"303"	"10"	"85"	"147"	"6"	"2"	"1"	"0"	"0"	"1"	"17"	"2"	"1"	"6"	"7"	"1"	"1"	"3"	"638"	"0"	"638"	"0"
"76"	"68"	"187"	"112"	"6"	"27"	"111"	"8"	"3"	"3"	"1"	"5"	"7"	"18"	"0"	"5"	"6"	"14"	"13"	"6"	"6"	"538"	"0"	"538"	"0"
"77"	"69"	"19"	"218"	"4"	"15"	"339"	"0"	"2"	"0"	"0"	"0"	"1"	"21"	"3"	"2"	"5"	"7"	"15"	"13"	"10"	"674"	"0"	"674"	"0"
"78"	"70"	"95"	"209"	"15"	"31"	"229"	"8"	"2"	"6"	"1"	"7"	"8"	"4"	"1"	"2"	"3"	"8"	"4"	"1"	"3"	"637"	"0"	"637"	"0"
"79"	"71"	"129"	"162"	"4"	"15"	"139"	"6"	"1"	"0"	"1"	"2"	"6"	"8"	"3"	"2"	"4"	"12"	"5"	"3"	"0"	"502"	"0"	"502"	"0"
"80"	"72"	"168"	"60"	"3"	"134"	"94"	"10"	"6"	"3"	"3"	"41"	"9"	"19"	"4"	"3"	"3"	"38"	"13"	"2"	"3"	"616"	"0"	"616"	"0"
"81"	"73"	"76"	"28"	"3"	"20"	"428"	"8"	"1"	"2"	"6"	"4"	"10"	"7"	"9"	"8"	"8"	"36"	"8"	"3"	"3"	"668"	"0"	"668"	"0"
"82"	"74"	"253"	"94"	"11"	"79"	"242"	"4"	"2"	"0"	"3"	"3"	"4"	"15"	"3"	"0"	"2"	"5"	"4"	"1"	"1"	"726"	"0"	"726"	"0"
"83"	"75"	"31"	"94"	"2"	"46"	"81"	"5"	"3"	"3"	"1"	"7"	"3"	"59"	"2"	"5"	"6"	"6"	"2"	"2"	"1"	"359"	"0"	"359"	"0"
"84"	"76"	"27"	"97"	"6"	"84"	"71"	"6"	"3"	"6"	"2"	"6"	"7"	"121"	"6"	"5"	"13"	"10"	"4"	"1"	"1"	"476"	"0"	"476"	"0"
"85"	"77"	"82"	"65"	"4"	"107"	"222"	"4"	"4"	"0"	"1"	"0"	"3"	"12"	"1"	"3"	"3"	"6"	"3"	"1"	"2"	"523"	"0"	"523"	"0"
"86"	"78"	"41"	"140"	"11"	"84"	"83"	"4"	"4"	"2"	"0"	"4"	"2"	"25"	"2"	"2"	"1"	"6"	"2"	"1"	"6"	"420"	"0"	"420"	"0"
"87"	"Sl.No of
Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No of Rejected votes"	"Total"	"No.of Tendered votes"
"88"	""	"Anil Chaudhary"	"Amita Bhushan"	"Chandrash ekhar Mahto"	"Dr. Monazir Hassan"	"Shatrughn a Prasad Singh"	"Kishori Prasad Mahto"	"Ram Sah"	"Amiya Kashyap 'Bikki'"	"Arun Kumar"	"Ashok Sah"	"Dilip Kumar"	"Narendra Kumar Singh"	"Narayan Prasad Hisariya"	"Ranjeet Paswan"	"Radha Raman Paswan"	"Ram Dayal Bharti"	"Ram Naresh Prasad Singh"	"Ramshra ya Nishad"	"Sajjan Chaudhary"	""	""	""	""
"89"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"90"	"79"	"128"	"91"	"2"	"15"	"34"	"2"	"7"	"0"	"3"	"1"	"6"	"8"	"0"	"4"	"4"	"17"	"12"	"4"	"8"	"346"	"0"	"346"	"0"
"91"	"80"	"85"	"109"	"6"	"61"	"307"	"8"	"4"	"3"	"5"	"3"	"4"	"6"	"7"	"3"	"1"	"16"	"8"	"0"	"2"	"638"	"0"	"638"	"0"
"92"	"81"	"50"	"145"	"12"	"54"	"297"	"9"	"2"	"3"	"1"	"7"	"8"	"21"	"4"	"0"	"2"	"8"	"3"	"3"	"1"	"630"	"0"	"630"	"0"
"93"	"82"	"29"	"34"	"2"	"77"	"266"	"3"	"0"	"1"	"1"	"1"	"0"	"5"	"1"	"1"	"2"	"4"	"9"	"3"	"0"	"439"	"0"	"439"	"0"
"94"	"83"	"18"	"82"	"3"	"77"	"280"	"7"	"2"	"1"	"0"	"1"	"3"	"4"	"1"	"3"	"1"	"9"	"4"	"15"	"2"	"513"	"0"	"513"	"0"
"95"	"84"	"36"	"103"	"1"	"45"	"278"	"10"	"3"	"5"	"1"	"8"	"2"	"88"	"1"	"4"	"8"	"17"	"8"	"6"	"14"	"638"	"0"	"638"	"0"
"96"	"85"	"158"	"77"	"4"	"114"	"171"	"9"	"4"	"5"	"9"	"6"	"6"	"79"	"11"	"3"	"5"	"33"	"9"	"2"	"4"	"709"	"0"	"709"	"0"
"97"	"86"	"103"	"19"	"2"	"214"	"199"	"8"	"0"	"1"	"2"	"7"	"7"	"52"	"0"	"1"	"5"	"16"	"4"	"2"	"6"	"648"	"0"	"648"	"0"
"98"	"87"	"316"	"39"	"4"	"87"	"260"	"13"	"3"	"0"	"1"	"4"	"9"	"31"	"9"	"4"	"6"	"63"	"14"	"1"	"0"	"864"	"0"	"864"	"0"
"99"	"88"	"240"	"28"	"4"	"267"	"117"	"4"	"4"	"4"	"2"	"7"	"13"	"48"	"5"	"2"	"4"	"14"	"27"	"8"	"16"	"814"	"0"	"814"	"0"
"100"	"89"	"55"	"21"	"1"	"178"	"284"	"7"	"2"	"2"	"1"	"2"	"1"	"23"	"3"	"5"	"0"	"13"	"7"	"4"	"7"	"616"	"0"	"616"	"0"
"101"	"90"	"294"	"26"	"1"	"126"	"159"	"7"	"1"	"1"	"1"	"7"	"9"	"36"	"2"	"2"	"2"	"4"	"12"	"5"	"2"	"697"	"0"	"697"	"0"
"102"	"91"	"283"	"13"	"3"	"43"	"144"	"10"	"5"	"3"	"5"	"10"	"11"	"24"	"6"	"8"	"5"	"43"	"22"	"3"	"5"	"646"	"0"	"646"	"0"
"103"	"92"	"229"	"61"	"5"	"8"	"149"	"4"	"1"	"6"	"2"	"0"	"11"	"36"	"3"	"6"	"4"	"43"	"9"	"2"	"4"	"583"	"0"	"583"	"0"
"104"	"93"	"131"	"24"	"4"	"13"	"314"	"14"	"5"	"3"	"0"	"2"	"7"	"21"	"5"	"4"	"3"	"24"	"1"	"0"	"1"	"576"	"0"	"576"	"0"
"105"	"94"	"95"	"76"	"4"	"110"	"289"	"4"	"2"	"2"	"0"	"1"	"4"	"33"	"2"	"5"	"2"	"11"	"2"	"3"	"4"	"649"	"0"	"649"	"0"
"106"	"95"	"64"	"40"	"0"	"79"	"194"	"4"	"1"	"1"	"1"	"2"	"2"	"15"	"0"	"0"	"1"	"10"	"0"	"3"	"1"	"418"	"0"	"418"	"0"
"107"	"96"	"30"	"97"	"3"	"150"	"237"	"4"	"0"	"2"	"1"	"8"	"1"	"26"	"0"	"5"	"2"	"13"	"4"	"4"	"2"	"589"	"0"	"589"	"0"
"108"	"97"	"7"	"35"	"0"	"38"	"175"	"2"	"0"	"1"	"0"	"0"	"2"	"25"	"3"	"0"	"3"	"1"	"2"	"2"	"0"	"296"	"0"	"296"	"0"
"109"	"98"	"82"	"25"	"1"	"39"	"203"	"5"	"0"	"3"	"2"	"5"	"11"	"9"	"8"	"7"	"7"	"20"	"9"	"7"	"7"	"450"	"0"	"450"	"0"
"110"	"99"	"14"	"29"	"2"	"7"	"324"	"7"	"0"	"2"	"0"	"1"	"2"	"3"	"0"	"0"	"1"	"6"	"4"	"1"	"0"	"403"	"0"	"403"	"0"
"111"	"100"	"22"	"10"	"1"	"15"	"350"	"7"	"4"	"5"	"4"	"1"	"3"	"7"	"7"	"13"	"7"	"19"	"7"	"6"	"6"	"494"	"0"	"494"	"0"
"112"	"101"	"158"	"63"	"7"	"28"	"374"	"12"	"2"	"4"	"8"	"5"	"9"	"35"	"1"	"5"	"6"	"13"	"22"	"10"	"4"	"766"	"0"	"766"	"0"
"113"	"102"	"267"	"36"	"4"	"3"	"75"	"3"	"1"	"0"	"0"	"4"	"4"	"3"	"1"	"0"	"2"	"6"	"0"	"1"	"0"	"410"	"0"	"410"	"0"
"114"	"103"	"49"	"15"	"1"	"64"	"244"	"11"	"2"	"2"	"1"	"3"	"2"	"9"	"3"	"3"	"6"	"13"	"2"	"2"	"1"	"433"	"0"	"433"	"0"
"115"	"104"	"68"	"24"	"7"	"127"	"196"	"7"	"0"	"0"	"3"	"3"	"2"	"1"	"6"	"4"	"3"	"20"	"8"	"10"	"6"	"495"	"0"	"495"	"0"
"116"	"105"	"116"	"45"	"5"	"42"	"236"	"12"	"9"	"8"	"11"	"8"	"18"	"18"	"9"	"15"	"10"	"23"	"20"	"7"	"9"	"621"	"0"	"621"	"0"
"117"	"106"	"169"	"11"	"1"	"133"	"212"	"8"	"5"	"3"	"7"	"9"	"9"	"16"	"18"	"11"	"11"	"42"	"4"	"2"	"0"	"671"	"0"	"671"	"0"
"118"	"107"	"240"	"18"	"2"	"71"	"140"	"4"	"4"	"2"	"3"	"3"	"11"	"3"	"7"	"4"	"5"	"28"	"2"	"1"	"0"	"548"	"0"	"548"	"0"
"119"	"108"	"212"	"47"	"6"	"17"	"76"	"8"	"2"	"5"	"2"	"5"	"12"	"11"	"1"	"3"	"3"	"31"	"7"	"1"	"1"	"450"	"0"	"450"	"0"
"120"	"109"	"68"	"69"	"3"	"77"	"29"	"0"	"2"	"1"	"1"	"2"	"3"	"67"	"1"	"2"	"1"	"8"	"3"	"3"	"1"	"341"	"0"	"341"	"0"
"121"	"110"	"88"	"35"	"2"	"125"	"252"	"8"	"3"	"4"	"2"	"4"	"5"	"54"	"8"	"3"	"3"	"16"	"10"	"1"	"4"	"627"	"0"	"627"	"0"
"122"	"111"	"106"	"20"	"19"	"221"	"150"	"12"	"0"	"4"	"3"	"4"	"7"	"10"	"4"	"4"	"3"	"22"	"1"	"4"	"10"	"604"	"0"	"604"	"0"
"123"	"112"	"225"	"9"	"8"	"66"	"379"	"5"	"5"	"2"	"0"	"6"	"9"	"8"	"3"	"2"	"8"	"38"	"18"	"5"	"7"	"803"	"0"	"803"	"0"
"124"	"113"	"19"	"14"	"0"	"228"	"94"	"1"	"1"	"2"	"0"	"0"	"6"	"5"	"3"	"0"	"1"	"5"	"2"	"0"	"0"	"381"	"0"	"381"	"0"
"125"	"114"	"42"	"79"	"2"	"297"	"73"	"5"	"0"	"2"	"0"	"2"	"2"	"22"	"7"	"2"	"1"	"10"	"1"	"3"	"0"	"550"	"0"	"550"	"0"
"126"	"115"	"71"	"98"	"11"	"70"	"43"	"5"	"0"	"2"	"2"	"4"	"6"	"8"	"0"	"4"	"6"	"17"	"1"	"3"	"1"	"352"	"0"	"352"	"0"
"127"	"116"	"40"	"3"	"1"	"87"	"338"	"13"	"4"	"2"	"2"	"3"	"5"	"8"	"4"	"2"	"3"	"41"	"6"	"1"	"4"	"567"	"0"	"567"	"0"
"128"	"117"	"22"	"4"	"1"	"143"	"172"	"6"	"0"	"0"	"1"	"1"	"2"	"3"	"3"	"2"	"1"	"14"	"6"	"8"	"4"	"393"	"0"	"393"	"0"
