"ANNEXURE...XLII..CHAPTER.XIV...PARA.25.9."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"11"	"5"	"244"	"6"	"12"	"0"	"3"	"2"	"2"	"0"	"0"	"6"	"9"	"6"	"4"	"5"	"5"	"8"	"19"	"47"	"3"	"11"	"392"	""	"392"
"12"	"6"	"155"	"4"	"91"	"8"	"2"	"1"	"1"	"2"	"0"	"2"	"11"	"2"	"8"	"7"	"5"	"36"	"10"	"106"	"4"	"8"	"463"	""	"463"
"13"	"7"	"323"	"16"	"10"	"0"	"3"	"1"	"3"	"2"	"6"	"2"	"2"	"3"	"3"	"3"	"2"	"9"	"8"	"29"	"3"	"1"	"429"	""	"429"
"14"	"8"	"291"	"8"	"41"	"3"	"4"	"0"	"2"	"2"	"1"	"0"	"2"	"2"	"5"	"7"	"3"	"17"	"5"	"2"	"0"	"1"	"396"	""	"396"
"15"	"9"	"262"	"3"	"12"	"2"	"1"	"2"	"5"	"1"	"0"	"1"	"3"	"1"	"1"	"2"	"0"	"3"	"3"	"13"	"0"	"1"	"316"	""	"316"
"16"	"10"	"177"	"19"	"175"	"5"	"6"	"3"	"43"	"0"	"1"	"0"	"3"	"3"	"4"	"19"	"5"	"12"	"20"	"9"	"6"	"2"	"512"	""	"512"
"17"	"11"	"200"	"3"	"42"	"0"	"5"	"2"	"1"	"2"	"2"	"1"	"5"	"1"	"0"	"3"	"3"	"4"	"4"	"17"	"2"	"2"	"299"	""	"299"
"18"	"12"	"352"	"10"	"18"	"1"	"6"	"1"	"21"	"3"	"4"	"8"	"11"	"7"	"9"	"7"	"5"	"45"	"9"	"67"	"2"	"3"	"589"	""	"589"
"19"	"13"	"131"	"4"	"11"	"0"	"4"	"0"	"2"	"2"	"4"	"1"	"19"	"4"	"8"	"7"	"4"	"18"	"5"	"38"	"5"	"6"	"273"	""	"273"
"20"	"14"	"181"	"28"	"11"	"3"	"2"	"3"	"39"	"6"	"1"	"3"	"8"	"1"	"2"	"1"	"5"	"21"	"14"	"59"	"8"	"9"	"405"	""	"405"
"21"	"15"	"235"	"4"	"58"	"6"	"4"	"1"	"2"	"1"	"2"	"9"	"17"	"2"	"8"	"5"	"10"	"29"	"9"	"49"	"2"	"2"	"455"	""	"455"
"22"	"16"	"170"	"5"	"74"	"4"	"3"	"2"	"2"	"0"	"3"	"4"	"8"	"1"	"3"	"10"	"5"	"12"	"0"	"12"	"4"	"1"	"323"	""	"323"
"23"	"17"	"310"	"8"	"56"	"4"	"3"	"4"	"1"	"3"	"1"	"8"	"7"	"5"	"5"	"10"	"6"	"26"	"13"	"43"	"4"	"4"	"521"	""	"521"
"24"	"18"	"198"	"5"	"14"	"0"	"0"	"8"	"4"	"0"	"3"	"4"	"4"	"1"	"0"	"3"	"3"	"26"	"16"	"40"	"5"	"1"	"335"	""	"335"
"25"	"19"	"222"	"5"	"17"	"1"	"2"	"2"	"1"	"0"	"0"	"2"	"4"	"2"	"1"	"5"	"1"	"12"	"9"	"7"	"1"	"1"	"295"	""	"295"
"26"	"20"	"211"	"7"	"43"	"1"	"0"	"2"	"0"	"0"	"0"	"3"	"6"	"1"	"1"	"3"	"0"	"12"	"3"	"38"	"0"	"1"	"332"	""	"332"
"27"	"21"	"474"	"32"	"76"	"8"	"7"	"6"	"15"	"1"	"2"	"3"	"9"	"3"	"1"	"12"	"4"	"14"	"7"	"30"	"1"	"3"	"708"	""	"708"
"28"	"22"	"276"	"72"	"18"	"2"	"3"	"8"	"20"	"4"	"3"	"6"	"13"	"5"	"11"	"13"	"15"	"58"	"21"	"80"	"6"	"12"	"646"	""	"646"
"29"	"23"	"289"	"7"	"35"	"1"	"3"	"2"	"6"	"1"	"6"	"2"	"8"	"5"	"2"	"5"	"2"	"3"	"8"	"35"	"5"	"1"	"426"	""	"426"
"30"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"31"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"32"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"33"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"34"	"24"	"374"	"15"	"15"	"3"	"8"	"4"	"2"	"1"	"4"	"3"	"7"	"3"	"3"	"12"	"5"	"33"	"37"	"103"	"9"	"3"	"644"	""	"644"
"35"	"25"	"507"	"6"	"1"	"1"	"3"	"3"	"2"	"1"	"2"	"1"	"6"	"0"	"1"	"5"	"0"	"5"	"10"	"4"	"0"	"0"	"558"	""	"558"
"36"	"26"	"298"	"6"	"13"	"1"	"2"	"0"	"1"	"1"	"1"	"2"	"5"	"1"	"1"	"2"	"0"	"6"	"7"	"81"	"2"	"2"	"432"	""	"432"
"37"	"27"	"439"	"5"	"6"	"0"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"9"	"2"	"0"	"0"	"1"	"472"	""	"472"
"38"	"28"	"327"	"61"	"10"	"1"	"2"	"6"	"2"	"3"	"1"	"3"	"1"	"1"	"5"	"1"	"9"	"32"	"8"	"20"	"1"	"2"	"496"	""	"496"
"39"	"29"	"128"	"11"	"16"	"3"	"2"	"4"	"2"	"11"	"12"	"12"	"29"	"6"	"11"	"4"	"13"	"15"	"13"	"342"	"22"	"10"	"666"	""	"666"
"40"	"30"	"259"	"4"	"25"	"3"	"13"	"9"	"3"	"2"	"3"	"8"	"17"	"7"	"10"	"14"	"12"	"54"	"9"	"64"	"3"	"5"	"524"	""	"524"
"41"	"31"	"164"	"39"	"12"	"2"	"5"	"2"	"5"	"3"	"2"	"6"	"5"	"0"	"2"	"0"	"2"	"18"	"5"	"56"	"2"	"0"	"330"	""	"330"
"42"	"32"	"282"	"7"	"8"	"1"	"1"	"2"	"1"	"2"	"4"	"15"	"12"	"4"	"7"	"7"	"4"	"36"	"8"	"116"	"4"	"2"	"523"	""	"523"
"43"	"33"	"148"	"2"	"5"	"1"	"2"	"0"	"0"	"1"	"1"	"2"	"9"	"0"	"0"	"1"	"2"	"5"	"16"	"42"	"1"	"6"	"244"	""	"244"
"44"	"34"	"323"	"14"	"10"	"2"	"5"	"6"	"3"	"6"	"5"	"5"	"13"	"4"	"4"	"4"	"1"	"26"	"11"	"75"	"5"	"11"	"533"	""	"533"
"45"	"35"	"300"	"8"	"67"	"7"	"18"	"3"	"1"	"1"	"1"	"2"	"5"	"3"	"6"	"4"	"8"	"14"	"46"	"43"	"7"	"7"	"551"	""	"551"
"46"	"36"	"206"	"11"	"43"	"5"	"13"	"5"	"5"	"4"	"3"	"6"	"12"	"4"	"9"	"9"	"9"	"59"	"29"	"239"	"21"	"12"	"704"	""	"704"
"47"	"37"	"249"	"9"	"4"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"2"	"11"	"0"	"0"	"286"	""	"286"
"48"	"38"	"275"	"6"	"73"	"5"	"4"	"1"	"2"	"6"	"4"	"5"	"17"	"6"	"5"	"8"	"9"	"46"	"20"	"96"	"5"	"6"	"599"	""	"599"
"49"	"39"	"330"	"11"	"3"	"3"	"17"	"2"	"3"	"2"	"1"	"1"	"4"	"4"	"6"	"0"	"3"	"17"	"24"	"29"	"0"	"3"	"463"	""	"463"
"50"	"40"	"225"	"10"	"53"	"4"	"8"	"1"	"2"	"1"	"3"	"0"	"5"	"4"	"7"	"4"	"11"	"26"	"15"	"114"	"4"	"0"	"497"	""	"497"
"51"	"41"	"64"	"1"	"5"	"0"	"4"	"0"	"0"	"0"	"0"	"2"	"6"	"0"	"0"	"2"	"1"	"2"	"6"	"157"	"5"	"1"	"256"	""	"256"
"52"	"42"	"333"	"8"	"4"	"1"	"3"	"0"	"2"	"2"	"1"	"3"	"4"	"7"	"5"	"3"	"5"	"46"	"24"	"18"	"2"	"5"	"476"	""	"476"
"53"	"43"	"223"	"7"	"7"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"5"	"1"	"3"	"0"	"1"	"256"	""	"256"
"54"	"44"	"294"	"42"	"17"	"1"	"6"	"4"	"3"	"0"	"3"	"1"	"2"	"2"	"3"	"1"	"2"	"22"	"11"	"41"	"0"	"1"	"456"	""	"456"
"55"	"45"	"150"	"20"	"7"	"4"	"1"	"17"	"3"	"1"	"4"	"3"	"7"	"6"	"5"	"5"	"6"	"6"	"23"	"172"	"15"	"9"	"464"	""	"464"
"56"	"46"	"355"	"27"	"36"	"7"	"8"	"14"	"14"	"4"	"8"	"5"	"22"	"3"	"5"	"3"	"8"	"6"	"20"	"146"	"27"	"5"	"723"	""	"723"
"57"	"47"	"363"	"1"	"30"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"397"	""	"397"
"58"	"48"	"130"	"3"	"1"	"0"	"11"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"6"	"3"	"1"	"15"	"2"	"2"	"0"	"0"	"179"	""	"179"
"59"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"60"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"61"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"62"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"63"	"49"	"215"	"6"	"26"	"2"	"11"	"2"	"0"	"1"	"4"	"14"	"18"	"0"	"3"	"6"	"10"	"35"	"9"	"99"	"3"	"7"	"471"	""	"471"
"64"	"50"	"394"	"17"	"15"	"4"	"12"	"0"	"5"	"3"	"2"	"7"	"22"	"4"	"7"	"5"	"4"	"6"	"9"	"47"	"7"	"4"	"574"	""	"574"
"65"	"51"	"406"	"9"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"2"	"2"	"0"	"7"	"5"	"12"	"1"	"3"	"461"	""	"461"
"66"	"52"	"345"	"17"	"13"	"4"	"9"	"15"	"4"	"1"	"3"	"4"	"20"	"2"	"6"	"5"	"2"	"22"	"13"	"100"	"11"	"5"	"601"	""	"601"
"67"	"53"	"364"	"12"	"14"	"4"	"3"	"3"	"2"	"1"	"6"	"7"	"36"	"3"	"17"	"10"	"13"	"36"	"17"	"81"	"9"	"2"	"640"	""	"640"
"68"	"54"	"258"	"6"	"4"	"2"	"6"	"0"	"0"	"0"	"4"	"1"	"6"	"2"	"4"	"0"	"2"	"12"	"4"	"78"	"0"	"1"	"390"	""	"390"
"69"	"55"	"110"	"5"	"14"	"2"	"1"	"9"	"1"	"3"	"4"	"1"	"14"	"0"	"0"	"1"	"1"	"5"	"5"	"100"	"6"	"1"	"283"	""	"283"
"70"	"56"	"38"	"5"	"5"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"19"	"3"	"8"	"3"	"4"	"4"	"4"	"491"	"5"	"4"	"596"	""	"596"
"71"	"57"	"23"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"5"	"1"	"0"	"1"	"0"	"3"	"6"	"380"	"9"	"0"	"432"	""	"432"
"72"	"58"	"189"	"14"	"22"	"8"	"8"	"15"	"2"	"1"	"11"	"9"	"30"	"1"	"3"	"8"	"8"	"25"	"29"	"194"	"15"	"7"	"599"	""	"599"
"73"	"59"	"361"	"13"	"40"	"4"	"5"	"1"	"3"	"0"	"2"	"6"	"4"	"3"	"2"	"2"	"4"	"6"	"4"	"17"	"0"	"3"	"480"	""	"480"
"74"	"60"	"363"	"12"	"21"	"1"	"2"	"4"	"2"	"0"	"0"	"4"	"4"	"0"	"3"	"2"	"5"	"45"	"8"	"74"	"3"	"3"	"556"	""	"556"
"75"	"61"	"451"	"26"	"41"	"9"	"15"	"6"	"2"	"1"	"4"	"4"	"4"	"2"	"0"	"1"	"0"	"15"	"13"	"28"	"2"	"1"	"625"	""	"625"
"76"	"62"	"405"	"15"	"8"	"1"	"3"	"3"	"1"	"0"	"0"	"1"	"3"	"1"	"2"	"1"	"2"	"19"	"21"	"13"	"2"	"2"	"503"	""	"503"
"77"	"63"	"371"	"11"	"3"	"3"	"7"	"15"	"2"	"3"	"1"	"2"	"6"	"0"	"5"	"7"	"4"	"18"	"17"	"28"	"0"	"2"	"505"	""	"505"
"78"	"64"	"139"	"6"	"2"	"0"	"0"	"15"	"1"	"1"	"0"	"1"	"3"	"3"	"3"	"1"	"1"	"9"	"6"	"25"	"1"	"3"	"220"	""	"220"
"79"	"65"	"468"	"6"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"10"	"0"	"1"	"495"	""	"495"
"80"	"66"	"245"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"257"	""	"257"
"81"	"67"	"295"	"10"	"34"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"2"	"1"	"3"	"2"	"2"	"2"	"23"	"0"	"0"	"382"	""	"382"
"82"	"68"	"131"	"4"	"12"	"2"	"13"	"0"	"2"	"5"	"9"	"5"	"32"	"4"	"8"	"6"	"3"	"11"	"21"	"363"	"17"	"7"	"655"	""	"655"
"83"	"69"	"235"	"8"	"47"	"2"	"8"	"2"	"0"	"1"	"3"	"2"	"7"	"3"	"7"	"7"	"1"	"13"	"32"	"36"	"7"	"17"	"438"	""	"438"
"84"	"70"	"320"	"11"	"136"	"5"	"0"	"2"	"1"	"0"	"1"	"3"	"5"	"4"	"5"	"9"	"9"	"27"	"19"	"25"	"4"	"2"	"588"	""	"588"
"85"	"71"	"218"	"14"	"4"	"2"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"7"	"7"	"3"	"1"	"0"	"264"	""	"264"
"86"	"72"	"132"	"5"	"4"	"4"	"3"	"2"	"7"	"0"	"4"	"7"	"5"	"0"	"4"	"5"	"1"	"12"	"20"	"202"	"7"	"4"	"428"	""	"428"
"87"	"73"	"151"	"5"	"0"	"0"	"3"	"2"	"4"	"2"	"2"	"5"	"10"	"5"	"6"	"2"	"3"	"24"	"9"	"44"	"10"	"3"	"290"	""	"290"
"88"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"89"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
"90"	""	"BHARTI JANTA PARTY"	"BAHUJAN SAMAJ PARTY"	"LOK JAN SAKTI PARTY"	"RASHTRAVA DI JANTA PARTY"	"JHARKHAND MUKTI MORCHA"	"LOKTANTRIK SAMATA DAL"	"COMMUNIST PARTY OF INDIA (MLL)"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	"Independent"	""	""	""
"91"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"
"92"	"74"	"268"	"9"	"8"	"1"	"11"	"1"	"2"	"4"	"3"	"1"	"23"	"5"	"2"	"1"	"2"	"13"	"27"	"202"	"9"	"15"	"607"	""	"607"
"93"	"75"	"521"	"22"	"3"	"2"	"2"	"0"	"1"	"1"	"2"	"3"	"4"	"3"	"1"	"6"	"5"	"62"	"29"	"27"	"2"	"5"	"701"	""	"701"
"94"	"76"	"373"	"13"	"7"	"0"	"3"	"0"	"1"	"0"	"2"	"4"	"0"	"3"	"1"	"5"	"7"	"42"	"7"	"29"	"1"	"1"	"499"	""	"499"
"95"	"77"	"374"	"10"	"5"	"0"	"2"	"1"	"4"	"1"	"0"	"1"	"2"	"0"	"3"	"0"	"0"	"7"	"12"	"14"	"2"	"1"	"439"	""	"439"
"96"	"78"	"312"	"8"	"2"	"0"	"3"	"1"	"6"	"5"	"2"	"3"	"5"	"2"	"3"	"5"	"3"	"40"	"12"	"139"	"15"	"4"	"570"	""	"570"
"97"	"79"	"420"	"18"	"0"	"0"	"2"	"0"	"3"	"4"	"1"	"1"	"7"	"2"	"1"	"0"	"4"	"22"	"8"	"90"	"2"	"3"	"588"	""	"588"
"98"	"80"	"158"	"6"	"5"	"2"	"2"	"3"	"1"	"0"	"2"	"3"	"7"	"2"	"4"	"5"	"6"	"7"	"17"	"193"	"7"	"3"	"433"	""	"433"
"99"	"81"	"220"	"5"	"11"	"2"	"1"	"2"	"3"	"3"	"5"	"2"	"16"	"3"	"5"	"2"	"5"	"15"	"14"	"151"	"9"	"2"	"476"	""	"476"
"100"	"82"	"112"	"2"	"33"	"3"	"1"	"65"	"2"	"1"	"7"	"4"	"19"	"4"	"7"	"8"	"5"	"18"	"12"	"179"	"5"	"6"	"493"	""	"493"
"101"	"83"	"228"	"16"	"4"	"2"	"4"	"4"	"1"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"4"	"19"	"2"	"20"	"1"	"0"	"313"	""	"313"
"102"	"84"	"59"	"7"	"15"	"9"	"10"	"262"	"17"	"7"	"11"	"5"	"26"	"4"	"3"	"16"	"5"	"25"	"16"	"190"	"13"	"14"	"714"	""	"714"
"103"	"85"	"124"	"4"	"133"	"5"	"2"	"75"	"14"	"2"	"5"	"6"	"25"	"7"	"8"	"25"	"10"	"30"	"7"	"79"	"7"	"3"	"571"	""	"571"
"104"	"86"	"77"	"2"	"15"	"1"	"0"	"1"	"2"	"3"	"6"	"5"	"23"	"2"	"9"	"3"	"5"	"11"	"9"	"268"	"8"	"6"	"456"	""	"456"
"105"	"87"	"269"	"11"	"29"	"6"	"1"	"1"	"2"	"1"	"2"	"3"	"4"	"3"	"2"	"4"	"0"	"14"	"11"	"81"	"1"	"5"	"450"	""	"450"
"106"	"88"	"467"	"10"	"5"	"0"	"3"	"2"	"6"	"1"	"0"	"7"	"10"	"2"	"3"	"1"	"2"	"29"	"9"	"101"	"6"	"0"	"664"	""	"664"
"107"	"89"	"681"	"19"	"19"	"2"	"5"	"4"	"2"	"0"	"4"	"2"	"5"	"2"	"6"	"12"	"8"	"60"	"33"	"14"	"2"	"3"	"883"	""	"883"
"108"	"90"	"541"	"16"	"9"	"3"	"4"	"1"	"1"	"1"	"12"	"6"	"25"	"2"	"6"	"7"	"6"	"30"	"6"	"120"	"3"	"4"	"803"	""	"803"
"109"	"91"	"562"	"11"	"79"	"6"	"2"	"3"	"1"	"1"	"3"	"1"	"6"	"1"	"3"	"5"	"2"	"19"	"5"	"72"	"4"	"3"	"789"	""	"789"
"110"	"92"	"271"	"12"	"7"	"6"	"11"	"5"	"3"	"2"	"6"	"5"	"28"	"4"	"8"	"6"	"8"	"6"	"15"	"288"	"15"	"8"	"714"	""	"714"
"111"	"93"	"264"	"27"	"5"	"2"	"6"	"8"	"16"	"4"	"6"	"6"	"19"	"7"	"8"	"11"	"14"	"35"	"16"	"125"	"6"	"10"	"595"	""	"595"
"112"	"94"	"251"	"3"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"2"	"5"	"45"	"3"	"1"	"318"	""	"318"
"113"	"95"	"418"	"11"	"9"	"3"	"17"	"2"	"3"	"2"	"5"	"1"	"12"	"5"	"2"	"3"	"3"	"18"	"11"	"79"	"4"	"4"	"612"	""	"612"
"114"	"96"	"119"	"2"	"5"	"1"	"3"	"27"	"1"	"5"	"4"	"5"	"12"	"1"	"3"	"4"	"7"	"20"	"15"	"276"	"5"	"10"	"525"	""	"525"
"115"	"97"	"498"	"9"	"9"	"1"	"8"	"1"	"2"	"0"	"5"	"9"	"5"	"9"	"1"	"3"	"4"	"43"	"14"	"19"	"4"	"4"	"648"	""	"648"
"116"	"98"	"131"	"3"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"20"	"6"	"6"	"0"	"3"	"179"	""	"179"
"117"	"Polling Station No."	"I"	"II"	"III"	"IV"	"V"	"VI"	"VII"	"VIII"	"IX"	"X"	"XI"	"XII"	"XIII"	"XIV"	"XV"	"XVI"	"XVII"	"XVIII"	"XIX"	"XX"	"Total Gen Votes"	"Total Postal Votes"	"Total Votes"
"118"	""	"UDAY SINGH ALIAS PAPPU SINGH"	"NAVEEN KUMAR SINGH"	"SHANKAR JHA"	"ANIL KUMAR BHARTI"	"ASHOK KUMAR SAH"	"IRSHAD AHMAD KHAN"	"MADHAVI SARKAR"	"MD. AISUR RAHMAN"	"ABDUL SATTAR"	"ALIMUDDIN ANSARI"	"UPENDRAN ATH SAGAR"	"KAUSHALY A DEVI"	"JAGDISH PRASAD YADAV"	"JIVACHH PASWAN"	"DEEP NARAYAN SINGH"	"PROMOD NARAYAN PODDAR"	"BIJAY KUMAR SAH"	"SANTI PRIYA"	"SHEIKH AKBAR ALI"	"SUNIL KUMAR"	""	""	""
