"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF  THE PEOPLE FROM THE 9---ARARIA CONSTITUENCY PART-I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ParliamentConstituency :9---ARARIA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Form-20  (Part-I-A)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Assembly Constituency :48---Forbesganj                                                                                                                                       No of Voters :231508"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Candidates Name
----->
"18"	"10"	"138"	"207"	""	"2"	""	"23"	""	"2"	""	"3"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"379"
"19"	"11"	"111"	"222"	""	"3"	""	"29"	""	"2"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"370"
"20"	"12"	"84"	"163"	""	"5"	""	"34"	""	"3"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"292"
"21"	"13"	"120"	"144"	""	"4"	""	"13"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"283"
"22"	"14"	"249"	"230"	""	"7"	""	"21"	""	"6"	""	"2"	""	"3"	""	"2"	""	"3"	""	"0"	""	"3"	""	"1"	"0"	""	"527"
"23"	"15"	"124"	"274"	""	"3"	""	"37"	""	"2"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"445"
"24"	"16"	"622"	"142"	""	"3"	""	"27"	""	"2"	""	"1"	""	"0"	""	"1"	""	"3"	""	"1"	""	"0"	""	"1"	"4"	""	"807"
"25"	"17"	"291"	"514"	""	"18"	""	"30"	""	"5"	""	"0"	""	"2"	""	"1"	""	"5"	""	"3"	""	"3"	""	"0"	"4"	""	"876"
"26"	"18"	"565"	"52"	""	"1"	""	"17"	""	"1"	""	"1"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	""	"1"	"0"	""	"643"
"27"	"19"	"144"	"11"	""	"1"	""	"5"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"164"
"28"	"20"	"297"	"307"	""	"8"	""	"138"	""	"8"	""	"3"	""	"4"	""	"3"	""	"2"	""	"0"	""	"0"	""	"1"	"1"	""	"772"
"29"	"21"	"370"	"312"	""	"9"	""	"15"	""	"3"	""	"1"	""	"4"	""	"0"	""	"4"	""	"2"	""	"2"	""	"1"	"1"	""	"724"
"30"	"22"	"90"	"430"	""	"11"	""	"11"	""	"3"	""	"4"	""	"7"	""	"2"	""	"5"	""	"2"	""	"2"	""	"0"	"2"	""	"569"
"31"	"23"	"315"	"332"	""	"7"	""	"2"	""	"3"	""	"0"	""	"1"	""	"1"	""	"3"	""	"0"	""	"0"	""	"1"	"2"	""	"667"
"32"	"24"	"361"	"143"	""	"2"	""	"12"	""	"3"	""	"2"	""	"1"	""	"2"	""	"2"	""	"3"	""	"1"	""	"3"	"5"	""	"540"
"33"	"25"	"134"	"258"	""	"2"	""	"6"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"400"
"34"	"26"	"569"	"180"	""	"11"	""	"25"	""	"1"	""	"2"	""	"1"	""	"1"	""	"2"	""	"2"	""	"2"	""	"0"	"3"	""	"799"
"35"	"27"	"460"	"217"	""	"10"	""	"20"	""	"6"	""	"2"	""	"1"	""	"0"	""	"3"	""	"2"	""	"2"	""	"2"	"3"	""	"728"
"36"	"28"	"123"	"473"	""	"19"	""	"24"	""	"2"	""	"1"	""	"3"	""	"0"	""	"5"	""	"1"	""	"1"	""	"1"	"0"	""	"653"
"37"	"29"	"135"	"488"	""	"7"	""	"5"	""	"2"	""	"2"	""	"0"	""	"1"	""	"3"	""	"2"	""	"0"	""	"2"	"2"	""	"649"
"38"	"30"	"56"	"407"	""	"8"	""	"17"	""	"4"	""	"0"	""	"1"	""	"1"	""	"1"	""	"3"	""	"2"	""	"0"	"4"	""	"504"
"39"	"31"	"72"	"291"	""	"5"	""	"11"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	"0"	""	"383"
"40"	"32"	"24"	"169"	""	"3"	""	"5"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"202"
"41"	"33"	"44"	"541"	""	"9"	""	"89"	""	"2"	""	"0"	""	"3"	""	"1"	""	"4"	""	"1"	""	"1"	""	"0"	"0"	""	"695"
"42"	"34"	"50"	"409"	""	"15"	""	"33"	""	"3"	""	"1"	""	"5"	""	"1"	""	"5"	""	"3"	""	"1"	""	"0"	"2"	""	"528"
"43"	"35"	"25"	"172"	""	"7"	""	"20"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"227"
"44"	"36"	"94"	"322"	""	"20"	""	"28"	""	"8"	""	"5"	""	"1"	""	"5"	""	"8"	""	"3"	""	"2"	""	"3"	"2"	""	"501"
"45"	"37"	"127"	"221"	""	"6"	""	"11"	""	"0"	""	"0"	""	"1"	""	"2"	""	"2"	""	"1"	""	"2"	""	"0"	"2"	""	"375"
"46"	"38"	"78"	"690"	""	"33"	""	"13"	""	"6"	""	"2"	""	"4"	""	"3"	""	"10"	""	"1"	""	"3"	""	"3"	"7"	""	"853"
"47"	"39"	"65"	"614"	""	"19"	""	"31"	""	"7"	""	"2"	""	"2"	""	"1"	""	"2"	""	"1"	""	"0"	""	"4"	"6"	""	"754"
"48"	"40"	"172"	"531"	""	"19"	""	"27"	""	"7"	""	"5"	""	"4"	""	"1"	""	"6"	""	"3"	""	"0"	""	"1"	"2"	""	"778"
"49"	"41"	"306"	"191"	""	"10"	""	"12"	""	"2"	""	"2"	""	"3"	""	"0"	""	"5"	""	"1"	""	"4"	""	"1"	"3"	""	"540"
"50"	"42"	"376"	"30"	""	"2"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"414"
"51"	"43"	"91"	"327"	""	"3"	""	"10"	""	"1"	""	"2"	""	"0"	""	"2"	""	"0"	""	"1"	""	"0"	""	"2"	"0"	""	"439"
"52"	"44"	"68"	"386"	""	"6"	""	"9"	""	"2"	""	"1"	""	"0"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	"0"	""	"476"
"53"	"45"	"284"	"290"	""	"9"	""	"5"	""	"3"	""	"3"	""	"1"	""	"4"	""	"3"	""	"3"	""	"2"	""	"0"	"1"	""	"608"
"54"	"46"	"210"	"222"	""	"1"	""	"3"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"439"
"55"	"47"	"186"	"275"	""	"4"	""	"10"	""	"0"	""	"2"	""	"0"	""	"2"	""	"3"	""	"3"	""	"1"	""	"3"	"3"	""	"492"
"56"	"48"	"482"	"6"	""	"2"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	"1"	""	"495"
"57"	"49"	"138"	"336"	""	"11"	""	"2"	""	"4"	""	"1"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"2"	"2"	""	"500"
"58"	"50"	"129"	"753"	""	"26"	""	"14"	""	"2"	""	"2"	""	"6"	""	"5"	""	"3"	""	"1"	""	"0"	""	"2"	"1"	""	"944"
"59"	"51"	"24"	"318"	""	"9"	""	"22"	""	"0"	""	"1"	""	"0"	""	"1"	""	"3"	""	"0"	""	"1"	""	"0"	"0"	""	"379"
"60"	"52"	"294"	"195"	""	"13"	""	"13"	""	"2"	""	"1"	""	"3"	""	"1"	""	"2"	""	"0"	""	"1"	""	"1"	"0"	""	"526"
"61"	"53"	"109"	"394"	""	"7"	""	"5"	""	"0"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"520"
"62"	"54"	"128"	"257"	""	"4"	""	"5"	""	"0"	""	"1"	""	"1"	""	"1"	""	"3"	""	"1"	""	"2"	""	"0"	"1"	""	"404"
"63"	"55"	"206"	"262"	""	"7"	""	"8"	""	"1"	""	"0"	""	"1"	""	"2"	""	"3"	""	"1"	""	"0"	""	"2"	"2"	""	"495"
"64"	"56"	"79"	"480"	""	"19"	""	"7"	""	"5"	""	"3"	""	"7"	""	"2"	""	"2"	""	"1"	""	"1"	""	"2"	"0"	""	"608"
"65"	"57"	"145"	"441"	""	"25"	""	"7"	""	"2"	""	"0"	""	"14"	""	"3"	""	"2"	""	"1"	""	"0"	""	"0"	"1"	""	"641"
"66"	"58"	"120"	"602"	""	"35"	""	"4"	""	"4"	""	"0"	""	"5"	""	"1"	""	"5"	""	"0"	""	"0"	""	"0"	"1"	""	"777"
"67"	"59"	"73"	"250"	""	"10"	""	"4"	""	"1"	""	"0"	""	"0"	""	"3"	""	"3"	""	"0"	""	"0"	""	"6"	"0"	""	"350"
"68"	"60"	"300"	"340"	""	"7"	""	"8"	""	"5"	""	"2"	""	"6"	""	"3"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"674"
"69"	"61"	"239"	"325"	""	"6"	""	"4"	""	"0"	""	"0"	""	"4"	""	"3"	""	"1"	""	"2"	""	"0"	""	"0"	"0"	""	"584"
"70"	"62"	"157"	"316"	""	"4"	""	"6"	""	"0"	""	"3"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"1"	""	"488"
"71"	"63"	"85"	"179"	""	"7"	""	"4"	""	"1"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"2"	""	"1"	"2"	""	"284"
"72"	"64"	"536"	"106"	""	"3"	""	"7"	""	"1"	""	"0"	""	"1"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"658"
"73"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"74"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"75"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"76"	"65"	"72"	"243"	""	"4"	""	"2"	""	"1"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"325"
"77"	"66"	"424"	"235"	""	"10"	""	"3"	""	"2"	""	"3"	""	"3"	""	"4"	""	"6"	""	"2"	""	"2"	""	"1"	"5"	""	"700"
"78"	"67"	"27"	"200"	""	"5"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	""	"0"	"0"	""	"236"
"79"	"68"	"49"	"604"	""	"18"	""	"13"	""	"2"	""	"1"	""	"1"	""	"0"	""	"4"	""	"0"	""	"0"	""	"0"	"0"	""	"692"
"80"	"69"	"50"	"512"	""	"40"	""	"88"	""	"8"	""	"5"	""	"1"	""	"0"	""	"4"	""	"4"	""	"4"	""	"0"	"3"	""	"719"
"81"	"70"	"236"	"143"	""	"1"	""	"17"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	"0"	""	"401"
"82"	"71"	"194"	"381"	""	"7"	""	"26"	""	"3"	""	"4"	""	"7"	""	"3"	""	"8"	""	"3"	""	"3"	""	"2"	"4"	""	"645"
"83"	"72"	"67"	"375"	""	"13"	""	"43"	""	"2"	""	"3"	""	"3"	""	"2"	""	"6"	""	"1"	""	"1"	""	"4"	"4"	""	"524"
"84"	"73"	"313"	"193"	""	"7"	""	"9"	""	"1"	""	"7"	""	"0"	""	"3"	""	"3"	""	"2"	""	"1"	""	"0"	"3"	""	"542"
"85"	"74"	"271"	"172"	""	"1"	""	"5"	""	"2"	""	"2"	""	"0"	""	"1"	""	"3"	""	"0"	""	"0"	""	"0"	"1"	""	"458"
"86"	"75"	"378"	"396"	""	"7"	""	"38"	""	"1"	""	"5"	""	"1"	""	"2"	""	"1"	""	"0"	""	"3"	""	"1"	"2"	""	"835"
"87"	"76"	"231"	"241"	""	"6"	""	"22"	""	"2"	""	"6"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"509"
"88"	"77"	"79"	"483"	""	"6"	""	"43"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	"0"	""	"616"
"89"	"78"	"31"	"295"	""	"4"	""	"6"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"338"
"90"	"79"	"51"	"295"	""	"4"	""	"11"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"364"
"91"	"80"	"50"	"366"	""	"7"	""	"40"	""	"3"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"468"
"92"	"81"	"27"	"440"	""	"7"	""	"47"	""	"0"	""	"0"	""	"2"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	"1"	""	"527"
"93"	"82"	"32"	"424"	""	"1"	""	"40"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"499"
"94"	"83"	"99"	"369"	""	"1"	""	"20"	""	"1"	""	"0"	""	"2"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"495"
"95"	"84"	"39"	"315"	""	"3"	""	"35"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"396"
"96"	"85"	"88"	"470"	""	"7"	""	"15"	""	"0"	""	"1"	""	"1"	""	"1"	""	"0"	""	"2"	""	"0"	""	"1"	"2"	""	"588"
"97"	"86"	"141"	"364"	""	"4"	""	"13"	""	"0"	""	"0"	""	"3"	""	"0"	""	"1"	""	"0"	""	"2"	""	"3"	"1"	""	"532"
"98"	"87"	"37"	"478"	""	"3"	""	"21"	""	"2"	""	"1"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"547"
"99"	"88"	"196"	"356"	""	"6"	""	"15"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"574"
"100"	"89"	"309"	"13"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"324"
"101"	"90"	"424"	"178"	""	"1"	""	"21"	""	"6"	""	"0"	""	"3"	""	"0"	""	"1"	""	"3"	""	"0"	""	"0"	"0"	""	"637"
"102"	"91"	"329"	"222"	""	"2"	""	"17"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"1"	""	"573"
"103"	"92"	"361"	"133"	""	"0"	""	"9"	""	"4"	""	"0"	""	"1"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"510"
"104"	"93"	"78"	"322"	""	"3"	""	"23"	""	"1"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"429"
"105"	"94"	"139"	"365"	""	"5"	""	"20"	""	"1"	""	"2"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	"1"	""	"538"
"106"	"95"	"107"	"189"	""	"2"	""	"34"	""	"0"	""	"1"	""	"1"	""	"0"	""	"2"	""	"1"	""	"0"	""	"1"	"0"	""	"338"
"107"	"96"	"261"	"84"	""	"2"	""	"20"	""	"0"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"0"	""	"0"	"0"	""	"369"
"108"	"97"	"26"	"286"	""	"6"	""	"22"	""	"1"	""	"0"	""	"6"	""	"0"	""	"1"	""	"10"	""	"1"	""	"1"	"1"	""	"361"
"109"	"98"	"249"	"317"	""	"8"	""	"45"	""	"2"	""	"0"	""	"0"	""	"3"	""	"3"	""	"0"	""	"0"	""	"1"	"1"	""	"629"
"110"	"99"	"529"	"199"	""	"3"	""	"19"	""	"0"	""	"0"	""	"3"	""	"1"	""	"4"	""	"0"	""	"0"	""	"0"	"2"	""	"760"
"111"	"100"	"455"	"261"	""	"6"	""	"10"	""	"3"	""	"0"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"0"	"0"	""	"739"
"112"	"101"	"85"	"483"	""	"9"	""	"46"	""	"1"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"627"
"113"	"102"	"93"	"432"	""	"2"	""	"41"	""	"2"	""	"0"	""	"3"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	"1"	""	"575"
"114"	"103"	"43"	"299"	""	"11"	""	"34"	""	"0"	""	"0"	""	"2"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"390"
"115"	"104"	"60"	"522"	""	"13"	""	"38"	""	"4"	""	"3"	""	"8"	""	"3"	""	"4"	""	"2"	""	"1"	""	"2"	"1"	""	"661"
"116"	"105"	"65"	"402"	""	"13"	""	"24"	""	"0"	""	"4"	""	"0"	""	"1"	""	"3"	""	"1"	""	"1"	""	"0"	"2"	""	"516"
"117"	"106"	"126"	"279"	""	"12"	""	"14"	""	"2"	""	"1"	""	"3"	""	"2"	""	"6"	""	"1"	""	"1"	""	"13"	"1"	""	"461"
"118"	"107"	"218"	"422"	""	"15"	""	"8"	""	"1"	""	"0"	""	"3"	""	"3"	""	"4"	""	"2"	""	"2"	""	"2"	"3"	""	"683"
"119"	"108"	"384"	"143"	""	"1"	""	"5"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1"	"0"	""	"535"
"120"	"109"	"562"	"11"	""	"3"	""	"167"	""	"8"	""	"1"	""	"1"	""	"2"	""	"7"	""	"2"	""	"0"	""	"2"	"1"	""	"767"
"121"	"110"	"416"	"82"	""	"3"	""	"15"	""	"0"	""	"1"	""	"2"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	"2"	""	"524"
"122"	"111"	"635"	"31"	""	"0"	""	"79"	""	"6"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	"2"	""	"755"
"123"	"112"	"208"	"109"	""	"5"	""	"116"	""	"3"	""	"2"	""	"0"	""	"3"	""	"1"	""	"0"	""	"1"	""	"3"	"0"	""	"451"
"124"	"113"	"437"	"9"	""	"1"	""	"16"	""	"1"	""	"0"	""	"1"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	""	"466"
"125"	"114"	"242"	"66"	""	"3"	""	"16"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"2"	""	"331"
"126"	"115"	"428"	"37"	""	"1"	""	"23"	""	"1"	""	"1"	""	"1"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"492"
"127"	"116"	"458"	"11"	""	"0"	""	"6"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"475"
"128"	"117"	"39"	"526"	""	"19"	""	"31"	""	"8"	""	"7"	""	"5"	""	"6"	""	"5"	""	"3"	""	"3"	""	"1"	"2"	""	"655"
"129"	"118"	"263"	"184"	""	"5"	""	"13"	""	"0"	""	"0"	""	"2"	""	"1"	""	"2"	""	"0"	""	"0"	""	"1"	"0"	""	"471"
"130"	"119"	"471"	"71"	""	"4"	""	"2"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	"0"	""	"550"
"131"	"120"	"25"	"485"	""	"8"	""	"18"	""	"2"	""	"2"	""	"1"	""	"0"	""	"3"	""	"2"	""	"0"	""	"0"	"2"	""	"548"
"132"	"121"	"130"	"288"	""	"7"	""	"19"	""	"4"	""	"1"	""	"1"	""	"4"	""	"6"	""	"0"	""	"7"	""	"1"	"1"	""	"469"
"133"	"122"	"145"	"192"	""	"7"	""	"9"	""	"0"	""	"3"	""	"0"	""	"1"	""	"2"	""	"1"	""	"0"	""	"1"	"3"	""	"364"
"134"	"123"	"287"	"78"	""	"2"	""	"21"	""	"1"	""	"0"	""	"0"	""	"1"	""	"2"	""	"0"	""	"3"	""	"1"	"1"	""	"397"
"135"	"124"	"43"	"367"	""	"7"	""	"63"	""	"4"	""	"2"	""	"3"	""	"3"	""	"3"	""	"4"	""	"4"	""	"3"	"7"	""	"513"
"136"	"125"	"24"	"189"	""	"12"	""	"3"	""	"1"	""	"0"	""	"1"	""	"1"	""	"2"	""	"3"	""	"1"	""	"5"	"2"	""	"244"
"137"	"126"	"295"	"65"	""	"0"	""	"10"	""	"1"	""	"1"	""	"1"	""	"0"	""	"3"	""	"0"	""	"0"	""	"1"	"2"	""	"379"
"138"	"127"	"395"	"8"	""	"1"	""	"14"	""	"2"	""	"2"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	""	"0"	"0"	""	"425"
"139"	"128"	"306"	"297"	""	"10"	""	"20"	""	"5"	""	"0"	""	"16"	""	"4"	""	"14"	""	"4"	""	"1"	""	"3"	"9"	""	"689"
"140"	"129"	"88"	"365"	""	"9"	""	"8"	""	"1"	""	"0"	""	"5"	""	"1"	""	"2"	""	"1"	""	"2"	""	"0"	"2"	""	"484"
"141"	"130"	"199"	"373"	""	"9"	""	"8"	""	"1"	""	"4"	""	"0"	""	"0"	""	"4"	""	"2"	""	"2"	""	"0"	"2"	""	"604"
"142"	"131"	"209"	"409"	""	"30"	""	"2"	""	"3"	""	"2"	""	"2"	""	"0"	""	"3"	""	"2"	""	"1"	""	"0"	"3"	""	"666"
"143"	"132"	"74"	"181"	""	"5"	""	"0"	""	"0"	""	"1"	""	"1"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	"0"	""	"263"
"144"	"Candidates Name
----->
BOOTH NO"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes (Part I-A)"
"145"	""	"ZAKIR HUSSAIN KHAN"	"PRADEEP KUMAR SINGH"	""	"RAJA RAMAN BHASKAR"	""	"DR. SHAKEEL AHMAD KHAN"	""	"AYAJUDIN"	""	"KAMALI DEVI"	""	"NASIM AHMAD GHAZI"	""	"ABDUL GAFOOR"	""	"ABDUL WAHAB"	""	"OM PRAKASH"	""	"KANHAIYA KUMAR DAS"	""	"DINESH RATHOUR"	"NAND LAL PASWAN"	""	""
"146"	"1"	"2"	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	"14"	""	"15"
"147"	"133"	"62"	"338"	""	"5"	""	"8"	""	"0"	""	"3"	""	"0"	""	"0"	""	"1"	""	"0"	""	"1"	""	"1"	"2"	""	"421"
"148"	"134"	"208"	"460"	""	"9"	""	"20"	""	"0"	""	"0"	""	"7"	""	"0"	""	"4"	""	"2"	""	"1"	""	"4"	"2"	""	"717"
