"PC.No."	"AC.No."	"BOOTH.No."	"BOOTH.EXT"	"ARCHN.A.CHAND.RA"	"NIKHIL.KUMAR"	"SHAKIL.AHMAD.KHAN"	"SUSHIL.KUMAR.SINGH"	"ANIL.KUMAR.SINGH"	"AMERIK.A.MAHTO"	"RAM.KUMAR.MEHTA"	"VIJAY.PASWA.N"	"ASLAM.ANSARI"	"INDRA.DEO.RAM"	"UDAY.PASWAN"	"PUNA.DAS"	"RANJEE.T.KUMAR"	"RAJEND.RA.YADAV"	"RAMSWA.RUP.PRASAD.YADAV"	"SANTOS.H.KUMAR"	"TOTAL"
"23"	37	224	23	""	86	23	56	97	4	2	1	1	0	0	2	2	1	1	3	2	281
"24"	37	224	24	""	83	5	354	15	1	0	1	1	0	0	0	0	0	1	0	4	465
"25"	37	224	25	""	24	19	150	82	2	1	1	0	0	1	0	0	2	2	0	1	285
"26"	37	224	26	""	1	31	4	191	1	0	1	0	0	0	0	0	0	0	0	0	229
"27"	37	224	27	""	3	70	104	121	1	4	0	0	1	0	1	3	2	3	2	3	318
"28"	37	224	28	""	10	3	245	65	4	0	2	0	1	2	1	6	4	7	1	18	369
"29"	37	224	29	""	27	3	188	111	5	1	2	2	3	1	1	6	5	7	1	2	365
"30"	37	224	30	""	24	5	222	42	1	1	1	0	0	0	0	1	0	0	0	1	298
"31"	37	224	31	""	77	13	124	221	9	16	8	4	5	2	3	13	12	9	8	11	535
"32"	37	224	32	""	14	17	47	182	7	6	9	1	2	0	0	10	7	4	2	8	316
"33"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34"	37	224	33	""	157	13	139	188	4	4	52	5	0	2	4	8	10	10	1	11	608
"35"	37	224	34	""	104	18	34	125	1	1	2	0	1	0	1	1	0	1	0	3	292
"36"	37	224	35	""	39	5	175	49	1	1	1	1	2	1	0	0	0	3	0	5	283
"37"	37	224	36	""	113	34	177	134	3	2	15	1	0	0	2	2	3	2	1	13	502
"38"	37	224	37	""	54	22	86	384	10	4	0	1	0	0	0	4	1	1	1	3	571
"39"	37	224	38	""	5	70	1	208	1	3	0	1	0	0	0	1	0	0	1	0	291
"40"	37	224	39	""	40	18	89	88	0	1	0	1	0	0	0	2	0	5	0	0	244
"41"	37	224	40	""	29	20	77	11	2	0	1	0	3	0	0	1	2	3	1	4	154
"42"	37	224	41	""	62	80	50	87	1	1	1	2	0	0	0	2	0	1	0	1	288
"43"	37	224	42	""	63	15	120	132	2	0	2	0	0	0	1	0	0	2	1	3	341
"44"	37	224	43	""	16	3	286	21	1	0	0	0	2	0	0	0	0	0	0	0	329
"45"	37	224	44	""	14	32	91	70	3	1	2	0	0	0	34	2	0	2	16	1	268
"46"	37	224	45	""	9	77	9	135	4	2	2	0	1	0	1	4	2	1	1	1	249
"47"	37	224	46	""	66	32	154	40	2	1	0	1	1	0	3	0	3	7	1	1	312
"48"	37	224	47	""	21	52	381	69	1	0	0	1	1	0	0	0	1	1	1	1	530
"49"	37	224	48	""	1	159	4	143	2	1	2	0	0	0	1	1	0	1	0	0	315
"50"	37	224	49	""	1	39	22	122	2	0	1	0	0	0	1	4	8	7	4	4	215
"51"	37	224	50	""	0	27	0	189	0	0	2	0	0	0	0	0	0	0	2	1	221
"52"	37	224	51	""	15	14	24	70	3	5	155	2	1	2	3	1	0	0	6	1	302
"53"	37	224	52	""	23	13	48	153	4	11	91	4	3	3	3	13	4	2	4	3	382
"54"	37	224	53	""	1	128	37	376	1	1	1	0	0	1	0	0	1	0	0	0	547
"55"	37	224	54	""	26	6	43	159	6	2	1	1	1	0	2	5	4	3	4	6	269
"56"	37	224	55	""	7	15	198	75	1	5	2	2	3	1	3	2	8	1	3	4	330
"57"	37	224	56	""	17	20	147	195	10	6	4	6	5	1	5	8	19	10	1	9	463
"58"	37	224	57	""	6	5	159	70	2	1	0	1	0	0	1	0	4	1	0	0	250
"59"	37	224	58	""	20	34	151	111	4	4	4	0	1	1	1	4	2	4	1	2	344
"60"	37	224	59	""	0	19	54	62	1	1	0	0	0	0	1	0	1	1	0	0	140
"61"	37	224	60	""	48	13	80	46	4	2	1	3	0	0	2	3	1	6	1	5	215
"62"	37	224	61	""	35	10	61	155	2	2	1	1	0	0	3	1	3	2	4	3	283
"63"	37	224	62	""	70	72	119	104	6	0	0	0	0	1	2	8	2	1	3	10	398
"64"	37	224	63	""	47	24	23	178	1	1	1	1	1	0	0	3	0	1	0	1	282
"65"	37	224	64	""	76	20	64	146	3	1	0	0	0	1	2	10	1	0	5	6	335
"66"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	37	224	65	""	18	16	176	38	2	4	1	2	0	2	2	3	5	6	0	4	279
"68"	37	224	66	""	15	20	281	28	0	0	1	0	0	0	0	1	3	2	0	0	351
"69"	37	224	67	""	34	7	113	131	2	2	2	0	1	1	2	2	0	0	1	4	302
"70"	37	224	68	""	7	3	169	182	3	1	1	0	1	0	1	3	4	6	2	2	385
"71"	37	224	69	""	37	18	178	277	5	5	5	4	2	1	1	4	2	4	2	0	545
"72"	37	224	70	""	20	9	89	114	3	3	4	3	1	1	2	5	9	8	4	7	282
"73"	37	224	71	""	27	11	171	262	8	5	1	5	2	4	8	12	14	9	2	4	545
"74"	37	224	72	""	19	7	275	297	6	1	3	3	2	1	1	5	5	3	2	4	634
"75"	37	224	73	""	19	13	141	383	8	6	3	6	2	3	3	14	20	11	7	2	641
"76"	37	224	74	""	5	11	280	188	7	1	2	1	0	2	2	4	5	4	4	1	517
"77"	37	224	75	""	1	8	43	337	8	5	2	4	1	4	9	4	7	1	2	2	438
"78"	37	224	76	""	2	12	175	146	0	1	0	1	1	1	0	3	2	4	1	2	351
"79"	37	224	77	""	131	17	132	280	7	8	1	3	0	0	1	7	12	4	2	7	612
"80"	37	224	78	""	6	22	75	432	7	5	3	1	0	3	3	12	8	6	4	3	590
"81"	37	224	79	""	15	28	138	294	6	1	1	2	2	3	3	4	5	1	1	3	507
"82"	37	224	80	""	67	23	29	433	6	4	3	2	1	0	2	6	9	1	4	8	598
"83"	37	224	81	""	39	6	267	197	11	6	4	3	1	1	2	8	3	4	1	5	558
"84"	37	224	82	""	2	10	261	194	3	4	0	0	2	0	2	3	1	2	1	0	485
"85"	37	224	83	""	22	6	133	164	3	3	0	1	0	0	1	1	7	1	0	3	345
"86"	37	224	84	""	0	15	220	329	7	3	0	3	3	0	3	7	8	2	4	1	605
"87"	37	224	85	""	19	14	165	155	5	4	4	1	0	4	4	4	6	9	3	7	404
"88"	37	224	86	""	24	4	255	79	1	2	1	0	0	1	1	1	2	4	2	3	380
"89"	37	224	87	""	54	20	142	85	2	2	0	1	1	0	1	2	1	1	2	3	317
"90"	37	224	88	""	8	10	95	532	6	3	1	0	2	0	1	1	4	2	1	1	667
"91"	37	224	89	""	55	11	176	27	1	1	0	1	2	0	0	0	0	0	0	0	274
"92"	37	224	90	""	6	37	222	95	3	1	1	1	1	2	2	2	3	8	3	4	391
"93"	37	224	91	""	8	12	335	197	1	3	1	2	2	0	4	3	5	1	1	1	576
"94"	37	224	92	""	1	33	226	75	0	2	0	0	0	0	0	3	1	1	0	0	342
"95"	37	224	93	""	8	4	181	101	3	2	0	1	0	0	0	10	1	0	0	2	313
"96"	37	224	94	""	18	6	183	22	2	3	0	2	1	0	0	4	2	4	2	4	253
"97"	37	224	95	""	3	4	96	74	1	2	0	1	1	0	1	4	5	2	1	7	202
"98"	37	224	96	""	12	10	272	68	0	1	0	1	0	2	2	5	1	5	2	2	383
"99"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"100"	37	224	97	""	39	6	308	56	2	2	1	4	3	1	1	1	1	1	1	3	430
"101"	37	224	98	""	19	89	33	449	2	0	0	1	0	1	0	4	5	0	2	1	606
"102"	37	224	99	""	98	14	220	19	1	2	3	1	0	1	0	1	0	2	0	3	365
"103"	37	224	100	""	4	52	192	153	3	4	1	0	0	0	0	1	1	0	0	2	413
"104"	37	224	101	""	15	6	108	297	3	1	2	0	1	0	0	2	3	2	1	2	443
"105"	37	224	102	""	112	17	45	237	1	1	0	0	0	1	2	0	4	1	1	3	425
"106"	37	224	103	""	7	5	140	19	1	1	1	1	0	0	0	1	0	3	0	1	180
"107"	37	224	104	""	6	2	229	61	2	0	3	0	0	0	0	1	2	5	1	2	314
"108"	37	224	105	""	22	16	156	352	8	6	1	3	3	2	2	2	7	5	8	15	608
"109"	37	224	106	""	21	10	251	190	3	4	1	2	0	2	1	3	8	10	2	9	517
"110"	37	224	107	""	47	13	212	174	4	4	2	2	0	2	2	3	7	3	0	1	476
"111"	37	224	108	""	111	17	39	211	5	2	2	2	1	0	1	8	5	1	1	2	408
"112"	37	224	109	""	36	10	87	135	4	2	1	7	3	2	2	5	1	3	1	5	304
"113"	37	224	110	""	34	3	80	26	0	0	0	0	0	0	0	0	1	0	0	0	144
"114"	37	224	111	""	6	4	107	103	4	4	1	4	0	2	1	9	6	4	4	11	270
"115"	37	224	112	""	19	5	84	205	2	4	4	0	1	1	0	1	1	2	1	2	332
"116"	37	224	113	""	35	8	97	101	6	7	1	0	0	0	4	3	2	0	1	4	269
"117"	37	224	114	""	26	3	73	90	8	8	2	4	0	1	2	14	4	4	5	4	248
"118"	37	224	115	""	32	19	272	20	2	3	0	0	1	0	1	0	0	1	0	1	352
"119"	37	224	116	""	1	1	154	84	0	1	0	0	0	0	0	0	0	1	0	1	243
"120"	37	224	117	""	72	4	179	9	0	0	0	0	1	0	0	1	0	2	0	0	268
"121"	37	224	118	""	43	4	332	64	1	0	0	0	0	0	0	2	0	1	0	0	447
"122"	37	224	119	""	61	16	135	303	5	5	4	2	0	1	2	4	3	3	1	5	550
"123"	37	224	120	""	74	17	118	311	3	2	5	1	1	1	0	5	3	0	1	0	542
"124"	37	224	121	""	28	1	177	3	0	0	0	0	0	0	1	0	0	0	0	0	210
"125"	37	224	122	""	92	12	80	91	2	2	4	3	1	2	1	1	6	3	0	7	307
"126"	37	224	123	""	8	1	168	172	1	3	3	1	1	0	2	4	2	1	2	2	371
"127"	37	224	124	""	39	32	24	285	5	1	1	2	3	1	2	11	8	3	8	8	433
"128"	37	224	125	""	15	7	115	182	3	0	0	0	0	0	0	0	0	0	0	0	322
"129"	37	224	126	""	92	5	195	58	3	1	0	1	0	2	2	3	1	2	0	2	367
"130"	37	224	127	""	91	52	27	167	2	2	1	2	0	0	4	7	3	2	5	11	376
"131"	37	224	128	""	24	5	59	106	1	2	2	0	1	0	0	4	2	0	0	3	209
"132"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"133"	37	224	129	""	33	18	118	136	2	3	3	1	3	4	5	7	17	2	3	11	366
"134"	37	224	130	""	13	36	179	178	5	11	2	1	2	3	1	9	11	9	2	2	464
"135"	37	224	131	""	74	6	95	104	7	0	3	5	2	1	0	5	3	2	1	2	310
"136"	37	224	132	""	10	24	60	80	3	2	1	1	0	2	3	5	3	1	4	1	200
"137"	37	224	133	""	16	1	28	81	3	2	2	0	0	1	0	3	3	2	0	2	144
"138"	37	224	134	""	14	3	43	131	5	2	0	1	0	0	0	6	2	1	0	0	208
"139"	37	224	135	""	12	14	141	168	5	0	2	0	0	1	0	2	6	2	1	7	361
"140"	37	224	136	""	3	36	77	184	2	1	0	0	1	1	0	0	1	2	0	3	311
"141"	37	224	137	""	68	8	168	74	6	1	2	0	0	0	1	3	5	5	2	7	350
"142"	37	224	138	""	4	17	23	174	5	2	0	0	0	1	0	3	5	1	0	0	235
"143"	37	224	139	""	5	2	89	27	0	0	0	1	0	0	1	1	0	1	1	1	129
"144"	37	224	140	""	8	34	99	13	0	1	1	0	2	1	1	0	0	2	3	0	165
"145"	37	224	141	""	12	15	10	388	1	0	7	0	0	0	0	1	1	0	0	0	435
"146"	37	224	142	""	13	3	34	288	1	3	3	0	0	0	2	8	8	3	2	2	370
"147"	37	224	143	""	4	21	197	31	2	2	0	2	0	0	0	1	0	0	1	0	261
"148"	37	224	144	""	149	5	100	71	1	0	0	0	0	0	0	0	3	1	1	9	340
"149"	37	224	145	""	13	19	126	362	4	6	0	4	2	0	0	11	7	0	2	6	562
"150"	37	224	146	""	1	8	104	118	2	3	1	2	2	0	0	4	2	1	0	2	250
"151"	37	224	147	""	117	28	61	216	5	2	2	0	2	0	2	4	5	5	5	6	460
"152"	37	224	148	""	7	24	157	99	3	5	0	0	1	1	2	3	1	3	3	8	317
"153"	37	224	149	""	20	13	64	23	2	2	2	2	1	1	2	2	1	1	2	3	141
"154"	37	224	150	""	5	17	26	108	3	1	2	0	1	0	0	4	1	0	5	6	179
"155"	37	224	151	""	64	7	156	74	1	3	1	2	1	0	0	0	1	3	0	5	318
"156"	37	224	152	""	35	26	1	441	1	0	0	0	0	0	0	0	0	0	0	1	505
"157"	37	224	153	""	24	14	65	182	2	1	0	2	0	0	1	0	1	0	2	1	295
"158"	37	224	154	""	88	14	214	54	5	2	2	2	1	2	0	2	0	3	2	4	395
"159"	37	224	155	""	3	4	196	27	0	0	0	0	0	0	0	0	1	0	0	0	231
"160"	37	224	156	""	18	13	70	154	5	5	2	4	1	1	3	5	7	2	4	9	303
"161"	37	224	157	""	36	4	188	36	4	0	0	0	0	0	0	0	2	1	1	2	274
"162"	37	224	158	""	18	7	144	9	5	0	1	2	1	2	1	2	3	2	1	2	200
"163"	37	224	159	""	50	15	32	172	2	17	14	0	1	2	6	2	2	2	2	8	327
"164"	37	224	160	""	52	54	3	320	4	5	11	4	1	2	11	11	8	3	6	6	501
"165"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	37	224	161	""	32	17	199	304	9	3	5	6	5	1	1	5	6	4	1	3	601
"167"	37	224	162	""	34	19	100	183	5	45	22	4	1	2	14	12	15	16	9	12	493
"168"	37	224	163	""	84	35	12	170	0	1	0	0	1	1	0	0	2	0	0	5	311
"169"	37	224	164	""	8	16	95	132	1	2	3	0	0	1	0	6	2	2	1	3	272
"170"	37	224	165	""	30	11	190	104	3	0	0	1	0	0	0	6	4	1	1	2	353
"171"	37	224	166	""	5	50	22	196	2	3	2	3	0	0	5	2	7	2	5	1	305
"172"	37	224	167	""	6	23	49	190	2	3	3	1	0	4	0	6	4	2	5	5	303
"173"	37	224	168	""	20	41	128	125	4	3	1	5	3	1	3	9	8	10	5	12	378
"174"	37	224	169	""	57	17	132	122	2	2	2	1	2	0	3	11	14	11	4	7	387
"175"	37	224	170	""	50	69	207	85	7	7	12	2	4	2	6	6	7	13	0	4	481
"176"	37	224	171	""	5	11	109	62	1	1	3	2	1	1	0	4	0	2	1	0	203
"177"	37	224	172	""	12	25	14	156	0	1	0	0	0	0	1	1	0	0	0	1	211
"178"	37	224	173	""	55	16	18	42	1	3	0	1	0	0	2	1	1	1	0	8	149
"179"	37	224	174	""	1	27	12	174	1	1	2	0	2	0	0	1	1	0	0	0	222
"180"	37	224	175	""	35	25	169	336	7	8	11	4	2	2	0	2	3	0	1	2	607
"181"	37	224	176	""	122	98	21	149	12	1	5	6	3	2	2	10	10	3	6	13	463
"182"	37	224	177	""	0	1	5	265	1	0	0	0	0	0	0	0	0	0	0	0	272
"183"	37	224	178	""	0	15	2	591	2	0	0	0	1	0	0	0	0	0	0	0	611
"184"	37	224	179	""	18	20	143	116	3	1	1	0	2	2	1	6	7	3	4	9	336
"185"	37	224	180	""	0	257	2	59	1	1	1	0	0	0	0	0	1	0	0	0	322
"186"	37	224	181	""	11	51	5	279	12	8	3	3	1	1	1	5	5	0	1	2	388
"187"	37	224	182	""	26	86	45	199	6	2	5	7	5	2	1	9	3	1	2	7	406
"188"	37	224	183	""	86	22	117	68	4	3	4	4	1	2	2	3	7	6	5	2	336
"189"	37	224	184	""	14	20	150	94	2	1	0	0	1	0	0	3	1	3	1	0	290
"190"	37	224	185	""	18	98	1	92	1	0	1	1	0	0	0	1	1	0	1	1	216
"191"	37	224	186	""	7	38	24	108	4	1	2	3	1	1	3	4	0	3	2	0	201
"192"	37	224	187	""	42	40	51	173	7	2	3	3	2	1	4	11	17	10	8	30	404
"193"	37	224	188	""	9	10	87	47	4	1	7	0	2	0	1	4	1	2	3	17	195
"194"	37	224	189	""	16	12	22	135	2	2	1	0	1	1	3	6	16	1	2	9	229
"195"	37	224	190	""	56	15	215	184	3	2	3	0	9	0	1	1	3	3	1	2	498
"196"	37	224	191	""	41	48	30	200	1	2	0	0	0	1	0	1	2	3	1	9	339
"197"	37	224	192	""	6	144	26	278	3	1	2	0	1	0	1	3	1	1	1	2	470
"198"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"199"	37	224	193	""	11	24	152	51	0	0	0	0	0	0	0	0	0	0	0	0	238
"200"	37	224	194	""	5	9	1	368	1	0	0	0	0	0	0	0	0	0	0	0	384
"201"	37	224	195	""	9	47	76	110	2	0	4	5	0	1	1	6	9	4	6	3	283
"202"	37	224	196	""	18	6	49	110	1	1	0	0	1	0	0	7	4	2	1	2	202
"203"	37	224	197	""	98	42	28	46	0	0	0	0	0	0	1	1	2	1	0	1	220
"204"	37	224	198	""	43	17	81	198	9	4	6	5	3	2	1	4	11	4	3	7	398
"205"	37	224	199	""	73	37	203	95	4	3	3	2	1	1	2	4	5	2	3	6	444
"206"	37	224	200	""	15	45	17	312	5	4	1	3	3	1	0	5	5	3	0	3	422
"207"	37	224	201	""	4	60	36	154	2	4	1	4	3	2	1	8	8	3	5	2	297
"208"	37	224	202	""	15	5	17	138	3	1	6	4	1	3	3	10	15	6	2	6	235
"209"	37	224	203	""	25	101	9	128	6	7	1	1	1	1	2	2	1	5	9	3	302
"210"	37	224	204	""	58	84	188	149	13	9	7	8	5	2	3	9	6	4	2	3	550
"211"	37	224	205	""	32	109	284	104	1	2	3	1	0	1	1	3	4	3	0	1	549
"212"	37	224	206	""	30	181	20	116	8	7	1	0	3	1	4	6	6	3	6	10	402
"213"	37	224	207	""	25	44	293	10	0	0	0	0	0	0	1	0	0	0	0	0	373
"214"	37	224	208	""	25	180	55	148	9	2	2	2	3	3	0	2	6	8	3	10	458
"215"	37	224	209	""	12	82	23	124	4	4	4	8	3	2	4	5	7	5	2	4	293
"216"	37	224	210	""	59	18	113	61	6	4	4	1	4	3	3	7	9	8	9	20	329
"217"	37	224	211	""	86	5	25	123	2	1	0	2	0	1	0	7	2	2	1	2	259
"218"	37	224	212	""	39	10	55	220	11	5	8	7	6	1	3	5	8	2	7	11	398
"219"	37	224	213	""	7	3	69	208	7	3	4	1	3	2	4	14	8	5	9	5	352
"220"	37	224	214	""	16	8	84	174	1	5	1	3	0	0	1	4	1	2	6	9	315
"221"	37	224	215	""	107	9	65	131	3	5	0	4	1	1	0	5	6	5	0	14	356
"222"	37	224	216	""	81	45	208	81	3	4	6	6	10	4	3	8	11	7	4	10	491
"223"	37	224	217	""	7	2	111	145	6	0	0	1	0	2	0	5	9	5	1	3	297
"224"	37	224	218	""	8	25	281	169	5	14	3	2	4	1	2	5	6	10	4	3	542
"225"	37	224	219	""	16	27	60	160	4	3	3	5	1	0	2	0	1	4	3	8	297
"226"	37	224	220	""	36	45	18	336	6	5	7	5	0	4	4	15	9	0	2	5	497
"227"	37	224	221	""	102	26	67	243	2	11	16	8	9	3	8	10	14	5	9	18	551
"228"	37	224	222	""	9	34	166	81	0	0	0	2	1	1	0	1	2	1	0	1	299
"229"	37	224	223	""	4	19	84	114	2	0	0	0	1	2	0	7	3	2	3	2	243
"230"	37	224	224	""	51	46	185	164	10	9	10	9	2	1	2	11	13	11	11	12	547
"231"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"232"	37	224	225	""	41	80	61	267	1	1	0	2	0	2	4	0	2	0	2	5	468
"233"	37	224	226	""	8	43	58	294	5	3	1	4	0	1	1	4	7	5	1	6	441
"234"	37	224	227	""	17	18	78	156	1	0	0	0	0	0	1	1	1	1	2	3	279
"235"	37	224	228	""	6	74	206	327	3	1	0	0	0	0	1	4	4	2	1	5	634
"236"	37	224	229	""	25	50	34	175	3	1	3	6	2	1	3	7	13	5	7	9	344
"237"	37	224	230	""	15	81	34	218	6	5	4	6	1	0	3	6	12	0	3	5	399
"238"	37	224	231	""	7	108	10	171	4	9	86	2	1	1	1	4	1	2	6	5	418
"239"	37	224	232	""	6	142	5	126	8	2	1	2	0	1	0	0	4	0	2	0	299
"240"	37	224	233	""	34	68	15	124	2	5	10	3	0	0	2	6	2	1	2	7	281
"241"	37	224	234	""	80	49	33	138	0	3	23	2	0	0	1	2	4	1	0	4	340
"242"	37	224	235	""	27	52	6	97	2	6	3	2	0	0	3	9	6	14	1	7	235
"243"	37	224	236	""	30	22	16	138	4	3	0	1	1	2	0	2	3	0	0	1	223
"244"	37	224	237	""	0	22	21	235	1	0	0	0	0	0	0	1	1	0	1	0	282
"245"	37	224	238	""	24	13	87	72	3	1	0	0	3	0	2	7	6	4	4	6	232
"246"	37	224	239	""	5	19	106	81	1	0	0	3	1	1	1	4	6	7	6	4	245
"247"	37	224	240	""	32	27	172	111	7	5	5	8	4	2	4	11	8	8	6	10	420
"248"	37	224	241	""	2	17	222	18	0	1	0	0	0	0	0	0	0	0	0	0	260
"249"	37	224	242	""	49	66	149	134	2	0	0	3	1	2	0	0	1	0	0	0	407
"250"	37	224	243	""	11	144	57	149	3	3	2	8	2	1	3	9	5	7	5	13	422
"251"	37	224	244	""	22	211	27	352	4	0	3	4	4	3	4	8	6	3	4	4	659
"252"	37	224	245	""	9	72	120	75	7	6	1	2	2	3	4	2	6	3	4	7	323
"253"	37	224	246	""	41	51	133	115	3	8	1	1	2	2	5	4	16	11	9	21	423
"254"	37	224	247	""	6	8	112	223	4	1	2	1	1	0	0	1	0	0	0	1	360
"255"	37	224	248	""	7	99	95	162	5	5	4	2	0	2	3	3	5	2	4	19	417
"256"	37	224	249	""	14	29	241	124	2	2	2	2	3	1	1	3	3	6	2	8	443
"257"	37	224	250	""	17	199	41	131	8	4	2	2	2	3	4	4	1	5	2	4	429
"258"	37	224	251	""	34	15	192	113	4	5	0	1	1	0	1	5	4	4	3	2	384
"259"	37	224	252	""	21	76	123	35	2	1	2	0	0	2	2	2	0	0	0	4	270
"260"	37	224	253	""	10	9	178	69	1	0	1	2	0	0	0	2	0	1	0	2	275
"261"	37	224	254	""	29	15	34	30	1	2	0	3	0	1	0	3	3	2	2	3	128
"262"	37	224	255	""	73	47	45	46	3	1	1	0	0	0	0	1	3	3	3	7	233
"263"	37	224	256	""	43	57	115	155	9	8	29	9	5	6	4	5	13	11	6	12	487
"264"	NA	NA	NA	"BOOTH EXT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"265"	37	224	257	""	31	69	26	274	9	8	7	5	4	1	7	10	10	5	3	8	477
"266"	37	224	258	""	0	16	9	397	0	1	0	0	0	0	0	2	0	0	1	0	426
"267"	37	224	259	""	83	22	33	114	6	13	8	11	4	5	3	4	3	3	0	3	315
"268"	37	224	260	""	4	194	13	85	0	3	1	0	0	0	0	0	0	0	0	0	300
"269"	37	224	261	""	16	113	45	136	8	0	3	2	0	0	3	6	4	2	1	1	340
"270"	37	224	262	""	15	153	41	100	2	3	3	0	2	0	1	1	7	3	6	0	337
"271"	37	224	263	""	1	11	17	276	0	0	0	0	0	0	0	0	0	0	0	0	305
"272"	37	224	264	""	41	124	15	168	6	2	1	6	1	2	1	7	8	8	15	14	419
"273"	37	224	265	""	14	54	9	192	3	2	4	2	1	1	2	4	10	2	6	4	310
"274"	37	224	266	""	49	144	245	99	10	7	7	2	2	0	5	8	6	6	7	11	608
"275"	37	224	267	""	74	107	70	122	6	4	2	3	0	0	0	2	5	2	0	6	403
"276"	37	224	268	""	7	57	71	158	4	2	3	1	1	0	0	5	8	3	1	1	322
"277"	37	224	269	""	8	4	14	147	4	2	1	1	0	0	1	4	7	1	1	1	196
"278"	37	224	270	""	24	15	88	245	12	11	1	6	3	0	3	9	11	1	1	2	432
"279"	37	224	271	""	45	11	56	233	5	4	0	1	5	3	3	10	12	3	3	5	399
"280"	37	224	272	""	39	15	85	43	1	4	1	3	0	0	0	6	2	1	1	5	206
"281"	37	224	273	""	25	27	170	194	9	3	6	6	1	0	3	8	15	13	3	10	493
"282"	37	224	274	""	9	20	6	73	3	6	1	4	3	1	0	4	0	0	1	5	136
"283"	37	224	275	""	10	81	27	265	5	7	3	4	4	1	3	1	6	1	5	5	428
"284"	37	224	276	""	12	12	154	54	4	4	2	2	2	0	1	7	4	6	5	8	277
"285"	37	224	277	""	41	13	39	189	11	12	5	6	1	1	1	12	5	3	0	2	341
